,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
50,"(333.786, 302.361, 20.984, -0.655)","(368.769, 294.435, 27.656, -16.418)","(403.619, 283.889, 33.177, -22.935)","(439.814, 274.171, 32.851, -11.064)","(470.684, 270.265, 17.673, -5.247)","(502.783, 269.865, 14.071, 8.696)","(536.255, 266.406, 49.01, -12.146)","(566.694, 263.969, 38.841, -16.033)","(594.65, 263.163, 19.558, -3.904)","(620.044, 262.124, 22.266, -1.81)","(650.447, 252.512, 36.001, -4.979)","(680.226, 242.238, 32.012, -11.869)","(706.154, 234.949, 40.496, -22.398)","(727.586, 227.897, 6.913, -14.306)","(743.761, 226.145, -7.754, -3.818)","(760.69, 220.918, 33.324, 33.365)","(779.064, 209.082, 27.846, -10.65)","(791.09, 199.394, 8.758, -32.668)","(792.491, 188.596, -40.76, -28.323)","(795.108, 161.286, 8.444, -35.653)","(791.811, 137.189, -8.767, -57.809)","(783.115, 96.083, -7.285, -32.859)","(743.804, 95.706, -25.74, -14.18)","(712.535, 82.209, -54.674, -8.2)","(672.393, 83.073, -23.324, 11.725)","(632.136, 82.434, -50.497, -2.741)","(594.658, 85.819, -47.866, 7.081)","(556.013, 95.016, -46.693, -2.291)","(518.496, 97.458, -25.63, 2.97)","(480.57, 97.846, -52.385, 4.497)","(444.079, 98.407, -33.957, 5.702)","(407.34, 96.676, -26.266, 0.556)","(372.654, 97.677, -60.164, 3.197)","(336.865, 96.937, -21.702, 16.246)","(302.665, 96.98, -48.645, -11.935)","(267.631, 95.896, -21.007, -13.617)","(230.537, 93.76, -15.224, 5.764)","(191.902, 95.525, -51.083, 1.512)","(159.081, 89.095, -28.17, -22.591)","(129.375, 123.916, -28.377, 29.894)","(123.557, 165.294, -3.644, 45.273)","(117.594, 207.762, -17.465, 29.219)","(115.009, 240.208, 2.322, 25.038)","(109.43, 272.68, 7.122, 41.469)","(106.754, 301.492, -17.982, 42.933)","(103.387, 328.817, -6.663, 16.604)","(96.373, 356.735, -1.375, 24.47)","(77.044, 371.219, -33.32, -5.326)","(31.352, 369.066, -72.591, 12.838)","(None, None, None, None)","(None, None, None, None)"
51,"(264.146, 177.948, 19.472, -14.413)","(286.849, 173.477, 14.977, 1.194)","(306.216, 170.126, 23.606, 4.662)","(326.028, 167.399, 4.04, -18.064)","(347.385, 166.531, 19.95, -14.631)","(370.196, 166.79, 25.866, -4.077)","(398.253, 166.081, 32.916, 2.643)","(419.681, 166.842, 19.171, 8.669)","(446.795, 166.488, 22.739, 10.73)","(473.767, 170.456, 30.791, 17.05)","(499.754, 172.256, 18.044, -10.192)","(521.74, 172.423, 30.389, -13.804)","(545.836, 175.534, 27.98, -14.54)","(569.06, 177.424, 32.16, -11.688)","(594.737, 179.941, 33.213, -7.615)","(614.463, 181.942, 16.103, 17.33)","(632.525, 184.703, 3.552, -0.314)","(647.329, 187.972, 12.994, 5.633)","(663.928, 191.667, 18.695, 6.905)","(679.71, 193.98, 15.85, 8.031)","(690.06, 196.549, 1.561, -13.151)","(700.379, 200.282, -3.914, -2.636)","(709.801, 202.244, 2.077, -6.465)","(716.395, 206.011, 20.522, 13.09)","(723.231, 212.985, 21.136, 17.385)","(730.642, 220.356, 6.814, 7.439)","(738.916, 222.439, -4.812, -3.667)","(753.255, 225.039, 4.776, 3.488)","(766.377, 224.499, 5.592, -10.417)","(779.142, 219.221, 6.613, 3.537)","(777.905, 208.597, 1.809, -29.102)","(776.774, 192.975, 13.757, -24.504)","(778.366, 169.623, 13.912, -19.956)","(782.209, 144.436, 1.912, -27.64)","(786.832, 119.702, 20.909, -43.121)","(787.561, 97.816, -30.498, 14.215)","(764.415, 97.83, -11.664, -15.376)","(742.18, 92.791, -29.377, -2.773)","(719.88, 85.612, -19.355, -23.975)","(695.334, 76.971, -30.663, 0.218)","(667.585, 71.404, -39.963, 3.839)","(636.093, 69.17, -47.656, -0.454)","(603.821, 67.942, -35.849, 1.611)","(570.022, 64.899, -19.517, -13.68)","(533.075, 63.272, -31.484, 8.213)","(495.301, 62.875, -32.308, -10.003)","(457.273, 61.972, -30.083, -13.014)","(419.188, 63.656, -26.353, -14.15)","(379.756, 66.882, -35.529, 13.091)","(340.502, 67.96, -24.601, -13.158)","(302.251, 70.956, -43.291, -5.767)"
52,"(415.351, 557.866, 51.363, 0.953)","(460.548, 558.39, 52.129, -0.718)","(504.825, 560.858, 32.491, 3.561)","(546.229, 561.216, 44.262, -1.438)","(589.387, 568.234, 45.112, -0.981)","(625.126, 573.715, 38.238, 17.451)","(659.936, 578.284, 40.608, -8.292)","(690.911, 581.63, 18.408, 15.541)","(718.767, 583.623, 11.965, -7.051)","(736.973, 583.773, 11.694, 7.636)","(754.26, 578.648, 28.24, 3.746)","(771.361, 567.318, 18.855, -20.541)","(776.288, 595.23, -4.526, 50.615)","(772.422, 633.922, 3.692, 24.684)","(768.357, 658.842, -54.315, 3.835)","(725.461, 660.469, -44.164, -8.533)","(689.273, 671.692, -51.015, 19.724)","(651.407, 682.185, -50.527, 5.723)","(609.632, 683.298, -34.295, -12.472)","(567.801, 683.329, -59.576, 0.276)","(522.38, 681.488, -50.515, -20.586)","(480.538, 678.425, -48.733, -17.163)","(440.368, 678.518, -53.952, -5.256)","(396.621, 681.39, -58.664, 14.372)","(351.936, 680.253, -38.172, 13.479)","(308.282, 678.477, -51.751, 2.701)","(266.119, 677.956, -40.496, 5.871)","(228.308, 674.315, -33.207, -15.351)","(188.327, 673.398, -28.173, -1.926)","(145.611, 666.238, -42.65, -54.726)","(123.789, 629.423, -5.787, -42.011)","(110.181, 589.381, -23.866, -55.018)","(98.397, 548.802, -9.967, -43.742)","(85.741, 511.315, -19.768, -30.642)","(76.061, 474.22, -15.173, -36.831)","(69.166, 447.677, -15.367, -14.58)","(64.475, 425.215, 19.092, -22.619)","(64.741, 402.388, -24.541, -44.454)","(54.945, 390.203, -34.792, -23.941)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
53,"(348.469, 169.177, 32.589, -4.979)","(369.293, 166.077, 36.917, 3.058)","(382.722, 166.108, 28.398, 1.287)","(402.551, 166.19, 27.866, 8.984)","(433.293, 166.126, 38.803, -13.101)","(457.435, 166.05, 28.433, -14.941)","(478.835, 166.078, 23.174, 4.15)","(505.046, 166.714, 50.322, 8.132)","(531.429, 166.236, 22.678, 11.303)","(546.736, 166.073, 24.469, 2.951)","(551.841, 166.041, 20.14, 1.523)","(572.657, 166.078, 48.544, -5.274)","(596.482, 168.113, 23.136, -7.881)","(624.47, 169.484, 39.852, 0.431)","(641.411, 167.273, -6.271, -13.26)","(657.938, 170.676, 39.418, -0.715)","(674.102, 175.448, 20.695, -0.03)","(692.547, 194.583, 12.886, 18.988)","(712.756, 198.99, 14.741, 10.246)","(731.12, 201.582, 12.52, -7.741)","(736.638, 201.345, 15.521, 13.221)","(745.167, 202.814, 19.947, -1.2)","(754.649, 207.225, 0.798, -20.546)","(763.4, 211.012, 8.067, 6.221)","(775.825, 204.317, 16.542, -19.245)","(777.991, 184.691, 14.435, -10.975)","(782.492, 167.049, -12.126, -1.446)","(788.537, 142.798, 35.218, -31.111)","(794.969, 104.951, -17.637, -23.492)","(764.388, 93.277, -27.191, 6.0)","(729.994, 89.458, -40.201, -21.882)","(698.595, 80.811, -41.583, -11.049)","(663.363, 79.544, -33.841, -7.442)","(624.874, 75.811, -31.022, -15.897)","(588.695, 74.983, -27.684, 2.378)","(551.734, 77.303, -38.577, 13.136)","(511.152, 83.393, -45.726, 19.49)","(468.524, 86.681, -26.506, -6.502)","(427.8, 88.74, -34.481, 3.123)","(388.997, 89.706, -22.773, -11.444)","(350.21, 90.919, -32.485, -9.407)","(313.054, 91.691, -40.246, -2.12)","(275.485, 93.357, -38.287, 6.261)","(237.101, 93.86, -28.855, 0.99)","(204.33, 92.82, -29.806, 9.213)","(171.524, 97.065, -11.299, 1.968)","(140.726, 97.271, -39.789, 58.719)","(126.623, 144.338, -21.987, 52.268)","(123.933, 180.233, -12.142, 51.482)","(120.792, 217.436, -1.511, 37.816)","(118.902, 253.888, 9.67, 15.968)"
54,"(358.686, 512.656, 26.659, -5.803)","(398.198, 511.787, 27.898, -11.559)","(441.26, 516.323, 50.948, 7.51)","(483.479, 521.717, 40.309, 11.507)","(522.024, 524.194, 30.451, -4.699)","(559.537, 528.466, 40.478, 3.65)","(599.146, 529.984, 46.959, 13.92)","(635.184, 533.066, 24.629, 17.299)","(672.98, 539.183, 40.218, 20.945)","(708.198, 542.909, 40.955, 3.044)","(731.786, 546.711, 15.286, 13.213)","(760.396, 543.509, 31.748, -13.035)","(776.317, 562.705, 19.448, 51.128)","(786.972, 606.696, 20.597, 52.879)","(787.86, 637.86, -6.365, 34.314)","(763.962, 657.839, -48.802, 23.102)","(723.841, 650.502, -40.717, -29.272)","(694.165, 652.346, -48.849, 16.396)","(651.326, 657.808, -29.369, -1.163)","(607.101, 661.952, -28.793, -12.063)","(570.882, 658.107, -45.444, 11.447)","(517.7, 658.183, -53.635, -0.214)","(477.458, 648.445, -32.566, -4.304)","(443.363, 642.041, -22.335, -1.145)","(414.718, 637.458, -32.279, 0.212)","(377.706, 636.055, -32.791, -12.234)","(346.811, 636.315, -36.331, 10.988)","(314.429, 636.758, -43.048, -9.018)","(280.11, 638.928, -30.579, 15.035)","(246.249, 640.107, -25.587, 5.966)","(219.664, 646.483, -31.094, 4.034)","(198.949, 651.063, -44.12, -32.494)","(195.119, 651.017, -39.144, -1.88)","(195.119, 651.017, -39.144, -1.88)","(195.119, 651.017, -39.144, -1.88)","(195.119, 651.017, -39.144, -1.88)","(195.119, 651.017, -39.144, -1.88)","(195.119, 651.017, -39.144, -1.88)","(173.206, 651.009, -71.596, -9.057)","(171.392, 651.006, -50.898, -3.659)","(167.631, 651.001, -48.966, -16.428)","(139.322, 650.244, -19.668, -40.332)","(131.102, 605.164, 3.555, -58.701)","(126.196, 562.628, -9.296, -46.368)","(118.73, 522.926, -10.345, -43.992)","(111.422, 484.269, -13.076, -47.703)","(103.757, 453.235, 8.719, -45.364)","(99.448, 426.617, 4.528, -0.827)","(97.005, 409.556, -6.6, -14.3)","(98.131, 393.15, 6.945, -8.219)","(97.157, 383.327, -8.752, -3.763)"
55,"(717.941, 495.22, 24.518, 43.501)","(753.592, 514.292, 45.998, 29.741)","(785.207, 539.398, 14.156, 23.349)","(800.304, 580.591, 8.737, 44.702)","(802.991, 627.515, 0.233, 29.654)","(791.008, 663.554, -12.711, 13.912)","(751.762, 681.985, -34.67, 3.107)","(699.328, 680.977, -62.023, -9.28)","(651.673, 679.663, -55.07, -14.177)","(605.765, 675.355, -54.584, -17.925)","(561.855, 674.202, -44.597, -1.385)","(518.401, 672.637, -43.322, -14.701)","(477.421, 673.551, -56.836, -14.944)","(436.196, 672.189, -38.015, -5.315)","(395.168, 672.567, -39.967, 8.29)","(354.426, 671.928, -53.467, 2.197)","(314.55, 671.921, -32.931, -17.915)","(275.56, 671.286, -43.542, -9.193)","(235.579, 669.996, -57.689, -5.166)","(194.687, 667.581, -22.036, -18.572)","(155.824, 664.038, -46.016, -12.661)","(129.349, 631.983, -14.127, -53.045)","(114.858, 591.641, -20.539, -47.727)","(103.255, 552.343, 3.024, -45.867)","(91.633, 512.591, -11.762, -24.166)","(82.019, 475.063, -16.972, -50.745)","(74.685, 438.299, 0.184, -40.036)","(73.144, 407.87, 1.296, -25.347)","(53.633, 387.339, -60.665, -5.354)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
56,"(339.728, 213.186, 32.052, -2.597)","(374.972, 207.358, 41.737, 5.593)","(405.203, 205.952, 16.554, -19.476)","(439.869, 205.3, 34.218, 7.073)","(474.58, 204.702, 32.048, -2.833)","(506.131, 203.742, 39.994, -16.279)","(541.626, 203.062, 45.642, 14.58)","(572.352, 204.241, 19.181, -12.308)","(601.337, 209.593, 21.835, 7.933)","(632.455, 211.536, 22.926, -19.862)","(664.359, 205.466, 41.101, -12.963)","(696.61, 200.539, 24.18, -1.66)","(726.035, 192.847, 35.749, -4.623)","(746.898, 192.38, 20.304, -1.384)","(765.188, 200.362, 19.646, -14.517)","(773.325, 185.899, -19.213, -55.179)","(777.267, 151.6, 7.945, -46.531)","(777.748, 117.518, -20.703, -15.587)","(781.784, 96.032, -59.877, -24.829)","(726.067, 93.375, -20.615, 3.871)","(684.511, 86.491, -42.751, 8.142)","(647.173, 83.53, -40.199, -7.94)","(602.508, 85.228, -52.185, 19.168)","(557.141, 94.832, -40.705, 7.126)","(518.382, 99.836, -24.948, -17.511)","(477.883, 98.665, -29.32, 11.101)","(435.763, 99.16, -22.455, -10.821)","(396.215, 98.306, -42.001, 14.896)","(356.286, 97.132, -28.494, -13.421)","(315.803, 96.463, -40.707, 6.608)","(275.026, 96.322, -52.329, -3.244)","(235.992, 93.849, -28.713, -8.507)","(201.994, 91.922, -28.243, 8.419)","(170.525, 94.499, -7.247, 0.296)","(137.161, 94.927, -26.933, 45.168)","(119.982, 143.521, -8.442, 41.875)","(115.901, 182.639, -11.282, 21.211)","(111.615, 220.157, -12.639, 44.652)","(106.419, 254.107, 9.557, 42.51)","(101.083, 288.786, 0.295, 40.695)","(95.677, 320.872, 5.221, 30.928)","(83.88, 346.707, -4.912, 37.243)","(57.026, 360.872, -73.841, 15.176)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
57,"(424.222, 174.611, 31.238, -5.058)","(455.487, 166.044, 24.113, -8.813)","(458.268, 166.023, 37.671, 0.373)","(462.911, 166.15, 29.327, 1.258)","(471.105, 166.04, 31.938, 0.657)","(491.022, 166.009, 49.382, -8.386)","(513.179, 166.178, 53.524, 8.639)","(543.393, 166.533, 15.112, 15.723)","(566.571, 166.438, 11.863, 2.553)","(589.569, 169.52, 17.029, 10.569)","(605.023, 175.118, 8.366, 26.908)","(623.501, 187.85, 34.841, -0.597)","(649.402, 195.464, 12.78, -4.149)","(673.715, 198.875, 18.407, 11.621)","(691.899, 200.192, 25.294, -17.643)","(710.327, 200.29, 12.144, -5.152)","(729.665, 201.198, 45.441, -21.263)","(750.437, 204.47, 17.005, 0.238)","(764.032, 207.762, 41.305, -10.392)","(768.798, 195.668, -18.673, 2.733)","(771.995, 192.62, 21.923, -11.205)","(781.216, 187.394, 18.541, -49.718)","(787.672, 175.519, 20.465, -28.108)","(788.509, 144.839, 13.778, -68.901)","(789.843, 108.882, -17.61, -30.624)","(766.738, 96.679, -35.593, 7.22)","(737.512, 91.147, -11.143, 1.225)","(707.961, 82.477, -46.112, -5.679)","(667.625, 84.216, -17.991, -8.419)","(626.539, 83.592, -53.885, 4.136)","(583.918, 85.906, -42.558, -9.694)","(546.418, 92.534, -46.216, 9.604)","(510.477, 98.392, -35.279, 8.089)","(473.535, 99.367, -29.75, 13.165)","(437.693, 97.761, -45.454, 6.003)","(401.893, 98.007, -48.546, -14.344)","(365.641, 97.14, -25.256, -13.522)","(333.871, 96.727, -19.333, 8.765)","(299.095, 98.382, -21.023, -5.963)","(264.714, 96.963, -16.142, 11.742)","(227.628, 92.7, -46.069, 14.061)","(189.736, 92.971, -34.564, -6.585)","(161.576, 87.944, -30.418, -18.131)","(134.42, 100.037, -32.622, 44.013)","(125.167, 149.655, -10.758, 59.31)","(121.951, 193.61, -0.574, 36.702)","(119.746, 233.824, -4.51, 53.38)","(115.886, 273.746, -0.863, 44.81)","(110.132, 304.459, 4.326, 39.888)","(108.314, 329.215, -3.168, 29.098)","(107.465, 345.03, -4.269, 25.53)"
58,"(485.824, 170.314, 34.833, 3.51)","(516.312, 166.258, 44.177, 0.335)","(535.553, 166.156, 17.074, 2.127)","(542.334, 166.006, 37.509, -1.763)","(546.039, 166.011, 21.404, -1.568)","(550.227, 166.055, 21.839, 1.851)","(566.178, 166.085, 25.433, -2.963)","(577.256, 166.031, 17.786, 1.384)","(594.801, 166.238, 53.937, 10.539)","(615.213, 166.137, 10.711, -11.701)","(620.406, 166.012, 36.41, -0.785)","(622.575, 166.011, 21.182, -0.205)","(632.284, 166.019, 29.325, -0.416)","(653.17, 166.027, 47.831, 0.796)","(661.151, 166.037, 48.295, 1.005)","(682.145, 166.134, 51.053, -1.571)","(691.462, 166.034, 31.571, -0.159)","(692.316, 166.063, 51.244, 1.742)","(705.475, 166.02, 38.805, -12.485)","(714.965, 166.693, 2.827, 8.422)","(722.445, 166.014, 2.4, -13.596)","(731.357, 167.346, 11.62, 2.085)","(734.66, 169.238, -9.876, -3.79)","(736.459, 174.681, 14.78, 21.452)","(739.034, 184.713, -11.843, 0.426)","(752.699, 190.855, 15.977, 19.158)","(770.058, 191.056, 8.848, -40.17)","(746.368, 176.837, -22.511, -19.71)","(732.003, 166.025, -4.016, -6.799)","(732.003, 166.025, -4.016, -6.799)","(733.775, 166.063, -2.431, 3.432)","(733.802, 166.057, 1.622, -0.335)","(734.129, 166.004, 19.627, -3.186)","(734.928, 166.027, 23.681, -0.986)","(738.192, 166.005, 31.04, -0.479)","(738.192, 166.005, 31.04, -0.479)","(738.192, 166.005, 31.04, -0.479)","(738.192, 166.005, 31.04, -0.479)","(738.192, 166.005, 31.04, -0.479)","(738.192, 166.005, 31.04, -0.479)","(738.192, 166.005, 31.04, -0.479)","(738.192, 166.005, 31.04, -0.479)","(738.192, 166.005, 31.04, -0.479)","(738.192, 166.005, 31.04, -0.479)","(738.192, 166.005, 31.04, -0.479)","(738.192, 166.005, 31.04, -0.479)","(738.192, 166.005, 31.04, -0.479)","(738.192, 166.005, 31.04, -0.479)","(738.192, 166.005, 31.04, -0.479)","(738.192, 166.005, 31.04, -0.479)","(738.192, 166.005, 31.04, -0.479)"
59,"(374.161, 416.684, 29.848, 14.361)","(409.322, 426.008, 21.861, -6.169)","(440.168, 435.748, 37.259, 21.119)","(477.375, 438.309, 27.794, 1.045)","(516.8, 440.735, 29.102, -4.47)","(553.966, 445.728, 24.257, 20.884)","(589.954, 450.368, 35.661, -8.75)","(624.869, 453.349, 29.957, 16.496)","(658.585, 459.836, 33.506, 12.348)","(691.484, 467.962, 33.633, -0.333)","(721.369, 475.594, 35.081, 2.601)","(748.116, 483.61, 24.745, 2.377)","(767.376, 492.606, 1.44, -3.945)","(786.274, 511.437, 16.285, 5.099)","(800.653, 529.46, 24.917, 11.574)","(813.393, 551.988, 2.158, 8.83)","(818.764, 574.035, 10.43, 14.226)","(808.791, 598.088, -20.002, 38.24)","(810.4, 637.894, 1.035, 25.95)","(801.201, 667.169, -19.981, 13.933)","(775.671, 686.996, -31.4, 27.079)","(737.479, 690.52, -46.612, 13.578)","(708.39, 691.862, -18.932, -12.073)","(679.2, 687.241, -48.859, 1.183)","(644.075, 685.279, -28.196, 0.719)","(611.907, 681.341, -38.332, -11.457)","(571.73, 681.318, -54.231, -12.156)","(528.744, 680.631, -54.663, 16.9)","(491.337, 680.482, -35.202, 11.799)","(455.563, 680.297, -51.788, -1.402)","(420.147, 682.179, -37.855, -12.662)","(386.287, 681.43, -47.07, -14.5)","(347.912, 679.901, -43.526, 0.121)","(311.112, 680.172, -27.702, 14.836)","(280.055, 681.045, -17.054, -11.995)","(257.654, 681.977, -47.202, -11.285)","(237.96, 686.044, -22.403, -0.273)","(217.239, 681.729, -4.369, -2.899)","(191.598, 687.244, -34.168, -9.996)","(155.463, 678.482, -53.564, -32.413)","(120.644, 639.987, -6.598, -56.498)","(106.322, 599.691, -21.397, -39.819)","(98.569, 558.005, -25.617, -55.493)","(87.606, 516.227, -1.47, -51.132)","(82.575, 475.72, 1.156, -25.042)","(83.453, 441.193, 15.567, -27.386)","(89.371, 409.011, 6.189, -22.442)","(89.719, 389.239, 18.305, -20.081)","(81.504, 379.597, 4.604, -21.414)","(73.701, 372.296, -14.825, -17.238)","(None, None, None, None)"
60,"(702.996, 169.273, 35.214, -8.934)","(732.222, 166.058, 38.312, -18.636)","(736.197, 166.228, 12.685, -13.492)","(746.856, 166.055, 32.67, -7.952)","(755.185, 166.626, 25.543, -6.427)","(763.209, 166.858, -2.581, 8.125)","(771.189, 161.843, 8.835, -32.66)","(783.66, 168.191, 5.814, 10.247)","(796.609, 168.208, 9.044, -12.979)","(802.163, 162.217, -5.462, 9.178)","(811.177, 153.172, 21.025, 21.829)","(811.784, 160.867, -3.649, -13.734)","(804.102, 170.172, 4.102, -12.138)","(802.89, 166.695, -9.857, 1.143)","(806.438, 175.678, -5.512, 21.305)","(800.022, 169.244, -11.363, -28.109)","(787.528, 127.151, -5.232, -45.991)","(785.39, 96.773, -37.415, -22.943)","(736.551, 102.36, -62.394, -2.854)","(707.75, 113.943, -21.489, -3.033)","(707.015, 113.988, -44.109, 2.682)","(707.015, 113.988, -44.109, 2.682)","(707.015, 113.988, -44.109, 2.682)","(707.015, 113.988, -44.109, 2.682)","(707.015, 113.988, -44.109, 2.682)","(707.015, 113.988, -44.109, 2.682)","(707.015, 113.988, -44.109, 2.682)","(707.015, 113.988, -44.109, 2.682)","(707.015, 113.988, -44.109, 2.682)","(707.015, 113.988, -44.109, 2.682)","(703.601, 113.996, -64.274, -0.036)","(703.601, 113.996, -64.274, -0.036)","(703.601, 113.996, -64.274, -0.036)","(703.601, 113.996, -64.274, -0.036)","(701.13, 113.932, -67.869, -2.685)","(695.715, 113.996, -63.92, -0.222)","(678.925, 113.843, -41.147, -6.313)","(666.837, 113.923, -35.851, 7.186)","(647.321, 113.824, -29.252, -1.772)","(630.342, 113.567, -36.312, -9.112)","(618.775, 113.918, -45.333, -4.825)","(600.413, 113.898, -19.998, -1.283)","(585.038, 113.965, -19.373, 9.624)","(565.332, 112.066, -5.595, 8.988)","(535.26, 98.88, -39.746, -9.198)","(499.279, 97.648, -44.214, -3.892)","(464.915, 96.213, -32.223, -13.218)","(432.57, 96.223, -33.786, -12.514)","(403.19, 94.148, -15.149, -14.647)","(373.175, 91.82, -36.573, 2.746)","(341.973, 88.006, -31.922, -11.65)"
61,"(519.153, 211.647, 25.972, 10.177)","(560.463, 208.145, 40.78, -14.933)","(601.818, 207.415, 37.153, 15.948)","(638.523, 202.687, 33.773, 5.997)","(668.863, 206.16, 40.631, -8.917)","(701.756, 201.95, 12.654, 1.364)","(727.536, 192.266, 32.984, 20.563)","(757.728, 195.094, 52.43, 8.845)","(774.298, 183.254, 11.77, -27.681)","(772.196, 161.786, -27.455, -15.041)","(758.059, 130.215, -29.136, -47.33)","(764.946, 98.945, -11.988, -38.921)","(767.879, 84.736, -19.122, -26.598)","(760.07, 73.914, -36.497, -11.873)","(719.444, 70.411, -31.594, -9.97)","(674.509, 69.095, -27.732, 8.089)","(634.439, 66.492, -45.174, 0.911)","(594.476, 65.631, -46.906, 3.904)","(550.727, 65.495, -47.586, 4.31)","(511.744, 69.123, -43.997, 18.179)","(468.435, 70.225, -53.694, -14.354)","(426.461, 68.67, -28.719, -3.475)","(382.49, 69.332, -49.99, 5.458)","(341.557, 68.616, -36.296, 9.166)","(302.011, 68.39, -51.619, 13.224)","(264.508, 69.156, -37.512, 0.27)","(228.289, 70.6, -48.181, -9.171)","(192.33, 68.717, -44.03, -6.076)","(153.685, 68.264, -54.527, 7.196)","(120.164, 90.83, -14.398, 29.683)","(95.716, 130.019, -22.176, 48.884)","(86.311, 170.084, -14.593, 29.185)","(77.531, 209.188, -21.565, 46.965)","(71.388, 246.067, 1.732, 35.588)","(68.644, 282.861, 1.682, 31.313)","(65.65, 319.314, 9.416, 34.658)","(62.49, 352.144, 4.178, 26.923)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
62,"(586.454, 240.452, 39.192, 10.54)","(620.879, 240.344, 38.237, 14.207)","(656.175, 228.921, 15.626, -35.634)","(690.635, 216.878, 40.563, -30.04)","(720.174, 211.021, 28.78, -4.99)","(744.525, 210.748, 1.503, -11.001)","(761.02, 202.616, 10.483, 21.015)","(772.729, 176.954, -6.563, -42.616)","(772.021, 128.495, -9.554, -44.588)","(774.761, 110.863, 11.073, -24.631)","(771.471, 95.95, -51.537, -15.728)","(725.159, 89.816, -46.017, -4.632)","(686.685, 95.975, -42.562, 3.962)","(657.019, 102.404, -29.585, -4.399)","(623.488, 109.255, -18.395, 19.813)","(600.243, 113.989, -19.899, 1.818)","(595.101, 113.917, -37.004, -1.136)","(591.761, 113.993, -39.363, 0.293)","(579.237, 113.713, -68.301, -3.457)","(564.095, 113.726, -49.309, 6.509)","(525.904, 103.228, -54.067, -3.271)","(482.973, 101.439, -34.173, -10.502)","(441.461, 100.75, -27.567, -9.979)","(400.123, 100.599, -36.194, 1.62)","(360.668, 99.721, -41.788, -10.879)","(320.543, 99.249, -38.462, -11.861)","(278.615, 98.253, -43.865, 0.271)","(239.062, 96.7, -38.001, 7.163)","(204.761, 94.585, -30.887, 24.596)","(172.261, 96.675, -31.337, 0.639)","(141.57, 90.225, -38.208, 28.585)","(126.561, 137.074, 9.432, 34.642)","(123.246, 185.057, -7.454, 40.308)","(118.942, 222.743, 11.326, 32.004)","(114.455, 259.759, -5.489, 35.262)","(109.431, 295.579, -2.501, 21.709)","(104.554, 325.278, -21.177, 16.441)","(99.515, 352.003, 6.812, 29.461)","(89.812, 368.479, -18.582, 21.62)","(54.605, 377.67, -38.921, 13.292)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
