,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
37,"(492.839, 265.603, 33.009, 5.229)","(527.97, 254.841, 20.429, -12.922)","(565.351, 248.847, 25.165, 0.21)","(602.442, 239.099, 45.347, -7.118)","(642.636, 233.366, 27.942, -11.774)","(676.944, 222.137, 26.723, -16.384)","(705.07, 215.572, 34.929, -10.158)","(730.308, 210.385, 27.729, -37.891)","(756.279, 199.181, 37.059, 24.17)","(770.347, 192.129, 1.685, 13.84)","(774.337, 179.557, 7.941, -34.947)","(782.638, 149.714, 19.704, -20.616)","(787.488, 103.057, 4.686, -54.067)","(735.988, 99.964, -70.026, 6.957)","(679.876, 112.179, -59.377, 0.785)","(646.738, 113.944, -57.062, 15.428)","(634.29, 113.682, -62.229, -7.063)","(617.711, 113.951, -20.026, 3.264)","(610.653, 113.89, -40.102, -3.022)","(606.256, 113.962, -41.676, 0.599)","(606.256, 113.962, -41.676, 0.599)","(606.256, 113.962, -41.676, 0.599)","(606.256, 113.962, -41.676, 0.599)","(606.256, 113.962, -41.676, 0.599)","(606.256, 113.962, -41.676, 0.599)","(606.256, 113.962, -41.676, 0.599)","(606.256, 113.962, -41.676, 0.599)","(606.256, 113.962, -41.676, 0.599)","(606.256, 113.962, -41.676, 0.599)","(606.256, 113.962, -41.676, 0.599)","(606.256, 113.962, -41.676, 0.599)","(605.343, 113.992, -54.795, 1.788)","(601.667, 113.994, -60.754, 0.174)","(596.71, 113.983, -66.417, 3.816)","(595.595, 113.996, -66.9, 0.776)","(595.595, 113.996, -66.9, 0.776)","(589.575, 113.998, -47.327, 1.451)","(578.721, 113.929, -51.249, -3.861)","(555.647, 109.668, -37.987, -16.61)","(510.011, 99.96, -28.951, -16.696)","(470.009, 100.56, -27.46, -1.789)","(431.377, 100.058, -30.63, 11.357)","(393.492, 98.717, -45.879, 7.546)","(358.456, 98.491, -33.091, -18.586)","(322.888, 97.43, -30.36, 10.769)","(289.989, 95.494, -28.956, -9.111)","(258.489, 96.049, -27.454, -2.782)","(223.419, 91.374, -29.235, -6.318)","(187.415, 95.012, -26.77, 7.19)","(157.665, 87.878, -57.717, -22.201)","(127.052, 118.984, -14.547, 44.023)"
38,"(673.772, 509.127, 44.128, 13.52)","(708.488, 526.338, 25.648, 29.109)","(742.904, 539.713, 46.237, -1.854)","(771.342, 557.405, 7.5, 30.949)","(773.815, 600.939, -1.147, 18.3)","(779.355, 633.336, 8.975, 37.439)","(777.334, 656.605, -40.09, 20.603)","(734.217, 664.502, -59.349, -11.292)","(690.442, 662.662, -54.955, 10.027)","(651.011, 659.892, -35.105, -16.969)","(608.71, 657.525, -34.088, -7.184)","(566.39, 654.52, -37.105, -16.486)","(526.908, 651.872, -26.341, -9.67)","(485.414, 648.913, -57.367, 10.859)","(443.561, 645.889, -56.26, -13.309)","(401.863, 648.36, -36.838, 3.017)","(359.639, 648.438, -53.71, 0.481)","(320.381, 652.069, -43.737, 11.751)","(282.321, 654.917, -50.668, -4.842)","(244.299, 659.209, -24.911, 1.285)","(207.669, 666.775, -38.291, 12.395)","(168.888, 664.314, -51.404, -13.872)","(137.143, 645.459, -30.822, -55.074)","(119.854, 606.098, -20.639, -45.808)","(110.274, 566.902, -5.617, -44.374)","(100.514, 526.741, -20.217, -47.063)","(90.347, 487.239, -7.242, -42.136)","(80.274, 453.608, -21.255, -43.097)","(75.408, 422.4, 13.519, -37.389)","(72.713, 390.289, -10.008, -25.941)","(33.996, 386.034, -32.012, 5.394)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
39,"(282.763, 364.98, 24.509, -13.545)","(304.688, 361.453, 24.608, 9.566)","(330.034, 358.304, 26.554, -5.385)","(358.348, 351.444, 38.808, -13.058)","(386.02, 345.955, 19.05, -10.44)","(414.553, 340.09, 34.453, -13.376)","(443.144, 335.243, 15.804, -18.096)","(470.194, 329.086, 39.102, -17.658)","(495.322, 323.623, 21.826, -12.337)","(522.45, 318.098, 26.506, -9.017)","(548.77, 314.422, 12.184, 7.883)","(577.419, 307.688, 38.529, -19.203)","(604.163, 301.959, 13.125, -22.907)","(630.603, 295.002, 9.719, -9.664)","(655.677, 290.322, 40.295, -16.02)","(677.699, 282.551, 26.92, 2.725)","(698.685, 276.087, 8.913, -7.572)","(720.672, 269.752, 15.124, -17.647)","(738.937, 265.82, 16.336, 0.358)","(751.397, 261.693, 13.566, -11.1)","(757.123, 255.272, 17.807, 2.838)","(766.358, 253.452, 24.934, 10.232)","(777.792, 254.691, 20.542, -6.251)","(788.682, 247.9, 22.145, -15.329)","(794.36, 246.203, 11.838, -4.825)","(795.417, 243.678, 5.527, -11.124)","(800.012, 238.398, -6.683, 7.435)","(800.412, 227.395, 14.285, 9.646)","(800.228, 216.096, 19.703, -12.138)","(810.312, 196.274, 5.271, -34.302)","(802.162, 174.516, -5.444, -22.963)","(793.749, 149.418, 3.162, -12.862)","(785.879, 124.518, -7.298, -25.642)","(794.31, 99.531, -2.532, -25.342)","(778.272, 87.536, -7.364, -15.844)","(749.737, 78.842, -43.921, -6.816)","(720.491, 71.007, -18.442, -16.692)","(688.969, 64.716, -51.185, -4.518)","(655.01, 63.556, -18.393, 14.248)","(624.279, 63.791, -19.863, 2.316)","(592.997, 64.051, -37.458, -11.166)","(561.452, 63.316, -26.857, -6.024)","(526.868, 63.228, -29.859, 1.181)","(489.772, 62.658, -48.691, 6.705)","(454.571, 62.535, -25.788, 9.961)","(418.041, 63.042, -42.494, 4.859)","(382.63, 62.901, -36.709, -11.217)","(349.999, 63.282, -39.592, -8.612)","(314.259, 63.453, -47.452, 7.595)","(276.941, 64.321, -44.841, 2.817)","(237.249, 68.191, -36.543, -7.626)"
40,"(624.792, 211.512, 21.204, -5.794)","(657.328, 203.71, 26.142, 2.2)","(692.349, 200.104, 38.804, 5.284)","(720.953, 190.013, 41.385, -1.997)","(742.133, 186.251, 2.782, 14.134)","(761.69, 193.437, 5.34, 9.641)","(769.758, 174.633, -4.57, -27.679)","(763.263, 129.204, 14.111, -36.965)","(765.077, 102.86, -9.278, -11.945)","(765.072, 88.148, -53.841, 13.629)","(717.432, 96.656, -56.183, 11.67)","(676.076, 110.923, -20.355, 30.932)","(650.229, 113.624, -53.91, 6.308)","(614.606, 113.951, -43.0, 6.202)","(583.527, 113.692, -25.061, -8.933)","(562.725, 113.85, -14.879, 12.988)","(533.163, 101.759, -30.24, -4.551)","(494.845, 100.293, -45.988, 4.032)","(458.183, 98.188, -51.194, -6.792)","(417.618, 99.008, -28.659, -16.044)","(379.029, 97.926, -29.904, -5.11)","(341.673, 96.414, -26.111, -12.839)","(302.525, 95.844, -51.932, -6.848)","(261.9, 94.44, -38.794, 9.651)","(224.526, 91.265, -20.788, -19.133)","(189.251, 92.763, -30.777, 9.279)","(155.82, 84.565, -63.102, -4.827)","(126.611, 112.812, -13.216, 30.485)","(118.057, 156.261, -19.999, 57.103)","(114.753, 198.676, 12.669, 33.465)","(109.816, 237.658, -4.346, 33.54)","(105.964, 275.284, -1.014, 32.469)","(101.011, 312.036, -4.28, 34.699)","(96.887, 345.437, -0.397, 13.458)","(87.634, 365.43, -9.338, 7.347)","(41.449, 375.55, -76.838, -10.925)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
41,"(708.695, 337.768, 21.712, -18.203)","(737.121, 315.535, 38.527, -36.827)","(762.531, 292.574, 27.7, -25.306)","(781.996, 270.355, 35.246, -24.781)","(797.382, 251.033, 10.456, -11.772)","(811.511, 229.925, 6.259, -6.329)","(813.39, 213.749, -18.569, -17.592)","(809.506, 204.481, -1.064, -7.136)","(822.958, 182.354, -0.612, -21.526)","(828.782, 180.866, 15.797, 6.508)","(835.915, 181.083, 22.726, -5.311)","(845.761, 178.256, 5.793, -0.435)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)","(850.295, 166.095, 7.963, -23.879)"
42,"(230.113, 207.216, 16.93, -2.983)","(250.651, 209.266, 18.559, -2.334)","(272.223, 214.066, 10.471, -12.079)","(297.467, 217.338, 18.588, 16.208)","(325.584, 219.958, 25.275, 19.094)","(351.795, 222.165, 17.915, 1.63)","(381.817, 225.662, 31.181, 0.207)","(411.393, 229.538, 43.258, 10.164)","(442.29, 233.356, 41.811, -5.192)","(472.871, 234.553, 15.332, -9.457)","(500.36, 237.587, 42.507, -9.609)","(528.736, 239.328, 34.848, 1.357)","(553.028, 239.592, 38.141, 13.784)","(580.376, 238.958, 32.223, -2.578)","(606.12, 238.544, 35.717, -10.771)","(628.956, 237.527, 23.652, -18.845)","(655.547, 239.91, 37.429, 8.712)","(678.736, 240.351, 9.333, 14.114)","(699.842, 239.979, 13.955, 10.91)","(714.819, 236.601, 9.052, 8.398)","(726.506, 235.841, 16.318, -12.782)","(737.874, 234.129, 19.437, 3.56)","(745.145, 232.921, 19.848, 7.658)","(752.521, 235.416, -4.204, -8.775)","(761.388, 233.076, 20.63, -2.982)","(771.028, 221.942, -7.096, -6.381)","(778.457, 207.987, 6.236, -17.769)","(777.722, 191.792, -22.769, -1.321)","(771.795, 180.174, 22.758, -12.46)","(765.094, 168.376, -10.155, -18.195)","(764.467, 129.95, 16.901, -30.527)","(770.164, 104.289, -6.304, -18.612)","(751.168, 91.525, -33.031, -5.306)","(718.041, 81.765, -21.514, -29.588)","(675.481, 78.236, -29.207, -12.145)","(639.502, 76.964, -47.949, 2.592)","(599.163, 76.719, -32.66, -10.472)","(557.862, 78.128, -39.824, 7.04)","(519.104, 81.56, -32.239, 11.005)","(476.547, 83.952, -36.372, -6.982)","(435.269, 84.321, -24.205, -14.501)","(395.214, 82.871, -38.666, 3.728)","(357.492, 83.647, -23.163, 0.634)","(318.642, 85.85, -32.004, -13.154)","(281.209, 88.496, -31.429, 20.212)","(245.393, 91.074, -43.317, 12.763)","(217.027, 87.826, -28.482, -25.967)","(183.302, 90.159, -18.125, 14.86)","(148.985, 79.516, -44.066, -3.701)","(124.242, 105.794, -5.289, 41.651)","(112.435, 151.054, -7.262, 38.76)"
43,"(252.214, 531.163, 19.734, 8.115)","(279.402, 526.822, 19.624, -1.637)","(306.62, 526.595, 17.207, 11.579)","(335.032, 526.175, 24.14, -12.689)","(367.433, 528.385, 42.17, 11.507)","(397.207, 528.293, 41.508, -8.073)","(429.336, 527.775, 41.133, -2.1)","(460.322, 528.867, 45.817, 11.844)","(493.87, 528.577, 16.265, -1.448)","(528.293, 530.333, 25.434, 5.869)","(560.173, 530.069, 47.111, -13.765)","(593.17, 532.93, 43.134, 18.034)","(623.636, 536.901, 31.163, -0.092)","(652.104, 537.869, 25.144, 13.622)","(680.123, 537.952, 31.141, -12.426)","(703.659, 538.923, 33.497, -7.975)","(724.75, 539.875, 13.93, -10.923)","(747.083, 540.37, 36.897, 12.547)","(767.775, 546.549, 25.875, 2.29)","(771.78, 550.146, -7.783, 28.83)","(775.686, 575.119, 14.569, 28.003)","(781.184, 601.974, -6.403, 33.103)","(789.088, 628.888, 7.072, 42.296)","(781.509, 651.506, -39.022, -6.283)","(751.833, 647.433, -31.196, 3.427)","(723.908, 644.172, -14.571, 13.076)","(699.975, 646.485, -26.08, -5.906)","(678.286, 650.296, -17.097, 6.287)","(655.64, 653.123, -15.291, -9.598)","(629.031, 656.638, -33.037, -10.06)","(599.198, 661.852, -30.655, -1.21)","(569.815, 663.636, -14.251, 10.884)","(538.476, 664.475, -32.728, -12.072)","(504.971, 665.354, -26.425, 6.739)","(473.69, 665.233, -27.164, 12.282)","(440.155, 665.357, -34.745, 10.579)","(407.157, 663.428, -47.026, 1.998)","(374.481, 663.911, -25.558, -14.57)","(346.565, 665.083, -22.062, 15.813)","(318.509, 665.251, -9.485, 4.173)","(295.118, 664.435, -25.473, 13.555)","(272.59, 663.118, -11.269, -2.735)","(251.593, 663.229, -28.438, -8.474)","(230.694, 665.081, -34.963, -9.993)","(207.464, 664.587, -9.583, 1.646)","(183.87, 664.428, -21.598, -11.274)","(152.433, 664.109, -51.913, 9.575)","(139.432, 633.069, 6.896, -49.381)","(132.066, 600.512, -9.281, -17.83)","(122.883, 568.445, -11.726, -41.907)","(112.132, 538.575, -4.335, -17.739)"
44,"(648.586, 166.192, 28.49, -21.881)","(658.84, 166.089, 29.309, 1.604)","(666.847, 166.091, 49.02, 4.35)","(673.425, 166.032, 54.773, -3.772)","(673.425, 166.032, 54.773, -3.772)","(674.142, 166.001, 43.051, -1.855)","(674.142, 166.001, 43.051, -1.855)","(674.142, 166.001, 43.051, -1.855)","(674.57, 166.01, 25.683, 0.573)","(675.478, 166.065, 54.488, 3.254)","(684.309, 166.121, 62.984, -1.288)","(693.095, 166.007, 49.362, -6.706)","(706.158, 166.064, 25.489, 2.299)","(717.188, 166.214, 48.566, 5.635)","(736.249, 168.042, 40.291, 18.68)","(748.927, 168.425, 19.807, -1.459)","(759.017, 174.948, 3.453, 3.277)","(755.546, 178.049, -3.737, 16.424)","(769.755, 177.366, 2.123, -9.765)","(770.459, 170.747, 3.778, 6.001)","(776.279, 165.228, -22.835, -19.125)","(776.528, 168.569, 2.521, 23.655)","(792.446, 164.373, -1.43, -3.17)","(799.803, 165.461, -24.781, 14.744)","(803.212, 155.124, -17.027, 9.018)","(795.758, 149.905, 3.633, -13.051)","(786.283, 151.073, 37.329, 15.491)","(791.335, 176.677, -8.676, 21.507)","(798.099, 141.594, -4.682, -38.214)","(802.62, 96.834, -10.364, -34.315)","(785.581, 75.087, -31.41, -19.784)","(749.46, 57.52, -35.538, 11.217)","(711.216, 53.849, -45.521, -0.217)","(678.151, 54.134, -17.903, 14.688)","(643.118, 54.194, -26.414, 15.578)","(608.843, 55.005, -19.784, 10.906)","(569.138, 56.517, -37.209, 8.94)","(525.087, 59.585, -30.512, -5.417)","(482.976, 59.639, -43.448, -8.038)","(440.074, 59.647, -48.531, 12.827)","(403.753, 60.174, -40.148, 1.039)","(365.482, 59.609, -33.045, -8.605)","(329.084, 60.48, -40.965, 4.251)","(294.697, 60.336, -39.938, 9.899)","(264.417, 61.047, -26.663, 2.472)","(230.416, 65.039, -35.72, 13.338)","(199.745, 65.47, -31.8, 7.36)","(159.232, 68.243, -61.408, -9.822)","(120.587, 89.622, -39.445, 42.923)","(93.969, 124.774, -14.851, 50.645)","(74.175, 161.166, -20.937, 39.904)"
45,"(560.576, 343.45, 50.676, 7.811)","(596.662, 334.437, 42.321, 0.144)","(630.31, 325.275, 24.508, 3.21)","(663.145, 309.947, 40.838, -2.863)","(695.754, 294.216, 28.595, -5.538)","(732.343, 276.356, 35.367, -19.256)","(757.126, 262.089, 5.425, -26.927)","(777.724, 244.668, 19.687, -6.923)","(789.753, 228.097, 7.508, -31.245)","(798.872, 207.719, 19.963, -8.006)","(803.161, 184.648, 11.682, -13.385)","(801.536, 168.173, -26.635, -28.171)","(806.11, 129.144, -0.685, -55.108)","(809.18, 103.094, -1.382, -56.724)","(796.081, 74.553, -5.793, -35.691)","(761.93, 60.038, -28.622, -24.417)","(722.012, 56.436, -56.347, -9.915)","(679.267, 56.541, -58.186, 22.412)","(634.458, 54.683, -50.792, -0.015)","(591.08, 56.985, -44.998, -2.417)","(549.94, 59.384, -43.557, 15.416)","(507.89, 59.52, -44.13, -13.247)","(469.396, 60.23, -31.746, 10.591)","(428.464, 62.562, -26.655, 12.317)","(388.826, 62.897, -23.858, -1.618)","(349.627, 63.475, -50.281, 5.866)","(311.816, 64.014, -44.09, -7.885)","(274.004, 63.86, -54.391, -9.693)","(240.017, 67.146, -28.42, -10.356)","(203.19, 68.397, -26.883, -19.059)","(168.178, 66.438, -47.904, -2.673)","(128.253, 83.834, -24.433, 13.864)","(95.631, 121.005, -21.383, 47.838)","(77.539, 154.311, -12.405, 37.041)","(69.89, 195.063, 2.639, 46.568)","(66.269, 235.319, 6.452, 53.948)","(65.321, 272.11, 11.84, 42.117)","(63.67, 303.583, -11.906, 22.099)","(63.488, 333.745, -0.223, 28.143)","(34.077, 362.281, -62.71, 21.102)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
46,"(587.429, 535.003, 45.9, 28.012)","(623.435, 548.251, 46.532, 28.499)","(658.479, 560.552, 35.64, -3.133)","(692.142, 567.546, 22.595, 11.572)","(723.532, 569.525, 12.197, 1.521)","(747.486, 569.27, 16.392, 6.876)","(774.873, 563.005, 31.125, 3.712)","(777.072, 613.686, -12.082, 63.413)","(778.88, 646.524, 13.107, 19.164)","(744.186, 649.52, -52.707, 2.163)","(703.907, 640.188, -45.688, -22.425)","(667.958, 636.307, -27.453, -5.825)","(634.661, 636.009, -52.172, -7.041)","(609.052, 636.132, -55.66, 3.618)","(580.013, 636.008, -55.339, -7.555)","(550.666, 636.06, -62.339, -20.604)","(523.067, 636.042, -33.161, -8.561)","(501.259, 636.18, -55.891, 9.293)","(486.398, 636.158, -45.416, 8.651)","(467.794, 636.067, -28.615, 1.277)","(454.087, 636.121, -54.402, 1.37)","(439.933, 636.017, -45.841, -7.192)","(427.235, 636.004, -32.849, -7.064)","(408.225, 636.189, -42.611, -3.657)","(375.908, 636.318, -34.372, -1.046)","(335.118, 636.732, -35.148, -10.861)","(292.888, 639.073, -47.505, 16.122)","(255.138, 641.998, -23.599, 16.525)","(221.404, 653.261, -25.807, 27.575)","(186.371, 656.996, -54.647, -8.298)","(147.837, 662.708, -41.773, 21.529)","(128.554, 629.691, -5.176, -45.999)","(118.235, 590.304, 8.583, -39.393)","(110.356, 551.068, -0.229, -52.336)","(103.969, 510.687, 1.198, -39.25)","(102.188, 475.776, -15.71, -16.282)","(100.425, 447.255, -4.865, -28.378)","(100.055, 426.307, -9.181, -16.58)","(96.619, 408.781, -6.563, -13.39)","(87.648, 394.336, -4.781, -33.575)","(80.551, 385.613, -11.656, 0.786)","(51.87, 381.402, -57.385, -7.086)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
47,"(404.676, 338.695, 29.966, -6.787)","(446.188, 321.363, 49.968, -16.356)","(483.001, 310.076, 25.34, 1.959)","(515.746, 301.836, 28.552, -0.692)","(552.164, 296.825, 42.422, 4.334)","(585.398, 290.073, 26.406, 3.824)","(615.812, 283.946, 34.48, -17.491)","(645.464, 278.81, 43.961, -11.937)","(673.637, 272.935, 21.398, 0.232)","(694.963, 266.155, 28.91, 11.199)","(715.75, 263.532, 11.063, -1.119)","(731.451, 259.482, 22.582, 4.295)","(748.777, 251.047, 18.787, -2.122)","(766.219, 239.73, 4.185, -0.299)","(776.701, 231.644, -3.312, 1.962)","(786.992, 222.755, 38.642, -44.61)","(796.296, 200.808, 8.913, -16.214)","(813.739, 189.654, 21.985, -15.688)","(815.38, 154.224, 27.404, -76.224)","(810.072, 120.398, 10.771, -28.204)","(802.933, 86.251, 1.923, -9.801)","(772.249, 59.982, -34.346, -28.592)","(731.617, 58.027, -45.208, 12.453)","(690.621, 57.618, -26.091, -5.295)","(649.585, 56.143, -41.141, 4.585)","(609.841, 57.255, -42.276, 8.831)","(568.462, 58.624, -54.448, 4.156)","(525.637, 59.782, -42.678, -9.735)","(485.676, 61.501, -37.049, 4.294)","(444.929, 60.386, -26.45, -6.62)","(403.152, 62.132, -27.974, 4.211)","(360.973, 63.385, -55.585, 9.268)","(327.747, 62.215, -40.649, 5.903)","(293.061, 62.792, -42.084, -13.26)","(259.636, 64.057, -31.335, 13.62)","(222.038, 67.769, -7.946, -9.959)","(185.177, 63.525, -29.629, 18.001)","(138.205, 70.107, -54.295, 4.389)","(108.848, 92.709, -34.663, 21.53)","(86.663, 125.575, -19.496, 47.04)","(74.196, 157.584, -15.241, 32.225)","(66.572, 192.554, -9.606, 46.162)","(66.933, 229.815, 8.255, 36.936)","(64.3, 263.288, -9.994, 38.044)","(62.5, 295.108, -16.132, 21.718)","(62.77, 324.877, -6.632, 15.849)","(59.794, 354.747, -4.338, 12.699)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
48,"(386.61, 185.825, 29.431, 4.773)","(425.376, 188.666, 22.976, -10.127)","(456.949, 192.753, 33.856, 22.426)","(500.062, 197.307, 24.137, 3.119)","(529.189, 192.358, 38.005, -10.615)","(560.582, 196.025, 38.222, 9.032)","(600.353, 199.301, 30.886, -15.366)","(636.211, 193.819, 37.942, 1.583)","(659.328, 188.429, 20.178, 2.747)","(692.368, 190.21, 45.732, 8.898)","(726.089, 181.294, 35.348, -25.997)","(733.334, 175.404, -5.337, -16.961)","(743.107, 168.3, 8.087, 14.451)","(748.812, 170.536, 12.878, -10.344)","(758.347, 178.956, 38.58, 6.633)","(777.786, 174.641, 25.723, -5.886)","(789.338, 171.542, 4.245, 12.255)","(794.766, 172.216, -7.837, 27.614)","(799.698, 178.97, 1.068, 0.374)","(804.933, 179.927, -37.204, -33.468)","(807.706, 146.105, -12.755, -33.738)","(810.431, 108.207, -0.045, -34.778)","(806.449, 75.604, -31.629, -35.135)","(783.244, 58.521, -28.385, -12.84)","(750.097, 57.566, -22.349, -9.456)","(710.533, 61.518, -33.545, 16.076)","(667.675, 64.182, -45.331, -0.814)","(627.077, 65.99, -26.794, 17.209)","(584.345, 64.564, -29.001, 9.865)","(543.441, 63.316, -54.335, 7.834)","(503.165, 62.944, -52.838, 6.365)","(463.7, 62.374, -31.358, 1.005)","(419.16, 62.406, -28.797, 7.699)","(381.203, 62.537, -44.547, 11.388)","(346.952, 62.408, -30.626, -13.65)","(312.262, 63.212, -32.499, -1.079)","(276.771, 63.733, -24.75, 1.566)","(239.95, 65.16, -45.48, -0.227)","(205.031, 66.771, -37.218, -15.641)","(163.976, 67.318, -30.079, 2.737)","(117.535, 79.93, -19.211, 22.752)","(92.257, 105.823, -8.447, 44.792)","(73.921, 137.253, 3.045, 22.615)","(65.578, 171.042, -15.168, 48.058)","(62.96, 209.521, 6.008, 21.284)","(61.294, 246.92, -1.116, 46.23)","(61.495, 281.167, 15.731, 41.044)","(62.113, 312.816, 8.084, 42.547)","(60.866, 343.471, 7.43, 22.22)","(36.98, 360.815, -47.01, 11.204)","(None, None, None, None)"
49,"(668.677, 284.853, 40.149, -7.0)","(705.434, 269.182, 31.887, -18.282)","(742.041, 249.594, 32.996, -13.184)","(766.886, 233.538, 11.596, 8.693)","(782.162, 212.514, 2.609, -34.319)","(800.951, 180.01, 23.716, -31.789)","(801.976, 135.085, -8.5, -40.662)","(800.833, 95.422, -18.697, -45.783)","(766.896, 76.314, -31.476, -25.416)","(724.106, 77.183, -49.161, 2.841)","(684.616, 83.571, -31.31, -4.45)","(643.21, 81.175, -32.769, 8.536)","(606.366, 75.924, -44.6, 11.309)","(566.623, 69.357, -52.489, 5.784)","(522.454, 67.672, -57.36, 13.171)","(481.115, 65.045, -48.308, 12.781)","(442.756, 64.103, -54.106, -1.196)","(404.05, 64.2, -47.696, -6.873)","(364.794, 66.129, -22.999, 6.943)","(325.08, 64.652, -33.868, -12.288)","(285.0, 65.621, -32.533, -2.539)","(245.586, 68.817, -32.455, -8.996)","(208.225, 73.049, -23.588, 0.708)","(168.438, 72.291, -46.68, -16.887)","(129.425, 89.367, -18.92, 35.525)","(102.716, 124.613, -22.5, 51.111)","(85.509, 163.149, -24.266, 53.939)","(73.81, 201.533, -2.477, 41.074)","(66.479, 240.078, -5.555, 47.67)","(64.576, 275.387, -15.013, 25.741)","(64.85, 308.288, 10.781, 47.662)","(65.391, 337.359, 4.634, 15.428)","(40.907, 365.85, -74.105, 26.366)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
