,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
24,"(444.06, 285.324, 48.25, -5.043)","(486.125, 281.751, 27.672, -5.324)","(527.513, 277.264, 52.894, -18.706)","(565.464, 270.348, 45.123, 4.321)","(604.121, 265.526, 41.13, 5.166)","(639.584, 257.988, 33.08, 9.811)","(671.261, 249.642, 23.601, -26.554)","(700.357, 243.322, 15.328, -5.801)","(726.425, 237.23, 6.544, -6.985)","(749.03, 232.757, 31.123, -2.724)","(771.541, 225.717, 34.719, -19.209)","(786.946, 199.969, -12.77, -45.432)","(795.761, 153.811, -13.893, -44.579)","(793.254, 117.396, -17.755, -42.029)","(781.089, 89.817, -27.61, -10.064)","(751.205, 87.219, -96.725, -7.695)","(711.618, 89.913, -37.378, 2.424)","(671.574, 86.126, -49.29, -10.851)","(627.94, 80.68, -28.784, 8.289)","(582.573, 85.356, -67.963, 24.57)","(545.118, 96.741, -41.424, 7.229)","(508.298, 98.132, -32.614, -8.211)","(469.571, 97.072, -50.401, 13.67)","(429.842, 96.839, -37.186, -10.339)","(390.772, 98.957, -27.077, 4.175)","(354.861, 97.968, -51.684, -17.256)","(314.068, 97.517, -47.092, 11.593)"
25,"(293.373, 344.608, 32.56, -2.986)","(319.921, 344.577, 21.15, -7.361)","(349.012, 342.786, 43.212, -9.905)","(379.24, 341.93, 46.039, 3.701)","(410.303, 340.841, 38.708, 9.631)","(440.838, 336.311, 37.381, 0.265)","(473.66, 331.14, 33.271, -10.019)","(507.105, 325.164, 34.63, -12.586)","(539.621, 319.847, 39.934, -13.214)","(570.83, 311.803, 24.419, 8.793)","(600.791, 307.466, 27.398, 6.357)","(631.117, 300.236, 38.375, 3.201)","(657.136, 292.523, 41.64, 5.897)","(683.977, 282.893, 18.606, -8.126)","(705.945, 278.731, 17.511, -4.151)","(725.249, 272.78, 27.771, -13.048)","(741.399, 266.966, 0.647, 0.6)","(757.124, 258.339, 17.964, -16.399)","(770.761, 250.632, 14.297, -6.562)","(783.975, 243.631, 23.592, -4.984)","(792.956, 229.472, -1.688, -27.841)","(798.886, 209.621, -2.748, -36.017)","(806.659, 185.654, 2.783, -16.323)","(796.818, 158.355, -5.582, -39.601)","(795.966, 132.274, 15.467, -19.458)","(797.659, 98.275, 10.473, -39.857)","(781.754, 81.94, -16.031, -14.99)"
26,"(408.606, 315.754, 31.401, -7.001)","(446.463, 308.208, 28.15, 3.572)","(485.107, 303.701, 52.895, -13.13)","(522.743, 299.932, 34.329, -20.54)","(561.235, 294.585, 39.142, -12.001)","(600.115, 289.595, 53.576, 8.437)","(635.949, 282.593, 26.285, 8.524)","(667.496, 276.087, 37.023, -3.185)","(694.433, 270.718, 18.158, -6.331)","(719.28, 264.968, 10.456, 2.091)","(741.17, 259.11, 5.791, -17.974)","(761.624, 246.527, 10.178, -9.678)","(773.419, 233.356, 17.365, -21.687)","(793.001, 204.16, 6.616, -18.344)","(800.842, 174.351, -1.307, -30.17)","(805.722, 139.272, 15.238, -27.617)","(806.358, 104.973, 7.556, -19.543)","(789.96, 88.716, -24.48, -27.763)","(741.626, 76.807, -30.672, 3.562)","(698.82, 78.03, -44.06, -7.282)","(664.233, 72.768, -34.015, -2.485)","(625.194, 68.045, -48.1, -9.326)","(583.157, 67.122, -42.144, -3.154)","(537.098, 69.561, -55.201, -1.272)","(494.551, 67.945, -20.558, 7.701)","(455.989, 65.091, -41.722, -5.361)","(413.201, 63.583, -52.162, -14.618)"
27,"(334.736, 171.879, 24.644, -14.73)","(358.952, 166.082, 33.889, 1.843)","(366.014, 166.012, 48.659, -5.144)","(376.016, 166.044, 47.549, 1.771)","(390.706, 166.09, 41.745, 3.936)","(411.192, 166.046, 55.361, -7.94)","(421.927, 166.105, 38.345, 4.794)","(439.792, 166.244, 27.611, 4.144)","(465.552, 167.582, 40.793, 9.12)","(497.566, 168.798, 31.259, -1.358)","(527.098, 173.135, 34.803, -0.594)","(558.073, 177.483, 47.649, 13.57)","(591.314, 177.904, 16.814, -19.072)","(618.222, 180.018, 15.232, 9.66)","(646.003, 182.443, 14.099, -8.078)","(669.356, 183.628, 12.215, -15.517)","(692.944, 182.897, 19.345, 3.538)","(713.168, 177.553, 8.489, 13.169)","(723.954, 176.823, -1.045, 10.614)","(738.407, 178.444, 6.043, 8.885)","(746.017, 185.271, 2.481, 18.902)","(757.508, 193.981, 9.892, 13.511)","(767.532, 186.397, -21.212, -43.157)","(760.241, 156.548, 9.78, -15.475)","(760.034, 135.778, -7.379, -21.275)","(764.156, 119.894, 26.73, -27.852)","(772.452, 103.309, -0.069, 0.866)"
28,"(435.132, 571.205, 36.354, -1.244)","(479.53, 568.657, 57.724, 14.111)","(520.829, 567.107, 54.039, 3.505)","(562.785, 568.3, 39.439, 13.24)","(597.529, 576.672, 25.732, 17.17)","(623.306, 583.906, 21.211, 5.095)","(624.097, 583.97, 35.833, 4.153)","(624.097, 583.97, 35.833, 4.153)","(624.436, 583.99, 20.335, 1.188)","(638.942, 583.879, 23.486, -2.061)","(662.609, 582.898, 40.137, 9.145)","(686.574, 579.772, 10.838, 10.957)","(703.326, 577.833, 3.344, -17.414)","(722.989, 574.067, 10.358, -15.304)","(738.136, 565.582, 18.283, 1.354)","(754.479, 558.164, 24.232, 4.692)","(769.177, 559.297, -3.985, 37.935)","(766.496, 596.486, 27.587, 48.977)","(766.571, 625.943, 12.295, 7.568)","(778.217, 653.6, 5.159, 30.795)","(741.453, 657.309, -25.009, 5.682)","(719.664, 665.109, -31.846, 18.936)","(678.208, 672.722, -30.367, -10.84)","(641.719, 667.415, -37.79, -1.242)","(603.006, 669.992, -30.409, -18.434)","(563.649, 661.798, -35.883, -9.122)","(518.923, 661.557, -53.796, 8.161)"
29,"(252.49, 538.764, 38.893, -14.805)","(283.061, 537.869, 39.445, 3.859)","(315.866, 539.352, 22.254, -9.66)","(345.688, 538.716, 13.545, -2.565)","(376.179, 539.696, 27.309, -14.558)","(406.941, 540.96, 36.29, 13.098)","(436.402, 543.388, 25.086, 11.744)","(465.543, 543.331, 33.158, -11.377)","(495.916, 544.771, 20.506, 8.231)","(526.286, 547.26, 21.912, 11.058)","(556.744, 546.728, 16.255, 3.1)","(587.558, 545.983, 46.616, 16.928)","(616.073, 548.465, 14.058, 13.299)","(641.293, 549.627, 6.2, 9.449)","(663.774, 553.522, 18.125, -9.082)","(681.793, 557.4, 9.12, 9.192)","(699.813, 558.893, 19.964, 16.57)","(713.751, 556.282, 28.66, -0.538)","(722.435, 554.316, 17.964, -21.683)","(728.568, 549.251, 0.982, -13.823)","(738.256, 548.453, 31.839, -1.693)","(754.881, 544.575, 21.066, -2.669)","(770.228, 541.218, 22.188, 15.234)","(764.177, 559.402, -17.593, 12.41)","(761.794, 583.44, 16.816, 27.743)","(769.554, 603.775, 8.225, 20.856)","(780.896, 624.018, 7.187, 26.896)"
30,"(265.545, 414.927, 27.15, 17.23)","(295.959, 424.194, 43.134, 19.122)","(324.584, 434.856, 37.851, 0.595)","(355.113, 441.42, 20.576, 7.794)","(388.823, 446.733, 42.122, -3.739)","(421.928, 450.22, 43.651, -6.179)","(453.628, 455.433, 40.638, 9.353)","(486.518, 461.184, 43.022, 7.948)","(518.117, 467.893, 40.855, -4.621)","(547.852, 473.83, 40.682, -1.169)","(577.01, 477.437, 15.517, 18.086)","(606.779, 480.918, 26.837, 8.205)","(630.886, 487.198, 10.487, 9.766)","(655.223, 491.067, 8.734, -4.045)","(677.959, 494.624, 34.04, 1.734)","(698.85, 500.335, 15.052, -11.909)","(715.783, 506.042, 28.363, 5.481)","(731.58, 510.457, 4.686, -13.167)","(748.04, 515.113, 28.175, 6.017)","(765.127, 516.234, 22.516, -12.664)","(777.129, 522.858, 7.852, -0.411)","(789.635, 536.252, 20.249, 2.775)","(798.463, 554.699, 5.184, 15.933)","(795.112, 582.584, 3.77, 26.978)","(789.811, 617.356, -5.727, 48.174)","(797.493, 647.186, 24.131, 9.916)","(784.836, 657.809, -7.705, 24.367)"
31,"(604.331, 527.053, 54.938, 15.038)","(644.36, 532.923, 34.967, 18.855)","(685.649, 542.539, 52.453, 18.618)","(721.824, 547.872, 27.531, 12.407)","(747.642, 555.928, 13.926, 11.144)","(779.154, 571.022, 15.119, 22.029)","(781.474, 608.276, -8.764, 33.06)","(778.087, 642.576, 6.072, 30.243)","(747.771, 660.698, -51.341, 4.111)","(707.342, 661.628, -45.555, -8.904)","(665.988, 655.662, -52.874, 11.75)","(628.096, 661.791, -60.665, -0.675)","(579.323, 658.38, -30.343, -16.024)","(542.823, 646.084, -38.069, -0.036)","(514.898, 636.015, -40.923, -3.577)","(512.133, 636.148, -22.459, 5.312)","(505.632, 636.126, -43.481, 1.839)","(501.984, 636.026, -41.248, -6.584)","(496.588, 636.002, -51.807, -1.323)","(495.707, 636.024, -52.894, 1.296)","(494.807, 636.009, -53.99, -0.879)","(494.807, 636.009, -53.99, -0.879)","(494.807, 636.009, -53.99, -0.879)","(494.807, 636.009, -53.99, -0.879)","(494.807, 636.009, -53.99, -0.879)","(494.448, 636.028, -21.522, 1.159)","(494.448, 636.028, -21.522, 1.159)"
32,"(281.856, 258.338, 34.01, 7.303)","(316.431, 255.952, 50.26, 1.902)","(352.417, 252.76, 22.153, -3.941)","(387.987, 247.721, 45.28, -21.324)","(425.842, 243.408, 38.348, -1.88)","(461.099, 237.425, 47.806, -16.232)","(497.832, 230.515, 45.314, -13.606)","(536.402, 224.028, 52.901, -10.547)","(572.426, 222.141, 24.831, 6.036)","(608.941, 219.099, 25.608, -6.297)","(645.415, 218.308, 49.925, -4.179)","(679.044, 215.183, 25.975, 3.537)","(704.338, 213.28, 46.117, 11.333)","(725.674, 212.152, 38.121, -2.965)","(754.118, 212.819, 41.621, 17.32)","(775.423, 204.303, 3.864, -28.704)","(791.277, 184.472, 16.979, -19.528)","(788.703, 139.271, -11.883, -25.366)","(803.311, 107.631, 12.505, -36.088)","(803.008, 77.252, -16.301, -27.74)","(789.119, 56.896, -26.072, -15.83)","(758.337, 54.753, -37.475, -17.509)","(718.693, 56.08, -40.289, 6.777)","(684.59, 61.545, -48.698, 14.368)","(648.344, 67.823, -23.25, 8.191)","(608.389, 68.531, -54.125, -11.654)","(568.717, 71.841, -47.198, 15.904)"
33,"(382.028, 198.861, 27.826, -14.578)","(427.469, 189.433, 46.408, -4.194)","(470.217, 180.029, 50.983, -6.763)","(509.631, 173.151, 43.145, 7.846)","(542.749, 168.192, 26.993, -13.094)","(576.268, 166.326, 26.058, -5.827)","(581.867, 166.046, 34.644, -9.324)","(584.184, 166.116, 30.633, 1.654)","(608.161, 166.896, 38.866, -11.635)","(638.981, 166.034, 39.495, -10.194)","(665.937, 167.969, 52.975, 22.38)","(697.196, 166.059, 28.313, -9.452)","(703.352, 166.072, 56.804, 0.101)","(706.046, 166.006, 43.074, -1.014)","(709.55, 166.055, 28.274, -12.143)","(721.507, 166.008, 40.21, -17.899)","(736.494, 166.917, 40.793, 7.811)","(750.88, 171.168, 16.599, -1.821)","(761.271, 180.536, 18.376, 16.276)","(774.912, 184.266, 3.368, -58.626)","(778.95, 149.712, 3.587, -13.465)","(785.754, 124.002, -1.734, -28.45)","(788.694, 96.913, -29.965, -12.872)","(751.144, 101.4, -43.805, 12.277)","(716.113, 103.736, -16.607, -0.743)","(690.829, 92.674, -33.93, 7.408)","(655.434, 91.19, -25.272, 10.376)"
34,"(640.817, 404.627, 21.376, 25.665)","(672.901, 422.027, 49.074, 2.286)","(707.476, 433.298, 45.533, 12.3)","(736.414, 448.584, 19.837, 2.223)","(764.653, 467.816, 22.102, 18.913)","(784.856, 481.604, 34.357, 32.32)","(799.815, 496.961, 2.05, 22.155)","(809.325, 511.579, 5.683, 22.37)","(816.269, 528.287, 9.985, 9.216)","(817.407, 538.871, -1.271, 14.257)","(813.087, 547.648, -2.256, 15.637)","(812.266, 556.246, -0.476, -29.916)","(813.194, 567.076, 10.712, 47.898)","(807.505, 606.072, 17.072, 50.59)","(815.393, 643.616, 5.419, 28.667)","(811.412, 671.223, -6.508, 18.234)","(779.648, 689.516, -54.651, 9.25)","(744.992, 691.458, -29.271, -3.199)","(711.938, 692.466, -49.225, 4.866)","(674.861, 692.363, -39.741, -5.726)","(635.938, 694.784, -57.509, 6.688)","(592.709, 693.297, -28.99, 2.699)","(549.99, 692.791, -53.216, 8.718)","(508.607, 694.84, -54.082, -6.692)","(459.66, 694.711, -43.614, 6.03)","(416.497, 688.767, -40.356, -7.798)","(375.71, 690.297, -52.535, -6.394)"
35,"(483.252, 430.886, 36.463, 12.091)","(512.325, 444.208, 36.732, 26.433)","(535.995, 446.892, 34.24, -13.856)","(566.005, 447.278, 34.499, -3.678)","(600.948, 449.948, 47.981, 11.829)","(632.859, 456.754, 40.15, -1.813)","(660.368, 463.514, 9.732, -11.981)","(685.53, 471.51, 37.281, 12.323)","(710.13, 478.138, 23.684, -0.085)","(734.349, 487.768, 14.019, 15.877)","(756.388, 499.679, 30.967, -1.541)","(776.505, 514.531, 3.328, 9.494)","(787.743, 533.058, 4.084, 27.341)","(801.564, 566.919, 4.005, 45.542)","(804.775, 611.286, 16.73, 34.667)","(814.752, 644.337, 20.832, 31.748)","(817.537, 667.781, -11.5, 26.24)","(797.797, 683.138, -19.615, 8.775)","(758.35, 694.389, -27.145, -2.201)","(716.314, 695.695, -37.968, 6.015)","(674.547, 692.285, -41.014, -15.578)","(639.855, 693.544, -32.582, -21.575)","(601.631, 689.008, -26.574, -15.661)","(562.161, 688.889, -21.04, -6.431)","(519.446, 693.898, -36.269, 0.821)","(482.145, 693.342, -37.537, -17.68)","(440.905, 691.788, -51.02, -9.099)"
36,"(356.294, 353.923, 26.862, -17.498)","(396.43, 354.519, 27.945, 2.154)","(433.71, 353.597, 29.605, 0.771)","(471.945, 349.206, 25.464, 11.724)","(510.179, 344.284, 25.98, -15.022)","(548.561, 337.979, 33.296, -5.927)","(585.119, 328.014, 49.289, 1.118)","(617.921, 320.483, 28.366, -23.044)","(650.71, 312.22, 38.261, -24.652)","(681.689, 304.828, 44.302, -0.43)","(709.402, 295.012, 19.454, -23.304)","(733.301, 286.324, 26.755, -25.096)","(752.539, 276.605, 6.876, -13.231)","(768.608, 266.426, 24.053, -6.098)","(785.591, 255.403, 0.67, -11.857)","(798.396, 246.984, 23.712, -15.127)","(810.094, 234.968, -1.837, 6.529)","(815.715, 229.906, 9.402, 6.209)","(808.903, 220.392, -7.952, -18.638)","(809.114, 209.008, -6.46, -7.912)","(812.919, 184.497, 1.665, -27.338)","(801.648, 163.561, -17.839, -23.727)","(797.196, 132.953, -4.672, -37.389)","(801.805, 105.79, -17.161, -47.095)","(793.512, 86.781, -5.969, -23.009)","(777.496, 71.495, -41.793, -7.921)","(742.867, 63.199, -24.522, 14.003)"
37,"(654.672, 247.406, 36.645, -31.926)","(692.928, 230.854, 45.29, -28.205)","(727.151, 212.438, 41.707, -7.8)","(760.247, 201.907, 43.351, -19.843)","(770.837, 175.845, 17.062, -47.89)","(778.8, 138.957, -9.978, -41.655)","(776.64, 104.675, -5.188, -36.087)","(743.128, 84.97, -44.694, 8.691)","(704.886, 87.96, -42.443, 21.969)","(663.417, 91.64, -41.436, -3.735)","(621.565, 91.723, -53.1, 12.056)","(585.12, 93.743, -38.916, -7.777)","(551.644, 94.728, -33.077, -10.834)","(512.454, 95.016, -43.705, -3.786)","(471.832, 92.314, -24.39, -5.547)","(430.68, 92.258, -47.23, 8.343)","(388.446, 91.814, -47.247, 14.181)","(348.464, 89.737, -40.221, 11.301)","(306.485, 88.261, -30.912, 4.369)","(264.253, 85.933, -42.814, -13.937)","(221.996, 81.855, -26.454, -11.216)","(184.924, 82.276, -49.36, 9.233)","(142.425, 81.331, -39.464, 23.984)","(115.916, 117.79, -11.722, 37.899)","(102.736, 158.071, -6.185, 28.17)","(94.36, 198.479, -0.266, 25.748)","(87.084, 239.531, -9.103, 53.566)"
38,"(304.556, 207.21, 36.148, 2.972)","(341.086, 204.096, 36.392, -16.106)","(377.498, 206.946, 24.864, 3.689)","(413.638, 203.497, 31.44, 4.324)","(449.088, 195.785, 48.65, -1.968)","(485.351, 188.648, 39.565, 2.501)","(512.418, 180.377, 38.462, -16.242)","(538.499, 174.04, 22.339, -11.67)","(567.569, 171.665, 44.082, 0.328)","(599.389, 173.391, 38.191, 6.263)","(626.853, 171.895, 12.809, -5.637)","(656.464, 174.998, 16.467, -2.529)","(681.838, 175.048, 13.554, 14.805)","(696.438, 183.683, 22.459, 18.675)","(724.688, 195.495, 25.227, 1.242)","(748.927, 198.611, 29.585, 11.276)","(763.481, 198.768, 6.971, -18.713)","(765.474, 183.43, 9.108, -23.234)","(767.395, 142.64, -4.289, -41.617)","(757.21, 129.056, -11.722, 9.916)","(756.005, 126.242, -4.551, -22.808)","(758.641, 112.862, -11.009, -23.951)","(768.549, 94.015, 11.019, -6.412)","(757.905, 74.479, -25.058, -4.548)","(721.646, 69.515, -31.676, 6.642)","(683.444, 62.495, -49.467, 11.189)","(642.496, 60.141, -41.193, 14.471)"
39,"(366.739, 522.612, 31.147, -15.281)","(401.899, 518.622, 42.582, -14.858)","(441.404, 518.905, 21.471, 1.079)","(480.332, 517.739, 33.51, 16.375)","(518.056, 520.903, 37.341, 12.586)","(555.402, 525.793, 24.827, 15.267)","(593.241, 528.954, 28.754, -2.068)","(626.395, 529.103, 15.381, 18.187)","(658.915, 530.66, 44.453, -2.796)","(686.951, 534.021, 33.382, -2.475)","(710.739, 538.46, 18.668, -1.924)","(728.822, 541.863, 16.707, 2.879)","(749.843, 542.638, 20.14, -12.004)","(772.559, 540.287, 7.512, 14.147)","(768.827, 561.022, 1.68, 55.286)","(777.546, 598.545, 8.131, 52.354)","(764.753, 623.914, -19.074, 1.785)","(764.506, 637.184, 9.193, 32.777)","(770.785, 663.534, -8.333, 34.783)","(738.053, 679.328, -39.914, 4.749)","(703.266, 677.297, -26.449, -6.402)","(667.427, 670.182, -34.182, -21.245)","(636.103, 667.364, -35.604, -8.689)","(593.906, 666.385, -70.486, -13.184)","(557.563, 658.897, -31.249, -6.475)","(512.918, 660.962, -44.267, 14.259)","(466.402, 660.798, -48.963, 11.599)"
40,"(524.306, 210.816, 44.418, -35.587)","(562.642, 194.133, 45.827, -3.92)","(602.126, 181.837, 51.879, -18.385)","(638.068, 172.918, 28.688, 1.552)","(665.965, 166.121, 24.75, -10.82)","(679.571, 166.135, 19.264, 5.053)","(697.551, 166.024, 22.029, -15.795)","(717.035, 166.187, 37.332, -6.452)","(725.473, 166.083, 29.093, 2.222)","(734.317, 166.168, 13.794, -5.196)","(747.747, 166.865, 9.21, -4.107)","(758.319, 159.958, 6.365, 18.1)","(759.619, 165.83, 14.054, 16.949)","(764.169, 164.015, 5.209, -5.386)","(758.588, 163.263, -9.306, -8.071)","(759.626, 170.42, 26.397, -10.418)","(773.128, 177.772, 26.548, -3.634)","(788.333, 160.081, 23.26, -47.444)","(794.324, 130.26, 11.249, -37.078)","(794.427, 96.955, -40.115, 3.887)","(752.819, 96.424, -70.035, 23.543)","(710.267, 101.118, -46.201, -0.767)","(683.988, 97.817, -51.578, -10.592)","(647.588, 90.525, -36.189, -23.398)","(607.43, 86.597, -27.274, -10.421)","(562.607, 98.417, -39.234, 5.621)","(524.304, 100.312, -23.882, -9.325)"
41,"(229.021, 271.687, 9.506, 2.668)","(253.08, 268.108, 14.179, 5.722)","(281.471, 263.937, 24.001, -0.451)","(309.762, 262.095, 41.766, -6.987)","(341.159, 259.02, 14.965, -5.975)","(370.925, 257.371, 13.233, 2.988)","(401.697, 260.293, 37.84, 11.191)","(431.784, 260.915, 15.888, -14.186)","(462.437, 260.032, 22.61, 12.699)","(490.896, 256.163, 12.84, -6.575)","(519.412, 252.777, 19.688, -12.881)","(548.489, 249.544, 37.426, -2.968)","(578.1, 247.492, 31.115, -12.628)","(606.33, 244.675, 23.107, -9.241)","(630.272, 242.985, 24.474, -12.909)","(654.168, 240.165, 7.081, -11.951)","(674.677, 237.263, 7.666, -2.762)","(694.824, 231.223, 10.551, -14.283)","(712.594, 228.01, 19.007, -11.708)","(728.843, 226.37, 20.519, 3.236)","(744.164, 227.974, 8.044, -15.077)","(761.781, 229.146, 2.736, -0.3)","(778.48, 225.806, 16.797, -11.064)","(782.292, 210.079, -0.126, -10.95)","(781.566, 191.406, -8.359, -12.416)","(778.05, 171.762, -11.14, -15.978)","(777.206, 153.426, 13.289, -31.953)"
42,"(259.8, 216.823, 36.63, -2.184)","(286.558, 207.966, 28.15, -7.892)","(313.443, 198.536, 35.385, 4.419)","(340.24, 194.331, 39.285, 13.356)","(365.427, 195.523, 18.091, -5.21)","(391.997, 200.516, 33.239, -1.947)","(428.228, 203.481, 46.877, 0.193)","(468.41, 203.956, 53.55, -3.11)","(505.407, 202.861, 44.186, 13.148)","(539.61, 203.183, 38.784, 10.764)","(573.381, 200.991, 20.089, -2.765)","(605.857, 197.792, 15.329, -15.329)","(635.487, 195.514, 23.514, 7.809)","(662.217, 197.969, 27.362, 5.419)","(684.792, 202.266, 12.854, 19.037)","(707.027, 209.211, 32.212, 9.531)","(726.413, 215.881, 28.123, 15.352)","(740.19, 216.34, 23.827, -8.79)","(758.901, 212.08, 32.236, 7.895)","(772.312, 210.052, 22.403, 7.382)","(775.202, 184.766, 18.343, -37.395)","(772.184, 155.546, -18.043, -28.491)","(762.689, 134.613, -11.815, -32.196)","(762.085, 121.259, 8.599, 1.179)","(774.004, 92.44, -12.703, -23.928)","(736.042, 91.568, -21.004, 10.158)","(711.425, 94.719, -31.816, -10.012)"
43,"(705.662, 342.703, 16.659, -30.173)","(731.399, 327.76, 25.776, -32.3)","(753.783, 308.504, 7.631, -13.447)","(776.682, 289.079, 6.459, -26.767)","(796.518, 270.429, 8.938, -34.742)","(810.374, 249.353, -2.86, -33.983)","(816.518, 228.028, 22.523, -37.633)","(819.536, 206.066, 19.555, -4.8)","(821.246, 198.516, -7.726, 1.937)","(821.58, 200.857, -2.522, 6.681)","(815.559, 198.771, -14.068, -10.013)","(814.977, 199.969, -4.5, -7.821)","(814.563, 185.443, 40.531, -44.546)","(822.023, 151.115, 17.294, -51.156)","(814.888, 118.757, -11.229, -50.855)","(809.49, 87.045, 8.756, -18.967)","(809.308, 72.872, -6.507, 6.925)","(791.79, 60.391, -31.064, -14.402)","(761.67, 53.269, -52.6, 12.463)","(720.198, 55.522, -50.309, 13.539)","(686.538, 56.906, -24.684, 8.535)","(653.984, 58.307, -39.292, 6.609)","(612.638, 58.637, -39.402, 0.032)","(568.891, 60.077, -45.955, -10.076)","(530.537, 61.035, -24.757, 1.621)","(491.592, 61.787, -30.921, 7.967)","(451.929, 60.723, -44.523, -12.616)"
44,"(501.103, 558.409, 29.302, 16.605)","(541.097, 562.955, 40.21, 18.841)","(583.595, 570.038, 49.872, 26.105)","(615.329, 576.889, 34.156, 3.293)","(651.367, 566.218, 69.174, -12.301)","(685.645, 566.778, 12.854, -4.412)","(712.275, 566.629, 56.019, 14.824)","(738.779, 580.913, 28.44, 3.457)","(761.196, 571.724, 29.99, -12.888)","(779.091, 575.042, -1.132, -1.072)","(775.36, 588.671, -14.998, 5.534)","(771.622, 585.526, 19.794, -7.748)","(770.308, 586.146, 8.906, -2.23)","(771.671, 582.508, 1.04, -16.291)","(794.358, 577.132, 9.631, 51.764)","(796.98, 619.07, 4.204, 47.966)","(795.61, 652.227, -4.652, 12.227)","(763.569, 660.664, -43.989, 29.508)","(728.355, 654.669, -14.456, -11.676)","(694.66, 658.905, -67.462, -11.134)","(656.797, 656.537, -3.678, -0.743)","(621.771, 665.553, -47.437, 14.405)","(578.233, 659.585, -45.724, -11.165)","(547.826, 658.692, -62.945, 9.611)","(506.482, 670.745, -50.624, -2.52)","(460.959, 675.266, -49.795, -9.785)","(413.924, 669.683, -44.421, 5.199)"
45,"(507.943, 511.838, 41.48, -6.423)","(544.629, 510.576, 39.597, 2.925)","(581.023, 516.956, 42.725, 3.451)","(617.369, 522.993, 24.313, 22.608)","(654.149, 524.275, 24.543, -7.738)","(689.231, 529.648, 60.782, 11.511)","(726.293, 544.81, 53.248, 3.116)","(747.219, 534.307, 29.296, 20.184)","(768.465, 538.373, 15.241, 0.107)","(775.548, 556.682, 20.269, 33.767)","(785.238, 578.475, 12.625, 20.574)","(781.257, 629.518, -16.019, 31.022)","(771.168, 656.003, -67.852, -22.028)","(719.412, 651.962, -29.701, 5.574)","(677.962, 658.264, -29.913, -10.396)","(648.464, 660.468, -14.924, 20.312)","(603.357, 668.489, -50.109, -15.806)","(552.497, 655.792, -42.536, -30.802)","(520.104, 645.381, -31.078, -21.168)","(486.097, 656.665, -44.443, 25.329)","(433.031, 649.724, -46.789, -10.023)","(397.42, 640.153, -31.174, -8.62)","(369.809, 636.075, -39.961, -3.86)","(357.887, 636.038, -40.425, 1.702)","(331.776, 636.078, -48.663, -12.543)","(300.341, 636.065, -43.043, 2.268)","(259.545, 637.414, -51.902, -7.42)"
46,"(553.922, 325.863, 35.309, -21.883)","(590.999, 311.994, 33.346, 0.021)","(627.29, 298.355, 20.466, -3.257)","(658.63, 287.318, 20.946, -23.27)","(685.023, 279.957, 38.828, -15.361)","(709.715, 268.488, 34.485, -24.018)","(730.664, 258.094, 15.206, -5.932)","(751.231, 246.422, 17.925, -12.211)","(770.538, 234.205, 14.266, -20.944)","(785.58, 224.036, -6.81, -38.155)","(793.545, 201.119, 24.471, -16.276)","(815.27, 161.363, 27.258, -21.641)","(823.982, 139.854, 1.961, -18.338)","(815.204, 115.175, -6.555, -72.901)","(807.739, 73.11, 0.662, -23.716)","(792.63, 57.571, -16.535, -4.676)","(750.642, 48.791, -55.629, 15.005)","(699.501, 51.846, -63.354, -5.755)","(654.108, 55.612, -52.072, 2.618)","(609.649, 56.984, -31.3, -12.828)","(563.899, 60.539, -30.423, -13.857)","(522.529, 60.595, -40.472, -4.483)","(479.728, 61.56, -30.67, -11.377)","(438.586, 61.831, -57.21, 10.11)","(396.459, 62.253, -38.512, -2.794)","(353.556, 62.666, -38.845, 6.325)","(311.293, 63.061, -50.62, 10.534)"
47,"(665.561, 216.94, 43.169, -31.277)","(706.367, 200.943, 34.593, -5.157)","(742.243, 187.863, 18.22, -18.546)","(770.895, 183.011, 11.864, -7.344)","(782.739, 148.225, 1.423, -50.849)","(785.119, 105.82, 16.169, -53.982)","(757.618, 82.633, -44.93, -22.547)","(709.392, 85.47, -47.348, 17.945)","(666.871, 95.393, -41.294, 14.977)","(626.009, 100.303, -35.705, 11.917)","(586.281, 105.045, -28.939, 2.806)","(552.598, 103.693, -58.471, -19.278)","(506.765, 93.833, -54.24, -20.93)","(465.815, 88.692, -46.063, -2.577)","(425.984, 85.87, -47.687, -1.345)","(384.072, 83.336, -27.451, 11.903)","(343.192, 79.814, -46.776, -17.202)","(301.531, 79.289, -47.441, -4.451)","(259.601, 78.114, -35.823, -3.036)","(218.714, 79.637, -28.052, -11.67)","(179.426, 78.085, -44.003, 10.692)","(139.111, 85.31, -24.376, 46.056)","(113.525, 122.96, -32.5, 32.435)","(101.036, 165.047, -17.814, 32.34)","(92.711, 207.632, 9.27, 57.771)","(85.621, 247.173, 5.542, 26.848)","(84.174, 285.53, 5.823, 43.951)"
