,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
10,"(740.228, 523.162, 37.452, 1.769)","(777.203, 537.061, 17.215, 43.974)","(800.472, 566.856, 39.201, 42.945)","(809.838, 609.845, 5.038, 63.569)","(806.647, 656.969, -15.074, 36.427)","(781.689, 677.658, -56.66, 16.626)","(733.578, 686.256, -45.22, -3.325)","(683.911, 685.353, -52.807, -2.405)","(637.047, 683.652, -45.545, -6.049)","(593.972, 683.022, -47.968, 1.686)","(549.484, 681.979, -53.351, -17.59)","(508.069, 678.197, -29.092, -5.505)","(466.091, 675.091, -43.253, 14.137)","(425.48, 672.835, -46.513, 2.667)","(384.412, 668.849, -34.428, -18.426)","(346.434, 665.569, -45.683, -11.802)","(306.003, 662.894, -30.165, -7.002)","(261.588, 662.426, -47.1, -1.94)","(218.799, 666.246, -46.695, 18.521)","(175.917, 665.098, -29.537, 6.624)","(135.187, 649.842, -20.364, -52.037)","(114.013, 604.797, -4.427, -35.616)","(97.15, 561.542, -25.43, -52.943)","(81.759, 520.763, -34.569, -44.532)","(62.268, 483.866, -25.789, -29.479)","(49.65, 453.16, -14.216, -40.867)","(51.451, 436.75, 13.109, -28.604)"
11,"(586.448, 226.463, 46.765, -33.493)","(618.57, 210.179, 38.783, -7.77)","(650.301, 199.169, 18.091, -11.375)","(680.668, 197.711, 20.896, -12.305)","(707.463, 195.785, 38.907, -3.276)","(731.883, 194.54, 5.641, -5.812)","(761.494, 193.758, 30.543, 2.948)","(785.1, 171.236, 35.102, -19.537)","(798.769, 141.081, 4.122, -43.772)","(787.893, 103.161, 14.349, -36.229)","(747.311, 96.557, -36.338, -10.354)","(703.859, 103.887, -38.058, 7.88)","(671.453, 112.082, -23.582, 9.466)","(664.94, 113.965, -22.964, 20.383)","(656.64, 113.525, -55.991, -4.016)","(640.791, 113.998, -40.753, 0.535)","(640.791, 113.998, -40.753, 0.535)","(640.791, 113.998, -40.753, 0.535)","(640.791, 113.998, -40.753, 0.535)","(640.791, 113.998, -40.753, 0.535)","(640.791, 113.998, -40.753, 0.535)","(640.111, 113.994, -40.797, -0.248)","(639.311, 113.974, -47.989, -1.223)","(639.311, 113.974, -47.989, -1.223)","(639.076, 113.989, -14.099, 0.901)","(630.609, 113.897, -43.873, -0.247)","(614.477, 113.844, -35.324, -6.083)"
12,"(299.904, 495.523, 34.579, -6.083)","(329.156, 492.856, 34.484, 13.432)","(366.176, 494.769, 40.866, -5.361)","(402.752, 495.578, 40.84, 9.706)","(439.704, 500.051, 17.153, 7.279)","(473.992, 504.234, 53.086, 7.579)","(506.386, 509.623, 34.254, 17.964)","(538.208, 510.002, 32.243, 9.712)","(570.411, 510.719, 22.727, 7.073)","(599.569, 513.1, 37.054, -13.789)","(626.14, 514.665, 15.948, -2.581)","(654.868, 517.311, 43.442, -13.257)","(678.73, 522.681, 0.932, 1.284)","(698.593, 525.742, 7.205, 0.142)","(713.933, 530.397, 7.606, 14.267)","(727.772, 536.078, 13.859, -16.582)","(744.745, 537.159, 22.447, -8.897)","(760.832, 542.581, 11.725, 0.8)","(770.818, 549.005, 6.347, 23.957)","(778.693, 579.093, 6.649, 46.836)","(767.112, 615.072, -16.394, 31.974)","(765.519, 640.305, -3.287, 2.868)","(775.157, 653.853, -21.436, -10.536)","(741.547, 649.989, -17.138, -22.822)","(727.496, 655.619, -13.227, 20.014)","(700.863, 670.141, -50.711, 17.001)","(658.416, 669.765, -51.023, -5.278)"
13,"(547.66, 414.75, 50.446, 12.732)","(586.738, 423.118, 32.375, 20.832)","(625.472, 433.735, 28.048, 15.73)","(664.371, 444.685, 24.014, -4.826)","(699.508, 449.409, 48.695, 8.251)","(729.136, 458.354, 11.835, 19.588)","(750.227, 472.685, 17.769, 20.398)","(773.108, 484.896, 31.89, -5.07)","(790.079, 493.569, 28.871, 8.289)","(799.471, 510.624, 19.796, 29.344)","(810.209, 520.534, 7.765, 4.217)","(810.176, 526.768, -17.067, 25.503)","(808.873, 535.739, 3.135, 14.043)","(809.851, 544.916, 35.557, 32.754)","(815.74, 565.582, -4.079, 36.417)","(810.946, 582.482, -8.826, 32.701)","(805.979, 626.267, -12.223, 49.63)","(810.376, 659.096, -6.994, 17.174)","(808.139, 675.985, -10.729, -1.268)","(782.323, 690.419, -57.068, 9.593)","(740.904, 695.216, -38.75, -8.308)","(697.161, 693.987, -64.51, 11.364)","(655.805, 691.593, -45.204, 4.21)","(617.392, 692.43, -18.497, 15.596)","(574.65, 690.572, -48.115, -10.981)","(537.067, 690.793, -35.55, -3.424)","(497.98, 690.393, -55.486, 19.439)"
14,"(336.761, 260.153, 42.571, -17.843)","(379.181, 255.218, 45.824, 7.727)","(420.645, 249.723, 29.261, -21.348)","(455.98, 244.305, 35.69, -21.563)","(491.441, 238.227, 21.843, -5.196)","(524.696, 233.14, 21.692, 4.844)","(558.587, 228.978, 40.606, -1.551)","(589.662, 230.043, 33.161, -12.925)","(622.688, 227.262, 47.541, -2.378)","(655.001, 224.009, 17.887, -3.211)","(684.811, 220.028, 38.436, -7.007)","(715.005, 213.42, 22.43, -25.198)","(743.394, 204.796, 46.513, -8.451)","(768.285, 201.928, 29.544, 7.076)","(781.064, 173.156, 18.353, -31.889)","(776.713, 133.021, -4.976, -33.076)","(760.028, 113.371, 0.162, -19.269)","(754.863, 109.294, 8.393, -19.479)","(758.293, 103.756, 16.662, -10.971)","(770.851, 93.433, -8.176, -29.196)","(768.56, 76.731, -51.257, 8.271)","(726.542, 73.523, -43.721, 9.606)","(684.044, 69.73, -27.336, -17.814)","(647.422, 62.314, -32.035, 1.662)","(608.929, 56.346, -54.871, -5.823)","(571.05, 58.327, -34.765, 1.194)","(530.705, 61.684, -28.99, -10.15)"
15,"(384.648, 406.71, 40.217, 22.354)","(427.688, 419.529, 30.177, -5.099)","(469.011, 425.175, 24.073, -13.127)","(504.177, 425.207, 35.999, 3.564)","(538.435, 431.5, 18.545, -6.613)","(571.52, 437.847, 49.416, 11.446)","(603.868, 444.102, 30.293, -4.4)","(636.198, 450.386, 43.682, 8.099)","(668.196, 457.108, 30.678, 0.594)","(696.303, 462.427, 13.461, -6.437)","(723.293, 469.096, 29.543, -8.104)","(741.322, 477.325, 12.008, 7.644)","(758.343, 483.852, 18.097, 9.563)","(772.036, 489.046, 12.604, 6.4)","(785.208, 505.642, 1.745, 30.315)","(796.399, 512.434, 10.824, 6.357)","(804.223, 518.91, -0.023, -3.922)","(806.851, 525.824, 3.425, 13.005)","(810.059, 546.43, 9.94, 25.398)","(810.461, 567.68, 0.702, 31.02)","(801.317, 599.111, -17.995, 46.754)","(807.784, 628.207, 21.925, 14.473)","(811.086, 654.906, -0.658, 30.04)","(795.662, 671.923, -23.694, 25.75)","(767.395, 688.116, -26.123, 7.522)","(733.939, 689.615, -35.923, 13.985)","(695.391, 690.033, -39.506, -19.813)"
16,"(551.288, 478.414, 38.483, 1.288)","(596.187, 481.551, 45.992, -4.211)","(631.597, 488.737, 42.244, 7.941)","(664.539, 497.489, 30.088, 21.07)","(697.375, 507.721, 39.307, 2.257)","(728.184, 520.013, 43.479, 6.132)","(759.86, 535.55, 57.761, 30.573)","(777.655, 547.105, 3.834, 26.595)","(774.091, 580.792, -13.099, 56.533)","(770.523, 617.719, -3.53, 20.516)","(781.297, 635.107, 11.855, 44.346)","(774.233, 656.883, -45.906, -11.074)","(717.659, 642.729, -51.696, -6.381)","(699.997, 636.008, -18.743, -5.045)","(698.725, 636.017, -32.543, -1.027)","(698.725, 636.017, -32.543, -1.027)","(698.725, 636.017, -32.543, -1.027)","(698.725, 636.017, -32.543, -1.027)","(698.725, 636.017, -32.543, -1.027)","(698.725, 636.017, -32.543, -1.027)","(698.725, 636.017, -32.543, -1.027)","(698.725, 636.017, -32.543, -1.027)","(698.725, 636.017, -32.543, -1.027)","(698.725, 636.017, -32.543, -1.027)","(698.725, 636.017, -32.543, -1.027)","(697.193, 636.019, -91.908, 0.141)","(677.577, 636.058, -55.201, 0.496)"
17,"(449.601, 178.03, 45.529, -4.158)","(489.976, 170.908, 52.434, -14.952)","(530.61, 167.063, 48.472, 11.902)","(568.204, 166.096, 53.25, -3.253)","(585.579, 166.311, 36.356, 3.601)","(617.348, 166.167, 40.343, 8.942)","(642.464, 166.018, 37.187, 0.216)","(662.873, 166.276, 42.714, 6.061)","(670.169, 166.061, 31.035, 2.068)","(680.387, 166.135, 41.47, 5.037)","(706.567, 166.022, 19.348, -14.323)","(725.966, 169.237, 31.938, 5.86)","(740.699, 178.485, -2.282, -7.158)","(745.908, 183.24, 11.985, 10.238)","(761.713, 192.195, 18.511, -8.443)","(777.417, 165.867, -6.272, -16.194)","(773.154, 133.733, -7.38, -11.718)","(772.757, 120.097, 11.065, -31.186)","(778.273, 93.203, -28.505, -7.442)","(737.548, 89.136, -45.293, 19.54)","(708.343, 100.701, -20.244, 4.569)","(667.743, 91.389, -57.958, -16.144)","(634.976, 88.47, -15.309, -5.105)","(589.475, 87.315, -46.949, 19.957)","(549.989, 98.924, -33.714, 2.237)","(508.499, 100.579, -55.376, -14.99)","(463.971, 98.838, -45.088, -13.187)"
18,"(526.523, 308.293, 6.969, -25.242)","(544.487, 296.258, 26.095, -19.616)","(575.826, 282.417, 36.523, -15.715)","(609.663, 266.347, 32.864, 12.678)","(644.782, 256.748, 29.602, 8.906)","(679.71, 246.653, 44.852, -6.244)","(707.136, 236.329, 13.814, -12.647)","(733.604, 222.277, 48.037, -15.783)","(754.244, 212.988, 13.936, -4.102)","(773.794, 205.54, -17.973, -11.833)","(794.091, 166.202, 24.567, -46.428)","(784.759, 122.953, -23.835, -36.438)","(780.682, 95.386, -2.157, -52.778)","(731.884, 91.363, -30.295, 10.983)","(701.232, 94.961, -29.254, -1.463)","(662.318, 83.92, -52.906, -27.459)","(624.082, 71.96, -36.298, -2.805)","(579.988, 69.291, -56.541, -11.624)","(536.596, 72.545, -33.782, -12.569)","(497.209, 74.173, -46.193, 14.248)","(456.291, 73.659, -36.871, -9.35)","(418.182, 73.787, -43.004, -2.705)","(378.312, 71.811, -49.007, -4.851)","(338.459, 70.825, -26.384, -10.6)","(299.961, 70.59, -35.88, -12.057)","(261.277, 71.874, -22.681, 17.035)","(223.008, 74.817, -36.276, 3.672)"
19,"(636.797, 470.689, 36.119, -0.797)","(673.643, 480.697, 29.246, 0.703)","(705.921, 493.672, 22.066, 14.872)","(735.615, 504.01, 14.497, 3.572)","(760.615, 514.574, 35.332, -1.123)","(784.941, 529.98, 4.886, 29.322)","(802.104, 564.949, 36.144, 39.308)","(814.716, 609.105, 15.179, 46.872)","(817.812, 645.676, -9.919, 19.032)","(807.217, 672.7, -7.208, 32.934)","(783.397, 690.687, -37.669, 5.687)","(744.825, 692.954, -30.556, 7.076)","(703.997, 684.932, -59.667, -9.108)","(659.823, 683.792, -43.26, -18.493)","(619.331, 683.094, -29.778, 7.07)","(573.324, 677.963, -51.588, -22.759)","(535.002, 669.205, -22.995, -5.583)","(491.074, 669.409, -62.924, 14.268)","(446.639, 665.693, -24.354, -19.146)","(407.228, 662.319, -49.918, -8.0)","(367.198, 662.529, -37.668, -7.669)","(324.469, 668.199, -41.458, 16.441)","(273.308, 670.89, -32.642, -14.076)","(229.053, 670.701, -46.709, 16.065)","(190.184, 670.139, -51.937, 13.368)","(147.154, 665.95, -42.574, -0.765)","(125.264, 628.047, -32.589, -41.691)"
20,"(646.375, 510.88, 42.283, 7.171)","(685.059, 518.416, 41.664, 22.24)","(722.764, 526.596, 49.06, 13.44)","(761.533, 535.892, 13.498, 29.105)","(773.732, 555.065, -17.666, 31.458)","(782.918, 600.216, -14.174, 62.632)","(779.067, 637.354, 1.496, 42.492)","(759.325, 657.379, -43.895, 6.983)","(709.431, 648.249, -54.051, -0.859)","(667.694, 639.797, -31.231, 7.123)","(634.466, 636.061, -45.136, -1.328)","(628.429, 636.039, -42.231, -1.528)","(625.146, 636.036, -28.124, 0.844)","(625.146, 636.036, -28.124, 0.844)","(621.003, 636.035, -61.916, 0.455)","(617.192, 636.003, -69.637, -2.012)","(617.192, 636.003, -69.637, -2.012)","(617.192, 636.003, -69.637, -2.012)","(617.192, 636.003, -69.637, -2.012)","(617.192, 636.003, -69.637, -2.012)","(617.192, 636.003, -69.637, -2.012)","(617.192, 636.003, -69.637, -2.012)","(617.192, 636.003, -69.637, -2.012)","(617.192, 636.003, -69.637, -2.012)","(617.192, 636.003, -69.637, -2.012)","(617.192, 636.003, -69.637, -2.012)","(617.192, 636.003, -69.637, -2.012)"
21,"(663.668, 549.431, 22.006, 3.669)","(701.36, 553.769, 44.427, 11.276)","(736.379, 563.37, 16.649, 12.285)","(761.8, 566.058, 9.265, 9.058)","(782.696, 576.813, 6.685, 80.153)","(780.064, 628.753, 4.808, 62.315)","(762.766, 658.183, -73.93, 8.231)","(708.135, 651.842, -53.662, -1.381)","(660.632, 644.316, -37.35, -1.542)","(617.109, 642.457, -44.76, -13.535)","(578.091, 636.121, -36.553, -3.947)","(547.572, 636.049, -59.867, -3.52)","(520.745, 636.045, -40.601, -14.918)","(502.046, 636.042, -32.389, -3.144)","(477.974, 636.001, -55.609, -11.989)","(456.647, 636.132, -54.409, 3.49)","(448.611, 636.086, -30.747, -1.149)","(422.042, 636.337, -56.405, -1.132)","(392.498, 636.227, -28.527, 2.837)","(370.99, 636.164, -34.51, -6.625)","(344.323, 636.123, -51.512, -1.583)","(330.307, 636.076, -36.973, 3.523)","(302.1, 636.451, -30.244, -2.904)","(265.06, 638.634, -46.91, 11.394)","(232.821, 643.081, -37.617, 5.454)","(210.912, 651.442, -20.088, 1.23)","(193.948, 651.05, -31.508, 2.594)"
22,"(744.823, 444.87, 26.85, 42.553)","(768.438, 471.585, 36.029, 30.283)","(790.473, 496.197, 7.083, 36.178)","(804.607, 520.666, 24.514, 34.485)","(808.545, 542.182, -0.241, 20.246)","(818.405, 578.141, -12.278, 43.575)","(814.96, 621.172, 6.043, 42.154)","(812.065, 660.581, -23.132, 28.346)","(788.009, 684.737, -23.305, 16.96)","(748.275, 692.323, -41.924, 6.43)","(705.304, 691.84, -55.015, -16.206)","(657.959, 690.72, -41.047, -15.338)","(603.788, 688.552, -49.914, -13.522)","(552.923, 684.015, -42.273, -9.248)","(505.158, 684.957, -57.195, -12.023)","(456.001, 686.517, -38.218, -12.697)","(401.969, 687.494, -60.062, 9.615)","(351.401, 687.89, -35.336, -9.903)","(310.565, 690.538, -26.567, -2.405)","(282.155, 685.728, -20.045, 4.762)","(251.14, 674.455, -22.581, -17.873)","(213.097, 668.916, -32.241, -4.074)","(173.691, 664.241, -46.854, 10.838)","(138.158, 648.035, -32.53, -34.019)","(124.481, 605.547, -0.214, -58.843)","(115.707, 564.235, -19.424, -46.411)","(105.707, 524.729, -21.212, -25.371)"
23,"(474.324, 241.161, 25.025, 3.375)","(510.471, 229.939, 45.507, -5.278)","(550.272, 223.968, 24.54, -17.135)","(581.377, 214.085, 25.559, -5.123)","(614.27, 207.675, 25.53, 7.537)","(645.622, 206.26, 28.669, -3.383)","(672.608, 203.816, 27.963, -14.133)","(696.641, 200.318, 14.927, -11.975)","(717.32, 197.776, 16.982, -15.989)","(747.679, 197.237, 14.924, 17.332)","(768.859, 195.916, 18.561, -18.139)","(769.014, 171.246, 18.734, -25.607)","(773.232, 135.659, -10.53, -37.728)","(766.509, 104.91, -14.985, -7.914)","(768.523, 88.5, -0.662, -31.788)","(766.65, 66.595, 11.3, -10.308)","(758.13, 68.081, -66.653, 8.541)","(708.439, 82.637, -24.012, -6.591)","(670.024, 83.627, -45.519, 16.052)","(637.349, 83.658, -49.408, -8.654)","(594.681, 81.464, -29.13, -0.454)","(557.252, 91.856, -54.754, 2.645)","(516.18, 96.873, -55.403, 12.314)","(477.929, 96.806, -52.994, 6.644)","(440.503, 95.864, -49.403, -3.313)","(403.925, 96.652, -37.159, -12.193)","(362.404, 96.753, -21.441, -0.567)"
