,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
45,"(447.297, 219.809, 45.464, 0.155)","(487.406, 205.764, 46.153, 1.275)","(526.13, 194.846, 41.748, -13.226)","(561.951, 183.83, 20.056, 2.263)","(592.159, 178.32, 26.872, -21.838)","(613.392, 169.812, 24.711, -23.855)","(621.506, 166.012, -2.215, -1.819)","(623.906, 166.014, 19.298, 0.175)","(631.42, 166.02, 21.816, 1.102)","(639.989, 166.047, 30.423, 0.891)","(645.579, 166.111, 0.188, -7.33)","(647.466, 166.042, 3.173, 1.605)","(648.497, 166.019, 11.742, -4.933)","(651.564, 169.597, 5.87, 17.313)","(656.19, 184.717, 14.359, 41.85)","(676.07, 203.892, 31.802, 15.991)","(705.127, 210.109, 46.587, -14.93)","(734.89, 210.349, 41.795, -13.597)","(765.093, 199.666, 23.713, 9.655)","(766.092, 171.339, -4.199, -17.304)","(765.455, 137.118, 1.517, -37.805)","(763.7, 108.68, 18.961, -30.557)","(767.19, 85.947, -2.488, -32.116)","(744.638, 69.944, -57.267, -4.386)","(709.604, 65.335, -27.334, -4.27)","(672.928, 61.668, -40.144, 11.788)","(629.451, 60.527, -50.643, -14.426)","(581.483, 62.661, -41.995, -7.744)","(541.181, 66.176, -31.06, -1.713)","(500.105, 70.539, -43.657, -1.629)","(453.625, 73.671, -31.578, -9.857)","(409.971, 73.665, -55.824, 13.77)","(368.381, 75.932, -48.341, -0.248)","(328.418, 76.889, -23.91, 2.732)","(289.865, 75.207, -48.823, -10.031)"
46,"(404.794, 384.191, 34.999, -0.704)","(440.237, 399.894, 55.82, 19.381)","(479.007, 414.939, 31.903, 7.229)","(512.779, 424.706, 19.833, 18.768)","(551.49, 427.647, 48.249, -11.895)","(590.925, 431.194, 41.739, -12.58)","(626.691, 437.63, 36.582, -3.456)","(661.227, 444.989, 23.326, -6.728)","(687.453, 454.695, 10.797, 7.024)","(715.09, 465.814, 9.895, -2.182)","(734.561, 475.464, 9.934, 17.39)","(760.212, 485.716, 38.214, 3.961)","(778.233, 497.155, 5.395, 23.935)","(793.091, 514.163, 28.773, 7.856)","(797.673, 529.47, -13.207, 35.702)","(804.361, 566.301, -16.752, 50.999)","(801.776, 601.144, 23.251, 35.765)","(806.814, 636.777, 16.892, 40.512)","(809.658, 662.092, 11.128, 19.367)","(790.552, 677.294, -32.344, 29.793)","(753.438, 688.415, -39.108, 6.451)","(716.739, 690.316, -23.969, 18.263)","(681.816, 691.394, -31.63, -2.042)","(643.436, 694.542, -38.667, -5.202)","(603.839, 689.081, -41.69, -20.127)","(563.466, 685.107, -54.946, -5.233)","(524.199, 685.096, -48.287, -11.365)","(483.292, 684.653, -51.848, -12.279)","(445.033, 684.369, -29.681, -6.629)","(408.391, 687.555, -39.59, 20.389)","(373.879, 688.243, -37.383, -1.542)","(340.854, 685.968, -48.796, 6.873)","(304.061, 687.095, -36.516, -5.382)","(272.89, 683.901, -15.195, 4.032)","(247.445, 684.664, -37.879, 1.307)"
47,"(421.65, 426.735, 14.548, 28.724)","(451.754, 440.202, 20.882, 20.755)","(485.339, 452.067, 37.684, 27.746)","(518.92, 462.005, 34.027, 22.052)","(551.135, 470.827, 32.325, 1.96)","(584.994, 476.229, 30.637, 8.259)","(616.506, 486.498, 48.232, 21.733)","(650.516, 492.231, 49.208, 1.491)","(683.315, 498.486, 26.613, 6.834)","(706.12, 504.646, 25.826, 1.781)","(732.916, 513.741, 17.155, -5.284)","(752.173, 522.038, 8.324, 23.349)","(766.649, 531.949, 8.791, 32.702)","(785.512, 551.548, 7.212, 27.22)","(799.986, 581.255, 10.15, 37.943)","(808.315, 612.484, 23.765, 15.587)","(814.383, 643.498, 9.635, 11.57)","(809.978, 669.592, -14.982, 10.91)","(784.867, 687.838, -45.371, 22.309)","(746.958, 689.812, -48.642, -0.869)","(709.878, 687.877, -21.198, -15.894)","(670.53, 689.577, -40.744, -3.662)","(628.009, 686.897, -23.384, -15.464)","(583.547, 680.834, -34.114, -15.225)","(542.59, 685.701, -41.653, -8.134)","(500.982, 686.137, -32.815, -15.159)","(463.862, 686.585, -37.447, -4.793)","(422.106, 688.602, -31.385, 9.078)","(377.879, 690.308, -53.584, 4.935)","(339.907, 689.072, -51.385, -3.516)","(300.928, 685.166, -55.938, -15.063)","(263.286, 685.197, -48.321, -9.159)","(229.967, 686.0, -32.809, -7.968)","(199.401, 686.133, -33.033, 12.036)","(157.449, 675.166, -73.398, -39.608)"
48,"(553.306, 481.257, 11.388, 22.341)","(577.201, 496.661, 30.587, 28.46)","(607.517, 512.816, 23.965, 32.077)","(637.286, 526.934, 28.866, 27.866)","(665.116, 539.931, 36.919, 6.764)","(693.278, 550.838, 14.396, -5.017)","(720.47, 548.359, 35.912, 20.817)","(746.821, 560.094, 31.422, 29.128)","(756.524, 564.399, 22.597, -4.05)","(768.509, 566.238, 3.582, -0.966)","(777.562, 594.345, -8.429, 39.589)","(779.418, 626.568, -16.972, 33.937)","(778.751, 654.785, -12.441, 31.048)","(737.758, 656.415, -49.418, -2.878)","(700.896, 654.432, -38.806, 4.515)","(669.207, 652.027, -33.908, -5.709)","(621.226, 659.291, -63.308, -8.897)","(577.397, 645.863, -50.545, -0.942)","(547.936, 636.178, -34.5, 3.6)","(528.452, 636.096, -44.595, -6.812)","(500.439, 636.054, -36.538, 1.057)","(476.316, 636.262, -23.324, 2.258)","(454.252, 636.03, -35.163, -10.218)","(433.872, 636.004, -31.365, -15.15)","(410.694, 636.041, -45.354, -0.53)","(382.563, 636.018, -31.097, -7.15)","(348.808, 636.679, -37.629, 15.653)","(309.594, 638.202, -42.696, -14.752)","(277.422, 640.574, -30.908, 5.996)","(250.232, 641.843, -17.033, 6.876)","(227.757, 652.557, -17.108, 18.902)","(192.167, 663.301, -67.323, 6.237)","(141.185, 657.054, -19.33, -46.494)","(120.007, 615.94, -15.079, -31.694)","(108.63, 574.671, 6.913, -28.351)"
49,"(747.23, 506.184, 25.663, 24.031)","(775.625, 521.169, 20.681, 13.248)","(791.391, 548.25, 32.368, 42.248)","(795.047, 580.661, -16.589, 30.177)","(796.081, 624.379, 12.825, 47.214)","(795.404, 660.269, -17.433, 8.449)","(759.735, 678.886, -48.944, 12.26)","(710.823, 685.031, -48.331, 16.072)","(666.765, 684.294, -43.544, -13.1)","(624.928, 682.89, -45.319, 17.49)","(582.884, 682.093, -57.166, -5.089)","(541.812, 680.578, -48.77, 12.069)","(501.547, 680.653, -44.613, 2.42)","(459.689, 679.42, -48.344, -5.337)","(419.226, 679.976, -47.56, 14.045)","(378.185, 680.028, -41.146, -6.998)","(332.879, 679.149, -58.737, -12.986)","(289.83, 676.047, -55.548, 9.241)","(247.685, 674.653, -47.811, 5.57)","(204.163, 671.651, -34.113, -2.152)","(164.598, 665.915, -40.375, -10.535)","(130.898, 640.095, -29.046, -54.08)","(113.62, 597.518, -18.482, -39.996)","(101.417, 558.248, -18.048, -51.276)","(88.368, 516.368, -18.513, -57.153)","(76.613, 474.794, -4.141, -33.555)","(67.481, 436.849, 7.283, -28.625)","(66.859, 397.758, -12.399, -27.447)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
50,"(594.504, 414.42, 2.883, 6.923)","(615.042, 420.972, 25.341, 7.907)","(644.828, 432.232, 38.494, -1.735)","(669.316, 443.512, 8.985, 1.851)","(700.522, 458.171, 46.471, 9.188)","(726.237, 475.316, 17.693, 10.294)","(746.391, 492.406, 8.126, 21.857)","(767.411, 506.526, 28.635, 30.113)","(787.07, 531.061, 29.502, 26.526)","(802.627, 564.907, 34.7, 39.323)","(806.416, 607.845, 1.417, 68.322)","(815.802, 650.894, 7.626, 41.998)","(802.784, 677.299, -23.49, 13.058)","(764.005, 691.839, -56.355, -1.643)","(713.08, 690.589, -58.373, -2.007)","(667.595, 690.42, -43.933, 12.452)","(626.399, 692.699, -30.767, 4.349)","(586.372, 686.089, -51.155, -12.028)","(544.256, 683.425, -39.002, -13.906)","(505.021, 682.137, -40.769, -16.006)","(465.673, 680.839, -39.763, -6.261)","(424.801, 681.038, -36.599, -11.044)","(386.118, 679.624, -50.817, 11.995)","(349.842, 678.896, -40.3, -3.954)","(311.308, 679.985, -48.008, 7.979)","(272.665, 682.668, -35.722, 1.136)","(239.015, 682.424, -41.342, -17.365)","(205.035, 683.676, -37.881, 25.172)","(157.482, 677.232, -73.597, -31.959)","(114.429, 636.937, -45.849, -56.617)","(90.785, 594.076, -25.472, -46.319)","(74.485, 554.342, -9.3, -22.343)","(59.664, 520.096, -22.441, -50.37)","(47.092, 484.933, -11.32, -29.531)","(46.009, 475.996, -0.251, -40.641)"
51,"(267.693, 223.726, 14.84, 8.281)","(294.509, 218.242, 17.326, -1.264)","(321.952, 210.32, 29.979, 5.445)","(352.922, 206.811, 37.967, -3.922)","(387.971, 207.148, 49.724, -19.522)","(419.784, 204.312, 24.295, 8.717)","(446.37, 202.326, 19.8, -13.103)","(473.865, 203.13, 34.582, -6.958)","(504.681, 207.075, 39.472, -8.641)","(538.321, 209.762, 30.716, 16.321)","(574.395, 210.036, 32.79, 10.342)","(605.856, 207.788, 17.626, -0.876)","(637.341, 209.263, 42.041, 5.983)","(670.527, 214.653, 28.768, 23.95)","(700.598, 213.213, 38.933, -24.686)","(727.728, 207.704, 5.256, 3.417)","(749.762, 206.189, 22.846, -2.143)","(770.001, 198.773, 2.731, -51.594)","(777.608, 157.226, 7.458, -31.734)","(776.675, 126.713, -10.299, -25.34)","(784.389, 96.41, 10.422, -51.91)","(739.049, 89.021, -59.623, 12.032)","(705.148, 95.743, -17.962, 1.457)","(681.554, 91.14, -24.623, -25.863)","(641.227, 86.332, -29.294, 6.036)","(592.614, 86.786, -66.964, 0.071)","(559.387, 94.139, -26.188, 16.258)","(518.785, 93.84, -24.25, 5.97)","(482.654, 96.208, -42.378, 9.282)","(450.47, 95.843, -16.283, -16.552)","(412.105, 94.42, -48.579, -7.008)","(373.375, 93.156, -40.805, 7.135)","(332.578, 90.975, -40.521, 12.632)","(290.77, 88.008, -40.697, 0.004)","(254.995, 87.317, -18.801, 4.69)"
52,"(359.292, 232.998, 44.196, -13.033)","(392.315, 220.885, 17.487, -7.244)","(425.795, 219.906, 24.317, 0.695)","(459.56, 217.571, 22.109, -1.337)","(487.304, 214.909, 14.832, 3.55)","(520.075, 209.795, 28.745, -1.156)","(552.979, 211.446, 41.819, -9.861)","(587.481, 208.49, 27.115, 2.841)","(616.021, 205.387, 21.756, 7.114)","(651.785, 210.629, 36.169, 16.742)","(681.944, 212.044, 29.198, -12.811)","(711.76, 204.895, 32.141, 0.781)","(731.724, 195.657, 30.059, -15.632)","(744.547, 200.086, 27.76, -15.978)","(761.954, 193.583, 42.381, -7.749)","(769.504, 170.379, -1.659, -34.034)","(765.622, 129.58, -3.468, -28.233)","(763.283, 109.109, -6.017, -30.617)","(773.608, 86.763, 24.274, -19.991)","(721.548, 86.265, -28.773, 14.837)","(686.668, 103.35, -26.508, 21.008)","(667.036, 113.988, -47.259, 1.693)","(650.905, 113.99, -64.202, 6.306)","(634.224, 113.967, -60.897, 1.315)","(628.485, 113.992, -52.253, 1.04)","(621.976, 113.983, -46.656, -0.87)","(610.909, 113.997, -39.525, 0.373)","(591.246, 113.912, -55.081, -5.195)","(573.978, 113.761, -40.301, -4.89)","(556.278, 110.348, -38.754, -12.965)","(516.384, 96.79, -30.388, 7.874)","(478.184, 94.732, -40.181, -7.087)","(438.241, 91.213, -35.584, -16.595)","(400.629, 90.277, -40.636, -5.499)","(363.172, 87.761, -39.236, 9.588)"
53,"(590.836, 341.829, 15.525, -7.157)","(613.747, 337.998, 30.15, -1.401)","(642.222, 337.066, 26.693, -1.403)","(669.574, 335.977, 24.854, -2.467)","(694.93, 333.215, 26.691, -3.759)","(717.253, 328.0, 22.979, -7.382)","(736.751, 324.865, 18.952, -4.947)","(756.647, 319.779, 22.415, -5.464)","(771.025, 315.607, 13.288, -3.211)","(781.227, 307.983, 9.747, -11.186)","(790.618, 301.153, 3.072, -2.95)","(795.713, 296.195, 4.974, -5.347)","(798.399, 294.79, 2.773, -1.663)","(800.152, 293.157, 0.929, 0.705)","(801.51, 292.374, -3.271, 2.684)","(801.411, 290.248, -3.546, -1.0)","(799.853, 287.757, -4.633, 1.109)","(799.627, 284.854, 2.338, 0.284)","(800.617, 279.224, 2.09, -4.111)","(801.761, 273.713, -0.252, -5.158)","(803.47, 267.818, 3.917, -7.408)","(806.139, 261.23, 3.582, -8.031)","(810.371, 253.865, 3.292, -6.21)","(812.059, 240.277, -2.86, -30.597)","(802.776, 217.421, -15.193, -28.123)","(811.933, 198.36, -1.62, -30.702)","(816.076, 186.795, 6.819, 2.705)","(809.698, 177.168, -12.441, -19.339)","(803.13, 149.489, -5.87, -38.924)","(801.907, 99.32, -15.467, -74.176)","(773.882, 75.43, -30.893, -22.153)","(729.877, 68.491, -49.612, -10.271)","(689.118, 74.098, -30.332, 9.133)","(655.746, 78.793, -20.208, 2.465)","(624.012, 83.17, -46.538, 4.829)"
54,"(473.673, 467.266, 20.243, 13.625)","(495.641, 477.957, 29.933, 10.208)","(525.019, 483.371, 33.659, 1.626)","(559.866, 488.912, 32.794, 6.281)","(592.573, 492.561, 27.46, 5.126)","(623.242, 499.0, 29.441, 12.614)","(653.364, 508.159, 28.945, 6.75)","(679.604, 517.072, 28.36, 10.939)","(704.87, 524.989, 26.889, 8.85)","(729.538, 530.124, 24.408, 10.658)","(750.533, 536.856, 21.161, 8.426)","(766.77, 543.961, 10.237, 2.724)","(778.307, 553.27, 18.802, 36.514)","(782.761, 589.368, 5.663, 28.299)","(783.096, 623.134, -4.326, 14.686)","(783.341, 643.811, 5.051, 16.979)","(754.533, 661.457, -35.428, 4.851)","(715.31, 656.783, -35.033, -3.987)","(690.099, 667.716, -27.445, 16.862)","(658.377, 680.015, -30.403, 6.319)","(621.658, 680.654, -38.702, -5.098)","(585.223, 668.471, -33.248, -16.316)","(555.473, 656.089, -28.658, -8.89)","(527.199, 650.993, -27.315, -1.032)","(504.741, 648.386, -19.788, -5.434)","(479.033, 644.971, -52.465, -4.338)","(438.332, 645.777, -22.764, -8.6)","(406.362, 646.775, -14.416, -2.936)","(372.544, 657.912, -54.327, 14.157)","(317.416, 654.88, -55.07, -1.61)","(276.433, 648.91, -40.572, 1.113)","(245.15, 648.306, -35.87, 14.26)","(222.248, 656.015, -30.012, 28.531)","(174.382, 662.449, -54.575, 1.351)","(134.38, 645.062, -31.012, -47.936)"
55,"(431.791, 511.46, 15.418, 11.375)","(450.631, 523.189, 16.289, 12.772)","(470.642, 531.867, 18.159, 7.054)","(488.657, 537.233, 19.502, 5.639)","(506.215, 542.536, 18.34, 7.347)","(522.112, 549.6, 11.14, 2.709)","(540.699, 554.128, 19.105, 0.204)","(558.153, 552.218, 14.064, -5.461)","(576.985, 543.003, 30.447, -8.962)","(606.943, 534.722, 34.608, -5.681)","(631.518, 530.888, 15.891, -5.998)","(650.12, 529.21, 11.091, -3.132)","(663.666, 530.418, 26.458, 0.521)","(679.466, 528.306, 24.671, -1.977)","(693.624, 527.433, 12.035, -6.159)","(714.201, 527.114, 20.397, 1.048)","(733.882, 526.288, 21.706, -4.19)","(752.805, 521.536, 23.33, -7.705)","(769.712, 517.845, 12.714, 14.264)","(778.45, 515.992, 1.878, -2.4)","(788.828, 520.69, 10.972, 11.055)","(797.008, 534.155, 15.385, 15.886)","(805.532, 554.151, 1.797, 18.344)","(809.097, 566.176, -1.166, 7.547)","(802.981, 579.39, -7.923, 10.092)","(800.012, 597.198, 0.302, 24.694)","(804.031, 628.543, 18.218, 22.416)","(802.27, 659.12, -6.715, -12.564)","(777.144, 670.547, -41.383, -4.406)","(745.083, 674.505, -17.575, 0.448)","(716.356, 678.12, -31.395, 20.925)","(686.501, 687.696, -23.223, 26.018)","(643.62, 690.669, -57.765, 8.855)","(595.419, 683.699, -48.566, -15.249)","(552.817, 674.923, -49.324, -5.228)"
56,"(757.148, 468.096, 25.349, 2.403)","(776.642, 477.333, 18.817, 13.658)","(792.462, 491.911, 14.765, 20.117)","(808.034, 509.264, 12.38, 8.3)","(816.855, 518.655, 3.133, 11.565)","(822.113, 524.218, 1.549, 8.361)","(825.028, 531.698, -4.43, 9.807)","(823.839, 535.967, -6.564, -1.063)","(820.904, 539.312, -1.59, -5.656)","(823.1, 539.793, 2.652, 7.218)","(822.683, 540.574, 0.298, -4.708)","(824.683, 538.597, -0.536, 8.633)","(825.724, 537.205, 2.892, 4.999)","(826.087, 536.0, -4.081, -11.798)","(826.642, 535.48, -2.637, 11.28)","(823.016, 535.423, -9.816, -0.288)","(815.284, 537.324, -7.913, 5.959)","(814.388, 539.67, 4.757, -10.155)","(814.376, 538.792, -12.808, -3.099)","(811.992, 549.376, 9.479, 14.538)","(815.949, 565.029, -3.996, 11.045)","(809.0, 586.62, -6.81, 33.748)","(807.916, 611.8, -0.091, 15.041)","(808.884, 635.479, 1.076, 26.338)","(809.644, 657.723, -6.267, 17.203)","(801.926, 674.683, -10.729, 15.98)","(789.971, 686.42, -12.545, 2.672)","(771.687, 688.281, -42.655, -13.511)","(731.737, 687.029, -44.5, -6.526)","(695.705, 686.308, -43.358, -6.235)","(657.979, 689.405, -48.503, 5.733)","(617.671, 686.44, -59.101, -15.545)","(575.93, 678.432, -39.534, -19.906)","(539.506, 673.927, -45.498, 11.451)","(502.249, 669.131, -39.467, -9.47)"
57,"(604.476, 500.223, 19.936, 25.557)","(627.053, 522.873, 29.807, 20.597)","(657.103, 539.55, 28.132, 17.923)","(682.828, 557.261, 17.381, 17.35)","(699.858, 574.35, 17.772, 15.436)","(708.576, 583.781, 13.299, 18.661)","(708.576, 583.781, 13.299, 18.661)","(708.826, 583.985, 14.994, 12.241)","(708.826, 583.985, 14.994, 12.241)","(708.826, 583.985, 14.994, 12.241)","(708.826, 583.985, 14.994, 12.241)","(708.826, 583.985, 14.994, 12.241)","(708.826, 583.985, 14.994, 12.241)","(708.826, 583.985, 14.994, 12.241)","(708.826, 583.985, 14.994, 12.241)","(708.826, 583.985, 14.994, 12.241)","(716.47, 583.97, 35.474, -0.537)","(735.292, 580.65, 14.926, -4.917)","(746.946, 570.212, 9.778, -16.726)","(761.188, 562.881, 10.476, 4.713)","(768.353, 564.641, -3.489, 1.395)","(769.741, 553.28, 16.603, -4.223)","(774.908, 568.779, 6.175, 11.706)","(780.276, 588.452, 7.389, 24.99)","(789.028, 621.511, 4.751, 31.237)","(789.954, 644.242, -0.37, 17.289)","(776.054, 651.744, -30.484, -3.765)","(744.747, 648.101, -15.348, -1.294)","(722.374, 643.879, -28.81, -19.558)","(709.39, 636.038, -22.351, 0.8)","(707.884, 636.078, 6.841, 4.353)","(709.41, 636.01, 12.567, -4.382)","(707.927, 636.148, -13.785, 4.144)","(705.531, 636.15, -21.141, -0.088)","(698.197, 636.141, -26.45, -2.58)"
58,"(698.422, 477.23, 13.871, 11.471)","(722.642, 491.61, 30.153, 7.368)","(746.146, 506.69, 28.9, 20.67)","(772.825, 525.146, 28.527, 20.753)","(785.751, 546.802, 1.601, 21.445)","(796.65, 579.827, 6.804, 33.067)","(793.316, 621.936, 8.313, 37.277)","(800.731, 662.359, -12.838, 29.635)","(783.156, 689.708, -28.237, 17.699)","(743.51, 694.598, -49.126, -5.884)","(696.507, 690.156, -42.081, -4.403)","(652.882, 687.628, -46.168, 0.827)","(613.786, 687.324, -37.359, 0.491)","(580.077, 686.033, -35.242, -3.043)","(547.589, 684.502, -31.748, -3.98)","(511.123, 682.449, -35.064, -5.806)","(472.605, 677.912, -39.527, -5.899)","(433.597, 671.883, -35.943, -4.038)","(394.714, 664.929, -38.852, -6.38)","(357.741, 655.009, -34.203, -9.386)","(324.18, 645.289, -34.103, -10.145)","(294.318, 638.086, -30.996, -2.676)","(278.163, 636.007, -35.503, -1.544)","(252.162, 636.604, -36.532, -0.145)","(221.095, 640.742, -28.483, 8.518)","(206.136, 643.476, -16.533, 5.84)","(206.0, 643.436, -8.138, -2.375)","(206.0, 643.436, -8.138, -2.375)","(206.093, 641.58, 0.269, -10.566)","(206.004, 639.596, -0.245, -0.34)","(206.004, 639.596, -0.245, -0.34)","(206.219, 640.276, -3.071, 16.362)","(206.043, 644.216, -0.278, 9.755)","(206.033, 644.884, -0.778, 6.78)","(205.953, 645.975, -3.715, 28.734)"
59,"(517.286, 279.17, 41.637, -3.451)","(552.856, 282.012, 35.722, 7.887)","(584.873, 280.989, 33.285, 0.438)","(614.028, 277.407, 29.921, -5.71)","(641.863, 272.603, 30.836, -14.08)","(670.852, 263.471, 31.223, -7.679)","(704.01, 257.422, 40.349, -13.019)","(730.406, 247.365, 17.881, -10.004)","(753.016, 233.809, 31.279, -13.058)","(780.311, 222.575, 16.475, -0.843)","(796.735, 199.269, 12.583, -30.574)","(805.445, 169.809, 10.878, -23.573)","(805.135, 137.12, -0.93, -38.435)","(796.918, 100.036, 5.233, -39.52)","(781.615, 73.074, -28.231, -21.58)","(748.388, 60.156, -33.498, -5.721)","(712.224, 58.376, -38.934, -4.528)","(680.348, 56.997, -19.728, 0.59)","(651.14, 63.602, -41.1, 10.792)","(611.395, 67.971, -31.572, -5.948)","(575.677, 62.378, -37.741, 1.787)","(539.901, 61.145, -35.196, -1.301)","(505.909, 60.476, -41.729, 3.001)","(465.006, 62.469, -41.537, 0.639)","(423.665, 63.602, -45.586, -0.397)","(383.145, 63.211, -41.786, -2.585)","(342.359, 62.789, -42.102, 1.602)","(304.277, 61.756, -39.884, -2.031)","(268.39, 61.319, -35.641, -0.092)","(236.141, 60.982, -25.148, -2.25)","(209.771, 66.174, -30.519, 16.569)","(164.46, 66.187, -48.94, 19.677)","(115.914, 88.742, -51.789, 29.341)","(86.517, 122.541, -6.154, 24.477)","(69.987, 160.883, -6.651, 48.95)"
60,"(359.435, 327.988, 27.845, 4.95)","(389.472, 332.883, 29.443, 9.936)","(420.903, 337.767, 26.708, 10.309)","(447.885, 342.01, 23.784, 4.383)","(472.986, 343.763, 27.133, -0.368)","(495.823, 343.369, 24.227, -2.948)","(518.39, 341.913, 20.897, -4.384)","(541.645, 341.754, 22.994, -4.454)","(563.881, 340.234, 24.658, -3.426)","(585.597, 337.578, 23.496, -2.165)","(606.149, 337.241, 18.605, -3.565)","(624.2, 335.059, 19.629, -2.188)","(640.984, 329.562, 13.912, -9.215)","(656.517, 322.641, 18.444, -5.368)","(670.779, 314.473, 11.855, -9.37)","(684.073, 306.454, 13.68, -8.857)","(696.165, 300.526, 11.845, -6.425)","(706.629, 294.22, 9.52, -7.535)","(717.716, 287.233, 13.351, -3.034)","(727.34, 281.331, 7.727, -8.264)","(740.061, 274.985, 10.411, -4.288)","(748.337, 271.857, 6.208, -3.3)","(758.869, 268.359, 7.715, -0.917)","(767.774, 264.836, 11.292, -2.663)","(777.67, 261.627, 10.846, -2.896)","(788.082, 257.285, 6.669, -5.385)","(795.951, 250.763, 3.78, -5.423)","(800.934, 244.788, 1.921, -9.959)","(805.356, 235.759, 4.866, -9.959)","(807.754, 226.954, 3.026, -4.435)","(807.631, 220.0, -1.412, -6.082)","(808.003, 205.184, 5.683, -12.381)","(808.501, 182.587, -8.201, -27.085)","(799.058, 148.338, -12.305, -22.091)","(799.189, 110.567, 16.106, -56.402)"
61,"(283.944, 294.685, 18.84, 1.285)","(303.137, 292.461, 17.879, -5.042)","(323.175, 287.127, 17.568, -4.174)","(342.2, 288.218, 14.201, 6.015)","(357.114, 291.82, 15.353, 1.118)","(370.942, 293.356, 12.976, -3.72)","(385.16, 292.308, 18.374, -4.558)","(401.595, 289.584, 19.615, -1.313)","(420.686, 285.66, 23.554, -4.836)","(441.498, 280.688, 22.858, -6.496)","(464.176, 275.999, 22.779, -2.194)","(487.011, 272.96, 26.333, -4.993)","(508.904, 271.748, 19.846, -0.34)","(530.549, 271.13, 21.0, -0.706)","(552.019, 270.538, 23.905, -2.59)","(572.933, 270.681, 22.489, -2.37)","(592.915, 270.695, 23.215, -1.639)","(611.561, 270.694, 13.927, -3.378)","(627.31, 269.77, 18.053, -2.069)","(641.739, 268.694, 15.965, -4.265)","(654.722, 267.003, 12.395, -3.803)","(667.66, 265.084, 14.916, -2.18)","(681.814, 262.949, 10.836, -5.454)","(694.589, 260.846, 13.913, -3.537)","(706.636, 259.223, 9.53, 1.613)","(718.397, 257.087, 14.598, -1.77)","(730.231, 254.892, 11.102, -0.157)","(741.057, 253.408, 9.227, -1.786)","(751.179, 253.035, 11.723, -1.218)","(759.853, 253.441, 6.575, -1.971)","(767.308, 253.297, 9.681, -1.466)","(773.937, 252.463, 5.665, -5.254)","(784.963, 234.882, 12.184, -31.358)","(791.618, 213.277, 18.009, -29.651)","(798.58, 192.576, 2.57, -11.169)"
62,"(642.005, 454.023, 27.68, 18.285)","(668.353, 477.966, 28.566, 23.579)","(692.782, 499.984, 24.387, 25.159)","(718.047, 521.066, 34.964, 14.683)","(739.534, 539.424, 16.787, 8.77)","(748.821, 553.859, 11.867, 20.891)","(760.375, 564.63, 14.779, 4.687)","(769.765, 576.545, 4.341, 11.851)","(766.798, 596.979, -14.143, 14.347)","(756.019, 602.547, -4.905, -1.759)","(756.019, 602.547, -4.905, -1.759)","(756.019, 602.547, -4.905, -1.759)","(756.072, 604.096, -3.897, 4.439)","(756.072, 604.096, -3.897, 4.439)","(756.072, 604.096, -3.897, 4.439)","(756.072, 604.096, -3.897, 4.439)","(756.072, 604.096, -3.897, 4.439)","(756.072, 604.096, -3.897, 4.439)","(756.054, 604.067, 1.911, 0.043)","(756.051, 604.712, 1.549, 9.979)","(756.917, 600.154, 2.323, 2.316)","(757.227, 603.394, -5.009, 1.914)","(756.132, 604.503, -5.997, 12.946)","(756.456, 600.646, -1.253, -11.15)","(756.006, 599.354, -8.202, -11.25)","(756.006, 599.354, -8.202, -11.25)","(756.006, 599.354, -8.202, -11.25)","(756.006, 599.354, -8.202, -11.25)","(756.002, 591.285, -0.753, -14.489)","(759.097, 584.386, 2.111, 1.129)","(755.752, 585.741, -6.016, -4.21)","(755.413, 576.057, 4.442, -18.472)","(767.457, 566.354, 11.09, -30.188)","(767.597, 592.011, -15.552, 29.234)","(765.784, 620.938, -12.631, 11.775)"
