,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
63,"(717.255, 414.755, 25.763, 13.167)","(742.578, 424.543, 23.421, 8.352)","(762.812, 434.119, 21.583, 10.756)","(780.229, 448.423, 17.267, 17.585)","(794.241, 461.877, 11.328, 10.643)","(804.935, 471.969, 11.763, 9.024)","(813.735, 480.029, 11.532, 7.763)","(821.377, 486.801, 7.46, 9.182)","(827.7, 489.046, 3.627, -2.05)","(827.692, 490.506, 1.227, -1.75)","(826.745, 490.586, -2.551, -3.559)","(826.045, 488.678, 2.764, -2.454)","(825.324, 486.612, -2.85, -4.572)","(823.354, 484.959, 2.067, -0.345)","(822.121, 483.002, -3.781, -0.302)","(819.182, 482.808, -1.887, 1.729)","(817.486, 484.784, 0.442, 5.828)","(815.53, 486.179, -4.076, 1.393)","(813.261, 487.835, -1.22, 1.4)","(815.436, 491.186, 0.088, 5.889)","(818.245, 494.144, -1.354, 3.602)","(818.476, 495.893, 1.41, 2.188)","(814.838, 499.734, -3.563, 4.842)","(814.131, 504.126, -1.158, 2.703)","(816.265, 507.65, 1.507, 0.432)","(816.454, 511.895, -5.569, 3.367)","(813.415, 515.769, -0.805, 4.476)","(810.622, 521.098, -5.254, 9.357)","(808.199, 527.808, -4.643, 8.253)","(806.483, 534.674, -4.138, 2.707)","(809.3, 542.448, 9.003, 12.023)","(810.962, 550.612, -4.959, 11.626)","(808.045, 561.215, -4.748, 9.249)","(800.706, 589.984, -7.661, 30.405)","(800.81, 624.111, 9.023, 30.157)"
64,"(560.837, 567.221, 38.753, 0.34)","(598.826, 576.181, 31.933, 11.99)","(619.06, 583.965, 28.689, 10.37)","(619.06, 583.965, 28.689, 10.37)","(619.06, 583.965, 28.689, 10.37)","(619.06, 583.965, 28.689, 10.37)","(619.06, 583.965, 28.689, 10.37)","(619.06, 583.965, 28.689, 10.37)","(619.06, 583.965, 28.689, 10.37)","(619.06, 583.965, 28.689, 10.37)","(638.072, 583.939, 22.499, 6.571)","(651.462, 582.736, 17.96, -7.47)","(656.889, 583.981, 6.514, 3.174)","(663.656, 581.428, 4.513, 1.118)","(669.23, 583.994, 19.926, 3.551)","(682.745, 583.764, 14.259, 1.2)","(691.038, 583.743, 2.782, -2.708)","(698.026, 581.478, 8.846, -5.617)","(704.357, 581.535, 6.387, 4.928)","(714.001, 579.392, 7.432, -1.907)","(723.406, 574.961, 5.069, -5.387)","(730.67, 569.632, 7.403, -6.658)","(742.432, 561.46, 14.878, -12.597)","(757.674, 551.402, 17.871, -9.746)","(769.822, 555.605, -4.463, 20.011)","(770.384, 573.826, 7.972, 15.382)","(781.597, 590.557, 13.108, 26.078)","(793.4, 614.326, 8.602, 26.165)","(797.086, 641.333, 1.125, 28.682)","(792.116, 658.659, -12.393, 6.978)","(777.396, 671.568, -22.847, 14.108)","(755.3, 677.554, -24.58, 0.272)","(731.933, 681.09, -25.172, 1.991)","(712.596, 682.906, -18.813, 1.745)","(673.446, 687.739, -59.379, -3.545)"
65,"(302.912, 400.949, 22.888, 12.125)","(322.855, 410.896, 20.392, 12.204)","(344.166, 417.512, 19.095, 6.952)","(366.082, 420.855, 22.294, 5.78)","(388.137, 425.331, 20.114, 2.273)","(410.62, 428.636, 20.651, 2.577)","(432.467, 432.21, 23.269, 5.395)","(455.291, 437.231, 20.98, 7.744)","(477.334, 442.528, 24.927, 6.306)","(499.974, 447.556, 22.482, 4.333)","(520.673, 451.489, 24.192, 3.004)","(542.534, 455.454, 23.334, 1.873)","(562.751, 458.66, 18.867, 2.715)","(581.342, 460.223, 21.188, -0.08)","(599.281, 461.814, 14.79, 0.495)","(615.906, 464.61, 16.164, 3.794)","(631.848, 467.896, 16.92, 1.465)","(647.043, 471.359, 16.433, 4.161)","(663.502, 475.426, 12.897, 1.505)","(679.141, 478.799, 17.143, 6.111)","(692.957, 481.821, 10.699, 4.541)","(706.432, 482.223, 13.817, 0.325)","(719.759, 483.041, 13.594, 0.265)","(730.956, 484.16, 4.266, 0.111)","(737.887, 486.61, 4.469, 4.184)","(747.117, 489.955, 6.874, 3.046)","(756.411, 492.944, 6.474, 3.514)","(763.006, 495.458, 3.822, 1.423)","(768.527, 496.71, 1.487, 3.162)","(773.642, 496.907, 3.554, 0.496)","(779.05, 499.909, 2.26, 8.005)","(784.194, 505.73, 3.662, 6.908)","(788.428, 511.052, 3.751, 3.621)","(792.573, 516.811, 3.09, 10.841)","(794.363, 537.905, 17.056, 30.005)"
66,"(261.622, 166.089, 13.274, -12.847)","(261.828, 166.003, 12.356, -5.148)","(267.677, 166.048, 16.537, 0.816)","(281.567, 166.456, 11.238, 2.981)","(295.043, 167.812, 14.422, 2.477)","(308.924, 172.772, 11.413, 8.005)","(322.225, 178.049, 14.952, 4.868)","(337.776, 182.319, 16.419, 6.195)","(354.527, 185.93, 16.322, 1.787)","(372.472, 188.875, 15.889, 3.929)","(390.94, 190.931, 18.358, -1.722)","(409.304, 192.784, 18.857, 2.08)","(427.451, 194.268, 14.895, 2.992)","(445.377, 196.176, 20.246, 1.518)","(463.447, 197.841, 21.07, -0.933)","(481.37, 198.745, 16.105, 0.177)","(499.401, 199.884, 20.314, 0.778)","(516.746, 200.994, 20.111, -1.101)","(534.053, 202.28, 19.022, 1.862)","(551.307, 205.396, 15.965, 0.783)","(568.497, 208.996, 15.068, 4.48)","(585.365, 211.927, 16.447, -1.014)","(601.517, 212.401, 15.305, 3.564)","(617.357, 212.546, 19.017, 1.099)","(632.5, 213.524, 16.736, 1.862)","(646.275, 213.749, 11.951, 1.338)","(657.772, 214.028, 9.043, 3.671)","(667.474, 214.65, 6.78, 1.813)","(677.425, 214.69, 9.166, -0.297)","(687.19, 214.372, 7.459, -2.611)","(696.881, 214.488, 8.509, -3.107)","(705.604, 215.482, 11.619, 2.633)","(713.13, 218.63, 7.754, 1.243)","(720.974, 223.479, 9.39, 6.028)","(733.182, 226.693, 31.209, -2.916)"
67,"(527.146, 542.156, 27.203, 2.525)","(551.582, 549.839, 28.65, 11.42)","(577.367, 559.261, 27.522, 6.012)","(595.822, 566.796, 10.102, 3.824)","(603.561, 565.997, 12.389, -6.561)","(623.362, 556.618, 20.118, -0.905)","(653.576, 562.811, 33.558, 11.895)","(673.795, 572.522, 10.456, 18.958)","(680.764, 583.983, 0.946, 9.603)","(680.764, 583.983, 0.946, 9.603)","(680.764, 583.983, 0.946, 9.603)","(685.991, 581.852, -2.999, 0.074)","(689.98, 580.649, -0.312, -15.499)","(693.607, 576.364, 8.446, -11.314)","(708.986, 558.16, 28.303, -15.726)","(735.343, 554.529, 19.479, 1.219)","(751.042, 552.622, 4.479, 13.666)","(770.075, 557.289, 15.907, 3.711)","(775.472, 576.96, -0.784, 17.48)","(779.385, 598.577, -1.498, 10.1)","(789.056, 613.467, 9.591, 19.533)","(795.765, 638.318, 7.785, 34.055)","(793.784, 664.216, -6.645, 19.689)","(781.518, 684.742, -11.203, 6.612)","(765.24, 686.294, -22.876, 4.567)","(742.997, 686.036, -21.043, -2.834)","(723.134, 682.14, -19.698, -2.082)","(702.119, 684.558, -16.193, 7.043)","(675.497, 688.616, -28.069, 2.983)","(641.217, 689.339, -42.234, -4.637)","(600.918, 682.902, -33.588, -10.854)","(567.81, 673.753, -29.689, -7.658)","(536.257, 665.305, -35.268, -6.744)","(501.424, 657.83, -34.878, -4.553)","(465.292, 651.925, -37.46, -5.398)"
68,"(528.451, 244.679, 29.66, -11.53)","(558.094, 234.556, 36.214, -4.892)","(592.639, 225.161, 38.578, -13.508)","(628.38, 221.285, 34.993, -8.726)","(660.155, 219.229, 27.077, 5.448)","(692.503, 213.473, 31.401, 2.289)","(726.121, 198.487, 34.591, -24.052)","(743.556, 171.389, -2.027, -20.445)","(741.854, 166.033, -8.981, -10.531)","(741.854, 166.033, -8.981, -10.531)","(741.854, 166.033, -8.981, -10.531)","(741.854, 166.033, -8.981, -10.531)","(741.854, 166.033, -8.981, -10.531)","(741.854, 166.033, -8.981, -10.531)","(741.854, 166.033, -8.981, -10.531)","(739.419, 166.027, -6.125, -8.015)","(734.786, 166.278, 9.676, 5.191)","(735.274, 166.033, 26.345, -0.933)","(735.274, 166.033, 26.345, -0.933)","(735.822, 166.155, 4.285, 3.623)","(741.2, 169.12, 7.118, 5.446)","(751.208, 166.219, 7.213, -7.445)","(756.007, 168.398, 8.014, 2.147)","(764.906, 175.092, 10.514, 1.496)","(772.779, 169.598, 3.103, -0.926)","(774.222, 155.003, -0.354, -11.316)","(777.484, 148.311, -0.972, -18.029)","(774.573, 131.814, -6.901, -14.449)","(772.543, 119.041, -6.654, -14.952)","(764.297, 110.879, -12.596, 3.835)","(752.331, 114.291, -20.66, 11.853)","(752.331, 114.291, -20.66, 11.853)","(752.331, 114.291, -20.66, 11.853)","(752.331, 114.291, -20.66, 11.853)","(752.331, 114.291, -20.66, 11.853)"
69,"(591.177, 281.422, 30.01, -13.322)","(624.791, 275.055, 33.183, -15.463)","(657.187, 271.959, 32.916, 5.526)","(688.906, 269.697, 29.04, -7.897)","(718.111, 266.907, 29.457, 1.37)","(747.464, 266.658, 29.392, -5.222)","(774.885, 260.016, 26.482, -7.638)","(796.397, 252.571, 25.708, -9.696)","(814.314, 243.139, 13.327, -9.09)","(826.135, 238.536, 11.154, 0.963)","(834.574, 239.381, -1.563, 4.278)","(829.275, 244.529, -4.17, 1.724)","(825.595, 245.048, -1.555, -6.2)","(825.112, 244.914, -3.927, 4.286)","(825.285, 243.072, 2.27, -6.478)","(823.945, 241.633, -0.519, -1.173)","(824.366, 239.144, -1.512, -9.994)","(823.79, 233.707, -0.792, -5.824)","(821.94, 228.714, -3.282, -7.516)","(819.495, 222.511, -2.566, -4.482)","(815.523, 217.574, -6.796, -1.913)","(810.075, 212.256, -6.173, -5.311)","(808.379, 205.126, 2.869, -11.51)","(815.996, 188.021, 7.227, -20.257)","(825.601, 167.84, 7.244, -19.831)","(826.491, 165.022, 3.905, -19.92)","(826.491, 165.022, 3.905, -19.92)","(826.491, 165.022, 3.905, -19.92)","(826.741, 165.042, 14.989, 1.151)","(826.741, 165.042, 14.989, 1.151)","(826.741, 165.042, 14.989, 1.151)","(826.741, 165.042, 14.989, 1.151)","(826.741, 165.042, 14.989, 1.151)","(826.741, 165.042, 14.989, 1.151)","(826.741, 165.042, 14.989, 1.151)"
70,"(743.936, 184.062, 25.555, 0.78)","(772.893, 186.225, 31.809, -1.152)","(785.369, 152.099, 3.946, -34.638)","(785.39, 112.963, 0.848, -41.243)","(767.146, 87.381, -39.102, -10.109)","(726.831, 81.857, -42.166, 0.61)","(685.99, 79.213, -43.848, -5.531)","(643.385, 78.769, -42.898, 0.44)","(602.165, 81.772, -42.001, 1.628)","(561.94, 81.544, -41.577, -0.32)","(519.643, 76.516, -36.794, -2.115)","(479.244, 76.411, -39.876, 5.281)","(439.747, 77.846, -41.993, 2.518)","(397.114, 78.712, -40.885, 1.285)","(356.443, 81.11, -38.041, -1.366)","(315.694, 81.863, -38.357, -1.068)","(274.108, 82.57, -42.235, 1.185)","(231.531, 83.007, -39.111, -0.673)","(190.693, 82.729, -42.362, -0.276)","(147.478, 80.108, -49.837, -1.43)","(115.096, 109.855, -21.584, 35.999)","(95.828, 147.491, -17.112, 36.233)","(80.835, 182.883, -12.635, 31.632)","(70.554, 212.378, -4.873, 28.335)","(67.763, 238.39, -1.65, 28.718)","(67.902, 269.395, -0.446, 35.041)","(67.925, 301.314, -1.138, 29.684)","(68.325, 332.812, -4.657, 40.361)","(60.123, 361.491, -32.512, 20.206)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
71,"(642.446, 174.5, 44.636, -6.361)","(677.399, 167.599, 26.627, -6.271)","(683.98, 166.067, 31.608, -9.158)","(683.98, 166.067, 31.608, -9.158)","(683.98, 166.067, 31.608, -9.158)","(683.98, 166.067, 31.608, -9.158)","(683.98, 166.067, 31.608, -9.158)","(683.98, 166.067, 31.608, -9.158)","(683.98, 166.067, 31.608, -9.158)","(683.98, 166.067, 31.608, -9.158)","(683.98, 166.067, 31.608, -9.158)","(685.267, 166.002, 77.202, -3.853)","(685.267, 166.002, 77.202, -3.853)","(685.267, 166.002, 77.202, -3.853)","(686.72, 166.023, 87.15, 1.266)","(686.72, 166.023, 87.15, 1.266)","(686.72, 166.023, 87.15, 1.266)","(687.926, 166.06, 17.238, 2.261)","(702.526, 169.321, 13.657, 7.646)","(709.862, 178.499, 8.21, 15.989)","(725.078, 190.761, 17.898, 8.839)","(744.517, 200.217, 19.82, 9.151)","(765.477, 208.486, 25.872, 3.979)","(774.434, 199.355, 3.219, -8.119)","(777.001, 190.146, 14.437, -7.196)","(778.031, 178.209, 12.282, -14.224)","(777.775, 169.486, 4.823, -10.545)","(778.312, 155.906, -12.556, -18.071)","(777.123, 139.33, -5.56, -10.844)","(776.179, 132.617, 13.585, -4.261)","(786.972, 114.845, 16.212, -29.616)","(788.754, 89.882, -13.467, -13.77)","(774.208, 74.965, -18.594, -8.5)","(749.985, 66.446, -34.554, -8.867)","(715.618, 67.286, -29.85, 7.485)"
72,"(614.268, 218.347, 23.664, -7.048)","(642.432, 213.95, 38.293, -9.838)","(676.657, 208.343, 36.513, -4.038)","(716.639, 206.508, 39.508, -4.354)","(749.062, 193.039, 30.508, -14.037)","(775.333, 182.998, 18.648, -10.873)","(784.052, 177.448, 16.206, -4.767)","(795.409, 174.204, 12.509, -6.131)","(801.237, 173.84, 12.952, -15.065)","(809.833, 183.4, 19.462, 17.458)","(817.667, 193.337, 15.801, -2.69)","(824.056, 203.605, -10.605, -0.328)","(827.687, 204.765, -2.396, 7.815)","(825.883, 207.749, -3.275, 4.786)","(818.473, 203.361, -4.478, -3.725)","(821.443, 207.73, -4.674, 8.169)","(812.707, 200.873, -7.584, -11.429)","(815.393, 192.819, 9.006, -9.759)","(815.005, 180.286, -5.588, -24.716)","(813.177, 155.102, 1.266, -34.1)","(811.501, 123.734, -7.04, -31.0)","(810.155, 85.933, -4.17, -31.001)","(810.213, 69.184, 5.881, -1.096)","(808.557, 67.702, -2.902, 2.155)","(802.678, 66.405, -8.83, -10.065)","(790.528, 61.067, -11.903, -3.658)","(778.182, 64.001, -11.708, 3.688)","(764.879, 67.355, -17.704, 1.631)","(745.655, 67.886, -27.881, -4.262)","(717.546, 68.391, -28.343, 2.648)","(690.565, 71.596, -23.152, 6.75)","(665.781, 75.84, -24.919, 7.416)","(640.383, 80.342, -30.266, 7.63)","(612.068, 84.461, -28.463, 5.658)","(583.395, 88.034, -28.957, 0.001)"
73,"(791.188, 543.105, 36.329, 25.636)","(819.157, 562.373, 19.742, 10.949)","(829.526, 567.686, 4.335, 3.952)","(833.749, 570.126, 1.886, 3.437)","(836.214, 572.824, 0.724, 2.676)","(840.847, 578.436, 8.892, 13.594)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)","(844.799, 583.999, 7.632, 13.84)"
74,"(404.45, 216.13, 21.971, -14.595)","(437.497, 205.946, 31.559, -8.73)","(470.524, 194.93, 32.728, -11.692)","(501.978, 181.94, 30.317, -8.567)","(527.47, 171.666, 29.13, -6.23)","(547.751, 166.007, 25.283, -5.668)","(547.751, 166.007, 25.283, -5.668)","(547.751, 166.007, 25.283, -5.668)","(547.751, 166.007, 25.283, -5.668)","(547.751, 166.007, 25.283, -5.668)","(551.348, 166.021, 26.733, 0.921)","(574.966, 166.746, 27.319, -1.472)","(589.891, 166.118, 22.536, -2.58)","(603.856, 167.004, 16.445, 5.2)","(616.844, 166.857, 15.363, -2.331)","(619.708, 166.005, 17.523, -4.088)","(626.725, 166.474, 7.017, 3.317)","(643.731, 166.851, 17.33, -0.409)","(658.268, 168.608, 17.79, 1.35)","(672.996, 170.757, 9.561, 3.344)","(683.739, 170.811, 11.728, -8.755)","(698.395, 172.441, 17.54, 8.485)","(712.267, 170.402, 8.344, -5.458)","(723.463, 166.102, 15.854, 0.928)","(729.088, 166.003, 8.858, -4.285)","(729.088, 166.003, 8.858, -4.285)","(729.088, 166.003, 8.858, -4.285)","(730.581, 166.0, 5.92, -3.23)","(729.441, 166.475, -3.976, 1.342)","(732.145, 167.389, 4.963, -1.834)","(737.811, 172.214, 4.442, 4.75)","(743.481, 178.687, 3.131, 5.472)","(744.04, 182.444, 0.25, -1.623)","(747.68, 187.44, 12.14, 9.973)","(759.297, 193.789, 13.533, 5.129)"
75,"(238.085, 420.292, 10.999, 10.057)","(253.258, 428.149, 19.819, 7.663)","(271.098, 434.665, 16.339, 5.082)","(289.979, 440.587, 20.286, 6.879)","(309.014, 446.297, 20.912, 3.701)","(328.275, 452.203, 20.685, 2.398)","(347.661, 458.138, 20.233, 7.452)","(367.965, 463.365, 20.756, 3.783)","(387.879, 468.862, 21.065, 4.658)","(408.445, 473.907, 21.773, 7.351)","(428.58, 478.823, 18.672, 4.144)","(449.226, 483.898, 20.257, 4.122)","(469.308, 489.435, 20.496, 3.83)","(489.786, 494.414, 18.462, 3.436)","(509.899, 498.993, 18.018, 6.669)","(530.438, 504.154, 18.31, 5.755)","(550.551, 509.474, 21.791, 5.08)","(568.987, 513.986, 14.012, 1.445)","(586.183, 517.761, 14.007, 0.685)","(602.84, 521.401, 17.053, 5.051)","(618.966, 524.911, 16.465, 4.008)","(634.397, 528.166, 13.777, 0.303)","(648.201, 530.643, 10.493, 0.934)","(659.39, 532.258, 10.691, 0.945)","(672.379, 534.576, 10.994, 0.391)","(680.706, 536.485, 8.253, 4.267)","(689.108, 536.326, 7.35, 1.927)","(699.236, 536.545, 9.354, -0.39)","(707.607, 537.623, 9.357, 2.538)","(713.576, 538.01, 5.365, -2.532)","(719.266, 537.555, 3.806, -3.066)","(725.989, 535.519, 4.699, -5.864)","(731.487, 533.412, 6.057, -0.324)","(738.416, 534.67, 10.912, 3.265)","(748.557, 536.599, 12.19, 1.543)"
76,"(452.155, 565.158, 18.09, -3.785)","(472.406, 564.319, 19.757, -1.773)","(495.408, 564.923, 21.467, -1.639)","(518.801, 565.921, 25.679, 1.534)","(543.049, 566.021, 23.653, -0.991)","(565.156, 564.726, 32.127, 1.117)","(588.92, 571.404, 17.471, 7.791)","(596.912, 577.153, 5.5, 8.146)","(596.273, 583.642, -4.264, 8.005)","(596.074, 583.986, 1.01, 4.395)","(600.459, 583.251, 8.34, -2.028)","(613.154, 581.743, 12.926, 3.818)","(625.45, 582.007, 14.912, 1.109)","(628.95, 583.999, 2.247, 1.505)","(629.734, 583.591, 3.761, -6.312)","(634.929, 577.406, -3.038, -5.471)","(637.709, 569.987, 7.065, -8.646)","(645.06, 560.71, 6.694, -7.673)","(660.849, 554.612, 11.938, -6.605)","(676.47, 555.078, 14.605, 1.188)","(689.335, 556.789, 7.676, 0.313)","(696.769, 555.339, 9.027, -0.345)","(703.972, 554.041, 9.24, 1.797)","(712.95, 553.4, 12.36, 3.318)","(723.425, 552.041, 9.142, -2.82)","(734.146, 546.113, 9.433, 3.343)","(745.341, 546.126, 19.066, 1.809)","(758.539, 546.66, 7.044, 3.522)","(765.225, 546.239, 8.193, 0.666)","(771.881, 555.016, 5.717, 20.695)","(779.796, 572.218, 1.165, 16.893)","(784.194, 597.352, -3.999, 35.479)","(782.459, 625.903, 4.852, 17.636)","(789.293, 646.833, 11.116, 28.956)","(783.854, 661.644, -13.948, 18.077)"
77,"(303.697, 198.793, 33.125, -23.984)","(333.566, 178.988, 22.416, -19.492)","(354.283, 166.159, 19.71, -6.877)","(354.693, 166.03, 24.593, -7.703)","(354.693, 166.03, 24.593, -7.703)","(357.029, 166.023, 22.677, 0.723)","(372.931, 166.048, 29.219, -1.849)","(397.844, 167.69, 22.363, -0.431)","(420.214, 169.891, 20.716, 1.762)","(440.747, 173.353, 19.559, 2.93)","(458.919, 177.367, 15.337, 3.482)","(475.47, 178.595, 20.778, 2.922)","(494.224, 178.544, 18.486, 1.918)","(512.333, 179.89, 18.644, -0.451)","(529.674, 179.178, 18.867, 1.912)","(547.015, 182.177, 14.212, 0.51)","(564.835, 187.327, 21.74, 7.894)","(582.366, 191.161, 16.389, 3.587)","(601.236, 192.697, 20.198, -3.748)","(618.571, 192.633, 21.42, 2.509)","(635.347, 191.458, 17.805, 0.329)","(652.622, 192.423, 15.841, -2.434)","(667.533, 190.376, 10.933, -3.03)","(681.436, 188.007, 13.817, 0.987)","(693.737, 186.955, 12.545, -2.2)","(702.895, 188.096, 8.926, 5.393)","(712.269, 193.348, 10.376, 9.505)","(725.154, 200.348, 16.573, 6.251)","(740.756, 205.981, 17.029, 1.293)","(754.029, 207.601, 11.258, 2.555)","(767.071, 205.965, 13.436, -2.642)","(771.833, 190.766, 0.972, -5.729)","(772.875, 175.754, 1.081, -37.696)","(768.077, 150.949, -5.6, -20.126)","(766.843, 139.441, 6.58, -10.133)"
78,"(326.397, 228.404, 24.551, -12.925)","(353.579, 220.737, 32.005, -5.168)","(381.645, 213.097, 27.064, -5.564)","(404.749, 204.17, 19.63, -4.031)","(425.236, 197.492, 24.024, -7.727)","(449.009, 189.645, 33.515, -13.527)","(474.367, 180.448, 15.779, -5.313)","(490.816, 170.731, 12.443, -13.09)","(494.135, 166.005, 9.275, -9.378)","(495.091, 166.003, 16.742, -0.513)","(510.017, 169.598, 11.803, 8.141)","(526.68, 176.04, 17.059, 9.086)","(546.718, 184.31, 23.332, 3.751)","(566.56, 189.505, 18.913, 4.994)","(584.885, 197.175, 21.719, 11.194)","(604.924, 205.589, 23.58, 8.066)","(629.323, 215.083, 24.918, 7.564)","(648.973, 222.421, 15.805, 7.186)","(667.523, 227.395, 18.092, 5.184)","(686.738, 230.417, 19.166, 1.327)","(707.319, 230.113, 19.451, -1.923)","(722.681, 229.64, 17.494, 1.125)","(732.895, 226.651, 5.659, 4.761)","(738.742, 222.351, 7.674, -10.702)","(746.466, 219.46, -2.151, 2.294)","(757.815, 215.496, 6.8, -6.515)","(766.928, 210.628, 10.536, 0.262)","(771.247, 202.623, 1.344, -14.199)","(777.042, 190.686, 5.014, -18.325)","(786.754, 174.931, 6.043, -17.916)","(788.437, 157.31, -5.496, -22.751)","(786.915, 140.257, 3.817, -16.012)","(791.681, 119.192, 7.488, -26.312)","(795.313, 93.039, -6.029, -16.734)","(783.58, 75.479, -17.756, -17.566)"
79,"(355.516, 499.671, 27.09, 18.771)","(383.68, 514.76, 28.291, 12.151)","(409.03, 526.781, 27.888, 9.458)","(432.928, 534.726, 22.294, 8.354)","(456.606, 539.704, 26.058, 2.714)","(479.029, 542.175, 23.752, 1.156)","(499.755, 541.403, 21.978, -0.309)","(519.436, 539.316, 16.106, -7.482)","(536.41, 534.439, 14.783, -8.842)","(553.867, 528.028, 17.21, -10.827)","(571.721, 519.938, 19.855, -8.142)","(588.386, 512.279, 18.103, -5.215)","(607.4, 509.533, 17.874, -3.294)","(627.963, 505.235, 22.553, -9.279)","(649.587, 500.803, 15.466, -2.131)","(668.392, 495.95, 16.778, -5.74)","(685.62, 492.983, 14.036, -5.63)","(703.034, 491.673, 12.871, -3.17)","(718.868, 493.093, 16.151, 0.039)","(730.639, 496.363, 11.58, 7.392)","(740.742, 502.259, 8.969, 8.092)","(753.089, 507.136, 15.157, 1.849)","(765.059, 514.669, 14.862, 11.398)","(775.787, 524.804, 13.423, 8.872)","(785.196, 531.062, 4.938, 11.927)","(787.214, 538.765, 3.512, 8.364)","(793.731, 553.3, -3.524, 15.411)","(796.64, 569.654, 0.745, 3.4)","(795.678, 584.543, -3.25, 21.326)","(794.035, 613.434, -3.316, 34.935)","(794.65, 640.221, 2.25, 23.946)","(792.544, 654.895, -6.711, 0.835)","(783.702, 663.406, -13.933, 9.932)","(767.731, 675.314, -24.626, 10.629)","(743.149, 680.437, -27.604, -0.813)"
80,"(600.285, 463.926, 22.029, 15.957)","(623.551, 476.429, 19.949, 16.479)","(648.693, 492.314, 22.959, 22.736)","(675.086, 508.22, 24.663, 24.888)","(699.077, 525.298, 22.869, 6.187)","(719.041, 532.99, 23.663, 16.269)","(740.845, 539.667, 30.664, 3.337)","(762.478, 541.434, 20.574, 21.309)","(773.961, 560.569, 11.404, 35.054)","(786.961, 586.113, 3.099, 38.588)","(785.468, 629.222, -12.499, 22.565)","(778.075, 651.39, -7.433, 27.959)","(746.926, 663.826, -35.711, -4.263)","(710.45, 655.95, -38.17, -12.113)","(677.252, 641.34, -32.274, -11.214)","(653.301, 636.026, -32.219, -10.656)","(653.301, 636.026, -32.219, -10.656)","(653.301, 636.026, -32.219, -10.656)","(653.301, 636.026, -32.219, -10.656)","(653.301, 636.026, -32.219, -10.656)","(653.301, 636.026, -32.219, -10.656)","(653.301, 636.026, -32.219, -10.656)","(653.301, 636.026, -32.219, -10.656)","(653.301, 636.026, -32.219, -10.656)","(653.301, 636.026, -32.219, -10.656)","(653.301, 636.026, -32.219, -10.656)","(653.301, 636.026, -32.219, -10.656)","(653.301, 636.026, -32.219, -10.656)","(653.301, 636.026, -32.219, -10.656)","(653.301, 636.026, -32.219, -10.656)","(653.301, 636.026, -32.219, -10.656)","(653.301, 636.026, -32.219, -10.656)","(653.301, 636.026, -32.219, -10.656)","(653.301, 636.026, -32.219, -10.656)","(653.301, 636.026, -32.219, -10.656)"
