,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
23,"(674.476, 457.102, 77.056, 12.129)","(710.868, 471.598, 69.733, -8.602)","(746.616, 490.977, 87.235, 33.333)","(785.605, 516.776, 74.712, 21.006)","(808.262, 548.468, 7.795, 60.179)","(810.603, 585.2, -22.642, 0.604)","(811.097, 641.343, 42.223, 58.699)","(790.574, 670.05, -74.621, 2.099)","(741.524, 687.037, -52.128, 39.133)","(690.393, 688.902, -42.965, -37.806)","(641.533, 686.273, -88.721, 49.203)","(590.545, 684.482, -68.832, 10.812)","(540.903, 681.711, 0.102, -11.104)","(491.667, 677.216, -100.716, 24.983)","(442.788, 670.455, -59.688, 53.568)","(392.41, 670.618, -62.234, 44.055)","(343.01, 664.269, -7.847, -47.221)","(296.834, 668.112, -80.739, 34.87)","(247.187, 668.461, -57.956, 30.852)","(201.39, 669.143, -9.773, -42.725)","(161.171, 663.69, -26.243, -7.278)","(125.894, 638.427, 2.214, 9.052)","(110.024, 596.244, -15.115, -88.139)","(105.798, 547.122, -16.815, -95.627)","(86.694, 502.509, -66.523, -46.019)","(64.689, 463.507, -8.223, -48.272)","(53.102, 437.916, 35.857, -66.469)","(65.068, 419.354, 15.049, -71.324)"
24,"(315.163, 390.883, 11.249, 27.935)","(338.888, 385.909, 69.329, 2.952)","(367.626, 386.136, 40.417, -23.305)","(398.243, 384.857, -17.478, -15.876)","(432.759, 389.401, 17.3, -32.052)","(458.742, 380.914, 3.697, -0.782)","(485.147, 373.718, -9.862, -17.148)","(513.295, 365.265, 43.683, 42.137)","(546.531, 347.14, 66.285, -31.57)","(583.402, 330.594, 49.859, -13.327)","(609.967, 316.73, -4.852, -24.423)","(633.579, 308.252, 3.352, 37.875)","(657.266, 305.329, -25.181, 20.617)","(676.209, 293.184, 35.723, -22.217)","(696.682, 274.963, 62.941, -56.292)","(712.176, 253.335, 38.699, -61.222)","(730.662, 236.327, 11.928, -10.624)","(754.923, 221.722, -33.121, -53.242)","(772.027, 201.689, -19.874, -72.598)","(788.131, 175.844, 55.65, -38.062)","(793.668, 139.914, -4.571, 21.761)","(799.369, 114.688, 3.259, -72.962)","(801.237, 86.556, -5.462, 48.151)","(779.146, 70.34, 39.959, -13.488)","(763.55, 74.721, -31.627, 46.306)","(713.133, 75.811, -95.307, -41.691)","(677.967, 74.048, 19.147, 42.797)","(648.962, 74.604, -36.591, 35.341)"
25,"(604.937, 301.684, 32.271, -34.986)","(628.955, 279.769, 57.275, -65.134)","(657.647, 263.83, 67.94, 3.665)","(685.268, 251.922, 39.31, -7.652)","(720.864, 242.374, 15.929, -26.616)","(752.65, 235.775, 55.334, 11.679)","(770.65, 224.776, 2.137, -27.965)","(782.445, 211.885, -11.915, -40.615)","(805.187, 176.178, 8.596, -24.313)","(804.006, 128.561, 52.063, -46.864)","(803.753, 84.52, -10.713, 25.162)","(775.533, 56.228, 2.192, -6.633)","(727.53, 51.125, -30.947, -4.211)","(675.06, 54.555, -85.493, 11.335)","(621.077, 60.224, -12.357, -29.867)","(579.253, 67.353, -41.835, 21.729)","(528.611, 64.042, -84.815, 9.094)","(490.78, 66.505, -40.152, -15.846)","(448.396, 67.256, -12.013, -8.304)","(405.013, 63.468, -85.714, -16.266)","(364.357, 61.761, -33.008, -38.349)","(320.184, 63.024, -50.971, -44.73)","(281.797, 66.033, -30.846, 18.045)","(244.409, 63.055, 7.972, 4.334)","(212.43, 68.14, -15.758, -63.661)","(178.768, 63.963, -78.455, -42.214)","(134.877, 79.034, -85.085, 46.941)","(102.846, 114.036, 1.415, 48.341)"
26,"(719.611, 300.914, 15.726, -20.861)","(748.307, 267.516, -19.118, -52.657)","(774.329, 250.345, 15.879, 13.03)","(789.315, 233.267, 50.892, -16.5)","(796.873, 199.5, 39.248, -93.587)","(815.496, 148.549, -18.178, -35.1)","(811.39, 109.845, 30.498, -16.5)","(804.774, 76.327, -31.134, -40.827)","(791.54, 61.198, -12.46, 3.276)","(752.521, 54.881, -63.497, -29.079)","(706.097, 56.489, 0.548, 5.499)","(658.7, 59.531, -20.979, -45.117)","(609.252, 64.842, -8.774, 19.608)","(570.659, 61.462, -34.88, -45.184)","(523.813, 59.161, -89.83, 41.817)","(484.465, 57.896, -4.019, 7.736)","(443.846, 59.361, -40.144, -44.331)","(401.038, 61.193, -57.184, 38.811)","(361.305, 64.115, -39.503, -36.531)","(324.188, 68.78, -96.506, 2.594)","(282.069, 71.438, -0.237, 49.321)","(242.8, 67.645, -50.901, -32.983)","(205.56, 70.019, 0.771, 38.572)","(169.308, 69.74, 9.645, -27.884)","(126.65, 91.197, -56.035, 26.422)","(114.057, 135.679, -54.833, 111.768)","(114.619, 191.829, 17.317, 28.652)","(106.032, 240.935, 30.179, 7.543)"
27,"(419.196, 334.025, 33.085, -28.31)","(453.464, 318.936, 39.473, -26.508)","(487.822, 301.523, 18.48, -25.911)","(518.352, 291.302, 13.949, -9.028)","(550.388, 284.282, 20.729, -0.077)","(583.473, 276.752, 39.346, -6.463)","(611.242, 265.654, 25.769, 7.575)","(637.75, 257.081, 35.025, -19.093)","(663.099, 249.034, 6.109, 1.5)","(684.563, 243.976, 33.149, 8.418)","(703.903, 241.452, 29.895, 6.296)","(723.699, 237.589, 21.592, 4.229)","(742.109, 233.497, 13.391, -9.436)","(757.947, 227.357, 33.81, -2.736)","(778.055, 221.322, 8.584, -24.221)","(788.563, 196.535, -10.865, -25.281)","(790.763, 165.167, -17.886, -43.571)","(783.741, 129.023, -24.935, -12.592)","(780.822, 106.956, 25.247, -43.792)","(748.627, 101.22, -17.237, 16.092)","(701.076, 93.214, -38.354, 9.721)","(668.698, 101.069, -33.732, 20.471)","(646.385, 105.181, -15.224, -9.512)","(643.682, 112.197, 53.793, 66.051)","(638.291, 113.824, 20.344, -2.347)","(622.112, 111.188, -40.254, -44.138)","(601.351, 110.882, -29.0, -25.854)","(573.243, 112.933, -7.57, -43.415)"
28,"(564.388, 437.708, 16.671, 17.327)","(596.676, 444.608, 20.432, 23.258)","(624.93, 452.649, 45.228, 11.576)","(655.739, 461.61, 26.12, 23.646)","(687.149, 477.158, 26.67, 14.051)","(722.622, 493.154, 31.957, 16.323)","(754.389, 500.25, 29.263, 7.201)","(777.165, 508.29, 14.8, -7.286)","(786.362, 516.761, 9.7, 28.311)","(795.894, 544.001, -2.184, 29.467)","(803.871, 590.382, 2.422, 45.904)","(807.114, 635.041, 1.306, 56.821)","(805.863, 663.434, 8.179, 17.402)","(794.426, 667.621, -9.486, 19.868)","(768.523, 685.885, -48.406, 27.716)","(729.622, 688.193, -39.509, 12.597)","(695.176, 684.417, -31.693, -7.349)","(659.012, 682.875, -31.928, -1.891)","(627.422, 683.282, -21.038, 15.899)","(592.572, 685.101, -36.633, -3.462)","(550.15, 683.197, -37.851, -0.219)","(511.008, 678.655, -45.724, -0.464)","(473.104, 672.375, -37.818, -12.942)","(432.701, 669.196, -36.274, -14.928)","(387.451, 669.149, -73.705, 9.703)","(337.08, 672.83, -55.144, 33.387)","(288.648, 670.126, -4.453, 6.434)","(244.743, 667.681, -15.806, -16.696)"
29,"(310.866, 546.903, 48.763, -12.002)","(348.343, 550.176, 38.915, -8.853)","(383.701, 553.68, 33.484, 17.182)","(418.662, 554.172, 36.725, 8.671)","(449.705, 553.086, 20.085, 6.819)","(478.781, 551.16, 41.646, -11.56)","(509.445, 551.219, 33.456, 1.834)","(540.88, 549.867, 15.265, -4.472)","(570.98, 550.757, 39.754, 6.911)","(598.361, 547.694, 39.894, -3.883)","(625.846, 541.962, 45.072, 13.815)","(656.444, 540.669, 23.425, 1.475)","(685.863, 541.675, 20.58, -13.714)","(712.708, 542.563, 19.839, 7.437)","(731.439, 539.035, 31.359, -5.746)","(751.505, 538.599, 32.676, 2.218)","(767.904, 537.154, 15.581, 8.679)","(772.362, 557.213, 20.995, 26.828)","(774.13, 577.565, -3.839, 13.574)","(775.349, 626.438, 2.526, 35.397)","(775.589, 655.589, -22.432, 7.588)","(743.293, 659.272, -33.725, 1.677)","(707.135, 657.379, -22.777, -15.35)","(678.468, 655.723, -27.318, -14.132)","(658.638, 656.045, -31.668, 18.05)","(640.235, 667.08, -31.183, 27.04)","(609.863, 683.13, -43.619, 28.455)","(566.796, 687.879, -105.295, 8.029)"
30,"(765.7, 508.422, 41.546, 46.563)","(790.33, 546.454, 7.592, 36.499)","(798.119, 591.912, -17.46, 52.965)","(795.096, 645.7, 4.231, 58.411)","(757.93, 662.524, -50.709, 8.146)","(710.871, 669.092, -44.535, -2.907)","(665.573, 670.629, -57.834, 14.572)","(620.346, 670.538, -52.298, 7.671)","(573.784, 668.118, -56.381, -16.676)","(529.545, 664.233, -37.52, -8.982)","(485.56, 660.984, -32.004, -14.32)","(440.594, 659.487, -41.772, 10.42)","(393.477, 658.274, -34.796, 0.251)","(350.75, 658.905, -46.298, -0.885)","(306.317, 659.032, -60.799, 2.1)","(264.407, 661.85, -30.626, 5.911)","(220.892, 666.629, -29.677, 17.687)","(180.044, 662.026, -34.942, -17.088)","(140.736, 652.612, -21.106, -59.67)","(123.393, 608.194, 1.682, -41.154)","(108.858, 563.691, -15.265, -43.461)","(95.205, 521.1, -3.199, -57.926)","(83.011, 477.296, -7.581, -37.091)","(74.754, 435.53, -4.964, -33.908)","(70.202, 397.823, -2.16, -37.079)","(29.905, 379.445, -45.921, -16.726)","(None, None, None, None)","(None, None, None, None)"
31,"(603.07, 378.105, 27.186, -9.715)","(633.771, 370.381, 33.474, -0.23)","(660.078, 358.899, 40.041, -24.986)","(686.473, 350.195, 12.8, -21.046)","(710.53, 336.64, 0.445, -27.713)","(726.927, 319.321, 36.879, -10.206)","(746.63, 300.224, 21.181, -15.212)","(762.429, 287.444, 15.331, -0.859)","(778.576, 278.252, 29.9, -23.744)","(790.782, 266.234, 27.135, -0.965)","(799.408, 256.381, 15.362, 4.161)","(806.291, 249.436, 21.311, 3.853)","(812.209, 238.755, 11.125, -17.511)","(817.3, 222.141, 10.623, -12.094)","(813.133, 206.463, 0.59, -2.618)","(814.645, 186.833, 8.003, -38.104)","(814.383, 172.171, 2.657, -1.384)","(807.698, 140.822, 0.339, -25.078)","(809.322, 103.996, 15.801, -57.829)","(790.144, 82.308, -32.287, -19.439)","(773.167, 58.49, -8.578, -10.789)","(731.62, 54.418, -47.537, 9.372)","(692.438, 62.115, -39.362, 2.886)","(656.619, 56.783, -23.238, 15.463)","(624.175, 56.267, -46.894, -13.545)","(585.316, 55.713, -55.265, -11.433)","(547.808, 57.119, -42.314, 5.644)","(505.073, 57.692, -58.27, -6.057)"
32,"(341.168, 253.305, 29.032, -20.44)","(379.547, 246.79, 28.414, -23.11)","(411.396, 242.363, 29.32, 9.351)","(446.354, 233.673, 42.716, 10.07)","(485.621, 231.188, 47.553, 6.449)","(519.092, 230.907, 44.072, -7.115)","(554.724, 231.977, 36.929, -4.758)","(589.161, 228.872, 33.975, -22.543)","(626.798, 223.256, 51.643, -7.639)","(657.035, 218.426, 33.687, 11.555)","(683.66, 214.955, 30.907, -7.786)","(702.967, 214.116, 13.463, -7.738)","(725.931, 213.85, 17.621, 8.632)","(751.167, 209.98, 17.344, -1.19)","(777.86, 194.418, 17.173, -33.361)","(786.71, 159.188, 18.176, -11.571)","(798.232, 132.615, 11.771, -29.867)","(807.857, 98.266, -2.759, -30.391)","(791.502, 76.042, -5.693, -38.997)","(764.904, 56.287, -46.642, -13.437)","(720.206, 54.412, -43.616, 23.137)","(679.456, 59.838, -56.825, -2.752)","(640.668, 60.12, -18.284, 19.323)","(603.673, 62.88, -36.68, -0.003)","(565.867, 60.186, -42.964, 6.996)","(526.383, 57.541, -53.695, -7.694)","(485.759, 55.969, -54.369, -9.476)","(441.611, 56.145, -28.96, 13.457)"
33,"(547.535, 311.418, 49.442, -6.359)","(580.064, 302.104, 29.811, -4.755)","(610.355, 286.166, 10.307, -14.715)","(630.974, 267.826, 25.661, -11.624)","(654.571, 257.193, 28.915, -19.819)","(675.869, 243.733, 13.079, 6.587)","(700.789, 235.38, 14.83, 6.953)","(722.288, 223.976, 0.78, -9.765)","(746.375, 219.361, 11.065, 25.273)","(763.803, 213.851, 23.598, -22.21)","(776.15, 196.296, -4.076, -39.873)","(780.518, 158.307, 10.115, -51.821)","(786.703, 119.135, 13.842, -52.143)","(783.666, 97.001, -12.194, 7.77)","(745.751, 87.163, -64.469, -5.389)","(701.382, 93.361, -44.219, 10.167)","(676.408, 99.723, -30.773, -6.421)","(658.65, 105.487, -40.317, -8.621)","(646.666, 113.97, -0.376, 0.164)","(633.154, 113.9, -22.067, 2.349)","(628.261, 113.967, -20.073, 8.038)","(617.659, 113.973, -36.056, -1.378)","(611.136, 113.791, -24.253, -9.748)","(609.716, 113.035, -42.38, -5.298)","(598.168, 113.899, -73.911, -0.207)","(577.299, 113.719, -36.947, 2.992)","(546.371, 105.102, -45.433, -17.727)","(506.149, 95.938, -40.85, -9.411)"
34,"(331.222, 445.629, 44.898, -6.122)","(366.529, 452.915, 22.002, -5.386)","(395.72, 460.969, 38.378, -4.092)","(425.101, 471.989, 25.567, 18.497)","(455.424, 476.68, 36.414, -11.714)","(487.501, 480.086, 43.552, -4.123)","(518.692, 485.097, 20.41, -2.304)","(550.458, 492.037, 17.324, 14.996)","(581.323, 493.843, 26.626, 4.123)","(611.433, 493.059, 20.556, -13.52)","(644.078, 495.552, 43.665, 6.674)","(673.899, 501.305, 39.733, -0.556)","(705.614, 508.568, 29.992, 1.194)","(739.842, 516.322, 32.718, 17.108)","(766.565, 524.015, 30.643, 3.129)","(782.135, 547.323, 17.568, 37.533)","(794.185, 578.187, 18.988, 47.123)","(801.225, 629.222, -6.92, 50.463)","(788.043, 658.293, -23.327, 0.888)","(757.997, 670.067, -42.604, 16.224)","(723.222, 673.243, -46.08, -2.346)","(689.962, 669.595, -20.408, -0.698)","(659.33, 668.059, -17.866, 6.697)","(627.421, 677.149, -28.002, 23.395)","(589.437, 687.904, -51.824, 18.194)","(545.206, 683.844, -46.664, -7.411)","(506.069, 677.1, -33.668, -9.406)","(473.557, 670.365, -30.258, -8.917)"
35,"(708.051, 183.711, 55.765, 2.063)","(740.443, 180.039, 26.943, 0.432)","(775.037, 185.028, 7.39, 14.205)","(784.113, 140.042, 5.671, -35.94)","(779.424, 93.949, -40.816, -27.263)","(730.219, 91.74, -52.708, -8.914)","(685.004, 92.857, -43.541, 7.621)","(643.528, 92.492, -34.613, -4.53)","(601.45, 94.187, -51.659, 1.8)","(563.525, 94.474, -34.408, 3.191)","(518.55, 83.066, -48.23, -14.432)","(474.533, 80.601, -38.528, 11.912)","(429.676, 81.352, -36.189, -2.456)","(383.65, 81.736, -57.728, -15.859)","(338.892, 80.646, -54.559, 1.528)","(295.015, 80.278, -34.722, -15.194)","(247.069, 81.673, -43.456, -10.795)","(202.722, 80.153, -52.663, -8.997)","(159.158, 76.941, -35.567, 7.238)","(122.448, 104.466, -38.216, 44.515)","(104.623, 148.43, -12.278, 32.918)","(93.571, 190.758, -3.151, 50.623)","(87.668, 232.903, 2.412, 47.455)","(84.599, 277.606, -2.507, 39.417)","(77.022, 319.084, -22.726, 52.741)","(71.446, 354.724, -14.308, 29.78)","(None, None, None, None)","(None, None, None, None)"
36,"(262.039, 368.423, 27.15, -10.553)","(287.294, 366.367, 24.464, -3.911)","(311.571, 361.383, 14.804, 0.043)","(338.341, 356.939, 16.654, -20.662)","(365.977, 348.648, 42.675, -21.123)","(393.172, 342.235, 40.646, -5.808)","(422.811, 333.015, 29.515, -4.368)","(450.686, 325.405, 21.038, -4.471)","(478.625, 320.905, 33.461, 5.652)","(505.568, 315.281, 32.815, 0.793)","(530.824, 312.359, 20.243, -15.558)","(556.638, 310.257, 42.223, -14.524)","(582.852, 304.97, 11.747, -17.92)","(609.115, 295.995, 12.547, -3.23)","(638.943, 288.924, 29.013, -1.379)","(669.428, 279.336, 34.127, -17.414)","(693.388, 274.542, 14.012, 6.7)","(715.57, 266.907, 20.028, 3.487)","(732.171, 253.886, 19.685, -27.616)","(749.677, 235.463, 22.874, -1.508)","(770.513, 216.959, 26.668, 2.048)","(778.866, 196.093, -0.199, -7.913)","(786.482, 164.181, 11.605, -13.889)","(787.417, 135.172, -1.983, -21.967)","(785.577, 112.49, 6.37, -2.166)","(774.021, 95.754, -4.591, -14.68)","(748.031, 85.877, -64.319, -4.912)","(695.855, 76.008, -36.172, 3.115)"
37,"(458.772, 279.328, 32.717, -27.433)","(493.119, 263.062, 50.725, -7.346)","(528.561, 254.512, 31.26, -25.417)","(561.676, 243.575, 34.443, -2.466)","(597.84, 235.375, 37.385, 11.637)","(632.292, 228.925, 31.006, 4.174)","(661.521, 222.933, 18.897, 2.388)","(685.111, 222.602, 28.622, -14.451)","(710.651, 223.808, 29.489, 1.289)","(734.962, 226.292, 24.776, 4.534)","(752.443, 227.135, 44.812, -31.737)","(767.769, 225.039, 10.212, -14.713)","(783.876, 219.508, -5.469, -5.169)","(785.652, 208.134, -16.038, -7.728)","(794.752, 178.24, 48.222, -46.803)","(801.736, 148.039, 8.419, -22.373)","(810.067, 107.616, -7.807, -39.123)","(788.607, 78.149, -20.989, -26.709)","(758.357, 56.776, -40.552, -25.4)","(714.712, 57.166, -33.393, 9.899)","(671.178, 62.593, -38.234, 12.954)","(636.037, 59.47, -21.072, 12.577)","(601.726, 54.043, -20.907, -6.166)","(564.645, 55.113, -47.238, 6.993)","(522.018, 56.72, -38.073, -9.589)","(476.339, 59.478, -44.65, 14.826)","(432.515, 61.15, -39.957, -13.457)","(385.869, 62.099, -31.568, 9.196)"
38,"(470.153, 472.832, 32.995, 5.19)","(515.922, 482.251, 50.834, 7.768)","(552.381, 487.238, 50.396, 5.446)","(582.877, 489.943, 26.065, 7.851)","(611.847, 495.808, 14.959, 10.759)","(643.029, 495.999, 51.625, 5.236)","(677.515, 496.755, 43.618, -10.703)","(714.016, 497.714, 43.016, -5.338)","(742.619, 503.748, 37.274, 15.27)","(767.749, 514.816, 13.493, 20.869)","(787.057, 526.253, 7.497, 33.872)","(795.931, 555.18, -2.753, 31.685)","(803.071, 595.651, -14.859, 36.651)","(804.055, 634.112, 17.045, 15.323)","(807.983, 661.698, -10.744, 21.806)","(786.503, 680.964, -46.78, 14.721)","(748.795, 688.527, -21.3, 14.315)","(712.036, 687.09, -26.57, -5.203)","(677.306, 686.33, -32.282, -0.343)","(641.42, 684.266, -50.969, -9.88)","(610.317, 688.348, -37.15, 16.003)","(570.31, 690.451, -53.363, -6.302)","(518.553, 683.424, -47.807, -13.432)","(476.501, 678.095, -38.406, 7.18)","(436.043, 676.736, -37.981, 14.535)","(395.426, 675.136, -46.093, -10.679)","(354.042, 679.052, -31.722, 19.914)","(312.795, 679.334, -46.213, -9.72)"
39,"(515.071, 243.987, 33.618, -1.042)","(549.542, 230.193, 25.145, -27.118)","(580.202, 222.448, 35.819, -20.557)","(614.068, 216.368, 13.338, -9.508)","(645.266, 210.682, 29.154, -14.612)","(677.532, 207.488, 34.751, -8.17)","(696.947, 204.866, 6.799, -3.185)","(725.215, 199.52, 45.072, -13.947)","(753.341, 193.132, 32.182, -31.983)","(769.394, 187.178, 24.454, -4.023)","(774.167, 169.479, -5.004, -56.318)","(772.364, 134.843, -4.157, -25.09)","(763.507, 110.886, -0.356, -30.15)","(768.05, 91.855, 6.783, -34.306)","(760.042, 62.918, -33.723, -18.304)","(723.835, 62.005, -38.985, 3.061)","(678.909, 68.195, -34.384, 8.657)","(632.88, 69.107, -38.396, 11.868)","(591.926, 69.667, -36.063, -9.279)","(544.963, 73.346, -45.837, 14.385)","(505.41, 82.239, -29.088, 11.649)","(460.735, 89.097, -38.891, 0.576)","(418.378, 93.193, -27.48, 12.036)","(374.19, 93.517, -37.203, 1.119)","(330.321, 94.304, -27.303, 9.331)","(286.593, 93.572, -51.591, -0.995)","(244.381, 91.361, -47.188, 5.132)","(208.264, 85.562, -32.66, 22.315)"
40,"(572.652, 358.061, 23.637, -23.691)","(601.861, 334.13, 20.14, -15.339)","(632.803, 311.658, 37.999, -15.584)","(663.464, 293.279, 16.689, -33.116)","(690.65, 265.801, 16.132, -31.193)","(715.554, 251.476, 27.127, 0.253)","(738.435, 238.816, 11.239, -8.113)","(757.179, 223.035, 6.057, -32.934)","(779.668, 208.476, 18.289, -32.203)","(784.351, 170.235, -7.016, -32.768)","(779.066, 136.949, -25.327, -21.914)","(786.029, 102.081, -0.933, -33.123)","(749.611, 77.461, -46.636, -3.476)","(709.759, 72.238, -30.81, -2.035)","(662.658, 65.721, -57.389, -12.019)","(618.743, 61.327, -47.15, 0.642)","(574.323, 65.045, -44.634, 8.709)","(529.469, 73.234, -51.993, -4.798)","(487.792, 83.301, -26.688, 13.289)","(446.701, 88.588, -32.037, 10.122)","(403.684, 92.936, -53.106, 6.536)","(360.947, 93.351, -31.208, 7.64)","(320.601, 93.419, -37.179, 16.8)","(278.813, 93.735, -41.992, 6.326)","(243.006, 94.832, -24.164, 14.94)","(209.94, 93.248, -52.901, 25.769)","(180.378, 98.936, -13.327, -0.227)","(159.106, 89.799, -45.497, -1.835)"
41,"(458.777, 221.313, 39.842, -3.267)","(501.545, 213.403, 29.769, -24.81)","(533.907, 203.798, 24.252, -2.074)","(568.036, 201.736, 28.864, -18.157)","(611.369, 193.872, 32.322, -0.251)","(642.014, 183.556, 35.77, -4.956)","(671.651, 175.856, 32.429, 1.089)","(698.382, 187.378, 10.775, 12.69)","(722.463, 194.252, 15.514, -17.97)","(736.94, 194.635, 17.238, -10.256)","(754.69, 196.573, 50.593, 8.756)","(773.635, 183.832, 10.185, -26.619)","(774.178, 143.098, -31.053, -73.779)","(763.539, 119.562, -2.458, -4.866)","(765.375, 98.694, 37.286, -27.816)","(768.484, 79.689, -68.437, -6.663)","(714.897, 82.032, -63.271, -8.924)","(675.558, 89.512, -25.961, -3.211)","(638.427, 81.522, -46.792, -1.764)","(595.432, 79.017, -26.351, 2.49)","(548.716, 85.0, -28.246, 18.014)","(508.594, 97.721, -29.764, 9.223)","(468.653, 100.265, -44.527, 15.662)","(424.832, 100.306, -59.04, 11.794)","(383.387, 99.549, -34.073, -16.711)","(337.719, 98.138, -47.061, 1.219)","(295.444, 97.762, -47.947, -16.79)","(253.178, 95.024, -36.094, 6.335)"
42,"(759.7, 299.668, 22.778, -38.245)","(783.9, 270.332, 10.052, -22.885)","(804.714, 240.619, 1.314, -20.492)","(813.283, 216.066, 20.207, -7.992)","(816.565, 203.549, 4.478, 8.394)","(809.484, 202.076, -18.113, 7.507)","(826.539, 165.349, 18.583, -62.325)","(826.539, 165.349, 18.583, -62.325)","(826.52, 164.906, -1.126, -26.589)","(826.52, 164.906, -1.126, -26.589)","(826.52, 164.906, -1.126, -26.589)","(826.52, 164.906, -1.126, -26.589)","(826.52, 164.906, -1.126, -26.589)","(826.52, 164.906, -1.126, -26.589)","(826.52, 164.906, -1.126, -26.589)","(826.52, 164.906, -1.126, -26.589)","(826.52, 164.906, -1.126, -26.589)","(826.52, 164.906, -1.126, -26.589)","(826.52, 164.906, -1.126, -26.589)","(826.52, 164.906, -1.126, -26.589)","(826.52, 164.906, -1.126, -26.589)","(826.52, 164.906, -1.126, -26.589)","(826.52, 164.906, -1.126, -26.589)","(826.52, 164.906, -1.126, -26.589)","(826.52, 164.906, -1.126, -26.589)","(826.52, 164.906, -1.126, -26.589)","(826.52, 164.906, -1.126, -26.589)","(826.52, 164.906, -1.126, -26.589)"
43,"(560.924, 251.08, 39.503, -11.888)","(592.794, 232.56, 35.669, -26.353)","(623.122, 211.186, 43.491, -32.563)","(649.642, 188.008, 19.611, -30.419)","(675.455, 171.223, 29.286, -17.267)","(688.413, 166.066, 21.865, -5.679)","(692.933, 166.014, 33.268, -0.498)","(692.933, 166.014, 33.268, -0.498)","(701.391, 166.095, 29.188, -4.517)","(715.557, 166.001, 26.734, -16.371)","(721.79, 166.004, 20.328, -23.18)","(723.195, 166.035, 23.172, -1.165)","(735.767, 170.478, 8.649, 2.194)","(750.489, 186.44, 27.627, 20.189)","(763.257, 191.02, -2.264, -16.984)","(773.48, 175.16, 9.991, -36.993)","(777.979, 139.417, -10.076, -56.102)","(781.454, 106.507, -2.686, -48.57)","(759.033, 98.586, -36.154, -10.723)","(703.939, 93.477, -65.733, -1.599)","(669.966, 97.763, -28.219, 11.589)","(630.722, 85.403, -69.194, -12.972)","(591.737, 76.218, -51.314, -2.713)","(547.199, 79.203, -30.019, 16.533)","(508.734, 88.175, -35.773, 15.224)","(468.483, 93.043, -31.822, 18.744)","(428.613, 95.465, -53.728, 8.001)","(389.863, 96.872, -49.229, -11.863)"
44,"(244.007, 325.286, 30.486, -23.39)","(268.833, 316.187, 28.801, 0.488)","(293.421, 306.107, 16.123, -8.473)","(317.936, 297.413, 11.699, 4.815)","(342.524, 290.209, 28.987, -9.269)","(366.497, 284.94, 10.594, 9.221)","(390.65, 279.271, 22.416, -7.608)","(415.194, 277.699, 15.318, -7.712)","(437.974, 274.37, 14.896, -6.388)","(461.037, 272.866, 27.74, 14.424)","(484.924, 269.992, 10.246, -4.683)","(510.995, 268.699, 35.017, -1.485)","(536.97, 267.17, 30.831, 6.207)","(564.107, 264.655, 28.269, -16.031)","(592.027, 262.845, 30.473, -8.776)","(616.771, 260.165, 28.368, 7.232)","(644.121, 256.166, 17.078, 1.388)","(669.455, 253.104, 13.772, -16.073)","(690.373, 250.389, 25.681, 10.272)","(705.159, 249.654, 7.6, 8.62)","(721.109, 247.737, 13.277, -3.559)","(735.432, 242.365, 16.371, -11.567)","(745.047, 236.439, 7.343, -12.193)","(755.965, 224.395, 19.747, -30.34)","(773.55, 196.974, 17.982, -4.962)","(775.639, 173.951, -1.754, 0.512)","(781.423, 154.395, -1.962, -40.982)","(791.051, 124.709, 15.419, -16.322)"
45,"(725.761, 359.948, 47.943, -16.124)","(757.46, 333.416, 16.86, -9.494)","(783.97, 309.396, 33.44, -37.266)","(804.508, 284.464, 6.921, -37.004)","(816.493, 261.303, 8.23, -29.084)","(824.449, 243.598, 12.118, -15.723)","(828.679, 222.391, -3.465, -17.42)","(829.017, 213.195, -8.81, -16.322)","(821.955, 206.293, -18.548, -7.309)","(823.375, 202.153, -5.465, 3.504)","(818.453, 205.004, -10.147, 5.089)","(812.516, 185.927, -4.309, -21.268)","(807.874, 153.463, -13.725, -51.065)","(801.205, 117.633, -7.552, -27.456)","(786.99, 88.416, -28.205, -21.28)","(757.75, 58.399, -40.858, -0.64)","(717.527, 53.572, -58.078, 7.775)","(672.269, 55.287, -56.643, -14.891)","(627.915, 54.617, -45.183, -16.276)","(583.276, 54.053, -52.614, 11.243)","(533.415, 55.23, -55.248, -8.73)","(491.505, 58.319, -43.99, 11.054)","(447.156, 60.451, -46.759, 9.264)","(403.351, 61.475, -51.617, -14.51)","(360.854, 63.407, -52.5, -9.694)","(318.418, 64.602, -29.342, -4.566)","(277.222, 64.364, -32.289, -11.902)","(235.848, 65.195, -34.033, -4.481)"
