,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
10,"(469.522, 415.808, 35.736, 16.295)","(508.478, 422.567, 51.075, 1.522)","(543.256, 428.382, 23.363, 15.957)","(581.351, 438.006, 46.179, 19.657)","(615.124, 444.818, 19.619, 21.656)","(647.904, 456.679, 40.172, 22.433)","(681.894, 477.852, 22.062, 17.909)","(711.746, 491.395, 41.809, 3.935)","(738.244, 510.222, 15.777, 14.677)","(760.168, 522.147, 26.698, 31.583)","(778.412, 543.31, 15.685, 27.893)","(781.625, 581.899, -10.024, 83.99)","(791.517, 629.319, 31.919, 29.521)","(793.153, 656.397, -45.807, 0.553)","(753.666, 671.029, -36.227, 1.131)","(714.774, 674.37, -50.647, 18.247)","(678.422, 678.274, -39.275, -0.426)","(643.057, 675.56, -46.076, -9.263)","(604.63, 676.73, -25.832, -10.884)","(565.945, 676.969, -58.937, -0.807)","(525.936, 676.337, -37.356, 13.661)","(479.701, 676.797, -39.401, -3.63)","(434.397, 672.683, -37.699, 5.539)","(387.093, 670.293, -42.494, 1.718)","(338.054, 670.829, -53.671, -17.179)","(298.345, 663.778, -26.658, -21.915)","(261.133, 659.63, -45.575, 0.612)","(227.883, 659.282, -46.452, -10.305)","(192.035, 660.965, -37.267, -4.937)","(160.936, 656.44, -29.231, 16.541)","(130.247, 638.425, -8.127, -40.996)","(116.048, 599.246, -21.979, -52.783)"
11,"(250.435, 278.776, 45.725, -12.874)","(282.438, 273.968, 42.715, -15.725)","(317.845, 269.227, 44.888, -2.965)","(353.51, 268.474, 26.228, 2.805)","(390.828, 263.418, 45.326, 6.785)","(426.182, 258.851, 31.883, -13.097)","(462.138, 254.605, 19.959, -18.527)","(496.928, 248.396, 39.93, -17.686)","(533.38, 243.258, 30.968, -8.373)","(565.41, 237.055, 30.312, -2.367)","(595.353, 235.355, 35.195, 1.498)","(625.523, 231.027, 37.29, -5.063)","(655.686, 231.727, 25.997, 8.059)","(680.623, 229.88, 23.338, -7.134)","(706.376, 229.401, 17.617, 2.382)","(729.008, 224.719, 10.999, -1.826)","(750.795, 222.603, 35.906, -0.258)","(775.354, 211.498, 3.488, -29.497)","(786.087, 173.686, 12.402, -40.09)","(782.766, 145.305, 1.852, -23.355)","(786.358, 115.448, -4.996, -43.787)","(764.107, 87.861, -28.21, -24.853)","(731.016, 86.874, -55.438, -1.026)","(691.305, 79.307, -25.367, -5.794)","(654.414, 78.112, -24.916, 0.084)","(614.484, 81.577, -38.487, 3.993)","(577.303, 92.875, -24.47, 19.867)","(549.837, 95.902, -36.296, -10.452)","(515.198, 96.374, -21.474, 15.265)","(477.308, 95.864, -45.756, 2.022)","(441.484, 96.054, -45.724, 14.742)","(404.37, 95.947, -36.651, 11.961)"
12,"(390.447, 406.217, 20.235, 19.853)","(425.227, 420.949, 32.555, 19.052)","(461.395, 432.444, 25.391, 17.079)","(499.048, 440.211, 21.243, -4.339)","(534.51, 449.323, 25.502, 16.098)","(569.726, 457.896, 43.515, 17.961)","(605.448, 464.569, 36.397, -3.539)","(641.759, 475.83, 36.963, 5.421)","(674.848, 483.064, 38.327, 6.787)","(703.902, 488.905, 33.452, 12.339)","(730.704, 494.821, 9.204, 2.975)","(752.77, 501.755, 6.903, -9.988)","(768.989, 511.823, 26.656, 1.285)","(785.972, 533.356, 19.841, 40.011)","(796.719, 557.182, 32.529, 19.155)","(810.84, 580.695, 6.534, 16.967)","(810.948, 627.265, -11.171, 30.31)","(816.442, 657.494, -14.868, 19.032)","(807.968, 674.933, -25.19, -3.553)","(782.183, 690.753, -35.799, 24.41)","(744.03, 694.162, -42.206, -5.007)","(703.426, 690.405, -22.323, 12.76)","(665.628, 692.093, -49.848, 11.475)","(622.147, 693.734, -37.665, -16.043)","(577.963, 693.838, -47.488, -1.144)","(538.168, 690.965, -33.728, -7.647)","(498.664, 691.18, -37.124, -12.824)","(455.934, 689.33, -39.818, -3.879)","(415.263, 686.453, -55.715, 0.531)","(372.869, 685.441, -40.658, 3.817)","(331.561, 683.444, -30.481, -14.955)","(297.245, 682.104, -35.309, 11.783)"
13,"(513.297, 451.846, 54.72, 27.247)","(553.797, 466.807, 27.147, 16.955)","(591.278, 474.407, 28.457, 1.789)","(625.348, 485.023, 42.674, -2.715)","(655.743, 496.517, 18.265, -3.263)","(687.564, 507.104, 27.569, 13.793)","(718.158, 519.579, 21.291, 18.886)","(745.212, 528.359, 44.711, 7.696)","(774.639, 548.409, 12.809, 10.974)","(796.676, 592.145, -6.35, 40.204)","(805.51, 628.901, 10.78, 27.402)","(803.907, 656.978, -5.621, 28.754)","(791.424, 672.416, -17.042, 21.461)","(755.956, 691.293, -26.662, -7.736)","(713.674, 695.236, -52.132, -8.819)","(674.852, 694.516, -48.948, -12.078)","(635.338, 693.814, -41.076, 8.4)","(593.31, 693.497, -58.64, -13.059)","(551.6, 690.129, -50.802, -17.874)","(509.31, 689.286, -43.533, -6.305)","(464.732, 686.603, -52.175, -12.261)","(420.314, 684.414, -40.89, -0.893)","(378.972, 684.148, -57.168, -1.832)","(335.166, 683.715, -53.321, 11.672)","(288.729, 680.627, -52.611, -2.31)","(251.533, 679.678, -37.17, 5.213)","(213.331, 678.959, -44.792, -2.783)","(172.237, 679.398, -28.397, -6.797)","(130.467, 655.608, -42.312, -29.074)","(102.787, 617.888, -21.991, -35.578)","(82.069, 577.368, -3.867, -25.733)","(64.351, 538.999, -14.998, -37.472)"
14,"(606.247, 246.178, 15.864, -20.084)","(637.772, 231.593, 24.531, -11.195)","(674.037, 218.847, 41.507, -20.481)","(708.648, 209.226, 41.411, 4.211)","(739.946, 204.475, 12.475, 5.149)","(769.079, 198.318, 56.025, -9.649)","(778.844, 161.483, -8.406, -56.614)","(771.268, 130.074, -12.622, -11.378)","(769.003, 109.578, -22.888, -24.164)","(764.703, 102.389, -4.284, -26.36)","(761.523, 93.123, -4.272, -29.372)","(755.349, 86.405, -11.299, -17.916)","(770.908, 77.117, 21.344, -7.462)","(731.344, 67.218, -60.159, -0.16)","(687.18, 68.448, -44.385, 9.937)","(642.269, 70.559, -28.808, -14.482)","(600.005, 72.934, -36.315, 13.082)","(555.201, 74.626, -46.183, 4.652)","(508.082, 76.132, -48.653, 8.186)","(466.956, 80.994, -36.736, 6.528)","(426.501, 84.363, -30.749, 20.1)","(383.533, 87.678, -43.256, 11.376)","(341.418, 88.57, -29.595, 5.64)","(299.12, 89.745, -41.777, -3.154)","(257.879, 89.548, -47.374, 3.631)","(219.359, 85.925, -26.153, 3.316)","(182.312, 88.0, -54.333, 4.252)","(141.594, 85.112, -38.284, 41.654)","(119.419, 120.691, -4.03, 34.516)","(112.396, 162.264, 4.058, 44.008)","(111.943, 202.98, 5.627, 40.789)","(109.127, 243.041, -0.547, 23.179)"
15,"(655.375, 296.945, 22.75, -50.647)","(689.811, 268.667, 47.307, -22.505)","(721.719, 245.29, 43.597, -16.505)","(750.121, 228.097, 25.801, -29.822)","(777.844, 217.064, 22.821, -16.501)","(786.356, 184.985, -2.787, -54.814)","(794.255, 141.524, 11.625, -44.386)","(802.637, 105.25, -9.565, -29.248)","(791.25, 81.261, -31.397, -9.617)","(769.079, 57.146, -36.31, -19.111)","(712.174, 58.364, -71.818, -5.316)","(665.879, 66.195, -27.578, 18.949)","(624.096, 67.617, -43.138, 8.587)","(582.574, 67.231, -45.05, -16.691)","(545.045, 67.1, -51.857, -14.082)","(507.576, 69.183, -40.044, 0.296)","(469.34, 71.668, -45.65, -1.531)","(427.997, 71.558, -53.253, -4.099)","(389.076, 71.021, -24.867, -2.864)","(347.275, 71.78, -46.962, 13.207)","(308.022, 73.128, -57.35, -12.466)","(267.632, 74.869, -39.279, 3.445)","(229.54, 76.603, -32.509, 8.169)","(190.084, 78.472, -49.838, 8.539)","(150.325, 75.146, -46.685, 14.39)","(118.814, 104.772, -12.33, 31.966)","(102.637, 145.246, 1.049, 54.09)","(93.526, 185.404, -7.673, 44.105)","(85.646, 226.018, 10.326, 40.406)","(79.768, 266.096, 4.675, 43.509)","(72.859, 300.894, -7.241, 32.561)","(69.448, 332.516, -10.328, 40.898)"
16,"(552.733, 175.535, 58.793, -8.042)","(592.515, 172.253, 40.502, -6.617)","(627.309, 166.35, 45.123, 7.449)","(656.494, 166.07, 27.395, -1.253)","(673.488, 166.186, 45.408, 9.235)","(684.023, 166.039, 17.435, 2.199)","(695.229, 166.067, 29.066, -3.009)","(715.809, 166.605, 21.461, 4.55)","(733.855, 166.437, 7.225, -10.834)","(750.996, 168.856, 25.376, -2.716)","(763.281, 181.774, 24.846, 16.172)","(781.664, 169.119, -7.767, -22.563)","(777.567, 138.825, 6.473, 0.642)","(779.631, 111.43, 31.277, -41.42)","(761.704, 88.253, -57.993, -20.646)","(718.425, 82.656, -58.478, 6.3)","(672.488, 78.845, -52.064, 11.841)","(626.354, 81.538, -53.182, 12.888)","(585.85, 95.693, -19.993, 2.008)","(561.454, 103.988, -28.792, -7.632)","(517.572, 98.266, -56.427, -19.666)","(476.68, 96.625, -34.53, -6.145)","(434.093, 96.054, -54.326, 5.207)","(390.836, 96.601, -29.432, 13.84)","(347.006, 95.801, -51.823, -14.129)","(306.861, 97.169, -32.771, 3.303)","(266.393, 94.34, -28.39, -13.418)","(226.772, 92.27, -51.596, -2.388)","(191.108, 94.925, -38.365, -0.309)","(161.915, 90.898, -50.128, -6.27)","(128.929, 117.204, -8.654, 23.686)","(123.62, 156.047, -10.86, 20.907)"
17,"(301.291, 427.83, 24.407, 29.315)","(338.36, 437.419, 20.715, 10.143)","(367.558, 445.136, 19.111, -0.817)","(395.979, 451.675, 28.593, 5.14)","(427.284, 457.759, 27.701, -11.92)","(462.221, 460.384, 36.835, -1.654)","(496.914, 464.472, 35.539, -7.173)","(531.947, 470.605, 46.206, 0.694)","(566.362, 479.314, 42.082, 5.746)","(599.032, 485.281, 35.152, -5.185)","(628.382, 493.98, 40.008, 0.256)","(660.982, 504.75, 39.997, 8.789)","(691.856, 514.204, 38.174, 25.249)","(718.598, 522.482, 37.882, 1.502)","(746.83, 529.253, 21.34, -10.668)","(765.178, 531.722, -3.311, 10.958)","(776.025, 540.676, -12.981, 0.33)","(781.965, 557.582, -18.966, 3.782)","(775.365, 587.734, -26.566, 73.416)","(767.83, 624.999, -1.447, 26.17)","(780.149, 652.346, 8.744, 29.959)","(744.967, 656.522, -47.088, 5.533)","(710.497, 655.791, -56.192, -6.401)","(670.358, 661.175, -28.996, 26.685)","(629.779, 667.109, -31.613, -13.33)","(596.628, 661.52, -34.725, -0.776)","(554.366, 658.013, -29.134, -1.572)","(525.368, 645.978, -35.218, -1.43)","(511.082, 643.253, -12.332, 3.777)","(502.055, 649.329, -33.893, 15.68)","(447.797, 643.975, -58.618, 1.516)","(415.81, 636.058, -28.257, -2.509)"
18,"(691.222, 168.399, 26.741, -0.118)","(720.499, 166.076, 43.626, -11.264)","(746.582, 166.81, 24.3, 3.053)","(767.407, 176.155, 10.63, -1.135)","(781.52, 178.317, 10.636, 20.258)","(793.987, 149.252, 12.011, -30.043)","(791.206, 110.663, 11.778, -52.353)","(771.65, 90.443, -24.537, -17.529)","(728.862, 104.411, -80.888, 11.52)","(685.613, 107.747, -25.743, -3.575)","(647.832, 108.103, -28.977, -9.414)","(608.311, 111.195, -41.554, 1.311)","(576.283, 113.641, -45.248, -2.713)","(549.772, 105.499, -26.176, -25.232)","(510.299, 96.512, -41.093, -8.504)","(472.411, 93.997, -36.184, -8.824)","(432.015, 92.596, -31.919, 13.873)","(392.475, 92.128, -37.118, -0.554)","(349.913, 89.726, -47.341, -9.824)","(307.594, 88.132, -57.288, -17.751)","(266.265, 85.958, -48.834, -13.917)","(226.827, 81.722, -33.301, -17.915)","(188.061, 80.027, -20.753, -4.532)","(144.803, 77.156, -27.074, 21.96)","(119.458, 109.908, -8.839, 46.377)","(101.888, 148.714, -8.197, 24.213)","(91.481, 188.899, -18.954, 56.658)","(85.232, 229.152, 9.395, 49.762)","(80.723, 269.41, 6.887, 42.02)","(75.19, 307.467, -16.985, 21.752)","(72.28, 337.167, -10.558, 37.544)","(67.92, 366.875, -22.594, 8.366)"
19,"(366.153, 530.683, 56.618, -10.039)","(411.098, 529.635, 39.966, 9.852)","(452.134, 530.824, 52.934, -3.905)","(491.111, 529.978, 40.816, -9.098)","(530.258, 531.576, 31.075, 10.18)","(571.096, 535.396, 57.332, 17.846)","(604.682, 535.574, 44.563, -13.696)","(638.009, 533.424, 43.543, 15.181)","(664.866, 536.576, 13.063, 4.668)","(695.13, 539.271, 14.554, 7.533)","(722.305, 538.906, 23.061, -13.576)","(743.979, 541.95, 34.741, 21.548)","(769.377, 546.707, 30.485, 12.084)","(779.551, 579.586, 20.81, 31.302)","(778.827, 623.423, -7.593, 10.552)","(773.699, 641.216, 19.174, 11.782)","(759.35, 658.421, -61.331, -1.46)","(728.895, 653.973, -18.253, -3.842)","(700.855, 658.869, -20.717, 3.718)","(665.53, 663.755, -32.332, -1.153)","(621.253, 665.108, -45.963, 1.296)","(579.492, 663.77, -34.646, -6.154)","(534.589, 654.728, -43.198, -25.712)","(504.61, 654.127, -55.668, 20.281)","(453.94, 653.629, -44.043, 0.549)","(416.575, 642.119, -16.332, -6.124)","(392.858, 636.17, -43.938, 1.809)","(369.987, 636.04, -54.786, -10.268)","(330.348, 636.514, -35.098, -6.06)","(288.57, 639.277, -41.068, -1.016)","(251.123, 642.915, -25.066, 2.411)","(220.753, 652.723, -23.68, 17.499)"
