,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
20,"(318.551, 482.977, 25.022, 1.186)","(353.869, 489.26, 51.315, 19.267)","(391.587, 493.88, 41.789, 3.474)","(428.376, 497.407, 44.712, 11.651)","(464.557, 498.985, 42.834, -7.698)","(503.789, 501.374, 51.692, -5.482)","(537.709, 505.314, 15.884, 13.775)","(570.264, 507.537, 28.391, 8.388)","(603.45, 509.629, 49.919, -11.712)","(634.719, 513.91, 47.255, 12.129)","(663.31, 521.256, 18.551, 22.969)","(689.013, 530.237, 45.118, 15.222)","(711.653, 542.93, 29.46, 6.35)","(733.466, 550.631, 12.906, -4.583)","(752.116, 553.893, 13.409, 5.543)","(769.564, 548.321, 19.042, -28.145)","(790.404, 570.418, -1.839, 24.956)","(803.785, 614.917, 12.364, 22.45)","(809.818, 643.137, 3.326, 36.507)","(800.793, 663.624, -1.086, 21.873)","(779.865, 680.933, -48.591, 20.746)","(748.291, 690.683, -15.761, 4.954)","(713.462, 691.951, -51.102, -4.199)","(675.643, 692.176, -52.33, -14.435)","(638.853, 695.508, -24.312, 16.582)","(597.025, 694.586, -52.192, 0.676)","(558.032, 693.532, -36.711, -10.055)","(518.868, 691.292, -35.182, -2.292)","(475.224, 691.221, -50.269, -5.842)","(433.758, 682.251, -57.853, -13.359)","(387.702, 681.518, -61.451, 15.11)","(348.874, 682.082, -33.221, -10.331)"
21,"(602.663, 450.645, 35.253, 1.569)","(627.19, 461.175, 44.951, 3.034)","(658.261, 473.608, 31.844, 1.989)","(684.876, 482.704, 20.577, -0.117)","(707.998, 494.654, 3.089, 22.162)","(738.036, 508.061, 42.668, 27.172)","(764.558, 523.168, 27.369, 17.887)","(781.038, 544.239, 17.739, 34.374)","(802.609, 582.031, 18.1, 48.429)","(810.048, 626.637, 12.273, 43.751)","(810.626, 658.788, 5.637, 22.601)","(795.797, 681.369, -21.697, 15.087)","(753.029, 694.256, -55.064, 14.11)","(707.34, 692.241, -48.165, -19.169)","(661.209, 693.294, -61.879, 18.705)","(607.08, 690.715, -34.846, -2.956)","(557.702, 691.749, -65.486, 2.078)","(512.909, 692.222, -49.336, -11.742)","(461.488, 689.458, -46.441, 6.067)","(410.624, 686.268, -28.986, -15.62)","(367.36, 684.285, -41.713, 16.646)","(325.255, 683.319, -29.745, -13.684)","(279.945, 682.423, -57.716, -0.777)","(233.994, 683.832, -38.075, 14.053)","(201.617, 689.098, -13.808, -9.734)","(177.183, 682.393, -29.674, -26.751)","(134.693, 661.454, -41.715, -31.958)","(107.779, 620.786, -25.195, -29.887)","(90.69, 579.687, -30.729, -29.353)","(75.981, 539.964, -3.849, -29.131)","(67.846, 501.905, 3.748, -49.492)","(61.531, 468.556, -15.152, -23.837)"
22,"(243.543, 326.624, 17.683, -7.871)","(271.794, 320.74, 14.074, 9.382)","(297.922, 317.451, 10.588, 4.574)","(326.976, 312.642, 25.56, -2.971)","(356.67, 308.125, 25.31, -7.45)","(388.806, 304.543, 32.667, -16.027)","(419.767, 300.153, 31.674, -5.707)","(452.619, 295.222, 19.131, 0.156)","(485.548, 290.569, 37.829, 6.518)","(519.965, 285.142, 46.634, 4.078)","(552.43, 280.787, 37.204, -16.79)","(583.404, 276.25, 18.862, -6.254)","(612.948, 273.15, 20.459, 1.138)","(642.267, 269.319, 26.429, -10.68)","(670.862, 264.674, 36.63, 6.91)","(697.405, 262.602, 9.253, 6.514)","(718.16, 258.397, 21.015, 4.822)","(737.007, 253.568, 19.587, -21.238)","(754.93, 246.154, 9.885, -4.184)","(769.185, 239.506, 27.11, -0.861)","(786.089, 227.439, 23.045, -2.494)","(796.871, 211.364, 19.956, -10.691)","(802.929, 186.421, 15.192, -10.056)","(796.316, 157.189, -16.012, -36.836)","(798.295, 131.516, -3.287, -19.862)","(801.057, 105.22, 4.217, -48.447)","(793.968, 88.404, -16.296, -8.314)","(771.589, 77.401, -10.705, 5.452)","(742.302, 71.087, -43.211, -19.487)","(712.521, 65.634, -34.338, 3.852)","(676.824, 63.956, -46.141, 6.513)","(644.213, 62.801, -38.811, 0.261)"
23,"(489.221, 525.167, 47.491, -4.303)","(522.781, 527.343, 22.147, 7.986)","(560.504, 533.784, 47.832, 14.723)","(600.678, 541.129, 52.18, 0.794)","(636.591, 547.447, 29.767, 1.847)","(667.972, 553.0, 39.076, 1.729)","(691.891, 558.456, 36.712, -9.516)","(721.835, 560.0, 29.432, -0.547)","(749.867, 559.653, 8.949, -5.548)","(772.496, 562.042, 9.135, 44.645)","(768.816, 599.642, -3.3, 81.797)","(766.842, 641.019, 19.544, 40.307)","(764.635, 666.266, -61.474, 17.041)","(708.914, 659.574, -50.158, 2.141)","(673.631, 669.045, -35.925, 26.412)","(629.36, 675.529, -53.225, -9.165)","(584.373, 673.853, -52.409, -0.661)","(538.134, 670.186, -49.147, 6.883)","(490.064, 672.323, -75.162, 10.3)","(438.247, 660.956, -52.746, -23.055)","(399.738, 644.502, -33.659, -14.468)","(378.465, 636.02, -24.62, -0.141)","(361.681, 636.058, -55.188, -11.032)","(319.671, 637.19, -47.163, 1.578)","(280.68, 638.768, -39.012, -0.59)","(247.843, 640.984, -20.63, 19.884)","(220.563, 647.747, -11.308, 11.37)","(191.961, 651.088, -42.779, -15.743)","(161.81, 652.941, -45.699, 3.056)","(131.808, 642.56, -21.343, -51.636)","(121.366, 600.68, -19.052, -35.737)","(115.557, 555.024, 6.939, -31.783)"
24,"(261.454, 472.778, 18.814, -2.678)","(293.885, 479.976, 15.662, 20.152)","(322.168, 484.219, 44.318, -7.155)","(354.684, 488.123, 21.472, 0.935)","(387.965, 491.271, 44.299, -9.451)","(423.295, 492.655, 26.844, -15.741)","(456.545, 494.462, 18.086, -6.194)","(489.113, 495.336, 25.156, 13.139)","(521.937, 498.844, 45.847, 4.09)","(556.661, 503.154, 19.752, -2.624)","(588.397, 507.455, 34.364, 19.232)","(618.807, 511.574, 26.476, 14.502)","(647.83, 516.522, 16.194, 12.087)","(673.567, 520.521, 27.398, 20.766)","(699.799, 525.707, 30.672, 3.757)","(718.584, 529.0, 25.918, 18.871)","(737.123, 527.815, 13.683, -19.217)","(749.839, 529.607, 10.974, -17.378)","(762.215, 528.545, 15.365, 13.755)","(775.809, 542.833, 14.806, 18.833)","(786.152, 582.403, 6.065, 34.142)","(786.811, 620.012, -10.966, 21.472)","(790.971, 652.815, -25.517, 4.305)","(754.975, 664.645, -66.176, -8.172)","(720.638, 665.816, -65.526, 14.548)","(681.509, 669.232, -38.105, -14.588)","(648.925, 671.991, -50.965, 7.225)","(610.308, 668.182, -32.631, 6.066)","(573.151, 665.925, -43.264, -6.947)","(538.818, 656.059, -17.044, 17.494)","(508.589, 654.998, -49.263, -1.217)","(461.116, 656.333, -37.835, -9.748)"
25,"(649.744, 225.941, 28.157, 6.741)","(688.894, 216.401, 55.861, -26.506)","(722.829, 207.823, 24.148, 0.157)","(752.584, 199.34, 11.341, -1.438)","(770.043, 192.413, -7.716, -29.98)","(766.878, 137.12, -13.986, -34.111)","(759.227, 110.257, -14.355, -12.732)","(754.389, 90.142, -32.194, -14.354)","(750.649, 77.209, 8.935, -1.197)","(764.215, 78.248, 15.525, -7.389)","(738.303, 73.747, -52.886, -3.689)","(693.151, 86.333, -47.708, 25.802)","(649.944, 97.137, -52.532, 20.275)","(611.181, 110.771, -25.5, 26.02)","(585.675, 113.935, -20.63, 12.928)","(577.705, 113.934, -42.142, 3.48)","(570.793, 113.86, -19.268, -4.12)","(566.035, 113.964, -10.263, -1.4)","(556.101, 113.154, -13.403, -8.798)","(513.19, 102.465, -41.386, -3.173)","(470.835, 99.96, -50.309, 3.306)","(427.699, 97.61, -40.699, 1.982)","(386.856, 96.738, -44.023, 6.405)","(345.11, 95.44, -34.334, -9.915)","(305.413, 94.19, -38.528, -2.184)","(264.778, 95.468, -36.134, -18.449)","(227.283, 91.144, -39.389, -12.646)","(190.834, 91.294, -45.304, -4.392)","(155.573, 80.967, -44.019, -7.631)","(125.852, 98.431, -35.913, 27.363)","(109.879, 142.88, -17.372, 47.295)","(104.616, 192.117, 7.129, 35.549)"
26,"(651.487, 481.891, 51.055, 10.096)","(681.179, 493.15, 44.674, -5.213)","(708.243, 500.831, 43.796, 24.282)","(736.353, 508.802, 20.422, -0.585)","(754.145, 517.901, 12.383, 21.784)","(784.524, 536.494, 22.69, 18.348)","(806.271, 570.8, 1.631, 15.191)","(810.513, 605.405, 15.247, 58.653)","(815.677, 643.368, 13.857, 37.986)","(811.777, 668.599, -3.191, 28.017)","(787.522, 684.847, -44.227, 9.342)","(741.89, 691.512, -39.463, 3.42)","(700.782, 690.069, -45.691, -2.376)","(658.446, 687.338, -46.867, 3.34)","(614.273, 682.481, -57.829, -13.478)","(566.338, 678.19, -39.567, 3.462)","(523.917, 673.768, -47.224, -9.648)","(472.742, 670.996, -40.638, -10.346)","(424.326, 662.35, -23.052, -13.743)","(380.66, 651.169, -28.304, 3.663)","(340.773, 644.514, -43.629, -5.156)","(296.08, 640.726, -48.219, -9.586)","(259.521, 639.863, -22.831, -0.052)","(227.832, 641.613, -41.691, 12.773)","(212.994, 645.535, -6.312, 18.262)","(195.22, 653.63, -22.084, -6.457)","(165.609, 654.591, -31.85, -0.71)","(137.219, 646.807, -28.794, -33.972)","(125.502, 601.102, 6.407, -52.843)","(121.78, 557.541, 9.181, -42.491)","(116.127, 517.912, -2.773, -37.088)","(110.427, 477.916, -3.182, -45.996)"
27,"(355.394, 400.769, 39.005, 20.633)","(396.285, 401.28, 24.377, -13.172)","(432.236, 403.463, 32.83, 0.364)","(470.035, 407.062, 35.633, 3.44)","(507.869, 407.279, 51.779, -8.954)","(544.883, 411.775, 44.494, 0.601)","(582.221, 416.732, 41.194, 11.702)","(617.094, 422.121, 16.447, 10.926)","(649.971, 430.072, 24.783, -0.948)","(681.193, 440.094, 39.244, 6.621)","(706.908, 451.204, 18.031, 14.847)","(731.701, 462.233, 9.676, 19.578)","(751.913, 472.742, 7.023, -0.814)","(768.949, 485.15, 10.899, 19.901)","(785.783, 498.77, 21.651, 14.343)","(798.56, 510.076, 17.154, -2.232)","(807.466, 517.138, -3.685, -5.195)","(812.989, 523.415, -8.842, 20.327)","(812.918, 528.686, 14.958, -2.055)","(806.158, 538.175, -19.107, 26.479)","(815.13, 564.7, -20.19, 27.043)","(803.296, 590.57, -20.056, 37.162)","(807.359, 623.892, 6.468, 23.918)","(811.229, 649.905, 14.862, 44.595)","(801.419, 668.179, -11.269, -0.794)","(778.601, 684.079, -43.06, 21.56)","(745.468, 689.684, -47.23, -4.625)","(708.786, 692.101, -26.005, 5.104)","(666.463, 693.243, -52.719, -9.251)","(627.637, 693.071, -33.371, -5.77)","(588.153, 692.234, -31.696, 5.243)","(548.642, 687.542, -38.886, -7.743)"
28,"(311.385, 534.675, 39.861, 4.312)","(353.337, 534.557, 33.905, -13.411)","(393.872, 535.407, 53.979, -5.944)","(431.047, 535.258, 16.443, 6.552)","(466.666, 537.686, 22.352, 17.531)","(504.821, 539.795, 21.387, 12.726)","(539.084, 543.408, 17.726, 0.977)","(574.159, 547.622, 28.101, 9.757)","(611.232, 548.93, 39.767, -12.217)","(648.189, 550.927, 39.877, 9.298)","(683.38, 552.459, 25.974, 3.305)","(715.798, 550.566, 46.377, -14.296)","(744.372, 553.4, 16.088, -9.526)","(770.531, 549.951, 24.939, -7.776)","(781.192, 570.916, 24.962, 23.936)","(791.233, 608.608, -17.103, 35.793)","(779.015, 640.417, 9.524, 26.251)","(773.944, 658.199, -16.461, -10.792)","(741.536, 654.76, -51.72, -5.676)","(706.299, 656.958, -52.53, 8.918)","(668.466, 662.832, -25.312, -9.007)","(625.46, 666.414, -41.089, -7.808)","(584.638, 663.273, -39.56, 0.036)","(541.964, 658.156, -35.572, 7.507)","(511.871, 653.765, -42.729, 1.005)","(462.322, 656.749, -23.099, -14.699)","(424.631, 649.271, -19.663, -14.426)","(396.566, 641.042, -32.945, -4.051)","(361.631, 637.052, -41.433, 8.253)","(322.173, 636.789, -38.84, -7.065)","(287.551, 636.69, -42.793, 2.625)","(252.102, 640.672, -31.881, -15.929)"
29,"(349.896, 275.373, 42.693, 10.578)","(388.121, 272.783, 37.317, 1.808)","(426.088, 266.44, 33.892, -17.006)","(464.765, 263.916, 48.839, -7.523)","(505.543, 261.739, 35.625, -12.335)","(546.343, 258.658, 47.944, -8.349)","(583.709, 256.305, 20.329, 3.431)","(614.221, 254.269, 34.849, -13.047)","(645.378, 248.874, 47.751, -23.788)","(679.484, 243.91, 39.328, -1.791)","(703.635, 242.242, 23.02, -16.543)","(727.749, 235.925, 33.23, -9.913)","(755.239, 227.49, 40.762, 4.279)","(778.803, 221.005, 10.585, -9.112)","(790.138, 199.864, 17.913, -41.061)","(799.105, 163.583, 2.449, -36.879)","(805.453, 136.18, 23.648, -25.714)","(804.335, 100.15, -11.303, -32.657)","(790.737, 76.105, -25.713, -8.791)","(762.903, 61.605, -33.671, -15.215)","(726.12, 58.8, -38.85, 16.674)","(692.324, 58.8, -31.777, -7.005)","(651.273, 55.856, -53.893, -10.172)","(608.388, 56.06, -47.213, 0.183)","(563.963, 56.632, -45.853, -9.213)","(520.118, 59.823, -40.058, 15.57)","(478.011, 60.016, -32.317, 2.955)","(434.557, 61.592, -48.998, 1.588)","(397.527, 61.117, -29.339, 5.379)","(362.974, 59.961, -17.562, 14.594)","(327.483, 60.424, -20.615, 0.043)","(292.5, 61.289, -33.387, 4.802)"
30,"(299.043, 246.264, 31.479, -12.285)","(329.366, 239.615, 32.22, -17.351)","(364.94, 235.072, 41.35, -18.767)","(396.149, 232.674, 25.697, -6.036)","(429.67, 228.705, 27.004, -8.464)","(467.545, 224.94, 22.992, -6.928)","(504.67, 222.487, 29.908, -0.176)","(540.593, 221.023, 38.466, -15.634)","(578.965, 216.933, 29.628, -2.969)","(614.473, 214.194, 15.732, 14.404)","(645.188, 213.629, 39.437, 1.225)","(674.133, 214.635, 41.154, -8.347)","(701.053, 213.049, 28.48, 12.54)","(726.632, 215.738, 14.8, -3.087)","(752.29, 211.251, 20.642, 0.254)","(783.535, 191.082, 40.013, -46.543)","(787.943, 154.814, -0.07, -50.312)","(777.358, 128.979, -10.127, -24.793)","(783.406, 108.478, 12.209, -16.359)","(771.979, 97.851, -5.101, -3.342)","(727.057, 101.085, -8.0, 0.263)","(696.759, 96.748, -27.061, -24.684)","(652.714, 85.047, -44.915, 1.866)","(611.795, 90.976, -58.913, 23.231)","(574.794, 107.436, -27.849, 12.393)","(561.532, 113.975, -29.697, 0.945)","(557.011, 113.548, -18.97, -14.221)","(516.632, 103.645, -47.003, 4.599)","(474.978, 99.254, -26.008, -6.682)","(434.73, 99.215, -40.407, 12.43)","(394.757, 98.688, -21.771, -14.639)","(356.276, 97.646, -48.323, -9.62)"
31,"(696.31, 207.592, 41.282, -10.422)","(742.078, 198.105, 59.566, 5.087)","(777.244, 174.305, -4.321, -63.485)","(781.15, 121.448, -10.116, -38.085)","(756.578, 90.033, -43.345, 1.532)","(707.857, 85.225, -58.021, -6.997)","(665.453, 88.141, -30.551, -1.577)","(621.562, 92.44, -47.946, -11.555)","(578.964, 93.798, -31.121, -10.711)","(536.948, 85.795, -41.295, -8.988)","(493.987, 82.421, -54.137, -5.51)","(449.226, 82.254, -38.572, 4.413)","(407.718, 83.485, -35.304, 10.817)","(367.571, 81.386, -52.04, 1.202)","(323.554, 80.455, -31.699, -7.129)","(278.486, 80.975, -32.427, -15.046)","(237.967, 79.272, -43.232, -0.531)","(196.825, 78.638, -38.718, -9.877)","(155.432, 77.518, -45.218, 11.264)","(122.449, 106.96, -34.026, 34.304)","(104.4, 148.953, -26.908, 40.688)","(96.164, 190.327, -3.752, 53.247)","(91.208, 232.062, 9.569, 48.131)","(84.868, 275.209, 2.852, 44.142)","(80.282, 312.345, 6.059, 23.868)","(73.15, 349.735, -6.439, 43.2)","(52.718, 366.097, -38.185, 1.35)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
32,"(709.634, 478.877, 38.531, 15.493)","(744.098, 497.427, 28.5, 7.958)","(777.04, 517.434, 16.546, 17.23)","(799.266, 537.75, 24.357, 37.103)","(812.523, 569.463, 11.546, 36.346)","(808.23, 606.819, 4.048, 39.066)","(810.625, 646.302, -6.048, 38.446)","(794.857, 676.539, -26.463, 20.841)","(757.861, 688.743, -29.243, -4.472)","(711.547, 685.835, -61.424, -0.974)","(669.806, 683.597, -26.865, -6.872)","(629.724, 683.561, -51.191, -15.566)","(587.431, 683.32, -31.582, 2.166)","(541.378, 680.944, -59.32, 4.951)","(498.847, 676.733, -52.683, -14.409)","(459.563, 672.862, -43.955, 7.037)","(417.878, 666.393, -44.648, 9.962)","(380.151, 659.246, -30.625, 4.251)","(340.047, 654.974, -54.671, -11.723)","(297.708, 652.768, -53.839, -0.849)","(257.919, 651.398, -54.601, 4.27)","(221.264, 659.448, -32.74, 20.278)","(185.086, 660.347, -45.136, 10.403)","(142.614, 659.767, -41.837, -34.336)","(118.712, 621.621, -6.879, -44.974)","(106.239, 579.542, 0.273, -39.337)","(94.783, 538.28, -7.649, -36.769)","(87.359, 497.175, 8.066, -40.047)","(78.227, 458.866, -12.055, -50.499)","(65.519, 426.522, -14.958, -25.948)","(58.945, 401.391, -26.809, -12.002)","(None, None, None, None)"
33,"(397.842, 286.292, 51.129, 12.738)","(439.877, 282.196, 54.238, 4.028)","(482.185, 279.703, 34.048, -26.073)","(519.581, 273.936, 31.557, -18.717)","(557.343, 270.204, 39.826, 1.172)","(591.871, 267.332, 35.531, 13.154)","(626.103, 262.81, 43.599, -6.054)","(659.249, 259.727, 20.023, -13.813)","(690.335, 254.952, 33.056, -16.472)","(715.58, 250.119, 27.536, -1.551)","(739.903, 240.988, 3.212, -3.661)","(761.334, 229.335, 22.756, -21.359)","(778.589, 206.08, 25.511, -20.59)","(791.521, 176.879, -1.55, -61.263)","(794.199, 138.146, 2.299, -47.419)","(793.798, 101.88, -17.965, -49.542)","(764.1, 83.223, -25.07, -12.635)","(719.69, 81.057, -34.4, 17.336)","(690.76, 81.418, -28.298, 8.099)","(650.704, 78.767, -43.913, -1.418)","(607.606, 84.928, -51.127, 9.44)","(574.442, 99.317, -38.529, 19.01)","(542.291, 101.401, -37.778, -6.515)","(499.537, 98.878, -34.019, 5.843)","(454.531, 98.284, -36.486, 6.978)","(409.618, 98.111, -55.77, 7.538)","(368.836, 95.708, -36.118, 1.419)","(331.936, 95.494, -39.66, 5.802)","(296.086, 95.237, -20.151, -11.747)","(260.548, 95.266, -44.921, 10.532)","(223.158, 92.261, -29.392, 9.515)","(186.975, 94.228, -42.203, -7.244)"
34,"(451.308, 166.004, 19.772, -8.888)","(474.866, 166.032, 18.375, -4.05)","(497.178, 166.039, 53.187, -7.146)","(514.498, 166.016, 44.078, -0.359)","(521.827, 166.023, 39.503, -1.429)","(521.827, 166.023, 39.503, -1.429)","(521.827, 166.023, 39.503, -1.429)","(536.229, 166.121, 41.834, -1.204)","(570.761, 167.613, 52.831, 16.226)","(599.063, 166.346, 49.137, 7.06)","(623.953, 166.708, 37.785, 2.258)","(651.857, 172.09, 12.231, 2.946)","(675.902, 180.415, 36.792, 33.617)","(710.28, 191.846, 44.007, -6.277)","(734.551, 195.7, 18.606, 0.923)","(751.317, 197.576, 12.004, -10.216)","(771.249, 199.529, 4.719, -25.869)","(765.961, 168.79, -1.8, -20.466)","(758.597, 133.533, -13.162, 11.642)","(756.032, 130.413, -0.878, -22.995)","(756.75, 126.113, 18.233, -27.784)","(768.947, 107.634, -4.235, -30.658)","(761.677, 91.603, -33.999, -21.572)","(731.98, 92.269, -40.891, 7.341)","(704.616, 84.22, -28.922, 5.625)","(663.867, 81.041, -34.604, 2.446)","(622.15, 78.616, -31.901, 2.325)","(585.825, 86.065, -41.681, 8.955)","(552.56, 92.702, -46.237, 3.759)","(516.861, 96.136, -21.386, -3.164)","(481.127, 97.552, -38.482, 17.616)","(446.287, 99.744, -45.206, 16.316)"
35,"(638.561, 353.834, 24.663, -5.973)","(663.964, 342.974, 24.059, -3.966)","(690.528, 328.815, 22.17, -29.908)","(715.247, 313.118, 34.145, -5.21)","(739.641, 297.572, 29.815, -25.341)","(759.971, 282.147, 28.342, -16.847)","(780.673, 268.278, 4.447, -9.108)","(793.937, 253.071, 11.823, -23.793)","(806.535, 236.245, 21.217, -10.582)","(811.657, 223.202, -2.956, -20.887)","(808.879, 209.615, -24.005, -11.765)","(817.119, 182.712, 12.98, -4.746)","(814.375, 151.589, -1.878, -31.253)","(808.308, 109.602, -21.899, -54.212)","(801.991, 83.017, -2.134, -14.833)","(774.541, 61.104, -34.234, -2.197)","(738.746, 54.643, -42.521, -16.755)","(700.351, 55.932, -40.465, 2.068)","(659.433, 59.25, -44.224, 15.865)","(615.445, 58.574, -33.486, 7.917)","(570.382, 60.748, -47.47, 10.186)","(526.138, 62.891, -37.832, -14.182)","(490.141, 62.401, -32.173, 9.615)","(445.159, 63.122, -56.801, -7.477)","(402.599, 62.537, -52.035, -13.975)","(359.835, 62.46, -52.742, -2.588)","(317.741, 63.826, -16.396, 8.319)","(279.937, 64.275, -29.614, -10.913)","(243.25, 65.297, -25.392, -7.906)","(209.015, 67.988, -47.853, -19.626)","(170.069, 67.339, -29.979, 8.808)","(125.973, 83.85, -25.277, 40.246)"
36,"(477.812, 192.566, 40.891, -13.337)","(518.416, 182.719, 55.045, -20.996)","(557.025, 173.6, 22.731, 5.804)","(591.225, 168.73, 31.193, -8.647)","(610.364, 166.138, 29.863, 2.712)","(626.521, 166.112, 40.053, 4.959)","(641.107, 166.082, 48.659, -8.533)","(653.297, 166.098, 34.758, 5.031)","(682.144, 166.118, 49.93, 5.317)","(712.734, 166.398, 19.226, -14.438)","(728.027, 166.368, 16.784, 9.439)","(748.584, 168.336, 23.496, 21.657)","(757.796, 174.356, 10.865, -7.204)","(773.237, 182.566, 27.357, 4.485)","(778.157, 151.896, -6.438, -25.067)","(774.39, 125.088, 6.656, -14.41)","(785.942, 96.658, -29.333, -19.618)","(768.441, 86.269, -11.088, -16.36)","(732.356, 73.899, -33.793, -0.623)","(696.729, 77.441, -42.865, 5.747)","(653.361, 78.286, -25.942, -3.194)","(612.806, 85.198, -26.194, 9.993)","(578.481, 99.009, -22.259, 29.437)","(548.127, 103.839, -38.507, -6.522)","(506.759, 100.16, -46.009, -8.081)","(468.347, 99.376, -27.108, -14.51)","(428.405, 97.77, -41.246, -1.09)","(384.357, 98.033, -48.172, 5.255)","(348.311, 97.193, -22.855, 1.435)","(314.001, 96.427, -26.135, 11.317)","(278.639, 96.048, -35.966, 12.478)","(242.941, 93.811, -53.999, 4.25)"
37,"(688.706, 314.425, 34.599, -9.319)","(718.566, 299.178, 34.961, -13.148)","(744.616, 286.542, 34.748, -23.199)","(763.597, 270.661, 8.187, -5.509)","(782.053, 254.468, 27.123, -20.068)","(795.898, 241.142, 12.603, -9.394)","(806.095, 218.832, 3.866, -29.75)","(808.639, 207.613, -0.339, -21.635)","(819.145, 187.873, 1.936, -6.762)","(825.657, 177.739, 22.428, 10.693)","(841.24, 170.534, 32.654, -25.892)","(842.748, 166.001, 6.806, -14.051)","(842.748, 166.001, 6.806, -14.051)","(842.748, 166.001, 6.806, -14.051)","(842.748, 166.001, 6.806, -14.051)","(842.748, 166.001, 6.806, -14.051)","(842.748, 166.001, 6.806, -14.051)","(842.748, 166.001, 6.806, -14.051)","(842.748, 166.001, 6.806, -14.051)","(842.748, 166.001, 6.806, -14.051)","(842.748, 166.001, 6.806, -14.051)","(842.748, 166.001, 6.806, -14.051)","(842.748, 166.001, 6.806, -14.051)","(842.748, 166.001, 6.806, -14.051)","(842.748, 166.001, 6.806, -14.051)","(842.748, 166.001, 6.806, -14.051)","(842.748, 166.001, 6.806, -14.051)","(842.748, 166.001, 6.806, -14.051)","(842.748, 166.001, 6.806, -14.051)","(842.748, 166.001, 6.806, -14.051)","(842.748, 166.001, 6.806, -14.051)","(842.748, 166.001, 6.806, -14.051)"
38,"(396.168, 476.177, 38.575, 11.13)","(436.776, 486.557, 28.284, -4.67)","(478.04, 494.312, 37.2, 8.235)","(520.466, 502.753, 43.087, -10.036)","(558.823, 508.793, 45.014, 12.289)","(598.616, 517.201, 33.188, 24.57)","(638.728, 521.924, 50.277, 0.866)","(672.896, 529.412, 33.059, -11.78)","(702.591, 533.506, 18.05, 8.791)","(728.735, 534.864, 10.706, 30.122)","(751.965, 530.932, 12.109, 2.784)","(775.038, 529.866, 21.919, 19.851)","(786.627, 545.258, 7.424, 37.891)","(802.227, 585.392, -4.996, 63.379)","(811.07, 625.688, -1.805, 48.403)","(815.902, 660.267, 2.097, 48.838)","(802.429, 682.307, -29.058, 36.714)","(763.224, 694.15, -29.192, 13.279)","(720.407, 690.916, -34.999, -2.125)","(680.201, 692.002, -31.11, 4.065)","(638.881, 692.822, -34.354, -1.485)","(597.77, 692.194, -37.141, -2.068)","(551.576, 690.536, -49.339, -16.515)","(507.079, 691.309, -20.807, 16.684)","(463.558, 689.967, -42.938, -7.345)","(419.966, 687.536, -54.324, -16.706)","(381.321, 686.766, -23.513, 2.707)","(340.811, 685.097, -44.325, 0.671)","(302.068, 684.64, -24.552, 5.378)","(264.393, 682.21, -46.768, 16.791)","(227.758, 681.516, -40.229, 1.29)","(193.754, 685.362, -46.385, 10.65)"
39,"(241.397, 233.541, 17.378, -17.504)","(265.987, 228.856, 15.428, 6.486)","(292.926, 222.119, 18.976, -6.462)","(319.741, 217.314, 26.794, 1.123)","(346.033, 217.235, 17.109, -10.913)","(373.95, 217.596, 19.61, -0.731)","(404.043, 219.633, 18.147, 16.289)","(435.339, 220.214, 35.322, -14.186)","(465.764, 221.864, 28.362, 10.79)","(494.64, 222.199, 29.867, 11.236)","(525.643, 223.853, 41.478, 11.946)","(553.01, 224.171, 20.517, 0.383)","(580.36, 226.155, 14.989, -2.449)","(604.897, 225.252, 30.085, -1.901)","(629.548, 226.918, 40.166, 0.072)","(652.154, 227.912, 30.454, 15.235)","(671.458, 226.64, 11.875, -1.34)","(690.483, 225.264, 20.483, 10.381)","(707.859, 225.779, 13.87, -0.961)","(724.116, 224.929, 6.661, 12.537)","(737.622, 225.494, 32.068, 7.076)","(751.501, 225.002, 2.22, -2.521)","(771.164, 217.845, 18.874, -3.385)","(774.939, 200.449, 3.357, -9.065)","(773.142, 178.2, -2.507, -31.069)","(774.635, 156.823, 9.004, -37.882)","(780.381, 133.565, -2.245, -35.517)","(789.767, 109.556, 17.671, -34.776)","(774.908, 100.861, -28.233, 9.188)","(753.293, 104.343, -0.782, -14.094)","(737.322, 101.666, -12.818, -19.677)","(720.814, 97.438, -28.275, 8.75)"
