,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
17,"(710.393, 534.345, 6.977, 20.332)","(732.787, 547.758, 43.255, 12.165)","(755.898, 552.879, 37.878, -5.905)","(770.442, 571.863, -22.301, 43.225)","(770.863, 626.861, 8.5, 39.276)","(779.527, 654.974, 1.677, 24.205)","(730.278, 655.228, -28.312, -10.713)","(688.159, 649.52, -27.21, -2.749)","(650.742, 646.237, -28.745, 1.32)","(609.438, 642.728, -37.996, -5.691)","(566.255, 639.786, -49.365, -1.614)","(523.463, 636.189, -60.077, -2.631)","(502.786, 636.109, -30.316, 0.37)","(488.241, 636.195, -55.252, 6.484)","(467.517, 636.364, -49.977, -0.019)","(446.112, 636.129, -53.171, 3.318)","(422.269, 636.031, -56.278, -15.995)","(396.766, 636.542, -55.288, 5.218)","(367.307, 636.008, -40.258, -0.578)","(347.54, 636.126, -32.763, 3.429)","(322.377, 636.078, -33.371, -6.889)","(304.703, 636.078, -38.038, -8.374)","(266.995, 637.148, -36.76, 11.394)","(230.027, 645.247, -18.714, 14.844)","(202.897, 657.981, -38.801, 0.423)","(166.695, 660.513, -21.762, 0.213)","(135.444, 647.221, -3.172, -17.168)","(120.511, 611.785, -12.8, -47.896)","(109.774, 575.774, 8.249, -27.575)","(105.059, 537.62, 9.527, -44.568)","(98.373, 497.793, -0.595, -48.916)","(93.747, 463.435, 6.346, -23.886)","(94.733, 432.036, -0.828, -25.705)","(90.281, 406.693, -1.672, -30.628)","(82.603, 392.203, -17.743, -6.616)","(59.047, 380.137, -60.804, -27.847)","(None, None, None, None)","(None, None, None, None)"
18,"(315.143, 384.724, 28.929, 3.214)","(359.617, 382.042, 35.626, -20.936)","(399.855, 374.086, 39.87, 2.684)","(435.41, 368.215, 31.992, 4.944)","(470.822, 363.222, 42.232, -0.914)","(506.925, 357.18, 34.127, 2.83)","(541.049, 350.354, 19.498, -2.565)","(573.38, 342.875, 20.167, -3.164)","(602.817, 333.723, 28.15, -21.544)","(631.668, 324.086, 21.318, -26.274)","(660.36, 314.246, 33.458, -22.216)","(686.412, 304.007, 35.136, -7.575)","(709.771, 293.343, 20.024, -25.001)","(732.218, 282.485, 27.845, -9.813)","(750.391, 274.002, 0.126, -10.545)","(765.403, 265.407, -0.034, 0.598)","(776.866, 257.046, -0.853, -10.382)","(786.946, 247.582, 17.225, -17.143)","(794.128, 233.48, 15.428, 0.41)","(795.566, 211.681, -1.122, -30.156)","(797.676, 175.413, -9.149, -24.189)","(795.261, 146.785, 0.945, -23.603)","(795.16, 109.505, 23.336, -19.086)","(765.465, 86.142, -55.188, -26.884)","(725.355, 85.678, -40.37, 21.718)","(694.989, 81.641, -45.208, -9.202)","(656.748, 81.502, -25.526, -16.343)","(617.682, 85.659, -19.047, 12.8)","(582.414, 88.678, -34.66, 11.707)","(533.141, 92.458, -42.909, 21.56)","(495.254, 97.652, -44.814, 11.358)","(456.564, 98.239, -31.556, 15.47)","(416.215, 96.898, -49.135, -6.155)","(374.87, 97.346, -40.346, -13.74)","(333.969, 97.596, -35.591, -6.345)","(297.008, 96.83, -21.544, -0.961)","(262.459, 98.524, -37.084, -16.431)","(225.558, 93.546, -22.221, -7.45)"
19,"(610.36, 174.937, 50.881, -11.777)","(650.056, 166.333, 48.69, -8.418)","(665.648, 166.005, 35.95, -1.852)","(669.371, 166.002, 34.324, -3.168)","(689.302, 166.03, 53.528, -9.828)","(710.632, 166.104, 34.257, -8.401)","(722.132, 166.077, 12.959, 3.954)","(739.955, 166.046, 35.559, 2.393)","(748.227, 166.184, 12.352, 2.264)","(755.561, 166.045, 3.297, -3.166)","(774.149, 171.158, 28.722, 15.13)","(786.878, 161.863, 11.718, 15.249)","(779.882, 164.248, 8.092, 2.739)","(791.508, 165.839, 37.191, -15.643)","(781.4, 158.607, -12.047, 9.487)","(771.005, 146.733, -13.781, -21.54)","(759.897, 146.948, -0.661, 0.16)","(756.057, 144.687, -33.748, -6.207)","(756.001, 151.871, -4.834, 4.681)","(756.387, 157.149, 9.043, 25.88)","(755.353, 163.607, -18.312, 22.011)","(759.619, 176.556, 10.958, 6.513)","(772.617, 175.111, -14.617, -47.585)","(770.185, 148.97, 3.772, -28.217)","(764.151, 134.234, 20.604, -3.081)","(770.029, 124.654, 27.89, -1.785)","(780.755, 104.174, 16.951, -20.183)","(759.162, 99.096, -26.343, -6.678)","(734.994, 96.949, -1.118, -11.788)","(708.692, 90.364, -23.445, -8.193)","(672.445, 82.601, -35.81, 7.895)","(631.341, 76.981, -59.485, 6.608)","(595.503, 78.79, -35.965, -15.855)","(557.715, 80.927, -40.07, -10.79)","(517.307, 83.296, -21.347, -5.069)","(479.22, 87.328, -23.146, 16.839)","(439.016, 88.26, -33.602, 1.675)","(401.001, 89.384, -51.997, -13.109)"
20,"(492.324, 200.412, 64.319, 6.045)","(545.114, 193.105, 38.041, -22.453)","(586.014, 180.383, 33.045, -17.641)","(618.044, 171.46, 16.659, 1.629)","(644.079, 166.343, 29.683, 8.625)","(655.957, 166.063, 34.34, 0.272)","(656.765, 166.037, 48.451, -1.539)","(656.765, 166.037, 48.451, -1.539)","(657.342, 166.02, 34.615, -1.051)","(676.452, 166.02, 67.451, -2.057)","(701.117, 166.016, 43.095, -10.355)","(726.073, 166.285, 37.545, 11.673)","(749.579, 169.568, 16.74, -12.496)","(763.504, 179.692, 33.606, -32.446)","(772.538, 182.558, 18.84, 0.965)","(794.733, 158.338, 19.054, -48.584)","(801.918, 117.287, 20.467, -45.526)","(807.632, 85.463, -14.178, -20.81)","(797.445, 65.978, -22.185, -10.611)","(765.208, 55.425, -47.533, 1.232)","(725.881, 56.484, -38.449, -3.497)","(686.316, 56.381, -52.812, -9.277)","(646.247, 57.786, -43.53, -4.911)","(606.943, 59.464, -48.959, 4.143)","(566.85, 59.32, -50.366, 6.988)","(522.69, 60.688, -34.903, -8.577)","(479.703, 61.097, -56.95, 16.059)","(441.03, 62.373, -23.71, 1.643)","(400.4, 62.626, -49.643, -7.831)","(362.371, 63.631, -28.665, 15.28)","(324.149, 63.971, -48.19, 0.286)","(290.165, 63.901, -31.057, 9.534)","(253.529, 64.13, -49.847, -9.582)","(218.889, 68.845, -22.613, -9.713)","(178.424, 65.333, -43.388, -12.524)","(133.685, 76.599, -33.79, 11.655)","(97.569, 106.528, -40.732, 21.909)","(78.021, 139.707, -1.716, 38.527)"
21,"(676.323, 311.657, 49.225, -28.236)","(708.239, 284.949, 28.404, -34.222)","(740.252, 258.906, 16.953, -33.099)","(769.596, 240.421, 34.478, -22.945)","(792.887, 221.666, 13.48, -29.857)","(812.743, 194.22, 29.712, -41.424)","(823.451, 161.22, 2.068, -31.004)","(816.518, 129.215, -11.305, -32.199)","(797.682, 86.121, -7.966, -40.077)","(769.259, 60.784, -26.772, -11.695)","(728.883, 60.085, -35.323, -2.562)","(686.754, 60.571, -41.19, 15.0)","(646.22, 63.029, -43.65, 12.542)","(605.7, 63.8, -52.874, 17.916)","(565.351, 65.005, -47.134, -3.2)","(522.885, 65.635, -26.927, -14.709)","(479.394, 64.249, -40.396, -10.974)","(436.825, 63.077, -30.783, 15.024)","(394.394, 63.126, -52.835, 3.997)","(352.837, 64.747, -62.971, 1.355)","(313.356, 66.191, -56.359, 16.601)","(272.43, 66.545, -34.286, 4.947)","(231.915, 71.844, -56.338, 12.889)","(192.156, 74.375, -47.327, -14.517)","(150.581, 73.674, -38.594, 6.74)","(118.837, 104.275, -34.777, 51.349)","(101.694, 142.924, -29.224, 44.138)","(93.008, 183.851, -11.163, 56.407)","(84.81, 223.718, -10.98, 47.651)","(76.882, 261.721, 8.269, 32.724)","(71.19, 296.258, -10.739, 34.571)","(68.498, 328.535, 5.1, 23.015)","(64.763, 359.071, -40.123, 0.965)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
22,"(514.716, 289.904, 15.048, -13.943)","(549.561, 278.531, 30.635, -0.617)","(588.038, 271.098, 52.993, -19.634)","(623.235, 261.988, 48.13, -25.827)","(656.029, 253.3, 37.372, -6.174)","(690.626, 244.325, 46.878, -19.332)","(725.283, 231.967, 48.579, -5.431)","(751.301, 221.796, 7.027, -20.6)","(776.144, 210.753, 17.453, -33.208)","(793.601, 180.515, 32.646, -35.632)","(798.471, 147.471, -6.566, -53.482)","(798.804, 110.428, -18.326, -30.514)","(797.777, 87.382, -16.681, -24.542)","(763.161, 70.282, -45.456, -13.395)","(718.919, 72.162, -52.493, -2.137)","(682.315, 81.613, -30.034, 1.724)","(646.473, 83.395, -31.704, 3.194)","(602.328, 86.367, -53.286, 2.686)","(557.714, 86.11, -50.342, 8.995)","(515.566, 88.137, -47.467, 6.297)","(476.29, 92.931, -27.545, 18.906)","(435.256, 93.964, -40.713, 15.744)","(395.289, 95.459, -22.8, 12.749)","(356.747, 95.612, -25.528, -15.275)","(318.716, 94.179, -27.061, -13.055)","(277.816, 94.579, -45.104, -16.273)","(238.414, 94.128, -41.647, -18.032)","(199.537, 94.2, -29.276, 22.199)","(168.161, 92.942, -23.516, -15.236)","(133.091, 102.048, -9.968, 55.761)","(118.72, 143.041, -24.836, 46.994)","(107.679, 184.964, -8.738, 54.757)","(102.352, 225.987, -2.469, 28.362)","(94.447, 263.023, -22.664, 37.77)","(86.428, 298.259, -17.579, 25.453)","(82.879, 327.556, 11.955, 10.228)","(85.492, 353.786, -4.088, 10.389)","(78.555, 367.228, -21.186, -15.96)"
23,"(624.974, 332.885, 30.706, -4.085)","(667.013, 322.827, 33.575, -2.953)","(703.784, 306.835, 25.808, -24.887)","(738.904, 291.024, 46.339, -18.113)","(764.034, 273.985, 8.391, -21.348)","(786.1, 255.189, 27.348, -1.993)","(803.668, 235.207, 11.455, -10.53)","(810.555, 215.966, -5.81, -23.835)","(815.116, 204.218, 16.445, 9.156)","(812.437, 199.845, 9.398, 4.782)","(822.58, 163.533, 23.013, -54.604)","(824.173, 161.43, 22.363, -26.168)","(824.173, 161.43, 22.363, -26.168)","(824.173, 161.43, 22.363, -26.168)","(824.173, 161.43, 22.363, -26.168)","(824.173, 161.43, 22.363, -26.168)","(824.173, 161.43, 22.363, -26.168)","(824.173, 161.43, 22.363, -26.168)","(824.173, 161.43, 22.363, -26.168)","(824.173, 161.43, 22.363, -26.168)","(824.173, 161.43, 22.363, -26.168)","(823.951, 155.729, 0.744, -37.487)","(821.839, 135.865, -24.952, -2.292)","(807.173, 97.256, 8.025, -36.878)","(796.998, 69.267, 1.772, -27.491)","(777.355, 59.189, -28.828, 6.228)","(744.334, 55.158, -35.049, -3.573)","(703.421, 54.157, -39.995, -0.837)","(658.762, 57.808, -31.592, -3.791)","(618.006, 62.097, -51.921, 22.269)","(578.997, 59.084, -47.003, -12.191)","(540.639, 61.303, -40.859, 6.727)","(500.609, 62.369, -26.365, -0.539)","(460.189, 62.497, -44.452, -8.132)","(422.142, 63.405, -34.08, 13.888)","(382.83, 65.298, -49.609, 13.364)","(346.459, 64.905, -34.797, 9.399)","(309.337, 64.615, -39.852, -8.305)"
24,"(403.196, 527.835, 28.397, 20.452)","(446.181, 537.927, 37.428, -8.779)","(490.026, 546.011, 37.097, 18.368)","(530.613, 550.878, 47.179, 16.618)","(566.161, 552.049, 27.119, -7.706)","(602.507, 553.629, 45.364, -4.162)","(635.778, 550.425, 36.226, 0.073)","(667.279, 550.097, 14.364, 17.658)","(684.603, 554.049, 17.46, -4.695)","(708.042, 549.684, 20.386, 13.316)","(727.084, 548.949, 30.597, -8.347)","(748.563, 547.806, 22.969, -6.473)","(767.844, 544.794, 44.699, 4.627)","(777.847, 565.631, 6.468, 22.448)","(788.724, 598.839, -14.379, 59.909)","(788.01, 634.437, 9.556, 27.589)","(768.398, 661.453, -55.993, 0.702)","(725.849, 667.014, -41.368, 6.854)","(688.581, 670.051, -45.403, -18.074)","(653.911, 667.598, -24.633, -1.792)","(612.811, 664.491, -13.929, -10.726)","(570.887, 670.983, -57.254, -1.155)","(532.776, 660.473, -29.274, -13.162)","(495.731, 658.302, -60.082, -4.06)","(452.749, 652.232, -27.042, -20.185)","(417.922, 644.003, -44.399, -4.561)","(381.185, 637.716, -28.706, 11.442)","(350.487, 636.312, -53.612, -6.146)","(315.478, 636.125, -35.379, -3.897)","(283.796, 637.163, -41.9, -2.25)","(253.081, 640.462, -25.737, 7.356)","(229.399, 639.912, -32.336, -10.821)","(217.769, 637.749, -5.934, -21.908)","(215.584, 636.056, -14.939, -13.191)","(215.584, 636.056, -14.939, -13.191)","(215.584, 636.056, -14.939, -13.191)","(215.224, 636.083, -21.658, 1.588)","(213.83, 636.02, -30.47, -1.223)"
25,"(726.359, 580.141, 40.023, -5.404)","(747.274, 580.513, 3.636, -6.146)","(766.156, 578.849, 1.953, -0.333)","(782.6, 579.334, 28.247, 20.507)","(788.414, 574.736, -3.282, 8.721)","(784.103, 584.44, -5.106, 9.849)","(783.06, 584.448, 7.447, 1.202)","(785.768, 588.112, 8.354, 11.408)","(784.464, 585.058, -1.746, -31.244)","(786.944, 584.648, 17.375, 14.933)","(787.931, 585.061, -4.454, -16.458)","(791.35, 570.375, -13.732, 28.802)","(789.36, 611.053, -12.713, 38.238)","(791.953, 650.42, 6.694, -2.803)","(781.254, 651.921, -11.267, 2.006)","(731.702, 648.342, -49.632, -21.948)","(704.277, 636.084, -35.492, -13.612)","(704.277, 636.084, -35.492, -13.612)","(704.277, 636.084, -35.492, -13.612)","(704.277, 636.084, -35.492, -13.612)","(704.277, 636.084, -35.492, -13.612)","(697.815, 636.026, -71.956, -0.183)","(697.815, 636.026, -71.956, -0.183)","(697.815, 636.026, -71.956, -0.183)","(697.815, 636.026, -71.956, -0.183)","(693.663, 636.001, -64.556, -0.228)","(689.481, 636.12, -51.943, 3.925)","(674.234, 636.291, -17.123, 7.131)","(669.35, 636.029, -29.561, 0.118)","(668.901, 636.002, -26.935, -1.617)","(656.96, 636.09, -53.223, -6.709)","(643.631, 636.265, -33.344, 6.473)","(627.74, 636.094, -49.566, 3.305)","(609.635, 636.034, -17.087, -4.333)","(588.236, 636.422, -28.047, -11.73)","(565.962, 636.192, -48.364, -8.628)","(537.137, 636.081, -19.727, -6.316)","(513.269, 636.244, -21.759, 13.698)"
26,"(768.61, 491.281, 28.85, 37.926)","(797.427, 519.572, 12.845, 28.014)","(813.456, 546.689, 14.452, 34.603)","(823.557, 572.584, -5.465, 30.711)","(812.713, 617.868, -20.342, 53.884)","(807.758, 658.005, -8.75, 21.263)","(778.817, 676.073, -54.617, 5.491)","(731.578, 681.884, -46.78, -14.356)","(687.315, 676.456, -30.389, 4.304)","(643.213, 672.898, -51.179, 4.446)","(600.682, 673.516, -33.625, 9.455)","(557.606, 671.269, -52.55, 0.53)","(515.681, 673.305, -36.758, -8.667)","(470.329, 675.715, -60.428, 8.234)","(424.272, 671.984, -58.268, -11.922)","(381.29, 670.361, -33.018, 10.099)","(340.071, 667.059, -47.08, -14.999)","(299.432, 664.451, -21.621, -0.098)","(260.089, 662.332, -47.105, 10.391)","(222.371, 664.062, -33.064, -2.584)","(184.768, 664.773, -36.547, 1.296)","(145.174, 662.758, -24.51, -31.087)","(125.792, 620.884, -24.181, -45.504)","(113.816, 581.632, -26.983, -53.163)","(103.756, 543.369, -14.269, -35.689)","(93.372, 504.848, -19.775, -29.314)","(85.447, 463.754, -15.454, -53.231)","(78.955, 428.848, 12.694, -29.337)","(75.968, 395.684, -13.769, -24.415)","(41.655, 385.743, -52.512, 10.39)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
27,"(523.664, 536.932, 35.015, 24.54)","(558.098, 541.102, 28.774, -4.35)","(596.836, 547.794, 54.46, 7.532)","(630.722, 552.626, 16.264, 16.937)","(661.941, 554.038, 26.844, -0.851)","(679.654, 556.455, 5.783, 18.005)","(703.953, 558.202, 40.988, -10.908)","(722.699, 555.06, 7.472, 7.526)","(733.773, 559.858, 12.835, -0.692)","(741.681, 561.23, 3.028, 2.788)","(758.693, 557.273, 41.854, 4.269)","(773.53, 584.575, 4.773, 48.099)","(770.004, 628.847, 2.466, 24.349)","(765.182, 643.821, 15.313, 4.959)","(768.399, 659.295, -0.162, 26.739)","(738.744, 671.937, -30.644, -16.869)","(696.533, 668.361, -52.282, 8.075)","(658.543, 668.257, -40.267, -4.196)","(620.545, 666.148, -39.365, -2.894)","(580.376, 664.712, -23.632, 23.491)","(542.482, 661.033, -25.857, -11.715)","(522.976, 652.829, -31.648, 7.81)","(487.488, 657.678, -42.936, 4.181)","(440.652, 651.206, -42.438, -6.415)","(409.142, 642.415, -43.449, 8.298)","(377.856, 636.083, -40.938, 4.196)","(349.488, 636.108, -36.192, -10.87)","(311.811, 636.428, -46.695, -0.768)","(275.105, 638.376, -45.872, -1.402)","(242.223, 641.377, -26.069, -5.037)","(222.101, 650.351, -24.422, -0.615)","(213.76, 662.694, -17.186, 13.395)","(206.275, 663.187, -0.136, 0.751)","(204.761, 661.837, 13.572, -15.318)","(204.578, 662.056, 12.43, -16.806)","(204.569, 661.873, 5.199, -6.646)","(204.604, 661.76, 12.201, -25.233)","(204.604, 661.76, 12.201, -25.233)"
28,"(781.01, 571.274, 10.016, 47.62)","(791.421, 627.261, -5.019, 46.084)","(772.833, 659.571, -31.211, 5.294)","(726.389, 668.673, -39.243, -11.639)","(677.061, 667.411, -36.496, -7.231)","(630.799, 668.061, -47.755, -16.483)","(584.843, 665.754, -49.528, -4.106)","(540.411, 663.127, -37.717, -11.53)","(495.995, 659.236, -34.313, -8.793)","(454.758, 659.379, -36.65, -2.752)","(409.596, 659.819, -32.933, 7.259)","(362.996, 660.304, -59.333, 5.854)","(317.637, 661.591, -56.269, 2.053)","(273.899, 662.464, -52.494, -3.498)","(229.511, 665.152, -53.521, 6.485)","(188.531, 663.893, -48.751, -6.004)","(146.282, 661.793, -58.797, -5.348)","(130.223, 619.59, -4.813, -29.074)","(116.317, 578.732, -28.321, -51.542)","(102.926, 537.661, -28.502, -37.896)","(90.093, 496.393, -16.25, -47.454)","(80.666, 456.828, 4.69, -24.769)","(72.701, 418.305, 13.718, -28.541)","(56.791, 387.316, -51.607, -2.519)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
29,"(704.826, 242.393, 29.001, -3.633)","(739.601, 228.21, 32.044, -28.772)","(773.678, 208.646, 8.957, -60.283)","(788.288, 161.327, 13.631, -46.292)","(789.04, 119.471, 10.9, -32.866)","(772.656, 85.612, -27.849, -33.623)","(726.354, 75.019, -58.944, -6.424)","(677.6, 75.635, -38.723, 9.444)","(631.176, 76.802, -41.19, 4.897)","(588.526, 75.191, -50.081, 0.37)","(545.76, 73.789, -34.957, -13.324)","(504.217, 74.373, -56.667, 1.206)","(459.681, 77.58, -38.18, 11.884)","(417.556, 78.968, -27.761, -13.501)","(375.775, 79.666, -39.897, 11.365)","(331.624, 80.694, -29.337, 1.843)","(289.388, 79.724, -57.471, -0.575)","(246.367, 80.52, -34.329, 11.152)","(207.536, 79.807, -49.531, -11.51)","(170.017, 77.283, -30.951, -19.03)","(131.677, 93.467, -37.286, 40.322)","(111.923, 131.798, -31.541, 26.711)","(98.341, 172.314, -7.231, 47.301)","(89.433, 214.357, -18.748, 53.562)","(84.463, 253.272, -1.274, 43.397)","(80.949, 293.704, 12.1, 51.429)","(77.915, 331.981, 0.756, 24.486)","(63.271, 360.352, -39.88, 10.77)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
30,"(662.244, 207.543, 21.87, -9.376)","(696.132, 201.62, 20.049, -2.883)","(731.452, 195.873, 38.307, 4.223)","(760.578, 190.628, 36.378, -14.307)","(776.987, 162.748, -2.921, -36.114)","(776.093, 117.35, 20.584, -28.213)","(762.58, 87.295, -54.972, -27.487)","(715.852, 84.247, -41.614, -8.704)","(673.438, 89.24, -26.305, 15.663)","(632.86, 87.575, -46.126, -14.362)","(591.052, 86.362, -56.168, 6.54)","(549.394, 82.321, -52.457, -6.759)","(509.147, 77.961, -50.073, -10.054)","(467.673, 77.884, -56.761, 14.121)","(423.623, 78.242, -54.775, -2.726)","(381.257, 76.244, -38.117, -10.476)","(338.46, 78.35, -58.749, 5.414)","(296.152, 78.429, -26.077, -3.059)","(256.218, 78.962, -34.048, -13.577)","(215.914, 80.243, -30.232, 13.457)","(179.567, 79.161, -24.398, -15.085)","(139.298, 86.375, -32.277, 43.258)","(115.005, 121.708, -21.095, 53.062)","(101.383, 162.426, -25.681, 54.278)","(92.183, 201.317, -18.71, 27.112)","(87.562, 241.315, 7.075, 34.287)","(83.761, 282.117, -16.39, 35.777)","(80.47, 319.097, -10.241, 21.52)","(75.323, 352.534, -23.63, 36.008)","(36.838, 362.623, -65.578, 17.145)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
31,"(485.2, 166.007, 65.955, -3.097)","(485.2, 166.007, 65.955, -3.097)","(492.484, 166.066, 42.002, 0.865)","(498.478, 166.107, 41.179, 3.048)","(509.773, 166.24, 70.253, 8.48)","(533.571, 166.213, 57.867, -0.862)","(563.064, 166.111, 37.575, -2.733)","(594.023, 166.398, 49.1, 9.799)","(625.677, 166.31, 10.815, 0.569)","(650.833, 166.379, 29.453, 4.72)","(675.115, 166.591, 35.116, 6.6)","(696.951, 166.081, 32.126, -12.933)","(722.499, 166.037, 18.43, -19.39)","(737.13, 166.944, 17.985, -2.334)","(751.272, 170.787, -0.449, -2.579)","(764.265, 180.18, 21.93, 13.33)","(787.42, 180.677, 2.742, -24.074)","(788.293, 144.894, -24.072, -25.295)","(784.1, 116.442, 13.96, -27.647)","(768.719, 93.204, -24.337, 1.096)","(725.815, 89.093, -59.224, 24.331)","(691.396, 93.799, -39.946, -12.964)","(645.672, 90.953, -30.051, 1.019)","(607.91, 96.146, -12.58, 6.2)","(577.295, 92.917, -56.573, -19.071)","(528.17, 93.87, -34.705, 9.003)","(488.6, 97.646, -52.363, -13.322)","(445.724, 96.79, -56.401, 4.541)","(403.627, 96.125, -48.881, 0.184)","(364.312, 98.18, -48.347, 14.541)","(328.438, 96.448, -28.241, -2.357)","(292.577, 95.858, -31.572, 6.395)","(259.125, 94.709, -32.305, -16.392)","(223.14, 92.1, -14.66, -6.807)","(185.481, 94.074, -32.038, 4.232)","(156.917, 85.387, -30.285, -9.012)","(129.999, 110.772, -22.383, 59.785)","(125.037, 158.004, -5.12, 59.065)"
32,"(344.164, 483.615, 45.495, -0.803)","(387.656, 490.036, 26.677, 8.945)","(429.341, 493.485, 37.371, -8.769)","(471.215, 497.772, 23.95, -5.201)","(511.67, 502.455, 55.542, 14.324)","(549.95, 503.717, 29.081, 15.112)","(588.382, 509.684, 43.091, 4.76)","(622.409, 512.051, 18.866, 20.519)","(652.045, 515.702, 20.67, 7.058)","(680.641, 518.935, 21.115, -4.374)","(707.24, 515.318, 31.407, -11.947)","(732.072, 514.858, 39.906, 1.95)","(748.318, 517.752, 13.503, 1.384)","(765.496, 524.86, 2.667, 11.664)","(775.656, 537.308, -11.122, 8.37)","(784.443, 564.228, 9.844, 36.494)","(788.882, 610.368, 3.343, 17.461)","(788.231, 637.73, 14.483, 37.989)","(772.732, 661.414, -35.453, 30.17)","(729.964, 669.405, -13.926, -5.33)","(702.325, 669.798, -18.621, 20.727)","(661.668, 664.028, -38.289, 1.388)","(624.736, 655.802, -47.532, 7.517)","(599.655, 660.006, -25.233, 4.736)","(552.893, 660.511, -45.869, -18.423)","(520.871, 650.602, -33.117, -19.791)","(475.498, 657.56, -38.117, 9.036)","(432.498, 649.409, -34.52, -2.921)","(399.608, 640.622, -25.519, 4.89)","(373.624, 636.218, -48.836, 3.631)","(345.102, 636.041, -50.878, -1.975)","(310.426, 636.256, -35.374, 11.701)","(284.461, 636.1, -55.646, -0.501)","(259.446, 636.039, -28.953, -10.599)","(257.527, 636.02, -24.336, -0.064)","(253.234, 636.006, -40.543, -1.37)","(249.411, 636.141, -30.064, 6.956)","(248.056, 636.002, 7.334, -2.171)"
33,"(610.424, 433.758, 26.195, 22.94)","(645.737, 449.732, 36.878, 9.576)","(680.507, 466.561, 36.773, 28.899)","(711.085, 481.684, 25.028, 14.382)","(736.163, 494.436, 34.135, 1.385)","(759.386, 506.577, 32.673, 24.951)","(773.303, 520.098, 25.626, 9.87)","(786.906, 532.362, 9.172, 7.313)","(799.592, 562.879, 35.332, 52.957)","(807.457, 609.711, -10.728, 55.742)","(812.383, 646.413, 14.477, 28.564)","(804.101, 676.981, -29.915, 17.818)","(781.769, 694.402, -38.314, 8.588)","(740.48, 697.842, -41.049, 14.139)","(688.012, 690.964, -57.254, -8.09)","(639.914, 690.223, -61.227, -15.455)","(597.801, 689.654, -31.745, -4.103)","(552.76, 690.062, -64.175, 16.452)","(510.529, 690.178, -41.562, 15.028)","(463.929, 688.929, -53.852, 1.203)","(420.031, 686.956, -27.547, 10.32)","(380.903, 684.024, -52.958, -14.379)","(339.337, 680.369, -49.299, -11.258)","(299.403, 679.463, -51.725, 11.722)","(260.416, 679.441, -23.949, 5.203)","(221.103, 678.699, -46.032, 1.502)","(185.292, 682.927, -20.9, -2.438)","(140.037, 666.061, -42.365, -30.316)","(111.417, 629.576, -21.351, -55.25)","(94.114, 589.311, -7.627, -36.32)","(84.125, 548.739, 1.292, -35.58)","(74.906, 508.998, 4.09, -33.201)","(66.328, 473.229, -18.176, -27.556)","(58.609, 441.898, 9.74, -43.052)","(61.365, 415.566, 2.282, -11.637)","(56.461, 397.244, -18.528, -1.91)","(32.079, 389.094, -59.763, -27.291)","(None, None, None, None)"
34,"(742.884, 293.417, 23.076, -13.897)","(770.603, 265.917, 14.683, -37.541)","(792.613, 242.511, 6.61, -26.122)","(802.176, 212.478, 3.868, -32.366)","(817.051, 173.419, -0.9, -28.083)","(816.95, 139.68, 0.57, -35.967)","(805.659, 97.357, -2.391, -62.674)","(784.884, 67.562, -30.954, -28.897)","(752.515, 61.865, -40.845, 4.456)","(710.186, 65.12, -49.876, 1.261)","(666.538, 66.376, -50.566, -9.083)","(625.898, 66.821, -46.124, 13.003)","(585.85, 67.674, -26.03, 3.095)","(547.682, 67.743, -29.666, -15.329)","(510.851, 70.753, -25.199, 3.819)","(472.263, 74.041, -36.328, 15.606)","(431.707, 75.404, -25.029, 9.823)","(391.297, 78.051, -28.841, -5.046)","(351.16, 81.085, -52.39, -7.784)","(308.864, 82.213, -30.516, -10.829)","(268.549, 81.536, -27.206, 13.571)","(229.302, 82.111, -46.111, 11.73)","(191.322, 82.551, -45.266, -15.851)","(150.066, 76.273, -56.12, -10.409)","(120.891, 109.556, -34.58, 49.116)","(103.141, 146.73, -1.728, 29.876)","(91.251, 187.597, -19.779, 29.833)","(85.458, 227.441, -0.545, 30.206)","(82.304, 266.095, -14.202, 41.192)","(78.362, 304.283, -8.316, 32.547)","(76.712, 338.854, -5.558, 39.826)","(60.404, 364.608, -34.052, 16.211)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
