,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
62,"(619.881, 166.166, 18.737, -26.441)","(619.881, 166.166, 18.737, -26.441)","(619.881, 166.166, 18.737, -26.441)","(619.881, 166.166, 18.737, -26.441)","(619.881, 166.166, 18.737, -26.441)","(619.881, 166.166, 18.737, -26.441)","(619.881, 166.166, 18.737, -26.441)","(619.881, 166.166, 18.737, -26.441)","(619.881, 166.166, 18.737, -26.441)","(620.522, 166.027, 38.46, -8.367)","(622.873, 166.004, 48.725, 0.188)","(622.873, 166.004, 48.725, 0.188)","(622.873, 166.004, 48.725, 0.188)","(622.873, 166.004, 48.725, 0.188)","(622.873, 166.004, 48.725, 0.188)","(622.873, 166.004, 48.725, 0.188)","(631.274, 166.005, 33.304, 0.115)","(642.995, 166.029, 22.634, 1.688)","(658.55, 166.268, 11.819, 7.021)","(661.74, 166.253, 6.146, 2.796)","(672.593, 172.05, 12.36, 7.212)","(683.523, 173.081, 5.221, -4.577)","(689.963, 169.538, 5.491, -6.801)","(696.854, 166.005, 6.124, -1.014)","(702.996, 166.939, 13.844, 1.379)","(705.421, 166.098, 15.066, 4.354)","(705.421, 166.098, 15.066, 4.354)","(705.421, 166.098, 15.066, 4.354)","(705.76, 166.001, 20.307, -5.8)","(705.76, 166.001, 20.307, -5.8)","(708.911, 167.895, 14.256, 26.181)","(721.642, 178.635, 18.032, 17.184)","(734.966, 188.497, 2.353, 17.762)","(751.064, 197.908, 17.233, 16.044)","(767.88, 202.864, 29.929, 9.646)","(762.626, 177.669, -10.955, -33.725)","(761.232, 154.018, 10.353, -13.121)","(763.289, 124.519, 14.717, -39.678)","(772.735, 103.73, 0.925, -8.496)","(768.029, 82.303, -3.768, -28.891)","(735.789, 70.447, -48.188, -9.857)","(692.285, 66.139, -44.203, -4.837)","(651.717, 66.467, -30.37, 11.091)","(608.068, 67.495, -33.198, -8.469)","(560.984, 65.346, -35.207, -23.499)","(519.969, 64.836, 1.685, -41.472)","(484.803, 71.642, -7.33, -26.838)","(444.916, 76.022, -83.086, 17.499)","(398.216, 73.184, -10.653, -26.325)","(354.959, 77.705, -41.477, 16.802)","(316.504, 77.145, -62.068, 57.731)","(270.018, 77.36, -64.231, -20.203)","(231.589, 78.701, -45.831, 12.855)","(187.224, 72.018, -90.727, -44.317)","(145.33, 73.464, -47.948, -14.637)","(116.797, 108.57, 12.372, 53.41)","(98.255, 158.057, 30.294, 83.633)","(91.6, 199.883, 6.864, 2.49)","(88.523, 241.457, -0.662, 0.657)","(83.106, 281.397, -51.887, 60.187)","(73.794, 312.393, -41.251, -24.345)"
63,"(354.615, 338.09, 24.746, -6.218)","(381.42, 330.8, 28.085, -7.059)","(411.373, 323.963, 33.664, -6.689)","(440.903, 311.722, 29.847, -6.601)","(469.22, 301.243, 21.416, -8.53)","(494.966, 293.786, 25.342, -6.865)","(520.815, 292.866, 24.436, 3.432)","(546.434, 289.448, 26.287, -6.229)","(570.479, 286.923, 22.465, 1.062)","(594.463, 283.996, 24.246, -1.885)","(613.775, 273.629, 10.2, -2.39)","(632.14, 261.874, 11.688, -13.136)","(648.496, 258.225, 11.692, -4.108)","(665.102, 254.156, 15.01, 2.709)","(678.763, 250.518, 17.892, -13.035)","(696.505, 243.525, 16.886, -5.174)","(714.53, 234.157, 18.289, -9.516)","(730.628, 234.599, 20.178, -3.443)","(743.774, 235.732, 3.211, 1.55)","(762.376, 225.155, 28.047, -15.485)","(794.633, 203.175, -0.042, -18.254)","(801.808, 190.755, 7.425, -17.19)","(812.57, 175.44, 7.288, -5.984)","(814.343, 161.204, 1.071, -9.663)","(810.21, 135.025, -13.178, -16.546)","(794.863, 111.952, -10.437, -27.333)","(780.176, 97.948, -34.374, 9.36)","(762.309, 91.16, -15.287, -9.243)","(744.309, 83.804, -29.784, -4.718)","(707.348, 95.11, -20.77, 15.515)","(692.006, 110.894, -8.011, 17.0)","(689.595, 113.936, -39.228, -3.136)","(685.432, 113.886, -22.035, 4.57)","(678.489, 113.933, -22.42, 1.021)","(671.474, 113.94, -29.664, -3.367)","(653.297, 113.969, -36.238, 8.427)","(640.95, 113.982, -38.395, 0.808)","(640.361, 113.996, -35.382, 0.872)","(640.361, 113.996, -35.382, 0.872)","(640.361, 113.996, -35.382, 0.872)","(640.361, 113.996, -35.382, 0.872)","(640.361, 113.996, -35.382, 0.872)","(637.171, 113.929, -49.33, -1.226)","(625.467, 113.995, -54.758, 2.119)","(597.131, 113.818, -77.525, 3.734)","(571.211, 112.963, 19.652, -43.25)","(556.877, 110.414, -13.158, -37.931)","(515.438, 96.467, -93.285, -42.251)","(466.996, 96.636, -47.591, 53.3)","(431.341, 96.649, -23.492, 47.949)","(389.266, 97.244, -81.972, -58.741)","(348.786, 96.85, -59.537, -13.249)","(307.261, 87.933, -96.04, -47.221)","(261.787, 85.973, 11.241, -18.595)","(227.991, 82.719, -10.269, 21.09)","(188.967, 79.557, -94.238, -5.671)","(145.054, 78.928, -72.418, 73.168)","(123.767, 111.082, -44.303, 30.659)","(111.528, 153.186, -27.218, 66.266)","(108.138, 196.67, 25.627, -16.53)","(104.668, 239.316, 14.79, 27.574)"
64,"(595.507, 226.915, 26.885, -11.478)","(617.532, 222.142, 14.255, -3.65)","(632.477, 211.61, 11.615, -8.464)","(660.826, 197.526, 33.504, -14.623)","(678.651, 182.041, 12.985, -14.766)","(688.231, 172.125, 10.671, -13.251)","(690.862, 166.115, 4.48, -17.526)","(690.862, 166.115, 4.48, -17.526)","(690.862, 166.115, 4.48, -17.526)","(690.862, 166.115, 4.48, -17.526)","(690.862, 166.115, 4.48, -17.526)","(690.862, 166.115, 4.48, -17.526)","(690.862, 166.115, 4.48, -17.526)","(690.862, 166.115, 4.48, -17.526)","(690.862, 166.115, 4.48, -17.526)","(690.862, 166.115, 4.48, -17.526)","(690.862, 166.115, 4.48, -17.526)","(690.827, 166.007, -2.051, -6.471)","(690.827, 166.007, -2.051, -6.471)","(695.955, 166.017, 7.734, -3.671)","(704.822, 166.946, 7.092, -5.537)","(714.464, 167.305, 4.315, -0.815)","(719.67, 169.729, 2.819, 12.631)","(726.299, 181.622, 15.047, -2.166)","(736.44, 188.936, 8.064, 12.797)","(741.017, 192.0, 8.417, 3.845)","(742.832, 192.373, 0.551, 2.148)","(745.848, 195.286, 8.181, -1.415)","(750.817, 194.501, 6.985, 2.332)","(764.752, 197.376, 26.311, 2.803)","(770.041, 183.825, -6.509, -17.256)","(781.848, 165.751, 10.227, -31.646)","(782.76, 129.517, -14.573, -9.222)","(770.167, 118.69, 6.48, -12.497)","(779.259, 94.874, 31.458, -31.465)","(745.674, 108.781, -27.619, 37.625)","(723.169, 113.697, -50.034, 6.213)","(717.49, 113.959, -68.138, -0.02)","(716.479, 113.994, -60.703, 2.116)","(716.479, 113.994, -60.703, 2.116)","(714.692, 113.987, -51.389, -0.385)","(695.538, 113.905, -52.347, -4.775)","(682.227, 113.942, -48.705, -3.284)","(663.31, 113.885, -42.817, -4.643)","(659.158, 113.919, -47.649, -2.52)","(631.81, 113.372, -35.693, -10.745)","(609.959, 113.716, -86.564, 28.194)","(592.845, 113.825, -2.951, 1.531)","(571.435, 113.871, 9.041, 12.959)","(559.57, 109.391, -5.945, -17.399)","(524.163, 93.544, -73.531, 42.736)","(488.917, 82.498, -32.209, -51.534)","(442.824, 82.9, -42.802, -47.678)","(406.655, 81.396, -62.702, -28.45)","(370.857, 74.406, 7.291, -31.34)","(333.536, 75.367, -43.174, 47.77)","(287.953, 76.267, -91.135, -32.74)","(249.801, 80.677, -11.674, 5.5)","(210.514, 80.791, -27.091, 2.874)","(172.975, 77.467, -86.366, 3.277)","(133.836, 99.151, -66.45, 48.899)"
65,"(478.306, 233.233, 30.245, -1.571)","(510.129, 232.407, 30.935, -9.077)","(538.459, 224.182, 31.175, 7.689)","(572.303, 218.49, 35.584, -7.651)","(604.879, 216.258, 34.853, -10.236)","(635.223, 213.718, 16.715, -9.227)","(659.739, 206.658, 31.302, -4.787)","(682.534, 203.802, 30.164, -19.121)","(702.502, 200.64, 19.361, 5.893)","(724.235, 200.629, 41.152, -15.703)","(745.899, 191.432, 13.817, -2.718)","(768.897, 186.156, 18.142, -34.28)","(780.848, 173.875, 16.301, -23.79)","(788.281, 160.431, 20.887, -10.786)","(790.837, 149.701, 18.244, -18.843)","(787.577, 142.38, 1.626, -6.133)","(779.246, 136.278, 0.884, 13.435)","(764.871, 122.443, -39.238, -1.962)","(756.076, 129.634, -8.344, 11.022)","(756.015, 130.484, -1.132, 14.44)","(756.068, 132.546, 1.987, 43.298)","(757.462, 136.718, -12.939, -8.653)","(761.504, 135.916, -14.961, 3.842)","(756.005, 144.885, -2.494, 8.315)","(758.003, 146.602, -0.451, -6.127)","(758.246, 147.542, 0.227, 6.433)","(756.033, 150.157, -7.696, 14.953)","(756.033, 150.157, -7.696, 14.953)","(756.033, 150.157, -7.696, 14.953)","(756.097, 150.998, 3.722, 20.061)","(756.053, 152.412, -0.966, 10.572)","(756.018, 152.524, 0.865, 1.432)","(756.332, 154.017, -4.405, 2.437)","(761.959, 174.377, 23.444, 2.554)","(779.417, 183.185, 10.126, 21.408)","(778.105, 145.196, 2.268, -33.948)","(779.436, 116.199, -1.103, -19.018)","(779.416, 95.056, -45.274, -17.43)","(742.08, 83.075, -51.152, -2.956)","(706.903, 80.344, -22.609, 5.615)","(672.183, 84.718, -18.131, 17.625)","(638.544, 81.791, -38.195, -15.991)","(598.083, 82.812, -22.579, 5.03)","(561.332, 88.711, -23.119, 8.745)","(521.106, 87.657, -32.766, 4.566)","(482.508, 88.344, -25.178, -54.216)","(445.085, 89.788, -26.527, -6.773)","(398.427, 83.636, -55.418, -21.986)","(356.15, 83.743, -46.045, 36.872)","(312.065, 86.791, -58.524, -32.808)","(270.045, 83.375, -30.248, -56.651)","(228.225, 79.365, -36.304, 21.001)","(187.226, 81.392, 19.509, -17.624)","(145.693, 74.19, 12.663, -17.075)","(125.096, 105.46, -66.413, -7.589)","(115.366, 157.844, -59.652, 76.873)","(105.972, 201.448, -21.769, 8.985)","(106.352, 248.385, -13.554, 80.388)","(106.954, 285.41, -29.326, 36.754)","(105.109, 318.492, -0.626, 12.675)","(103.849, 343.397, -20.375, 19.794)"
66,"(428.243, 534.082, 26.324, 9.894)","(456.009, 545.514, 39.241, 10.546)","(490.505, 552.317, 32.561, 7.893)","(524.06, 559.806, 34.086, 7.474)","(553.588, 564.062, 30.71, -0.209)","(584.579, 569.816, 27.708, 9.244)","(611.323, 581.174, 26.187, 11.145)","(617.496, 583.957, 21.628, 8.942)","(617.496, 583.957, 21.628, 8.942)","(617.789, 583.998, 17.586, 2.477)","(624.677, 583.419, 18.847, -1.522)","(641.324, 581.07, 18.996, -2.521)","(658.871, 577.305, 11.157, 0.49)","(673.587, 571.897, 12.894, -8.337)","(687.652, 567.683, 13.986, -1.052)","(699.933, 560.849, 13.366, -6.281)","(713.499, 554.196, 13.603, -5.603)","(725.646, 552.731, 8.961, 0.106)","(738.03, 555.381, 12.863, 2.491)","(750.991, 556.957, 12.495, -2.163)","(763.064, 556.925, 14.196, 1.67)","(769.927, 563.887, -5.047, 21.14)","(769.747, 586.645, -2.108, 23.404)","(772.345, 608.785, 6.671, 19.503)","(776.864, 626.616, 9.441, 15.805)","(786.106, 644.209, 7.698, 20.765)","(778.928, 655.093, -16.441, 7.687)","(756.697, 661.787, -25.603, 4.913)","(731.598, 663.946, -24.189, -2.844)","(706.584, 662.894, -24.788, -0.69)","(681.875, 659.705, -22.724, -2.202)","(652.92, 655.759, -33.604, -5.358)","(622.731, 650.384, -26.481, -9.462)","(585.788, 645.099, -37.592, -6.789)","(546.616, 642.321, -23.835, -15.522)","(508.468, 640.546, -34.402, 4.898)","(469.3, 639.766, -28.32, -13.663)","(429.836, 640.571, -40.026, -8.063)","(393.48, 640.703, -43.926, 17.693)","(355.011, 640.664, -41.279, -8.085)","(318.576, 643.587, -54.038, -6.914)","(280.867, 648.981, -35.897, 15.279)","(243.235, 655.417, -44.263, 0.852)","(206.008, 662.071, -30.39, -10.911)","(168.891, 663.312, -36.175, -15.319)","(136.859, 646.264, -0.083, -39.005)","(124.683, 602.387, -12.484, -3.026)","(114.756, 558.439, -3.486, -92.224)","(98.32, 516.586, -12.966, -68.131)","(90.599, 479.339, 32.609, -79.126)","(84.161, 448.612, -54.361, -14.374)","(80.286, 423.041, 3.341, 13.279)","(82.347, 399.166, -25.88, -7.306)","(63.428, 393.536, 16.938, -21.962)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
67,"(527.895, 495.056, 32.409, -8.976)","(554.993, 487.118, 21.477, -7.295)","(582.857, 482.761, 31.082, 0.037)","(608.318, 479.647, 33.664, 0.123)","(639.136, 478.16, 31.789, -1.48)","(668.533, 477.754, 27.932, 0.9)","(694.776, 478.352, 24.204, 0.923)","(720.771, 481.461, 27.763, 1.95)","(744.045, 485.785, 21.043, 4.458)","(764.57, 490.113, 14.267, 0.58)","(777.776, 490.263, 12.553, 9.171)","(789.089, 492.909, 10.718, 5.848)","(795.544, 498.548, 2.392, 5.913)","(799.783, 504.417, 7.402, 5.295)","(803.7, 504.546, -1.911, 1.898)","(803.531, 509.429, 2.4, 3.21)","(802.917, 516.466, 1.643, 9.445)","(801.188, 527.607, 0.691, 12.896)","(803.641, 542.677, 7.038, 15.459)","(808.285, 560.273, 1.252, 17.726)","(805.633, 578.924, -10.406, 23.789)","(798.292, 607.882, -0.264, 32.781)","(799.367, 636.612, 3.316, 22.831)","(793.819, 656.094, -12.856, 3.199)","(777.81, 664.838, -19.526, 11.152)","(752.624, 673.664, -25.889, 4.812)","(724.237, 673.046, -28.164, 0.956)","(697.181, 669.313, -24.316, -2.819)","(671.294, 665.43, -22.595, -0.833)","(645.215, 661.876, -24.977, 0.126)","(619.644, 659.852, -25.886, 0.057)","(593.595, 658.265, -25.373, 1.996)","(565.496, 656.994, -30.871, -1.251)","(534.624, 657.906, -41.136, 1.754)","(490.476, 659.147, -48.444, -6.386)","(452.301, 660.886, -48.66, 1.037)","(414.956, 665.748, -33.429, 11.457)","(379.554, 667.719, -28.642, -13.761)","(341.19, 668.261, -43.172, 7.868)","(304.623, 670.534, -32.815, 6.447)","(265.764, 668.263, -38.976, -8.522)","(227.176, 668.557, -45.187, 5.119)","(189.211, 667.605, -49.069, -5.034)","(147.523, 664.815, -54.699, -6.068)","(129.008, 625.497, -11.419, -24.561)","(115.993, 586.939, -14.731, -32.391)","(104.105, 546.403, 39.184, -94.939)","(93.835, 494.205, -33.691, -22.082)","(81.471, 456.908, -23.011, -22.924)","(72.754, 433.5, 39.931, -33.358)","(78.149, 407.307, -17.332, -45.038)","(58.551, 394.53, -39.85, 10.669)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
68,"(726.877, 256.763, 20.155, -2.627)","(745.984, 249.681, 22.457, -17.684)","(765.365, 234.563, 25.128, -16.803)","(790.65, 217.709, 25.255, -23.932)","(812.651, 188.22, 18.59, -26.725)","(825.477, 164.383, 13.436, -31.986)","(825.477, 164.383, 13.436, -31.986)","(825.477, 164.383, 13.436, -31.986)","(825.477, 164.383, 13.436, -31.986)","(825.477, 164.383, 13.436, -31.986)","(825.477, 164.383, 13.436, -31.986)","(825.477, 164.383, 13.436, -31.986)","(825.477, 164.383, 13.436, -31.986)","(825.477, 164.383, 13.436, -31.986)","(825.696, 164.206, 13.141, -10.575)","(825.728, 164.213, 1.883, 0.413)","(825.728, 164.213, 1.883, 0.413)","(825.728, 164.213, 1.883, 0.413)","(825.728, 164.213, 1.883, 0.413)","(825.728, 164.213, 1.883, 0.413)","(825.728, 164.213, 1.883, 0.413)","(825.14, 163.609, -13.813, -12.527)","(820.003, 136.719, -4.829, -31.954)","(812.242, 114.883, -0.807, -28.515)","(806.915, 88.897, -11.253, -19.148)","(791.611, 81.213, -29.895, -16.519)","(762.362, 64.232, -28.533, -11.287)","(732.627, 59.48, -35.738, 2.564)","(701.331, 65.777, -30.219, 4.558)","(673.531, 66.241, -33.587, -6.548)","(646.284, 68.036, -34.602, 7.309)","(614.412, 72.244, -48.051, 5.368)","(572.515, 74.542, -45.065, 7.963)","(535.853, 77.759, -31.077, -0.402)","(496.602, 85.896, -46.449, 9.474)","(452.763, 92.685, -35.209, 1.052)","(408.843, 97.208, -40.906, -1.191)","(366.73, 97.805, -50.61, -8.049)","(322.636, 97.435, -53.632, -7.624)","(277.604, 96.185, -52.844, -3.651)","(234.65, 94.404, -20.619, -17.226)","(198.592, 94.672, -63.115, 19.077)","(169.386, 95.17, -33.583, -0.134)","(133.527, 112.09, -17.852, 52.111)","(123.747, 157.236, 2.686, 47.165)","(121.324, 192.014, 7.815, 31.307)","(118.718, 229.239, 4.591, 32.894)","(115.139, 263.618, -19.723, 73.141)","(107.332, 300.146, -43.18, 79.09)","(97.516, 332.889, -37.716, 6.798)","(90.835, 360.964, -1.611, 15.235)","(72.366, 375.029, -51.904, 42.793)","(34.961, 377.454, -107.821, -45.596)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
69,"(612.271, 338.823, 27.388, -10.713)","(638.761, 332.333, 22.418, -8.889)","(664.166, 321.288, 26.854, -1.033)","(687.573, 306.883, 21.477, -19.71)","(707.465, 292.311, 20.295, 1.603)","(724.411, 278.971, 19.254, -12.07)","(741.257, 268.824, 7.025, -13.553)","(754.47, 257.276, 4.301, -18.719)","(774.986, 251.599, 8.532, -23.462)","(785.032, 232.892, 4.014, -13.796)","(793.143, 214.65, 5.069, -14.58)","(804.872, 188.653, 6.721, -21.698)","(813.075, 176.423, 19.276, -19.316)","(813.521, 167.568, -5.105, -30.138)","(810.343, 120.501, -5.69, -32.426)","(808.895, 90.309, -2.938, -25.765)","(784.176, 63.807, -36.932, -9.286)","(762.663, 52.459, -36.852, -7.8)","(724.849, 53.824, -50.404, 1.649)","(685.557, 54.586, -34.477, 5.52)","(650.14, 55.668, -34.316, -0.164)","(620.168, 57.382, -33.369, 7.425)","(585.456, 55.675, -37.453, -2.546)","(551.769, 57.988, -34.155, 1.489)","(516.552, 57.324, -24.542, 1.302)","(480.912, 56.621, -31.76, -2.448)","(443.697, 56.058, -40.763, 1.963)","(404.054, 57.817, -40.55, 3.532)","(368.539, 57.238, -35.526, -3.587)","(337.869, 54.851, -30.004, -4.934)","(315.585, 54.599, -24.181, 2.209)","(286.895, 56.629, -26.92, 0.959)","(257.371, 57.562, -31.556, 2.291)","(229.667, 56.951, -18.253, -2.371)","(208.444, 57.271, -16.763, -1.756)","(192.699, 64.198, -55.203, 10.265)","(156.874, 67.311, -47.593, 2.373)","(117.034, 91.763, -38.518, 46.503)","(87.518, 125.702, -7.95, 47.688)","(75.062, 165.21, -21.7, 43.076)","(69.265, 205.813, -11.694, 51.393)","(67.382, 244.202, 6.768, 39.661)","(65.08, 285.24, 0.777, 49.61)","(64.033, 323.429, 2.065, 35.635)","(60.712, 351.972, 2.44, 24.556)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
70,"(452.753, 278.011, 41.334, -18.494)","(488.537, 267.376, 35.737, -8.505)","(524.436, 258.481, 34.24, -6.106)","(558.76, 256.222, 39.993, -9.242)","(596.473, 250.422, 36.679, -6.245)","(630.783, 244.957, 14.894, -8.295)","(658.995, 237.949, 26.046, -11.404)","(684.698, 232.325, 28.951, -7.239)","(714.628, 227.79, 36.855, -8.622)","(739.608, 217.932, 34.137, -15.881)","(761.386, 208.904, 41.791, -24.282)","(785.493, 188.098, 26.883, -41.787)","(792.397, 143.349, -9.364, -44.56)","(795.462, 110.253, 15.397, -19.369)","(797.616, 83.891, -14.065, -9.249)","(771.86, 65.826, -17.395, -20.172)","(741.71, 56.449, -37.927, -2.022)","(705.056, 55.905, -39.687, 2.241)","(671.577, 58.533, -44.68, -2.397)","(632.318, 58.805, -34.712, 1.948)","(595.733, 59.646, -39.896, 4.474)","(560.753, 60.321, -36.397, 1.927)","(525.953, 60.323, -34.535, -1.294)","(493.82, 59.552, -34.958, 2.121)","(463.572, 60.025, -31.413, 2.725)","(429.708, 61.826, -35.356, -0.343)","(392.661, 61.545, -35.898, 2.796)","(359.273, 61.439, -31.755, 2.681)","(329.452, 62.113, -25.8, 4.466)","(291.388, 64.133, -35.224, 0.465)","(257.529, 64.088, -30.044, -0.807)","(225.827, 64.881, -26.207, 5.769)","(198.338, 62.747, -25.091, -0.601)","(174.742, 62.205, -17.984, -0.464)","(140.852, 68.632, -35.208, 15.777)","(100.594, 87.515, -45.59, 34.471)","(78.153, 120.981, -26.841, 26.64)","(65.887, 164.848, -11.473, 28.872)","(61.983, 207.098, -15.53, 37.858)","(61.077, 250.727, -11.753, 43.533)","(59.985, 290.907, 8.249, 42.709)","(61.947, 329.435, 11.938, 39.44)","(40.462, 363.961, -76.631, 31.405)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
71,"(334.432, 271.889, 17.908, -2.937)","(361.441, 272.139, 30.918, 3.686)","(382.158, 267.816, 19.774, -9.231)","(400.197, 262.325, 13.303, -8.35)","(415.094, 257.211, 14.14, -6.468)","(430.839, 250.834, 16.261, -3.664)","(446.165, 247.826, 16.589, 1.707)","(461.89, 248.44, 20.253, 1.722)","(475.092, 245.902, 10.716, -0.494)","(488.127, 245.603, 13.493, 2.775)","(504.179, 244.831, 19.073, -3.56)","(520.952, 245.302, 14.986, 2.211)","(538.815, 246.963, 14.829, 3.58)","(556.932, 252.059, 18.027, 6.074)","(575.123, 253.114, 22.838, 1.111)","(591.865, 252.877, 17.14, -1.681)","(607.085, 251.577, 19.79, -2.47)","(625.541, 249.234, 19.576, 0.943)","(641.636, 244.959, 11.597, -7.159)","(657.406, 241.67, 17.337, -4.856)","(673.85, 237.147, 15.171, -10.123)","(689.244, 232.691, 13.349, -7.122)","(700.959, 227.262, 9.5, -9.76)","(711.085, 226.328, 4.249, -2.982)","(717.113, 224.208, 7.715, 1.298)","(719.606, 223.582, 0.619, -4.547)","(724.346, 223.946, 5.097, 5.59)","(730.024, 225.323, 8.399, 0.714)","(734.421, 224.391, 2.286, 0.342)","(740.739, 223.007, 11.448, -0.87)","(748.455, 226.685, 3.767, 14.778)","(760.218, 234.67, 14.511, 1.948)","(770.106, 232.713, 11.719, -11.083)","(775.22, 227.027, 7.232, -0.653)","(781.365, 228.388, 5.223, 2.457)","(784.733, 218.745, 4.972, -15.03)","(787.398, 192.07, 15.212, -46.694)","(783.465, 166.77, 2.127, -38.236)","(782.127, 142.245, 0.476, -28.011)","(784.903, 126.483, -13.001, -23.031)","(793.553, 96.417, 2.527, -48.378)","(764.579, 90.632, -17.655, -2.927)","(736.36, 85.305, -36.845, -3.062)","(701.229, 76.596, -31.614, -1.497)","(666.7, 72.539, -33.373, -15.146)","(631.225, 69.499, -47.502, -13.82)","(594.52, 67.613, -29.528, 0.513)","(556.784, 70.039, -98.672, -2.959)","(513.454, 71.631, -27.809, 33.876)","(477.672, 75.185, -75.794, 4.159)","(433.44, 74.112, -42.16, -6.041)","(392.015, 76.905, -25.915, 41.813)","(350.78, 73.579, -9.613, -43.95)","(305.631, 69.658, -90.357, -31.769)","(270.272, 75.415, -57.228, -47.702)","(229.449, 77.325, -45.509, 42.568)","(195.613, 78.727, -28.114, 3.424)","(154.089, 76.138, -87.705, 35.484)","(119.847, 104.856, -55.333, 13.119)","(103.296, 138.759, 24.243, 42.309)","(86.527, 187.25, -47.298, 25.542)"
72,"(738.338, 214.384, 27.474, -26.378)","(769.029, 195.86, 36.313, -13.032)","(783.38, 157.743, 8.384, -38.125)","(787.672, 118.056, 4.325, -41.161)","(778.737, 80.844, -20.849, -32.806)","(740.004, 60.551, -41.178, -4.584)","(702.322, 59.38, -33.744, -0.925)","(670.833, 62.135, -28.052, 1.213)","(639.25, 63.666, -28.738, 2.989)","(609.229, 64.482, -31.564, -1.473)","(580.915, 64.55, -25.916, -0.248)","(552.223, 64.325, -36.069, 0.465)","(517.249, 64.268, -34.8, -2.939)","(480.484, 62.964, -35.174, -0.158)","(445.946, 61.85, -33.698, -4.417)","(415.41, 62.682, -31.85, 5.198)","(379.105, 65.312, -35.433, 3.4)","(339.936, 67.824, -37.279, 5.155)","(301.033, 69.125, -41.313, -0.642)","(263.845, 68.946, -37.525, -3.561)","(225.52, 68.875, -38.624, 2.833)","(188.639, 65.92, -37.745, -5.385)","(153.019, 68.498, -46.454, 8.879)","(110.309, 82.929, -30.518, 15.468)","(85.799, 102.654, -20.445, 24.905)","(68.059, 125.962, -7.88, 17.162)","(64.204, 145.644, -1.767, 23.291)","(62.048, 169.528, -4.28, 24.246)","(59.236, 197.594, -0.278, 26.695)","(60.148, 221.827, 4.138, 25.453)","(63.011, 252.069, 4.802, 36.402)","(63.413, 283.508, -2.498, 34.115)","(60.787, 315.458, -6.272, 33.029)","(61.503, 347.623, -16.438, 39.184)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
