,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
48,"(741.969, 216.29, 42.252, 4.607)","(778.516, 200.479, 9.523, -46.338)","(794.871, 157.641, 3.313, -52.098)","(794.648, 112.324, -0.099, -55.495)","(764.824, 90.407, -28.649, -10.282)","(716.344, 83.569, -60.341, -16.476)","(671.199, 86.775, -39.058, 8.369)","(624.216, 88.469, -36.667, -13.804)","(579.394, 91.523, -47.812, 3.639)","(533.136, 86.159, -39.396, 11.866)","(487.569, 81.692, -37.676, 13.048)","(443.329, 80.959, -38.463, -0.081)","(399.109, 80.389, -57.287, -11.387)","(354.869, 81.178, -36.671, 6.236)","(312.052, 80.89, -32.082, -7.187)","(267.664, 80.682, -43.053, -2.52)","(224.929, 79.97, -35.664, -6.213)","(182.908, 78.465, -40.974, -0.943)","(141.71, 84.034, -35.122, 39.825)","(114.968, 120.598, -22.886, 34.492)","(101.092, 159.839, -8.609, 56.082)","(92.218, 200.6, -12.551, 30.463)","(86.266, 243.625, -15.819, 37.97)","(80.788, 285.102, 5.546, 27.873)","(78.801, 323.831, 8.633, 25.387)","(70.316, 356.619, -25.593, 16.263)","(38.767, 363.1, -71.312, 3.672)"
49,"(614.216, 178.176, 52.948, -1.214)","(657.227, 172.321, 53.675, -20.869)","(692.889, 166.034, 29.137, -19.863)","(711.941, 166.544, 41.281, 3.011)","(732.812, 166.72, 24.749, -7.908)","(755.898, 169.056, 13.859, 7.618)","(773.514, 180.473, 32.249, 3.425)","(780.103, 140.191, -23.981, -56.956)","(771.391, 108.536, -9.819, -27.659)","(762.188, 87.347, -39.688, -12.202)","(721.518, 91.458, -60.859, -8.455)","(686.525, 102.432, -38.619, 16.766)","(662.743, 107.38, -16.683, -9.933)","(638.546, 113.982, -25.776, -0.502)","(638.546, 113.982, -25.776, -0.502)","(627.296, 113.966, -26.757, 14.803)","(626.116, 113.99, -33.725, 3.101)","(625.22, 113.985, -32.342, -0.137)","(625.22, 113.985, -32.342, -0.137)","(625.22, 113.985, -32.342, -0.137)","(625.22, 113.985, -32.342, -0.137)","(625.22, 113.985, -32.342, -0.137)","(625.22, 113.985, -32.342, -0.137)","(625.22, 113.985, -32.342, -0.137)","(625.22, 113.985, -32.342, -0.137)","(625.22, 113.985, -32.342, -0.137)","(624.654, 114.0, -33.916, 0.901)"
50,"(287.898, 428.063, 26.488, -3.798)","(323.304, 429.745, 40.76, -2.87)","(357.422, 430.074, 31.456, 15.721)","(392.093, 431.619, 28.741, -2.511)","(426.635, 432.472, 44.186, -6.213)","(459.638, 430.843, 26.769, 4.662)","(492.74, 430.696, 46.181, 1.499)","(523.821, 433.257, 37.03, -4.916)","(554.328, 438.022, 37.111, 19.229)","(583.862, 443.004, 27.234, 4.523)","(613.709, 447.856, 32.696, -8.41)","(639.933, 453.034, 30.716, -8.892)","(665.962, 460.099, 29.781, -0.82)","(689.927, 468.97, 13.775, -6.139)","(712.254, 476.394, 24.733, 5.085)","(729.036, 483.428, 9.986, 23.122)","(745.957, 491.785, 26.439, -11.64)","(760.342, 500.129, 6.505, 20.29)","(776.026, 504.8, 3.933, -3.062)","(788.193, 515.208, 29.271, 25.797)","(796.879, 532.953, 29.77, 16.224)","(807.392, 557.583, 1.718, 32.864)","(798.733, 584.665, 5.327, 21.438)","(795.523, 612.193, -8.478, 31.45)","(802.353, 639.583, 2.339, 31.607)","(804.447, 663.142, -20.328, -8.845)","(790.128, 671.821, -30.113, 8.239)"
51,"(627.665, 459.312, 15.418, 17.986)","(650.362, 462.888, 13.055, 12.121)","(674.455, 469.826, 19.129, -8.895)","(701.684, 474.105, 28.365, 17.655)","(729.99, 483.793, 34.573, 15.982)","(757.739, 499.256, 42.62, 9.772)","(779.623, 512.358, -1.58, 16.124)","(787.888, 531.565, 11.479, 33.521)","(799.86, 559.227, 4.534, 52.772)","(805.247, 592.846, 12.218, 44.734)","(813.044, 630.981, -6.294, 32.978)","(813.903, 658.469, -13.766, 10.071)","(796.492, 681.211, -43.972, 19.391)","(761.097, 694.61, -21.738, 17.308)","(715.783, 691.633, -57.165, -7.157)","(671.996, 691.566, -51.901, 10.634)","(627.862, 691.815, -53.455, -2.682)","(582.559, 691.183, -61.059, 5.024)","(540.147, 686.725, -49.663, 11.081)","(495.946, 687.188, -50.244, -2.773)","(450.459, 688.757, -36.466, -0.644)","(407.803, 685.8, -34.872, -14.444)","(364.028, 683.011, -37.214, 7.126)","(323.267, 679.387, -36.475, -13.064)","(284.117, 677.428, -52.469, 11.367)","(244.955, 673.958, -23.637, -3.077)","(206.961, 670.381, -52.308, 5.599)"
52,"(390.328, 468.166, 31.942, 17.551)","(429.11, 473.279, 30.049, 7.922)","(464.605, 476.471, 31.234, 1.626)","(501.355, 476.999, 45.753, -10.743)","(536.433, 479.054, 22.966, -8.132)","(571.13, 483.694, 41.327, -6.296)","(605.629, 487.497, 19.09, 16.349)","(638.275, 488.867, 26.893, 0.12)","(668.178, 490.561, 32.526, 6.158)","(694.16, 494.212, 12.494, -2.551)","(722.031, 497.078, 39.452, -7.563)","(747.607, 507.46, 20.332, 19.867)","(771.444, 522.449, 12.198, 6.968)","(788.145, 534.454, 26.102, -13.139)","(794.007, 570.447, -8.203, 39.614)","(797.895, 611.634, 11.523, 32.813)","(804.592, 640.647, 11.313, 40.956)","(785.991, 662.979, -56.894, 17.237)","(746.217, 680.499, -38.211, 31.029)","(706.479, 688.111, -56.214, -6.744)","(665.846, 689.859, -54.846, 16.745)","(628.849, 691.728, -46.28, -9.375)","(587.38, 691.655, -28.29, -10.362)","(549.029, 690.164, -45.99, -12.264)","(509.32, 692.047, -34.701, -9.685)","(471.627, 690.394, -26.227, -10.875)","(433.53, 688.445, -45.567, -14.601)"
53,"(662.609, 488.373, 32.47, 33.469)","(695.494, 503.118, 24.971, 16.736)","(726.148, 514.148, 16.434, 19.127)","(753.757, 529.509, 21.78, 10.006)","(776.129, 546.248, 18.937, 22.939)","(795.172, 585.218, 15.885, 45.297)","(796.463, 631.514, 10.385, 52.029)","(778.407, 663.616, -18.238, 37.506)","(727.3, 675.367, -63.295, -23.687)","(688.643, 663.946, -20.563, -6.241)","(652.356, 649.964, -47.919, -24.223)","(617.931, 637.024, -21.283, -9.007)","(603.595, 636.008, -40.331, -10.548)","(593.994, 636.027, -48.051, -6.502)","(589.478, 636.043, -37.789, 0.783)","(589.478, 636.043, -37.789, 0.783)","(588.406, 636.023, -64.323, -1.203)","(588.406, 636.023, -64.323, -1.203)","(588.406, 636.023, -64.323, -1.203)","(588.406, 636.023, -64.323, -1.203)","(588.406, 636.023, -64.323, -1.203)","(588.406, 636.023, -64.323, -1.203)","(584.019, 636.103, -37.805, 2.459)","(583.164, 636.013, -51.295, -5.4)","(583.164, 636.013, -51.295, -5.4)","(583.164, 636.013, -51.295, -5.4)","(583.164, 636.013, -51.295, -5.4)"
54,"(341.027, 535.302, 23.578, 5.416)","(379.741, 538.887, 31.857, 14.257)","(418.988, 538.151, 25.19, -14.779)","(453.803, 536.791, 33.513, -17.131)","(487.601, 534.923, 18.906, -15.82)","(524.868, 535.022, 32.397, 10.026)","(558.511, 534.448, 30.576, -5.742)","(590.97, 533.81, 40.717, -11.883)","(619.082, 537.213, 42.014, -4.939)","(647.121, 540.582, 24.187, 15.323)","(672.406, 541.397, 8.868, -4.464)","(698.893, 542.863, 17.897, -15.563)","(722.954, 548.775, 18.045, -17.36)","(741.356, 552.388, 33.023, 10.358)","(760.511, 550.966, 27.677, -9.781)","(777.604, 580.065, 26.908, 46.784)","(772.84, 617.299, -6.112, 16.909)","(782.342, 646.194, 12.581, 20.275)","(762.706, 663.264, -36.552, 4.845)","(721.099, 664.25, -42.472, -10.255)","(688.435, 666.695, -31.562, 21.77)","(648.89, 671.691, -29.266, 8.891)","(609.752, 671.518, -31.044, -2.07)","(567.04, 668.835, -52.216, 4.176)","(522.828, 660.8, -40.924, 0.287)","(478.215, 662.606, -30.774, 1.963)","(440.751, 655.766, -19.98, 3.801)"
55,"(345.418, 501.181, 30.33, 13.427)","(379.555, 501.963, 25.533, 4.613)","(413.354, 499.766, 45.017, 8.848)","(446.537, 499.753, 23.162, -12.149)","(478.997, 496.445, 36.527, 7.824)","(516.274, 496.767, 38.914, 12.056)","(551.883, 497.724, 25.373, -7.39)","(587.736, 501.238, 32.033, 6.619)","(625.143, 505.226, 46.915, 18.475)","(657.092, 509.029, 19.945, -13.432)","(685.79, 508.063, 30.172, -7.542)","(710.778, 510.951, 36.52, 7.923)","(734.972, 511.779, 43.734, -19.063)","(759.317, 521.141, 29.973, 31.672)","(777.944, 533.147, 12.72, -0.35)","(782.401, 551.927, 0.802, 6.203)","(790.007, 583.689, 6.896, 48.598)","(792.959, 618.211, 31.597, 25.498)","(797.139, 653.008, 8.166, 38.311)","(762.306, 671.031, -35.159, 12.606)","(717.581, 663.863, -30.67, -5.357)","(690.75, 656.219, -49.271, 21.05)","(646.08, 660.201, -49.904, 6.594)","(605.371, 663.943, -56.825, 14.759)","(560.524, 663.364, -58.226, -2.294)","(528.298, 653.676, -32.413, -4.544)","(490.022, 658.485, -45.577, 4.296)"
56,"(693.181, 258.031, 27.499, -10.223)","(729.443, 234.347, 33.341, -26.932)","(766.813, 212.636, 54.447, -25.83)","(793.586, 173.04, 15.623, -59.843)","(797.443, 118.363, 10.069, -45.693)","(774.242, 81.262, -43.838, -22.474)","(723.112, 69.88, -67.837, -8.988)","(669.827, 70.549, -61.773, 11.795)","(624.195, 70.024, -33.589, -16.867)","(580.932, 69.973, -26.589, 11.525)","(538.72, 71.297, -38.051, 10.59)","(496.228, 72.834, -40.386, 15.051)","(450.957, 73.635, -53.167, -4.369)","(406.851, 74.119, -40.133, 0.213)","(365.04, 75.909, -43.624, -5.924)","(321.509, 76.714, -57.133, -12.467)","(277.284, 78.501, -49.059, 17.311)","(233.571, 79.42, -41.908, 15.164)","(192.996, 79.795, -37.073, 4.808)","(153.806, 76.456, -53.942, 3.449)","(123.654, 107.382, -16.697, 39.714)","(106.025, 148.562, -21.061, 39.842)","(95.381, 189.051, 0.883, 49.18)","(88.061, 229.863, 5.342, 42.933)","(85.296, 270.889, -4.68, 57.74)","(79.265, 310.335, -9.746, 35.956)","(79.991, 342.769, 1.089, 39.621)"
57,"(531.993, 268.263, 47.478, 2.09)","(565.144, 257.493, 25.814, -25.701)","(597.432, 244.169, 28.232, -30.219)","(632.173, 232.867, 34.224, -2.942)","(663.937, 223.778, 21.982, -13.016)","(695.889, 219.656, 43.103, 9.765)","(724.649, 214.153, 7.451, -11.891)","(751.596, 207.821, 33.504, -9.388)","(774.539, 200.407, 8.039, -8.532)","(778.699, 164.872, 10.149, -17.086)","(768.778, 127.713, -15.957, -3.363)","(755.37, 109.15, -7.511, -15.153)","(752.357, 110.178, 21.684, -31.793)","(760.382, 96.93, 18.256, -41.66)","(767.101, 71.136, -59.429, -28.735)","(725.627, 65.195, -41.666, -7.62)","(685.777, 63.734, -42.602, -16.577)","(645.195, 59.792, -35.552, 8.171)","(608.061, 58.028, -26.403, 12.839)","(568.24, 60.851, -29.124, 14.687)","(526.458, 60.072, -58.342, -10.148)","(484.852, 61.061, -43.165, -10.04)","(446.817, 61.025, -37.998, -6.802)","(408.855, 61.876, -45.751, -5.927)","(372.594, 60.261, -44.483, 4.482)","(336.941, 61.597, -48.208, -6.601)","(298.743, 62.543, -24.283, -4.396)"
58,"(573.314, 250.941, 24.382, 4.898)","(605.884, 243.627, 23.318, -18.222)","(642.128, 233.349, 29.534, -10.217)","(676.475, 220.242, 43.134, -15.315)","(710.418, 209.009, 22.428, -1.86)","(737.95, 206.701, 36.498, 0.885)","(757.672, 200.966, 25.934, -30.451)","(779.144, 178.679, 8.886, -44.474)","(779.411, 135.208, -12.515, -42.088)","(768.212, 114.115, -15.255, -21.347)","(768.595, 91.904, -9.584, -13.262)","(769.994, 75.141, -56.069, -21.641)","(714.212, 76.351, -64.029, 29.325)","(665.261, 86.981, -43.182, -0.338)","(623.06, 82.409, -51.835, 9.07)","(576.49, 80.994, -45.772, -11.903)","(526.648, 86.999, -49.829, -4.246)","(484.447, 91.573, -53.093, -4.481)","(443.666, 96.179, -26.982, -7.071)","(403.574, 97.1, -38.582, 2.846)","(363.025, 97.66, -32.61, -3.39)","(323.622, 97.597, -25.607, 4.304)","(283.858, 96.992, -25.059, -10.725)","(246.221, 96.108, -27.286, -14.096)","(208.644, 91.513, -31.645, 22.238)","(173.294, 91.453, -31.188, 7.238)","(135.448, 96.162, -30.903, 30.582)"
59,"(671.911, 437.279, 19.743, 14.776)","(694.573, 449.374, 17.265, 7.545)","(721.681, 459.93, 12.024, 24.886)","(747.268, 469.936, 23.505, 24.23)","(771.505, 481.102, 24.929, 3.151)","(791.21, 494.42, 13.208, 8.684)","(806.322, 504.095, 17.715, -10.673)","(812.619, 510.36, 9.293, 12.361)","(813.791, 516.703, 13.145, 8.338)","(815.389, 528.776, -3.347, -7.384)","(811.463, 537.772, 11.643, -4.011)","(813.076, 553.723, 42.729, 42.68)","(810.373, 582.852, -28.593, 18.009)","(813.621, 626.777, 30.743, 39.278)","(818.885, 655.689, 10.938, 31.501)","(806.556, 674.708, -9.779, 30.179)","(782.744, 689.868, -34.201, 0.69)","(751.445, 694.969, -22.391, 18.622)","(715.238, 694.803, -62.157, -8.503)","(672.001, 688.818, -45.603, -6.346)","(633.886, 687.597, -38.197, 3.591)","(595.512, 686.794, -20.75, -9.112)","(553.285, 684.079, -50.672, -4.699)","(512.312, 686.82, -49.754, 13.231)","(467.653, 688.082, -30.072, 13.715)","(424.719, 688.857, -36.064, 14.459)","(382.234, 689.599, -51.34, 12.087)"
60,"(427.148, 192.924, 49.408, -10.204)","(461.593, 189.041, 29.076, 10.362)","(497.755, 194.987, 52.059, -6.299)","(543.097, 191.074, 46.531, -1.964)","(579.412, 188.536, 19.538, -4.709)","(617.235, 193.203, 33.025, 4.762)","(661.895, 185.919, 33.595, 0.594)","(691.55, 178.886, 40.707, -15.666)","(712.556, 173.291, 5.482, -9.283)","(732.788, 171.935, 13.589, -4.768)","(741.459, 166.101, 2.194, -14.937)","(748.436, 166.119, 4.491, 3.917)","(761.229, 171.844, -2.787, 7.118)","(781.974, 179.757, 38.297, 14.769)","(797.661, 145.694, 17.96, -34.986)","(792.902, 113.152, -22.896, -36.317)","(776.703, 92.293, -5.802, -33.464)","(752.318, 78.022, -36.201, -3.277)","(701.387, 80.02, -39.957, 1.662)","(659.18, 79.598, -55.644, -15.206)","(620.31, 78.459, -59.153, 1.182)","(578.099, 76.806, -52.443, 11.476)","(538.204, 84.705, -32.624, 19.717)","(501.004, 91.695, -25.582, 13.522)","(464.129, 95.458, -24.779, 4.321)","(427.524, 97.007, -19.671, 9.652)","(390.566, 96.516, -31.496, 10.678)"
61,"(318.522, 395.139, 30.392, -1.782)","(357.383, 381.784, 48.858, -17.761)","(394.471, 373.869, 49.014, -8.544)","(432.703, 364.211, 23.513, -6.075)","(469.637, 356.249, 45.301, -18.734)","(502.11, 347.558, 25.203, 2.978)","(535.162, 338.724, 42.066, -12.344)","(567.807, 331.106, 37.397, -23.923)","(599.242, 324.089, 34.334, -12.541)","(629.762, 317.831, 24.189, 3.023)","(654.974, 308.883, 27.073, -18.542)","(680.354, 298.146, 42.229, -5.511)","(705.465, 289.38, 38.245, 0.107)","(726.318, 280.008, 34.422, 5.118)","(746.088, 272.109, 33.704, -14.783)","(763.422, 263.303, 0.072, 1.822)","(775.244, 255.927, 19.891, -21.14)","(787.785, 243.613, 30.94, -19.617)","(800.398, 230.137, 20.654, -11.381)","(801.195, 217.928, -21.561, -10.31)","(807.577, 195.166, 15.846, -18.884)","(803.499, 167.026, -8.027, -24.898)","(799.723, 141.851, 7.121, -14.299)","(799.852, 117.946, 10.852, -34.859)","(803.307, 88.823, -9.592, -1.445)","(789.815, 75.198, -30.361, -18.948)","(758.721, 63.361, -47.134, -6.786)"
62,"(408.326, 238.035, 16.776, 14.21)","(441.135, 234.615, 26.492, 11.648)","(473.941, 231.407, 24.978, 15.505)","(510.611, 230.576, 35.965, 0.653)","(549.127, 225.704, 49.762, -5.603)","(582.032, 220.255, 45.91, 4.922)","(618.308, 215.133, 34.303, -22.128)","(653.612, 210.143, 41.702, -4.829)","(685.078, 208.646, 32.791, -1.825)","(714.365, 203.138, 34.26, 21.793)","(734.67, 202.011, 36.076, -27.222)","(756.126, 200.027, 22.211, -8.796)","(777.789, 171.661, 13.559, -59.64)","(774.846, 136.837, 1.261, -13.903)","(775.837, 116.844, 11.362, -25.233)","(776.846, 95.269, -45.503, -12.077)","(752.239, 77.231, -37.981, -36.216)","(712.968, 77.65, -26.577, 6.082)","(678.861, 89.288, -35.554, -5.279)","(636.148, 92.126, -24.0, 4.444)","(590.035, 87.469, -35.712, -5.364)","(546.595, 90.284, -61.072, -7.207)","(503.81, 96.761, -43.875, 7.784)","(463.545, 98.748, -41.204, 2.636)","(424.701, 96.714, -51.467, 1.032)","(386.81, 96.539, -50.163, 11.621)","(346.028, 97.034, -50.73, 13.88)"
63,"(301.446, 538.133, 38.567, 6.156)","(333.037, 542.873, 16.827, 7.942)","(365.327, 547.632, 43.007, 1.068)","(397.215, 548.597, 36.793, 0.045)","(429.65, 551.02, 34.014, 2.813)","(464.055, 553.033, 30.644, 3.29)","(494.52, 556.355, 45.379, 13.092)","(527.715, 557.244, 18.962, 11.964)","(557.474, 555.691, 45.135, 4.395)","(587.767, 558.814, 22.744, 6.864)","(618.034, 563.567, 36.92, 1.757)","(645.33, 566.932, 14.978, -8.166)","(670.289, 565.952, 24.664, 4.686)","(692.235, 558.952, 32.693, -16.104)","(720.32, 554.784, 24.314, -6.672)","(745.22, 552.843, 4.902, 11.188)","(762.548, 549.387, 31.834, -17.8)","(775.722, 571.339, -3.205, 13.612)","(774.449, 606.801, 3.458, 5.694)","(774.965, 630.085, 6.621, 26.589)","(778.713, 653.856, -19.608, 7.469)","(752.189, 668.006, -52.856, 7.764)","(716.702, 653.999, -14.592, -8.195)","(685.281, 656.948, -30.209, 10.466)","(652.733, 665.473, -29.138, -1.342)","(616.805, 668.435, -50.815, 11.946)","(577.689, 670.362, -27.8, 6.836)"
64,"(489.362, 481.188, 22.858, -0.556)","(530.602, 486.098, 38.944, -6.759)","(575.197, 493.429, 57.445, -7.533)","(619.968, 500.203, 55.638, 19.102)","(655.33, 505.289, 43.582, -3.558)","(687.47, 508.483, 52.683, 2.905)","(722.42, 505.3, 29.06, 8.442)","(757.17, 510.737, 40.947, 22.607)","(782.643, 523.981, 8.592, 47.059)","(796.355, 550.654, 2.749, 50.68)","(805.729, 587.968, -20.693, 52.125)","(806.999, 626.389, 20.39, 17.589)","(815.747, 656.438, 2.693, 15.659)","(811.555, 676.482, 5.399, 13.608)","(799.871, 686.201, -25.627, 25.493)","(773.519, 695.612, -22.52, 8.859)","(733.416, 694.614, -33.803, -1.481)","(695.647, 695.344, -17.178, 18.692)","(658.939, 694.075, -45.856, -4.852)","(618.523, 693.039, -53.627, 7.258)","(580.958, 691.391, -24.348, -6.208)","(540.405, 687.157, -42.126, -7.082)","(496.453, 686.518, -46.711, -2.098)","(456.495, 683.05, -50.668, -14.818)","(415.003, 683.103, -22.824, -14.216)","(374.893, 683.35, -38.671, 1.897)","(332.795, 680.406, -33.584, -13.416)"
65,"(382.008, 524.251, 57.566, -26.536)","(422.671, 519.435, 45.784, 14.329)","(457.471, 517.033, 36.345, 14.488)","(491.893, 517.34, 20.133, -11.415)","(526.743, 517.406, 21.216, -1.981)","(564.055, 524.09, 32.825, 9.716)","(601.918, 528.157, 28.158, 2.308)","(640.421, 532.595, 38.522, 2.693)","(672.644, 530.746, 11.308, 10.889)","(699.533, 532.765, 17.767, 5.858)","(720.719, 536.815, 15.473, 9.809)","(739.463, 542.397, 29.627, 21.804)","(758.226, 544.018, 29.531, 17.522)","(772.939, 557.039, -8.177, 22.648)","(776.028, 593.66, -8.907, 49.373)","(768.305, 619.68, -14.639, 4.897)","(780.335, 650.339, 31.799, 51.952)","(752.978, 664.755, -40.111, -12.669)","(711.743, 655.059, -13.209, 7.028)","(693.238, 639.852, -2.607, -18.886)","(690.802, 636.1, 4.317, -16.692)","(690.802, 636.1, 4.317, -16.692)","(690.802, 636.1, 4.317, -16.692)","(690.802, 636.1, 4.317, -16.692)","(689.594, 636.002, -40.393, -2.235)","(689.594, 636.002, -40.393, -2.235)","(689.594, 636.002, -40.393, -2.235)"
66,"(259.569, 298.746, 35.859, -25.544)","(291.795, 280.704, 24.513, -25.917)","(323.821, 266.675, 38.193, -6.238)","(359.061, 252.405, 22.862, -27.823)","(392.136, 241.131, 42.185, -17.76)","(425.219, 230.281, 17.863, -2.324)","(458.747, 223.046, 46.023, 6.248)","(490.008, 216.794, 24.396, 3.7)","(522.04, 212.244, 46.455, -2.677)","(552.587, 210.699, 19.245, 13.131)","(581.361, 211.932, 29.811, 12.32)","(608.276, 206.588, 28.829, 1.655)","(632.489, 204.163, 7.693, -8.702)","(655.07, 201.444, 22.275, -7.272)","(671.926, 199.856, 12.227, 2.825)","(685.22, 200.724, 34.128, -12.696)","(701.46, 199.135, 7.755, -17.761)","(715.807, 197.071, 13.798, -9.326)","(727.757, 195.613, 22.094, -3.206)","(737.232, 194.578, 13.169, 16.521)","(749.379, 198.121, 23.873, -10.931)","(765.101, 202.363, 3.379, 11.551)","(762.604, 185.498, -13.76, -37.735)","(760.176, 157.052, 10.472, -17.549)","(765.087, 137.343, 18.676, -26.544)","(776.45, 115.394, 26.312, -45.071)","(776.602, 97.065, -18.202, 10.485)"
67,"(723.211, 310.582, 41.848, -50.418)","(755.502, 270.697, 16.577, -33.154)","(787.287, 234.789, 27.428, -37.661)","(804.167, 211.875, 6.947, -40.425)","(820.191, 176.114, 18.262, -57.562)","(822.567, 138.613, 4.089, -15.195)","(810.544, 106.689, 10.413, -38.945)","(795.323, 75.41, -10.77, -13.539)","(766.081, 57.869, -47.01, -20.569)","(717.498, 55.624, -36.81, -13.825)","(671.963, 57.768, -29.324, 10.194)","(632.047, 58.721, -46.671, -7.196)","(585.791, 60.241, -41.608, -8.131)","(542.627, 61.787, -52.599, 14.33)","(501.387, 66.107, -41.945, 8.426)","(459.875, 65.776, -42.116, 7.257)","(419.113, 68.666, -27.446, 13.719)","(376.999, 70.445, -27.039, 16.092)","(335.545, 69.395, -37.587, -9.297)","(294.783, 72.046, -58.358, -4.144)","(253.61, 74.887, -55.003, -2.211)","(212.704, 78.536, -31.333, 6.656)","(173.647, 76.445, -43.03, -2.391)","(134.997, 87.698, -30.099, 25.465)","(111.175, 124.934, -29.215, 24.001)","(99.31, 164.207, -8.686, 26.545)","(92.872, 205.273, -3.295, 39.73)"
68,"(774.397, 189.05, 15.852, -54.408)","(784.419, 141.553, 20.29, -39.987)","(785.113, 95.935, -47.774, -1.006)","(741.263, 87.994, -52.863, 8.86)","(692.891, 83.815, -50.03, 0.836)","(645.547, 84.643, -43.488, 3.972)","(600.627, 82.793, -43.283, -4.395)","(555.474, 77.227, -54.76, -1.605)","(511.236, 77.02, -35.954, -1.88)","(465.084, 79.155, -35.185, 11.754)","(421.179, 79.215, -42.604, -15.021)","(374.817, 79.29, -43.081, 6.119)","(327.006, 80.051, -41.909, 16.229)","(283.676, 80.297, -41.514, 2.436)","(240.2, 79.673, -53.5, -6.039)","(200.051, 79.904, -34.058, 7.49)","(159.174, 78.909, -32.665, 2.627)","(124.778, 107.557, -25.921, 33.275)","(108.908, 150.038, -2.53, 56.366)","(97.549, 193.475, -11.105, 39.071)","(90.874, 236.637, -19.741, 36.698)","(83.205, 278.358, -16.147, 30.397)","(77.82, 321.489, 7.427, 40.651)","(69.139, 358.012, -15.921, 42.38)","(35.558, 362.762, -33.767, -10.957)","(None, None, None, None)","(None, None, None, None)"
69,"(652.058, 354.461, 14.638, -19.777)","(683.716, 334.093, 43.593, -32.932)","(714.351, 315.265, 37.03, -26.836)","(739.806, 296.664, 18.567, -19.138)","(759.67, 280.139, -0.047, -4.78)","(778.141, 263.295, 22.865, -5.142)","(792.457, 250.925, 21.448, -10.833)","(802.957, 232.865, 18.44, -26.216)","(808.691, 220.13, 8.929, -14.67)","(810.408, 202.909, 12.135, -6.723)","(818.048, 189.515, -4.554, -40.514)","(810.317, 158.148, -21.039, -76.805)","(808.368, 117.943, -17.393, -58.226)","(809.755, 79.352, 5.75, -21.008)","(796.941, 61.352, -35.075, -4.46)","(768.371, 51.132, -8.499, -6.227)","(737.544, 50.264, -42.611, -5.308)","(701.06, 52.558, -25.416, 0.634)","(661.962, 55.926, -35.993, -13.315)","(620.624, 56.753, -50.301, -5.642)","(581.204, 57.183, -30.11, -15.642)","(541.138, 55.44, -39.173, -5.821)","(502.617, 57.541, -66.298, 2.64)","(463.382, 58.128, -16.729, -13.661)","(424.612, 60.747, -54.691, 14.168)","(383.089, 61.552, -35.565, -9.371)","(343.602, 62.551, -38.231, -2.479)"
70,"(696.029, 176.108, 25.057, 0.407)","(726.27, 178.111, 35.697, -0.458)","(757.109, 180.437, 11.222, -4.489)","(770.61, 180.364, -4.594, -3.485)","(778.096, 150.349, 15.873, -52.039)","(778.157, 106.697, -3.402, -27.134)","(752.554, 84.188, -58.088, -16.689)","(704.567, 87.258, -41.029, 1.677)","(659.284, 97.079, -42.359, 15.081)","(612.76, 103.641, -57.659, 21.954)","(574.279, 105.998, -29.698, 3.709)","(538.108, 98.17, -36.795, -9.842)","(497.651, 93.361, -51.236, 9.983)","(454.201, 89.745, -56.49, 0.21)","(410.687, 88.413, -44.062, -18.622)","(368.415, 84.795, -36.105, 7.035)","(326.497, 83.442, -53.914, -11.229)","(283.13, 81.457, -52.861, -16.825)","(240.683, 80.595, -43.555, 0.464)","(202.825, 79.144, -27.15, -8.592)","(164.755, 76.51, -33.945, -15.482)","(128.234, 98.129, -22.67, 37.11)","(110.294, 137.658, -17.963, 56.408)","(98.345, 178.13, -21.258, 59.445)","(91.755, 220.884, -4.121, 30.589)","(84.278, 261.758, 0.572, 50.686)","(77.801, 299.038, -9.67, 38.068)"
71,"(751.78, 446.429, 48.272, 27.433)","(779.698, 472.863, 7.86, 12.825)","(797.818, 494.972, 14.367, 12.435)","(807.642, 514.292, -3.675, 29.83)","(813.199, 531.735, 3.139, 26.36)","(816.74, 539.083, 10.013, -10.919)","(816.642, 543.636, -0.299, -0.452)","(810.49, 551.026, 28.31, 60.988)","(822.572, 573.335, 12.687, 18.533)","(834.702, 579.76, 20.459, -9.058)","(842.013, 583.998, 6.865, 1.89)","(842.013, 583.998, 6.865, 1.89)","(842.013, 583.998, 6.865, 1.89)","(842.013, 583.998, 6.865, 1.89)","(842.013, 583.998, 6.865, 1.89)","(842.013, 583.998, 6.865, 1.89)","(842.013, 583.998, 6.865, 1.89)","(842.013, 583.998, 6.865, 1.89)","(842.013, 583.998, 6.865, 1.89)","(842.013, 583.998, 6.865, 1.89)","(842.013, 583.998, 6.865, 1.89)","(842.268, 583.989, 10.58, -0.646)","(842.268, 583.989, 10.58, -0.646)","(842.534, 583.956, 8.714, -0.597)","(842.017, 583.969, 2.472, 2.165)","(841.512, 583.892, -9.517, -1.592)","(840.142, 583.836, 1.379, 2.974)"
