,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
45,"(289.197, 171.301, 33.036, -3.902)","(312.737, 166.15, 26.513, 4.592)","(330.334, 166.214, 13.784, 5.426)","(350.28, 166.006, 12.062, -15.771)","(368.792, 166.381, 4.182, -8.276)","(376.316, 168.266, -3.462, 3.241)","(381.649, 180.002, -0.006, 24.316)","(407.415, 196.656, 48.154, 2.757)","(444.751, 199.432, 20.289, -2.542)","(474.757, 203.228, 33.09, -0.499)","(494.096, 208.822, 16.766, 4.577)","(518.567, 214.322, 23.171, 13.537)","(549.722, 220.8, 20.366, 12.721)","(582.411, 226.245, 28.841, 5.183)","(612.449, 229.962, 16.919, -5.699)","(639.823, 236.012, 24.776, 8.92)","(660.452, 239.834, 21.404, -8.142)","(679.493, 239.479, 17.654, -16.859)","(695.267, 237.861, 21.217, -7.969)","(708.948, 236.668, 19.56, 0.578)","(719.495, 234.402, 25.961, 0.388)","(727.922, 232.136, 25.063, 5.067)","(736.938, 226.61, -4.145, -3.758)","(745.983, 224.283, 25.591, 7.102)","(755.579, 221.35, -5.855, -4.157)","(761.835, 221.736, -4.915, 0.56)","(768.44, 219.703, 17.438, 6.343)","(773.472, 206.714, -7.144, -14.739)","(769.717, 176.294, -3.326, -34.313)","(775.544, 143.881, -10.679, -26.214)","(783.33, 106.056, 29.698, -33.018)","(760.824, 98.896, -24.708, 21.875)","(736.314, 101.005, -15.14, 4.814)","(718.872, 96.627, -7.952, -19.572)","(681.894, 80.149, -35.226, 4.905)","(641.817, 83.914, -33.434, -1.908)","(610.078, 83.636, -47.124, 7.353)","(571.837, 87.943, -21.925, -8.532)","(530.297, 91.33, -7.144, -22.544)","(487.775, 90.589, -63.612, -12.176)","(445.51, 96.131, 10.443, 7.559)","(402.423, 92.116, -66.013, 57.845)","(363.704, 90.299, -68.926, -11.845)","(322.362, 93.908, -84.156, -9.333)","(277.56, 88.857, -22.316, -23.411)","(238.94, 90.347, -11.638, -61.373)","(200.366, 86.689, -65.445, 32.393)",
46,"(353.153, 343.373, 46.506, -9.691)","(385.323, 326.118, 21.944, -1.754)","(415.165, 311.468, 25.204, -24.509)","(444.038, 300.225, 48.203, -23.989)","(474.345, 292.69, 18.627, -7.661)","(508.613, 284.747, 54.578, -20.989)","(547.353, 273.284, 41.226, -16.781)","(584.041, 263.714, 37.211, -7.327)","(617.771, 255.66, 43.804, 0.116)","(644.543, 251.167, 38.534, 16.625)","(666.529, 245.119, 6.776, -18.343)","(688.562, 235.936, 30.957, 0.523)","(711.853, 230.338, 47.178, 1.951)","(738.097, 226.49, 47.247, 18.456)","(765.336, 225.872, 40.424, 11.721)","(782.954, 210.123, 30.498, -26.544)","(793.933, 182.674, 9.973, -22.259)","(799.864, 155.433, 26.555, -38.975)","(807.056, 117.955, -6.706, -17.105)","(801.395, 90.762, -8.879, -17.142)","(767.826, 72.776, -40.422, -16.427)","(737.386, 62.816, -51.006, 11.202)","(699.558, 64.255, -27.201, -9.989)","(662.026, 69.047, -44.869, 17.542)","(621.683, 76.957, -53.686, -6.265)","(586.164, 81.676, -22.727, -2.348)","(549.615, 86.84, -38.032, 7.915)","(506.231, 92.378, -34.449, 11.065)","(467.339, 95.041, -27.047, 6.256)","(426.855, 95.881, -49.733, -15.466)","(385.54, 95.469, -40.864, 1.309)","(344.81, 91.749, -39.2, -8.123)","(306.091, 90.692, -31.686, -5.977)","(268.715, 89.853, -43.53, 5.547)","(237.761, 90.065, -24.08, -1.009)","(214.57, 89.218, -25.928, 33.852)","(185.442, 98.817, -56.917, -1.827)","(178.742, 98.967, -29.276, 2.631)","(150.367, 90.648, -20.065, -11.433)","(126.276, 137.381, 48.871, 81.99)","(126.575, 188.777, -0.511, 66.546)","(119.969, 231.113, -17.056, 62.522)","(114.999, 269.422, -32.999, -15.352)","(103.368, 302.311, -10.008, 30.341)","(98.718, 325.906, 3.744, -20.973)","(84.407, 356.575, -25.711, 22.289)","(41.094, 371.499, -15.866, -12.731)",
47,"(504.097, 212.558, 62.095, -0.122)","(553.505, 208.312, 53.886, 6.169)","(598.562, 197.664, 43.811, -24.523)","(637.666, 182.588, 18.331, 0.969)","(668.678, 178.074, 22.343, 5.84)","(695.992, 171.866, 37.915, -3.276)","(718.38, 168.488, 19.69, -6.277)","(729.9, 166.284, 12.162, 7.71)","(740.315, 167.447, 16.751, -8.903)","(757.638, 167.98, 17.055, 0.704)","(757.414, 166.018, 4.972, 18.943)","(761.842, 172.807, -7.774, -8.621)","(763.597, 175.614, -27.624, -1.751)","(774.164, 179.062, 34.946, -26.843)","(786.957, 164.305, 26.424, -55.446)","(798.22, 130.574, 28.239, -25.737)","(804.749, 95.71, 4.831, -25.21)","(791.02, 78.413, -34.038, -23.405)","(753.566, 65.706, -44.133, -21.758)","(711.268, 58.971, -28.362, 8.567)","(671.769, 59.507, -56.583, 9.308)","(628.771, 58.682, -39.336, -0.779)","(589.68, 61.826, -25.247, -11.532)","(553.274, 62.792, -42.992, 13.457)","(513.595, 64.794, -33.268, -10.944)","(472.786, 65.74, -52.158, 4.669)","(431.532, 64.905, -26.308, -9.504)","(390.58, 62.821, -27.159, -11.862)","(350.478, 64.234, -55.774, -10.639)","(309.118, 64.511, -32.08, -2.209)","(273.454, 65.377, -32.894, -4.647)","(237.511, 65.35, -34.514, -3.441)","(211.021, 70.707, -30.456, -8.75)","(174.246, 79.595, -52.73, -5.052)","(135.578, 83.757, -17.276, 14.984)","(108.644, 113.211, -33.88, 42.534)","(88.156, 153.123, -34.022, 28.474)","(71.648, 190.651, -2.837, 20.63)","(65.224, 225.359, 0.002, 25.538)","(61.313, 255.818, 26.651, 45.2)","(58.582, 295.294, -50.982, 61.843)","(59.117, 323.553, -39.424, 20.669)","(56.731, 353.406, -25.906, -15.254)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
48,"(557.948, 298.376, 54.457, -22.289)","(604.031, 286.273, 50.281, -7.869)","(642.953, 266.696, 20.519, -33.011)","(681.822, 251.209, 21.022, -1.402)","(712.157, 239.787, 8.821, -4.977)","(736.573, 226.776, 23.969, -10.177)","(758.45, 220.442, 10.793, 1.572)","(778.257, 207.305, 14.083, -6.029)","(797.35, 177.605, 20.708, -54.301)","(806.048, 133.216, -11.821, -55.868)","(805.428, 93.363, -12.828, -21.578)","(759.576, 71.653, -69.779, -41.048)","(711.692, 59.142, -54.687, -8.875)","(661.4, 63.464, -43.604, 14.645)","(621.27, 66.555, -38.854, 9.7)","(582.486, 67.231, -31.017, 12.191)","(541.386, 65.061, -35.223, 5.813)","(499.553, 65.343, -55.861, 0.938)","(456.688, 66.405, -42.526, -14.658)","(416.754, 68.203, -39.495, 16.615)","(374.21, 69.996, -41.38, 15.162)","(328.956, 70.797, -33.352, 6.009)","(283.365, 71.084, -37.828, 4.97)","(240.894, 73.78, -21.079, 18.358)","(204.867, 76.562, -28.599, -2.948)","(167.188, 78.022, -39.032, -16.856)","(127.205, 90.533, -48.107, 31.02)","(104.46, 128.924, 2.038, 29.224)","(94.251, 172.457, -15.86, 38.508)","(86.263, 213.112, -14.533, 38.231)","(80.602, 253.177, -9.794, 23.013)","(76.588, 292.273, -13.502, 44.434)","(73.563, 326.282, 5.428, 35.193)","(70.205, 357.167, -5.444, 39.592)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
49,"(463.29, 195.763, 23.374, 3.665)","(496.655, 195.507, 21.259, -2.709)","(530.395, 196.406, 41.311, 12.814)","(576.381, 191.15, 54.015, -7.953)","(614.064, 179.46, 48.841, -8.119)","(650.292, 167.895, 42.504, -8.16)","(663.707, 166.003, 39.434, -1.026)","(670.333, 166.008, 24.877, -0.082)","(670.333, 166.008, 24.877, -0.082)","(672.248, 166.047, 25.393, -2.021)","(683.045, 166.132, 53.698, 6.737)","(699.086, 166.307, 20.299, 8.827)","(713.037, 166.082, -0.151, 3.75)","(722.19, 166.077, 28.165, -6.192)","(731.64, 167.882, -2.976, 16.313)","(741.881, 166.525, 0.495, -2.571)","(753.341, 175.531, 14.712, 3.517)","(756.215, 185.222, 28.471, 17.478)","(773.579, 183.402, 19.846, -36.169)","(781.868, 150.021, 14.383, -45.025)","(785.235, 125.436, 7.231, -23.34)","(776.834, 94.808, -38.688, 6.386)","(730.17, 96.151, -14.09, 20.042)","(700.544, 98.982, -37.025, -18.808)","(660.458, 99.289, -34.134, 7.601)","(632.574, 110.148, -22.619, 23.741)","(624.187, 113.93, -48.776, 3.939)","(624.187, 113.93, -48.776, 3.939)","(624.187, 113.93, -48.776, 3.939)","(623.749, 113.974, -26.292, 2.63)","(623.168, 113.998, -34.863, 1.455)","(623.168, 113.998, -34.863, 1.455)","(623.168, 113.998, -34.863, 1.455)","(623.168, 113.998, -34.863, 1.455)","(623.168, 113.998, -34.863, 1.455)","(623.168, 113.998, -34.863, 1.455)","(623.168, 113.998, -34.863, 1.455)","(615.999, 113.899, -63.029, -2.55)","(590.594, 113.908, -73.374, 2.67)","(547.962, 102.858, -59.584, -59.974)","(502.341, 94.311, -36.331, 25.136)","(460.528, 95.31, -36.03, 7.076)","(418.424, 95.812, -92.718, -35.534)","(376.683, 93.498, -82.403, -45.431)","(334.853, 95.252, -55.261, 1.254)","(287.121, 95.017, -35.213, 10.372)","(248.096, 95.953, -32.014, -46.757)",
50,"(287.486, 412.305, 46.903, -15.239)","(315.028, 400.037, 28.481, -26.605)","(339.144, 386.409, 15.8, -15.064)","(361.607, 372.332, 14.177, 1.996)","(390.284, 361.089, 21.237, -6.616)","(416.902, 345.872, 23.412, 1.494)","(443.871, 332.722, 35.615, -18.259)","(471.33, 321.518, 32.953, -3.543)","(497.919, 310.268, 40.219, -19.533)","(525.642, 299.399, 40.149, -3.906)","(552.945, 287.851, 17.122, -20.189)","(580.315, 282.946, 40.104, -17.537)","(607.448, 278.98, 33.686, 4.156)","(636.795, 275.81, 38.368, -12.398)","(663.356, 271.307, 38.138, -23.724)","(690.13, 260.327, 30.456, -18.984)","(711.495, 250.015, 4.008, -12.035)","(728.828, 243.188, 25.223, 2.121)","(750.02, 232.851, 22.661, 11.076)","(766.925, 223.643, 16.339, -29.682)","(780.89, 203.475, 15.281, -46.935)","(790.139, 174.39, -5.548, -35.632)","(786.691, 133.128, 7.983, -15.45)","(784.543, 96.628, -56.584, -5.239)","(747.803, 81.096, -22.367, 0.637)","(720.365, 69.836, -17.761, 0.12)","(687.988, 62.04, -42.593, 8.633)","(651.301, 58.688, -22.294, -5.014)","(616.608, 58.525, -38.52, -3.323)","(577.024, 61.104, -48.944, -7.513)","(541.352, 63.023, -40.669, -8.699)","(505.362, 65.526, -26.622, 9.663)","(466.55, 65.017, -45.01, -3.507)","(427.367, 63.835, -33.744, -6.81)","(386.126, 64.276, -45.73, 5.851)","(349.101, 65.035, -40.281, -15.47)","(313.156, 65.873, -36.981, -10.096)","(281.895, 65.84, -33.363, -10.371)","(253.887, 66.92, -36.569, -6.079)","(231.462, 67.428, -23.323, 1.23)","(206.909, 73.042, -5.965, -5.912)","(169.709, 69.817, -3.297, 5.339)","(132.925, 80.795, -32.928, 63.92)","(105.217, 119.483, -3.237, 72.729)","(88.753, 151.257, 24.875, 8.854)","(76.134, 187.209, -27.774, 65.894)","(72.155, 232.264, -12.618, 80.934)",
51,"(629.365, 331.18, 10.532, -18.761)","(652.932, 309.401, 28.972, -20.877)","(685.222, 287.751, 24.159, -6.081)","(715.78, 268.101, 20.924, -17.045)","(739.142, 254.062, 27.215, 7.981)","(757.992, 241.3, 7.773, -23.883)","(783.137, 224.742, 11.239, -6.788)","(796.276, 193.185, 10.237, -43.476)","(794.435, 146.807, -11.811, -34.3)","(790.504, 103.07, -0.63, -55.864)","(746.966, 81.22, -38.485, -14.112)","(699.095, 70.142, -63.456, -14.005)","(652.724, 65.325, -45.669, 8.515)","(609.977, 67.542, -45.552, -3.201)","(567.579, 65.422, -47.65, 1.308)","(529.086, 63.644, -47.25, 6.283)","(489.044, 65.655, -39.658, 3.04)","(448.048, 65.23, -59.009, 7.728)","(403.849, 66.112, -50.58, -13.114)","(360.022, 67.015, -44.932, 10.98)","(317.038, 64.016, -52.417, -11.888)","(276.929, 63.846, -48.731, -9.91)","(235.94, 67.148, -32.049, 6.243)","(190.503, 68.142, -55.051, -0.184)","(142.628, 72.597, -31.548, 24.476)","(109.967, 106.282, -42.132, 37.351)","(85.938, 145.788, -15.014, 42.378)","(70.821, 180.914, -25.4, 38.689)","(64.763, 220.605, 4.525, 32.666)","(63.661, 259.277, -8.378, 43.437)","(61.764, 297.694, 14.404, 42.558)","(61.849, 328.119, -11.688, 51.386)","(53.247, 358.189, -60.347, -7.431)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
52,"(649.822, 571.091, 50.952, 4.438)","(684.9, 575.034, 31.695, -9.235)","(721.551, 573.756, 16.756, -3.263)","(749.317, 569.516, 27.268, -14.683)","(773.92, 561.459, 31.133, -14.654)","(771.739, 606.746, -1.803, 53.543)","(777.64, 650.848, 20.126, 50.558)","(740.44, 663.749, -33.901, 5.049)","(698.803, 665.298, -33.094, 7.734)","(660.375, 663.734, -53.714, -10.048)","(620.918, 664.837, -44.237, 14.87)","(579.64, 664.705, -40.647, -5.631)","(537.968, 664.412, -32.246, 9.201)","(495.923, 665.78, -38.635, -14.33)","(453.636, 665.523, -32.671, 17.461)","(411.429, 668.154, -31.1, -5.494)","(367.559, 668.044, -50.414, 15.061)","(323.957, 666.404, -37.947, -5.815)","(281.054, 665.387, -44.082, 2.915)","(238.243, 666.868, -35.822, -3.442)","(200.7, 666.963, -27.338, 12.834)","(163.64, 664.601, -46.663, 10.525)","(137.034, 639.588, -3.829, -32.205)","(121.72, 598.488, -27.519, -30.865)","(109.654, 558.716, -1.961, -26.6)","(98.303, 516.924, 0.949, -53.415)","(87.215, 477.362, -16.629, -42.276)","(79.174, 442.206, -11.296, -30.096)","(75.889, 408.703, 10.347, -33.785)","(61.934, 389.966, -29.827, -3.708)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
53,"(567.341, 366.42, 29.837, -17.623)","(594.184, 351.988, 27.341, -13.696)","(617.361, 333.699, 23.781, -17.966)","(642.577, 317.657, 22.397, -16.458)","(666.286, 302.594, 20.694, -13.297)","(690.384, 288.955, 16.873, -13.354)","(717.844, 280.554, 18.592, 5.793)","(739.57, 276.346, 20.92, -5.822)","(755.488, 272.775, 6.649, 8.334)","(766.512, 269.49, 6.891, -0.554)","(777.874, 259.809, 5.786, 6.989)","(787.215, 257.775, 11.7, 8.777)","(794.75, 256.941, 4.12, -8.846)","(801.717, 249.158, 15.812, -20.036)","(810.189, 238.634, 17.956, -2.398)","(815.048, 238.15, 6.966, 12.919)","(812.699, 233.45, 2.944, -6.226)","(806.997, 229.595, -3.075, -5.236)","(806.827, 225.191, -0.229, -6.94)","(803.698, 220.171, -6.596, -13.496)","(803.382, 200.111, -1.024, -16.901)","(810.448, 179.613, -6.235, -5.013)","(810.603, 163.785, -1.53, -28.762)","(812.108, 144.65, -4.788, -17.266)","(809.314, 129.644, -6.194, -16.991)","(800.818, 105.603, -5.568, -34.217)","(780.056, 96.364, -31.682, 10.727)","(739.177, 95.757, -39.322, 0.032)","(707.929, 96.49, -42.351, -4.395)","(672.498, 89.135, -49.326, 7.674)","(633.151, 87.76, -28.775, -17.006)","(585.119, 85.099, -46.235, -2.676)","(545.823, 83.69, -41.152, -3.184)","(506.004, 82.551, -33.689, 15.222)","(467.516, 82.854, -50.923, -13.348)","(429.433, 81.954, -43.62, 7.12)","(392.089, 81.553, -23.023, 11.542)","(355.811, 79.51, -40.196, -11.644)","(322.403, 79.248, -17.386, 9.18)","(289.691, 78.825, -45.035, -16.22)","(253.186, 73.642, -65.872, -0.47)","(218.937, 75.239, -46.939, -35.41)","(181.764, 68.6, -51.782, 19.701)","(151.21, 69.478, -38.875, 1.712)","(114.535, 104.803, -35.419, 59.721)","(92.661, 147.907, -44.392, 87.05)","(79.729, 194.183, -42.85, 91.542)",
54,"(712.076, 523.265, 13.489, 7.395)","(726.361, 529.846, 25.829, 7.012)","(752.487, 536.501, 28.959, 7.467)","(780.713, 549.71, 19.366, 23.132)","(801.194, 573.118, 11.255, 31.174)","(806.617, 601.975, 5.207, 33.474)","(811.803, 632.19, 1.367, 29.725)","(806.703, 659.903, -11.677, 27.486)","(789.705, 677.627, -18.105, 17.817)","(763.641, 691.836, -31.614, 1.544)","(733.189, 688.349, -35.261, -3.283)","(693.452, 687.921, -44.018, -2.632)","(652.143, 686.594, -39.179, -1.657)","(613.04, 684.189, -42.684, -4.422)","(573.131, 681.521, -37.653, -0.838)","(532.867, 680.656, -38.441, -3.893)","(492.875, 679.985, -35.18, 2.272)","(455.655, 679.593, -32.872, -5.658)","(415.705, 677.297, -39.301, 1.995)","(375.377, 675.898, -37.275, 0.8)","(336.503, 676.615, -38.697, 3.547)","(295.571, 676.832, -37.446, -2.843)","(257.07, 674.498, -36.016, 0.995)","(218.894, 672.764, -40.553, -1.036)","(180.997, 673.644, -38.87, -4.33)","(139.674, 657.478, -27.415, -45.238)","(114.114, 613.653, -27.562, -60.475)","(99.216, 565.904, -13.037, -48.176)","(84.843, 518.948, -26.441, -49.027)","(72.489, 476.961, -10.128, -26.763)","(61.896, 444.043, 1.929, -27.61)","(61.888, 412.707, -13.811, -28.392)","(34.503, 387.373, -62.945, -6.253)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
55,"(755.848, 310.257, 15.698, -28.321)","(772.877, 282.783, 17.032, -29.84)","(787.823, 252.172, 10.289, -31.999)","(800.998, 224.797, 7.185, -27.983)","(811.153, 207.097, 15.137, -20.297)","(819.463, 204.896, -6.724, 2.12)","(819.476, 199.553, 1.639, 0.984)","(820.379, 197.727, 3.963, -3.792)","(824.389, 191.809, 5.657, -4.374)","(834.125, 193.545, 9.512, 3.002)","(834.763, 203.555, -2.583, 3.678)","(833.39, 208.072, -3.699, 2.977)","(832.723, 210.602, -5.538, 3.283)","(834.869, 211.401, -1.691, 6.415)","(833.923, 214.657, -2.256, -2.332)","(833.903, 213.857, 2.749, -8.331)","(836.348, 214.008, -0.656, 3.744)","(835.886, 217.551, -2.439, -7.24)","(833.479, 216.74, 4.448, 9.97)","(830.652, 212.908, -7.385, -2.638)","(827.583, 212.678, -3.862, 7.438)","(825.207, 208.676, -9.37, -2.85)","(817.688, 204.649, -9.282, -5.385)","(819.035, 198.149, 3.67, 7.732)","(812.154, 200.163, 1.346, 0.334)","(812.827, 197.386, 5.725, -0.918)","(809.595, 195.843, 3.512, -35.387)","(808.435, 169.486, -4.056, -16.566)","(809.219, 138.574, -17.186, -16.84)","(801.802, 105.875, 3.681, -33.866)","(770.714, 86.831, -59.787, -0.868)","(724.804, 86.63, -17.516, -18.36)","(694.862, 76.001, -25.63, -5.605)","(656.951, 79.472, -44.82, 12.955)","(623.897, 86.632, -51.0, 2.807)","(582.871, 90.578, -43.888, -7.414)","(549.113, 95.316, -24.788, 3.501)","(509.591, 96.26, -33.34, -14.533)","(470.103, 94.813, -42.53, -3.348)","(429.261, 95.043, -55.103, -13.425)","(387.488, 92.609, -57.049, -34.51)","(343.15, 91.735, -2.374, -42.447)","(302.392, 90.603, -88.209, -36.307)","(262.911, 84.482, 5.955, 41.502)","(222.824, 87.22, 0.432, -25.486)","(181.928, 93.656, -69.341, -53.226)","(147.578, 83.353, 35.38, 56.941)",
56,"(407.089, 341.048, 32.938, -6.861)","(432.083, 330.18, 18.431, -5.272)","(454.557, 324.679, 25.901, 1.252)","(482.62, 324.341, 31.658, 4.212)","(513.495, 317.75, 32.724, -11.227)","(543.229, 310.37, 29.005, -2.006)","(567.343, 309.6, 24.13, 0.488)","(588.198, 309.075, 24.406, -1.646)","(612.518, 305.972, 29.547, -3.68)","(636.678, 303.078, 30.369, 1.137)","(659.619, 301.379, 18.829, -3.668)","(682.248, 298.628, 19.298, -2.784)","(702.142, 303.21, 19.222, 3.88)","(711.716, 304.88, 6.991, 0.653)","(719.401, 304.17, 8.558, 1.502)","(725.261, 302.292, 0.543, -2.078)","(733.352, 291.122, 10.048, -13.097)","(740.971, 281.282, 8.268, -8.708)","(745.327, 272.381, 6.499, -6.997)","(753.209, 267.117, 4.994, -6.105)","(762.087, 260.495, 8.546, -4.361)","(774.141, 256.96, 2.713, 4.007)","(778.033, 253.951, -1.554, -8.496)","(785.882, 246.663, 9.949, -10.597)","(789.205, 243.349, 4.378, -8.395)","(791.134, 240.511, -8.175, 13.676)","(791.88, 237.901, 2.119, -6.022)","(793.382, 226.703, -19.745, -25.044)","(788.67, 208.612, -0.937, -22.328)","(785.211, 182.667, -16.185, -38.494)","(790.004, 153.233, 23.645, -8.385)","(795.797, 131.899, -6.086, -24.872)","(795.036, 96.705, 3.903, -28.614)","(751.309, 88.843, -46.245, -22.591)","(725.635, 78.824, -16.343, -9.353)","(689.078, 63.49, -36.01, -15.098)","(647.265, 62.97, -28.89, 1.252)","(606.504, 61.936, -42.408, 0.293)","(564.471, 63.291, -37.321, 4.261)","(527.119, 64.874, -41.558, 3.367)","(487.347, 63.215, -41.991, 6.007)","(445.401, 62.032, -74.586, -39.194)","(400.471, 59.797, -71.429, 50.6)","(364.705, 61.237, -16.375, -21.61)","(324.144, 63.357, -75.326, 38.804)","(282.424, 63.666, -48.095, -55.455)","(248.452, 65.465, -81.029, -29.277)",
57,"(557.401, 518.883, 56.426, 7.427)","(598.651, 521.923, 33.021, 2.689)","(631.935, 524.465, 29.133, -3.866)","(661.946, 521.886, 31.194, 2.572)","(687.236, 519.203, 23.824, -0.408)","(718.444, 521.411, 39.036, -1.723)","(740.397, 527.5, 30.611, 12.034)","(766.319, 537.04, 19.483, 3.155)","(785.863, 545.092, 15.929, 21.92)","(800.897, 571.321, 15.892, 24.732)","(809.781, 603.144, 2.642, 38.915)","(818.187, 636.52, 8.275, 19.751)","(824.381, 655.71, 6.389, 15.734)","(825.644, 667.282, -5.693, 6.659)","(821.229, 676.525, -4.262, 16.102)","(816.61, 680.765, -7.204, 0.805)","(814.918, 683.857, 0.522, -3.743)","(813.108, 680.385, -7.098, -4.823)","(805.177, 678.426, -11.968, 6.299)","(792.094, 684.601, -22.216, 6.033)","(766.909, 689.473, -27.047, -0.523)","(735.626, 687.748, -31.969, -0.32)","(706.135, 684.408, -24.479, -3.775)","(676.266, 681.483, -36.974, -3.235)","(635.126, 677.816, -46.412, -4.908)","(603.763, 675.361, -20.59, 2.109)","(578.807, 674.863, -31.573, -5.034)","(547.216, 668.495, -26.772, -10.675)","(514.624, 654.708, -31.646, -2.28)","(479.402, 647.856, -33.437, 4.993)","(447.278, 646.499, -49.15, 3.335)","(414.474, 648.285, -37.832, 16.381)","(378.999, 650.046, -29.458, -11.254)","(345.593, 654.51, -23.86, 13.665)","(309.328, 656.659, -46.504, 14.094)","(275.11, 658.59, -48.604, -3.279)","(240.304, 660.77, -41.626, 24.042)","(203.821, 663.401, -39.378, -14.207)","(169.97, 664.058, -34.905, 1.087)","(137.98, 647.245, -12.325, -28.916)","(123.875, 609.256, -13.701, -50.484)","(111.456, 572.898, -51.625, -6.055)","(97.395, 539.655, -58.53, -81.056)","(85.045, 499.509, 6.548, -65.99)","(76.282, 469.283, -60.605, 30.977)","(68.799, 440.98, -17.351, 29.292)","(69.22, 425.299, -40.523, 10.725)",
58,"(388.938, 167.964, 16.307, -3.575)","(395.498, 166.017, 19.116, -3.883)","(395.498, 166.017, 19.116, -3.883)","(395.498, 166.017, 19.116, -3.883)","(395.498, 166.017, 19.116, -3.883)","(395.498, 166.017, 19.116, -3.883)","(395.498, 166.017, 19.116, -3.883)","(395.498, 166.017, 19.116, -3.883)","(398.389, 166.003, 13.002, -0.234)","(413.504, 166.813, 16.537, 0.167)","(430.881, 168.152, 15.823, 2.203)","(445.677, 171.409, 12.097, -2.443)","(458.693, 174.427, 13.654, 4.078)","(470.814, 177.527, 14.096, 2.915)","(483.838, 181.777, 15.983, 5.506)","(498.47, 186.317, 11.168, 7.526)","(512.808, 189.873, 13.668, 6.283)","(528.031, 193.575, 17.321, 1.873)","(543.709, 196.802, 18.329, -0.303)","(559.447, 196.728, 12.63, 5.826)","(574.958, 197.245, 19.06, -0.948)","(592.421, 198.262, 13.295, -2.518)","(608.833, 197.437, 13.499, -3.869)","(624.25, 196.369, 12.736, -1.662)","(638.743, 195.534, 12.529, 1.102)","(652.522, 194.315, 11.979, -1.547)","(663.293, 193.731, 10.245, -0.813)","(671.488, 193.613, 6.211, -1.703)","(679.007, 194.353, 7.267, 3.821)","(699.86, 191.955, 31.012, -14.191)","(715.405, 192.881, 8.684, 9.681)","(727.702, 195.533, -1.0, -16.65)","(743.842, 195.588, 1.521, 14.397)","(760.546, 200.327, 22.919, 9.407)","(769.787, 198.162, -15.117, -32.896)","(761.951, 169.271, -21.925, -25.622)","(766.837, 151.908, 20.001, -27.027)","(779.825, 118.942, -6.096, -41.807)","(776.874, 97.395, -40.745, 0.425)","(731.885, 107.451, -56.405, 0.318)","(714.44, 113.94, -31.044, -1.427)","(712.112, 113.994, -46.923, 0.076)","(696.67, 112.902, -11.673, -33.214)","(669.323, 113.94, 13.483, 31.679)","(649.793, 113.274, -58.006, -27.146)","(628.844, 113.525, -36.067, 20.118)","(606.802, 113.058, -64.491, -41.402)",
