,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
10,"(588.357, 583.424, 44.509, 8.748)","(620.744, 583.581, 15.249, 11.252)","(649.336, 583.369, 66.654, 39.566)","(682.227, 583.322, 59.434, -19.042)","(715.984, 583.839, 69.787, 38.237)","(743.498, 583.744, 77.809, 39.37)","(764.738, 567.701, 39.548, 4.215)","(774.92, 585.829, -49.256, -5.2)","(773.563, 626.997, -14.762, 29.576)","(771.838, 651.819, -16.679, 17.605)","(723.571, 651.476, 0.827, 33.976)","(677.008, 646.74, 5.75, -5.471)","(632.911, 638.803, -85.993, -59.49)","(601.286, 636.247, -40.572, -0.102)","(582.967, 636.111, -34.374, -11.426)","(553.64, 638.427, -7.233, -24.487)","(517.962, 636.06, -45.203, 3.06)","(489.065, 640.712, -52.723, 48.08)","(451.697, 639.432, -31.277, -38.981)","(413.079, 639.333, -4.11, -12.48)","(382.813, 637.544, -86.995, 52.383)","(340.841, 640.705, -37.717, 0.222)","(291.553, 640.625, -52.584, 14.46)","(250.1, 643.309, -69.802, 55.526)","(214.557, 647.513, 0.088, -34.371)","(191.885, 657.495, -56.73, 14.078)","(159.713, 660.006, 7.849, 28.874)","(137.954, 642.259, 29.422, -83.397)","(121.615, 601.288, -35.046, -94.223)"
11,"(253.756, 278.724, 19.592, -24.671)","(286.205, 265.218, 62.387, 32.138)","(333.304, 251.665, 85.621, 7.119)","(367.78, 239.838, 65.964, -66.403)","(407.163, 237.86, 36.067, 11.206)","(440.783, 236.986, 86.796, -42.562)","(472.216, 231.431, 12.194, 0.241)","(506.453, 229.024, -14.901, 27.123)","(546.732, 225.003, 70.349, -47.726)","(589.227, 222.39, 71.47, -9.779)","(618.246, 230.445, 15.837, 3.804)","(643.553, 233.764, 33.993, 9.867)","(674.948, 234.237, 69.122, -26.047)","(708.292, 231.909, 81.991, -50.539)","(732.965, 231.332, 4.051, -36.368)","(756.136, 222.334, 5.408, -57.358)","(782.337, 203.206, 77.769, -5.495)","(798.795, 174.639, 13.401, 15.807)","(805.075, 133.836, -26.258, -16.709)","(807.993, 90.107, 14.082, -74.95)","(784.731, 75.412, 11.368, 19.652)","(745.11, 73.712, -49.066, 30.886)","(698.022, 82.24, -12.308, 16.094)","(651.11, 88.729, -59.933, 23.288)","(610.7, 84.461, -30.311, -39.123)","(567.548, 83.217, -19.481, -24.787)","(522.601, 94.085, 15.241, 11.679)","(485.115, 98.725, 2.05, 18.667)","(440.66, 100.382, -50.831, -18.883)"
12,"(505.497, 276.71, 41.986, -16.744)","(541.179, 273.226, 66.621, -36.053)","(574.239, 262.406, 55.325, 13.688)","(611.672, 254.24, 63.517, -18.672)","(639.256, 241.115, 25.953, 11.399)","(673.32, 236.74, 40.685, 16.401)","(708.88, 230.193, -13.178, 33.128)","(736.332, 217.66, -25.678, 9.889)","(772.904, 200.7, 7.587, -113.529)","(790.835, 156.566, -28.303, 3.277)","(787.992, 117.308, 10.125, -26.491)","(781.172, 88.618, -45.901, -37.582)","(736.932, 69.503, -66.415, -20.822)","(694.175, 75.793, -41.305, -15.314)","(666.222, 94.924, -4.765, -11.975)","(622.667, 90.722, -73.907, -32.171)","(575.686, 86.311, -7.06, -17.555)","(528.16, 88.332, -61.069, 27.856)","(488.072, 91.616, -0.859, -22.358)","(455.36, 93.28, 10.51, 12.534)","(417.059, 95.098, -20.753, 32.918)","(382.924, 96.925, -31.447, -5.159)","(345.363, 97.757, 7.035, 10.683)","(308.952, 94.383, -73.208, 35.947)","(272.75, 99.782, 21.646, 44.695)","(235.365, 99.161, -61.275, -18.67)","(200.47, 96.441, -65.651, 31.044)","(173.957, 98.616, -43.611, -4.782)","(148.03, 91.895, -22.33, 26.381)"
13,"(648.019, 532.434, 77.478, -27.032)","(691.012, 536.945, 82.622, 33.833)","(730.866, 537.385, 8.572, 29.247)","(768.813, 547.434, -13.931, -18.346)","(781.836, 599.886, 23.881, 104.63)","(790.21, 652.281, 4.514, -29.658)","(743.481, 668.763, -10.211, 29.948)","(699.578, 672.343, -27.456, 0.541)","(657.158, 661.066, -94.333, 46.207)","(612.612, 660.172, -21.251, -22.489)","(563.495, 654.598, -25.773, -18.023)","(516.841, 645.46, -46.496, -49.307)","(476.889, 644.953, 1.102, 9.751)","(429.923, 646.409, -1.735, -28.026)","(383.99, 644.725, -67.098, 33.481)","(342.421, 640.177, -22.237, 48.292)","(298.829, 638.959, -43.425, -34.072)","(257.744, 647.471, -65.75, 16.594)","(216.179, 658.399, -68.484, 13.948)","(168.683, 659.667, 1.51, -17.266)","(128.772, 642.277, -56.471, -72.666)","(105.601, 598.852, 34.754, -95.041)","(90.132, 553.13, -18.48, -99.193)","(74.836, 507.564, -31.939, 16.382)","(57.746, 467.146, -24.878, -25.398)","(54.731, 434.874, 53.443, 27.106)","(62.891, 394.118, 0.251, -53.747)","(None, None, None, None)","(None, None, None, None)"
14,"(549.275, 174.9, 42.849, 41.012)","(588.787, 169.48, 30.242, 26.861)","(622.506, 167.272, 70.731, 26.242)","(642.249, 166.86, 41.367, 0.684)","(658.408, 166.245, -18.858, -23.786)","(659.864, 167.298, 40.244, 9.372)","(658.586, 166.135, -35.542, 1.076)","(658.681, 166.499, -22.973, 28.679)","(677.043, 181.503, 50.855, 6.686)","(713.778, 186.263, 39.292, 27.809)","(735.408, 196.673, -24.3, 26.362)","(753.86, 199.0, 62.061, 15.529)","(773.503, 179.019, 42.11, -31.13)","(780.667, 134.738, -16.935, -53.625)","(775.931, 106.462, 77.705, -29.735)","(753.114, 91.859, -93.458, 39.041)","(698.88, 98.839, -68.09, -11.558)","(680.822, 104.197, -23.887, 11.11)","(633.013, 88.209, -98.755, -37.551)","(591.153, 85.174, -110.16, -12.607)","(544.985, 87.563, -81.026, -20.585)","(508.066, 99.957, -36.47, -28.672)","(469.186, 101.511, -68.564, 1.516)","(432.984, 100.734, -42.066, -45.332)","(386.819, 99.505, -19.928, -45.02)","(347.808, 96.577, -27.502, -9.225)","(308.995, 89.481, -79.258, 20.907)","(268.315, 92.01, -72.092, 47.819)","(233.019, 87.588, -62.058, 7.597)"
15,"(671.129, 496.644, -8.998, 41.177)","(702.804, 507.59, 58.405, 13.382)","(746.375, 517.676, 7.913, -31.936)","(789.302, 537.544, 87.73, 26.39)","(809.247, 581.776, 56.869, 68.947)","(808.864, 623.952, 42.61, 72.805)","(796.392, 662.866, -70.749, 5.32)","(752.377, 679.629, -10.853, -54.596)","(700.613, 676.765, -69.23, -1.004)","(658.35, 675.446, -6.503, 43.875)","(605.344, 676.388, -7.435, -1.555)","(556.285, 675.612, -15.542, 12.515)","(517.309, 674.819, -85.895, -30.902)","(474.484, 672.657, -85.81, -35.785)","(430.153, 671.065, -28.217, -44.426)","(390.109, 673.203, -15.742, -20.913)","(343.671, 672.311, -80.746, 31.499)","(303.789, 670.141, -12.658, 28.908)","(260.35, 664.564, -36.212, -19.511)","(212.089, 666.505, -91.108, -52.077)","(167.562, 653.901, -74.042, 49.955)","(129.087, 642.034, -71.925, -30.272)","(109.946, 596.863, -26.15, -36.467)","(103.792, 547.394, 18.966, -43.403)","(98.946, 503.782, 0.441, -45.371)","(97.628, 458.348, 27.538, -74.44)","(92.191, 420.952, -9.653, -81.225)","(78.53, 384.279, 7.345, -60.74)","(39.495, 367.453, -97.407, -61.713)"
16,"(395.916, 491.79, 80.884, -29.715)","(447.025, 490.419, 92.948, 32.874)","(484.354, 499.43, -16.494, 27.106)","(516.839, 489.412, 5.59, 45.736)","(546.108, 491.535, 77.103, -18.658)","(580.628, 493.846, 57.677, 35.51)","(618.33, 484.09, 72.061, 36.591)","(663.878, 481.708, 35.082, 1.547)","(698.667, 483.779, 38.185, 1.53)","(726.536, 499.225, 82.332, 35.178)","(756.548, 514.648, -11.423, 52.592)","(778.877, 545.05, 47.12, 22.915)","(796.331, 585.124, 31.222, 85.197)","(796.237, 625.265, 6.275, -17.211)","(797.528, 655.924, 30.702, 10.025)","(766.385, 670.917, 11.149, -10.732)","(722.118, 675.208, -14.449, 10.148)","(681.798, 673.821, -18.139, 37.402)","(649.662, 672.182, 3.886, 38.637)","(614.093, 672.379, -29.277, 15.849)","(577.105, 678.597, -3.817, 14.543)","(536.59, 683.896, -19.792, 24.817)","(498.461, 683.543, -77.615, 11.071)","(460.937, 679.298, -89.417, 44.838)","(420.758, 677.658, -71.14, -34.858)","(383.85, 677.844, -24.495, 51.853)","(348.216, 678.343, -17.993, -40.623)","(300.471, 681.573, -97.855, 9.845)","(254.402, 675.237, -56.227, 42.177)"
17,"(546.109, 394.231, 44.719, -8.667)","(566.036, 372.807, 45.566, -14.074)","(591.484, 355.494, 64.58, 39.196)","(613.504, 337.586, 81.698, 33.978)","(644.814, 322.616, 76.333, 13.058)","(665.626, 299.617, 1.274, -43.508)","(691.389, 286.446, -21.938, -0.532)","(715.008, 262.535, 9.552, 2.6)","(740.157, 250.111, 4.965, 14.882)","(765.425, 239.115, 6.649, -4.42)","(785.965, 222.236, 9.7, -70.957)","(796.143, 191.224, 60.64, 37.584)","(802.014, 149.798, 34.616, -31.601)","(807.912, 105.243, -51.281, -17.255)","(794.46, 81.443, -36.559, -12.755)","(771.147, 59.848, -84.379, -18.056)","(729.179, 55.997, -75.015, 43.529)","(683.319, 53.708, -32.145, 32.869)","(637.99, 55.062, -3.43, 15.205)","(591.889, 53.566, -74.903, 25.939)","(548.155, 53.279, -41.384, -47.728)","(502.646, 57.107, -36.063, -35.415)","(456.335, 58.426, -81.383, 55.479)","(413.467, 58.004, -65.455, -34.852)","(376.95, 55.181, -79.903, 30.562)","(343.176, 57.576, -30.176, 22.743)","(304.948, 59.519, -41.505, 16.115)","(264.956, 60.693, -5.892, 49.186)","(226.232, 63.16, -75.324, 51.985)"
18,"(330.16, 219.015, 10.719, 55.365)","(358.293, 220.561, 15.889, -12.5)","(392.78, 219.491, -17.695, 6.107)","(427.498, 220.346, 82.402, -11.349)","(457.569, 215.715, -4.245, 20.488)","(498.33, 213.445, 83.253, -10.515)","(536.477, 217.279, 2.78, -7.226)","(571.769, 203.557, 77.518, -38.536)","(592.388, 197.333, -30.288, 12.368)","(624.871, 189.29, 59.861, -43.59)","(648.079, 196.774, -3.554, 11.971)","(675.28, 203.601, 63.317, 42.438)","(700.67, 196.254, 81.062, 1.349)","(717.656, 187.61, 64.943, -32.911)","(730.616, 174.269, 22.471, 0.6)","(743.678, 182.302, 5.936, 51.306)","(751.842, 183.353, 42.631, 32.637)","(760.475, 188.674, 20.905, 42.086)","(769.547, 194.579, -49.197, -22.715)","(769.636, 169.017, 48.171, -9.833)","(771.416, 130.151, -36.304, -47.254)","(777.103, 105.387, 12.155, -53.357)","(760.994, 91.808, -52.938, -34.42)","(722.146, 79.127, -30.705, 6.319)","(685.294, 77.304, -1.821, 6.448)","(648.785, 75.706, 14.759, 41.197)","(607.261, 66.833, -4.562, -55.936)","(557.482, 65.099, -69.346, -19.317)","(513.094, 65.676, -71.777, -40.609)"
19,"(452.673, 237.508, 3.098, -24.055)","(489.106, 232.612, -12.348, -59.861)","(535.93, 215.671, 31.754, 0.233)","(583.673, 204.417, -23.728, -11.158)","(611.469, 199.311, 70.786, 27.606)","(638.384, 206.972, 54.212, 54.384)","(670.358, 210.916, 63.316, 7.682)","(699.111, 205.282, 26.948, -37.879)","(734.732, 199.723, 72.094, -24.202)","(756.488, 197.18, -6.329, -8.308)","(767.414, 179.279, -24.961, 2.062)","(760.962, 134.165, -1.068, 1.642)","(756.241, 122.4, -26.02, 41.301)","(747.771, 110.007, 5.183, 2.191)","(742.227, 111.677, -15.864, -59.363)","(745.96, 113.111, -4.671, -8.38)","(747.331, 110.958, -31.333, -44.159)","(754.697, 108.071, 32.418, 55.894)","(762.073, 101.609, -0.083, -44.943)","(772.202, 87.16, -4.792, 28.074)","(760.205, 84.171, -65.118, 2.582)","(710.231, 93.244, -57.995, -34.933)","(667.425, 94.075, -14.016, -17.482)","(608.607, 88.624, -106.675, 64.307)","(562.446, 88.923, 0.244, 46.759)","(508.553, 94.767, -61.29, 0.673)","(465.889, 97.306, -5.056, 13.727)","(425.24, 97.704, -56.089, 60.294)","(389.145, 99.237, -40.364, -18.64)"
20,"(506.834, 488.748, 75.034, -36.036)","(532.468, 482.962, -10.758, -60.015)","(567.101, 477.581, 79.89, -28.856)","(607.978, 482.549, -4.24, 36.424)","(648.344, 485.231, 55.321, 0.883)","(683.364, 501.741, 26.1, 6.481)","(712.944, 521.871, -18.143, -12.464)","(738.483, 539.0, -24.68, -30.965)","(748.141, 535.713, 15.627, 31.981)","(778.067, 531.926, 34.022, -11.274)","(778.711, 557.257, -2.885, 47.557)","(787.629, 599.947, -42.121, -6.382)","(795.875, 629.284, -17.156, 12.144)","(794.203, 658.644, -50.545, 56.314)","(754.001, 657.651, -100.06, -40.114)","(710.96, 646.837, -26.929, -32.059)","(665.567, 638.511, 1.111, 14.348)","(645.829, 636.085, -54.217, -25.246)","(615.934, 636.448, -52.664, 13.251)","(588.348, 636.288, 5.377, -11.352)","(564.417, 636.355, -37.51, -65.466)","(528.91, 636.184, -76.319, -57.89)","(500.112, 636.585, -13.285, 10.154)","(473.769, 636.023, -8.391, -22.121)","(438.546, 636.568, -19.435, -38.358)","(404.913, 638.559, -43.944, 29.131)","(375.247, 636.248, -53.137, 8.702)","(343.468, 640.405, 16.434, 28.905)","(315.998, 654.779, -47.428, 43.972)"
21,"(665.567, 273.606, 69.698, -24.608)","(698.671, 252.675, 82.715, -60.977)","(737.23, 233.981, 13.022, -9.547)","(771.162, 213.325, 32.262, 2.571)","(784.936, 166.341, -32.81, -25.23)","(783.832, 121.95, 39.787, -17.102)","(767.823, 95.671, -12.523, -2.619)","(714.256, 111.1, -78.97, -22.938)","(671.196, 110.971, -8.158, -19.549)","(618.653, 113.354, -32.849, 32.792)","(577.764, 112.284, -33.719, -8.234)","(530.975, 96.438, -57.455, -8.651)","(486.295, 81.784, -37.519, 5.459)","(442.917, 79.817, -24.417, -5.16)","(398.172, 82.979, -79.058, 6.048)","(350.521, 81.274, 9.671, 39.442)","(309.114, 83.091, -70.616, -54.776)","(263.563, 79.113, -29.272, -16.071)","(218.913, 77.84, -41.141, -47.424)","(179.748, 78.483, -31.259, 36.961)","(134.969, 89.43, -72.231, 89.909)","(109.825, 132.415, -59.409, 79.549)","(95.487, 178.029, -62.149, 80.624)","(91.387, 225.49, 8.251, 91.686)","(82.788, 271.943, 40.622, 10.875)","(78.684, 305.824, -47.356, -5.909)","(75.994, 335.76, 17.455, -24.505)","(51.821, 358.634, -32.425, -38.919)","(None, None, None, None)"
22,"(425.307, 558.38, 69.094, 17.145)","(455.978, 556.205, 22.727, -34.853)","(488.801, 557.183, 12.656, -18.723)","(519.351, 557.901, 61.722, -3.485)","(552.861, 562.23, 68.127, -49.598)","(593.208, 567.055, 77.211, -10.854)","(613.382, 578.032, 47.615, -55.546)","(616.699, 583.219, -4.718, -45.682)","(618.859, 571.905, -15.118, -59.86)","(648.462, 560.49, 13.714, -49.752)","(693.256, 567.275, 84.43, -9.54)","(720.855, 573.5, -11.326, 61.501)","(740.09, 573.258, -9.375, -0.775)","(752.671, 575.151, 17.487, -1.185)","(767.539, 565.688, -3.018, -6.352)","(769.154, 569.258, -44.336, -3.46)","(777.277, 599.449, 38.605, -9.425)","(777.469, 633.77, -42.689, -22.914)","(786.652, 657.203, -27.25, 0.461)","(750.267, 674.515, -72.352, -26.082)","(707.348, 675.614, -2.47, -18.071)","(662.252, 678.727, -19.535, -37.794)","(617.836, 678.464, -22.068, -31.245)","(575.701, 685.239, -78.976, -22.161)","(536.617, 679.413, -64.49, 8.917)","(493.405, 682.125, 5.425, -11.156)","(450.327, 681.481, -38.957, -35.41)","(398.941, 674.959, -25.766, -51.665)","(357.986, 675.604, -38.902, 0.454)"
