,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
23,"(633.599, 303.034, 66.87, 14.536)","(667.742, 278.779, -10.527, -27.151)","(698.996, 252.498, 80.797, -67.811)","(734.419, 229.976, -16.991, 28.939)","(774.494, 211.304, 11.934, -9.412)","(800.443, 175.93, -2.477, -72.68)","(796.678, 121.356, 15.507, -58.99)","(772.703, 92.887, -58.805, -52.546)","(719.719, 89.101, -86.648, 44.045)","(676.945, 101.019, 6.782, -25.223)","(634.687, 110.816, -78.985, -7.866)","(598.463, 112.236, -50.408, -25.703)","(571.958, 113.745, -10.074, 3.624)","(534.954, 101.446, -79.665, 17.421)","(485.698, 101.684, -40.87, 27.995)","(432.573, 97.092, -28.753, -12.401)","(377.026, 91.582, -94.556, -14.986)","(324.199, 81.772, -86.907, -14.432)","(277.286, 81.55, -30.836, 19.731)","(233.956, 80.711, -52.338, 30.513)","(187.235, 78.276, -68.178, -36.301)","(147.188, 78.557, 21.123, 26.347)","(122.988, 117.089, -49.897, 92.891)","(110.579, 156.768, -31.442, 36.134)","(102.786, 194.43, 8.495, 89.57)","(95.582, 229.69, 45.053, -13.651)","(90.278, 267.934, -40.386, -3.905)","(81.989, 308.904, 28.624, 37.789)","(74.894, 343.888, -50.322, 12.212)"
24,"(330.767, 264.381, 60.092, -8.897)","(366.502, 267.997, -3.495, -28.885)","(401.249, 258.108, 29.67, -44.886)","(437.949, 259.712, 92.614, 39.2)","(480.861, 253.477, 52.85, -37.187)","(515.702, 256.855, -2.285, -11.043)","(545.641, 254.29, 39.57, 44.21)","(567.402, 247.409, -18.855, 39.353)","(597.818, 242.615, -12.717, -12.413)","(629.746, 246.279, 79.392, 44.074)","(660.431, 241.841, -2.273, 35.147)","(696.539, 242.938, 63.258, -20.527)","(722.749, 237.182, -10.315, 2.026)","(747.613, 232.894, 0.468, 33.385)","(765.7, 225.283, -7.71, -55.647)","(783.717, 211.727, 23.914, -64.383)","(803.523, 181.071, -10.769, -18.96)","(806.714, 134.542, -18.307, -4.205)","(808.326, 95.6, 14.252, -19.943)","(786.116, 81.653, -17.026, 20.951)","(731.5, 74.465, 11.382, 38.121)","(693.518, 69.196, -11.384, 12.583)","(659.241, 70.52, -71.992, 36.469)","(623.236, 63.141, -46.304, 44.493)","(591.315, 64.062, 5.566, 51.093)","(549.805, 64.56, -80.444, -38.776)","(512.014, 64.139, -14.37, -16.306)","(474.449, 70.99, -17.624, 35.667)","(439.85, 64.679, -24.952, -23.566)"
25,"(586.88, 375.364, 57.295, 32.219)","(605.805, 348.264, 46.134, -26.052)","(628.567, 323.223, 38.29, -89.029)","(658.842, 308.813, 65.791, -31.915)","(698.852, 288.714, 64.564, 25.724)","(727.538, 278.737, 68.344, -50.721)","(740.429, 266.92, 33.66, 7.321)","(759.335, 254.262, -29.918, 15.447)","(780.0, 236.179, 2.59, -38.631)","(794.547, 210.127, 10.982, -70.358)","(804.06, 183.429, -49.866, -33.215)","(805.128, 159.504, 64.22, -0.86)","(808.587, 125.036, -31.079, 13.866)","(790.41, 85.494, 23.361, -11.052)","(764.858, 56.126, -2.056, 24.31)","(722.476, 57.465, -57.532, -50.021)","(671.877, 52.131, -97.658, 9.085)","(618.984, 56.853, -37.867, -0.316)","(573.729, 54.038, -63.261, 34.537)","(529.699, 58.709, -98.623, -38.732)","(480.176, 59.984, -45.914, 10.806)","(433.134, 60.798, -76.728, -34.509)","(392.771, 64.997, -34.179, -45.156)","(353.923, 65.874, 0.769, -32.576)","(309.485, 70.283, -79.408, -37.87)","(269.027, 73.212, -10.53, 35.35)","(229.766, 78.216, -69.665, 13.71)","(183.139, 71.781, 21.699, -6.167)","(139.249, 75.07, -60.53, 27.417)"
26,"(280.133, 466.764, 61.81, 1.192)","(308.993, 478.315, 24.291, 33.042)","(341.455, 479.522, 75.916, 16.917)","(372.145, 485.97, 0.476, 19.298)","(404.972, 480.688, 29.284, 13.115)","(440.621, 477.732, -10.542, 42.632)","(472.56, 481.081, 47.862, -2.94)","(508.581, 490.942, -2.223, -12.343)","(540.151, 496.969, 68.316, -25.542)","(573.149, 504.069, 78.538, -25.967)","(608.442, 515.228, 4.396, -45.907)","(650.125, 524.621, 82.723, -1.38)","(683.116, 527.189, 49.974, -12.973)","(708.316, 523.02, 53.954, -38.562)","(733.643, 521.874, 69.514, -11.254)","(756.059, 526.774, 71.446, 13.65)","(771.677, 538.899, -26.777, 14.761)","(775.907, 575.794, 15.332, 8.153)","(777.498, 626.612, 54.696, 32.233)","(785.293, 654.346, -23.228, 55.389)","(744.557, 663.407, -79.77, 28.59)","(703.087, 660.472, -24.495, 49.246)","(668.792, 659.985, 21.837, 46.243)","(640.476, 661.583, -53.406, 16.228)","(603.818, 670.807, -44.638, 42.291)","(557.006, 663.213, -57.793, 46.504)","(517.159, 667.915, -89.875, 35.509)","(481.464, 669.467, -73.241, -24.63)","(440.757, 677.4, -4.983, 37.044)"
27,"(619.759, 472.141, 35.091, -7.532)","(652.13, 472.655, 20.424, 9.254)","(687.228, 479.311, 33.347, 6.033)","(720.35, 493.071, 47.811, 20.4)","(751.103, 513.235, 8.748, 7.892)","(775.962, 527.74, 20.147, 4.96)","(787.211, 553.145, 18.056, 30.45)","(803.927, 597.807, 16.215, 40.891)","(810.258, 636.454, -2.045, 24.356)","(803.416, 667.112, -10.804, 17.37)","(768.505, 681.003, -42.262, -2.546)","(722.327, 686.055, -50.569, -9.185)","(685.022, 686.89, -58.69, 16.942)","(645.734, 687.501, -19.846, -1.679)","(609.971, 684.674, -48.217, 13.108)","(573.467, 683.562, -52.735, 2.246)","(535.264, 682.775, -42.41, 10.175)","(496.662, 683.864, -44.717, 2.905)","(455.655, 684.631, -55.2, 3.629)","(415.839, 682.807, -49.746, -6.062)","(374.07, 681.729, -29.151, -10.495)","(332.09, 680.757, -25.952, -6.057)","(294.283, 681.304, -42.191, -7.491)","(256.333, 678.496, -33.846, -5.254)","(218.496, 678.036, -35.102, 44.896)","(168.796, 677.128, -33.521, -29.866)","(126.643, 643.859, -23.424, -14.021)","(110.976, 595.166, -60.946, 9.225)","(98.98, 550.978, 42.331, -79.361)"
28,"(601.062, 290.018, 23.825, -9.769)","(631.368, 265.561, 18.382, -29.715)","(661.238, 251.713, 44.214, -16.838)","(696.637, 241.985, 51.528, -8.575)","(730.433, 227.224, 31.848, -26.233)","(752.309, 214.982, 23.059, -6.294)","(775.488, 201.239, 10.623, -22.923)","(793.131, 169.776, -3.651, -34.502)","(800.336, 129.262, 5.409, -16.902)","(801.542, 93.19, -22.685, 2.207)","(784.172, 88.763, -33.767, -1.589)","(753.817, 84.654, -54.91, 1.432)","(699.509, 100.056, -48.421, 17.67)","(663.335, 112.896, -30.984, 16.158)","(646.462, 113.966, -43.764, 5.131)","(646.462, 113.966, -43.764, 5.131)","(622.552, 113.741, -61.878, -11.746)","(610.271, 113.998, -29.159, 0.94)","(609.703, 113.998, -34.07, -0.01)","(609.703, 113.998, -34.07, -0.01)","(609.703, 113.998, -34.07, -0.01)","(597.778, 113.985, -62.183, 0.364)","(585.405, 113.882, -50.81, 1.356)","(578.519, 113.993, -52.624, 2.982)","(578.519, 113.993, -52.624, 2.982)","(578.519, 113.993, -52.624, 2.982)","(577.554, 113.998, -57.936, 0.301)","(566.499, 113.17, -52.824, 41.063)","(525.133, 104.916, -37.888, -7.03)"
29,"(504.897, 210.943, 47.196, -19.891)","(544.338, 202.708, 48.31, 9.307)","(580.186, 198.442, 22.299, 1.771)","(612.088, 188.655, 28.782, -12.551)","(638.556, 183.369, 22.872, -0.605)","(661.086, 193.515, 33.92, 3.748)","(693.946, 195.405, 18.611, 5.054)","(716.445, 185.562, 25.602, -18.367)","(724.285, 169.324, -6.042, -17.604)","(728.638, 166.029, 13.988, -0.066)","(728.638, 166.029, 13.988, -0.066)","(733.418, 166.258, -4.001, 3.305)","(738.261, 166.006, -2.305, -2.192)","(738.901, 171.423, 7.109, 4.333)","(759.14, 182.349, 22.868, -17.333)","(775.442, 177.396, -7.316, -5.56)","(777.067, 169.063, 9.549, -6.926)","(773.23, 169.835, -18.8, 0.893)","(786.174, 167.487, 19.897, -4.201)","(792.79, 173.644, 8.445, -13.914)","(798.476, 144.126, 10.635, -6.579)","(804.375, 114.179, 15.655, -61.116)","(800.734, 86.039, 5.447, -0.294)","(777.34, 68.722, -31.354, -15.149)","(744.498, 59.897, -50.749, 5.105)","(704.049, 63.846, -46.473, 7.091)","(665.103, 66.984, -31.817, 6.694)","(631.562, 70.795, -24.539, 0.219)","(595.257, 70.495, -48.464, -39.172)"
30,"(645.515, 420.873, 15.559, 0.406)","(670.727, 406.958, 28.209, -14.054)","(696.755, 394.156, 11.211, -13.943)","(720.084, 380.617, 36.326, -13.47)","(740.101, 364.897, 24.772, -7.575)","(759.041, 346.055, 1.075, -16.045)","(774.148, 329.891, 7.265, -31.149)","(784.923, 318.039, -6.658, -17.572)","(793.941, 302.081, 3.234, -24.155)","(803.698, 287.095, 13.511, -4.841)","(809.834, 273.478, -1.218, -6.387)","(815.445, 258.303, 9.02, -18.204)","(811.264, 239.216, 8.994, -21.481)","(806.839, 224.739, 11.429, -9.232)","(800.918, 217.15, 2.24, -9.851)","(805.87, 187.635, 15.031, -58.294)","(801.355, 149.439, -11.506, -39.853)","(786.378, 120.669, -0.615, -53.937)","(776.278, 93.954, -39.967, -6.015)","(729.306, 92.107, -18.278, 5.019)","(705.117, 101.938, -26.868, -7.577)","(687.387, 113.912, -17.129, 16.366)","(687.387, 113.912, -17.129, 16.366)","(687.387, 113.912, -17.129, 16.366)","(687.387, 113.912, -17.129, 16.366)","(687.387, 113.912, -17.129, 16.366)","(686.368, 113.99, -24.45, 2.213)","(686.368, 113.99, -24.45, 2.213)","(686.368, 113.99, -24.45, 2.213)"
31,"(747.799, 376.116, 38.511, -21.621)","(772.959, 348.105, 41.062, -37.225)","(793.864, 316.008, 18.932, -27.941)","(809.452, 285.168, 15.096, -17.927)","(817.74, 259.046, 9.811, -11.787)","(820.782, 240.618, 9.95, -25.482)","(817.332, 227.258, -2.721, -34.218)","(814.876, 207.652, -25.938, -33.724)","(810.983, 175.503, 16.067, -26.028)","(807.624, 127.15, 11.633, -33.817)","(812.654, 95.078, -0.207, -13.199)","(806.803, 72.278, -8.4, -5.381)","(782.931, 55.867, -46.461, -6.751)","(744.409, 47.409, -75.692, -9.221)","(684.514, 58.727, -49.983, 15.47)","(641.929, 59.757, -24.558, -3.689)","(602.868, 58.779, -24.865, -5.225)","(559.702, 62.496, -61.754, 1.295)","(520.428, 68.388, -27.814, 4.607)","(479.387, 68.738, -30.8, 6.206)","(440.113, 67.24, -34.971, -16.552)","(396.254, 64.983, -59.722, 0.461)","(353.34, 63.919, -48.047, 7.699)","(311.114, 61.893, -21.126, -3.734)","(274.296, 62.081, -46.59, -6.409)","(232.665, 64.686, -48.613, -2.478)","(189.616, 62.38, -44.062, 10.675)","(146.172, 69.844, -35.849, 15.541)","(113.498, 99.615, -19.56, 45.365)"
32,"(653.918, 578.444, 35.732, 4.874)","(691.354, 583.899, 31.414, -2.63)","(710.957, 583.985, 57.991, 14.225)","(741.038, 582.672, 46.113, -13.975)","(758.916, 573.844, 12.766, -30.49)","(774.545, 563.678, 18.739, 35.037)","(780.739, 604.92, -7.31, 31.456)","(778.325, 640.325, -6.304, 16.971)","(755.162, 656.161, -69.108, 11.175)","(703.445, 648.374, -29.495, -22.523)","(661.641, 641.492, -59.427, 9.334)","(614.171, 638.994, -46.333, -16.972)","(569.323, 637.276, -49.188, -11.1)","(539.366, 636.092, -55.289, 1.727)","(502.815, 636.472, -31.123, -10.278)","(474.139, 636.117, -46.405, -10.696)","(469.937, 636.037, -56.268, 0.372)","(444.199, 636.196, -42.687, 4.602)","(398.327, 637.775, -39.343, 7.173)","(354.453, 642.539, -55.029, 6.703)","(309.412, 648.55, -48.107, -0.083)","(264.524, 655.74, -57.013, 5.874)","(223.231, 665.017, -30.26, 23.436)","(186.32, 664.111, -39.299, -7.766)","(143.771, 660.468, -33.182, -58.012)","(126.265, 618.862, -10.395, -31.74)","(113.047, 574.86, -20.715, -51.188)","(100.118, 531.548, -27.442, -44.927)","(88.081, 491.499, -10.042, -30.808)"
33,"(422.184, 309.338, 44.012, -4.171)","(462.786, 306.42, 42.717, -14.547)","(503.469, 304.162, 46.435, -15.607)","(541.635, 298.196, 26.45, 5.23)","(576.702, 294.131, 45.869, -18.785)","(611.777, 287.625, 44.999, -0.227)","(642.777, 276.367, 17.181, 4.649)","(669.644, 268.766, 40.508, -13.38)","(694.581, 255.342, 13.672, -8.567)","(722.73, 242.535, 23.045, -28.07)","(745.642, 231.678, 27.226, -14.765)","(766.444, 218.91, 26.455, -31.856)","(772.744, 197.883, -3.448, -34.287)","(777.817, 166.585, 11.11, -24.87)","(780.842, 126.841, -5.797, -37.156)","(781.382, 95.757, -30.105, -24.46)","(735.769, 82.752, -42.469, -11.707)","(694.21, 83.189, -42.092, -32.32)","(665.698, 74.766, -39.508, 19.078)","(624.886, 78.037, -46.276, 7.088)","(583.106, 75.531, -36.933, 1.689)","(540.752, 77.048, -29.402, -2.591)","(499.123, 81.326, -32.831, 6.788)","(458.01, 83.176, -56.518, -10.706)","(416.835, 85.019, -40.481, 9.769)","(379.301, 86.834, -31.275, 2.88)","(340.921, 88.649, -42.815, 5.922)","(300.063, 91.787, -26.795, 4.501)","(264.799, 93.836, -38.789, 13.811)"
34,"(556.513, 463.372, 14.35, 6.944)","(588.885, 473.538, 23.556, 2.119)","(620.012, 476.676, 15.904, 18.108)","(653.803, 483.095, 28.435, -3.488)","(687.564, 487.416, 35.625, -10.351)","(720.827, 494.734, 32.879, 1.454)","(756.838, 509.421, 55.157, 22.164)","(787.037, 524.707, 2.034, 7.351)","(798.195, 548.796, 30.157, 23.126)","(811.931, 578.694, 8.376, 13.665)","(811.511, 618.149, 11.869, 29.615)","(812.66, 649.706, 12.444, 33.864)","(802.234, 669.652, -22.363, 6.373)","(770.94, 683.176, -39.369, 12.043)","(730.41, 683.019, -21.964, -10.622)","(694.662, 685.595, -40.511, 11.587)","(662.751, 685.968, -27.159, -3.78)","(628.54, 685.148, -39.734, -15.146)","(593.577, 681.482, -48.962, -4.61)","(556.992, 680.76, -45.431, 7.99)","(520.742, 679.96, -37.009, -8.845)","(484.646, 679.646, -31.851, -15.559)","(447.129, 677.713, -32.194, -2.222)","(409.701, 678.592, -38.97, -10.869)","(368.988, 679.087, -39.086, 8.487)","(325.117, 679.881, -51.759, -15.946)","(282.292, 678.874, -38.377, -0.917)","(238.798, 671.895, -35.428, -14.77)","(199.585, 667.916, -43.938, 5.844)"
35,"(582.806, 328.318, 45.126, -17.893)","(612.45, 297.593, 26.603, -29.724)","(638.463, 276.84, 36.601, -14.897)","(666.609, 258.615, 19.872, -6.232)","(688.639, 243.653, 53.149, -2.739)","(716.988, 231.026, 30.434, -16.316)","(743.531, 218.681, 30.091, -4.761)","(774.491, 207.727, 28.812, -40.783)","(785.65, 168.815, 14.111, -41.486)","(776.88, 129.382, -3.913, -17.457)","(757.683, 113.978, -8.667, -27.654)","(747.74, 106.247, -10.425, -0.706)","(753.946, 95.503, 19.625, -1.201)","(752.845, 85.018, 9.306, -3.227)","(764.415, 75.875, -0.327, 0.831)","(741.755, 73.729, -41.804, -8.497)","(693.662, 73.107, -39.927, -2.209)","(648.897, 73.7, -48.53, -9.465)","(602.728, 75.967, -63.058, 11.837)","(558.915, 76.958, -31.633, 20.996)","(517.017, 80.114, -34.414, 7.609)","(472.477, 77.16, -33.607, -6.171)","(429.819, 73.635, -38.663, -12.801)","(388.85, 71.205, -52.848, 0.008)","(344.235, 69.43, -44.388, -16.496)","(301.582, 67.077, -53.354, -18.539)","(256.38, 68.305, -39.74, -4.363)","(218.232, 73.827, -39.318, 13.953)","(184.719, 71.153, -20.802, 6.129)"
36,"(345.499, 546.663, 48.338, 18.03)","(383.293, 549.041, 22.165, 17.522)","(417.151, 549.942, 49.369, 8.749)","(450.774, 551.512, 38.237, -1.881)","(486.528, 550.734, 34.495, -10.361)","(523.237, 550.477, 42.678, -8.908)","(555.357, 547.756, 22.664, 3.401)","(585.467, 539.006, 22.063, -12.2)","(612.364, 529.864, 14.971, -25.434)","(642.244, 520.645, 16.74, -6.056)","(675.257, 516.328, 29.916, 10.452)","(698.489, 519.205, 27.942, 15.13)","(725.43, 523.853, 11.93, 13.003)","(750.35, 530.717, 33.322, 8.486)","(773.225, 548.71, 4.08, 34.816)","(788.38, 582.157, 1.883, 54.392)","(786.367, 634.724, 12.174, 39.252)","(782.753, 658.186, -20.754, 17.602)","(748.074, 670.193, -52.618, 15.81)","(709.358, 665.922, -38.266, -22.56)","(668.001, 651.116, -51.497, -34.103)","(626.762, 637.008, -52.922, -2.593)","(620.192, 636.006, -49.815, 0.245)","(618.47, 636.071, -32.356, 0.958)","(617.77, 636.004, -42.025, -4.013)","(596.018, 637.032, -43.516, 0.525)","(564.677, 637.89, -27.24, -9.199)","(530.315, 639.014, -17.494, -11.462)","(500.404, 640.989, -38.068, 4.939)"
37,"(266.184, 325.462, 6.926, -22.85)","(288.375, 315.802, 15.918, -1.886)","(309.284, 306.174, 35.328, -20.189)","(331.065, 296.312, 18.626, -3.831)","(352.725, 285.942, 27.489, -14.402)","(378.027, 277.151, 20.33, -7.557)","(407.134, 266.754, 35.149, -20.919)","(438.745, 254.84, 17.135, 0.417)","(469.312, 245.647, 46.789, -4.557)","(500.429, 243.485, 34.406, 11.091)","(529.232, 243.427, 44.342, -3.562)","(559.546, 239.669, 16.38, -6.699)","(592.831, 235.707, 25.728, -8.9)","(632.233, 233.593, 32.874, 10.866)","(667.677, 232.611, 33.875, 8.121)","(691.487, 232.824, 23.534, -11.091)","(710.179, 231.07, 8.111, -0.004)","(730.364, 228.388, 27.169, -4.933)","(749.086, 225.1, 22.805, -2.473)","(767.246, 217.547, 20.193, -5.109)","(772.776, 200.658, -13.28, -31.389)","(769.671, 171.676, -8.399, -40.521)","(782.603, 140.089, -2.646, -27.008)","(780.547, 110.71, 3.163, -21.999)","(776.753, 92.703, 31.666, -3.788)","(733.397, 90.664, -29.99, 9.751)","(702.307, 90.736, -19.64, 2.482)","(667.687, 89.145, -36.309, 6.777)","(634.885, 87.926, -34.266, 11.543)"
38,"(690.765, 545.121, 40.365, 13.958)","(742.01, 547.898, 60.943, 1.909)","(776.981, 567.467, 21.506, 32.906)","(788.973, 608.793, 16.911, 59.743)","(794.141, 654.317, -40.413, 8.3)","(753.77, 670.195, -62.497, -9.852)","(702.441, 669.582, -36.176, -20.148)","(656.291, 665.37, -42.782, 12.758)","(610.637, 668.122, -40.334, 6.604)","(565.077, 667.872, -58.558, -1.32)","(517.264, 666.366, -49.51, -5.224)","(471.187, 666.511, -45.449, -1.308)","(426.842, 667.187, -55.844, -3.909)","(383.765, 667.529, -32.371, -8.39)","(340.968, 669.167, -49.958, 0.876)","(295.123, 668.786, -36.68, 8.624)","(251.739, 668.839, -26.623, -14.225)","(209.182, 668.824, -32.615, -9.007)","(166.629, 665.169, -49.729, -5.052)","(130.871, 641.05, -39.255, -48.375)","(112.079, 596.989, -0.67, -49.563)","(100.67, 552.441, -10.236, -33.868)","(88.506, 507.222, -10.475, -56.39)","(80.435, 460.485, -7.587, -45.576)","(76.687, 419.828, 9.875, -31.533)","(64.405, 388.987, -50.794, 8.247)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
39,"(754.641, 296.205, 42.305, -17.544)","(783.881, 262.796, 29.364, -47.465)","(801.061, 231.569, -0.831, -31.727)","(810.479, 203.517, 22.447, -34.952)","(822.229, 163.402, 0.25, -55.25)","(818.943, 133.095, -13.515, -49.318)","(805.398, 87.821, -22.529, -38.119)","(780.305, 64.362, -37.077, 0.855)","(750.846, 59.089, -23.231, -6.208)","(708.893, 65.205, -52.772, 13.993)","(670.947, 74.154, -45.733, 3.407)","(632.595, 81.306, -23.183, 21.182)","(596.672, 81.103, -42.025, -13.445)","(560.371, 75.115, -27.098, -22.223)","(523.513, 76.52, -41.924, -2.483)","(484.728, 79.377, -25.572, -2.624)","(446.583, 83.247, -51.789, -6.493)","(409.532, 85.844, -33.546, 13.91)","(369.274, 92.419, -54.617, 0.379)","(328.515, 95.831, -58.59, 2.894)","(286.261, 96.161, -32.571, -11.141)","(244.591, 94.387, -27.641, -14.425)","(211.425, 90.533, -40.452, 24.009)","(174.041, 91.914, -44.728, 1.57)","(138.885, 94.539, -45.808, 32.016)","(123.804, 146.863, 1.491, 48.249)","(114.614, 194.533, 4.102, 27.38)","(102.301, 238.422, -12.647, 46.374)","(91.559, 281.735, -10.672, 49.318)"
40,"(593.202, 421.315, -6.587, -12.148)","(609.035, 412.387, 21.263, -4.074)","(624.719, 399.977, 13.944, 1.065)","(642.582, 386.622, 25.755, -26.592)","(664.358, 373.947, 7.5, -8.426)","(684.963, 364.869, 34.513, -9.075)","(704.619, 353.954, 5.883, -19.295)","(719.75, 342.938, 21.715, -18.692)","(734.078, 331.556, -2.084, 6.557)","(746.724, 322.675, 28.818, -4.82)","(760.234, 313.203, 8.687, -19.823)","(769.853, 305.513, -8.248, 7.201)","(774.372, 296.623, 0.799, 6.02)","(780.598, 288.363, 15.235, -9.244)","(785.779, 278.441, 17.728, -4.721)","(787.4, 268.76, -7.878, -24.978)","(790.085, 256.346, -8.582, -20.198)","(798.04, 241.483, 4.292, -9.358)","(801.407, 234.789, 0.16, 5.197)","(796.535, 228.165, 23.037, 2.218)","(798.958, 212.098, -5.153, -24.596)","(796.894, 191.059, -5.906, -30.852)","(790.479, 168.357, -3.258, -28.328)","(797.533, 130.276, 12.711, -16.875)","(803.517, 99.748, -5.87, -20.338)","(777.381, 75.519, -19.44, -32.72)","(745.251, 62.542, -34.139, -10.578)","(714.514, 57.856, -15.631, 7.348)","(681.141, 57.66, -31.358, 7.451)"
41,"(472.393, 402.157, 28.602, -13.01)","(507.959, 386.428, 21.047, -4.399)","(538.658, 371.135, 31.149, -10.641)","(568.631, 363.837, 13.4, -3.882)","(598.15, 353.06, 11.232, 3.196)","(624.842, 339.945, 28.972, -23.608)","(653.25, 326.521, 31.254, -20.498)","(678.418, 312.412, 30.554, -29.17)","(699.369, 297.124, 17.212, -4.487)","(720.073, 278.304, 29.79, -17.441)","(740.18, 268.489, 25.796, -3.71)","(757.673, 256.011, 30.395, -14.691)","(776.537, 240.466, 11.691, -19.859)","(785.676, 229.841, -6.936, -18.987)","(789.398, 197.78, -1.437, -31.305)","(792.86, 159.175, -6.083, -28.561)","(781.542, 124.744, -12.527, -26.632)","(780.09, 94.555, -37.656, -17.753)","(741.608, 80.602, -68.629, 9.07)","(697.03, 74.903, -61.099, -25.302)","(662.566, 67.571, -13.602, 9.935)","(624.951, 64.911, -29.744, -2.73)","(580.928, 62.684, -28.106, -13.108)","(536.813, 60.348, -46.823, -16.364)","(498.071, 57.498, -35.801, -5.724)","(460.109, 59.057, -33.828, 16.837)","(419.834, 59.203, -48.831, -15.669)","(382.809, 56.616, -30.547, -12.074)","(347.591, 57.205, -37.302, 12.187)"
42,"(338.349, 178.191, 42.146, -25.773)","(372.984, 170.121, 32.001, -19.287)","(402.702, 166.134, 18.134, -2.511)","(420.724, 166.094, 20.472, -5.221)","(439.652, 166.116, 10.343, -1.104)","(453.666, 166.321, 24.853, -13.465)","(473.868, 167.648, 16.587, 7.27)","(489.814, 173.936, -2.303, 5.84)","(515.529, 196.752, 43.861, 19.533)","(548.744, 205.878, 46.957, 12.988)","(586.32, 205.277, 26.722, 10.906)","(613.279, 208.65, 27.804, 10.987)","(643.773, 211.716, 34.881, -1.031)","(675.516, 215.88, 13.619, -9.106)","(705.693, 213.425, 32.292, 14.402)","(728.573, 219.56, 15.776, -7.543)","(746.004, 219.487, 25.542, 6.306)","(761.446, 223.796, 22.383, 28.311)","(780.045, 219.48, 27.413, -26.601)","(787.813, 195.546, -1.404, -26.421)","(791.408, 162.57, 11.649, -43.221)","(799.439, 136.97, 21.968, -31.015)","(806.403, 117.209, -19.649, -48.726)","(801.779, 90.04, -38.279, -13.499)","(773.576, 69.936, -49.162, -32.134)","(742.45, 57.916, -39.938, 9.005)","(704.833, 58.645, -48.804, -5.277)","(667.989, 57.989, -36.446, 5.513)","(628.141, 56.678, -23.44, 2.837)"
43,"(296.864, 166.271, 39.785, -2.497)","(321.306, 166.408, 30.839, -15.295)","(347.375, 166.157, 40.559, -0.848)","(372.725, 166.034, 32.3, -12.395)","(393.395, 166.447, 36.762, -13.223)","(412.376, 166.947, 21.182, 18.497)","(431.939, 168.178, 15.527, 9.4)","(452.113, 168.413, 27.727, 5.932)","(467.126, 167.249, 21.105, -8.784)","(480.278, 169.671, 9.023, -10.671)","(492.282, 180.034, 0.076, 8.363)","(520.7, 198.071, 42.412, -3.309)","(553.25, 202.055, 25.351, 20.356)","(585.589, 203.369, 27.835, 1.71)","(614.417, 210.492, 38.304, 13.89)","(639.03, 215.04, 31.724, 2.923)","(668.534, 215.417, 19.121, 9.348)","(697.175, 215.882, 31.943, -18.157)","(718.403, 214.511, 14.768, -6.793)","(734.154, 210.258, 9.362, -18.413)","(748.01, 206.381, -8.672, -1.117)","(763.109, 206.892, 22.84, -10.947)","(766.651, 181.674, -10.367, -47.185)","(765.856, 159.597, 9.369, -12.772)","(774.126, 121.122, 5.295, -25.478)","(778.521, 103.128, 10.604, -30.341)","(748.377, 94.839, -41.162, 3.868)","(710.735, 89.455, -43.331, 12.5)","(679.713, 89.138, -27.633, 2.673)"
44,"(490.265, 322.554, 26.569, -1.337)","(522.558, 318.907, 20.017, -27.098)","(551.151, 309.587, 14.577, -6.877)","(580.842, 297.449, 24.887, -1.126)","(617.449, 283.573, 25.231, -30.16)","(649.734, 267.279, 43.042, -2.937)","(676.673, 248.794, 39.551, -6.746)","(698.825, 237.789, 13.219, -10.746)","(719.513, 227.5, -3.643, 3.425)","(748.97, 222.185, 31.876, -8.504)","(775.361, 208.589, 10.681, -56.27)","(781.935, 162.398, -8.553, -24.81)","(777.852, 130.843, -6.749, -11.089)","(778.346, 111.592, -24.444, -7.055)","(762.36, 95.764, -62.081, 7.471)","(709.82, 96.603, -31.273, 22.582)","(672.958, 113.708, -22.362, 20.382)","(672.558, 113.956, -23.994, 14.885)","(672.558, 113.956, -23.994, 14.885)","(672.558, 113.956, -23.994, 14.885)","(660.48, 113.911, -51.589, -5.062)","(641.813, 113.995, -56.783, 3.489)","(641.813, 113.995, -56.783, 3.489)","(641.813, 113.995, -56.783, 3.489)","(641.813, 113.995, -56.783, 3.489)","(641.813, 113.995, -56.783, 3.489)","(641.813, 113.995, -56.783, 3.489)","(641.813, 113.995, -56.783, 3.489)","(641.813, 113.995, -56.783, 3.489)"
