,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
60,"(595.029, 246.99, 27.295, -21.155)","(618.881, 232.022, 36.718, -9.218)","(649.921, 227.258, 26.082, -0.494)","(673.233, 222.801, 29.389, -15.233)","(694.763, 217.659, 10.556, 4.532)","(707.96, 216.542, 17.5, -5.563)","(721.466, 216.8, -5.134, 6.435)","(733.737, 211.018, 15.3, -0.543)","(744.837, 219.88, 7.62, 10.22)","(766.142, 219.645, 9.986, -15.855)","(778.361, 213.912, -0.466, -10.051)","(796.321, 207.019, 35.025, -15.334)","(810.582, 190.552, 2.285, -32.473)","(813.408, 182.028, -1.753, 4.702)","(815.609, 170.656, -0.126, -13.233)","(805.035, 135.345, -3.279, -39.005)","(813.596, 99.334, 20.809, -37.944)","(820.226, 73.895, 0.617, -10.069)","(816.507, 63.018, -4.445, -12.369)","(822.639, 62.889, 5.363, 8.691)","(824.465, 66.233, -0.447, 2.231)","(825.395, 66.019, 0.723, -0.637)","(826.062, 66.65, 1.327, 2.509)","(826.411, 66.577, -1.271, 2.542)","(827.53, 67.415, -4.205, 2.197)","(826.722, 66.79, 0.918, -2.393)","(828.009, 67.336, -0.262, 6.74)","(821.933, 70.809, -6.004, 1.194)","(814.266, 73.079, -7.4, -0.467)"
61,"(587.17, 475.61, 29.703, -4.094)","(616.836, 472.92, 32.082, -0.704)","(648.057, 471.982, 32.034, 0.251)","(678.091, 471.745, 26.772, 3.782)","(708.845, 477.862, 27.985, 9.807)","(738.35, 483.992, 32.768, 3.601)","(767.547, 485.937, 23.712, -4.114)","(783.159, 488.227, 13.382, 7.759)","(798.881, 496.78, 16.164, 6.591)","(810.425, 501.215, 10.472, 5.643)","(816.794, 502.143, 5.074, -1.205)","(819.558, 504.001, 2.994, 7.865)","(819.768, 508.963, -2.608, 7.51)","(819.074, 517.244, 1.596, 10.831)","(819.088, 525.97, -3.192, 9.003)","(819.596, 532.701, 3.233, 5.012)","(815.264, 535.631, -6.575, -0.074)","(807.327, 538.421, -9.651, 1.042)","(809.515, 550.578, 5.644, 18.183)","(811.369, 567.735, -1.825, 14.671)","(807.5, 578.352, -3.546, 6.887)","(800.654, 582.682, -11.375, 5.29)","(793.333, 599.167, -4.747, 17.419)","(792.92, 614.794, 8.606, 11.869)","(793.319, 633.862, -1.666, 24.692)","(800.05, 653.268, 5.125, 19.773)","(801.533, 664.25, 2.85, 13.244)","(799.197, 677.162, -13.936, 9.629)","(780.159, 685.801, -26.568, 4.569)"
62,"(774.442, 235.766, 42.141, -33.097)","(805.113, 200.799, 23.74, -37.721)","(822.813, 162.725, 8.015, -41.222)","(823.904, 158.087, 5.727, -40.11)","(823.904, 158.087, 5.727, -40.11)","(823.904, 158.087, 5.727, -40.11)","(823.904, 158.087, 5.727, -40.11)","(823.904, 158.087, 5.727, -40.11)","(823.904, 158.087, 5.727, -40.11)","(823.904, 158.087, 5.727, -40.11)","(823.904, 158.087, 5.727, -40.11)","(823.904, 158.087, 5.727, -40.11)","(823.904, 158.087, 5.727, -40.11)","(823.904, 158.087, 5.727, -40.11)","(823.904, 158.087, 5.727, -40.11)","(823.904, 158.087, 5.727, -40.11)","(823.904, 158.087, 5.727, -40.11)","(823.904, 158.087, 5.727, -40.11)","(823.904, 158.087, 5.727, -40.11)","(823.904, 158.087, 5.727, -40.11)","(823.904, 158.087, 5.727, -40.11)","(823.904, 158.087, 5.727, -40.11)","(823.904, 158.087, 5.727, -40.11)","(823.904, 158.087, 5.727, -40.11)","(823.904, 158.087, 5.727, -40.11)","(823.904, 158.087, 5.727, -40.11)","(823.987, 157.771, 4.974, -18.961)","(823.008, 145.222, -5.703, -29.043)","(806.366, 122.503, -23.292, -31.07)"
63,"(515.219, 349.784, 10.55, -26.482)","(532.327, 330.301, 12.151, -15.006)","(547.864, 321.705, 17.81, -11.286)","(566.318, 312.35, 19.326, -10.023)","(587.222, 304.305, 15.508, -9.509)","(604.398, 300.087, 16.244, 0.301)","(621.994, 303.503, 15.813, 4.987)","(635.479, 301.334, 16.584, -1.287)","(658.459, 300.921, 31.059, 5.463)","(682.564, 301.565, 24.066, 1.685)","(705.096, 297.838, 24.74, -6.714)","(728.48, 295.098, 25.488, 1.308)","(749.215, 297.564, 12.745, 5.317)","(762.427, 296.354, 10.912, -3.461)","(774.378, 293.557, 16.601, -8.263)","(786.708, 289.99, 13.641, -6.208)","(797.732, 286.928, 9.471, 0.193)","(805.418, 282.503, 5.33, -3.746)","(811.841, 276.027, 2.75, -10.305)","(814.82, 269.675, -1.002, -6.661)","(815.995, 264.498, 2.043, -6.523)","(817.35, 259.194, 1.836, -6.018)","(817.128, 255.075, 0.171, -1.319)","(818.119, 251.908, 4.219, -5.728)","(819.395, 248.357, -1.182, -3.484)","(820.948, 243.906, 2.988, -6.746)","(819.048, 237.001, -3.201, -9.787)","(817.282, 230.834, -3.408, -2.381)","(815.29, 223.29, -1.411, -7.531)"
64,"(717.717, 207.911, 38.644, -18.425)","(753.817, 191.455, 36.002, -16.319)","(778.448, 177.318, 13.582, -12.846)","(783.417, 162.361, 0.758, -27.014)","(768.712, 133.456, -26.121, -14.321)","(756.089, 129.527, -20.118, -9.353)","(756.089, 129.527, -20.118, -9.353)","(756.089, 129.527, -20.118, -9.353)","(756.089, 129.527, -20.118, -9.353)","(756.089, 129.527, -20.118, -9.353)","(756.089, 129.527, -20.118, -9.353)","(756.089, 129.527, -20.118, -9.353)","(756.089, 129.527, -20.118, -9.353)","(756.089, 129.527, -20.118, -9.353)","(756.089, 129.527, -20.118, -9.353)","(756.089, 129.527, -20.118, -9.353)","(756.089, 129.527, -20.118, -9.353)","(756.021, 129.764, -4.074, 14.231)","(756.159, 131.468, 4.722, 26.405)","(756.105, 132.076, -3.456, 16.168)","(756.005, 132.36, -5.983, 17.057)","(756.183, 133.483, 1.074, 19.02)","(756.005, 134.301, -10.714, 49.08)","(756.005, 134.301, -10.714, 49.08)","(756.005, 134.301, -10.714, 49.08)","(756.005, 134.301, -10.714, 49.08)","(756.015, 139.331, -4.638, 32.183)","(759.806, 151.124, -0.22, 4.568)","(757.78, 156.543, -8.474, 6.657)"
65,"(552.988, 267.655, 30.263, 6.206)","(582.782, 264.122, 32.798, -12.041)","(612.128, 256.294, 25.085, -5.623)","(635.533, 250.716, 34.669, -6.075)","(662.992, 248.435, 20.868, 11.08)","(683.157, 249.913, 20.449, 7.119)","(696.429, 249.451, 1.928, -1.155)","(712.808, 246.161, 12.012, -3.863)","(724.788, 241.824, 7.209, 1.635)","(736.88, 237.95, 11.745, -7.129)","(745.12, 235.993, -1.449, 1.494)","(755.967, 235.082, 1.945, 1.799)","(767.097, 222.157, 17.568, -15.351)","(776.387, 206.156, 12.966, -5.608)","(784.675, 172.142, 2.762, -27.74)","(776.199, 140.029, -8.392, -38.998)","(779.746, 103.911, -6.034, -28.912)","(752.803, 95.216, -40.873, 26.541)","(726.677, 97.257, -13.433, -6.81)","(701.998, 85.333, -20.271, 8.077)","(665.188, 88.509, -43.363, 13.799)","(634.002, 107.919, -19.368, 18.612)","(629.298, 113.804, -11.506, 22.166)","(629.298, 113.804, -11.506, 22.166)","(629.298, 113.804, -11.506, 22.166)","(629.298, 113.804, -11.506, 22.166)","(629.298, 113.804, -11.506, 22.166)","(629.298, 113.804, -11.506, 22.166)","(629.298, 113.804, -11.506, 22.166)"
66,"(603.558, 187.927, 31.411, -18.237)","(637.331, 169.556, 29.939, -21.429)","(644.878, 166.021, 39.908, -16.947)","(644.878, 166.021, 39.908, -16.947)","(644.878, 166.021, 39.908, -16.947)","(644.878, 166.021, 39.908, -16.947)","(644.878, 166.021, 39.908, -16.947)","(644.878, 166.021, 39.908, -16.947)","(644.878, 166.021, 39.908, -16.947)","(644.878, 166.021, 39.908, -16.947)","(644.878, 166.021, 39.908, -16.947)","(644.878, 166.021, 39.908, -16.947)","(660.757, 167.21, 43.232, 4.151)","(679.906, 166.011, 30.004, -2.376)","(690.847, 166.005, 16.244, -0.045)","(697.203, 177.283, 12.933, 25.615)","(713.539, 191.52, 7.799, 7.026)","(722.016, 193.26, 5.732, -1.095)","(738.711, 191.677, 10.369, 8.002)","(751.499, 191.024, 15.532, 3.458)","(765.123, 200.2, 24.351, -1.023)","(782.051, 186.519, 14.651, -5.819)","(785.303, 159.941, -8.676, -12.12)","(790.031, 135.885, 15.827, -30.932)","(803.988, 111.028, 11.655, -16.659)","(808.27, 91.937, -6.665, -20.498)","(788.851, 71.643, -21.062, -27.659)","(770.249, 61.37, -15.312, -3.995)","(760.51, 54.225, -10.962, -3.542)"
67,"(327.813, 495.976, 27.217, 9.253)","(350.152, 503.529, 21.132, 11.071)","(376.153, 507.627, 27.139, 0.212)","(403.569, 509.394, 25.731, 0.84)","(431.887, 510.624, 30.261, 0.354)","(458.718, 511.619, 26.257, -0.017)","(486.921, 513.663, 30.15, 0.161)","(516.441, 514.84, 27.447, -1.668)","(542.204, 509.982, 25.326, -6.407)","(568.958, 505.62, 24.97, -9.86)","(598.732, 503.399, 33.781, -3.606)","(631.153, 498.606, 36.346, -4.448)","(659.181, 495.13, 23.423, -8.093)","(680.757, 490.179, 16.567, -8.491)","(703.956, 487.606, 17.973, -6.328)","(723.816, 486.393, 19.372, 4.666)","(739.849, 490.22, 12.056, 7.236)","(751.632, 494.663, 11.92, 4.864)","(759.295, 496.396, 5.676, -1.884)","(763.941, 502.841, 4.621, 8.989)","(771.159, 514.235, 5.462, 11.976)","(778.14, 526.035, 10.374, 12.72)","(785.099, 538.916, 3.914, 15.336)","(792.405, 553.704, 4.816, 17.902)","(795.374, 579.071, -3.241, 33.243)","(793.338, 605.789, 0.282, 21.353)","(795.897, 626.08, 6.563, 13.215)","(800.094, 641.185, 3.401, 17.489)","(799.796, 655.754, -7.881, 0.361)"
68,"(751.82, 525.2, 34.375, 11.17)","(779.166, 538.606, 12.743, 20.889)","(796.895, 558.894, 17.296, 25.173)","(804.214, 577.616, -0.411, 14.084)","(798.916, 594.66, -5.281, 21.041)","(796.549, 620.088, 3.616, 27.445)","(796.687, 649.45, -0.963, 27.862)","(778.677, 660.93, -22.077, 10.785)","(749.117, 671.742, -31.326, 7.526)","(714.842, 674.983, -36.298, 0.549)","(681.098, 680.563, -32.142, 7.787)","(656.648, 682.043, -22.323, 0.353)","(634.959, 676.466, -27.59, -5.466)","(607.404, 673.108, -32.619, -1.259)","(574.373, 672.582, -36.541, 0.525)","(540.619, 671.709, -32.982, 0.465)","(507.336, 671.778, -33.036, 1.068)","(473.609, 672.589, -33.712, 0.478)","(443.09, 674.627, -27.844, 3.246)","(413.073, 677.452, -31.182, -0.937)","(384.043, 678.554, -28.796, 5.18)","(359.286, 679.126, -23.585, -1.608)","(338.826, 675.457, -21.229, -4.543)","(314.418, 670.887, -28.88, -7.474)","(286.857, 667.174, -30.916, -2.728)","(254.593, 665.931, -31.855, 1.267)","(220.624, 667.155, -37.093, -1.031)","(185.933, 664.667, -33.408, -3.098)","(148.597, 659.391, -37.772, -2.745)"
69,"(406.404, 263.156, 20.096, -2.186)","(432.599, 264.177, 28.833, -3.99)","(464.412, 262.062, 34.25, -3.864)","(494.61, 258.374, 27.573, -3.652)","(518.768, 257.465, 26.096, -2.074)","(541.042, 259.4, 26.544, 1.936)","(566.409, 265.0, 33.585, 5.546)","(592.808, 266.822, 16.161, 5.257)","(614.626, 266.438, 24.877, -3.218)","(641.047, 264.178, 18.539, -5.448)","(658.319, 258.388, 17.117, -6.8)","(676.091, 249.207, 14.505, -9.108)","(691.493, 236.451, 25.604, 6.186)","(710.117, 237.259, 22.991, 3.489)","(726.467, 240.065, 15.578, 1.295)","(731.767, 234.878, 10.674, -9.987)","(742.306, 228.241, 1.645, -8.046)","(760.982, 221.325, 24.636, -6.856)","(767.653, 214.705, 14.451, -10.41)","(782.165, 186.499, 3.937, -56.234)","(781.084, 164.132, -3.261, -17.668)","(784.646, 139.041, 3.405, -25.493)","(792.903, 105.047, 6.244, -38.927)","(794.108, 84.283, -8.209, -31.111)","(776.906, 59.58, -5.173, -13.075)","(760.841, 49.877, -21.617, -3.619)","(741.113, 49.767, -22.692, 0.407)","(702.211, 52.31, -41.01, 10.378)","(670.56, 53.398, -27.027, -0.74)"
70,"(562.41, 541.076, 31.644, -4.268)","(591.66, 538.968, 23.194, -0.438)","(622.398, 539.526, 39.734, -2.69)","(653.837, 540.381, 30.073, 4.61)","(684.976, 541.645, 34.843, -1.184)","(718.52, 541.997, 34.185, -3.65)","(754.344, 542.517, 38.169, -3.055)","(786.662, 553.583, 22.44, 7.208)","(797.412, 553.151, 12.105, 14.52)","(808.647, 568.78, 11.649, 16.356)","(808.594, 591.446, -4.825, 32.022)","(809.209, 625.886, 4.421, 31.794)","(810.243, 656.793, -7.765, 28.831)","(798.363, 675.345, -17.843, 20.89)","(774.138, 689.079, -27.692, 8.493)","(737.913, 692.991, -44.037, 1.149)","(700.855, 692.565, -32.271, -2.13)","(666.231, 688.681, -36.379, -6.425)","(631.74, 685.256, -36.861, 2.012)","(596.852, 686.134, -34.298, 0.314)","(565.028, 687.022, -31.397, 3.696)","(535.603, 685.601, -27.755, -0.436)","(504.705, 683.603, -28.969, -1.667)","(471.713, 680.87, -32.813, -5.75)","(437.507, 675.832, -37.669, -3.68)","(403.148, 671.656, -32.565, -0.482)","(370.169, 667.916, -31.326, -5.789)","(339.664, 660.37, -31.659, -17.171)","(314.213, 645.831, -23.71, -16.056)"
71,"(614.343, 381.052, 20.126, -23.623)","(636.95, 363.679, 18.503, -18.37)","(658.383, 348.336, 26.082, -16.357)","(676.829, 332.505, 21.812, -21.07)","(697.327, 316.451, 21.725, -21.506)","(717.245, 300.026, 8.45, -2.938)","(734.024, 286.932, 20.331, -21.064)","(750.538, 273.58, 23.28, -21.286)","(764.754, 261.926, 4.839, -0.04)","(780.561, 250.557, 6.242, -3.855)","(790.035, 248.56, 10.488, -6.01)","(791.366, 245.599, -3.089, -16.253)","(792.737, 231.507, -0.712, -7.506)","(793.774, 217.306, 10.523, -19.416)","(798.098, 195.316, 5.132, -24.295)","(799.676, 165.172, -15.876, -25.793)","(803.3, 136.513, -4.039, -43.989)","(808.154, 115.237, 8.48, -13.381)","(809.167, 85.794, -19.377, -29.398)","(779.728, 59.584, -34.696, -14.706)","(753.921, 53.376, -23.766, -1.943)","(723.256, 55.255, -34.564, -0.014)","(692.73, 56.354, -29.182, -5.65)","(661.763, 56.017, -31.728, 5.555)","(627.38, 56.148, -32.497, 2.359)","(592.607, 58.618, -33.389, 1.538)","(559.735, 60.797, -37.237, 1.494)","(527.433, 62.145, -28.455, 2.104)","(492.757, 63.305, -43.782, 2.314)"
72,"(415.587, 194.59, 21.741, 6.331)","(440.454, 197.093, 23.878, 3.468)","(470.162, 197.628, 33.253, 0.624)","(498.77, 203.288, 25.214, 12.269)","(525.916, 207.681, 21.625, 12.528)","(550.971, 209.621, 27.426, -10.133)","(575.676, 212.355, 34.208, 0.066)","(603.693, 213.027, 30.087, 3.126)","(631.309, 213.656, 22.749, -10.389)","(658.249, 210.47, 22.218, -12.712)","(678.045, 195.25, 7.481, -15.038)","(690.93, 186.498, 10.134, -4.452)","(701.625, 185.19, 26.291, 5.554)","(719.432, 186.751, 13.947, -5.416)","(734.182, 177.498, 13.364, -15.133)","(744.491, 167.197, -2.608, -7.49)","(745.306, 166.593, 8.584, 4.207)","(746.828, 167.427, -7.838, -12.325)","(744.094, 166.485, 7.362, -8.173)","(746.537, 167.909, -17.337, 3.249)","(749.121, 172.692, 2.684, 13.673)","(753.015, 170.545, 12.072, 6.108)","(755.606, 178.883, -4.305, 7.536)","(754.12, 187.353, -8.096, -1.421)","(760.146, 182.625, 4.768, 0.752)","(765.123, 185.057, 5.148, -6.586)","(774.039, 179.163, 18.065, -6.913)","(789.145, 179.22, 23.583, 0.624)","(798.024, 158.841, 6.533, -28.408)"
73,"(392.452, 542.366, 23.117, 16.173)","(413.629, 552.959, 25.319, 8.767)","(438.154, 557.082, 23.694, 3.987)","(466.797, 559.503, 28.235, 4.368)","(494.988, 561.251, 27.142, -1.836)","(522.274, 561.537, 28.69, 2.404)","(549.034, 562.634, 27.264, -2.825)","(572.764, 563.817, 21.948, 1.136)","(587.718, 563.285, 20.713, -8.155)","(613.941, 554.666, 25.578, -7.158)","(640.777, 554.239, 26.136, -1.841)","(662.054, 556.972, 21.395, 7.678)","(683.287, 556.117, 29.101, -5.378)","(709.718, 548.835, 24.592, -1.143)","(731.257, 550.371, 11.506, 6.546)","(743.305, 566.083, 8.142, 14.925)","(748.064, 567.213, 4.124, -5.829)","(757.733, 566.885, 3.628, 4.497)","(771.208, 561.627, 14.624, -2.595)","(772.654, 591.073, 2.083, 38.426)","(773.144, 618.79, 3.565, 26.73)","(790.995, 642.019, 20.183, 22.868)","(791.859, 657.747, -5.466, 14.386)","(795.582, 669.232, 6.055, 4.109)","(793.916, 672.255, -9.006, 10.128)","(779.152, 683.256, -23.351, 10.63)","(753.208, 689.84, -34.951, 3.072)","(717.6, 685.933, -32.135, -1.149)","(685.813, 685.321, -29.091, -3.841)"
74,"(441.318, 559.801, 19.675, 6.989)","(464.648, 562.566, 24.66, 6.791)","(490.634, 564.716, 24.727, 3.142)","(521.52, 566.393, 34.044, 1.397)","(551.589, 567.88, 27.433, 2.085)","(578.696, 573.224, 26.545, 13.009)","(597.512, 583.983, 27.665, 10.296)","(597.512, 583.983, 27.665, 10.296)","(597.512, 583.983, 27.665, 10.296)","(597.512, 583.983, 27.665, 10.296)","(597.512, 583.983, 27.665, 10.296)","(597.512, 583.983, 27.665, 10.296)","(603.64, 583.954, 18.789, -0.933)","(611.566, 583.946, 7.564, -0.375)","(622.108, 579.339, 13.042, -5.676)","(635.714, 572.58, 14.88, -3.883)","(648.116, 566.152, 14.526, -2.368)","(659.877, 560.304, 15.81, -6.961)","(673.639, 557.262, 14.038, 0.071)","(683.428, 556.862, 10.974, 1.079)","(691.295, 558.851, 9.46, -0.14)","(699.519, 560.367, 10.456, 3.583)","(708.146, 560.196, 9.756, -3.223)","(715.509, 559.288, 7.06, 1.707)","(721.851, 557.818, 9.073, -1.85)","(726.484, 554.258, 1.596, -0.255)","(732.299, 552.233, 5.885, -1.141)","(740.449, 551.561, 6.38, -1.865)","(748.498, 550.424, 6.238, 0.108)"
75,"(550.654, 310.432, 5.864, -18.132)","(566.926, 305.898, 9.492, -11.842)","(589.342, 298.227, 22.877, -6.446)","(613.505, 288.952, 22.193, -7.289)","(633.442, 281.597, 13.51, -7.66)","(648.02, 274.882, 15.466, -5.892)","(661.12, 272.31, 16.839, 7.722)","(676.648, 273.01, 21.644, -3.025)","(691.921, 271.451, 10.334, 1.442)","(708.75, 263.852, 10.668, -11.235)","(717.954, 256.916, 4.188, -5.73)","(723.682, 251.32, 6.454, -3.329)","(732.549, 244.485, 21.902, -14.459)","(746.854, 228.777, 9.819, -19.317)","(755.331, 225.134, -2.911, -0.839)","(766.467, 221.387, 16.149, -9.374)","(776.658, 212.205, -9.419, -13.504)","(781.07, 184.113, -11.616, -32.631)","(776.432, 150.243, -7.426, -25.765)","(776.453, 119.572, 8.43, -46.585)","(772.946, 104.082, -10.805, -10.258)","(760.335, 92.22, -10.968, 1.937)","(750.758, 88.328, 1.376, -13.079)","(756.556, 87.385, -5.4, 2.551)","(743.535, 89.606, -6.872, -12.734)","(738.865, 78.089, -10.038, 0.701)","(728.578, 75.06, -9.27, -9.997)","(741.353, 68.135, 27.018, 2.125)","(748.165, 72.693, 9.216, 2.685)"
76,"(348.803, 384.646, 15.697, -5.51)","(368.525, 378.466, 20.319, -5.561)","(392.456, 371.901, 23.409, -7.144)","(416.543, 365.999, 22.519, -5.247)","(440.443, 361.382, 27.361, -4.936)","(464.23, 357.183, 22.222, -1.948)","(486.954, 354.004, 22.296, -5.277)","(508.912, 351.527, 20.055, 0.068)","(530.203, 348.675, 24.14, -5.138)","(550.737, 345.214, 22.614, -1.228)","(569.919, 340.768, 19.972, -2.235)","(587.671, 337.223, 16.539, -3.74)","(604.049, 331.995, 16.049, -7.365)","(617.879, 326.851, 14.204, -4.641)","(631.213, 319.866, 11.526, -6.013)","(643.349, 312.856, 9.184, -5.858)","(654.647, 305.263, 11.724, -9.95)","(664.907, 299.345, 10.897, -7.535)","(673.163, 294.43, 10.076, -2.668)","(679.701, 288.17, 2.786, -3.627)","(686.883, 283.117, 4.028, -5.303)","(693.45, 278.115, 10.403, -9.435)","(701.325, 271.788, 3.715, -1.949)","(707.626, 267.072, 10.255, -2.448)","(714.198, 261.747, 5.294, -4.75)","(720.163, 256.904, 7.923, -6.244)","(725.599, 253.12, 3.469, -1.872)","(728.827, 250.094, 3.543, -5.744)","(729.364, 246.25, -2.991, -3.432)"
77,"(444.3, 500.373, 19.937, 19.728)","(473.748, 507.847, 33.882, 9.497)","(507.052, 514.658, 32.067, 6.561)","(537.554, 522.758, 26.098, 9.58)","(566.167, 531.166, 25.226, 11.668)","(598.416, 542.025, 30.729, 14.599)","(624.415, 546.329, 21.812, 3.435)","(645.434, 555.179, 19.71, 13.042)","(658.573, 569.403, 22.022, 8.133)","(674.334, 579.851, 15.051, 7.488)","(684.501, 583.759, 21.608, 0.839)","(692.056, 583.946, 20.791, 9.825)","(692.056, 583.946, 20.791, 9.825)","(692.056, 583.946, 20.791, 9.825)","(692.056, 583.946, 20.791, 9.825)","(692.056, 583.946, 20.791, 9.825)","(702.35, 583.613, 14.26, -3.197)","(715.813, 583.426, 14.038, -4.46)","(726.638, 580.676, 14.474, -6.386)","(735.784, 572.898, 11.317, -16.707)","(744.913, 561.599, 12.076, -14.068)","(756.336, 555.836, 14.993, -4.254)","(764.042, 558.58, 3.969, 2.364)","(765.896, 558.145, 2.078, -3.378)","(769.95, 560.115, -2.572, 22.454)","(767.967, 578.971, -2.472, 14.53)","(767.752, 595.87, -2.925, 14.227)","(766.363, 612.731, 3.512, 17.677)","(767.421, 624.448, -1.612, 12.818)"
78,"(495.834, 423.888, 36.905, -0.81)","(530.384, 419.111, 36.898, -5.021)","(557.686, 418.528, 14.735, -0.824)","(570.503, 399.315, 14.499, -21.531)","(590.381, 388.266, 21.59, -9.736)","(608.305, 381.091, 18.216, -6.308)","(624.394, 374.635, 18.435, -4.134)","(642.748, 368.808, 19.996, -5.903)","(659.523, 363.783, 15.94, -4.569)","(673.589, 360.59, 14.59, -3.857)","(685.408, 355.641, 12.39, -1.959)","(697.282, 349.625, 10.097, -7.979)","(707.276, 343.595, 11.393, -4.482)","(715.515, 336.227, 9.563, -5.932)","(722.261, 332.289, 5.225, -5.546)","(730.956, 326.33, 6.439, -5.399)","(739.3, 319.331, 5.601, -7.836)","(746.247, 312.383, 4.93, -8.251)","(753.084, 305.295, 9.811, -3.905)","(759.938, 299.296, 4.808, -5.859)","(765.917, 292.99, 7.156, -7.96)","(770.844, 287.783, 4.412, -7.659)","(774.328, 281.628, 7.709, -4.81)","(777.252, 276.679, -0.318, -1.538)","(778.618, 271.942, 0.069, -2.318)","(778.691, 268.204, 2.137, -2.822)","(780.978, 262.513, 2.726, -2.69)","(784.79, 257.297, 5.455, -3.789)","(788.414, 255.372, 1.15, 0.118)"
79,"(333.545, 449.667, 20.243, -3.33)","(357.719, 445.487, 22.396, -2.436)","(383.645, 443.832, 27.045, -1.317)","(410.66, 442.543, 26.126, -2.028)","(437.446, 441.906, 24.799, -2.67)","(463.842, 441.435, 22.116, 0.312)","(488.563, 440.642, 25.085, -0.574)","(511.743, 440.433, 22.391, -1.527)","(534.205, 439.949, 19.687, 0.686)","(556.262, 440.212, 23.271, -2.367)","(578.123, 440.659, 22.579, 0.979)","(597.693, 440.821, 20.114, -0.202)","(615.748, 443.136, 19.602, 5.603)","(632.135, 446.545, 13.768, 1.126)","(646.104, 451.253, 14.597, 8.683)","(658.718, 457.781, 11.23, 10.468)","(670.886, 464.689, 12.373, 10.436)","(682.979, 471.695, 9.967, 5.242)","(694.841, 478.305, 9.756, 7.379)","(706.272, 484.094, 7.548, 6.532)","(716.781, 488.684, 9.928, 4.775)","(725.552, 491.121, 10.036, 0.342)","(733.816, 493.513, 6.299, 5.51)","(742.418, 496.407, 5.429, 0.779)","(750.034, 498.451, 9.514, -0.287)","(758.074, 502.626, 6.947, 6.066)","(766.642, 507.257, 7.079, 4.745)","(776.459, 512.564, 8.163, 11.334)","(784.914, 519.304, 10.11, 8.555)"
80,"(486.499, 462.758, 26.033, 4.755)","(512.266, 470.196, 28.059, 8.21)","(536.161, 476.229, 25.753, 8.408)","(564.214, 478.406, 27.664, 4.515)","(588.298, 485.046, 17.341, 3.618)","(608.169, 487.153, 17.477, -6.907)","(625.289, 482.196, 22.425, -1.273)","(648.848, 478.374, 32.887, -5.636)","(678.622, 475.66, 31.191, -5.346)","(704.776, 475.292, 24.169, -0.289)","(728.184, 475.795, 25.087, -1.927)","(748.999, 477.31, 19.799, 3.785)","(766.764, 478.737, 21.956, -1.294)","(779.759, 479.57, 7.871, -1.813)","(787.283, 479.355, 8.47, -1.228)","(793.22, 482.672, 8.503, 6.209)","(797.581, 486.091, 2.883, 1.587)","(802.979, 490.718, 5.153, 4.434)","(809.682, 496.572, 6.252, 7.62)","(812.5, 502.371, -3.92, 8.655)","(811.56, 509.294, -3.851, 7.979)","(812.951, 514.395, 4.884, 5.302)","(813.972, 515.094, -0.1, -0.467)","(812.519, 516.547, -1.912, -1.356)","(808.819, 519.876, -7.935, 4.965)","(803.515, 528.632, -4.126, 7.312)","(804.895, 543.178, 3.522, 19.89)","(804.636, 559.538, -7.087, 15.569)","(797.767, 578.576, -7.584, 20.047)"
