,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
10,"(719.57, 309.257, 24.76, -27.332)","(744.489, 278.093, 35.693, -15.0)","(769.931, 248.153, 18.259, -32.939)","(788.268, 214.666, 2.614, -51.052)","(801.712, 169.995, 25.057, -59.197)","(803.651, 118.58, -28.347, -50.107)","(777.695, 80.318, -46.824, -35.713)","(731.781, 67.966, -41.756, 2.454)","(688.903, 72.314, -35.923, 19.073)","(646.986, 75.251, -52.242, 15.363)","(604.99, 76.722, -55.613, -13.397)","(563.453, 74.347, -57.603, -10.559)","(522.733, 73.865, -40.103, 9.308)","(479.516, 73.253, -54.603, 14.705)","(438.334, 74.317, -26.723, 15.05)","(395.851, 75.184, -33.717, -2.274)","(351.589, 73.787, -26.247, 1.524)","(308.619, 75.536, -40.346, 13.095)","(266.374, 76.352, -43.044, 0.256)","(224.897, 78.934, -27.089, 9.771)","(186.469, 78.901, -36.828, 7.606)","(143.593, 79.281, -43.405, 27.41)","(115.017, 114.546, -35.125, 44.826)","(99.571, 156.324, -8.344, 43.626)","(88.076, 197.019, -20.508, 35.954)","(82.863, 239.774, -10.118, 48.375)","(79.267, 281.403, 4.84, 48.943)","(77.226, 318.921, -9.052, 21.526)","(73.809, 352.771, -0.611, 20.361)","(40.506, 368.579, -76.13, 10.626)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
11,"(661.637, 560.759, 57.468, -10.788)","(702.497, 556.392, 24.273, 13.377)","(734.935, 557.186, 35.162, -1.345)","(757.582, 555.952, 36.231, -14.802)","(773.725, 580.666, 15.311, 41.685)","(777.563, 623.607, -6.911, 39.653)","(781.99, 654.118, -52.214, 9.242)","(735.772, 651.909, -37.173, -9.977)","(694.166, 646.906, -17.88, 4.173)","(656.496, 643.062, -40.782, -13.721)","(611.409, 640.16, -48.87, -12.83)","(571.154, 636.163, -57.722, 8.29)","(535.56, 636.06, -59.198, -5.915)","(499.509, 637.004, -52.759, 6.765)","(459.379, 638.002, -25.967, -4.951)","(420.612, 637.73, -45.611, -2.638)","(379.766, 639.283, -24.591, 9.502)","(336.771, 640.387, -47.302, 0.534)","(299.051, 642.37, -50.054, -11.517)","(259.754, 650.782, -24.056, 18.651)","(221.974, 660.406, -23.089, 19.188)","(182.242, 662.612, -29.824, 10.305)","(142.415, 658.453, -26.246, -43.083)","(123.115, 618.049, -19.948, -54.106)","(110.611, 577.909, -7.017, -27.848)","(97.159, 538.036, -18.311, -31.622)","(86.503, 500.073, -23.384, -29.203)","(77.063, 461.615, -15.58, -47.353)","(72.664, 427.681, -15.222, -27.467)","(71.544, 393.837, -11.271, -47.249)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
12,"(291.613, 257.928, 35.971, 20.329)","(316.855, 253.182, 15.059, -13.302)","(347.929, 249.368, 21.142, -6.176)","(385.175, 243.52, 37.459, 8.816)","(425.981, 240.928, 40.929, 6.85)","(463.473, 237.408, 22.587, -8.636)","(499.648, 230.1, 36.83, -17.805)","(532.751, 225.834, 28.759, -16.983)","(562.705, 224.111, 20.393, -2.6)","(593.073, 222.691, 23.927, -10.623)","(621.849, 217.815, 30.888, -7.919)","(650.16, 213.928, 24.848, 4.878)","(673.08, 212.846, 24.318, -9.037)","(693.208, 210.27, 9.17, 5.106)","(710.778, 207.184, 27.616, -15.387)","(723.85, 204.523, 5.707, 12.208)","(738.225, 203.781, -10.404, 20.308)","(754.832, 209.348, 4.085, -21.048)","(767.069, 196.461, -9.393, -41.366)","(773.228, 168.36, -6.354, -6.754)","(773.007, 132.37, 1.957, -14.288)","(770.076, 118.606, 3.774, -15.513)","(781.79, 100.241, -0.775, -15.532)","(764.934, 90.765, -27.491, -8.187)","(717.384, 85.084, -75.143, -5.168)","(676.407, 87.448, -49.786, -5.843)","(641.33, 89.011, -13.662, -1.092)","(606.012, 82.859, -32.603, -9.915)","(565.36, 86.617, -54.282, -14.605)","(528.147, 96.829, -46.279, -8.107)","(490.51, 99.015, -40.578, 11.055)","(453.872, 97.747, -51.388, -8.934)","(417.415, 97.412, -36.969, 8.902)","(381.86, 96.933, -30.435, 3.554)","(346.738, 97.191, -46.357, -15.248)"
13,"(280.025, 378.428, 31.32, -30.384)","(305.117, 362.423, 23.526, -12.671)","(329.99, 346.941, 25.379, -25.116)","(354.762, 333.117, 9.429, -23.488)","(381.876, 324.457, 23.53, 0.054)","(405.615, 319.251, 29.058, -10.376)","(431.586, 312.335, 15.815, -10.836)","(457.952, 302.904, 19.85, -20.691)","(482.147, 296.043, 32.121, -8.83)","(506.986, 287.31, 35.496, -0.895)","(530.221, 279.581, 12.392, -4.526)","(557.65, 272.857, 12.399, -1.729)","(585.069, 267.129, 14.776, -10.384)","(607.263, 262.295, 13.886, -20.547)","(632.659, 255.843, 13.549, 4.717)","(654.002, 253.931, 9.678, -15.913)","(674.848, 248.06, 34.518, -13.674)","(692.759, 243.536, 21.001, 5.86)","(709.493, 239.635, 12.983, -12.694)","(724.459, 237.494, 7.665, 0.097)","(736.975, 233.378, 29.213, 5.675)","(749.431, 227.604, -3.655, 12.196)","(763.396, 223.962, 14.394, -10.351)","(774.716, 214.43, 25.758, 4.464)","(785.743, 190.428, 3.879, -20.185)","(781.746, 156.322, 11.081, -23.634)","(791.633, 139.186, 3.263, 5.226)","(798.545, 124.779, -12.33, -32.287)","(802.109, 95.126, 7.634, -24.111)","(786.034, 81.293, -14.41, -5.646)","(756.928, 67.436, -41.161, -11.207)","(722.293, 70.773, -46.357, -17.554)","(690.398, 65.387, -18.671, -1.922)","(660.042, 66.054, -30.148, 11.407)","(622.965, 65.226, -32.399, -16.109)"
14,"(420.468, 219.15, 41.837, 13.991)","(458.361, 214.684, 33.739, -20.303)","(498.025, 208.937, 52.393, 3.069)","(538.735, 199.902, 43.811, -0.13)","(577.453, 194.015, 23.882, 4.555)","(613.297, 195.731, 27.679, 12.572)","(649.074, 192.402, 42.337, 0.944)","(676.595, 190.139, 11.184, 4.712)","(701.851, 185.054, 34.351, -2.797)","(717.014, 173.745, 8.633, -6.828)","(721.51, 166.84, 0.065, 5.418)","(724.562, 166.041, 8.7, -2.078)","(728.358, 166.242, 4.116, -2.71)","(734.413, 166.064, 8.486, -11.412)","(748.273, 169.255, 22.862, 20.855)","(752.771, 175.673, 0.008, 26.273)","(769.186, 187.029, 24.924, 19.095)","(783.998, 157.803, 14.155, -30.477)","(775.959, 126.628, 3.723, -35.255)","(773.402, 107.467, 18.968, -15.266)","(770.914, 77.717, 3.062, -17.093)","(771.189, 70.095, -28.916, -33.051)","(719.972, 66.722, -55.018, -14.95)","(672.651, 62.327, -36.118, -6.537)","(633.35, 61.673, -40.41, -5.151)","(593.24, 60.042, -34.875, -0.205)","(554.629, 58.215, -31.963, -3.621)","(517.427, 58.364, -23.115, -11.456)","(480.465, 60.661, -54.802, -17.669)","(441.748, 59.692, -19.485, -6.311)","(402.705, 58.425, -47.38, -10.14)","(362.979, 59.642, -34.516, 0.169)","(326.622, 58.281, -35.565, 13.153)","(291.691, 55.962, -37.18, -5.95)","(260.689, 56.302, -6.624, 13.177)"
15,"(648.072, 451.383, 3.246, -33.903)","(664.84, 421.714, 18.977, -42.044)","(682.8, 396.468, 7.556, -24.351)","(702.836, 378.352, 27.004, -34.297)","(723.237, 358.063, 22.358, -33.887)","(742.877, 338.497, 28.364, -20.306)","(757.982, 319.265, 28.265, -32.137)","(772.969, 303.457, 24.879, -15.019)","(785.214, 290.208, 16.985, -8.653)","(798.567, 275.671, 15.567, -9.024)","(807.043, 262.145, 15.261, -6.53)","(815.019, 247.634, 20.637, -14.026)","(822.725, 234.158, 12.766, -1.27)","(820.349, 223.187, 6.756, -15.57)","(807.629, 214.958, -45.395, -4.524)","(810.518, 187.899, 12.586, -4.26)","(812.435, 165.903, -4.864, -26.096)","(808.748, 130.345, 16.26, -42.465)","(808.283, 94.243, -4.809, -20.38)","(784.092, 78.406, -51.722, -32.949)","(744.412, 59.57, -38.572, -5.526)","(708.427, 58.146, -26.537, -16.715)","(672.606, 55.386, -23.214, 13.098)","(636.507, 56.748, -27.865, -9.017)","(598.63, 57.096, -47.021, -5.921)","(560.411, 56.437, -28.963, 5.341)","(519.719, 58.302, -39.055, 11.814)","(484.183, 61.049, -22.981, 18.445)","(445.732, 62.904, -59.615, -6.386)","(404.674, 62.757, -29.389, 3.544)","(368.211, 62.826, -31.153, -14.452)","(331.704, 64.227, -45.761, 3.141)","(297.88, 65.331, -43.025, -11.27)","(264.689, 68.259, -24.872, -11.502)","(239.994, 71.905, -24.469, 5.785)"
16,"(475.691, 496.166, 41.308, 3.198)","(512.688, 492.982, 46.133, -9.917)","(547.725, 486.953, 32.458, -22.654)","(581.431, 483.203, 34.396, 9.156)","(617.013, 482.86, 25.956, 2.281)","(653.789, 483.086, 20.1, -5.085)","(683.557, 482.92, 22.937, 18.781)","(714.003, 488.179, 11.328, 7.595)","(742.118, 495.852, 8.277, -8.89)","(768.711, 504.084, 33.902, 0.159)","(792.244, 520.626, 17.932, 9.815)","(806.696, 540.665, 8.892, 33.678)","(822.641, 560.632, 23.574, 19.038)","(821.357, 578.903, -12.935, 27.285)","(815.584, 613.472, -0.009, 35.233)","(817.679, 654.107, -11.314, 34.746)","(804.201, 679.912, -6.218, 22.439)","(784.228, 687.147, -20.413, 6.931)","(742.894, 688.193, -32.508, 10.379)","(708.656, 690.744, -25.697, 5.698)","(673.632, 694.221, -19.934, -2.858)","(634.046, 693.05, -23.322, 12.605)","(596.166, 691.006, -36.084, 7.102)","(551.727, 686.852, -43.012, -5.181)","(513.478, 683.418, -22.956, -6.316)","(475.896, 686.021, -38.375, 6.291)","(437.797, 688.037, -29.234, 2.595)","(397.174, 684.966, -34.488, -14.473)","(358.548, 681.7, -44.296, -2.152)","(322.808, 681.012, -31.226, -0.462)","(285.049, 679.555, -36.646, 1.573)","(249.406, 677.357, -33.349, -15.271)","(213.345, 674.926, -50.291, 0.11)","(176.965, 673.536, -34.439, -14.375)","(139.304, 659.646, -37.992, -41.951)"
17,"(727.622, 177.799, 63.968, 17.824)","(777.572, 184.24, 9.728, -44.179)","(789.534, 133.523, -11.901, -66.511)","(778.713, 93.026, -30.662, -18.123)","(732.163, 82.982, -44.274, 1.201)","(683.262, 78.775, -53.119, 5.421)","(634.766, 80.583, -43.347, -11.785)","(588.133, 81.233, -44.13, -10.008)","(541.596, 79.835, -53.875, 7.717)","(495.036, 78.2, -41.263, -9.801)","(450.624, 80.106, -45.5, -11.303)","(406.075, 80.511, -47.098, 16.355)","(361.682, 79.104, -33.581, -14.781)","(316.555, 79.365, -38.004, 3.849)","(271.445, 80.357, -47.389, -1.062)","(227.144, 80.218, -29.891, -2.907)","(182.709, 79.399, -51.54, 4.908)","(141.797, 84.669, -28.772, 20.195)","(117.609, 126.958, -1.87, 53.199)","(104.165, 169.009, -18.248, 53.319)","(95.921, 209.883, -2.358, 45.565)","(88.018, 252.075, 7.825, 37.0)","(79.949, 296.48, -16.633, 33.957)","(74.494, 338.764, -0.59, 49.42)","(51.649, 362.425, -39.921, -2.893)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
18,"(475.128, 531.864, 39.185, -0.896)","(511.735, 529.125, 48.617, 10.546)","(551.416, 527.153, 49.588, 8.343)","(590.056, 526.304, 52.865, -5.246)","(627.537, 523.054, 38.951, -9.406)","(666.984, 524.987, 24.709, 12.882)","(705.129, 527.996, 54.247, 10.028)","(740.584, 532.371, 24.03, -11.376)","(773.596, 539.209, 16.372, 21.617)","(787.718, 574.163, 19.768, 39.612)","(790.319, 620.924, -0.592, 32.114)","(786.902, 648.102, 8.646, 24.495)","(740.881, 650.021, -43.516, -13.584)","(698.914, 638.218, -40.924, -4.77)","(685.423, 636.017, -28.608, -2.414)","(684.024, 636.007, -50.871, -1.181)","(684.024, 636.007, -50.871, -1.181)","(674.032, 636.141, -31.353, 1.031)","(669.484, 636.008, -66.448, 0.091)","(665.708, 636.011, -34.966, -3.171)","(656.775, 636.001, -44.287, -3.515)","(653.486, 636.122, -33.321, 5.895)","(646.058, 636.031, -31.452, -2.759)","(643.978, 636.017, -38.161, -1.374)","(629.008, 636.039, -24.545, -4.167)","(627.518, 636.009, -51.506, -0.68)","(625.915, 636.013, -49.269, 0.512)","(612.016, 636.093, -50.046, 5.41)","(594.272, 636.024, -36.043, -10.841)","(567.738, 636.421, -39.499, 14.682)","(535.75, 638.9, -18.434, 2.311)","(507.508, 640.848, -43.738, -10.797)","(480.002, 639.843, -24.106, -1.534)","(450.35, 640.977, -46.172, -1.046)","(417.537, 641.668, -34.394, 12.612)"
19,"(709.75, 360.929, 20.611, -37.508)","(735.417, 327.04, 16.88, -43.264)","(752.798, 298.844, 11.408, -46.46)","(770.832, 268.044, 14.648, -28.824)","(789.149, 244.03, 18.051, -37.542)","(797.693, 216.796, 1.77, -26.552)","(807.987, 182.763, 17.967, -64.316)","(823.851, 144.775, 5.038, -37.23)","(823.827, 130.707, -3.869, -26.07)","(813.862, 109.222, -20.531, -55.028)","(802.511, 69.355, -7.851, -30.242)","(772.31, 49.115, -47.242, -14.081)","(728.132, 48.754, -51.308, -0.498)","(677.634, 53.248, -47.46, -3.635)","(625.852, 60.444, -44.347, 19.556)","(580.411, 59.388, -55.271, -10.504)","(535.437, 66.012, -59.632, 23.332)","(490.925, 69.506, -39.616, -8.731)","(447.744, 71.403, -29.935, 13.89)","(407.016, 71.404, -52.087, 7.637)","(365.574, 71.041, -31.127, 13.829)","(324.806, 70.788, -52.022, -16.266)","(283.766, 71.769, -28.736, -3.216)","(244.052, 72.468, -36.054, 9.073)","(207.237, 75.537, -51.58, 12.935)","(168.31, 73.603, -23.218, -5.847)","(129.477, 84.199, -46.752, 18.79)","(97.18, 118.411, -26.526, 23.561)","(76.961, 152.779, -12.799, 36.682)","(67.247, 190.065, -0.887, 31.298)","(65.196, 231.153, 7.314, 50.78)","(62.869, 269.827, -13.338, 41.845)","(62.01, 310.033, -12.106, 41.421)","(63.582, 340.707, 3.972, 20.892)","(50.547, 358.822, -51.337, 18.785)"
20,"(304.57, 452.347, 39.999, -14.37)","(328.715, 438.626, 22.452, 1.924)","(350.576, 423.074, 20.042, -26.283)","(364.539, 416.538, 26.64, 4.429)","(392.358, 421.032, 60.594, -26.731)","(430.742, 402.022, 22.333, -8.186)","(465.101, 382.439, 33.574, -7.62)","(494.928, 365.737, 33.141, -7.578)","(523.225, 350.773, 42.019, -16.589)","(551.935, 340.802, 18.092, 1.881)","(580.561, 331.145, 25.603, -19.306)","(608.161, 322.834, 39.346, -3.805)","(634.181, 314.378, 28.676, -11.174)","(655.985, 305.088, 17.221, -19.95)","(681.12, 295.373, 36.107, -17.341)","(702.162, 287.279, 22.648, -4.344)","(720.517, 282.333, 18.896, -6.127)","(734.701, 274.437, 25.762, -8.785)","(749.542, 268.137, 18.813, -4.501)","(765.331, 263.803, 12.413, -7.679)","(772.894, 257.463, 19.156, 7.912)","(782.756, 247.803, 6.144, -17.674)","(790.483, 244.595, 1.799, -5.395)","(796.301, 237.401, 8.289, -13.201)","(799.529, 227.914, 10.399, -0.719)","(800.6, 213.663, -2.424, -19.695)","(806.289, 193.022, -13.443, -14.876)","(798.869, 169.708, -7.29, -40.071)","(794.107, 136.195, 8.459, -22.592)","(796.743, 108.612, 6.125, -26.247)","(792.488, 84.886, -1.263, -22.592)","(772.708, 64.172, -12.152, -18.11)","(742.368, 61.386, -35.085, -2.501)","(709.505, 58.618, -52.353, 6.492)","(679.335, 56.667, -19.862, -2.169)"
21,"(526.532, 567.697, 28.228, 6.759)","(570.778, 564.83, 38.196, -13.747)","(609.396, 568.203, 25.003, 5.522)","(641.921, 571.518, 19.666, -7.302)","(669.924, 560.248, 33.854, -3.241)","(709.309, 555.883, 30.767, 7.444)","(744.364, 559.28, 31.315, 9.383)","(770.652, 558.125, -25.294, 32.871)","(769.974, 604.623, 2.747, 28.623)","(769.446, 638.451, 17.186, 20.842)","(761.711, 659.541, -68.226, -16.9)","(715.705, 653.227, -41.419, -20.402)","(675.624, 644.283, -27.653, 4.595)","(643.656, 636.055, -26.696, 0.18)","(629.709, 636.008, -26.824, -2.96)","(621.202, 636.049, -38.109, -1.019)","(618.015, 636.004, -54.891, -2.44)","(618.015, 636.004, -54.891, -2.44)","(616.643, 636.025, -35.478, 1.344)","(606.903, 636.058, -42.608, -1.41)","(604.857, 636.061, -60.958, 1.868)","(599.485, 636.014, -30.799, -1.913)","(599.485, 636.014, -30.799, -1.913)","(598.435, 636.011, -63.019, -0.178)","(593.477, 636.044, -63.932, 0.077)","(581.012, 636.002, -48.435, -5.186)","(567.178, 636.035, -51.618, -0.365)","(557.341, 636.006, -57.629, 0.032)","(544.276, 636.11, -49.63, 5.812)","(523.902, 636.111, -30.468, 3.322)","(493.886, 636.079, -32.76, -0.469)","(467.882, 636.12, -38.942, 6.116)","(438.048, 636.285, -56.769, 8.042)","(409.24, 637.012, -36.856, 12.488)","(370.46, 636.363, -51.159, 1.627)"
22,"(578.386, 332.558, 41.779, -19.533)","(613.856, 316.618, 25.65, -23.094)","(640.52, 306.998, 23.503, -27.29)","(664.197, 294.783, 31.615, -0.913)","(686.794, 279.989, 7.896, -22.272)","(709.281, 265.751, 31.907, -19.176)","(728.251, 253.062, 25.115, -21.126)","(749.612, 243.385, 7.759, -15.987)","(767.015, 232.61, 5.929, -14.366)","(782.172, 215.513, -18.664, -21.8)","(792.805, 169.884, -1.401, -29.496)","(793.784, 132.123, -6.682, -23.115)","(798.642, 96.391, -18.292, -59.6)","(754.221, 69.872, -32.115, -6.622)","(719.133, 62.762, -52.003, -5.085)","(678.839, 63.1, -46.217, 5.686)","(638.346, 62.671, -34.688, -12.836)","(590.31, 59.775, -32.963, -17.736)","(547.302, 58.467, -34.055, 8.34)","(505.24, 60.43, -43.703, 17.014)","(464.166, 61.109, -37.911, -9.1)","(421.617, 61.456, -41.863, 8.315)","(380.084, 60.81, -34.045, -6.889)","(338.123, 62.457, -32.24, 13.108)","(295.743, 63.586, -32.964, -8.84)","(254.948, 63.492, -37.325, -1.19)","(219.337, 66.907, -39.188, 15.161)","(179.353, 64.964, -30.047, 7.07)","(134.099, 72.445, -32.277, -3.808)","(100.619, 97.862, -41.254, 24.276)","(79.445, 137.272, -6.808, 36.285)","(69.099, 175.879, 7.071, 50.526)","(66.684, 216.05, -11.547, 35.198)","(64.882, 250.59, -1.894, 46.507)","(63.469, 285.201, -9.319, 26.931)"
23,"(495.237, 348.128, 33.207, -9.272)","(537.002, 336.453, 51.383, -2.443)","(573.982, 324.698, 24.318, -20.734)","(611.177, 313.859, 32.762, -9.142)","(639.902, 302.978, 16.865, 0.855)","(666.936, 289.724, 22.754, -33.419)","(692.253, 277.47, 19.458, 4.427)","(714.343, 260.347, 49.406, -33.495)","(734.211, 246.439, 15.106, -3.221)","(758.579, 233.59, 22.854, -0.431)","(787.246, 208.384, 21.555, -8.513)","(798.921, 184.82, 0.957, -17.142)","(812.13, 162.491, 29.929, -42.841)","(804.683, 122.388, 7.162, -66.337)","(800.407, 91.0, -7.576, 1.741)","(770.847, 70.016, -55.067, -58.042)","(733.762, 52.486, -33.155, -23.149)","(689.038, 52.602, -57.496, 10.198)","(644.529, 53.068, -39.802, 1.606)","(602.783, 53.141, -44.471, 7.08)","(558.55, 53.518, -58.047, -13.671)","(518.898, 56.406, -18.748, -17.429)","(476.298, 57.677, -44.261, 2.03)","(433.182, 59.023, -41.537, -2.263)","(390.976, 58.63, -50.126, -4.647)","(348.904, 58.126, -48.452, 0.166)","(306.316, 57.569, -43.285, -11.414)","(265.864, 59.225, -37.954, 6.441)","(229.993, 61.222, -29.324, 4.064)","(192.5, 61.21, -59.578, 2.686)","(155.428, 66.964, -63.428, 5.191)","(121.302, 88.06, -20.993, 32.741)","(93.445, 124.962, -7.792, 40.446)","(76.749, 163.263, -0.005, 33.853)","(68.784, 200.528, -4.907, 44.408)"
24,"(277.329, 322.745, 42.421, -14.68)","(302.188, 309.301, 12.115, -27.892)","(331.828, 300.281, 26.023, -7.195)","(361.049, 286.039, 13.45, -9.563)","(389.835, 275.67, 16.16, -14.717)","(419.233, 269.714, 21.634, -8.631)","(451.228, 263.287, 15.413, -5.241)","(483.924, 258.899, 18.614, 13.284)","(517.537, 254.373, 50.335, -9.013)","(552.052, 254.341, 24.99, -5.239)","(585.806, 250.949, 20.706, 2.856)","(614.043, 249.177, 16.369, -15.375)","(641.45, 249.33, 17.154, -2.16)","(666.379, 246.644, 27.11, -16.682)","(690.475, 243.365, 9.156, -17.469)","(711.068, 240.242, 14.338, -9.273)","(733.615, 237.571, 12.817, 8.261)","(748.75, 235.73, 15.24, 10.101)","(758.393, 231.037, 10.472, -2.763)","(768.823, 225.951, -8.423, 6.43)","(777.356, 214.065, -12.13, -33.662)","(788.474, 195.713, 7.526, -32.788)","(788.886, 159.917, -14.831, -68.62)","(789.296, 116.292, -8.681, -54.09)","(777.916, 92.093, -30.222, -35.653)","(750.367, 76.718, -25.158, -5.878)","(718.66, 80.176, -16.348, 1.929)","(684.046, 81.427, -26.698, 16.149)","(645.387, 86.084, -44.117, 4.737)","(604.989, 81.678, -34.0, -20.6)","(564.788, 84.311, -39.274, 21.493)","(526.264, 92.46, -26.556, -0.653)","(485.056, 94.636, -52.79, 9.042)","(449.89, 93.557, -29.913, -18.724)","(411.594, 92.077, -47.784, 12.123)"
25,"(659.506, 260.074, 44.894, -9.069)","(691.619, 245.247, 25.336, -1.745)","(721.624, 228.29, 21.792, -17.464)","(752.597, 214.501, 12.007, 7.685)","(778.916, 200.117, 11.484, -43.454)","(804.165, 149.742, 17.169, -37.312)","(800.806, 102.633, 8.285, -34.6)","(778.583, 76.841, -48.619, -38.095)","(731.743, 62.319, -47.21, 2.022)","(687.48, 70.449, -34.746, 16.761)","(647.561, 79.061, -27.612, 1.946)","(605.037, 86.014, -37.224, 4.633)","(564.3, 91.597, -54.979, 8.443)","(523.998, 91.07, -37.913, -9.144)","(482.823, 92.607, -59.759, 16.221)","(440.673, 89.981, -40.519, 7.934)","(396.503, 89.519, -48.822, 13.302)","(354.885, 89.508, -39.711, -0.292)","(312.044, 86.603, -43.312, -15.862)","(270.573, 85.667, -41.016, -0.374)","(228.016, 82.956, -53.889, -1.381)","(188.691, 81.584, -49.799, 11.593)","(145.286, 78.585, -14.684, 42.906)","(117.216, 113.291, -5.032, 44.702)","(101.335, 151.883, -5.595, 52.957)","(93.226, 192.461, -12.115, 26.649)","(88.639, 233.189, 7.784, 36.806)","(85.916, 274.6, 12.141, 46.958)","(82.44, 310.39, -1.658, 30.023)","(79.485, 345.304, -5.42, 48.342)","(62.53, 367.513, -46.449, 2.218)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
26,"(696.911, 218.952, 49.417, 10.334)","(733.642, 208.828, 41.783, -5.299)","(768.535, 200.852, 26.733, 5.62)","(786.062, 175.022, 37.063, -43.435)","(795.742, 128.623, -6.798, -41.048)","(780.516, 91.877, -48.515, -23.412)","(735.133, 87.239, -54.798, 1.681)","(690.651, 90.166, -29.948, -8.351)","(650.428, 95.808, -47.886, 4.472)","(609.942, 98.186, -36.338, 9.602)","(569.674, 98.109, -35.845, -15.223)","(522.53, 90.471, -51.522, 9.483)","(476.632, 87.017, -54.696, 8.866)","(434.419, 86.632, -38.741, 5.295)","(389.778, 85.347, -44.585, -3.958)","(346.372, 84.702, -56.718, -9.273)","(304.785, 83.779, -34.991, 5.275)","(261.595, 81.467, -30.004, 2.078)","(218.04, 80.936, -47.513, -0.487)","(177.613, 79.765, -45.977, 1.407)","(137.093, 87.384, -24.539, 23.695)","(114.173, 125.108, -23.547, 45.633)","(100.87, 165.329, 5.705, 27.385)","(91.902, 207.487, -1.31, 42.073)","(86.798, 249.55, 6.06, 34.037)","(81.8, 291.22, -9.849, 43.059)","(78.432, 329.782, 2.464, 37.543)","(69.409, 363.322, -41.506, 23.076)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
27,"(593.336, 534.117, 39.22, 18.469)","(639.049, 536.062, 63.365, -8.288)","(676.274, 535.005, 45.247, 18.737)","(713.961, 535.125, 45.419, -8.735)","(750.257, 539.759, 49.297, 5.086)","(781.678, 560.162, 17.698, 40.563)","(789.919, 600.098, 15.305, 58.164)","(793.062, 645.016, 12.313, 48.771)","(760.535, 657.777, -71.32, -14.186)","(707.701, 652.056, -36.968, -18.48)","(664.311, 646.299, -39.342, -0.809)","(622.481, 639.306, -25.843, 4.781)","(588.518, 636.086, -56.363, 5.0)","(575.349, 636.114, -38.552, 0.852)","(569.809, 636.2, -50.625, 3.425)","(547.604, 636.132, -48.002, -18.028)","(526.372, 636.164, -29.414, 8.062)","(503.458, 636.149, -41.992, 7.395)","(486.821, 636.052, -46.388, -14.665)","(477.775, 636.011, -43.757, -1.22)","(454.0, 636.072, -35.601, 3.965)","(420.582, 636.124, -50.177, -2.791)","(409.039, 636.03, -52.304, 1.707)","(400.155, 636.044, -60.412, 1.069)","(388.137, 636.173, -55.568, 2.933)","(348.155, 636.245, -40.25, -3.234)","(313.847, 636.076, -55.413, -2.378)","(275.395, 638.752, -31.082, -0.341)","(239.357, 643.895, -28.185, 6.085)","(211.868, 656.621, -25.203, 26.239)","(174.664, 655.774, -34.333, 15.737)","(138.448, 650.175, -12.157, -50.631)","(120.893, 611.351, -23.076, -35.131)","(108.445, 571.907, -9.589, -25.04)","(98.758, 532.3, -1.9, -46.09)"
28,"(755.305, 322.153, 22.752, -42.326)","(785.94, 282.078, 13.875, -36.35)","(802.865, 251.546, 6.235, -16.425)","(813.375, 223.56, -13.947, -28.371)","(814.122, 207.877, -15.796, 2.916)","(816.432, 198.932, 7.051, -18.835)","(824.719, 192.41, -0.904, -3.899)","(820.862, 194.495, 12.191, -18.831)","(818.735, 187.264, 6.033, 2.615)","(819.434, 188.217, 9.355, 20.294)","(829.115, 185.902, -6.355, 18.296)","(828.695, 192.723, -10.32, -9.171)","(829.128, 192.685, -8.916, 1.931)","(830.723, 195.348, -16.492, 9.599)","(830.444, 197.562, -14.325, 6.903)","(830.9, 199.64, 5.216, 7.762)","(826.621, 203.677, -2.478, -14.284)","(830.733, 202.479, -0.864, 9.196)","(827.159, 201.631, -8.672, 3.446)","(816.319, 198.589, -15.877, -23.278)","(813.571, 189.496, 19.722, -17.612)","(826.557, 166.068, 23.308, -25.979)","(826.988, 165.191, 8.32, -12.471)","(826.988, 165.191, 8.32, -12.471)","(826.988, 165.191, 8.32, -12.471)","(826.988, 165.191, 8.32, -12.471)","(826.988, 165.191, 8.32, -12.471)","(826.988, 165.191, 8.32, -12.471)","(826.988, 165.191, 8.32, -12.471)","(822.065, 154.477, -3.438, -13.441)","(816.011, 141.265, -1.656, -18.556)","(807.001, 127.112, -0.493, -16.709)","(804.853, 91.916, 6.144, -43.876)","(790.006, 80.958, -3.74, 8.479)","(767.732, 76.604, -30.918, 8.44)"
