,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
12,"(568.667, 424.418, -15.707, 8.849)","(599.645, 433.827, 48.974, 52.995)","(634.063, 438.76, 77.161, 8.187)","(664.185, 457.764, 72.932, -41.821)","(699.644, 472.722, 67.688, -13.806)","(732.319, 482.824, -17.463, -2.938)","(762.053, 493.467, -0.474, 35.266)","(781.842, 517.779, 49.457, 83.997)","(793.541, 536.389, 31.8, 35.112)","(801.707, 571.352, -16.016, 43.964)","(802.822, 606.936, 9.274, -9.831)","(797.498, 647.305, -18.514, 90.507)","(791.881, 672.886, 38.084, 17.652)","(775.103, 690.123, -51.35, -4.481)","(733.03, 689.768, -19.328, -36.506)","(695.157, 677.944, -44.585, 10.512)","(655.395, 681.607, -47.172, 37.943)","(623.802, 683.542, -26.413, 62.544)","(594.225, 683.774, -50.207, 13.538)","(557.015, 684.986, -79.716, 46.586)","(518.088, 684.183, -75.779, -14.264)","(486.931, 684.615, -17.927, 51.148)","(452.167, 684.266, -74.666, 51.671)","(408.302, 689.599, -52.041, 3.816)","(377.0, 682.168, 1.203, 29.309)","(339.115, 681.665, 15.676, -46.642)","(302.036, 679.917, -0.582, 31.255)","(267.201, 678.607, -55.126, -51.039)","(232.396, 674.746, -18.907, 3.019)"
13,"(435.625, 312.892, 55.698, -27.687)","(469.025, 312.972, 26.033, 25.291)","(506.603, 306.689, 69.055, 46.421)","(537.4, 297.559, 71.378, -18.162)","(572.729, 288.046, 74.808, 34.096)","(614.764, 277.285, 52.413, -29.502)","(657.536, 266.169, 37.323, -59.541)","(698.417, 254.959, -12.259, 16.203)","(731.15, 246.951, -22.946, 9.409)","(756.692, 240.795, -1.741, -26.287)","(781.04, 229.531, -2.621, 9.737)","(795.133, 213.758, 57.767, 13.3)","(810.791, 177.255, 52.5, 7.931)","(807.019, 122.181, -28.184, -42.583)","(801.514, 83.647, -8.987, -26.85)","(769.145, 68.657, 1.473, -55.058)","(719.723, 61.653, -54.698, 17.027)","(673.157, 60.915, -4.246, 32.185)","(626.23, 61.838, -69.536, 41.137)","(586.78, 66.98, 5.311, -55.521)","(544.955, 68.488, -89.665, 44.314)","(501.965, 65.292, -24.895, -19.702)","(461.737, 64.193, -89.28, -26.352)","(424.478, 62.265, -54.187, -48.959)","(381.079, 60.859, -81.532, -25.613)","(338.604, 63.42, -30.969, -41.354)","(293.578, 68.952, -68.708, -44.579)","(261.513, 67.445, -22.87, -56.497)","(221.275, 70.944, -50.211, -1.78)"
14,"(734.213, 488.436, 78.018, 42.01)","(773.453, 513.346, 47.341, 35.812)","(795.628, 543.085, 13.903, 74.322)","(805.417, 573.578, -12.711, 6.178)","(803.858, 627.224, -13.531, 101.41)","(788.255, 665.415, -65.475, 71.41)","(743.223, 669.156, 4.69, 23.624)","(695.486, 668.581, -45.56, -58.555)","(657.203, 661.514, -42.07, -37.382)","(609.01, 654.945, -8.248, 16.229)","(564.646, 646.528, -28.923, -25.598)","(510.721, 641.444, -5.821, 5.61)","(464.343, 638.178, -54.456, 35.263)","(419.013, 638.14, -94.573, -5.866)","(361.761, 642.318, -87.645, -14.475)","(313.27, 647.379, -105.516, -24.614)","(260.447, 655.188, -42.171, 52.532)","(215.805, 661.9, -4.003, -46.818)","(161.806, 659.738, -94.498, -51.787)","(134.135, 635.375, -11.493, -68.859)","(123.538, 587.875, 25.662, -91.794)","(109.573, 545.797, -30.073, -10.917)","(93.437, 500.826, -43.437, -51.385)","(80.304, 452.741, -53.068, -94.376)","(74.279, 409.913, -42.106, -95.323)","(49.772, 385.423, 0.88, -67.197)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
15,"(568.793, 260.61, 44.922, 50.404)","(604.953, 254.962, 15.484, 35.711)","(639.434, 248.789, 51.739, -14.741)","(670.63, 242.589, -9.006, 4.019)","(701.675, 237.581, -0.617, 13.889)","(728.259, 231.03, -8.077, 7.5)","(746.786, 218.793, -25.406, 3.845)","(778.101, 214.46, 35.723, -14.134)","(791.875, 189.135, 20.38, 10.955)","(796.326, 142.994, -30.78, 7.413)","(799.981, 99.268, -35.077, -7.075)","(778.093, 66.899, -36.079, -6.204)","(742.891, 62.384, -26.44, 51.756)","(703.538, 57.393, -53.098, 17.186)","(660.836, 64.273, -53.179, -46.938)","(623.107, 62.888, -22.276, -29.17)","(586.852, 59.411, -40.796, -36.016)","(550.307, 59.897, -47.618, -11.829)","(511.762, 63.94, -65.214, 20.823)","(475.557, 60.761, -14.786, -18.031)","(439.035, 64.012, -2.38, 43.434)","(399.396, 64.988, -50.517, 3.989)","(354.577, 70.526, -19.326, -17.629)","(317.968, 76.658, -16.603, 28.778)","(272.076, 83.787, -36.624, 13.168)","(221.495, 87.473, -27.145, 41.308)","(178.109, 86.685, -21.732, -5.58)","(142.233, 86.352, 13.356, 26.137)","(114.857, 119.674, -67.311, 90.634)"
16,"(330.367, 166.308, 2.048, 3.19)","(358.49, 166.285, 80.658, -65.423)","(387.065, 166.198, -5.283, -28.862)","(416.724, 166.746, 29.753, -11.537)","(441.38, 166.285, 10.919, -30.806)","(466.163, 167.424, 16.269, 21.386)","(488.134, 166.169, -6.665, -23.79)","(514.91, 166.24, 65.441, -31.66)","(524.701, 170.36, 50.375, 0.328)","(554.508, 191.904, 70.313, 25.335)","(598.572, 194.215, 70.826, -29.652)","(630.9, 189.023, 38.774, -17.807)","(653.627, 177.905, 23.523, 45.703)","(677.227, 171.122, 61.817, -53.161)","(698.435, 166.105, 58.369, -29.19)","(716.1, 166.105, -17.647, 0.624)","(730.229, 166.709, 37.656, -11.154)","(746.12, 175.863, -18.976, -35.211)","(765.157, 190.427, 79.307, -14.943)","(768.165, 168.026, 31.685, -85.912)","(768.538, 151.338, -52.221, -0.567)","(777.155, 126.896, 41.048, -54.514)","(782.17, 97.299, -101.014, -0.14)","(729.884, 95.374, -96.071, -2.948)","(698.817, 92.188, 10.708, -33.138)","(654.598, 98.729, 7.698, -9.437)","(629.588, 92.794, -30.596, -58.436)","(577.362, 94.748, -20.625, 49.58)","(533.093, 97.563, -97.191, 41.148)"
17,"(445.109, 510.448, 17.985, -7.663)","(490.891, 518.928, 1.444, 42.032)","(535.219, 522.618, -4.983, 5.951)","(579.382, 524.649, 35.188, -6.735)","(630.532, 526.909, 70.134, -46.469)","(670.447, 536.021, 71.183, 10.574)","(707.442, 549.574, -13.146, 56.666)","(751.181, 569.176, 11.23, 42.731)","(776.424, 575.556, -34.693, 3.871)","(787.487, 615.122, 45.157, 108.716)","(780.762, 664.094, -52.952, -16.523)","(734.538, 688.837, -82.023, 51.926)","(692.163, 694.452, -44.33, 42.859)","(657.251, 694.326, -67.208, -9.44)","(624.506, 685.578, -61.784, 41.258)","(583.327, 680.519, -92.775, 58.549)","(534.606, 683.876, -37.433, -2.961)","(481.765, 681.911, -62.165, -55.427)","(437.689, 679.945, -2.849, 4.544)","(387.98, 677.999, -15.709, -34.364)","(338.33, 675.199, -38.475, 54.835)","(297.368, 673.711, -11.595, -19.12)","(253.567, 674.736, -31.152, 11.523)","(225.251, 674.842, 11.535, 22.096)","(193.168, 676.393, -43.871, -50.14)","(162.064, 673.16, -14.62, -74.359)","(120.426, 645.046, -35.07, 0.998)","(102.378, 601.018, 8.077, -88.743)","(87.162, 551.164, 32.032, -19.104)"
18,"(427.186, 557.389, -1.864, 51.33)","(469.89, 561.345, 42.465, -55.669)","(513.75, 559.669, 59.282, 51.057)","(561.169, 553.326, 24.589, -22.851)","(594.127, 548.773, -8.291, -44.683)","(623.48, 548.162, 35.261, -39.997)","(659.741, 542.758, -13.721, 21.606)","(701.954, 540.149, 68.154, -26.853)","(740.158, 555.782, -8.721, 6.081)","(771.06, 568.854, -3.75, 35.336)","(778.487, 601.492, 2.391, 53.705)","(780.42, 634.577, -8.643, 56.928)","(769.446, 662.231, 23.468, -4.857)","(744.372, 668.551, -20.429, 18.674)","(680.667, 650.43, -46.897, -33.707)","(630.18, 645.455, -46.053, 17.893)","(594.698, 653.052, -55.39, 45.106)","(538.935, 660.728, -20.72, 50.079)","(491.274, 657.908, -29.992, 3.329)","(453.228, 660.278, -56.375, 3.779)","(415.013, 663.868, -76.826, -30.93)","(375.545, 666.109, -68.652, 13.769)","(337.843, 668.016, -20.999, -40.734)","(298.754, 671.135, -67.261, 24.017)","(260.878, 673.492, -0.921, -4.544)","(223.35, 677.614, -53.164, 5.551)","(186.658, 679.829, -32.29, -53.553)","(157.77, 672.956, -42.791, 17.307)","(128.422, 642.605, -1.463, -15.782)"
19,"(322.926, 491.767, -19.673, 29.582)","(356.542, 496.907, 30.509, 2.422)","(395.319, 495.905, 85.17, 47.497)","(432.349, 501.753, 3.008, -33.874)","(473.433, 505.356, 76.671, 54.396)","(510.507, 510.292, 68.289, 3.276)","(551.576, 518.761, 3.04, 30.334)","(590.796, 524.52, 87.462, 59.183)","(629.685, 524.921, 89.621, 30.776)","(669.068, 527.77, 4.883, 18.057)","(704.802, 534.917, 90.391, -7.03)","(735.182, 535.083, -5.742, 41.837)","(766.06, 536.598, -2.332, -6.741)","(773.722, 562.666, -35.581, 76.039)","(779.8, 591.921, 32.465, -26.384)","(783.724, 631.535, 16.909, 21.371)","(771.871, 650.841, -51.182, -43.372)","(704.941, 651.156, -32.717, 25.083)","(670.455, 643.433, -26.003, -38.411)","(635.76, 636.141, -67.899, 0.805)","(605.463, 636.058, -73.65, 0.8)","(573.671, 636.493, 14.101, -10.761)","(547.861, 637.121, -36.652, -65.689)","(510.429, 638.488, -33.461, 28.049)","(472.214, 636.368, 3.478, 6.373)","(446.769, 636.504, -64.517, 23.132)","(408.022, 638.008, -57.635, -42.173)","(373.516, 640.802, -78.548, 15.776)","(333.105, 639.228, -70.585, 27.432)"
20,"(766.397, 174.121, 52.392, -11.2)","(788.352, 147.464, 56.897, -17.12)","(784.881, 93.544, -80.837, -19.763)","(735.118, 84.215, -30.778, -3.4)","(685.717, 87.497, -90.602, -34.873)","(642.651, 84.22, -44.387, -31.052)","(593.769, 83.816, -87.998, 50.53)","(545.32, 79.297, -15.806, -43.137)","(498.638, 75.611, -64.109, -56.088)","(453.99, 75.248, 8.363, 44.736)","(404.336, 74.233, -57.779, -32.809)","(366.545, 74.968, -64.594, -46.101)","(323.171, 77.592, -87.668, 27.7)","(279.454, 81.001, -23.368, -44.994)","(238.415, 81.582, -95.734, 16.612)","(192.831, 80.438, -41.847, -58.088)","(144.611, 83.67, -39.413, 81.16)","(124.192, 121.374, 11.676, 95.955)","(108.262, 159.554, 7.935, 33.742)","(94.103, 203.416, -48.666, 57.759)","(86.84, 244.612, -59.111, 7.47)","(82.083, 281.09, -34.658, 30.63)","(76.791, 325.117, -20.591, 46.424)","(59.972, 367.28, -69.749, 8.462)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
21,"(583.969, 222.902, 8.685, 26.318)","(626.818, 208.202, 14.327, -13.548)","(673.918, 199.847, 75.766, 24.099)","(714.352, 200.887, -7.091, 12.361)","(747.267, 197.468, 39.763, -5.992)","(771.06, 198.78, 12.203, 11.362)","(779.013, 164.163, 4.535, 15.751)","(789.363, 127.317, 29.699, -91.162)","(785.317, 95.995, -41.503, 42.365)","(725.287, 103.048, -70.455, -7.472)","(677.3, 113.188, -38.351, -6.207)","(636.437, 113.745, -88.775, 37.97)","(603.85, 112.892, -24.017, -17.652)","(572.149, 113.012, -78.538, -49.234)","(551.435, 105.734, -18.21, -66.312)","(505.266, 98.07, -48.612, -48.501)","(463.34, 96.646, -64.568, -19.029)","(420.08, 99.978, -72.476, -3.752)","(374.903, 94.913, -54.37, 36.858)","(337.236, 98.471, -31.079, 22.91)","(298.024, 100.9, 10.681, 29.07)","(257.061, 99.318, -35.199, -29.132)","(209.603, 90.849, -6.819, 41.356)","(175.674, 93.651, -39.272, -32.938)","(139.306, 94.334, -20.536, 37.189)","(123.54, 141.184, 21.571, 36.712)","(115.356, 180.515, 26.713, 14.996)","(113.638, 229.18, -23.595, 56.32)","(106.238, 272.658, -28.821, 64.426)"
22,"(728.761, 417.362, 56.702, 9.341)","(740.291, 437.344, 29.315, -28.754)","(755.524, 463.77, -20.932, 21.411)","(768.854, 490.084, -4.636, 12.102)","(782.88, 528.737, 4.905, 88.241)","(794.882, 563.512, 2.225, 42.647)","(807.626, 602.734, 51.329, 43.929)","(804.931, 650.258, -42.582, 63.812)","(777.328, 682.714, -29.92, 56.476)","(728.878, 692.723, -72.051, -1.07)","(680.739, 688.241, -12.266, -43.041)","(636.234, 686.26, -16.058, 53.272)","(598.043, 686.932, -42.8, -54.013)","(548.845, 685.684, -96.83, -18.464)","(497.251, 681.955, -56.59, -49.932)","(446.1, 678.915, -20.244, -16.136)","(393.512, 674.806, -93.86, -47.472)","(345.839, 669.853, -91.899, -22.917)","(296.446, 664.073, -3.596, 32.692)","(255.186, 665.564, -78.609, 0.536)","(215.844, 657.227, 4.842, 17.767)","(184.146, 651.095, -10.113, -13.056)","(174.453, 651.674, -66.21, 32.265)","(165.244, 653.0, -47.534, 3.381)","(137.422, 644.149, -38.849, -38.319)","(125.775, 594.264, -64.332, -86.696)","(109.078, 546.441, 7.566, -103.802)","(92.348, 496.269, -15.43, -88.211)","(79.013, 455.967, -42.363, -58.984)"
