,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
23,"(480.234, 475.651, 42.004, 31.668)","(526.573, 478.039, 60.344, 49.119)","(571.459, 479.927, 91.034, 4.646)","(612.48, 479.803, 25.155, -39.325)","(650.598, 482.616, 39.415, -2.07)","(687.681, 489.275, 75.842, 30.652)","(719.93, 489.887, 3.959, -49.881)","(743.581, 499.328, 30.362, 10.206)","(765.063, 503.479, 24.772, -33.422)","(786.768, 520.626, 33.464, 2.94)","(800.332, 538.033, -7.265, -15.247)","(806.023, 563.11, 27.964, 44.566)","(807.04, 592.787, 2.855, -14.608)","(798.116, 628.162, -11.966, 83.246)","(788.024, 656.767, -10.815, 36.485)","(733.866, 658.542, -27.709, -16.336)","(693.139, 650.271, -22.533, 8.79)","(653.613, 637.825, -59.5, 26.306)","(629.798, 636.07, -70.493, -64.613)","(602.541, 636.009, -48.721, -51.309)","(561.963, 636.887, -74.921, -11.388)","(524.193, 636.336, -69.065, -20.71)","(491.959, 639.852, -64.181, 8.437)","(458.172, 637.552, -20.15, 32.22)","(421.67, 637.547, -64.776, -29.239)","(388.19, 636.032, 5.873, -24.284)","(354.443, 637.757, -78.452, 33.225)","(326.797, 636.301, -5.592, 13.294)","(292.076, 641.301, -18.189, 26.685)"
24,"(390.726, 547.839, 10.053, -15.074)","(434.08, 563.498, 69.881, 59.264)","(473.743, 566.716, -23.816, 12.015)","(507.861, 569.526, 45.257, 41.847)","(541.273, 564.923, 56.617, -49.835)","(578.829, 573.76, 95.004, -15.291)","(609.488, 581.16, 48.998, 54.246)","(620.6, 582.989, 30.879, 9.52)","(633.449, 583.66, -9.936, 2.184)","(633.962, 583.247, -21.221, 35.401)","(634.34, 582.043, -9.67, -3.522)","(638.731, 583.759, -1.465, 28.345)","(649.884, 581.417, 17.408, -31.067)","(673.501, 564.501, 41.76, -66.418)","(700.121, 563.366, -12.07, -59.727)","(723.255, 552.102, 29.519, -7.558)","(752.234, 551.652, 69.635, -20.318)","(781.613, 565.061, 74.009, 21.841)","(800.993, 588.141, 55.119, 13.385)","(797.534, 619.2, 21.178, 33.749)","(802.007, 660.789, -21.793, -11.642)","(788.86, 681.867, -70.358, 40.758)","(743.962, 693.798, -39.18, 25.474)","(696.979, 692.504, 0.824, -45.979)","(655.475, 694.757, -39.766, -7.246)","(608.853, 682.411, -60.148, -54.747)","(568.093, 666.848, 14.719, -15.633)","(530.888, 661.386, -61.098, -34.012)","(490.635, 663.025, -7.715, -7.076)"
25,"(460.232, 574.352, 51.31, 13.778)","(503.927, 570.939, 24.905, 14.187)","(546.577, 573.847, 1.724, 38.938)","(584.646, 583.788, -10.167, 7.229)","(604.834, 582.973, 84.916, 24.136)","(624.569, 583.345, 78.206, 24.646)","(638.479, 582.735, 23.076, -47.505)","(660.141, 556.805, 76.89, -38.326)","(709.644, 556.981, 46.355, 54.869)","(739.429, 564.472, 67.932, 5.173)","(767.125, 565.868, 51.14, 33.192)","(786.605, 575.139, 27.544, 8.43)","(789.396, 614.35, -60.026, 45.392)","(773.103, 655.715, -92.211, -15.386)","(721.751, 648.691, -42.928, 15.862)","(680.793, 638.591, -28.718, -34.63)","(649.2, 636.102, -28.153, -40.806)","(619.454, 637.922, -51.666, 28.473)","(597.48, 636.083, -29.839, -4.637)","(560.861, 636.285, -17.028, -27.003)","(523.332, 638.37, -25.502, -1.849)","(493.589, 636.579, -20.354, -16.116)","(454.852, 637.143, -58.087, -15.848)","(415.738, 637.236, -68.289, -38.5)","(375.661, 637.365, 1.307, -10.437)","(340.732, 638.555, -69.685, 17.992)","(304.14, 639.395, -23.485, 23.316)","(270.215, 638.36, -4.753, -32.817)","(229.08, 639.731, -53.524, -18.933)"
26,"(497.994, 190.452, 44.186, -29.337)","(539.526, 173.88, 2.758, 38.888)","(574.6, 166.11, 71.85, -12.437)","(605.21, 166.202, 65.495, -36.697)","(632.589, 166.223, 74.195, 12.461)","(656.093, 166.904, 66.335, 31.716)","(677.546, 167.179, -6.288, 21.541)","(700.795, 167.015, 65.551, 27.234)","(723.809, 167.824, 50.244, 45.232)","(740.314, 176.722, 21.492, -24.766)","(755.054, 180.308, 59.569, -20.041)","(768.68, 184.785, -36.2, 19.812)","(773.783, 173.686, -14.058, 3.458)","(778.115, 124.76, -15.755, -28.214)","(762.996, 94.591, -17.251, -51.202)","(717.002, 100.345, -63.975, 3.854)","(674.207, 113.743, -60.339, 33.015)","(651.299, 113.417, 6.339, -26.167)","(624.525, 113.366, -20.473, -17.49)","(598.821, 113.456, -14.614, -6.465)","(562.805, 113.335, -90.543, -20.367)","(513.745, 97.763, -61.881, 25.811)","(473.298, 97.439, -41.072, 46.716)","(430.544, 99.496, -15.449, 3.695)","(385.065, 101.375, -47.474, 43.805)","(348.029, 101.218, -62.982, 31.558)","(312.202, 98.032, -59.439, 21.178)","(273.97, 97.842, -78.194, -60.366)","(238.858, 94.342, -36.946, 49.106)"
27,"(250.878, 271.879, 12.417, 14.977)","(276.109, 269.279, 26.975, -1.319)","(302.394, 264.428, 40.264, -9.584)","(328.279, 259.63, 41.795, 7.188)","(357.452, 257.485, 33.866, 12.755)","(386.052, 252.54, 14.511, -5.497)","(416.224, 246.426, 32.507, -0.928)","(448.173, 241.891, 16.495, -2.261)","(479.691, 236.553, 43.965, 7.419)","(508.662, 230.001, 21.52, 6.206)","(538.236, 225.878, 32.238, -16.99)","(568.043, 221.152, 40.038, -12.842)","(599.54, 217.67, 16.42, -19.494)","(630.058, 214.543, 27.155, 3.917)","(659.251, 209.552, 21.558, -6.597)","(693.278, 203.568, 35.131, -5.379)","(713.551, 201.841, 7.623, -5.12)","(731.98, 202.757, 2.409, 12.594)","(742.094, 206.941, 20.905, -4.595)","(752.3, 200.676, 9.979, -1.68)","(764.194, 193.89, 12.907, 3.554)","(772.693, 182.172, -5.096, -34.608)","(768.368, 145.491, 28.028, -23.25)","(785.39, 109.577, -7.978, -22.584)","(762.627, 98.077, 5.429, -20.844)","(719.393, 102.143, -66.362, 3.438)","(685.65, 93.424, -93.437, -36.999)","(638.656, 95.634, -89.948, 23.438)","(593.211, 90.953, 9.733, -16.519)"
28,"(445.852, 438.503, 42.162, 4.355)","(482.164, 440.528, 33.952, -0.753)","(516.435, 441.562, 39.634, -7.222)","(551.856, 449.591, 39.431, 20.847)","(579.728, 460.074, 45.532, 6.887)","(612.697, 460.976, 16.049, 14.402)","(646.205, 468.283, 31.658, 2.018)","(684.563, 479.029, 55.704, -0.53)","(716.33, 490.656, 17.054, 6.858)","(745.138, 499.85, 23.336, 25.483)","(770.559, 514.432, 27.517, 2.514)","(786.64, 533.088, 15.736, 35.512)","(796.094, 565.495, 12.945, 22.018)","(799.563, 592.837, 7.32, 34.153)","(799.123, 622.94, -13.714, 41.972)","(800.828, 655.41, 6.321, -7.695)","(795.914, 669.211, -9.66, -2.584)","(779.133, 671.299, -27.101, 12.436)","(737.638, 658.685, -67.924, -20.571)","(683.826, 655.824, -27.305, -10.366)","(644.121, 652.862, -43.116, 11.708)","(604.598, 655.261, -43.241, 0.522)","(572.038, 660.168, -50.744, 17.408)","(534.81, 665.544, -32.649, -2.269)","(496.823, 673.029, -30.145, 12.515)","(457.892, 680.454, -49.155, 6.376)","(417.845, 682.837, -25.58, -36.771)","(383.718, 680.313, 11.555, 26.261)","(344.941, 685.328, 15.844, 40.323)"
29,"(227.711, 486.103, 3.012, 6.488)","(246.894, 487.622, 35.936, -8.942)","(268.652, 485.968, 9.845, 11.594)","(294.241, 483.865, 19.087, 0.951)","(324.41, 484.843, 32.823, -9.279)","(354.212, 485.534, 46.627, 1.236)","(384.905, 486.05, 38.934, 9.135)","(414.103, 485.639, 24.434, 12.895)","(446.45, 486.593, 23.839, 5.093)","(480.534, 488.241, 39.239, -13.456)","(512.316, 492.052, 37.189, 7.78)","(544.722, 499.26, 41.406, 16.374)","(578.004, 505.004, 39.388, -6.068)","(607.499, 505.35, 37.494, 8.577)","(640.308, 512.016, 45.519, 19.628)","(666.12, 516.335, 4.789, 0.846)","(687.752, 520.447, 27.087, 17.545)","(710.995, 526.292, 24.554, 16.374)","(732.764, 533.744, 19.52, 10.3)","(753.31, 539.095, 11.566, -17.079)","(771.456, 549.068, 7.689, 20.308)","(776.744, 575.185, -5.47, 23.031)","(781.948, 608.769, -13.158, 56.162)","(786.791, 643.039, 12.454, 40.38)","(775.32, 665.115, -7.063, 33.012)","(741.304, 680.614, -55.186, -4.995)","(706.764, 681.376, -22.019, -16.586)","(675.545, 681.941, -30.607, 11.519)","(637.918, 681.822, -89.074, -53.081)"
30,"(415.084, 514.951, 20.214, 8.477)","(448.198, 515.233, 20.777, -12.18)","(482.217, 513.995, 21.528, -0.053)","(521.263, 516.061, 36.616, 21.038)","(553.622, 518.568, 39.753, 17.413)","(584.722, 521.905, 45.685, -4.515)","(615.633, 526.885, 27.534, -4.438)","(647.633, 526.783, 42.521, -11.473)","(677.165, 530.792, 47.284, 12.333)","(707.726, 542.379, 23.314, 15.798)","(733.706, 551.427, 37.383, -0.131)","(750.591, 554.153, 18.626, -6.406)","(770.536, 562.947, -8.941, 42.886)","(766.391, 587.723, 1.007, 51.664)","(774.561, 629.694, 7.584, 5.39)","(772.39, 648.25, 16.421, 26.418)","(765.662, 671.016, -8.642, 38.982)","(762.662, 674.018, -31.069, 0.02)","(755.484, 682.4, 28.666, -10.877)","(772.873, 675.548, 9.357, -14.25)","(724.831, 676.741, -32.615, 8.437)","(679.242, 663.039, -46.867, -12.046)","(629.753, 661.397, -48.544, -20.857)","(581.895, 644.813, -56.33, -19.573)","(542.07, 636.18, -48.98, 2.578)","(507.712, 636.622, -57.79, -0.186)","(469.253, 636.316, -25.961, 6.367)","(433.091, 636.597, -26.187, 6.955)","(398.297, 636.033, -35.999, -4.767)"
31,"(754.808, 330.819, 29.22, -21.489)","(775.45, 298.247, 23.657, -44.309)","(792.659, 267.009, 29.653, -23.401)","(804.854, 241.002, 29.693, -31.506)","(807.985, 220.205, -17.956, -24.559)","(819.905, 192.319, 4.652, -50.291)","(829.381, 166.061, 17.174, -16.347)","(829.381, 166.061, 17.174, -16.347)","(829.381, 166.061, 17.174, -16.347)","(829.381, 166.061, 17.174, -16.347)","(829.381, 166.061, 17.174, -16.347)","(829.381, 166.061, 17.174, -16.347)","(829.381, 166.061, 17.174, -16.347)","(828.108, 165.695, -25.883, -12.376)","(828.108, 165.695, -25.883, -12.376)","(821.756, 152.252, -1.131, -45.514)","(815.544, 113.137, 1.701, -44.893)","(800.101, 80.037, -8.683, -7.402)","(767.412, 73.623, -55.801, 0.521)","(724.146, 75.445, -50.189, -4.923)","(680.891, 81.141, -46.307, 10.959)","(635.142, 88.977, -29.156, 3.068)","(590.998, 84.639, -63.499, -15.661)","(545.67, 79.388, -49.893, -0.332)","(504.767, 75.322, -52.913, -7.223)","(463.041, 74.449, -31.587, 2.818)","(423.286, 71.588, -27.227, 0.523)","(383.72, 69.238, -53.346, 11.528)","(344.766, 69.857, -47.3, 13.656)"
32,"(661.942, 482.53, 43.838, 7.889)","(697.352, 501.863, 27.536, 8.499)","(728.869, 519.852, 37.311, 12.393)","(755.629, 534.949, 41.487, -9.699)","(778.575, 556.704, -3.371, 36.491)","(790.672, 598.7, -2.151, 35.809)","(794.201, 639.491, 17.505, 33.406)","(772.883, 663.442, -29.121, 20.657)","(727.944, 666.159, -55.128, -6.402)","(688.022, 660.548, -29.652, -10.941)","(644.224, 653.056, -48.45, -6.39)","(600.369, 648.616, -56.967, 7.826)","(558.965, 644.887, -37.838, -20.576)","(515.15, 638.751, -39.004, -1.994)","(491.247, 636.098, -55.183, -1.404)","(485.537, 636.039, -43.681, 2.07)","(484.883, 636.025, -20.402, 1.411)","(463.769, 636.096, -34.811, 2.436)","(442.248, 636.052, -42.768, 2.774)","(408.233, 636.625, -46.057, 12.85)","(376.784, 637.338, -46.99, -13.375)","(339.801, 639.467, -34.113, 8.671)","(301.731, 640.734, -33.852, 6.747)","(266.08, 642.013, -35.989, 6.461)","(234.065, 648.256, -27.056, 24.868)","(204.587, 654.607, -34.507, -13.859)","(166.669, 652.789, -41.763, 15.755)","(134.497, 642.729, -31.142, -44.914)","(123.067, 597.284, -17.023, -37.47)"
33,"(356.697, 376.452, 31.304, -14.99)","(397.841, 359.592, 42.063, -20.065)","(434.03, 346.859, 19.304, -5.814)","(467.795, 335.353, 28.838, -8.065)","(504.34, 327.423, 29.818, -5.629)","(539.64, 320.319, 50.408, -1.436)","(577.732, 313.325, 47.562, -11.588)","(612.6, 304.646, 50.906, -12.372)","(646.368, 294.476, 23.775, -23.573)","(675.039, 284.005, 14.974, -22.061)","(699.932, 272.416, 31.705, -0.136)","(724.478, 260.003, 24.816, -5.606)","(750.962, 244.901, 12.874, 2.31)","(773.735, 234.922, 22.079, -21.432)","(789.73, 228.681, 14.784, -26.315)","(801.041, 218.806, 3.1, -30.029)","(812.936, 200.904, -4.304, -13.716)","(821.488, 184.475, -10.378, 1.496)","(818.888, 165.216, -14.635, -16.222)","(819.038, 128.596, -31.031, -21.975)","(799.053, 87.234, -9.352, -15.344)","(782.582, 67.506, -10.719, -2.73)","(746.087, 62.744, -33.358, -6.26)","(705.014, 60.835, -32.038, -6.306)","(666.911, 62.557, -49.43, 8.166)","(630.744, 59.377, -47.781, -3.235)","(591.069, 63.489, -33.405, -5.176)","(552.257, 64.279, -53.882, 2.807)","(516.753, 62.648, -27.78, 9.905)"
34,"(462.369, 208.784, 22.828, -12.742)","(497.697, 208.045, 23.928, 8.739)","(532.394, 206.54, 25.999, -17.032)","(567.852, 204.841, 31.025, 6.44)","(603.436, 201.022, 43.927, 4.67)","(635.658, 195.543, 37.761, -17.19)","(667.188, 196.442, 4.054, 18.559)","(698.504, 200.684, 14.512, -10.245)","(732.359, 204.884, 44.512, -9.45)","(763.956, 205.987, 25.383, 3.687)","(780.713, 196.617, 21.753, 10.771)","(804.097, 169.235, -14.26, -22.397)","(798.536, 118.046, -17.741, -50.061)","(784.567, 84.966, -27.843, -9.98)","(744.433, 66.276, -41.043, 1.72)","(703.05, 62.307, -40.937, 14.396)","(666.002, 65.165, -47.72, 3.952)","(625.355, 68.986, -28.745, -10.39)","(584.634, 70.016, -51.789, 9.848)","(545.529, 70.092, -34.787, 10.297)","(505.621, 70.043, -51.623, -13.117)","(461.363, 69.389, -36.646, -15.634)","(419.203, 70.75, -35.767, 13.206)","(380.363, 69.955, -37.036, 11.697)","(338.495, 68.843, -33.104, -8.087)","(298.393, 68.018, -42.093, 17.789)","(258.955, 70.628, -41.228, 3.326)","(225.002, 72.383, -35.606, -4.287)","(189.786, 71.039, -39.801, -15.652)"
35,"(655.368, 237.581, 36.086, 0.625)","(692.594, 222.682, 21.283, -20.966)","(725.697, 213.134, 31.721, -0.49)","(757.621, 206.239, 8.765, -5.549)","(776.001, 187.595, 21.638, -33.613)","(787.334, 144.834, 14.032, -26.61)","(779.497, 105.918, -19.068, -20.398)","(749.342, 96.404, -46.38, 20.769)","(696.248, 104.611, -62.488, 4.663)","(648.221, 109.778, -66.337, 5.039)","(598.949, 110.465, -35.464, -0.522)","(560.27, 107.215, -22.702, -5.248)","(510.696, 92.796, -49.271, -10.221)","(462.616, 88.736, -60.489, 0.133)","(416.469, 85.924, -46.706, 12.863)","(370.397, 84.569, -47.398, 0.756)","(327.325, 80.824, -28.451, -14.607)","(284.888, 82.416, -44.347, 11.474)","(243.814, 80.664, -41.265, 8.25)","(203.343, 79.998, -27.767, 7.913)","(166.499, 78.549, -45.544, 0.307)","(130.033, 98.73, -25.265, 44.041)","(111.185, 138.889, -12.341, 45.294)","(100.039, 179.479, 0.628, 21.986)","(92.885, 220.007, -3.052, 57.228)","(87.072, 260.879, -1.299, 25.377)","(81.431, 297.978, -12.701, 33.549)","(76.864, 332.919, 6.368, 44.257)","(58.615, 363.78, -45.956, 14.306)"
36,"(695.79, 342.852, 35.256, -42.318)","(720.707, 320.026, 15.395, -30.652)","(742.481, 299.3, 21.114, -23.956)","(762.213, 279.173, 27.94, -31.614)","(780.087, 262.391, 33.011, -26.728)","(794.554, 243.717, 16.948, -19.447)","(804.476, 216.751, -15.548, -21.577)","(822.285, 192.143, 6.973, -32.726)","(826.988, 183.773, 19.277, 8.419)","(832.554, 183.682, 5.063, -22.737)","(838.795, 177.062, 15.84, -23.018)","(845.072, 166.124, 15.723, -27.294)","(845.072, 166.124, 15.723, -27.294)","(845.072, 166.124, 15.723, -27.294)","(845.072, 166.124, 15.723, -27.294)","(844.855, 166.056, -13.013, -4.061)","(844.855, 166.056, -13.013, -4.061)","(844.855, 166.056, -13.013, -4.061)","(844.855, 166.056, -13.013, -4.061)","(844.855, 166.056, -13.013, -4.061)","(844.855, 166.056, -13.013, -4.061)","(844.855, 166.056, -13.013, -4.061)","(844.855, 166.056, -13.013, -4.061)","(844.855, 166.056, -13.013, -4.061)","(844.855, 166.056, -13.013, -4.061)","(844.855, 166.056, -13.013, -4.061)","(844.855, 166.056, -13.013, -4.061)","(844.855, 166.056, -13.013, -4.061)","(844.855, 166.056, -13.013, -4.061)"
37,"(380.587, 337.07, 49.792, -20.745)","(422.126, 322.191, 55.882, 3.087)","(464.026, 310.201, 31.904, -1.927)","(500.419, 301.583, 50.212, -13.259)","(537.02, 293.056, 30.223, -15.76)","(571.15, 284.547, 28.569, -9.823)","(607.244, 276.376, 29.636, -27.646)","(644.432, 262.341, 25.434, -18.301)","(675.052, 253.956, 38.117, -23.496)","(707.683, 245.919, 4.029, -5.308)","(733.981, 237.577, 10.998, 10.072)","(756.328, 233.175, 12.045, -6.219)","(781.199, 227.172, 20.936, 7.604)","(791.869, 209.904, 12.787, -19.605)","(799.786, 182.16, -26.416, -27.915)","(803.467, 162.2, 20.672, -17.458)","(808.119, 144.902, 11.932, -37.314)","(812.349, 114.633, -23.476, -57.219)","(803.717, 79.35, -23.514, -13.383)","(773.572, 60.244, -26.386, 4.693)","(732.308, 60.501, -53.123, -13.588)","(692.417, 61.246, -28.963, 10.594)","(651.407, 63.429, -45.341, 4.967)","(617.558, 69.619, -25.52, 0.337)","(580.097, 75.289, -34.463, 21.6)","(544.064, 82.415, -31.482, 18.466)","(506.956, 90.019, -25.051, 2.749)","(467.252, 95.465, -43.723, -5.314)","(427.209, 96.943, -43.285, 5.781)"
38,"(385.904, 461.354, 39.457, -4.606)","(426.275, 463.709, 30.911, 13.041)","(465.216, 462.285, 48.232, -13.837)","(503.277, 465.211, 21.714, -13.195)","(537.922, 468.328, 42.095, 0.088)","(572.885, 472.289, 43.721, -10.372)","(605.453, 476.044, 36.467, -12.751)","(640.973, 477.43, 23.533, -11.314)","(673.738, 483.045, 44.681, 7.463)","(708.346, 490.26, 20.451, 22.163)","(737.808, 496.578, 26.643, -1.201)","(764.185, 506.34, 39.953, -7.792)","(786.499, 520.152, 30.103, 29.134)","(791.982, 549.126, -1.078, -0.924)","(798.783, 576.23, 22.409, 11.729)","(801.006, 609.971, 4.274, 28.195)","(798.138, 637.527, 20.082, 49.468)","(802.982, 660.278, 3.108, 2.851)","(800.889, 674.841, -2.195, 10.362)","(795.286, 685.91, -1.671, 2.613)","(773.451, 697.488, -37.403, -4.468)","(735.514, 695.478, -59.81, 10.428)","(693.152, 692.524, -28.669, -6.748)","(653.381, 690.404, -29.376, -2.995)","(616.203, 682.648, -47.785, -24.586)","(575.89, 675.454, -55.893, -13.407)","(532.266, 671.075, -51.15, 3.002)","(495.059, 677.044, -54.653, 21.13)","(455.738, 682.406, -32.996, 16.075)"
39,"(288.104, 234.064, 31.758, -11.216)","(324.431, 226.957, 42.513, -21.825)","(356.669, 220.391, 49.039, -20.312)","(386.592, 212.697, 11.65, 14.82)","(415.866, 208.748, 16.476, -9.536)","(443.993, 206.984, 29.591, -12.023)","(479.452, 209.478, 47.93, -11.359)","(512.167, 212.808, 45.207, 19.448)","(547.888, 216.67, 25.812, 12.073)","(589.728, 214.371, 40.148, 0.724)","(628.401, 211.474, 53.928, -6.662)","(665.81, 207.887, 28.312, -15.939)","(695.19, 203.076, 18.171, 3.052)","(721.638, 198.72, 18.837, -4.741)","(745.838, 203.749, 4.408, 3.595)","(770.743, 203.487, 17.832, 0.47)","(780.056, 168.545, 6.138, -34.068)","(775.671, 134.708, -3.636, -42.795)","(781.019, 94.91, -0.44, -30.561)","(731.44, 99.446, -48.369, 19.477)","(694.397, 113.921, -50.133, 10.071)","(694.397, 113.921, -50.133, 10.071)","(694.397, 113.921, -50.133, 10.071)","(694.397, 113.921, -50.133, 10.071)","(694.397, 113.921, -50.133, 10.071)","(693.76, 113.993, -38.265, 4.32)","(693.76, 113.993, -38.265, 4.32)","(693.76, 113.993, -38.265, 4.32)","(693.76, 113.993, -38.265, 4.32)"
40,"(372.223, 521.996, 25.145, -3.574)","(402.177, 524.336, 44.708, -9.755)","(434.589, 532.379, 17.168, -13.304)","(472.588, 538.004, 26.946, -0.536)","(506.103, 543.471, 47.893, 12.812)","(540.768, 546.379, 25.442, 20.257)","(573.058, 553.035, 32.02, -3.199)","(598.828, 555.337, 29.729, 22.645)","(617.95, 556.511, 22.31, -0.027)","(640.011, 545.331, 11.942, 0.312)","(671.756, 538.712, 21.444, 8.158)","(701.701, 541.299, 12.335, -6.135)","(727.74, 546.012, 26.611, -5.229)","(747.788, 546.496, 9.162, 22.056)","(766.934, 555.006, 18.566, 12.781)","(773.192, 591.238, 15.007, 18.789)","(774.395, 625.342, -15.355, 28.903)","(768.64, 642.321, 5.601, 11.342)","(766.218, 643.901, -0.273, -4.473)","(762.033, 641.093, -8.527, 9.615)","(763.621, 652.291, 14.138, 5.491)","(750.081, 666.343, -50.706, -0.306)","(711.939, 653.974, -26.223, -8.233)","(685.511, 638.976, -33.923, -26.17)","(678.5, 636.024, -24.904, -3.847)","(677.071, 636.064, -14.073, -7.308)","(674.622, 636.018, -8.645, -7.522)","(664.492, 636.066, -26.265, 0.135)","(652.452, 636.212, -16.391, 2.878)"
41,"(529.431, 300.077, 40.466, 1.334)","(559.561, 295.196, 40.154, -7.791)","(588.841, 285.704, 43.037, -3.915)","(618.738, 274.812, 14.907, -21.441)","(645.934, 265.432, 19.43, -20.14)","(674.701, 257.091, 37.664, -9.876)","(705.255, 248.427, 36.902, -10.809)","(736.326, 237.507, 12.403, -23.051)","(763.428, 229.977, 18.929, -11.548)","(785.929, 210.176, 22.483, -43.82)","(800.092, 169.251, -15.587, -57.588)","(798.059, 118.987, 17.823, -48.325)","(788.689, 87.434, -12.726, -35.689)","(748.694, 74.258, -38.484, -8.181)","(703.744, 77.369, -28.219, -5.165)","(663.43, 84.495, -37.222, 20.511)","(622.518, 88.661, -49.619, -3.845)","(586.756, 89.507, -38.836, 15.33)","(554.032, 89.036, -22.08, 9.893)","(512.677, 89.872, -48.328, 11.768)","(472.612, 93.008, -39.507, 7.357)","(431.528, 94.396, -33.976, -11.719)","(391.318, 94.179, -43.63, -5.018)","(350.294, 94.702, -53.571, -7.648)","(310.894, 93.89, -51.555, -7.396)","(272.814, 93.666, -35.084, -5.397)","(233.231, 94.759, -40.441, -13.511)","(200.458, 95.171, -27.845, -0.531)","(171.375, 97.241, -29.397, -11.716)"
42,"(558.429, 549.517, 51.806, -8.692)","(593.882, 556.043, 24.223, 18.752)","(629.864, 561.902, 27.09, 15.014)","(664.577, 557.214, 34.68, -22.956)","(707.234, 558.079, 52.432, 11.246)","(742.068, 568.443, 28.066, -3.824)","(777.224, 570.378, -6.493, 54.605)","(788.41, 618.096, 14.098, 27.84)","(788.439, 654.379, -43.351, 8.02)","(743.659, 660.71, -42.724, -15.157)","(700.38, 651.665, -51.422, -25.292)","(663.858, 642.128, -42.484, -10.967)","(624.028, 636.001, -25.88, -8.459)","(607.3, 636.024, -27.055, 1.031)","(605.179, 636.038, -22.427, 0.17)","(598.999, 636.038, -70.53, 0.511)","(596.504, 636.033, -59.923, -1.784)","(593.838, 636.0, -64.319, -1.021)","(561.665, 636.045, -56.024, -1.433)","(530.706, 636.178, -79.568, 6.314)","(489.131, 636.069, -71.053, 0.773)","(454.767, 636.349, -73.755, 8.606)","(415.389, 636.191, -69.546, 10.596)","(374.633, 636.171, -46.339, 0.237)","(336.928, 636.043, -70.972, -2.242)","(292.493, 636.434, -64.15, 11.712)","(248.011, 640.014, -29.057, -4.47)","(210.958, 654.829, -24.09, 33.342)","(163.59, 655.469, -56.916, 13.532)"
43,"(695.811, 266.721, 41.992, -30.135)","(726.27, 254.502, 33.961, -29.427)","(756.073, 237.156, 35.206, -12.361)","(781.904, 218.495, 28.957, -34.645)","(802.107, 178.774, 17.354, -33.952)","(814.765, 137.958, 7.519, -30.501)","(804.246, 91.58, -19.44, -41.457)","(786.207, 73.58, -33.659, -13.756)","(747.895, 68.397, -37.605, -9.114)","(707.695, 69.032, -28.39, -0.96)","(665.241, 69.832, -51.011, 6.55)","(622.405, 71.253, -51.513, 3.132)","(585.182, 72.762, -48.12, 15.194)","(544.066, 73.345, -29.634, -0.289)","(502.246, 75.88, -38.275, 18.165)","(461.911, 80.183, -38.697, -6.554)","(421.092, 85.142, -32.622, 13.873)","(377.988, 84.354, -48.084, 10.456)","(336.117, 84.101, -36.32, -4.862)","(295.549, 84.145, -32.031, 3.384)","(257.113, 82.26, -44.072, -16.63)","(217.035, 79.942, -27.228, 4.908)","(177.047, 78.178, -52.999, -14.248)","(137.192, 85.685, -43.293, 25.409)","(114.524, 123.884, -3.737, 35.878)","(109.089, 176.227, -9.678, 67.359)","(101.488, 228.612, -19.693, 49.228)","(94.505, 277.287, -7.332, 58.45)","(83.951, 319.41, -18.073, 42.638)"
44,"(431.135, 474.594, 26.39, 15.764)","(473.934, 477.12, 29.837, 6.251)","(516.201, 483.832, 31.705, 7.18)","(556.388, 489.213, 36.607, 17.44)","(595.958, 494.178, 54.875, -5.339)","(631.776, 506.534, 13.332, 26.27)","(664.913, 509.646, 30.542, -11.652)","(700.381, 513.101, 6.88, -8.009)","(728.933, 521.183, 21.262, -1.417)","(752.603, 534.115, 25.202, 10.431)","(771.279, 541.182, 42.73, 9.026)","(767.154, 567.725, -17.211, 39.578)","(766.815, 593.074, 16.468, 15.702)","(772.253, 631.904, -12.887, 30.211)","(770.51, 661.21, 5.468, 29.728)","(770.675, 681.772, -44.481, 27.653)","(719.483, 686.343, -54.005, 3.386)","(680.478, 685.889, -32.568, -8.556)","(652.076, 687.494, -17.892, 1.574)","(619.711, 686.712, -43.88, -13.256)","(582.474, 686.093, -45.787, -9.162)","(544.151, 685.554, -25.563, -2.049)","(508.212, 684.693, -26.271, 5.733)","(470.09, 683.17, -27.295, -0.161)","(431.76, 681.617, -48.851, 4.096)","(392.775, 680.826, -34.814, -13.999)","(355.965, 681.208, -41.084, -0.437)","(320.515, 681.72, -54.532, 9.918)","(281.576, 679.525, -36.229, -0.956)"
