,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
10,"(263.78, 257.004, -10.295, 24.146)","(291.521, 253.442, 78.905, 4.529)","(333.217, 240.804, 44.373, 8.063)","(369.325, 234.943, 43.994, 37.231)","(403.542, 226.932, 31.697, -18.484)","(434.191, 217.405, 16.258, -19.855)","(463.17, 208.409, -7.791, 13.024)","(492.337, 208.853, -10.608, 2.714)","(542.841, 209.211, 25.542, 57.429)","(576.686, 206.632, 84.021, 16.767)","(606.065, 197.421, 84.006, 34.148)","(637.812, 194.57, 61.47, -61.096)","(662.056, 192.692, 23.182, -21.359)","(687.137, 192.09, 28.401, -54.334)","(721.54, 183.153, -17.498, -31.739)","(731.331, 178.112, 53.647, 35.098)","(747.203, 179.221, 40.593, -33.271)","(759.135, 182.01, 45.002, 26.039)","(772.49, 191.308, 85.6, 65.322)","(769.985, 158.676, -43.308, -41.62)","(781.033, 124.114, 47.14, 9.246)","(779.643, 99.794, -61.787, -23.007)","(755.245, 96.526, 20.035, 39.15)","(708.613, 111.612, -65.282, 21.316)","(689.117, 113.583, -18.32, -9.249)","(658.867, 112.181, -53.602, -24.756)","(637.986, 113.939, -30.577, 8.89)","(621.308, 113.705, 29.462, -8.514)","(607.452, 113.352, -4.831, 39.95)","(581.175, 113.622, -36.708, -7.147)","(558.53, 113.903, -28.415, 25.664)","(516.063, 100.063, -25.464, 25.968)"
11,"(447.426, 352.612, 62.176, 4.836)","(499.782, 347.729, 18.019, -60.503)","(538.925, 334.411, 33.657, 30.28)","(578.835, 314.168, 56.494, -64.592)","(618.842, 300.118, 53.75, -54.007)","(654.419, 285.04, 96.424, -38.402)","(689.707, 275.53, 32.42, 5.493)","(719.635, 268.855, 58.188, 16.776)","(746.476, 262.208, 26.946, 5.067)","(770.981, 246.374, -34.477, -43.937)","(785.41, 243.585, 22.639, -4.093)","(792.554, 232.762, 40.928, -5.33)","(787.659, 215.277, 9.951, -37.505)","(800.565, 185.456, -16.57, -54.406)","(804.738, 165.87, -64.665, 21.327)","(788.843, 127.469, -39.602, -69.297)","(779.884, 90.532, -98.262, -88.225)","(729.748, 74.095, -46.117, -30.582)","(680.377, 70.566, -70.56, 2.658)","(645.384, 68.498, 4.699, 45.38)","(600.601, 72.212, -102.627, -4.735)","(556.931, 70.654, -54.718, 51.371)","(519.567, 76.009, 11.011, -15.357)","(477.901, 76.901, -31.081, 16.364)","(439.367, 75.902, -69.052, -12.258)","(398.306, 71.884, 1.807, -30.579)","(358.967, 72.535, -23.629, -33.913)","(318.279, 70.478, -12.144, 14.051)","(279.922, 71.111, -22.436, 10.884)","(238.806, 65.254, -6.633, -9.221)","(195.281, 67.867, -66.314, -21.194)","(153.503, 66.664, -15.913, 61.533)"
12,"(711.773, 362.293, 30.428, -93.057)","(734.728, 330.386, 52.947, 21.652)","(764.074, 299.13, -9.726, -38.24)","(780.302, 267.934, 21.468, -31.239)","(800.596, 242.806, 16.732, 33.595)","(805.007, 219.231, -43.968, -58.631)","(823.502, 187.578, 67.798, -17.644)","(828.705, 165.907, -21.337, -3.943)","(826.841, 165.42, -38.881, -6.265)","(826.356, 164.789, -29.133, -37.841)","(826.245, 164.941, -4.333, -3.658)","(825.547, 164.387, -23.353, -22.295)","(825.547, 164.387, -23.353, -22.295)","(825.215, 163.821, 5.435, -0.001)","(824.743, 163.188, -21.116, -22.923)","(823.505, 146.701, 1.456, 0.593)","(817.249, 122.449, 32.328, -80.776)","(810.522, 91.136, -14.196, 57.6)","(773.79, 78.856, -85.214, 29.481)","(716.93, 67.948, -19.731, 31.784)","(670.097, 60.705, -101.59, -49.848)","(629.975, 61.762, -81.606, 53.174)","(591.527, 61.083, 4.221, 8.353)","(549.787, 61.346, -94.259, -36.875)","(511.159, 63.384, -66.067, -5.873)","(472.412, 72.353, -93.488, -6.323)","(435.499, 80.456, -41.724, 13.115)","(393.004, 87.442, -26.42, 10.491)","(351.937, 84.853, -9.151, -45.577)","(315.275, 89.705, -7.866, 37.273)","(279.945, 92.281, -70.726, 38.486)","(240.278, 92.709, -17.454, -35.323)"
13,"(630.167, 267.418, 92.36, 21.034)","(670.119, 256.312, 38.374, -19.881)","(699.045, 239.271, -9.852, 23.226)","(731.072, 226.176, 76.902, -48.051)","(759.503, 210.565, 37.731, -48.918)","(776.935, 190.765, 45.881, -1.853)","(792.276, 155.433, -38.272, -53.712)","(791.57, 111.16, -5.109, -94.054)","(753.193, 96.643, 2.371, -21.197)","(707.667, 99.866, -59.969, -33.467)","(657.845, 108.136, -38.326, 49.953)","(614.038, 113.604, 7.211, 20.459)","(571.616, 113.504, -18.778, -24.037)","(536.086, 101.745, 8.769, 38.415)","(488.947, 97.309, -74.762, 56.231)","(446.614, 92.973, -85.684, -44.763)","(398.176, 94.047, -11.65, 29.089)","(347.026, 91.807, -71.267, 39.081)","(305.776, 87.277, -77.906, 36.273)","(263.209, 87.734, 10.586, 50.51)","(221.1, 84.548, -30.957, -34.677)","(180.404, 82.824, -3.807, -56.481)","(139.35, 88.696, -35.604, 50.209)","(108.879, 125.33, -68.274, 64.511)","(107.719, 172.546, 45.069, 35.316)","(111.385, 216.984, -57.636, 43.389)","(109.378, 254.604, 8.1, 67.081)","(104.566, 291.761, -57.014, 7.019)","(96.158, 331.211, -31.217, -3.106)","(84.862, 363.007, -39.33, 2.855)","(63.112, 374.464, -39.458, 4.496)","(None, None, None, None)"
14,"(421.781, 515.868, 1.774, -5.171)","(460.78, 518.819, 36.623, 5.855)","(511.314, 521.179, 48.644, -0.295)","(557.76, 517.182, 24.341, 15.444)","(608.38, 516.43, 71.527, -33.262)","(643.859, 521.071, 70.491, 0.571)","(675.648, 523.075, 35.994, 53.21)","(710.021, 520.687, 48.121, 29.077)","(741.116, 523.21, 58.213, -16.346)","(764.871, 521.641, -12.558, -35.898)","(787.599, 528.235, 68.752, -33.345)","(803.573, 551.949, -17.87, 60.542)","(811.649, 579.008, 0.093, -24.93)","(804.83, 613.672, 0.467, 80.415)","(807.707, 642.643, 48.105, 1.139)","(798.917, 665.004, 7.954, -17.78)","(775.242, 671.283, 1.308, -41.566)","(741.799, 678.031, -33.359, -15.102)","(702.534, 677.35, -20.733, 53.02)","(660.794, 675.625, -74.566, -29.711)","(615.949, 674.721, -11.925, -9.79)","(586.49, 673.852, -3.94, -0.636)","(540.144, 666.466, -52.211, 48.559)","(508.269, 659.544, -57.515, -52.122)","(480.918, 649.111, -64.805, -0.281)","(446.312, 640.518, -88.507, 32.743)","(409.292, 642.418, 19.76, -29.493)","(369.9, 649.26, -80.155, -7.247)","(333.843, 644.424, -56.216, -54.105)","(295.11, 647.399, -50.719, 35.563)","(263.758, 644.187, -73.3, -41.171)","(230.537, 654.6, -41.904, -3.533)"
15,"(590.556, 225.021, 29.598, -24.974)","(622.537, 217.518, 1.078, -27.046)","(660.059, 204.076, 40.63, 47.847)","(691.765, 202.133, 62.102, 19.273)","(714.492, 188.708, 56.357, 39.386)","(729.296, 183.697, -40.724, -23.029)","(752.09, 182.352, 25.914, 37.664)","(775.694, 181.031, -13.57, -78.04)","(791.754, 144.573, -39.319, 2.713)","(793.832, 102.301, 5.617, -63.825)","(742.759, 87.885, -90.272, 25.799)","(704.736, 80.365, -59.768, 9.299)","(654.27, 81.76, -75.874, 5.668)","(606.685, 76.679, -84.144, -30.926)","(561.985, 73.614, -79.732, 13.771)","(520.353, 62.922, -71.47, -45.517)","(479.106, 62.607, -75.133, 8.866)","(440.546, 65.131, -2.297, 47.618)","(398.179, 65.252, 2.242, 27.051)","(358.641, 66.24, 7.42, 23.759)","(316.976, 67.021, -8.207, 44.134)","(277.732, 58.883, -35.192, -46.893)","(244.206, 58.867, 27.987, 39.79)","(210.251, 72.201, -4.782, 11.272)","(167.27, 69.25, -78.027, 46.467)","(115.539, 88.588, -14.415, -15.07)","(78.011, 125.779, -72.052, 64.14)","(60.429, 160.538, -61.283, 32.692)","(61.014, 194.867, -42.082, -9.485)","(61.326, 229.671, -21.302, 10.884)","(63.135, 275.653, -58.372, 87.434)","(61.746, 308.828, 51.349, 46.781)"
16,"(763.009, 517.201, -0.356, 10.772)","(793.702, 548.055, 6.181, 20.555)","(808.222, 585.977, 25.485, 104.985)","(808.291, 641.397, -36.597, 97.286)","(790.839, 673.629, -35.93, -36.763)","(752.689, 676.977, -73.821, -32.359)","(704.285, 682.483, 3.9, -35.871)","(659.469, 677.809, -68.755, 34.635)","(618.756, 675.427, -21.859, 14.743)","(573.298, 676.901, -28.023, 20.602)","(522.621, 671.53, -19.834, 39.211)","(479.176, 668.262, -64.801, 4.59)","(436.736, 671.531, -39.523, -4.678)","(394.494, 670.303, -1.187, 26.21)","(352.37, 667.665, -35.397, -40.582)","(313.341, 666.488, -16.924, -21.147)","(272.507, 669.837, -98.977, -11.67)","(224.027, 669.553, -56.912, -15.775)","(185.86, 663.935, 1.741, -27.432)","(146.085, 662.755, -14.026, -58.204)","(123.016, 621.521, -43.495, -8.789)","(110.055, 578.517, 5.118, -42.702)","(94.69, 531.917, -33.949, -16.623)","(86.966, 487.68, -5.681, -25.824)","(72.848, 445.329, -9.919, -51.435)","(72.5, 412.14, -41.553, -2.206)","(57.537, 389.74, -10.639, -2.359)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
17,"(733.06, 263.572, 56.133, -55.13)","(768.618, 235.278, 72.792, -13.097)","(795.523, 202.128, 38.691, -59.448)","(807.782, 153.103, 19.314, 5.3)","(799.333, 94.538, 14.453, -14.601)","(753.708, 77.316, -39.161, -39.715)","(700.029, 78.106, -31.172, 57.014)","(649.455, 83.012, -36.287, 28.54)","(601.591, 78.897, -41.189, 1.304)","(558.085, 78.262, -75.004, -26.056)","(508.989, 75.508, -45.807, -52.834)","(463.771, 78.909, -0.107, 3.143)","(415.926, 75.435, -15.616, -49.175)","(372.422, 78.908, -85.83, -40.344)","(325.351, 84.044, -80.637, 45.231)","(277.735, 77.58, -84.556, -2.527)","(231.119, 77.592, -6.691, 13.686)","(189.302, 78.573, -10.659, -42.502)","(146.409, 78.831, 4.146, 8.073)","(119.303, 116.471, -14.654, 17.93)","(99.74, 163.023, -41.007, 78.929)","(94.623, 207.781, -12.707, 96.464)","(86.656, 254.884, 5.355, 70.76)","(72.759, 298.421, -43.654, 68.505)","(74.303, 339.56, 53.469, 1.162)","(61.802, 366.06, -45.267, 63.547)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
18,"(348.968, 267.947, 78.043, 37.095)","(388.667, 257.655, 25.024, -56.854)","(426.298, 255.898, 93.481, 7.091)","(467.274, 249.925, 64.135, 36.34)","(514.895, 243.629, 35.087, -65.211)","(560.059, 234.608, 73.385, -0.727)","(590.508, 227.564, 63.1, -4.266)","(619.973, 226.072, 55.77, -16.116)","(645.312, 221.929, 53.337, 59.076)","(673.106, 224.638, 11.262, 0.14)","(705.78, 218.314, 23.722, -45.504)","(742.461, 213.977, 29.012, -18.698)","(766.581, 209.603, 5.557, -30.477)","(775.547, 185.726, 61.636, -36.529)","(778.796, 140.43, -23.496, -45.944)","(772.367, 102.917, 35.269, -48.312)","(745.1, 95.157, -4.994, 60.447)","(701.154, 112.933, -25.058, -23.746)","(682.529, 113.992, -5.86, 4.789)","(648.418, 113.105, -32.346, -11.055)","(629.3, 113.483, -94.588, -23.013)","(601.562, 113.733, -72.075, -12.899)","(570.121, 113.039, -49.347, -0.068)","(525.637, 104.136, -95.629, -13.77)","(479.408, 102.75, -61.522, 50.733)","(436.154, 102.155, 7.078, -42.328)","(392.035, 102.591, -61.041, 0.202)","(346.961, 99.077, -93.161, 15.127)","(303.237, 96.256, -14.055, 60.214)","(258.985, 97.419, -72.892, -22.816)","(224.157, 88.413, 13.166, 50.57)","(187.141, 89.087, -21.061, 1.263)"
19,"(665.049, 421.426, 64.774, -40.522)","(680.62, 397.578, 16.855, -41.922)","(704.208, 379.527, 69.958, -0.353)","(716.1, 348.401, 41.081, 3.454)","(734.84, 323.672, 39.614, 11.722)","(749.78, 303.546, -26.586, -39.174)","(765.574, 279.129, 46.814, -46.031)","(776.574, 264.75, -22.037, -54.755)","(787.019, 249.807, -43.968, -6.819)","(804.888, 243.135, 28.306, 25.063)","(814.843, 237.602, -13.016, -41.877)","(811.026, 214.619, -2.358, -24.162)","(810.986, 214.399, -16.43, -17.912)","(816.56, 212.055, -54.478, 2.827)","(809.945, 205.218, -49.351, -11.468)","(827.601, 179.128, 64.608, -16.725)","(835.367, 166.031, -13.391, -6.058)","(835.905, 166.156, -16.628, -0.432)","(836.483, 166.025, 49.926, -6.184)","(836.802, 166.061, -26.621, 1.303)","(836.333, 166.089, -49.879, 0.609)","(836.557, 166.012, 12.298, -3.045)","(834.179, 166.192, -45.012, -10.394)","(833.749, 166.1, -34.993, -3.698)","(831.92, 166.132, 38.96, -0.197)","(831.985, 166.297, -20.441, -11.746)","(830.407, 166.137, 26.683, 5.029)","(826.152, 164.751, 34.625, -0.383)","(820.915, 140.89, -11.484, -30.629)","(808.232, 106.138, -33.192, -86.637)","(788.264, 93.032, -27.169, -23.705)","(747.277, 96.963, -54.012, 5.67)"
20,"(697.569, 291.58, 14.39, -22.471)","(737.689, 262.265, 55.438, -80.551)","(773.847, 229.506, 81.888, 8.584)","(793.942, 188.076, -32.525, -11.74)","(804.184, 140.905, 26.936, -3.866)","(792.145, 90.48, -35.128, -54.46)","(749.637, 78.039, -76.706, 13.197)","(697.487, 73.757, -95.542, -2.283)","(650.885, 71.765, -8.021, 9.315)","(600.554, 71.518, -82.895, 28.632)","(558.445, 69.485, -61.635, 7.327)","(511.374, 73.16, -65.399, -15.433)","(461.564, 73.468, -34.187, -21.152)","(415.849, 74.853, -34.794, -40.232)","(368.6, 80.219, -92.753, 47.536)","(320.12, 72.732, -86.39, -11.12)","(279.778, 73.811, -13.265, 27.273)","(235.891, 76.92, -99.405, 41.622)","(191.325, 75.252, -51.972, -53.591)","(149.183, 77.611, -37.221, 28.824)","(116.585, 115.747, -35.178, -2.405)","(106.994, 156.884, 31.646, 100.029)","(100.056, 206.119, 23.298, 29.389)","(89.869, 249.589, 49.682, 36.957)","(83.248, 292.002, -52.705, 68.476)","(81.136, 330.561, -14.767, -22.055)","(76.329, 364.416, 0.748, 64.945)","(37.732, 377.249, -111.823, 26.056)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
21,"(569.691, 295.881, 62.845, -12.363)","(621.266, 266.275, 56.441, -28.481)","(654.865, 247.278, 35.575, 41.347)","(688.169, 235.737, -8.225, -44.507)","(723.812, 224.055, 52.196, -43.784)","(752.859, 216.574, 10.775, 19.342)","(776.637, 199.567, -28.441, -49.507)","(789.676, 165.847, 42.513, -91.606)","(791.1, 121.516, -30.533, 4.644)","(756.055, 95.071, -54.797, 49.027)","(705.577, 95.709, -90.972, -37.774)","(661.465, 100.687, -6.671, 36.208)","(622.113, 107.397, -0.301, -34.331)","(588.027, 112.771, -100.041, -21.543)","(556.439, 108.822, -42.803, -40.825)","(511.503, 100.81, -50.203, -58.951)","(474.216, 93.991, -8.727, -38.108)","(427.829, 99.08, -58.883, -2.507)","(380.517, 98.04, -39.866, 36.861)","(329.528, 98.582, -42.713, 32.689)","(283.063, 95.361, -62.442, -13.19)","(240.161, 93.71, -27.863, -37.614)","(201.609, 89.611, -12.747, -16.091)","(154.457, 81.575, -83.789, -72.959)","(122.483, 98.653, -19.155, 9.685)","(95.756, 134.182, -56.005, 5.432)","(98.376, 181.08, -4.827, 2.511)","(97.723, 226.671, -30.191, 91.264)","(96.893, 274.827, -33.765, 20.098)","(91.771, 311.131, -37.149, -10.295)","(89.481, 351.719, 38.118, -4.996)","(72.962, 370.332, -43.919, -22.787)"
22,"(460.729, 263.191, 11.25, 0.047)","(505.322, 246.201, 62.718, -5.275)","(550.314, 230.817, 10.254, -73.921)","(591.203, 213.386, 28.154, 20.317)","(629.631, 205.32, -16.953, -25.553)","(657.817, 205.11, 47.875, 48.805)","(691.533, 204.879, 101.598, 18.322)","(724.336, 200.896, -10.843, 32.405)","(752.533, 196.027, 38.193, -23.424)","(767.546, 189.111, -80.924, -40.153)","(773.346, 146.654, -9.265, -89.673)","(773.837, 102.591, -15.273, -54.301)","(747.469, 87.289, -48.483, -6.717)","(696.938, 97.158, -32.179, 14.093)","(646.335, 110.396, -91.648, -13.618)","(619.47, 112.503, 3.221, -18.846)","(600.207, 113.029, -30.711, -6.863)","(566.928, 112.75, -7.498, -4.123)","(519.486, 97.596, -85.26, -42.713)","(469.365, 100.025, -61.225, 5.276)","(426.422, 96.237, -18.211, 46.392)","(386.915, 94.259, -93.634, -48.776)","(350.393, 96.657, -35.934, -10.711)","(306.036, 98.687, -36.182, 40.067)","(264.087, 98.64, -34.985, 43.874)","(231.61, 94.394, -25.808, 47.776)","(189.509, 93.339, -33.254, -19.659)","(145.826, 85.174, -101.095, 32.853)","(125.264, 127.299, -40.429, 9.471)","(116.336, 174.004, -28.731, 49.255)","(109.265, 219.923, -56.149, 27.89)","(111.038, 257.495, 13.686, 11.05)"
23,"(506.449, 539.181, 70.333, 14.446)","(545.959, 549.713, 1.75, 43.653)","(597.253, 560.719, 76.869, 44.54)","(632.713, 570.007, 46.427, -30.386)","(658.622, 572.405, 28.767, -0.174)","(688.785, 580.128, 79.401, 48.642)","(717.978, 577.797, 35.296, 58.308)","(737.445, 578.864, -43.817, 14.043)","(754.313, 569.544, 46.518, -44.359)","(756.844, 567.404, 6.11, 0.835)","(771.449, 577.598, 36.97, 60.537)","(764.697, 609.18, -43.133, 71.726)","(760.711, 634.781, -1.34, -19.985)","(768.486, 650.791, -44.032, 46.831)","(746.019, 657.939, -110.863, 22.324)","(701.729, 643.026, -12.849, -61.853)","(658.455, 636.074, -46.674, -4.113)","(633.947, 636.328, -26.952, -32.686)","(597.262, 636.366, -84.593, 6.621)","(570.415, 636.486, -9.29, 11.315)","(536.413, 636.029, -36.536, -27.723)","(509.825, 636.146, -37.076, -5.526)","(473.342, 636.622, -74.235, -8.902)","(432.374, 636.444, -58.586, -26.998)","(391.027, 637.259, -105.833, -20.336)","(355.442, 636.137, -30.463, -17.364)","(313.36, 638.941, -88.627, 1.045)","(274.604, 642.576, -77.707, -37.383)","(239.194, 643.486, -58.151, -28.241)","(208.976, 653.944, -54.413, -12.741)","(179.713, 651.032, -65.554, -51.142)","(160.276, 658.234, -0.72, 51.187)"
24,"(584.522, 527.973, 25.212, -16.122)","(626.727, 531.628, 67.614, -24.31)","(662.7, 531.466, 21.826, 23.651)","(698.308, 536.749, 32.87, 17.092)","(724.083, 535.86, 62.628, 50.504)","(747.572, 535.762, 33.482, -20.777)","(776.816, 547.608, -38.148, 30.092)","(798.72, 568.496, 5.549, 74.858)","(795.288, 610.827, -36.417, 60.302)","(797.548, 640.667, 45.826, -24.404)","(791.19, 661.053, -46.797, 17.284)","(751.174, 665.718, -59.13, -16.313)","(709.74, 651.436, -76.473, -25.508)","(673.609, 645.219, -40.058, -41.237)","(638.18, 639.627, 1.309, 34.899)","(610.953, 636.536, -83.185, -0.954)","(587.742, 636.664, -9.611, -51.857)","(561.255, 636.286, -37.364, -31.514)","(527.04, 636.824, -33.033, 41.618)","(491.724, 636.457, -53.645, 20.409)","(454.436, 636.078, -59.043, -52.901)","(426.749, 636.347, -10.3, -25.103)","(391.398, 640.517, -38.805, 8.376)","(353.952, 638.63, -89.757, 46.17)","(317.888, 636.866, -13.357, -41.065)","(283.866, 639.12, -9.349, 51.409)","(250.479, 643.839, -67.103, -49.643)","(219.441, 648.348, -35.589, -17.764)","(192.836, 652.174, 0.776, 12.554)","(162.009, 659.957, 12.544, 63.283)","(133.808, 638.523, -68.357, -65.274)","(123.629, 599.306, 22.671, -87.019)"
25,"(306.071, 224.308, 85.856, -63.296)","(343.416, 218.461, -4.044, -40.169)","(380.809, 211.915, 46.672, -48.786)","(414.564, 215.738, -2.415, -48.436)","(463.164, 217.222, 80.025, 3.181)","(499.615, 214.011, 24.364, -36.439)","(527.509, 216.932, -21.004, 16.502)","(563.335, 212.571, 3.983, -10.979)","(598.624, 204.167, -5.461, 14.488)","(645.393, 201.816, 73.495, -31.863)","(678.269, 200.257, 13.366, 42.766)","(707.752, 203.79, 47.658, 54.601)","(728.714, 192.592, 22.435, 25.62)","(742.814, 188.548, 46.553, 16.252)","(757.606, 193.252, -34.403, 35.243)","(771.639, 184.227, -43.194, -80.948)","(779.146, 152.848, -0.419, -7.925)","(780.813, 114.261, 5.52, -15.758)","(773.711, 96.11, -39.031, 47.259)","(736.599, 88.576, -24.696, -17.538)","(694.037, 90.604, 1.665, -49.267)","(643.466, 98.485, -46.392, -18.046)","(607.866, 108.989, -18.296, 40.799)","(579.103, 113.822, -85.4, 9.088)","(564.536, 113.923, 28.741, 51.781)","(539.701, 102.25, 2.225, -39.468)","(499.176, 102.167, -30.124, -24.185)","(461.224, 98.476, -19.729, 35.977)","(421.091, 97.19, 7.519, 1.56)","(379.768, 97.033, -14.452, 42.857)","(338.856, 93.454, -4.659, 32.915)","(305.571, 94.508, -22.377, -8.128)"
26,"(489.555, 485.865, 69.318, -29.828)","(525.82, 486.46, -19.947, -43.471)","(562.834, 491.115, 23.903, 2.056)","(604.516, 490.973, 71.985, -24.023)","(645.628, 491.116, 66.098, -41.767)","(685.584, 493.623, -17.636, -27.806)","(724.098, 498.378, 78.159, 19.81)","(758.061, 507.842, -0.556, 48.026)","(785.898, 516.322, -29.803, 9.443)","(799.795, 533.814, 40.862, 49.85)","(815.683, 563.361, 37.581, 39.718)","(811.48, 595.178, -50.446, 15.123)","(814.113, 641.452, -6.114, 73.348)","(799.963, 662.622, -51.516, -29.441)","(785.802, 677.918, -22.044, 60.558)","(747.514, 684.424, 5.341, -5.106)","(706.111, 674.28, -25.639, 16.164)","(665.81, 675.252, -78.936, 43.93)","(636.182, 674.195, -10.714, -36.551)","(601.672, 674.6, -27.027, -5.799)","(570.527, 670.85, 11.475, 7.992)","(532.18, 672.381, -72.124, 33.114)","(496.862, 667.095, -20.333, -33.586)","(466.555, 667.598, -57.281, -24.125)","(433.39, 667.225, -21.489, 6.833)","(402.819, 667.622, -0.086, -11.951)","(362.234, 664.426, -49.383, -40.871)","(324.138, 663.835, -74.706, -36.4)","(287.381, 662.717, 7.737, -15.982)","(255.762, 667.173, -6.321, -51.035)","(219.472, 669.856, -51.413, -2.578)","(189.877, 673.243, -22.148, 45.267)"
27,"(748.844, 230.385, 41.756, -18.719)","(785.468, 199.784, 15.546, -54.819)","(797.728, 154.247, 4.62, -41.675)","(793.548, 102.458, -17.905, -38.711)","(757.297, 83.317, -62.099, 6.316)","(707.05, 80.523, -64.064, -4.973)","(658.458, 83.683, -37.04, -1.25)","(609.888, 84.697, -32.778, -1.147)","(561.395, 84.396, -46.149, 4.644)","(514.837, 81.227, -47.237, -11.316)","(465.226, 81.411, -43.761, 2.571)","(419.155, 78.237, -38.088, -0.071)","(371.827, 78.909, -50.637, 14.816)","(326.465, 80.748, -62.825, 13.064)","(279.506, 79.437, -42.539, -8.124)","(234.759, 78.862, -38.064, -2.459)","(189.013, 79.204, -38.524, -3.307)","(145.352, 79.606, -14.597, 47.314)","(116.821, 118.247, -25.446, 45.718)","(100.921, 161.069, -2.778, 51.303)","(92.403, 206.405, -7.625, 30.309)","(85.89, 251.773, -9.407, 42.903)","(79.637, 297.462, -15.578, 42.417)","(76.401, 340.641, -4.22, 41.411)","(55.196, 367.679, -49.939, 21.636)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
28,"(398.482, 376.936, 33.593, -18.167)","(434.078, 344.665, 41.269, -11.42)","(472.176, 323.718, 34.919, -15.012)","(510.474, 303.913, 38.189, -31.145)","(547.776, 288.447, 51.179, -5.713)","(578.113, 270.716, 25.43, -15.957)","(610.903, 246.481, 53.471, -38.395)","(650.566, 230.839, 38.107, -33.079)","(686.315, 224.016, 17.936, -16.265)","(714.235, 211.209, 41.964, -20.684)","(740.003, 208.707, 20.171, -10.361)","(772.447, 207.396, 44.739, -4.679)","(773.206, 182.566, -4.23, -20.461)","(777.281, 142.216, 6.231, -36.563)","(775.343, 106.622, 3.594, -28.786)","(744.868, 86.703, -35.36, 0.005)","(702.71, 92.531, -52.425, -5.754)","(667.3, 92.049, -26.048, 6.358)","(632.932, 92.444, -41.958, -14.37)","(593.305, 93.913, -40.849, 3.453)","(544.632, 85.812, -29.837, -16.317)","(499.826, 85.158, -51.225, 2.161)","(457.679, 86.164, -51.759, -8.381)","(416.661, 85.911, -34.334, 3.425)","(374.462, 87.398, -32.125, -14.364)","(334.456, 88.364, -28.894, -3.259)","(291.085, 87.059, -37.119, 25.628)","(251.984, 86.048, -58.387, -8.78)","(212.257, 77.337, -38.993, -55.45)","(169.026, 76.094, -30.755, 16.773)","(129.804, 86.822, 0.792, 8.175)","(105.71, 130.943, -48.393, 30.989)"
29,"(376.832, 541.372, 23.18, -0.6)","(412.92, 540.002, 31.152, -13.95)","(451.92, 536.211, 57.424, -12.118)","(495.085, 534.637, 45.481, -0.657)","(536.922, 535.466, 42.915, -2.039)","(572.846, 537.952, 25.383, 16.139)","(609.215, 537.159, 46.053, -8.452)","(647.684, 536.969, 51.857, 4.655)","(686.423, 538.299, 52.088, -2.341)","(719.723, 539.851, 28.6, 8.526)","(749.155, 543.288, 28.096, -0.089)","(771.001, 550.665, -11.404, 16.838)","(773.786, 582.743, 12.353, 31.752)","(771.812, 615.728, -7.892, 31.204)","(773.206, 634.198, -3.184, 33.477)","(781.37, 653.519, 0.245, 22.657)","(743.446, 645.736, -56.816, 7.798)","(702.751, 641.708, -51.612, -18.31)","(675.5, 636.056, -51.757, -13.163)","(659.7, 636.086, -48.049, 0.136)","(644.732, 636.012, -48.293, -7.532)","(633.385, 636.037, -41.027, -1.581)","(628.591, 636.018, -40.068, -1.193)","(620.538, 636.13, -61.186, 6.194)","(603.072, 636.076, -51.038, 2.799)","(593.157, 636.075, -55.289, -1.859)","(563.733, 639.291, -2.447, 24.197)","(516.56, 637.635, -82.641, -11.39)","(478.51, 639.417, -41.352, 51.887)","(447.385, 637.895, -83.641, -2.805)","(405.875, 639.215, 16.755, -14.851)","(360.097, 636.164, -91.775, -4.046)"
