,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
10,"(703.496, 348.331, 27.699, -41.38)","(740.278, 317.936, 47.354, -19.501)","(770.661, 288.844, 11.235, -12.541)","(792.064, 265.987, 23.733, -10.894)","(806.55, 241.865, 14.187, -24.835)","(815.399, 220.398, -0.349, -27.671)","(810.406, 204.954, 1.613, -29.26)","(823.356, 183.857, 13.499, -15.505)","(834.842, 176.005, 16.381, -18.125)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)","(843.685, 166.027, 14.904, -30.243)"
11,"(624.674, 572.283, 50.666, 7.886)","(663.73, 577.167, 52.813, 7.91)","(702.756, 577.07, 30.852, 1.829)","(737.164, 574.38, 36.392, -12.828)","(765.802, 564.78, 40.25, 3.392)","(775.516, 596.27, -10.866, 55.317)","(776.679, 634.886, 19.391, 41.61)","(771.01, 656.597, -43.902, 8.612)","(724.182, 650.94, -30.856, -9.592)","(684.736, 643.471, -38.148, 7.264)","(649.879, 637.472, -47.269, 12.208)","(617.158, 636.339, -35.26, -2.285)","(589.73, 636.453, -40.788, 10.909)","(569.157, 636.01, -38.198, -4.866)","(548.12, 636.137, -55.075, 5.164)","(516.92, 636.092, -42.249, 3.58)","(484.861, 636.193, -58.487, 5.613)","(463.522, 636.088, -34.102, 0.135)","(442.462, 636.135, -56.343, 6.042)","(424.592, 636.055, -29.671, -9.09)","(411.289, 636.107, -36.02, 4.299)","(390.524, 636.031, -38.504, -0.575)","(388.019, 636.003, -34.751, -1.462)","(376.916, 636.163, -19.993, -0.552)","(346.11, 636.03, -34.245, -8.211)","(313.335, 637.054, -34.459, 5.587)","(277.125, 638.74, -45.354, -10.676)","(247.152, 642.943, -47.61, -6.214)","(218.154, 652.045, -22.756, 14.75)","(183.936, 653.005, -23.822, 12.839)","(149.769, 656.825, -30.858, 5.83)","(128.91, 626.182, -0.126, -43.284)","(121.012, 585.105, -2.479, -48.816)","(114.821, 543.141, 3.498, -56.183)","(107.56, 502.941, -4.741, -50.169)"
12,"(706.176, 225.498, 41.617, 10.238)","(744.742, 216.851, 46.918, -16.012)","(779.86, 198.856, 40.799, -30.755)","(804.635, 151.919, 11.694, -62.099)","(801.799, 101.581, 8.784, -47.526)","(774.154, 68.858, -39.402, -8.643)","(733.66, 60.493, -41.983, 15.752)","(688.272, 63.578, -51.251, -9.497)","(637.648, 66.882, -55.611, -9.729)","(590.671, 67.412, -43.877, 3.026)","(544.708, 69.512, -44.273, -2.346)","(500.272, 72.697, -42.0, -10.404)","(456.529, 74.566, -32.78, 9.485)","(412.477, 74.824, -44.783, 5.328)","(367.521, 76.313, -41.904, 11.612)","(322.121, 76.799, -30.581, 13.446)","(277.835, 76.035, -45.862, -10.128)","(233.853, 77.731, -54.226, 14.182)","(190.926, 77.517, -39.625, -6.965)","(148.237, 76.366, -56.216, -6.56)","(119.738, 109.554, -7.475, 45.95)","(103.931, 151.651, -17.41, 44.234)","(91.681, 194.767, -17.288, 54.898)","(85.895, 237.215, -16.321, 31.657)","(81.27, 279.425, 4.869, 54.848)","(77.64, 317.081, -17.159, 52.46)","(71.816, 356.693, -24.077, 21.395)","(29.571, 365.946, -69.6, 23.595)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
13,"(532.227, 537.058, 47.884, -4.539)","(573.692, 533.63, 50.988, 8.269)","(612.116, 530.864, 36.794, 12.143)","(648.187, 529.324, 47.301, -4.67)","(682.654, 531.053, 20.549, -1.067)","(716.137, 533.553, 31.605, 2.897)","(744.11, 535.568, 34.714, 10.713)","(771.0, 539.729, 16.678, -10.25)","(792.206, 571.03, 9.446, 48.344)","(794.999, 622.873, 15.835, 26.844)","(799.011, 656.969, -33.709, 0.881)","(776.064, 679.83, -45.294, 17.656)","(736.331, 690.105, -29.376, 16.104)","(692.196, 688.717, -52.423, 11.405)","(648.893, 686.392, -58.491, -1.162)","(603.5, 684.877, -59.797, 3.081)","(559.989, 678.91, -33.304, -9.418)","(519.879, 673.349, -37.279, 3.251)","(481.395, 668.067, -26.542, -9.032)","(440.848, 670.682, -54.93, 20.821)","(396.446, 676.918, -46.328, 11.696)","(349.06, 676.651, -52.693, 0.693)","(305.182, 671.973, -54.785, -18.7)","(262.142, 669.613, -42.191, -13.737)","(218.149, 669.54, -49.99, -2.135)","(177.566, 671.504, -27.842, 2.035)","(136.027, 655.459, -9.116, -43.843)","(115.878, 620.382, -22.6, -35.247)","(100.138, 582.144, -19.008, -48.191)","(88.23, 544.597, -29.601, -25.947)","(73.431, 510.158, -29.395, -29.219)","(59.602, 477.476, -12.958, -14.77)","(51.924, 448.405, -11.146, -26.646)","(55.212, 431.569, -1.26, -29.569)","(62.729, 411.192, 14.391, -33.089)"
14,"(341.351, 252.155, 29.868, -22.698)","(375.88, 243.441, 30.474, 1.213)","(412.793, 235.364, 54.03, 1.704)","(448.295, 232.986, 26.344, 0.599)","(482.27, 230.777, 35.267, -6.175)","(520.367, 223.136, 39.041, -11.748)","(552.302, 220.932, 21.758, -0.772)","(585.491, 218.995, 25.198, 4.085)","(620.829, 218.139, 45.155, 0.154)","(659.973, 216.85, 38.546, 3.947)","(687.635, 212.412, 12.822, 0.489)","(712.3, 205.609, 51.532, -23.611)","(732.585, 204.228, 0.435, -12.513)","(748.027, 205.139, 15.372, 8.835)","(774.928, 200.159, 7.466, -7.755)","(797.23, 186.625, -6.769, -35.776)","(812.238, 160.867, 18.22, -23.702)","(819.187, 130.579, 19.835, -56.81)","(815.427, 96.945, 9.106, -44.891)","(801.325, 80.062, -43.276, -2.248)","(772.765, 65.025, -25.947, -10.387)","(731.474, 51.619, -60.207, -10.583)","(684.915, 54.432, -38.407, 8.837)","(643.343, 56.047, -47.67, 16.527)","(602.003, 58.069, -40.593, -0.621)","(559.7, 57.639, -40.156, 10.265)","(516.999, 58.764, -54.646, 6.645)","(474.695, 62.393, -45.538, 1.273)","(433.679, 64.698, -54.743, 10.699)","(393.616, 64.193, -35.239, -8.318)","(354.483, 64.819, -60.601, 2.074)","(317.834, 64.423, -58.521, 4.32)","(284.599, 62.735, -30.554, 0.504)","(251.264, 64.529, -52.689, 15.063)","(216.878, 68.963, -20.353, -7.549)"
15,"(441.303, 173.636, 24.534, -17.89)","(479.911, 167.572, 39.856, -11.338)","(500.741, 166.161, 35.276, -1.066)","(512.386, 166.048, 47.794, 0.578)","(513.25, 166.017, 23.415, 0.61)","(521.369, 166.013, 42.836, -5.783)","(522.812, 166.001, 56.083, -1.784)","(533.479, 166.017, 55.882, 0.537)","(560.199, 166.32, 25.401, 4.555)","(592.368, 166.099, 35.066, -7.515)","(606.327, 166.168, 45.016, -2.317)","(629.781, 166.033, 41.988, -2.853)","(650.514, 166.302, 50.555, 9.241)","(675.841, 166.136, 32.357, 2.818)","(690.696, 166.15, 14.846, -11.947)","(706.086, 166.556, 20.904, 5.425)","(719.665, 166.01, 20.002, -6.672)","(731.484, 166.01, 20.048, -2.194)","(734.768, 166.018, 12.99, -2.669)","(738.086, 166.306, -6.335, 1.704)","(744.744, 173.31, 24.502, 23.809)","(753.182, 179.48, 8.566, 8.478)","(761.705, 188.557, 8.91, 9.871)","(768.459, 171.937, 1.811, -25.251)","(757.994, 151.651, -13.682, -1.733)","(756.055, 142.707, 1.567, -17.346)","(756.045, 136.697, -1.7, -16.462)","(756.238, 134.942, 5.868, -4.135)","(759.036, 124.276, -7.407, -18.051)","(771.885, 110.922, 29.944, -31.699)","(766.923, 95.885, -53.295, -8.572)","(740.587, 104.463, -13.982, 12.39)","(730.728, 110.233, -17.843, -7.958)","(727.474, 110.704, -7.465, 7.422)","(723.918, 105.6, -17.268, -10.179)"
16,"(528.242, 341.999, 41.079, -31.007)","(555.825, 319.369, 29.518, -35.272)","(589.72, 297.315, 32.03, -8.773)","(629.501, 280.183, 57.953, -22.578)","(665.738, 266.999, 23.911, -1.165)","(696.203, 256.547, 36.632, -22.395)","(722.36, 243.242, 37.026, -27.654)","(747.459, 232.419, 19.247, 4.865)","(773.425, 221.737, 21.602, 1.725)","(790.101, 203.395, 6.769, -41.258)","(803.975, 168.129, 17.393, -38.742)","(812.857, 129.684, 16.502, -32.064)","(804.432, 92.649, 1.949, -20.804)","(783.7, 83.32, -32.451, -15.644)","(734.953, 68.273, -47.347, -3.267)","(687.145, 61.485, -41.116, -14.465)","(639.281, 57.017, -34.318, 10.718)","(595.324, 56.965, -58.692, -9.324)","(548.355, 59.608, -38.888, 15.773)","(506.433, 61.415, -32.79, -14.728)","(463.583, 62.18, -59.393, -16.432)","(420.915, 62.928, -59.33, 3.124)","(377.37, 63.535, -49.946, 14.669)","(334.641, 63.154, -35.798, 11.797)","(290.152, 64.195, -48.932, -6.871)","(251.192, 64.886, -47.438, -6.774)","(213.91, 69.071, -40.728, -2.074)","(173.938, 64.689, -36.588, 3.389)","(128.672, 75.032, -38.097, 25.59)","(100.231, 105.694, -22.603, 26.761)","(83.11, 143.034, -23.35, 20.632)","(71.994, 180.343, -21.387, 45.089)","(68.192, 219.266, 4.953, 53.009)","(66.039, 259.855, 5.252, 52.181)","(64.897, 294.596, -8.04, 26.71)"
17,"(424.443, 548.65, 61.749, 0.25)","(475.422, 544.085, 49.233, -21.165)","(520.748, 534.843, 62.284, -26.807)","(566.096, 525.385, 58.828, -12.713)","(603.173, 521.124, 40.378, 9.303)","(643.065, 522.382, 30.5, 7.963)","(680.742, 524.12, 43.141, -2.068)","(716.553, 530.365, 39.863, 1.976)","(753.524, 537.434, 23.378, 2.107)","(780.81, 558.611, 8.127, 33.693)","(784.527, 593.972, 6.868, 41.923)","(784.759, 625.712, 8.025, 43.154)","(777.461, 659.108, -37.136, 12.891)","(727.682, 670.258, -35.368, 17.803)","(685.298, 674.992, -42.514, 12.552)","(646.449, 679.671, -28.333, -5.726)","(609.666, 678.575, -28.004, 1.763)","(565.078, 677.564, -55.396, 2.179)","(523.102, 673.992, -22.072, -10.069)","(485.311, 670.792, -46.606, -11.841)","(448.57, 669.423, -37.709, -1.317)","(407.326, 665.991, -27.541, -14.242)","(353.917, 666.759, -48.131, -9.785)","(301.893, 662.4, -50.925, -10.177)","(256.182, 657.922, -34.355, 10.676)","(213.745, 655.87, -36.285, 12.603)","(200.826, 651.299, -8.44, 10.404)","(185.126, 652.253, -26.94, 10.25)","(148.147, 658.663, -32.899, 31.648)","(125.371, 626.58, -25.188, -45.308)","(109.925, 584.891, -9.307, -44.765)","(100.164, 542.545, -19.431, -56.287)","(89.408, 499.83, -16.472, -34.012)","(85.189, 460.831, -15.348, -39.912)","(89.706, 430.206, 11.901, -11.948)"
18,"(780.133, 205.517, 28.797, -25.155)","(802.213, 156.609, -2.779, -52.404)","(796.374, 102.603, -3.913, -44.743)","(754.634, 79.775, -60.854, 6.656)","(702.191, 77.775, -54.924, 9.456)","(653.169, 77.676, -36.962, 8.625)","(605.418, 80.937, -50.933, 16.833)","(560.164, 79.472, -45.332, 10.332)","(514.908, 75.956, -61.448, 3.446)","(468.835, 77.463, -35.187, 11.711)","(423.464, 79.549, -57.262, -7.845)","(378.527, 81.074, -53.635, 0.884)","(334.773, 79.984, -53.024, -4.044)","(288.347, 80.832, -50.172, 0.733)","(244.148, 80.155, -27.701, -5.204)","(202.631, 79.294, -48.079, 1.723)","(163.086, 78.028, -37.023, -12.853)","(127.872, 103.944, -39.048, 53.93)","(109.697, 146.587, -0.204, 52.899)","(97.861, 188.592, -2.682, 42.002)","(91.824, 232.208, 6.438, 47.237)","(84.56, 276.065, -11.94, 42.987)","(78.693, 318.01, -0.443, 28.257)","(70.942, 357.092, -8.492, 21.237)","(32.958, 370.352, -62.933, 13.753)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
19,"(510.475, 564.906, 26.118, 7.41)","(548.452, 563.651, 24.971, 15.473)","(593.038, 568.017, 40.788, 11.193)","(634.781, 575.917, 22.036, -6.199)","(670.58, 582.618, 47.081, 5.838)","(702.31, 582.842, 38.914, 11.586)","(732.861, 579.753, 30.668, -6.551)","(754.281, 571.505, 26.443, -8.009)","(772.56, 562.481, 1.528, -18.286)","(774.407, 599.63, 11.128, 67.38)","(774.409, 635.884, 1.552, 16.095)","(775.348, 655.409, 16.463, 14.716)","(728.652, 652.354, -56.528, -9.254)","(687.382, 636.133, -37.783, 1.316)","(684.743, 636.002, -56.016, -0.072)","(684.743, 636.002, -56.016, -0.072)","(684.743, 636.002, -56.016, -0.072)","(684.743, 636.002, -56.016, -0.072)","(682.289, 636.008, -72.337, 0.247)","(682.289, 636.008, -72.337, 0.247)","(682.289, 636.008, -72.337, 0.247)","(682.289, 636.008, -72.337, 0.247)","(670.493, 636.027, -57.158, -0.853)","(666.761, 636.019, -48.704, -0.527)","(656.925, 636.016, -44.394, -7.777)","(638.768, 636.078, -41.132, 4.132)","(621.094, 636.149, -36.713, 6.071)","(606.296, 636.078, -40.584, -4.337)","(580.734, 636.01, -35.483, -21.649)","(553.114, 636.139, -52.189, -6.588)","(521.555, 636.758, -29.242, 10.071)","(485.857, 637.063, -24.45, 5.867)","(451.699, 636.229, -56.871, 4.7)","(417.169, 637.048, -31.483, 3.063)","(378.566, 636.407, -39.244, -14.881)"
20,"(455.688, 564.152, 59.372, -5.414)","(503.718, 559.741, 36.308, 1.399)","(547.428, 560.182, 52.782, 0.593)","(589.879, 562.109, 41.46, -4.602)","(622.35, 570.006, 19.274, 18.923)","(655.409, 574.275, 35.853, -3.165)","(686.515, 578.914, 30.35, -12.249)","(717.154, 580.623, 9.349, 4.509)","(735.927, 580.058, 21.177, 19.062)","(748.782, 574.838, 11.859, -21.5)","(771.486, 563.537, 28.874, -4.169)","(777.381, 601.342, 4.9, 29.074)","(777.972, 635.119, 7.073, 31.151)","(762.617, 658.344, -61.053, 2.5)","(719.951, 651.28, -41.925, -4.772)","(698.879, 648.033, -30.951, 7.719)","(669.268, 657.475, -27.553, 13.144)","(628.354, 651.672, -39.43, 14.268)","(584.432, 656.269, -42.988, 4.569)","(531.783, 641.936, -37.687, -11.396)","(507.508, 636.008, -31.255, -2.796)","(495.236, 636.195, -24.129, -5.54)","(467.96, 636.017, -34.691, -3.757)","(446.341, 636.05, -30.327, 2.445)","(425.478, 636.063, -37.097, 1.895)","(415.043, 636.01, -53.112, -1.879)","(409.928, 636.153, -35.984, 6.752)","(385.955, 636.009, -38.779, -14.803)","(362.341, 636.145, -27.085, 6.819)","(326.902, 636.411, -32.155, -6.735)","(294.246, 637.171, -49.143, -4.856)","(260.705, 638.408, -36.696, 8.406)","(227.422, 645.672, -19.584, 0.711)","(202.006, 654.04, -46.074, -29.759)","(183.168, 651.017, -35.386, -1.199)"
21,"(699.408, 582.707, 44.418, 13.846)","(727.747, 583.625, 26.4, -5.842)","(754.342, 577.158, 15.543, -3.831)","(773.786, 567.795, 7.852, -31.11)","(777.972, 609.983, 3.285, 36.456)","(781.185, 653.511, -2.999, 55.668)","(737.344, 663.335, -47.414, 14.999)","(696.972, 659.989, -56.388, -8.774)","(654.92, 655.327, -50.546, -18.613)","(613.971, 652.144, -50.039, -15.82)","(572.464, 650.902, -40.04, -12.628)","(532.033, 647.556, -34.89, -17.291)","(490.547, 645.435, -53.739, -12.907)","(451.046, 644.077, -42.34, -6.302)","(412.458, 641.386, -47.746, -15.784)","(370.313, 643.142, -48.304, 6.994)","(329.562, 646.385, -39.086, 3.776)","(287.529, 650.848, -54.515, 6.649)","(248.944, 657.582, -46.337, 6.536)","(209.792, 664.387, -49.678, 13.657)","(171.741, 663.656, -51.057, 5.396)","(137.516, 649.001, -13.524, -50.752)","(123.098, 610.524, -7.148, -28.067)","(110.486, 572.846, -1.288, -42.523)","(97.925, 534.736, -8.196, -26.179)","(87.299, 496.055, -4.705, -49.074)","(76.716, 456.491, -2.376, -47.261)","(74.132, 425.544, 13.099, -31.967)","(69.031, 392.046, -15.418, -20.55)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
22,"(610.638, 236.986, 44.56, -5.616)","(645.303, 226.527, 41.743, 7.209)","(682.583, 212.688, 47.034, -18.738)","(716.039, 200.004, 27.089, -11.91)","(753.477, 195.042, 51.5, 8.05)","(770.789, 183.861, -3.514, -46.32)","(778.028, 146.149, -13.782, -54.101)","(769.633, 109.922, 8.259, -16.497)","(768.906, 90.431, -5.366, 0.923)","(745.191, 84.177, -48.793, -3.668)","(693.608, 101.278, -55.214, 6.969)","(653.122, 112.092, -34.14, 6.947)","(619.227, 113.844, -34.149, 11.711)","(600.244, 113.975, -43.133, -0.684)","(591.414, 113.977, -63.115, 0.435)","(591.414, 113.977, -63.115, 0.435)","(591.414, 113.977, -63.115, 0.435)","(591.414, 113.977, -63.115, 0.435)","(591.414, 113.977, -63.115, 0.435)","(591.414, 113.977, -63.115, 0.435)","(591.414, 113.977, -63.115, 0.435)","(591.414, 113.977, -63.115, 0.435)","(591.414, 113.977, -63.115, 0.435)","(591.414, 113.977, -63.115, 0.435)","(591.414, 113.977, -63.115, 0.435)","(591.414, 113.977, -63.115, 0.435)","(591.414, 113.977, -63.115, 0.435)","(591.414, 113.977, -63.115, 0.435)","(591.414, 113.977, -63.115, 0.435)","(591.414, 113.977, -63.115, 0.435)","(591.414, 113.977, -63.115, 0.435)","(591.414, 113.977, -63.115, 0.435)","(591.414, 113.977, -63.115, 0.435)","(591.414, 113.977, -63.115, 0.435)","(584.599, 113.957, -80.794, -1.615)"
23,"(471.245, 438.14, 32.26, -26.864)","(510.712, 423.843, 24.763, -9.944)","(547.818, 408.114, 23.813, -4.899)","(583.043, 392.167, 44.03, 1.638)","(616.39, 375.789, 22.243, -32.278)","(649.867, 357.127, 34.85, -18.912)","(683.469, 339.499, 23.793, -14.375)","(712.663, 321.92, 26.971, -12.763)","(740.58, 304.126, 23.284, -24.048)","(762.305, 287.657, 0.138, -17.56)","(782.454, 274.068, 5.581, -28.321)","(798.514, 259.78, 5.564, -14.334)","(810.941, 248.02, 1.291, -0.483)","(816.047, 235.032, 1.929, -9.341)","(814.052, 223.661, -10.285, -15.903)","(807.456, 216.999, 7.57, 21.538)","(805.576, 205.013, -9.492, -34.893)","(813.634, 163.582, 23.117, -37.592)","(814.578, 136.311, -6.706, -19.87)","(815.588, 102.66, 7.281, -44.732)","(815.873, 84.707, -0.96, -0.26)","(815.037, 72.92, -2.46, -11.691)","(812.453, 64.653, 3.18, -10.889)","(808.821, 66.709, -3.156, -7.632)","(794.119, 61.236, -30.093, -21.224)","(758.645, 51.142, -58.138, -7.35)","(715.849, 52.289, -53.252, 0.667)","(676.346, 55.515, -43.126, 16.777)","(643.527, 55.154, -32.863, -9.812)","(604.326, 57.004, -26.475, 7.087)","(566.52, 58.634, -43.6, -10.347)","(523.382, 58.616, -51.311, 14.938)","(484.931, 59.552, -30.46, -11.905)","(448.479, 58.507, -56.249, 15.786)","(413.426, 59.442, -58.21, -16.078)"
24,"(359.175, 567.133, 42.828, -3.654)","(404.687, 568.084, 30.163, 2.528)","(448.243, 566.602, 34.706, 3.899)","(490.334, 566.715, 37.241, -10.2)","(533.886, 566.351, 31.107, 4.734)","(575.611, 568.461, 42.294, -6.636)","(614.891, 577.278, 23.383, 8.444)","(649.225, 583.868, 37.45, 2.17)","(674.585, 583.908, 47.471, 2.924)","(698.875, 581.713, 44.37, -14.481)","(727.068, 582.68, 25.169, 11.005)","(741.152, 579.117, 5.094, -19.071)","(754.266, 573.046, 5.809, 0.925)","(775.042, 562.345, -2.316, 43.632)","(777.606, 605.922, -1.335, 40.265)","(769.752, 628.606, 14.172, 26.705)","(775.524, 647.103, 11.801, 30.774)","(744.65, 657.899, -33.58, 9.011)","(712.851, 664.816, -39.569, 29.354)","(673.5, 674.701, -58.06, -2.309)","(628.896, 670.728, -49.267, -15.326)","(589.513, 667.689, -45.442, -1.037)","(539.534, 669.542, -59.802, 12.451)","(498.594, 665.163, -35.067, -18.807)","(458.299, 659.791, -21.074, -10.381)","(421.811, 663.15, -49.224, 1.839)","(372.542, 668.609, -51.886, -9.456)","(330.35, 665.746, -23.746, -19.588)","(291.76, 662.315, -33.002, -8.949)","(254.391, 660.636, -35.68, 13.188)","(220.449, 663.023, -41.384, 21.922)","(184.62, 660.809, -41.552, 5.866)","(148.033, 664.912, -42.184, 24.204)","(128.62, 629.973, -18.207, -26.949)","(118.173, 589.983, -15.219, -48.587)"
25,"(688.797, 546.149, 55.401, -11.451)","(726.971, 544.385, 52.614, 0.815)","(770.805, 540.98, 40.245, -9.044)","(798.223, 560.247, 24.328, 34.472)","(807.511, 593.74, -7.641, 53.797)","(809.846, 637.28, -4.991, 53.722)","(796.282, 665.001, -23.675, 16.539)","(758.73, 684.398, -60.846, 8.416)","(713.83, 687.459, -34.546, 0.752)","(668.693, 685.723, -57.421, -7.615)","(624.744, 681.99, -57.307, -4.73)","(582.141, 678.449, -28.691, -16.979)","(537.41, 676.322, -41.811, 9.223)","(496.577, 673.7, -45.604, -16.871)","(455.894, 672.084, -25.975, -12.382)","(418.278, 670.714, -35.114, -18.784)","(379.789, 667.944, -24.71, 13.075)","(341.798, 667.581, -46.598, -8.711)","(302.636, 666.627, -32.806, -13.274)","(263.244, 666.467, -38.638, 5.562)","(225.447, 668.501, -43.462, 15.074)","(187.363, 667.868, -48.443, -14.101)","(148.009, 664.265, -36.181, -4.912)","(126.914, 627.786, -10.875, -51.617)","(114.043, 589.192, -8.742, -26.898)","(103.336, 551.523, 2.504, -29.395)","(92.75, 511.108, -11.841, -27.671)","(83.092, 471.675, -15.14, -34.08)","(77.661, 435.978, 10.308, -17.144)","(77.612, 404.318, -3.722, -18.874)","(61.459, 386.514, -45.213, 3.903)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
26,"(571.123, 245.654, 49.105, 3.541)","(606.992, 242.572, 25.266, -4.412)","(645.842, 227.05, 28.203, -18.642)","(681.407, 217.525, 29.762, -27.221)","(714.377, 204.362, 26.502, -11.974)","(736.513, 196.532, 19.506, 13.108)","(764.921, 193.484, 12.429, 5.928)","(776.732, 170.147, 12.886, -32.312)","(778.852, 126.266, -10.972, -30.55)","(771.773, 97.653, 11.701, -22.139)","(738.479, 89.271, -56.284, 24.425)","(697.694, 107.5, -29.684, 9.858)","(669.827, 113.958, -32.46, 16.416)","(650.431, 113.923, -46.395, 11.893)","(650.431, 113.923, -46.395, 11.893)","(649.729, 113.999, -42.118, 4.565)","(649.729, 113.999, -42.118, 4.565)","(649.729, 113.999, -42.118, 4.565)","(649.729, 113.999, -42.118, 4.565)","(649.729, 113.999, -42.118, 4.565)","(649.729, 113.999, -42.118, 4.565)","(649.729, 113.999, -42.118, 4.565)","(649.729, 113.999, -42.118, 4.565)","(649.729, 113.999, -42.118, 4.565)","(649.729, 113.999, -42.118, 4.565)","(649.729, 113.999, -42.118, 4.565)","(649.729, 113.999, -42.118, 4.565)","(649.729, 113.999, -42.118, 4.565)","(649.729, 113.999, -42.118, 4.565)","(649.729, 113.999, -42.118, 4.565)","(649.729, 113.999, -42.118, 4.565)","(643.995, 113.915, -78.804, -1.891)","(617.115, 113.891, -12.943, -5.166)","(613.069, 113.993, -39.246, 3.468)","(604.9, 113.995, -28.258, 3.291)"
27,"(315.293, 444.642, 50.646, 1.259)","(351.423, 431.03, 43.865, -24.491)","(387.526, 418.987, 19.547, -4.688)","(420.306, 409.605, 19.487, 3.051)","(452.796, 401.682, 44.925, -20.821)","(487.524, 396.058, 23.954, -5.392)","(523.227, 387.618, 20.788, -3.226)","(556.921, 377.384, 33.681, 4.885)","(589.767, 366.411, 42.543, -28.133)","(622.068, 353.746, 19.445, -19.11)","(650.97, 340.126, 37.52, 4.186)","(676.27, 329.208, 18.177, -10.874)","(700.796, 319.763, 26.795, -8.999)","(723.182, 309.428, 6.637, 1.258)","(741.926, 299.446, 29.911, -25.395)","(760.709, 288.184, 6.327, -9.084)","(774.396, 278.799, -7.633, -13.855)","(784.159, 268.063, 20.791, 5.532)","(794.672, 257.499, 1.979, 6.964)","(800.349, 246.596, -4.872, -5.619)","(806.492, 237.305, 17.48, -4.021)","(809.002, 222.666, -2.896, -15.05)","(809.027, 203.169, 23.319, -13.669)","(810.171, 179.963, -17.391, -21.991)","(802.448, 161.277, 11.619, -15.758)","(806.508, 136.753, -3.469, -9.039)","(805.595, 124.045, -7.287, -0.748)","(808.865, 96.422, 4.524, -23.187)","(806.3, 79.364, -1.728, -17.603)","(790.379, 63.807, -38.6, -7.968)","(756.837, 57.224, -46.521, 5.809)","(725.38, 58.618, -23.975, 2.888)","(695.733, 61.279, -41.513, 0.197)","(665.228, 60.801, -50.649, -4.948)","(627.723, 61.625, -23.625, -7.029)"
28,"(510.387, 485.13, 24.19, -5.457)","(548.32, 488.066, 31.279, -17.299)","(586.066, 487.115, 22.52, -7.903)","(619.996, 484.487, 21.171, -11.947)","(656.561, 485.038, 37.255, 5.65)","(690.664, 489.328, 34.417, 6.347)","(722.774, 494.666, 24.052, 0.66)","(749.275, 500.895, 23.39, 16.3)","(775.899, 508.861, 17.0, 26.173)","(793.886, 521.684, 5.601, 3.849)","(809.747, 543.828, 37.135, 35.799)","(820.577, 574.134, -1.6, 23.031)","(814.712, 605.142, -10.991, 76.059)","(815.309, 648.813, 10.531, 35.097)","(805.687, 679.706, -11.494, 22.235)","(783.277, 696.53, -41.931, 1.492)","(751.305, 699.709, -30.592, 6.154)","(715.808, 692.982, -17.993, -15.831)","(679.465, 689.992, -59.429, -13.732)","(634.385, 687.337, -32.552, -17.972)","(586.719, 684.457, -41.023, -1.401)","(540.444, 682.684, -45.841, -11.579)","(493.204, 678.537, -52.677, -8.136)","(449.955, 680.741, -49.887, 13.949)","(408.255, 681.43, -31.398, 10.173)","(366.327, 679.426, -48.629, -20.837)","(325.284, 674.548, -33.311, -9.702)","(285.513, 671.239, -32.942, 12.742)","(246.844, 672.046, -37.675, 2.753)","(213.471, 673.378, -41.401, -2.167)","(181.356, 674.106, -22.403, -20.534)","(144.018, 665.128, -18.473, -28.015)","(121.455, 630.555, -9.47, -33.55)","(103.207, 593.32, -4.465, -30.284)","(85.084, 555.294, -24.67, -48.544)"
