,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
21,"(387.341, 482.682, 51.043, -13.465)","(424.479, 479.945, 34.316, -8.022)","(455.707, 483.01, 24.812, -0.249)","(482.825, 481.079, 18.734, -37.187)","(510.781, 479.235, 43.437, -33.398)","(534.335, 477.869, -1.76, 50.713)","(563.798, 479.079, 11.55, 55.82)","(593.151, 479.004, -17.311, -53.634)","(617.781, 477.371, -28.784, 32.097)","(642.646, 477.966, 29.893, 20.599)","(664.084, 477.588, -11.756, 19.241)","(688.835, 480.41, 31.04, -60.945)","(718.863, 475.404, -18.163, 5.362)","(738.823, 480.13, 25.372, -22.09)","(751.629, 500.011, 28.82, -39.432)","(771.195, 506.51, -37.886, -34.957)","(784.655, 521.919, 16.782, 5.017)","(789.157, 548.496, 49.016, 36.323)","(788.404, 587.292, -1.736, 73.756)","(783.349, 619.856, 17.355, -1.203)","(785.069, 647.78, -13.161, 11.107)","(755.462, 663.304, -13.673, 33.588)","(714.972, 675.168, -64.416, 52.358)","(672.063, 680.509, -4.97, 21.737)","(639.131, 684.449, -64.837, -38.678)","(601.747, 684.744, -79.578, -29.311)","(560.068, 682.723, -44.048, 40.692)","(515.42, 682.891, 0.646, 45.052)","(474.585, 682.029, -64.648, -49.927)","(433.834, 683.85, -78.938, -12.011)","(389.491, 682.822, -19.123, -17.919)","(346.398, 681.154, -17.313, -36.823)"
22,"(418.764, 372.193, 34.245, -48.118)","(441.782, 364.688, 56.463, 35.047)","(475.366, 359.348, -4.02, -6.311)","(513.841, 350.956, 86.327, -6.08)","(550.16, 348.42, 64.356, -39.344)","(584.502, 338.104, -15.45, -62.433)","(614.048, 324.739, 42.687, -19.017)","(643.63, 310.441, 69.724, -11.717)","(667.033, 297.829, -4.569, -66.042)","(696.982, 280.416, -12.007, -71.051)","(723.937, 258.73, 56.803, -17.214)","(751.553, 248.837, 20.247, 12.215)","(771.724, 234.669, 23.414, -10.187)","(787.558, 221.861, -18.344, -7.807)","(797.162, 201.396, -9.134, -51.442)","(800.734, 175.388, -10.474, -61.42)","(800.354, 133.38, -38.266, -58.212)","(802.694, 105.043, 33.29, 3.186)","(800.268, 79.035, 24.299, -53.838)","(773.707, 59.768, -45.129, -44.029)","(731.69, 61.214, -63.312, 55.915)","(686.221, 63.119, -11.397, 24.442)","(638.676, 64.179, -64.29, 42.18)","(600.333, 65.873, -87.518, 7.677)","(567.537, 72.455, -48.741, -32.861)","(527.489, 78.257, -24.632, -50.401)","(484.475, 88.215, -57.061, -21.342)","(447.036, 87.585, -80.441, 20.275)","(398.995, 93.973, -80.719, 47.664)","(353.955, 92.153, -54.838, 42.892)","(321.701, 92.091, -68.361, 5.329)","(276.394, 96.257, -90.719, -57.769)"
23,"(777.365, 560.275, 21.326, 16.175)","(784.309, 613.56, 0.319, 42.689)","(782.449, 652.563, -79.439, 49.248)","(727.367, 662.742, -74.377, -20.094)","(677.517, 662.844, 6.35, 39.098)","(627.331, 660.177, -32.114, 57.522)","(578.266, 665.34, -90.042, -36.781)","(534.185, 663.644, -39.471, 42.651)","(489.803, 657.488, -79.989, -41.919)","(435.919, 653.16, 10.352, 51.908)","(387.16, 662.79, -86.628, 2.857)","(340.991, 658.051, -21.217, -23.462)","(292.435, 661.391, -33.154, -50.978)","(248.184, 664.553, -24.27, -39.596)","(200.074, 664.711, 1.346, -51.916)","(153.837, 661.255, 11.348, -23.557)","(137.082, 622.382, 29.307, 0.434)","(124.417, 572.827, -37.263, -3.709)","(108.126, 526.82, -41.292, -17.733)","(96.195, 490.103, 15.763, -22.944)","(82.612, 450.924, -59.868, -41.593)","(75.702, 403.244, 39.389, 13.168)","(43.398, 379.665, -71.852, -63.38)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
24,"(553.998, 272.622, 36.144, 2.177)","(594.027, 263.365, 46.259, -5.813)","(627.995, 251.407, 68.479, 50.63)","(662.202, 239.209, -9.714, -45.155)","(704.547, 229.622, 49.92, 12.1)","(741.53, 222.837, 53.965, -46.086)","(774.092, 212.371, -1.536, -3.867)","(789.071, 199.492, 47.349, -29.916)","(795.292, 174.183, -39.862, -62.544)","(801.857, 117.444, 9.081, -48.413)","(788.889, 82.875, 17.527, 11.031)","(738.75, 68.591, -90.389, -38.305)","(681.25, 66.866, -58.244, 9.354)","(633.103, 63.585, -90.049, -9.574)","(593.226, 68.488, -25.098, -14.879)","(550.49, 62.868, -91.313, 0.511)","(514.365, 62.341, -89.376, 0.052)","(472.206, 64.137, -60.321, 33.721)","(434.153, 60.218, -46.978, 16.844)","(402.564, 60.514, 10.802, 7.27)","(360.521, 60.767, -93.805, -0.031)","(318.768, 65.125, -51.32, 22.782)","(282.262, 67.408, -65.266, -6.902)","(242.404, 72.282, -93.334, 44.367)","(203.201, 76.365, -30.912, 5.772)","(172.377, 81.476, -46.134, 30.323)","(135.584, 98.582, -43.885, 80.519)","(120.439, 153.657, 1.828, 50.055)","(115.783, 201.762, 36.991, 17.282)","(103.538, 247.726, -35.277, 42.383)","(97.514, 287.742, 15.981, 73.926)","(87.119, 322.022, 25.276, -24.585)"
25,"(711.986, 203.352, 79.963, -54.726)","(750.689, 190.304, 25.254, 8.107)","(773.808, 187.246, -3.924, -33.773)","(771.914, 129.0, -44.079, -94.675)","(762.712, 85.696, -66.614, -32.418)","(708.322, 81.654, -68.959, 43.476)","(652.743, 82.556, -35.818, 25.308)","(606.899, 85.795, -79.122, 29.75)","(562.64, 86.527, -6.186, 30.063)","(515.018, 80.944, -20.153, 6.393)","(464.185, 80.726, -20.551, 36.334)","(419.864, 78.084, -2.171, 33.371)","(372.363, 80.511, -8.137, -23.488)","(328.664, 84.036, -60.995, 13.824)","(281.797, 78.34, -16.54, 12.185)","(233.005, 81.808, -101.749, -10.62)","(185.924, 82.012, -91.085, 28.443)","(142.073, 86.091, 18.026, 95.985)","(114.866, 128.773, -69.579, 37.515)","(101.626, 172.311, 12.438, 79.715)","(94.634, 218.086, 10.567, 26.209)","(84.217, 269.28, -53.822, 75.722)","(78.419, 311.895, -42.345, 29.039)","(75.982, 351.284, -12.66, 72.038)","(46.208, 368.931, -1.558, 22.826)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
26,"(445.962, 328.252, 38.582, 36.031)","(484.727, 317.932, -10.032, 27.44)","(523.209, 310.213, -9.111, -60.984)","(557.979, 304.583, 55.804, -21.388)","(592.159, 289.28, 17.936, -18.068)","(633.143, 276.921, 56.882, -34.817)","(663.78, 264.983, 80.241, 7.05)","(689.691, 258.914, -8.266, -36.784)","(722.191, 255.466, 47.468, 25.789)","(748.725, 247.351, 58.27, 27.791)","(772.358, 236.398, 55.983, 44.737)","(786.05, 224.288, 38.531, -19.76)","(801.752, 193.668, 25.33, 20.469)","(802.659, 189.632, -23.005, -28.913)","(793.216, 154.368, 51.558, -82.246)","(801.075, 99.236, 51.066, -80.217)","(775.822, 65.059, -55.907, -64.362)","(722.439, 59.135, -6.075, 50.118)","(686.214, 64.27, -17.604, -7.31)","(640.433, 63.221, -23.706, 30.696)","(605.0, 61.041, -74.298, -4.136)","(568.666, 59.808, -45.856, 25.926)","(529.673, 63.209, -3.409, 52.699)","(489.587, 65.042, -70.088, 42.014)","(449.704, 62.894, -68.918, 50.748)","(412.666, 65.697, -29.365, -6.014)","(367.38, 63.068, -73.389, 27.062)","(320.059, 61.696, -45.396, -17.137)","(272.788, 65.201, -77.127, -6.039)","(232.095, 69.855, -29.59, -28.34)","(191.645, 71.29, -45.954, -36.532)","(153.509, 72.912, -33.412, 53.295)"
27,"(491.697, 447.227, 45.459, 26.289)","(529.938, 460.051, 41.81, -2.704)","(569.867, 470.059, 36.78, 19.239)","(607.692, 480.743, 33.868, 6.936)","(642.273, 491.898, 27.329, 19.414)","(675.363, 501.244, 38.693, 11.718)","(708.372, 514.195, 21.711, 6.504)","(736.19, 536.14, 30.004, 14.956)","(758.327, 545.54, -7.398, 3.04)","(779.254, 554.901, 14.426, 5.268)","(799.169, 597.761, 6.339, 52.031)","(805.042, 639.955, -4.661, 35.487)","(798.765, 671.478, -10.541, 23.405)","(765.864, 687.207, -52.246, -6.18)","(721.691, 687.991, -55.351, -13.821)","(676.516, 683.648, -63.929, -9.606)","(628.475, 685.006, -63.45, 15.367)","(585.392, 689.855, -47.955, -2.398)","(546.58, 692.943, -48.395, 1.413)","(507.685, 692.016, -55.226, 11.078)","(464.874, 689.101, -41.756, 2.022)","(423.212, 686.533, -30.559, -7.696)","(382.949, 689.298, -40.623, 9.555)","(340.132, 686.571, -66.808, 38.674)","(298.495, 677.832, -18.928, -3.74)","(255.084, 675.944, -1.414, -27.553)","(215.58, 674.851, -5.125, 30.368)","(181.459, 681.344, -16.552, 28.387)","(137.99, 660.604, -0.85, -70.266)","(110.768, 624.583, 16.195, -58.007)","(97.984, 579.563, -27.095, -57.736)","(79.171, 534.671, -16.16, -80.938)"
28,"(671.164, 468.594, 44.887, 17.761)","(702.558, 487.198, 18.421, 25.211)","(741.542, 510.29, 48.127, 28.175)","(779.745, 531.882, 35.055, 2.404)","(799.008, 562.004, 23.548, 22.755)","(807.162, 606.658, 22.708, 49.055)","(814.79, 649.511, -10.915, 32.414)","(799.252, 673.012, -32.118, 23.222)","(768.504, 688.277, -34.597, 6.314)","(719.31, 688.682, -44.212, -9.365)","(672.592, 683.101, -39.469, 1.445)","(629.916, 682.864, -34.884, -4.066)","(584.497, 680.13, -48.267, 4.053)","(545.859, 680.757, -51.856, 12.429)","(498.232, 680.566, -46.872, 1.087)","(455.21, 682.58, -36.644, 11.779)","(410.568, 682.333, -45.26, -0.983)","(367.165, 682.83, -51.333, 8.717)","(319.996, 679.67, -34.372, -7.872)","(273.372, 677.514, -60.734, 2.376)","(226.732, 673.994, -44.262, -2.9)","(179.933, 672.899, -52.51, -22.92)","(136.689, 652.967, -34.903, -32.298)","(115.426, 611.582, -4.895, -57.839)","(97.6, 567.975, -27.126, -34.105)","(79.302, 521.533, 33.66, -26.649)","(62.176, 481.168, -35.175, -16.645)","(53.328, 444.089, -56.157, -67.245)","(63.476, 409.937, 41.479, -37.469)","(38.131, 381.897, -62.357, -31.738)","(None, None, None, None)","(None, None, None, None)"
29,"(254.525, 335.943, 31.001, 12.936)","(281.406, 334.303, 42.339, -9.772)","(308.376, 332.858, 25.285, -2.385)","(334.255, 332.408, 29.734, -4.811)","(360.71, 331.707, 31.977, -10.539)","(389.49, 326.978, 29.507, -14.22)","(419.678, 323.158, 20.155, -13.875)","(452.046, 319.21, 21.971, 2.916)","(482.387, 311.324, 16.709, 2.424)","(513.926, 300.528, 22.273, -6.177)","(545.882, 291.742, 45.154, -1.126)","(578.24, 282.762, 44.8, 3.237)","(608.469, 275.464, 29.251, -7.091)","(638.99, 266.629, 28.51, -22.088)","(671.406, 258.854, 29.695, 0.457)","(698.696, 257.892, 17.965, -18.812)","(723.027, 258.695, 18.743, -4.947)","(746.326, 251.699, 26.913, -15.12)","(774.503, 233.215, 17.4, -4.017)","(783.515, 220.086, -1.211, 11.538)","(786.266, 211.673, -10.046, -0.623)","(790.454, 194.836, -5.525, -30.788)","(789.311, 174.949, -0.949, -15.871)","(790.958, 149.253, -2.571, -30.195)","(784.976, 115.01, -16.738, -54.389)","(758.873, 95.726, -37.415, 14.744)","(706.123, 111.939, -73.717, 34.681)","(677.918, 111.565, -59.938, -34.038)","(646.966, 113.282, 13.3, -2.793)","(610.238, 112.567, -56.312, -20.416)","(590.592, 113.819, 8.55, 26.275)","(568.137, 113.102, -23.281, -9.208)"
30,"(511.584, 279.439, 39.116, -5.853)","(545.538, 278.021, 38.285, -0.954)","(586.102, 267.802, 46.037, -15.31)","(620.644, 257.283, 37.676, -26.407)","(658.76, 246.715, 32.535, -6.466)","(692.703, 236.471, 49.602, -25.276)","(729.585, 226.831, 26.794, -19.795)","(756.35, 222.556, 43.598, -29.94)","(776.375, 212.702, 6.993, -5.356)","(787.954, 185.188, 9.702, -39.921)","(788.771, 144.924, -12.388, -30.9)","(794.697, 95.368, -11.586, -28.363)","(758.617, 68.515, -61.713, -13.543)","(713.917, 62.456, -31.363, 0.569)","(673.898, 65.059, -25.52, 4.608)","(630.101, 66.845, -48.926, -4.001)","(588.014, 66.81, -39.459, 1.286)","(548.625, 66.57, -43.184, 13.861)","(510.295, 69.832, -33.956, -12.791)","(475.48, 73.252, -29.937, -0.651)","(438.45, 75.967, -30.901, -3.866)","(395.964, 77.35, -51.409, 10.995)","(357.385, 77.491, -47.007, -1.895)","(319.314, 80.55, -31.381, -8.086)","(280.201, 79.634, -44.145, 11.271)","(241.926, 78.36, -24.48, 9.534)","(206.532, 77.263, -24.312, -4.363)","(165.337, 75.154, -94.279, 53.362)","(125.449, 101.518, -29.814, 95.388)","(108.472, 145.83, -21.442, 58.722)","(100.34, 191.255, 29.837, 31.096)","(91.747, 235.909, 3.124, 45.318)"
31,"(537.322, 172.168, 26.351, -24.996)","(557.206, 166.017, 19.125, -5.576)","(575.909, 166.179, 27.814, 5.034)","(585.208, 166.009, 40.128, -0.794)","(585.306, 166.052, 5.829, 2.611)","(591.401, 166.004, 37.31, -2.668)","(598.341, 166.107, 5.308, 2.654)","(601.373, 166.011, 13.004, -8.233)","(603.225, 166.016, 4.436, -0.77)","(608.812, 166.1, 20.285, -1.018)","(611.414, 168.999, 19.781, 7.214)","(614.651, 175.658, -5.387, 11.39)","(641.586, 190.428, 50.37, 0.014)","(679.987, 190.423, 17.627, 6.021)","(702.102, 195.299, 35.834, 10.162)","(728.337, 202.172, 33.664, -6.256)","(750.075, 203.767, 20.358, 12.896)","(771.908, 208.312, 24.834, 8.023)","(780.729, 189.49, 25.142, -22.179)","(793.256, 154.61, 14.952, -27.431)","(793.272, 113.707, -12.591, -35.512)","(784.219, 89.934, -8.238, -4.909)","(752.48, 77.444, -48.287, -6.845)","(714.379, 73.223, -43.276, 0.556)","(677.946, 71.38, -33.999, 9.721)","(638.21, 66.588, -35.413, -20.418)","(594.091, 63.894, -38.676, -4.764)","(555.008, 65.699, -41.682, 19.062)","(518.883, 66.886, -23.021, 2.211)","(481.004, 67.407, -20.417, -15.076)","(439.483, 74.059, -99.096, -52.293)","(401.104, 72.604, -42.602, -38.99)"
32,"(436.492, 252.41, 49.624, -21.82)","(477.564, 242.306, 38.196, -15.149)","(517.014, 235.75, 48.003, -17.249)","(557.665, 235.962, 54.849, -7.544)","(601.53, 237.495, 42.005, -5.608)","(640.854, 233.278, 33.988, -15.323)","(682.992, 228.416, 38.115, -2.861)","(715.393, 222.075, 29.697, 14.738)","(741.699, 220.225, 31.046, -1.054)","(773.135, 212.634, 49.138, -11.763)","(790.39, 178.393, 3.818, -51.975)","(787.098, 133.999, -6.206, -45.831)","(772.931, 93.459, -36.419, 5.214)","(725.723, 98.152, -50.481, -3.603)","(687.781, 106.994, -26.198, 13.646)","(654.624, 113.682, -27.743, 2.901)","(626.938, 113.989, -57.262, 0.994)","(603.31, 113.877, -57.336, -3.814)","(590.172, 113.816, -70.613, -1.854)","(578.872, 113.914, -55.993, 0.529)","(562.291, 113.676, -27.407, -4.619)","(521.185, 103.305, -31.784, -1.112)","(477.537, 100.088, -29.442, -10.618)","(436.738, 99.278, -59.376, -5.069)","(391.232, 99.32, -54.106, 8.188)","(350.971, 98.974, -46.445, 6.026)","(313.795, 100.266, -28.914, -8.609)","(274.385, 98.813, -28.788, -10.101)","(235.679, 96.871, -48.295, 4.212)","(208.351, 94.715, -64.398, -30.157)","(167.042, 92.112, -71.769, -17.452)","(133.804, 108.455, 15.861, 77.337)"
33,"(285.586, 174.014, 39.617, -9.032)","(320.476, 167.775, 18.002, -4.082)","(346.341, 166.059, 51.976, -3.004)","(365.124, 166.002, 50.205, -14.299)","(386.946, 166.26, 48.213, -4.906)","(410.64, 166.02, 29.531, -5.516)","(437.362, 166.369, 24.336, -0.938)","(459.155, 166.261, 20.442, 3.178)","(477.81, 167.086, 26.728, 10.262)","(493.367, 167.522, 21.542, -7.218)","(510.53, 176.757, -3.781, 3.006)","(540.509, 193.149, 50.994, 1.169)","(578.048, 192.367, 46.687, 10.953)","(612.518, 191.058, 42.632, -7.194)","(645.454, 196.723, 18.966, -6.148)","(672.511, 197.469, 10.293, 5.311)","(699.339, 198.419, 23.402, 8.429)","(724.253, 198.336, 36.09, -0.657)","(748.851, 200.851, 2.81, -13.62)","(767.043, 201.546, 12.685, -7.236)","(765.77, 181.926, 6.847, -28.49)","(775.745, 139.834, 10.576, -53.082)","(790.109, 95.216, -17.411, -17.91)","(759.543, 80.103, -36.457, -21.047)","(721.355, 76.803, -47.039, 13.324)","(688.258, 79.695, -27.411, 15.629)","(655.941, 77.58, -39.367, 6.589)","(623.789, 69.215, -41.942, 5.204)","(587.664, 65.147, -26.885, -1.897)","(553.45, 63.032, -38.818, -12.365)","(511.94, 64.08, -77.761, 42.813)","(472.796, 63.988, -16.65, -52.113)"
34,"(645.045, 503.918, 32.266, 20.84)","(688.25, 523.76, 39.344, 5.52)","(725.744, 540.413, 56.967, 20.096)","(765.095, 553.89, 18.436, 0.872)","(773.99, 597.052, 5.439, 42.569)","(775.066, 641.181, -16.123, 43.314)","(756.916, 658.552, -48.189, 4.105)","(705.813, 650.866, -33.991, -25.376)","(664.078, 642.206, -34.598, 6.897)","(621.266, 638.342, -36.43, -6.035)","(576.009, 637.222, -61.918, 5.773)","(535.73, 636.254, -38.272, 2.629)","(514.076, 636.084, -35.401, 0.393)","(491.419, 636.123, -41.292, 7.086)","(469.947, 636.043, -51.127, 0.577)","(424.544, 636.223, -36.68, -2.796)","(395.667, 636.044, -56.246, -11.587)","(367.103, 636.285, -66.676, 11.471)","(331.913, 636.104, -60.365, 6.218)","(296.143, 636.288, -62.567, 13.437)","(254.625, 640.24, -36.243, 20.085)","(218.263, 655.224, -36.539, 15.023)","(176.889, 657.773, -35.787, 4.399)","(137.564, 652.483, -38.194, -48.061)","(118.875, 608.327, -7.784, -54.973)","(110.825, 565.647, 0.541, -55.028)","(101.998, 521.34, 5.248, -33.165)","(95.626, 480.665, -18.895, -39.615)","(91.472, 443.479, -5.295, -50.828)","(85.255, 407.575, -5.512, -26.619)","(59.04, 381.154, -45.119, -31.167)","(None, None, None, None)"
35,"(572.767, 469.137, 21.74, -13.527)","(609.503, 475.536, 39.92, 22.594)","(651.597, 490.878, 49.843, 28.202)","(692.538, 503.184, 42.527, 10.04)","(729.517, 513.35, 39.803, 14.45)","(761.63, 529.088, 31.041, 16.818)","(790.174, 554.459, 28.646, 33.383)","(804.126, 586.408, -1.666, 24.283)","(808.2, 631.111, 4.526, 45.795)","(809.597, 661.843, -1.968, 18.061)","(786.63, 684.689, -37.563, -2.993)","(746.412, 692.202, -54.262, -0.875)","(704.369, 690.816, -39.56, -11.034)","(661.129, 690.224, -32.673, -18.204)","(614.17, 687.814, -50.952, 0.556)","(566.37, 685.8, -25.613, -20.423)","(526.31, 681.81, -35.015, -0.978)","(484.186, 678.463, -45.275, -13.286)","(442.276, 677.247, -54.701, -9.402)","(403.991, 678.36, -37.253, -9.016)","(358.591, 681.144, -50.137, -1.408)","(309.784, 684.123, -26.206, 3.963)","(268.128, 681.392, -30.69, -1.189)","(229.82, 676.791, -49.105, 7.493)","(188.808, 674.294, -34.897, -4.588)","(147.579, 667.019, -57.377, 17.835)","(117.265, 627.212, -37.417, -56.045)","(94.993, 587.443, -14.712, -53.161)","(74.15, 551.524, -5.07, -26.577)","(57.559, 518.36, -7.339, -30.488)","(49.566, 483.105, -18.353, -46.022)","(47.546, 452.043, 4.416, -37.62)"
36,"(483.986, 322.181, 53.156, -9.035)","(525.138, 308.601, 53.187, -12.848)","(563.878, 295.878, 48.81, -7.763)","(599.071, 283.948, 35.441, -11.204)","(638.864, 272.715, 29.958, -4.329)","(677.458, 270.129, 44.434, 0.549)","(710.321, 266.767, 19.232, -21.697)","(740.615, 260.499, 27.19, 6.739)","(766.163, 254.739, 30.39, -13.142)","(787.294, 240.911, 27.571, -6.725)","(797.347, 213.07, 32.488, -56.42)","(813.157, 190.033, 18.027, -32.451)","(819.344, 175.955, 1.094, -11.217)","(818.139, 173.496, -15.458, -18.284)","(812.967, 169.349, -8.173, -5.919)","(799.765, 129.145, -5.076, -31.935)","(801.015, 89.798, 1.646, -30.275)","(790.565, 66.024, -11.328, -26.129)","(760.638, 55.151, -51.387, -2.247)","(716.784, 57.847, -29.765, -5.172)","(675.946, 59.73, -31.367, 7.286)","(633.42, 64.233, -29.516, 9.039)","(595.22, 65.521, -26.964, 0.2)","(562.24, 62.952, -18.046, 5.713)","(528.434, 62.938, -26.186, -14.563)","(490.711, 63.452, -45.426, -4.84)","(451.378, 62.191, -51.211, 9.966)","(410.478, 61.983, -52.06, 16.635)","(369.288, 61.319, -33.413, 15.709)","(329.936, 63.282, -51.429, 2.038)","(292.944, 64.552, -27.821, 17.431)","(254.868, 67.056, -46.513, 16.353)"
37,"(581.596, 332.301, 27.284, -32.564)","(612.827, 315.717, 16.438, -19.003)","(644.871, 302.792, 19.923, -20.654)","(679.205, 289.213, 34.469, 0.29)","(708.206, 275.931, 14.215, 1.047)","(737.197, 266.575, 31.398, -25.24)","(761.951, 256.148, 12.088, 1.502)","(783.99, 240.7, 24.598, -21.015)","(796.922, 218.609, -6.845, -23.109)","(812.975, 190.621, 16.912, -24.992)","(817.161, 176.479, -2.212, -0.242)","(806.13, 144.153, -13.47, -55.37)","(806.192, 100.132, 13.21, -66.1)","(779.331, 70.98, -27.522, -7.459)","(730.522, 64.312, -34.292, 9.692)","(682.984, 64.839, -32.432, 6.479)","(641.783, 64.809, -47.935, 6.809)","(600.437, 65.284, -39.229, 17.168)","(556.738, 67.713, -40.913, -10.015)","(517.516, 70.799, -33.683, -10.109)","(480.409, 77.614, -50.72, 0.045)","(438.729, 80.346, -46.341, -1.71)","(398.677, 81.329, -43.075, -0.925)","(359.152, 80.554, -33.725, 1.188)","(319.266, 81.307, -47.975, 10.417)","(279.756, 82.103, -26.601, -12.996)","(242.782, 83.376, -26.561, -8.698)","(201.634, 85.128, -39.383, 16.979)","(159.456, 80.304, -37.318, -21.6)","(124.336, 106.123, -16.899, 27.779)","(112.128, 148.325, -6.982, 24.615)","(111.088, 191.026, 11.853, 35.364)"
38,"(681.888, 329.287, 4.939, -31.401)","(703.413, 315.4, 23.994, -9.095)","(725.156, 298.009, 24.734, -24.577)","(745.029, 280.762, 16.153, -28.193)","(764.031, 263.367, 27.871, -8.993)","(782.722, 244.28, 18.86, -6.322)","(794.391, 220.413, 21.016, -17.938)","(817.879, 187.059, 16.099, -56.814)","(825.461, 163.935, 0.001, -33.682)","(825.461, 163.935, 0.001, -33.682)","(825.461, 163.935, 0.001, -33.682)","(825.461, 163.935, 0.001, -33.682)","(825.461, 163.935, 0.001, -33.682)","(825.461, 163.935, 0.001, -33.682)","(825.461, 163.935, 0.001, -33.682)","(825.461, 163.935, 0.001, -33.682)","(825.461, 163.935, 0.001, -33.682)","(825.461, 163.935, 0.001, -33.682)","(825.461, 163.935, 0.001, -33.682)","(825.461, 163.935, 0.001, -33.682)","(825.461, 163.935, 0.001, -33.682)","(825.461, 163.935, 0.001, -33.682)","(825.461, 163.935, 0.001, -33.682)","(821.227, 144.898, 4.925, -49.905)","(809.19, 114.163, 3.177, -48.666)","(801.865, 83.073, -24.199, -5.088)","(773.188, 73.498, -27.876, -25.046)","(736.952, 70.194, -23.061, 7.917)","(703.975, 74.436, -40.245, 1.861)","(672.568, 81.862, -34.79, 2.783)","(642.652, 89.916, -22.999, -6.158)","(612.361, 97.421, -41.007, 9.748)"
39,"(439.634, 433.511, 18.709, 13.74)","(468.021, 438.205, 16.933, 3.696)","(499.769, 442.176, 44.855, -1.716)","(529.767, 439.599, 12.238, 11.376)","(558.287, 437.989, 32.109, 8.336)","(590.835, 438.729, 49.215, 10.179)","(626.232, 438.256, 49.23, -11.538)","(658.955, 443.251, 25.385, 23.8)","(686.621, 451.059, 41.007, 14.02)","(712.119, 464.214, 14.324, 19.687)","(737.788, 480.242, 34.398, 9.318)","(761.998, 493.818, 14.002, 20.164)","(781.335, 505.024, 7.622, 2.644)","(788.06, 524.728, 17.292, 39.047)","(797.374, 548.175, 7.24, 32.352)","(797.455, 583.82, 4.809, 21.918)","(802.528, 615.754, 11.351, 15.934)","(804.967, 646.358, -5.043, 24.342)","(777.095, 671.583, -45.298, 21.447)","(730.193, 690.743, -45.156, -13.401)","(685.867, 682.833, -42.112, -7.152)","(644.632, 678.819, -53.084, -9.94)","(599.438, 675.087, -39.26, 1.611)","(558.427, 669.705, -22.484, -4.097)","(519.404, 660.515, -34.309, -23.743)","(482.881, 652.917, -27.404, -6.79)","(447.369, 647.584, -51.129, 1.975)","(410.812, 643.463, -34.364, 2.45)","(375.49, 639.354, -27.675, -7.478)","(337.315, 639.408, -28.153, 7.135)","(302.916, 637.841, -28.843, 2.618)","(269.606, 640.222, -46.754, 13.101)"
40,"(508.82, 409.47, 46.692, 27.096)","(544.51, 414.878, 31.794, 18.818)","(577.251, 425.848, 43.037, 10.747)","(614.198, 446.162, 26.31, 27.355)","(651.337, 460.246, 46.634, 23.375)","(691.039, 475.589, 45.659, 29.534)","(717.963, 489.008, 7.335, 20.898)","(751.651, 512.742, 38.036, 31.392)","(772.893, 523.885, 22.01, -41.095)","(791.564, 528.919, 16.121, 19.052)","(800.992, 551.85, 33.966, 58.743)","(808.543, 591.808, 12.724, 57.263)","(816.315, 631.996, 6.311, 16.717)","(812.76, 666.348, 2.828, 27.06)","(800.531, 685.405, -3.255, 1.553)","(773.814, 691.231, -23.11, 12.306)","(732.299, 687.858, -50.739, -7.988)","(691.066, 685.321, -30.99, -5.19)","(651.882, 683.841, -28.921, -8.963)","(613.53, 684.449, -37.263, 13.361)","(577.098, 684.61, -48.309, -3.732)","(541.114, 684.097, -52.165, 0.283)","(502.048, 683.327, -34.878, 10.999)","(463.44, 683.766, -37.682, -2.462)","(424.406, 682.667, -44.184, 0.796)","(383.261, 682.148, -44.271, 5.895)","(344.043, 680.557, -31.117, 4.383)","(305.512, 679.492, -50.89, 1.287)","(270.669, 679.052, -25.241, 12.243)","(233.726, 678.183, -39.944, -12.092)","(196.231, 683.373, -44.529, 9.032)","(168.315, 679.204, -22.012, -10.49)"
