,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
10,"(492.816, 510.368, 105.62, -19.906)","(542.475, 512.089, 48.248, -8.064)","(588.521, 513.323, 20.017, 44.771)","(627.703, 515.564, 89.488, 38.794)","(671.146, 519.063, 6.575, -20.393)","(712.183, 528.696, 63.991, -0.6)","(745.601, 539.053, 36.997, 5.591)","(775.409, 556.99, 9.893, 105.256)","(777.706, 606.176, -47.387, 13.561)","(768.529, 639.774, 49.057, -5.071)","(751.661, 660.215, -94.124, -49.369)","(702.726, 655.553, 8.838, -5.688)","(665.26, 645.724, 22.926, 37.64)","(614.187, 658.386, -18.96, 43.953)","(566.472, 645.842, -37.776, -15.317)","(521.982, 638.446, -95.446, 10.019)","(486.132, 636.583, 11.404, 3.317)","(457.202, 637.622, -81.834, 14.77)","(423.57, 636.406, -84.689, -63.92)","(390.329, 636.817, -41.43, -16.678)","(355.443, 636.098, -34.001, -32.213)","(320.772, 636.566, -52.169, 25.56)","(290.645, 636.222, 0.799, 6.528)","(262.46, 638.29, 12.618, -41.373)","(237.165, 637.078, 26.531, 28.683)","(222.539, 646.214, 15.259, 45.088)","(188.032, 654.237, -54.3, -1.01)","(149.4, 657.55, -79.861, -33.144)","(133.231, 607.272, 25.291, -58.22)","(126.74, 565.11, -33.292, -67.686)","(118.386, 517.496, 43.161, -47.395)","(112.709, 472.147, -46.948, 1.765)"
11,"(562.784, 235.677, 77.069, -4.264)","(594.372, 226.955, 22.632, -57.543)","(632.458, 219.149, 1.145, 41.316)","(666.121, 203.576, 22.729, 7.939)","(696.244, 191.082, -20.516, 37.663)","(727.113, 198.181, 26.29, -16.831)","(760.762, 193.773, -11.509, -4.102)","(771.619, 177.909, 17.777, -50.76)","(764.55, 129.247, -10.129, -50.523)","(775.197, 95.288, -30.974, -88.027)","(731.33, 90.805, -7.105, -24.712)","(683.822, 99.087, -31.2, 52.4)","(642.735, 110.614, -60.809, 16.003)","(610.741, 111.596, -11.167, -42.114)","(585.221, 113.793, -43.489, 8.781)","(551.9, 105.578, -71.764, -79.136)","(506.956, 98.038, -80.65, -26.935)","(469.81, 99.156, -74.038, -10.403)","(423.882, 97.104, -62.045, -12.938)","(388.607, 95.056, -15.426, 34.976)","(342.59, 99.336, -91.729, 13.338)","(292.654, 95.846, -20.818, 52.095)","(249.453, 95.158, -40.079, 25.14)","(208.059, 92.368, -74.275, -24.073)","(162.265, 89.738, -86.4, 21.125)","(120.182, 120.328, -25.27, 83.38)","(102.318, 155.125, -62.959, 93.603)","(88.215, 199.147, -7.255, 79.839)","(76.919, 240.02, -51.649, 73.581)","(72.163, 286.043, -55.255, -18.44)","(66.483, 316.791, -50.039, 16.916)","(62.967, 354.102, 67.645, 76.349)"
12,"(492.303, 251.27, 86.186, 19.98)","(536.993, 237.332, 31.975, 1.685)","(576.863, 227.621, 50.116, -3.035)","(614.493, 214.952, 57.862, -18.732)","(656.529, 208.754, 77.32, -42.263)","(686.728, 198.841, 11.085, -14.0)","(728.843, 198.027, 76.734, -46.622)","(749.706, 193.698, 39.779, 15.973)","(771.046, 190.203, 50.942, 19.967)","(777.452, 158.86, 61.69, -17.52)","(790.931, 111.526, 26.867, -46.543)","(767.624, 82.698, -86.236, 0.193)","(713.018, 87.157, -96.954, -14.169)","(664.389, 90.289, -84.991, -24.853)","(624.508, 104.62, 2.924, 14.493)","(600.909, 106.366, -55.263, 40.762)","(563.41, 108.127, -18.565, -6.644)","(524.967, 99.019, -100.204, -51.708)","(480.429, 94.948, -42.418, 5.029)","(437.675, 91.565, -29.656, -33.016)","(391.284, 91.129, -47.984, 47.198)","(352.967, 89.783, -56.376, -3.693)","(318.349, 88.396, -76.395, -9.055)","(278.233, 88.047, -60.038, 28.331)","(239.077, 86.043, -38.337, -54.575)","(206.029, 86.888, -2.696, 24.372)","(172.54, 80.523, -76.237, -60.111)","(129.148, 96.801, -20.747, 86.064)","(114.608, 147.717, -48.627, 86.361)","(105.016, 197.357, 33.482, 27.407)","(97.573, 241.004, -9.333, 36.785)","(92.04, 280.969, -50.604, 6.795)"
13,"(235.439, 504.773, -16.783, 35.178)","(264.644, 511.639, -3.562, 25.063)","(289.117, 517.552, 23.028, 31.001)","(320.655, 525.613, 35.288, -14.245)","(356.638, 536.21, 46.472, -24.663)","(389.406, 543.095, 55.765, -11.18)","(418.99, 546.825, 4.872, -0.824)","(449.957, 548.862, -1.211, 5.438)","(482.004, 552.662, 53.415, -46.367)","(514.59, 557.022, 68.637, 15.852)","(545.551, 555.496, -16.566, 49.966)","(572.101, 556.789, 15.417, 32.758)","(603.792, 542.008, -18.99, 42.487)","(637.158, 546.112, 83.857, -23.541)","(673.418, 545.672, 71.997, 12.17)","(700.059, 543.59, 17.029, -47.902)","(724.083, 536.882, 22.768, -50.519)","(744.81, 537.319, 69.644, -39.406)","(760.611, 535.578, 30.862, -61.439)","(772.891, 539.967, -33.663, 66.789)","(780.483, 561.14, 13.128, 11.797)","(785.753, 608.942, -19.075, -17.293)","(791.355, 638.74, 19.072, 58.27)","(773.067, 652.659, -97.079, 48.516)","(737.838, 657.474, -28.973, 13.378)","(692.03, 654.311, -52.505, -4.867)","(657.768, 649.852, 0.207, 9.17)","(616.069, 662.241, -111.103, 38.619)","(566.321, 657.283, -42.606, -4.471)","(529.965, 654.706, -74.095, 51.586)","(489.306, 644.019, -34.805, 50.133)","(451.138, 648.073, -28.008, 49.756)"
14,"(400.847, 338.632, -12.968, -13.394)","(428.527, 323.393, 87.33, -38.679)","(465.016, 319.829, 72.7, -30.573)","(495.361, 311.403, 23.969, -3.161)","(527.115, 304.139, 20.735, 14.878)","(565.295, 295.424, 43.01, -58.78)","(606.854, 281.03, 21.086, 2.649)","(642.385, 269.815, 30.869, 8.791)","(677.106, 256.219, -0.474, 0.877)","(708.475, 240.434, 51.124, -45.646)","(732.762, 222.061, -10.859, -34.398)","(754.758, 214.452, 22.214, -33.904)","(775.801, 202.759, -28.016, -14.744)","(782.696, 157.491, 19.933, -65.325)","(792.688, 109.287, -50.529, -28.901)","(777.968, 78.518, -3.774, -49.151)","(734.688, 62.491, -104.693, -35.473)","(685.41, 73.057, -34.511, 2.235)","(651.402, 82.615, 10.524, 31.583)","(620.919, 86.951, -4.069, -20.458)","(577.497, 76.469, -1.663, -23.782)","(527.226, 69.149, -61.766, 1.865)","(484.062, 64.925, -26.295, 18.735)","(447.516, 63.141, -94.971, -38.277)","(405.25, 61.89, -63.56, -52.963)","(360.993, 65.307, -79.67, -26.966)","(317.773, 66.788, -12.553, 29.283)","(273.31, 65.688, -43.326, 23.512)","(233.264, 66.795, -57.015, 62.64)","(187.047, 69.069, -84.235, -7.266)","(141.726, 75.166, -5.736, 63.552)","(105.906, 108.845, -46.956, 71.559)"
15,"(748.454, 264.901, 33.321, -37.691)","(777.723, 237.142, 52.819, 28.321)","(791.278, 220.451, 43.246, 25.637)","(805.859, 193.443, -27.283, -11.584)","(816.49, 159.797, -10.019, -57.645)","(810.053, 127.257, -49.974, -15.186)","(794.133, 88.542, -28.696, -49.058)","(753.624, 84.474, -56.081, -20.639)","(712.821, 86.738, -44.79, -37.563)","(666.31, 102.656, -8.377, 62.12)","(614.675, 99.567, -18.068, -52.159)","(560.832, 99.301, -39.263, 23.34)","(510.787, 87.497, -21.199, -0.427)","(463.341, 87.058, -14.186, -18.477)","(419.695, 82.552, -16.482, -16.769)","(368.49, 84.145, -42.915, 32.451)","(331.118, 80.071, -38.731, -49.002)","(287.626, 79.676, -89.851, -34.646)","(244.768, 81.366, -30.583, 52.461)","(200.931, 79.166, 1.594, -30.474)","(156.398, 78.703, -27.327, 15.302)","(126.075, 104.411, 10.202, 31.161)","(105.668, 145.48, -34.259, 20.964)","(90.949, 189.506, 36.257, 9.037)","(88.551, 233.793, 49.061, 50.717)","(82.589, 279.437, 28.155, 93.431)","(79.615, 323.135, 38.2, -1.975)","(71.869, 356.503, -7.423, -8.282)","(34.132, 364.966, -93.583, 64.379)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
16,"(693.462, 418.794, 71.722, 37.459)","(712.666, 437.724, 43.082, -6.059)","(733.135, 459.699, -20.96, 25.309)","(750.178, 482.828, -9.245, -28.39)","(768.397, 497.437, 23.702, 60.112)","(790.066, 526.577, -25.891, 78.985)","(809.636, 573.578, -27.79, 24.157)","(811.991, 624.445, -15.186, 12.065)","(800.193, 665.661, -66.512, 37.76)","(767.279, 690.743, -53.264, -44.125)","(726.329, 690.732, -25.87, 16.436)","(674.868, 685.373, -65.459, -21.455)","(627.036, 687.393, -60.671, 51.687)","(583.509, 680.495, -59.988, -3.576)","(544.519, 684.725, -14.689, 51.581)","(508.061, 683.758, -22.921, 13.924)","(465.115, 685.921, -32.519, 39.671)","(422.654, 684.319, -41.281, -44.469)","(376.644, 684.674, -65.062, 50.373)","(338.22, 683.637, 11.317, -9.355)","(296.822, 682.496, -66.008, 55.951)","(256.178, 681.766, -0.604, -21.696)","(215.78, 677.768, -5.828, -57.704)","(175.806, 680.632, 11.766, -43.133)","(132.725, 650.342, -22.382, -91.756)","(106.237, 608.795, -21.301, -48.516)","(86.697, 574.254, -29.481, -30.906)","(60.719, 530.106, -60.081, -93.983)","(52.937, 487.067, 39.542, -57.024)","(47.904, 447.244, 42.965, -51.086)","(47.253, 431.547, 24.554, 17.849)","(60.217, 420.744, 4.778, -70.604)"
17,"(571.181, 518.448, 54.439, 40.889)","(616.203, 532.311, -2.147, -0.939)","(664.364, 544.998, 79.535, 9.525)","(709.444, 555.126, 49.865, 18.524)","(748.263, 553.723, 21.715, -26.776)","(777.71, 568.861, 31.494, 12.545)","(777.8, 610.457, -28.641, 45.193)","(772.295, 644.384, 36.481, 61.342)","(746.859, 656.287, -13.02, -51.142)","(690.85, 643.805, -4.081, -54.373)","(650.673, 640.563, -27.603, 45.9)","(602.505, 638.227, -57.393, 9.625)","(563.715, 643.483, -35.906, 48.374)","(530.433, 636.129, -28.195, -45.518)","(502.18, 636.976, -40.166, 23.592)","(477.786, 637.499, -42.443, 17.26)","(435.404, 636.692, -92.654, 16.692)","(405.043, 637.271, -75.719, 23.563)","(373.163, 640.103, -73.709, -42.452)","(336.448, 641.347, 2.61, -44.765)","(297.282, 639.914, 5.108, -39.525)","(258.285, 641.857, -21.386, 30.295)","(223.028, 649.13, -30.746, 6.83)","(190.325, 651.513, -62.753, -60.594)","(162.993, 654.287, -80.085, 23.645)","(136.956, 628.726, -5.158, -82.173)","(133.638, 579.409, 21.919, -96.837)","(118.086, 536.596, -36.623, -52.015)","(108.254, 489.426, -32.381, -100.82)","(101.247, 449.03, -35.048, -30.082)","(100.05, 410.404, -41.185, 2.523)","(94.052, 386.778, -55.37, -32.326)"
18,"(699.694, 542.05, 68.991, 4.804)","(742.742, 548.763, 42.257, -14.763)","(774.835, 575.589, 39.314, 12.682)","(788.717, 629.253, 36.954, 77.585)","(761.123, 661.471, -76.563, 3.798)","(704.336, 665.679, -39.872, 28.783)","(662.38, 666.359, -6.537, 44.881)","(611.208, 668.787, -93.1, 7.233)","(562.932, 664.635, -68.053, 39.004)","(522.345, 665.054, -0.207, 34.823)","(474.969, 657.105, -14.227, -48.388)","(430.606, 655.72, -62.299, -11.647)","(390.509, 662.72, -9.055, 42.742)","(346.981, 663.661, -42.11, 16.979)","(298.792, 660.848, -45.859, 47.436)","(259.704, 658.36, -45.724, -7.853)","(220.957, 664.89, -12.251, 54.229)","(174.784, 664.237, -38.204, -44.19)","(136.635, 652.591, 22.635, -70.855)","(120.68, 605.704, 0.165, -57.429)","(109.894, 565.728, -50.538, -43.009)","(97.267, 518.007, -11.582, -46.935)","(83.25, 478.343, -20.474, -31.963)","(70.458, 435.242, -14.238, -48.29)","(67.613, 398.618, -8.687, -26.077)","(35.109, 381.366, -54.827, 38.874)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
19,"(656.151, 194.591, 101.041, 18.159)","(696.425, 186.456, 85.466, 46.416)","(736.525, 181.135, 51.697, -55.413)","(767.066, 184.253, -15.299, -31.468)","(775.946, 148.239, -53.937, -36.191)","(775.013, 110.926, 35.328, 19.085)","(747.817, 98.752, -27.492, -35.661)","(684.024, 105.593, -77.337, 49.635)","(638.051, 100.261, 1.834, -48.029)","(589.889, 96.206, -57.463, -2.426)","(546.519, 83.775, -79.147, -22.775)","(493.489, 81.631, -50.991, -51.072)","(443.949, 73.192, -11.393, -34.926)","(399.402, 72.721, -2.918, 33.604)","(356.836, 73.633, -87.355, -36.732)","(308.588, 77.748, -74.399, 31.761)","(265.438, 81.715, -25.286, 41.645)","(214.775, 77.694, -67.94, -45.36)","(173.401, 79.858, -73.409, -49.104)","(133.204, 91.155, -45.24, 58.357)","(112.796, 131.072, -28.922, 89.678)","(101.746, 175.963, -3.773, 54.321)","(90.916, 221.844, 3.475, 83.118)","(83.605, 265.347, 3.192, 44.391)","(85.16, 308.027, -19.335, 59.808)","(82.173, 342.179, 21.469, -9.866)","(50.461, 366.902, -56.861, 45.758)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
20,"(403.892, 242.069, 87.101, -48.858)","(435.347, 230.412, 65.435, -27.795)","(469.689, 221.054, 23.879, 36.404)","(506.027, 219.807, 87.574, -11.9)","(554.01, 216.398, 79.35, -17.207)","(599.761, 215.634, 74.33, 62.852)","(636.929, 217.857, 48.835, 4.468)","(671.27, 208.083, 27.7, -51.286)","(700.695, 214.372, 83.353, 13.224)","(734.841, 207.985, 77.921, 8.367)","(765.837, 207.114, -44.547, 56.66)","(787.543, 181.237, 70.685, -91.654)","(792.115, 127.992, -12.801, -62.577)","(796.385, 91.704, -8.345, -14.667)","(756.48, 78.467, -35.876, -17.819)","(707.798, 90.09, -69.65, 31.257)","(670.46, 103.965, 18.479, 18.631)","(644.98, 113.454, -88.009, 22.261)","(622.685, 112.682, -18.88, -37.319)","(607.121, 113.977, -28.098, 2.349)","(598.658, 113.312, -3.812, -31.671)","(581.446, 113.833, -7.899, 6.18)","(559.975, 113.767, -67.075, -7.212)","(517.343, 105.22, -79.18, -51.704)","(462.471, 97.671, -47.343, -3.02)","(426.01, 99.267, -24.04, 23.641)","(387.879, 94.685, -76.075, 23.375)","(341.685, 90.49, -60.741, 19.519)","(301.848, 84.22, -32.857, -49.202)","(265.521, 83.276, -66.718, 27.669)","(223.979, 83.279, -70.124, 51.109)","(183.718, 83.542, -61.279, 15.708)"
