,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
62,"(388.928, 502.559, 33.431, -3.877)","(416.732, 497.633, 28.689, -4.27)","(444.658, 495.246, 28.758, -4.693)","(475.097, 489.777, 29.187, -11.073)","(505.241, 483.939, 27.147, -3.97)","(531.748, 477.308, 28.397, -2.987)","(558.174, 470.89, 28.188, -6.414)","(582.926, 466.477, 20.195, -7.997)","(607.0, 462.833, 20.897, -2.12)","(629.256, 461.417, 19.507, -1.641)","(648.862, 460.881, 17.378, 3.719)","(668.139, 461.899, 19.324, 3.358)","(686.278, 462.733, 20.801, -1.999)","(702.577, 462.827, 12.199, -1.363)","(715.85, 466.192, 15.151, 7.013)","(727.473, 471.455, 10.043, 8.863)","(738.375, 477.757, 9.75, 1.252)","(745.549, 482.165, 6.259, 4.173)","(753.176, 488.348, 7.383, 7.115)","(760.203, 494.073, 5.04, 4.959)","(767.636, 499.242, 4.612, 5.012)","(775.781, 503.335, 8.315, 6.842)","(785.343, 509.308, 9.915, 4.148)","(793.721, 514.763, 7.694, 6.206)","(801.577, 519.081, 5.123, 7.005)","(807.055, 526.156, 5.146, 5.558)","(806.727, 532.301, -7.08, 6.398)"
63,"(771.668, 564.562, 38.47, -6.964)","(790.365, 594.746, 12.054, 43.451)","(791.66, 635.504, -6.399, 38.497)","(777.543, 659.854, -25.535, 16.101)","(744.473, 671.852, -38.056, 2.588)","(707.259, 671.818, -37.273, -3.897)","(670.949, 672.92, -33.73, -0.914)","(634.63, 676.18, -38.301, 1.905)","(598.611, 675.806, -39.177, -0.562)","(561.663, 673.688, -36.016, -5.397)","(522.856, 672.642, -40.958, -1.441)","(483.872, 671.028, -40.1, -5.017)","(445.401, 668.158, -37.375, -5.351)","(405.286, 664.179, -40.526, -7.09)","(362.867, 658.909, -44.661, -7.134)","(320.236, 653.0, -38.381, -1.963)","(280.683, 648.484, -37.22, -3.42)","(243.441, 643.381, -34.971, -2.787)","(217.627, 641.531, -14.974, 4.554)","(206.005, 643.782, -8.036, -5.226)","(206.006, 644.769, -1.163, 8.365)","(206.006, 644.769, -1.163, 8.365)","(206.057, 644.59, 2.047, -3.413)","(206.002, 644.521, -1.035, -2.355)","(206.002, 644.521, -1.035, -2.355)","(206.002, 644.521, -1.035, -2.355)","(206.027, 643.562, 0.38, -3.774)"
64,"(292.444, 306.213, 24.628, -10.806)","(315.744, 297.34, 22.281, -8.912)","(337.868, 290.593, 17.873, -4.471)","(358.497, 284.972, 22.959, -4.383)","(377.356, 279.442, 17.453, -5.667)","(396.856, 274.682, 23.039, -5.186)","(416.812, 270.608, 16.717, -7.135)","(436.527, 265.623, 18.429, -4.809)","(458.295, 257.772, 22.328, -9.484)","(478.72, 250.286, 17.294, -10.509)","(497.398, 245.057, 16.746, -6.681)","(515.252, 241.777, 17.014, -5.659)","(534.205, 238.12, 22.326, -6.043)","(553.19, 235.479, 19.406, 0.167)","(572.459, 233.521, 18.825, 0.227)","(592.647, 231.091, 20.989, -0.154)","(612.757, 231.273, 16.606, 0.406)","(626.949, 233.257, 13.592, 4.522)","(644.627, 234.566, 20.628, 0.886)","(660.503, 233.352, 17.65, -6.929)","(673.411, 232.366, 13.392, 1.939)","(684.968, 232.13, 11.167, 3.684)","(697.508, 230.495, 7.47, -1.255)","(708.739, 226.338, 19.486, -9.209)","(719.042, 224.023, 7.385, 5.343)","(726.388, 218.677, 3.117, -7.412)","(737.393, 215.577, 13.944, -8.27)"
65,"(660.664, 275.256, 20.104, -19.511)","(681.616, 250.437, 16.001, -31.175)","(710.657, 225.998, 28.742, -18.528)","(738.716, 209.046, 29.859, -10.958)","(770.053, 199.572, 46.118, -1.904)","(786.693, 163.806, 11.593, -41.43)","(789.648, 122.42, 1.572, -30.54)","(782.39, 84.343, -35.25, -32.193)","(746.315, 65.042, -40.972, -5.675)","(706.893, 63.064, -31.515, -0.789)","(675.003, 63.418, -31.162, -1.319)","(640.269, 64.62, -38.329, 3.193)","(600.057, 64.642, -42.463, -0.755)","(557.249, 62.369, -41.623, -5.115)","(518.542, 61.743, -36.462, 2.767)","(481.577, 62.78, -33.398, -1.961)","(446.059, 63.054, -37.224, 1.535)","(409.82, 64.426, -38.808, -0.858)","(370.294, 64.228, -45.037, 2.636)","(328.509, 63.193, -45.969, 0.37)","(287.322, 61.537, -48.718, 1.881)","(244.897, 61.005, -38.532, 3.676)","(213.262, 64.141, -25.206, 2.599)","(186.262, 62.276, -26.993, -1.149)","(158.12, 67.083, -46.975, 13.225)","(117.308, 85.736, -38.586, 26.823)","(84.889, 114.46, -27.28, 32.438)"
66,"(374.084, 437.878, 35.828, -2.338)","(406.656, 427.657, 30.367, -12.479)","(436.582, 418.3, 25.426, -7.137)","(461.734, 412.591, 26.066, -17.318)","(488.614, 403.666, 27.139, -12.283)","(515.588, 393.717, 20.32, -12.513)","(538.7, 384.468, 16.691, -11.08)","(562.1, 377.042, 22.492, -8.355)","(584.366, 371.438, 23.339, -9.18)","(603.32, 365.236, 21.544, -5.561)","(620.803, 359.671, 14.865, -5.571)","(636.223, 352.322, 14.512, -5.961)","(650.997, 342.877, 15.79, -13.387)","(666.901, 333.665, 18.317, -9.369)","(682.78, 324.907, 16.802, -10.431)","(699.853, 315.111, 19.399, -8.961)","(715.868, 307.537, 15.49, -7.678)","(728.72, 300.835, 16.181, -4.401)","(738.111, 297.504, 1.531, -1.145)","(747.198, 294.423, 4.006, -0.354)","(755.255, 291.704, 14.208, -5.954)","(763.817, 285.24, 12.127, -13.988)","(769.429, 276.345, 9.718, -16.409)","(772.926, 268.18, 0.313, -4.79)","(775.697, 263.913, -2.319, -1.247)","(781.666, 257.354, 15.995, -21.992)","(786.14, 247.449, 13.513, -27.02)"
67,"(227.718, 429.961, 3.541, -6.656)","(236.358, 424.395, 9.572, -4.141)","(252.145, 421.281, 13.565, -1.401)","(268.586, 416.662, 16.039, -3.44)","(286.502, 410.211, 16.135, -3.752)","(303.984, 404.216, 16.615, -4.56)","(321.095, 399.182, 18.306, -6.389)","(338.613, 393.413, 15.375, -8.97)","(355.918, 387.677, 19.815, -8.532)","(373.557, 381.698, 18.354, -6.629)","(392.339, 375.178, 20.585, -6.54)","(411.402, 368.758, 20.733, -5.68)","(428.952, 362.443, 14.524, -7.619)","(446.026, 356.119, 17.437, -8.93)","(463.249, 349.719, 19.221, -6.479)","(480.548, 343.151, 16.271, -5.664)","(497.326, 337.38, 14.362, -4.187)","(513.286, 330.582, 14.305, -4.981)","(528.731, 324.825, 13.534, -4.49)","(543.945, 318.498, 18.376, -7.22)","(558.593, 312.14, 13.549, -3.684)","(572.794, 305.749, 14.439, -3.204)","(586.288, 299.257, 14.294, -7.816)","(599.451, 294.421, 10.27, -7.046)","(611.233, 290.664, 10.844, -1.449)","(622.863, 286.385, 8.324, -1.937)","(634.462, 282.136, 10.123, -2.927)"
68,"(508.961, 250.068, 21.312, -3.368)","(531.581, 243.24, 26.255, -8.257)","(556.412, 232.911, 24.355, -8.042)","(578.701, 220.562, 16.505, -11.8)","(599.237, 209.578, 19.922, -10.022)","(618.632, 207.309, 18.9, 3.344)","(640.445, 207.986, 25.801, 1.542)","(662.13, 209.449, 20.843, -3.779)","(685.212, 205.848, 14.665, -14.557)","(701.078, 199.486, 15.678, -11.012)","(720.951, 189.529, 20.19, -9.0)","(744.761, 193.146, 35.49, -13.27)","(765.441, 188.192, 18.666, -17.05)","(773.901, 176.733, -0.818, -5.571)","(772.686, 170.37, 22.399, -9.364)","(783.61, 164.591, -10.235, -0.904)","(776.304, 152.019, -15.0, -24.314)","(761.613, 151.613, -9.113, 1.967)","(756.77, 158.049, -5.205, 8.849)","(756.431, 159.673, -0.229, -11.715)","(756.024, 157.249, -2.937, -13.383)","(756.024, 157.249, -2.937, -13.383)","(756.339, 156.73, -0.236, -5.369)","(761.779, 155.831, 7.881, -2.256)","(762.691, 154.515, -7.341, 6.301)","(757.011, 156.2, -6.589, 9.496)","(759.993, 159.803, 5.683, -1.135)"
69,"(225.129, 185.526, 12.771, -6.433)","(242.854, 180.981, 23.26, -2.988)","(265.972, 178.079, 26.439, -4.061)","(289.52, 175.972, 22.188, 1.025)","(313.492, 174.148, 20.989, -4.33)","(337.6, 172.749, 24.848, -1.942)","(362.466, 172.04, 21.769, -2.708)","(387.751, 171.891, 24.524, 1.89)","(413.178, 171.955, 22.802, 0.754)","(437.9, 171.213, 25.973, -0.874)","(462.617, 173.032, 26.458, 2.891)","(486.965, 173.755, 24.34, -0.572)","(509.109, 175.724, 24.288, 2.853)","(532.163, 178.984, 21.799, 3.522)","(553.471, 179.419, 18.75, -0.982)","(570.156, 182.26, 11.681, 5.565)","(584.194, 185.246, 23.058, 4.592)","(600.056, 188.053, 13.309, 4.256)","(612.444, 187.94, 10.333, -3.443)","(627.999, 187.784, 16.455, 2.615)","(642.785, 187.398, 11.401, -2.047)","(654.41, 186.89, 11.954, -2.227)","(666.97, 184.521, 13.612, -8.932)","(679.364, 182.628, 6.573, 4.255)","(688.827, 182.294, 10.985, -2.605)","(696.261, 182.925, 5.928, 2.163)","(703.316, 187.626, 6.914, 3.541)"
70,"(658.996, 583.846, 40.227, 14.798)","(658.996, 583.846, 40.227, 14.798)","(660.134, 583.996, 68.311, 8.999)","(660.134, 583.996, 68.311, 8.999)","(660.134, 583.996, 68.311, 8.999)","(660.134, 583.996, 68.311, 8.999)","(660.134, 583.996, 68.311, 8.999)","(660.134, 583.996, 68.311, 8.999)","(677.085, 583.983, 23.511, -0.539)","(677.497, 583.978, 24.768, -0.286)","(677.497, 583.978, 24.768, -0.286)","(688.935, 582.707, 18.015, -3.649)","(705.329, 580.956, 10.937, -0.737)","(715.61, 581.36, 7.48, 1.623)","(721.229, 583.969, 15.56, 0.894)","(726.14, 583.978, 10.431, 1.35)","(726.361, 583.994, 13.241, 0.959)","(727.227, 583.992, 14.977, 2.128)","(732.509, 583.989, 2.38, 1.473)","(737.32, 583.859, -0.306, 1.973)","(743.397, 575.212, 18.569, -9.667)","(754.551, 574.401, 7.646, 2.336)","(764.64, 573.499, 10.86, 1.551)","(772.817, 572.202, 8.447, 0.861)","(777.978, 568.823, 5.825, -10.348)","(779.47, 590.628, -4.808, 23.89)","(778.329, 613.777, 0.838, 21.478)"
71,"(616.618, 558.876, 12.507, 3.257)","(618.343, 561.067, -1.574, 2.036)","(623.82, 553.61, 9.806, -15.948)","(641.373, 541.096, 23.743, -8.442)","(669.494, 534.231, 31.201, 5.664)","(695.824, 540.257, 31.685, 13.837)","(714.08, 553.602, 5.885, 22.086)","(716.176, 570.6, 7.179, 7.021)","(726.148, 573.892, 9.739, 6.713)","(738.764, 581.494, 0.03, 13.849)","(740.963, 583.989, 3.305, 0.236)","(741.013, 583.992, 3.0, 0.174)","(750.411, 582.431, 7.573, -4.145)","(756.253, 581.46, 11.446, -9.538)","(764.508, 578.668, 2.973, 11.076)","(765.674, 576.823, 8.871, -9.509)","(772.847, 570.479, 14.118, -5.469)","(783.428, 577.082, -3.211, 23.763)","(776.199, 580.856, 2.097, -8.425)","(792.753, 575.735, 19.867, -12.787)","(800.449, 579.896, -1.551, 13.764)","(798.046, 603.042, -2.762, 28.022)","(798.917, 631.365, -1.483, 30.632)","(792.84, 654.8, -20.029, 4.482)","(772.67, 659.338, -19.272, 2.332)","(749.557, 663.768, -23.8, 6.13)","(724.568, 666.232, -28.825, 3.64)"
72,"(530.311, 549.934, 25.717, 14.824)","(557.423, 558.469, 27.446, 2.146)","(583.043, 565.194, 20.956, 11.679)","(602.21, 576.626, 10.026, 8.432)","(609.332, 583.866, 10.412, 16.354)","(609.332, 583.866, 10.412, 16.354)","(609.332, 583.866, 10.412, 16.354)","(609.332, 583.866, 10.412, 16.354)","(609.332, 583.866, 10.412, 16.354)","(618.629, 583.367, 17.905, -2.527)","(632.898, 583.472, 11.238, -4.165)","(646.73, 583.768, 10.849, 2.493)","(653.812, 583.999, 21.271, 1.259)","(653.812, 583.999, 21.271, 1.259)","(660.993, 582.666, 9.451, -1.544)","(670.478, 577.127, 10.752, -5.692)","(678.173, 568.609, 9.255, -10.969)","(687.399, 559.243, 13.282, -5.53)","(698.259, 552.382, 11.702, -10.85)","(710.259, 546.763, 8.753, -8.265)","(724.357, 540.443, 13.448, -3.967)","(735.965, 537.94, 8.52, -3.809)","(746.342, 537.079, 7.496, 0.999)","(755.106, 536.243, 5.61, 0.225)","(762.833, 534.503, 4.156, -4.336)","(771.274, 536.628, 12.578, 10.347)","(772.177, 555.832, -0.307, 27.646)"
73,"(657.481, 495.15, 23.749, -8.629)","(680.771, 487.727, 27.499, -16.202)","(705.336, 479.565, 27.678, -6.912)","(727.871, 476.854, 21.166, -0.088)","(749.688, 480.527, 20.084, 5.78)","(772.546, 484.798, 20.057, 4.67)","(791.61, 491.311, 15.323, 6.215)","(803.649, 494.378, 4.703, 6.946)","(806.863, 500.762, 1.964, 4.765)","(811.371, 505.518, 3.671, 5.201)","(813.724, 509.344, 1.47, 3.489)","(817.38, 515.199, 3.122, 3.132)","(820.464, 518.839, -3.803, -0.917)","(818.721, 522.51, 1.682, 5.724)","(820.528, 526.821, 0.103, 0.278)","(821.392, 526.898, -0.452, -5.297)","(818.665, 526.447, -4.06, -2.223)","(818.352, 526.574, -3.488, -3.835)","(814.891, 527.283, -2.58, 4.576)","(811.054, 530.437, -3.094, 3.798)","(806.507, 532.882, -6.075, 6.824)","(810.206, 545.674, 7.177, 16.273)","(816.338, 561.483, 0.861, 14.424)","(815.896, 574.188, -4.29, 12.612)","(806.953, 598.24, -12.549, 43.975)","(803.692, 634.26, -1.582, 32.817)","(797.832, 657.814, -16.338, 7.726)"
74,"(573.892, 193.532, 31.619, -11.127)","(607.192, 186.47, 34.296, -5.655)","(642.124, 179.471, 37.077, -6.345)","(673.693, 169.3, 30.07, -12.077)","(681.366, 166.037, 21.794, -8.839)","(681.366, 166.037, 21.794, -8.839)","(681.366, 166.037, 21.794, -8.839)","(681.366, 166.037, 21.794, -8.839)","(681.366, 166.037, 21.794, -8.839)","(681.366, 166.037, 21.794, -8.839)","(681.366, 166.037, 21.794, -8.839)","(682.709, 166.0, 80.605, -2.21)","(682.709, 166.0, 80.605, -2.21)","(682.709, 166.0, 80.605, -2.21)","(682.709, 166.0, 80.605, -2.21)","(682.709, 166.0, 80.605, -2.21)","(682.709, 166.0, 80.605, -2.21)","(682.709, 166.0, 80.605, -2.21)","(682.709, 166.0, 80.605, -2.21)","(690.062, 166.829, 13.074, 1.212)","(694.968, 166.003, 2.62, -7.529)","(698.302, 166.973, 17.943, 7.366)","(710.067, 167.733, 7.635, -0.505)","(717.357, 166.005, 14.116, -0.108)","(717.357, 166.005, 14.116, -0.108)","(717.357, 166.005, 14.116, -0.108)","(717.357, 166.005, 14.116, -0.108)"
75,"(273.181, 398.152, 18.005, -10.951)","(289.992, 388.435, 20.034, -7.56)","(310.06, 382.262, 17.205, -8.279)","(330.084, 376.466, 21.673, -3.704)","(351.091, 370.667, 25.839, -2.359)","(373.656, 366.837, 18.954, -3.489)","(395.41, 363.713, 19.794, -3.979)","(417.041, 358.296, 25.215, -7.656)","(439.834, 351.706, 27.469, -2.203)","(463.75, 345.811, 21.696, -6.436)","(485.986, 338.958, 19.445, -5.51)","(505.273, 334.908, 15.267, -1.702)","(522.527, 330.44, 15.734, -3.683)","(538.969, 326.387, 19.52, -2.957)","(554.885, 322.61, 12.211, -2.632)","(570.397, 319.004, 14.458, -6.512)","(585.226, 315.639, 14.21, -5.412)","(599.756, 312.883, 12.173, 0.391)","(614.016, 309.802, 16.917, -3.99)","(627.966, 305.97, 10.03, -1.3)","(640.838, 302.965, 11.049, -4.387)","(652.999, 300.501, 13.244, -0.697)","(664.531, 297.971, 8.743, -4.405)","(675.975, 295.027, 15.267, -6.184)","(686.91, 292.119, 14.975, -4.483)","(698.031, 287.996, 12.261, -6.424)","(708.657, 283.925, 9.395, -6.713)"
76,"(341.198, 432.087, 37.885, 0.516)","(371.108, 431.296, 27.994, -7.697)","(397.194, 424.283, 23.179, -7.861)","(421.159, 417.474, 24.514, -7.732)","(445.176, 413.028, 25.03, -5.88)","(467.365, 411.618, 22.72, -3.985)","(483.504, 407.294, 14.857, -2.988)","(500.127, 401.441, 12.885, -8.407)","(516.585, 395.157, 18.453, -8.746)","(532.428, 388.702, 19.234, -10.152)","(548.852, 381.716, 17.849, -11.247)","(566.403, 372.111, 14.661, -12.952)","(584.425, 362.481, 18.048, -10.63)","(601.983, 354.906, 19.389, -8.844)","(619.534, 347.411, 19.768, -6.773)","(636.451, 340.703, 17.896, -3.894)","(652.625, 334.33, 16.485, -8.174)","(667.494, 329.155, 12.37, -1.675)","(681.345, 324.507, 11.668, -2.515)","(693.511, 319.899, 8.557, -4.673)","(704.716, 316.295, 11.199, -5.328)","(717.269, 313.314, 11.466, -0.361)","(729.189, 310.381, 13.202, -2.197)","(738.009, 306.992, 5.833, -5.428)","(744.669, 302.633, 7.676, -5.706)","(751.59, 299.325, 4.89, -5.135)","(759.607, 296.656, 7.862, -2.688)"
77,"(656.872, 391.184, 20.267, -20.667)","(673.269, 369.1, 12.599, -24.828)","(688.62, 347.33, 13.64, -20.386)","(703.69, 330.756, 21.037, -24.536)","(718.754, 312.01, 3.142, -16.928)","(729.263, 298.962, 7.196, -12.954)","(738.113, 287.449, 9.217, -14.962)","(744.704, 276.063, 17.036, -12.585)","(754.792, 266.442, 9.608, -10.382)","(765.744, 263.774, 10.901, 1.133)","(780.396, 255.941, 13.719, -7.895)","(793.089, 252.857, 7.64, -1.524)","(803.359, 249.009, 8.96, -5.815)","(813.427, 245.144, 8.771, -8.56)","(822.34, 236.145, 7.01, 5.261)","(827.443, 226.352, 4.548, -10.688)","(827.417, 221.263, -3.379, -4.12)","(825.442, 217.157, -7.15, -7.6)","(821.894, 210.288, 2.988, -14.576)","(821.09, 211.38, -9.639, -0.984)","(810.323, 208.751, -18.061, -2.373)","(807.294, 193.657, -2.519, -27.46)","(801.225, 181.2, 3.416, 6.556)","(801.605, 172.501, -1.551, -1.683)","(799.446, 143.985, -5.075, -32.435)","(801.834, 117.824, 4.902, -15.121)","(805.395, 94.224, 1.115, -19.222)"
78,"(585.471, 457.451, 21.721, -19.766)","(604.487, 441.623, 18.937, -17.045)","(620.368, 429.861, 14.649, -9.596)","(638.817, 416.205, 20.648, -15.701)","(656.56, 400.841, 12.171, -10.637)","(669.793, 394.869, 10.143, -4.878)","(683.935, 387.942, 14.838, -9.968)","(698.827, 378.7, 16.95, -11.41)","(714.66, 370.475, 14.961, -11.272)","(729.28, 362.73, 12.906, -10.497)","(742.835, 355.571, 14.862, -4.316)","(753.681, 348.48, 6.162, -7.274)","(761.708, 341.69, 6.396, -7.367)","(769.528, 335.114, 6.688, -8.165)","(775.506, 330.762, 4.139, -3.592)","(781.799, 324.637, 4.119, -6.205)","(788.575, 318.606, 10.072, -8.671)","(794.858, 313.158, 4.107, -5.539)","(800.285, 307.819, 9.302, -4.405)","(806.239, 301.604, 7.056, -6.604)","(811.22, 296.534, 2.801, -4.897)","(815.196, 291.056, 1.904, -8.003)","(817.752, 287.513, -1.005, -1.067)","(817.968, 285.707, -0.813, -4.314)","(819.668, 282.421, 4.634, -4.213)","(822.631, 275.405, 3.754, -11.086)","(824.937, 265.816, -1.28, -11.714)"
79,"(563.507, 277.067, 36.332, -6.761)","(590.736, 260.454, 23.818, -15.933)","(613.927, 248.743, 23.529, -14.488)","(634.675, 237.281, 19.356, -12.404)","(653.557, 221.618, 16.995, -20.854)","(670.369, 211.602, 14.235, -1.993)","(688.385, 211.654, 20.062, 1.104)","(708.207, 205.459, 19.627, -9.19)","(721.565, 188.852, 15.001, -21.336)","(730.421, 176.629, 1.88, -12.634)","(732.008, 166.318, -1.112, -21.393)","(732.008, 166.318, -1.112, -21.393)","(731.956, 166.0, -3.131, -19.055)","(731.956, 166.0, -3.131, -19.055)","(731.956, 166.0, -3.131, -19.055)","(731.956, 166.0, -3.131, -19.055)","(731.956, 166.0, -3.131, -19.055)","(731.699, 166.009, -10.108, -7.75)","(730.178, 166.766, 5.0, -3.903)","(732.228, 168.364, -9.08, 9.491)","(738.992, 178.757, -11.535, 3.179)","(745.528, 183.773, 3.006, 7.507)","(753.908, 185.855, -3.591, -6.36)","(758.314, 185.328, -7.533, -1.131)","(756.612, 191.727, 2.0, 20.591)","(763.279, 195.066, 3.329, -4.789)","(764.859, 194.268, 11.968, 4.068)"
80,"(231.712, 554.003, 10.74, -0.489)","(244.652, 553.293, 13.297, 0.308)","(261.483, 549.359, 15.202, -1.39)","(280.418, 544.966, 20.315, -3.862)","(300.511, 541.464, 18.659, -5.343)","(322.97, 538.74, 26.437, 0.464)","(346.241, 537.174, 21.339, -4.788)","(369.234, 535.9, 20.357, 1.462)","(392.476, 534.224, 26.676, 2.203)","(415.992, 533.307, 20.121, 1.424)","(438.841, 532.465, 19.658, -0.027)","(461.637, 531.843, 21.167, 2.234)","(484.585, 531.25, 21.651, 2.117)","(507.527, 531.049, 21.411, -0.927)","(530.69, 531.236, 20.457, 1.259)","(553.667, 531.344, 22.422, 1.893)","(576.904, 532.052, 23.503, -0.182)","(598.853, 533.291, 20.646, 2.301)","(618.617, 534.608, 18.727, 4.655)","(637.259, 536.015, 21.127, 3.3)","(654.887, 537.002, 13.976, 2.477)","(669.921, 537.599, 17.883, -1.938)","(684.413, 536.793, 15.542, -0.176)","(697.024, 538.337, 11.474, 0.989)","(706.303, 540.548, 11.332, 2.262)","(715.841, 542.548, 6.071, -1.589)","(724.128, 542.332, 5.688, -0.623)"
