,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
35,"(748.292, 446.989, 41.622, 19.353)","(776.211, 466.712, 17.103, 11.204)","(796.355, 484.416, 18.345, 13.806)","(808.69, 500.564, 14.197, 26.857)","(819.063, 512.16, 7.705, 23.48)","(822.08, 522.213, 18.069, 6.363)","(824.786, 533.485, 7.414, 10.957)","(818.824, 535.934, 5.703, -0.98)","(810.295, 545.595, -1.769, 31.649)","(813.94, 580.633, -3.897, 43.667)","(805.929, 619.074, 3.967, 20.309)","(807.358, 644.632, 1.327, 30.474)","(794.614, 663.81, 3.639, 17.761)","(782.711, 672.367, -17.193, 5.342)","(759.356, 694.884, -34.456, 11.548)","(711.086, 694.362, -55.174, 10.652)","(666.54, 691.911, -39.708, 7.077)","(624.526, 691.976, -48.616, 5.91)","(582.936, 689.974, -43.108, -10.765)","(539.957, 689.899, -50.889, 6.425)","(489.02, 688.952, -36.561, -3.186)","(441.796, 685.34, -50.356, -2.413)","(399.947, 681.036, -39.426, 10.802)","(357.32, 676.395, -30.913, 1.195)","(310.43, 677.132, -47.044, 16.919)","(269.719, 676.654, -47.435, 3.595)","(231.668, 674.202, -23.567, -17.566)","(190.08, 676.163, -44.438, 9.582)","(145.019, 669.039, -26.582, -34.261)","(114.291, 633.77, -7.613, -48.996)","(90.413, 594.667, 12.291, -70.849)","(77.139, 558.944, -61.42, -4.304)","(55.057, 519.932, 35.113, -86.458)","(46.105, 482.136, -32.826, -53.454)","(46.909, 446.555, -21.612, -57.326)","(47.423, 427.925, -24.74, 41.208)","(55.883, 399.231, 6.409, 2.288)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
36,"(605.772, 305.894, 32.956, -24.365)","(639.339, 295.32, 34.527, 2.466)","(675.001, 284.068, 32.785, 1.891)","(701.675, 274.157, 25.798, -13.979)","(726.543, 262.838, 19.586, -22.673)","(749.167, 251.327, 22.457, -17.795)","(772.148, 242.339, 14.897, 1.642)","(793.501, 230.697, 26.953, -23.776)","(804.049, 215.404, 19.737, -15.54)","(819.657, 192.526, 3.204, -31.859)","(819.869, 176.101, -12.808, -21.727)","(813.467, 141.632, 1.854, -58.1)","(808.687, 95.042, 0.944, -59.667)","(792.018, 65.479, -40.435, -44.933)","(754.36, 54.354, -39.301, 11.878)","(703.459, 57.764, -37.349, 16.682)","(658.208, 59.384, -50.207, 3.439)","(612.469, 58.294, -37.397, 8.846)","(564.104, 61.177, -58.116, 2.27)","(521.435, 66.26, -58.934, -6.874)","(478.169, 71.293, -39.744, 19.097)","(436.307, 72.461, -41.894, -17.946)","(395.489, 69.458, -26.509, -17.235)","(351.658, 66.058, -60.887, 4.749)","(306.556, 63.806, -55.286, 7.221)","(254.771, 66.654, -64.078, -3.972)","(205.661, 73.82, -47.898, 12.085)","(161.456, 75.187, -52.559, 1.284)","(126.717, 100.806, -33.585, 48.186)","(106.359, 144.162, 1.718, 58.59)","(91.741, 186.932, -8.428, 86.072)","(83.682, 233.826, -37.734, 10.629)","(85.207, 273.388, -55.925, 44.506)","(84.576, 308.747, -39.776, 29.416)","(79.792, 334.198, -34.571, 28.876)","(79.454, 360.702, 14.931, 62.758)","(46.604, 370.134, -95.297, -30.273)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
37,"(542.303, 255.214, 34.543, -3.941)","(575.541, 243.084, 16.553, -13.548)","(606.5, 232.319, 21.741, 1.174)","(637.111, 220.239, 20.659, -12.46)","(667.241, 213.46, 34.936, -11.676)","(695.215, 210.949, 28.738, -4.069)","(721.962, 207.369, 43.304, -19.199)","(741.948, 196.475, 15.428, -20.084)","(757.245, 187.902, -1.177, -2.956)","(775.612, 185.518, 7.125, -2.901)","(782.436, 131.753, 27.768, -62.355)","(787.039, 94.088, -23.311, -20.168)","(745.835, 82.517, -63.251, -0.392)","(705.295, 97.946, -26.657, 28.511)","(669.554, 110.749, -38.348, 22.47)","(645.827, 113.915, -40.26, -2.508)","(629.46, 113.965, -57.796, 0.554)","(628.457, 113.985, -60.157, 1.168)","(628.457, 113.985, -60.157, 1.168)","(622.758, 113.95, -57.517, 1.416)","(619.138, 113.973, -41.723, 0.254)","(617.86, 113.993, -29.881, 2.623)","(616.408, 113.998, -56.611, 0.565)","(616.408, 113.998, -56.611, 0.565)","(610.547, 113.995, -50.948, 1.738)","(604.15, 113.985, -28.658, 0.406)","(594.328, 113.956, -44.383, -0.701)","(584.14, 113.937, -44.67, -0.539)","(565.065, 113.013, -25.203, -10.129)","(531.467, 100.656, -37.94, 7.534)","(486.403, 95.954, -45.963, 7.216)","(440.707, 93.524, -66.231, 17.373)","(386.813, 90.852, -24.571, -53.953)","(341.681, 85.971, -97.952, -42.63)","(302.514, 86.713, -53.994, 10.642)","(264.89, 86.927, 0.36, -22.648)","(223.397, 81.45, -67.152, -37.938)","(190.781, 87.386, -44.207, 14.619)","(151.462, 79.761, -40.682, 33.171)","(115.676, 105.525, -60.023, -14.033)"
38,"(259.695, 241.197, 34.198, -9.127)","(289.282, 228.653, 28.173, -6.351)","(321.456, 221.272, 20.564, -21.267)","(355.831, 215.488, 38.108, -14.681)","(384.226, 217.779, 38.426, -5.902)","(413.798, 222.845, 30.904, 18.529)","(444.865, 224.108, 14.608, -4.747)","(476.391, 226.518, 32.706, -9.177)","(504.91, 226.418, 35.638, -7.781)","(533.622, 226.518, 23.809, -12.233)","(565.542, 226.425, 29.905, -17.806)","(598.89, 222.679, 43.404, 13.774)","(628.474, 220.65, 22.949, 10.232)","(658.452, 214.246, 20.547, -11.533)","(681.915, 210.204, 27.809, 0.439)","(707.778, 209.665, 17.771, 5.766)","(734.593, 207.322, 33.155, -10.462)","(753.046, 202.061, 18.535, -6.629)","(768.146, 192.002, -18.302, -39.486)","(759.841, 154.031, 3.124, -36.456)","(757.028, 126.294, -5.145, -24.572)","(758.656, 114.503, 9.809, -16.992)","(760.589, 102.781, 18.006, 4.861)","(767.647, 91.425, -45.517, -6.961)","(721.706, 100.928, -26.852, -3.862)","(691.237, 78.283, -43.689, -25.674)","(650.513, 67.818, -28.794, 10.714)","(612.442, 67.463, -34.371, 12.949)","(575.743, 67.725, -32.356, -0.021)","(540.856, 64.197, -41.653, -8.463)","(505.544, 62.207, -39.902, 15.344)","(470.874, 64.448, -21.19, -9.818)","(431.074, 70.203, -30.301, 8.389)","(385.386, 70.625, 10.027, -32.401)","(343.71, 71.512, -8.31, 48.655)","(302.255, 71.427, -34.308, -45.409)","(266.842, 71.076, -20.657, 11.431)","(231.531, 80.097, -58.48, -6.534)","(192.788, 78.472, 14.882, 52.459)","(153.718, 77.987, -100.036, 26.767)"
39,"(334.767, 233.347, 28.814, 9.977)","(367.571, 227.298, 50.774, 1.306)","(405.0, 223.423, 36.418, -4.187)","(442.673, 223.577, 55.947, 0.36)","(476.592, 215.408, 22.399, -2.48)","(511.99, 215.482, 31.287, 19.665)","(546.072, 222.564, 45.956, 7.572)","(581.848, 219.36, 20.371, -14.782)","(608.711, 223.608, 20.59, 2.455)","(641.257, 219.362, 16.408, -3.629)","(670.052, 209.62, 23.972, -6.258)","(698.299, 211.479, 22.608, 8.962)","(725.493, 200.015, 13.915, -16.849)","(745.727, 192.869, 38.999, 14.011)","(772.084, 189.337, 27.48, -30.227)","(775.411, 151.793, 11.525, -11.748)","(790.357, 121.992, 4.254, -39.628)","(772.568, 86.868, -38.197, -29.909)","(737.303, 75.119, -20.127, -14.446)","(710.327, 62.037, -62.663, -12.388)","(663.422, 56.78, -58.981, -6.557)","(620.961, 50.79, -46.786, -4.395)","(587.602, 54.88, -41.25, -1.128)","(556.737, 58.189, -27.13, -8.645)","(518.96, 61.439, -31.612, 12.015)","(481.387, 61.992, -45.057, 5.483)","(445.042, 62.527, -44.969, -17.582)","(406.254, 62.59, -25.143, -10.876)","(364.907, 62.146, -45.96, -17.173)","(325.691, 60.06, -38.898, -13.323)","(287.119, 60.251, -44.805, 8.409)","(252.174, 63.384, -26.03, -5.879)","(222.292, 67.055, -29.848, -11.72)","(191.877, 63.518, -23.352, 41.021)","(151.117, 70.478, -43.387, 57.007)","(110.086, 105.866, -37.509, -20.852)","(82.889, 137.504, -51.912, 32.119)","(68.605, 164.723, 15.19, 26.687)","(62.512, 206.182, -39.162, 13.493)","(60.076, 248.751, 7.172, 6.205)"
40,"(367.304, 455.784, 22.5, 14.799)","(401.621, 455.97, 52.136, 5.483)","(439.616, 456.964, 43.692, -7.182)","(474.002, 456.155, 37.91, 7.86)","(506.689, 453.591, 25.511, 4.89)","(535.932, 452.168, 38.565, -9.52)","(564.254, 448.531, 36.889, -18.445)","(594.427, 447.907, 39.772, -10.652)","(626.183, 450.87, 41.564, 13.392)","(657.049, 452.397, 29.011, 11.149)","(684.148, 459.374, 36.738, 13.031)","(711.033, 466.954, 35.731, -5.398)","(728.863, 476.586, 28.105, 22.234)","(741.038, 489.161, 14.181, 3.858)","(751.201, 498.787, 16.184, 21.35)","(765.504, 511.201, 3.916, 8.248)","(776.527, 519.644, 4.68, 7.604)","(783.971, 536.496, -16.782, 16.442)","(786.293, 570.683, 16.404, 43.26)","(787.969, 598.05, 7.56, 22.07)","(780.434, 621.56, -5.048, 25.71)","(781.463, 644.088, -3.601, 33.297)","(752.4, 659.163, -52.896, 16.12)","(721.683, 661.607, -37.235, 18.203)","(691.3, 668.125, -47.752, 8.497)","(652.325, 677.21, -35.23, 19.706)","(621.234, 677.472, -43.337, 15.321)","(586.87, 679.916, -30.287, -9.266)","(550.694, 679.377, -25.746, 9.2)","(516.989, 679.536, -43.158, 5.983)","(481.401, 678.739, -38.846, 13.765)","(442.023, 678.548, -36.149, 7.232)","(404.037, 673.623, -46.318, -1.139)","(366.446, 667.159, -24.021, -18.143)","(327.036, 660.402, -93.361, 51.957)","(285.507, 655.911, -53.905, -1.365)","(248.366, 655.917, -90.155, 4.799)","(212.499, 662.928, -74.992, -32.63)","(177.11, 660.662, -9.199, 7.578)","(142.023, 651.581, 17.84, -71.689)"
41,"(295.157, 546.693, 40.868, 4.93)","(330.981, 554.848, 38.671, 1.138)","(368.125, 556.741, 32.699, -13.771)","(401.51, 557.73, 30.115, 10.308)","(431.56, 557.545, 45.324, 3.273)","(463.654, 553.93, 45.094, -2.864)","(493.17, 552.487, 23.09, -18.128)","(523.028, 552.453, 44.878, -18.478)","(550.75, 548.971, 25.408, -3.698)","(581.271, 541.911, 28.285, -5.586)","(611.666, 534.541, 34.769, 6.93)","(647.48, 532.653, 32.489, -5.967)","(675.656, 534.764, 47.634, -11.067)","(701.665, 534.525, 35.923, 4.677)","(732.303, 539.65, 16.172, 10.32)","(749.653, 544.792, -3.92, -1.609)","(769.966, 548.791, -13.966, 24.96)","(772.818, 576.69, 19.742, 46.912)","(770.377, 620.059, -23.821, 37.56)","(770.768, 646.661, -10.214, 19.248)","(771.567, 667.192, -5.163, 7.915)","(730.108, 674.194, -42.822, -11.366)","(690.678, 673.678, -38.167, -5.012)","(653.439, 676.626, -19.46, -2.199)","(616.129, 672.651, -41.187, 0.438)","(575.882, 672.378, -38.144, -1.887)","(537.639, 662.865, -28.797, -17.021)","(506.825, 651.96, -29.904, -7.465)","(473.407, 659.083, -51.878, 13.708)","(425.686, 659.938, -42.179, -16.719)","(387.644, 654.321, -32.59, -15.097)","(349.163, 650.263, -36.234, -21.493)","(307.219, 648.741, -33.418, 13.217)","(271.684, 650.38, -49.143, 0.861)","(236.519, 654.526, -28.887, 14.096)","(193.814, 660.263, 1.18, 6.796)","(157.677, 658.551, -32.763, -34.326)","(130.301, 633.603, 18.234, -50.067)","(120.296, 598.243, 16.678, -12.473)","(116.969, 557.247, -37.888, 4.531)"
42,"(748.746, 524.997, 35.39, 16.174)","(785.178, 552.273, 27.965, 15.026)","(803.932, 597.582, 17.68, 67.862)","(801.837, 651.489, -21.26, 34.198)","(769.728, 671.626, -55.918, 16.562)","(724.094, 676.043, -39.027, 8.994)","(675.222, 675.947, -40.407, -5.656)","(628.227, 676.271, -59.2, -16.26)","(584.059, 676.028, -36.899, 11.014)","(540.456, 671.98, -48.657, -1.845)","(495.288, 670.164, -58.467, -9.891)","(450.321, 667.951, -53.777, 6.365)","(404.81, 665.942, -53.185, 4.838)","(362.267, 662.536, -34.174, 11.906)","(317.917, 659.994, -57.537, -11.774)","(270.968, 661.024, -36.807, 4.685)","(227.722, 664.755, -32.501, 5.624)","(184.027, 664.875, -29.471, -14.313)","(143.105, 657.389, -13.484, -30.013)","(121.906, 611.226, -15.096, -47.341)","(110.007, 566.922, -15.677, -47.314)","(99.567, 521.681, -12.71, -33.869)","(91.352, 476.64, -0.638, -38.042)","(84.689, 437.032, -2.819, -34.558)","(77.578, 397.626, -7.986, -42.858)","(55.638, 381.487, -32.405, -24.277)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
43,"(711.818, 442.24, 38.18, 5.245)","(734.766, 458.444, 35.298, 29.667)","(758.795, 474.559, 22.202, 11.067)","(776.28, 492.719, 19.605, 19.97)","(787.797, 507.09, 6.554, 22.941)","(793.521, 524.051, 10.795, 19.592)","(799.263, 543.967, -3.365, 24.857)","(809.067, 569.665, 14.348, 37.132)","(808.164, 597.391, 5.154, 22.495)","(812.474, 628.767, 15.434, 38.124)","(802.517, 652.714, -18.447, 17.879)","(779.012, 663.295, -27.376, 18.617)","(729.886, 683.619, -74.798, 3.673)","(683.718, 681.055, -34.628, -10.762)","(648.149, 678.941, -25.655, -1.593)","(609.476, 679.485, -36.175, -13.673)","(570.538, 681.734, -39.576, 5.823)","(529.547, 680.564, -44.919, -15.305)","(489.673, 681.59, -29.361, 5.312)","(449.184, 680.13, -42.572, -3.436)","(409.341, 680.532, -44.09, -10.236)","(371.916, 678.658, -36.074, -3.308)","(334.358, 677.227, -30.923, -7.448)","(294.675, 677.201, -46.815, 9.942)","(259.14, 675.555, -21.706, -10.006)","(224.31, 672.619, -44.333, -19.386)","(188.82, 668.477, -39.271, -15.591)","(146.016, 666.184, -61.252, 0.109)","(123.997, 626.475, -15.416, -46.972)","(112.361, 583.879, -5.426, -25.213)","(105.626, 545.379, 0.793, -33.796)","(97.736, 507.542, -12.646, -21.879)","(94.147, 471.192, 10.784, -22.029)","(89.459, 438.635, -9.163, -23.33)","(90.825, 406.798, -14.736, -37.861)","(69.849, 382.921, -85.664, -36.578)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
44,"(682.726, 479.153, 36.281, 31.135)","(704.353, 489.925, 20.205, 9.679)","(723.253, 494.167, 17.932, 5.644)","(741.218, 504.258, 18.905, -17.403)","(753.718, 518.125, 0.366, 23.347)","(773.083, 528.823, 10.342, 17.814)","(775.434, 547.959, -18.648, 39.51)","(770.135, 580.95, -4.109, 13.018)","(762.073, 617.026, -24.017, 33.446)","(759.395, 637.432, 5.03, 10.258)","(758.152, 651.053, -5.069, 23.022)","(754.803, 658.271, 1.765, 5.297)","(754.102, 663.913, 4.386, 38.941)","(759.97, 671.229, 9.093, -14.968)","(769.24, 669.668, 29.751, 2.742)","(722.374, 665.59, -57.996, -14.658)","(676.956, 660.313, -30.591, 3.714)","(630.726, 648.668, -49.466, -4.828)","(604.436, 636.07, -25.055, -1.863)","(604.436, 636.07, -25.055, -1.863)","(604.436, 636.07, -25.055, -1.863)","(604.436, 636.07, -25.055, -1.863)","(603.878, 636.011, -33.466, -3.516)","(603.878, 636.011, -33.466, -3.516)","(600.151, 636.007, -26.927, -2.615)","(600.151, 636.007, -26.927, -2.615)","(600.151, 636.007, -26.927, -2.615)","(594.419, 636.05, -50.349, -0.813)","(577.304, 636.21, -36.397, 2.152)","(554.79, 636.028, -39.315, -13.122)","(535.385, 636.016, -50.617, -1.403)","(531.586, 636.048, -61.044, 2.8)","(529.422, 636.149, -18.296, 3.753)","(513.242, 636.299, -35.31, -7.273)","(495.273, 637.065, -9.262, -3.183)","(489.513, 642.568, 27.167, -24.165)","(443.859, 664.189, -86.736, -51.887)","(399.228, 659.364, 13.046, 23.573)","(355.878, 657.481, -78.587, 30.131)","(310.334, 660.075, -5.785, -23.761)"
45,"(371.039, 267.8, 43.639, -17.038)","(409.883, 260.102, 45.108, -1.818)","(446.676, 252.917, 36.192, -8.045)","(484.724, 249.702, 26.059, 1.379)","(521.405, 244.879, 46.688, -4.067)","(553.834, 245.155, 38.85, -2.24)","(584.536, 246.482, 32.848, -9.166)","(615.255, 250.806, 36.256, 9.868)","(645.24, 247.324, 44.935, -28.518)","(672.832, 237.664, 39.417, -29.275)","(702.855, 231.612, 23.149, -6.633)","(728.316, 223.853, 37.903, -21.204)","(759.504, 216.711, 26.509, -14.962)","(782.053, 200.312, 25.54, -38.797)","(799.016, 172.615, 16.026, -39.358)","(803.667, 146.227, -9.148, -32.137)","(812.228, 109.553, 8.545, -66.822)","(806.296, 75.013, -3.705, -8.528)","(782.079, 60.458, -41.506, -12.378)","(748.093, 55.196, -20.096, 11.067)","(718.712, 54.679, -38.182, 6.292)","(684.241, 56.915, -34.76, 16.954)","(652.047, 61.803, -24.059, -7.232)","(617.005, 65.983, -49.542, 3.902)","(578.504, 68.149, -46.567, -0.013)","(538.332, 71.216, -49.368, -9.283)","(498.172, 75.227, -23.092, -10.339)","(461.384, 77.135, -53.105, 1.722)","(422.532, 75.327, -52.646, 1.776)","(387.206, 74.24, -52.702, -1.251)","(348.788, 74.867, -29.831, 2.47)","(307.713, 74.076, -36.162, 12.174)","(269.501, 74.861, -33.635, -2.626)","(234.31, 75.41, -25.607, -14.383)","(199.09, 73.61, -24.358, 11.858)","(167.01, 70.605, -48.999, -14.385)","(127.849, 83.186, -27.65, 5.809)","(97.46, 123.449, 24.008, 51.997)","(77.872, 162.59, 11.217, 50.285)","(73.421, 205.888, 40.123, 52.718)"
46,"(686.117, 312.633, 20.859, -20.465)","(715.567, 280.662, 32.827, -23.472)","(745.362, 258.393, 12.745, -20.522)","(768.728, 239.119, 25.283, -27.709)","(783.579, 221.989, 33.734, -23.616)","(790.822, 182.31, -1.899, -46.67)","(785.842, 134.932, -22.225, -42.257)","(782.778, 93.813, -21.011, -5.736)","(743.63, 84.953, -36.009, -8.143)","(702.197, 88.284, -60.259, 11.637)","(660.142, 92.752, -46.51, -5.116)","(621.471, 97.792, -39.407, -9.367)","(580.387, 101.414, -35.117, 6.836)","(543.996, 99.012, -34.907, -1.538)","(500.902, 94.715, -33.141, -16.498)","(456.47, 93.322, -37.956, 12.536)","(418.034, 90.208, -31.487, 0.903)","(375.096, 88.24, -46.856, -6.232)","(330.669, 88.015, -31.314, -15.275)","(288.094, 84.921, -52.283, -17.94)","(244.664, 83.317, -43.831, 9.343)","(202.44, 81.18, -53.888, -5.458)","(161.504, 77.996, -56.507, -0.05)","(126.408, 102.392, -32.135, 21.731)","(105.959, 142.528, -19.007, 49.581)","(95.843, 184.144, -24.223, 51.243)","(87.518, 226.68, -13.735, 50.662)","(84.555, 265.98, -6.13, 48.952)","(78.798, 303.982, 5.625, 26.203)","(73.696, 337.329, 1.972, 31.734)","(48.893, 363.375, -47.191, -5.073)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
47,"(711.603, 231.349, 33.809, -5.101)","(753.58, 216.436, 35.348, 2.244)","(781.993, 194.247, 18.269, -16.105)","(801.378, 138.135, 6.828, -43.414)","(790.15, 88.819, -29.138, -29.658)","(744.077, 69.157, -54.608, 6.772)","(688.251, 69.492, -52.639, -8.011)","(640.036, 69.756, -32.311, -10.968)","(590.973, 70.432, -38.046, -5.286)","(547.198, 72.281, -47.428, -8.784)","(502.346, 71.456, -45.336, 0.696)","(456.129, 74.248, -30.667, 8.093)","(410.146, 77.879, -33.184, 9.888)","(362.855, 79.48, -62.367, 7.281)","(316.492, 80.221, -50.698, 10.602)","(270.738, 79.732, -55.126, -15.216)","(224.655, 79.882, -45.798, 13.582)","(179.038, 78.634, -48.001, 4.76)","(135.582, 89.153, -18.169, 47.619)","(109.874, 127.58, -25.536, 36.421)","(97.125, 171.836, -5.351, 38.599)","(88.111, 216.75, -16.098, 50.367)","(80.409, 264.738, 10.958, 33.499)","(75.203, 306.481, -5.685, 32.858)","(70.197, 348.096, -16.897, 40.744)","(31.638, 364.318, -60.652, 14.438)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
48,"(262.996, 352.706, 21.881, -6.584)","(294.061, 346.172, 18.317, -11.535)","(326.153, 340.735, 43.753, -12.453)","(360.406, 333.824, 32.572, 3.129)","(394.465, 325.379, 19.43, -10.713)","(424.899, 318.022, 21.994, 8.269)","(454.103, 314.42, 16.477, 4.729)","(482.195, 309.826, 33.176, 11.683)","(511.116, 305.409, 39.516, 0.929)","(537.464, 300.959, 21.941, -16.191)","(563.319, 296.717, 25.722, -11.692)","(586.774, 287.576, 22.801, -3.195)","(608.965, 277.933, 17.784, -13.336)","(632.735, 266.544, 26.596, -6.437)","(658.073, 256.904, 38.158, 2.934)","(682.947, 247.0, 17.422, -19.305)","(708.575, 235.387, 5.422, -13.567)","(727.172, 228.625, 4.115, 5.839)","(741.719, 225.869, 9.696, 0.593)","(755.226, 222.337, 23.276, 0.813)","(768.026, 218.804, 8.562, -12.139)","(775.354, 207.983, -9.404, -16.82)","(780.749, 189.213, 24.99, -38.428)","(778.355, 154.809, -5.404, -22.097)","(774.537, 122.274, -9.527, -16.814)","(778.224, 100.774, 11.6, -30.567)","(753.456, 100.164, -32.201, 18.953)","(721.618, 97.456, -19.362, 8.453)","(704.985, 97.432, -23.038, 4.016)","(652.276, 97.374, -53.015, -2.627)","(603.143, 102.807, -53.589, 14.381)","(563.597, 99.843, -41.749, 5.268)","(524.371, 90.314, -24.864, -17.418)","(484.915, 84.203, -32.436, -18.256)","(444.935, 81.815, -46.758, 5.855)","(406.582, 80.898, -28.867, -14.266)","(367.489, 81.107, -54.27, -8.065)","(325.158, 78.134, -49.955, 33.84)","(280.743, 79.12, -93.625, 51.803)","(239.553, 81.149, -38.783, 18.454)"
49,"(639.054, 536.716, 32.585, 22.901)","(666.236, 550.76, 18.395, -0.95)","(689.737, 561.14, 20.669, 19.618)","(705.853, 571.042, 9.599, 22.171)","(714.595, 579.296, 22.508, 18.446)","(727.29, 578.462, 1.248, 10.989)","(739.067, 576.13, -5.062, -12.206)","(740.172, 577.165, 11.462, -6.531)","(745.993, 573.534, 34.459, -7.101)","(769.437, 568.099, 45.465, 13.502)","(774.542, 588.228, -12.866, 35.623)","(767.428, 621.088, 8.173, 30.301)","(770.618, 634.557, 20.667, -2.628)","(776.185, 651.941, 10.906, 30.375)","(739.205, 647.535, -75.419, -5.945)","(691.528, 636.388, -52.857, -9.97)","(688.164, 636.007, -48.229, -0.46)","(688.164, 636.007, -48.229, -0.46)","(688.164, 636.007, -48.229, -0.46)","(688.164, 636.007, -48.229, -0.46)","(688.164, 636.007, -48.229, -0.46)","(684.075, 636.164, -46.263, 2.24)","(678.878, 636.008, -45.547, -1.697)","(678.878, 636.008, -45.547, -1.697)","(678.878, 636.008, -45.547, -1.697)","(678.252, 636.004, -37.553, -0.217)","(671.947, 636.064, -85.246, 2.092)","(647.198, 636.111, -62.002, -1.559)","(640.987, 636.038, -55.817, -1.699)","(639.157, 636.16, -25.843, 4.232)","(624.261, 636.178, -49.286, 2.304)","(612.846, 636.033, -44.349, 0.216)","(596.872, 636.338, -41.697, -0.423)","(568.595, 636.706, -44.691, -2.241)","(544.172, 636.068, -22.817, -10.261)","(524.924, 638.218, -11.324, 7.839)","(505.252, 636.349, -23.805, 8.693)","(482.966, 636.726, 16.536, 20.255)","(448.833, 638.964, -5.308, -43.335)","(409.748, 643.866, -50.321, 32.689)"
50,"(397.714, 237.23, 46.838, -19.202)","(435.751, 232.352, 29.787, -18.754)","(472.964, 221.481, 51.977, 2.622)","(506.098, 215.277, 44.572, -8.009)","(541.478, 210.144, 51.557, -23.218)","(573.578, 200.917, 35.653, -9.686)","(594.006, 192.711, 31.896, -15.639)","(625.37, 197.823, 46.845, 20.075)","(656.873, 200.13, 1.799, -0.861)","(685.459, 194.495, 8.456, 1.655)","(713.955, 197.29, 21.581, -6.503)","(737.473, 191.931, 18.976, 1.119)","(752.167, 183.043, 17.473, -16.935)","(772.673, 185.478, -3.145, -38.46)","(791.52, 147.973, 14.429, -38.913)","(798.113, 114.576, 3.377, -43.054)","(778.761, 91.973, -46.346, 4.744)","(735.585, 93.846, -34.139, 2.022)","(707.626, 91.185, -55.246, -43.164)","(661.394, 81.266, -63.658, 16.181)","(619.924, 88.034, -49.907, -14.03)","(574.305, 97.78, -40.558, 26.055)","(537.853, 100.475, -32.515, -7.157)","(500.206, 100.24, -47.865, -11.154)","(464.562, 106.848, -32.65, 5.439)","(433.406, 104.847, -34.573, -8.419)","(400.285, 101.45, -44.429, -12.981)","(365.765, 99.005, -45.799, -12.763)","(333.175, 93.101, -29.031, -18.177)","(296.15, 88.402, -45.102, -20.843)","(258.328, 84.929, -34.552, 15.415)","(219.122, 82.6, -46.835, 9.829)","(185.55, 79.879, -35.25, -11.726)","(146.714, 72.094, -47.032, 2.823)","(118.584, 94.685, -24.61, 46.744)","(101.378, 134.305, -3.544, 37.789)","(92.56, 180.193, -13.488, 28.129)","(86.219, 214.814, -10.01, 22.419)","(83.158, 250.012, 13.802, -0.388)","(77.863, 296.351, -49.052, 81.828)"
51,"(775.176, 492.662, 25.824, 15.67)","(805.02, 519.956, 10.943, 9.221)","(812.336, 537.728, 6.478, 3.829)","(813.404, 546.437, 19.75, 0.732)","(812.475, 554.962, 0.172, 30.818)","(819.74, 580.642, 2.401, 23.95)","(818.275, 624.534, 1.773, 45.609)","(815.076, 649.167, 4.261, 23.839)","(798.912, 663.182, 3.658, 15.565)","(759.854, 670.434, -43.989, -5.634)","(712.702, 676.777, -57.679, -7.16)","(668.089, 667.98, -48.209, -10.82)","(625.486, 663.67, -34.302, 0.442)","(584.234, 659.752, -27.686, -1.278)","(548.126, 660.015, -50.176, -1.291)","(498.831, 664.755, -38.092, 9.114)","(450.482, 660.12, -53.108, -9.343)","(408.573, 657.714, -46.996, -5.557)","(366.126, 654.813, -58.985, -11.34)","(322.914, 654.053, -34.517, 1.34)","(280.136, 654.566, -27.408, -12.661)","(243.497, 658.303, -38.831, 21.798)","(204.568, 665.078, -23.378, 11.277)","(167.538, 662.949, -28.029, -16.773)","(132.628, 647.165, -15.673, -23.126)","(111.779, 605.253, -17.944, -44.41)","(98.83, 561.732, -24.207, -58.975)","(91.026, 518.884, -12.511, -46.847)","(84.167, 480.956, 7.741, -46.051)","(76.827, 447.644, -3.939, -21.929)","(70.042, 415.434, -18.013, -32.193)","(61.988, 390.295, -55.537, 9.344)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
