,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
30,"(440.212, 237.506, 36.883, -18.383)","(476.287, 232.059, 53.904, 5.675)","(508.74, 224.359, 45.448, -4.232)","(542.79, 218.732, 30.263, -14.021)","(573.328, 218.312, 26.514, 9.517)","(606.291, 216.388, 28.447, 7.771)","(637.041, 214.358, 43.211, 24.195)","(665.786, 217.111, 42.919, -8.41)","(693.72, 218.118, 39.489, 10.454)","(725.391, 214.284, 37.468, 11.382)","(750.279, 208.257, 31.727, -2.82)","(771.495, 203.153, 13.797, -36.759)","(784.167, 179.409, 49.532, -14.464)","(794.072, 142.642, -17.15, -43.542)","(784.007, 101.578, 10.509, -49.953)","(741.46, 97.128, -51.653, 12.713)","(703.828, 101.73, -23.968, 12.155)","(665.069, 90.238, -32.001, 10.493)","(629.223, 87.666, -34.259, -16.124)","(590.641, 87.583, -37.391, 6.018)","(542.71, 89.138, -25.586, -7.162)","(500.762, 97.394, -55.991, -2.16)","(459.087, 98.305, -34.645, 2.31)","(416.753, 100.145, -47.822, 6.099)","(376.096, 100.166, -26.274, -2.877)","(335.677, 98.924, -40.685, -5.002)","(296.374, 100.039, -30.798, 1.36)","(259.005, 99.792, -40.089, 8.97)","(225.348, 94.548, -19.946, -3.471)","(192.236, 97.318, -23.326, 11.58)","(166.798, 92.115, -37.477, -16.966)","(134.017, 102.706, -31.764, 31.809)","(124.488, 149.071, 0.204, 29.707)","(118.581, 193.37, -14.28, 32.832)","(115.267, 236.455, -6.41, 24.205)","(109.56, 268.941, 13.396, 23.519)","(106.035, 301.349, 7.705, 16.134)","(102.373, 330.478, 1.306, 31.752)","(90.051, 353.533, -21.958, 18.047)","(76.074, 367.705, -41.866, 20.759)"
31,"(332.622, 203.11, 7.715, 0.142)","(362.122, 198.304, 29.654, 13.6)","(392.432, 200.907, 24.383, 17.455)","(420.026, 205.347, 10.964, -1.599)","(449.553, 210.97, 46.409, 13.076)","(477.044, 212.884, 43.47, 8.978)","(509.904, 212.234, 44.811, -6.131)","(540.989, 208.721, 35.239, -5.081)","(571.99, 208.802, 15.501, -8.924)","(601.574, 210.089, 32.523, 13.644)","(628.465, 212.798, 20.528, 15.372)","(651.665, 219.533, 37.92, -8.159)","(674.682, 221.188, 27.726, -5.109)","(697.918, 217.185, 19.978, -11.413)","(723.424, 213.598, 36.011, -13.117)","(747.045, 215.869, 12.897, -6.26)","(771.148, 212.828, 18.944, -1.7)","(777.588, 207.438, -15.777, -16.872)","(775.501, 187.356, -27.046, -34.581)","(770.848, 152.21, 10.161, -14.182)","(768.294, 130.635, 18.34, -25.282)","(768.879, 118.292, 5.819, -27.688)","(778.164, 94.897, 33.448, -36.082)","(738.337, 92.448, -39.764, -2.215)","(712.293, 97.004, -41.807, 3.046)","(674.159, 89.859, -18.515, -16.884)","(644.546, 85.578, -36.357, 0.447)","(605.549, 81.712, -51.017, -8.573)","(567.619, 81.565, -18.898, -1.762)","(529.924, 89.221, -25.928, 27.097)","(492.422, 94.707, -35.064, -7.294)","(453.72, 97.193, -40.862, 15.765)","(414.339, 96.501, -21.603, -1.791)","(376.891, 96.697, -52.501, -13.856)","(337.473, 95.575, -29.614, -14.255)","(300.695, 94.975, -46.647, -1.735)","(264.66, 93.951, -31.007, -6.66)","(229.546, 92.679, -42.913, -15.054)","(196.973, 91.303, -42.372, 3.571)","(167.702, 88.889, -18.217, -2.214)"
32,"(227.152, 463.724, 13.805, -1.808)","(248.859, 462.738, 20.901, 3.415)","(276.24, 466.036, 34.5, 15.881)","(305.574, 471.737, 14.789, 11.097)","(336.891, 473.746, 22.199, -12.11)","(369.25, 476.356, 39.84, -6.385)","(402.165, 477.372, 43.23, -0.267)","(433.655, 481.162, 32.329, -2.965)","(465.865, 485.788, 46.615, 16.405)","(497.863, 489.986, 26.289, -3.144)","(528.65, 497.388, 25.417, -0.842)","(556.621, 501.238, 47.465, 12.803)","(587.663, 505.524, 39.35, 9.663)","(616.755, 511.343, 40.85, 6.586)","(644.277, 515.568, 34.013, -12.419)","(666.971, 521.923, 16.089, 5.543)","(685.267, 526.421, 14.632, 9.995)","(700.113, 528.392, 8.806, -13.579)","(714.549, 531.196, 24.625, 15.698)","(729.925, 528.157, 5.476, -17.148)","(745.075, 526.303, 8.249, 3.727)","(761.193, 527.954, 11.101, 9.935)","(776.586, 537.733, -17.178, 23.186)","(775.339, 558.589, -0.391, 35.624)","(775.778, 580.042, -18.541, 10.984)","(778.527, 602.884, 20.206, 35.516)","(788.296, 626.032, 32.509, 19.739)","(798.193, 653.697, -0.192, 27.789)","(778.21, 655.104, -8.779, 13.819)","(759.894, 663.256, -14.406, -5.521)","(740.477, 671.643, -19.699, 3.996)","(714.114, 678.714, -19.369, -2.678)","(684.943, 682.349, -42.396, 4.827)","(653.02, 682.471, -26.221, -11.829)","(617.82, 683.446, -23.807, 5.219)","(582.581, 684.878, -44.659, 4.903)","(544.98, 685.459, -37.117, -4.091)","(510.066, 683.373, -45.455, -1.176)","(478.007, 684.431, -46.438, -10.816)","(446.189, 685.321, -18.355, 16.082)"
33,"(527.173, 174.014, 56.901, -12.934)","(568.208, 166.073, 30.276, 2.602)","(597.014, 166.085, 52.976, 2.294)","(622.785, 166.229, 54.646, 3.211)","(642.182, 166.336, 38.662, 4.557)","(653.956, 166.011, 36.552, 0.317)","(661.658, 166.007, 62.821, -0.86)","(661.658, 166.007, 62.821, -0.86)","(662.986, 166.037, 49.526, 0.609)","(677.47, 166.195, 47.555, 6.82)","(698.163, 166.063, 46.321, -7.9)","(708.541, 166.017, 51.626, 0.321)","(711.322, 166.189, 44.315, 2.932)","(732.135, 166.073, 37.354, -12.181)","(737.631, 169.856, 11.698, 29.39)","(746.021, 177.784, -4.603, -0.536)","(757.914, 188.79, 26.165, 20.208)","(766.766, 185.71, -30.683, -38.942)","(759.828, 139.901, -11.079, -62.028)","(758.103, 115.3, -17.532, -13.07)","(761.417, 106.356, 8.489, -28.845)","(772.735, 95.423, 32.878, -27.565)","(740.094, 91.163, -38.844, 8.276)","(713.313, 98.259, -29.185, -2.072)","(672.087, 84.551, -31.683, 10.454)","(635.177, 81.495, -25.803, -13.585)","(597.665, 81.619, -30.027, 15.367)","(554.053, 84.462, -20.266, 15.576)","(516.145, 90.208, -25.74, 9.595)","(479.12, 95.727, -41.373, 6.891)","(438.98, 95.282, -51.648, 1.782)","(400.684, 96.418, -23.356, -2.749)","(360.537, 96.653, -48.249, -14.783)","(322.687, 94.745, -35.275, -2.544)","(285.233, 94.738, -41.984, 8.293)","(248.488, 94.704, -43.986, -3.336)","(217.983, 90.654, -22.687, -21.22)","(182.209, 96.342, -44.262, -13.951)","(153.665, 86.491, -67.161, -5.74)","(125.525, 121.963, 5.113, 37.338)"
34,"(525.823, 569.573, 32.2, 13.82)","(564.127, 567.188, 33.391, -14.475)","(604.6, 575.977, 24.31, 23.069)","(632.437, 583.942, 18.839, 8.287)","(645.579, 583.863, 63.89, 8.216)","(669.364, 583.856, 55.825, -6.436)","(688.031, 583.796, 33.943, -4.222)","(703.521, 583.748, 32.659, -0.411)","(709.945, 583.983, 40.047, -0.73)","(721.878, 583.92, 47.054, -4.445)","(733.426, 583.773, 16.282, -9.532)","(753.191, 575.382, -1.42, -17.217)","(766.644, 569.284, 16.22, 0.905)","(778.716, 580.349, 38.876, 36.126)","(781.191, 613.165, 10.038, 25.837)","(782.264, 634.74, -8.273, 4.408)","(788.981, 651.228, -5.92, 16.935)","(752.724, 660.844, -32.636, 16.341)","(704.567, 665.965, -41.832, -18.31)","(655.5, 669.596, -54.528, 15.293)","(612.222, 668.06, -34.962, 8.177)","(565.641, 665.193, -54.691, -17.915)","(525.729, 657.79, -30.722, -10.594)","(477.756, 660.285, -56.627, -0.746)","(440.541, 650.66, -24.707, -21.33)","(411.745, 655.205, -23.362, 13.539)","(358.86, 651.698, -35.478, -9.587)","(313.581, 642.148, -38.25, 9.526)","(280.31, 636.747, -45.689, -16.759)","(248.797, 638.49, -24.004, -2.938)","(225.637, 642.369, -7.176, 7.422)","(208.241, 649.609, -7.949, 10.781)","(201.761, 651.976, -2.764, 16.098)","(174.17, 651.569, -27.521, 11.47)","(142.109, 657.053, -54.693, 0.209)","(129.345, 611.302, -11.335, -56.56)","(125.801, 564.62, -2.027, -57.522)","(119.577, 521.419, -20.74, -25.709)","(111.295, 484.413, 9.489, -22.581)","(104.925, 454.879, -0.546, -11.871)"
35,"(630.265, 540.203, 53.617, 4.777)","(675.871, 538.287, 56.862, -3.26)","(711.963, 543.265, 15.536, 13.801)","(746.462, 550.35, 20.957, 7.503)","(772.14, 560.663, -9.334, 17.298)","(784.795, 601.899, 2.234, 47.848)","(778.911, 628.91, 25.068, 25.534)","(768.395, 655.669, -70.235, 23.933)","(721.027, 650.149, -29.414, -1.523)","(677.749, 643.995, -44.905, 9.239)","(638.664, 640.263, -34.271, 11.936)","(601.622, 638.058, -28.836, -20.371)","(579.949, 636.025, -29.38, 0.305)","(565.149, 636.027, -53.95, -2.965)","(540.239, 636.041, -26.301, -4.832)","(530.48, 636.004, -64.394, -1.769)","(521.565, 636.001, -43.837, -0.522)","(521.565, 636.001, -43.837, -0.522)","(521.565, 636.001, -43.837, -0.522)","(521.565, 636.001, -43.837, -0.522)","(520.954, 636.044, -36.689, 2.587)","(513.263, 636.109, -48.855, 0.787)","(511.02, 636.029, -56.585, -2.623)","(511.02, 636.029, -56.585, -2.623)","(511.02, 636.029, -56.585, -2.623)","(511.02, 636.029, -56.585, -2.623)","(511.02, 636.029, -56.585, -2.623)","(511.02, 636.029, -56.585, -2.623)","(511.02, 636.029, -56.585, -2.623)","(511.02, 636.029, -56.585, -2.623)","(511.02, 636.029, -56.585, -2.623)","(511.02, 636.029, -56.585, -2.623)","(511.02, 636.029, -56.585, -2.623)","(499.659, 636.068, -65.66, -2.216)","(470.035, 636.03, -41.428, -1.699)","(438.426, 636.833, -14.654, 1.225)","(409.168, 636.584, -41.624, 7.656)","(375.666, 637.593, -15.967, 5.878)","(343.606, 638.45, -39.793, -8.805)","(313.016, 639.59, -19.061, -3.91)"
36,"(475.591, 563.962, 24.127, -6.584)","(510.818, 567.377, 38.868, -0.174)","(548.764, 566.374, 45.194, -7.864)","(588.276, 570.556, 29.913, 25.179)","(618.282, 580.395, 20.646, 13.658)","(632.052, 583.995, 25.818, 0.921)","(646.62, 583.976, 39.301, -0.9)","(662.615, 583.682, 42.199, -8.119)","(672.896, 583.937, 35.353, 1.539)","(687.62, 583.966, 21.167, 13.192)","(702.669, 583.972, 33.671, 2.765)","(721.077, 582.62, 20.502, -21.347)","(738.261, 573.452, -0.887, -26.099)","(751.967, 567.389, 8.856, -13.662)","(772.298, 560.868, -16.821, 44.485)","(782.957, 592.707, 8.903, 62.996)","(780.677, 619.963, 6.86, 35.932)","(786.584, 644.047, 0.312, 44.488)","(780.258, 662.416, -53.2, 18.385)","(749.042, 675.652, -22.871, 9.173)","(715.844, 678.305, -31.865, 12.765)","(678.656, 671.754, -55.133, -16.049)","(634.577, 670.951, -45.268, -12.303)","(591.316, 664.897, -48.808, -11.818)","(544.131, 658.237, -49.485, -7.067)","(508.772, 655.795, -72.676, -4.572)","(465.125, 656.01, -10.833, 5.593)","(421.845, 658.882, -66.047, -6.977)","(382.872, 655.153, -20.708, -11.467)","(340.678, 659.491, -28.936, -19.59)","(300.513, 649.47, -53.612, -22.363)","(266.261, 641.682, -40.688, -9.424)","(238.313, 643.325, -25.288, -4.467)","(214.755, 647.605, -5.487, 11.606)","(187.307, 651.194, -39.875, -13.366)","(171.544, 651.154, -53.132, 8.653)","(133.068, 639.715, -22.438, -54.036)","(126.377, 591.952, 4.584, -52.139)","(123.509, 549.702, 1.907, -38.109)","(115.993, 511.629, 8.011, -47.257)"
37,"(292.694, 480.957, 51.471, 13.791)","(331.524, 482.434, 45.686, -11.741)","(366.167, 486.613, 38.869, 12.844)","(402.427, 491.812, 48.446, -6.858)","(440.816, 497.148, 47.125, 3.293)","(478.487, 501.326, 25.578, 7.821)","(514.005, 502.961, 50.417, -4.326)","(546.067, 504.725, 49.486, 18.182)","(581.981, 507.178, 32.743, 9.569)","(614.181, 507.831, 12.717, 7.818)","(642.037, 512.671, 36.293, 1.89)","(667.97, 515.909, 46.897, 13.126)","(695.699, 522.267, 31.121, 8.673)","(717.37, 528.693, 9.493, 8.535)","(737.227, 529.932, 17.68, 3.635)","(755.07, 529.432, 34.384, 20.903)","(775.447, 534.578, 7.846, 19.661)","(782.728, 549.407, -7.875, 22.716)","(789.41, 580.24, 0.866, 30.825)","(788.78, 605.496, 12.677, 21.298)","(791.515, 627.776, 0.903, 20.853)","(793.738, 653.654, -18.083, -6.859)","(774.822, 659.841, -31.392, 0.819)","(743.966, 667.214, -22.457, 34.746)","(709.781, 674.298, -25.7, -4.492)","(676.488, 669.149, -35.097, -22.603)","(639.942, 672.09, -47.747, -9.203)","(604.801, 668.665, -43.509, -17.638)","(573.003, 666.979, -25.687, -0.531)","(537.052, 659.538, -8.974, -10.862)","(500.514, 661.305, -42.785, -2.763)","(461.685, 656.661, -34.733, 5.786)","(427.419, 661.651, -39.909, -16.366)","(388.097, 657.479, -43.167, 3.828)","(350.278, 661.113, -28.922, -0.311)","(309.689, 655.821, -42.068, 4.393)","(276.315, 646.774, -20.464, -10.463)","(248.298, 642.078, -27.953, -10.446)","(221.486, 644.821, -22.076, 24.42)","(197.822, 652.651, -55.336, -13.787)"
38,"(346.293, 561.176, 28.433, 7.257)","(381.345, 560.254, 20.698, -7.514)","(412.743, 559.913, 38.407, 3.737)","(446.005, 560.637, 32.457, -0.504)","(483.204, 562.136, 52.321, -3.442)","(517.773, 562.691, 47.753, -4.803)","(549.872, 560.785, 34.264, -7.314)","(579.834, 562.605, 45.26, -1.091)","(610.36, 566.14, 34.627, -3.043)","(638.326, 556.699, 14.688, -4.096)","(666.426, 551.478, 25.444, -4.285)","(694.658, 545.235, 12.328, -21.423)","(722.381, 542.117, 7.901, 1.416)","(743.221, 545.09, -0.274, -0.046)","(759.455, 542.551, 15.41, -0.477)","(773.859, 557.229, 20.128, 53.525)","(777.814, 592.46, -8.57, 48.074)","(773.236, 620.946, 2.258, -6.265)","(783.404, 647.616, 6.36, -0.768)","(762.936, 660.512, -17.375, -6.207)","(739.201, 665.075, -5.083, 8.704)","(707.316, 667.92, -51.922, -14.165)","(672.244, 662.629, -47.408, -8.953)","(631.937, 665.388, -45.267, -7.297)","(590.41, 663.873, -47.598, 8.308)","(547.525, 658.474, -21.16, 1.804)","(518.645, 654.412, -30.735, -2.605)","(470.514, 657.286, -50.649, -5.977)","(438.455, 658.132, -33.264, 9.873)","(392.738, 656.05, -36.489, -11.614)","(358.261, 658.108, -73.112, 21.623)","(314.479, 655.72, -47.3, -10.506)","(278.346, 647.642, -38.379, -0.058)","(247.261, 645.131, -31.342, 5.872)","(222.132, 648.827, -30.432, 15.479)","(196.492, 653.673, -28.784, -12.214)","(180.428, 651.089, -56.141, -6.168)","(142.069, 657.413, -58.457, 24.975)","(129.765, 609.606, -10.41, -43.538)","(129.218, 567.832, -20.108, -50.597)"
39,"(760.033, 186.541, 25.986, -1.163)","(780.168, 163.511, 3.847, -67.491)","(778.876, 117.484, 16.499, -48.001)","(772.578, 93.184, -36.941, -2.668)","(729.557, 89.585, -34.257, -11.968)","(685.618, 95.475, -35.901, 1.309)","(642.241, 99.107, -50.873, 19.652)","(598.141, 98.771, -37.168, -13.467)","(559.907, 91.693, -48.522, -21.681)","(513.356, 84.785, -50.294, -10.462)","(468.301, 83.324, -36.079, 10.656)","(424.22, 81.622, -31.849, -5.212)","(379.225, 79.783, -30.7, 6.51)","(336.064, 80.015, -33.3, -5.661)","(293.897, 80.987, -37.261, 4.326)","(252.206, 80.456, -43.714, -8.969)","(209.991, 80.181, -37.75, -16.24)","(170.535, 78.187, -48.866, -14.032)","(132.35, 93.379, -40.092, 49.781)","(109.76, 133.243, -16.894, 56.124)","(99.814, 173.765, 3.805, 41.82)","(90.704, 216.195, -9.997, 52.442)","(84.608, 259.291, -2.704, 49.001)","(80.143, 298.186, -5.773, 39.263)","(75.739, 338.059, -13.631, 43.642)","(63.77, 363.085, -14.191, 18.42)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
40,"(566.666, 557.505, 28.319, 9.74)","(608.665, 568.886, 50.731, -3.086)","(644.821, 576.032, 34.022, 0.689)","(672.101, 580.84, 32.375, 15.436)","(687.857, 583.891, 21.891, -4.536)","(710.014, 583.607, 18.333, 2.746)","(727.412, 583.753, 17.736, 1.048)","(742.086, 583.685, 7.375, -13.492)","(749.565, 581.778, 19.216, -22.188)","(753.897, 576.226, 9.893, 8.849)","(761.154, 571.277, -2.392, -24.597)","(779.475, 574.393, 22.416, 58.79)","(785.017, 614.383, -36.163, 52.593)","(769.991, 643.228, -9.521, 32.585)","(757.144, 658.912, -3.269, 13.147)","(759.759, 662.264, -5.766, -2.442)","(763.858, 671.989, -17.729, 19.136)","(766.944, 678.846, 18.655, -19.673)","(750.92, 677.059, -33.565, -9.031)","(711.516, 676.091, -27.654, 6.501)","(670.809, 679.433, -33.584, 17.63)","(631.781, 680.393, -56.791, -12.444)","(590.035, 680.244, -17.531, 0.508)","(545.14, 677.146, -46.006, 7.129)","(503.377, 682.528, -30.883, 25.597)","(460.225, 682.288, -57.959, -9.477)","(417.177, 679.156, -48.899, -5.885)","(373.483, 679.044, -54.181, 8.677)","(326.899, 674.418, -44.203, 6.118)","(291.274, 665.33, -27.753, -9.909)","(256.672, 660.331, -24.614, -5.233)","(226.599, 665.253, -45.05, 16.955)","(187.998, 676.002, -39.304, 3.866)","(142.249, 667.242, -23.946, -39.415)","(112.581, 634.395, -30.657, -53.945)","(89.722, 597.333, -28.357, -44.764)","(72.757, 562.627, -24.299, -49.072)","(58.88, 529.018, -24.902, -24.995)","(51.492, 503.076, 4.896, -17.98)","(46.002, 481.537, -3.031, -27.325)"
41,"(483.007, 474.752, 25.754, 4.41)","(521.942, 479.257, 53.323, 15.025)","(561.751, 482.081, 23.586, -2.474)","(595.977, 487.09, 43.549, 8.358)","(630.555, 495.206, 38.558, -6.546)","(662.673, 503.66, 15.071, 27.834)","(694.27, 511.512, 33.433, 15.876)","(721.236, 527.431, 33.433, 6.312)","(748.68, 533.95, 34.635, -2.778)","(770.959, 537.734, 31.424, -12.817)","(787.725, 557.488, -0.236, 4.777)","(790.262, 589.776, 2.502, 28.177)","(803.07, 626.577, 29.055, 28.826)","(829.181, 655.086, 30.569, 30.904)","(819.367, 674.783, -32.04, 5.852)","(801.985, 685.773, -18.64, -16.83)","(799.269, 687.099, -17.634, 0.368)","(773.797, 701.784, -53.292, -3.486)","(718.343, 696.848, -45.92, 12.815)","(673.792, 695.115, -31.578, -0.767)","(629.898, 695.293, -31.818, -8.724)","(586.58, 694.523, -61.896, 5.536)","(545.778, 691.638, -51.819, 5.207)","(502.18, 692.076, -61.441, -0.516)","(460.822, 687.891, -52.85, 8.061)","(417.719, 688.255, -42.982, 13.918)","(375.321, 689.612, -56.695, 13.497)","(333.437, 685.901, -48.079, -2.03)","(289.98, 682.454, -50.409, -13.609)","(256.318, 681.549, -28.558, 8.425)","(225.563, 680.904, -43.959, 9.823)","(191.405, 685.158, -52.379, -6.544)","(149.68, 672.602, -64.483, -14.187)","(120.79, 638.048, -13.807, -37.686)","(102.383, 595.746, 0.629, -42.719)","(90.133, 553.764, 1.772, -38.228)","(81.303, 510.335, -18.918, -36.179)","(81.107, 474.651, -6.214, -39.101)","(77.488, 443.719, -18.875, -17.795)","(71.087, 416.415, -11.64, -21.162)"
42,"(377.011, 436.561, 40.989, -5.429)","(408.39, 445.217, 46.648, -4.604)","(437.934, 453.5, 37.977, -6.225)","(473.163, 458.625, 47.119, -1.037)","(510.141, 463.666, 40.784, 6.065)","(544.122, 468.11, 22.792, 11.426)","(579.589, 472.477, 49.828, 9.332)","(611.276, 477.079, 18.0, -5.423)","(646.243, 483.925, 45.388, 13.989)","(674.439, 490.898, 34.676, -10.255)","(701.258, 497.011, 33.465, -5.543)","(723.85, 504.836, 26.087, 13.618)","(750.506, 510.476, 29.967, 21.814)","(766.917, 521.289, 12.876, 34.242)","(782.757, 532.326, 4.71, 18.106)","(791.312, 552.608, -0.171, 24.013)","(797.02, 575.678, -10.777, 13.593)","(800.56, 604.37, 5.239, 32.243)","(807.621, 625.605, -10.8, 42.033)","(802.129, 649.719, -26.266, 24.481)","(777.364, 667.642, -58.523, 30.685)","(748.208, 680.401, -49.503, 23.593)","(708.498, 689.552, -58.806, 11.068)","(674.969, 691.553, -20.714, 11.131)","(635.288, 692.539, -13.846, 5.399)","(594.73, 693.424, -31.133, 0.886)","(559.025, 692.62, -31.106, -5.836)","(522.008, 691.759, -36.716, 4.891)","(483.769, 690.861, -52.873, 2.587)","(445.756, 692.319, -53.245, 11.231)","(406.789, 692.002, -37.663, -1.696)","(364.601, 691.309, -40.471, -6.056)","(319.434, 689.276, -40.173, 11.921)","(286.2, 689.138, -33.453, 8.289)","(257.652, 685.417, -25.563, 8.218)","(227.815, 680.537, -43.395, 5.449)","(196.262, 683.981, -23.379, 10.425)","(160.989, 679.66, -39.41, -17.319)","(122.207, 654.577, -18.237, -24.352)","(98.157, 617.822, -39.662, -46.723)"
43,"(429.94, 309.912, 18.082, 7.158)","(464.747, 301.803, 29.41, -2.152)","(502.001, 293.099, 46.197, -10.61)","(538.979, 286.652, 31.931, -1.676)","(574.823, 277.687, 42.162, -22.521)","(607.101, 272.669, 36.286, 0.962)","(638.501, 268.818, 38.169, 10.687)","(670.624, 266.231, 23.001, -1.676)","(700.924, 261.111, 45.118, -3.407)","(729.984, 255.618, 13.846, 1.55)","(757.768, 247.103, 5.261, -2.442)","(775.884, 239.216, 20.859, -0.205)","(789.713, 216.244, -5.005, -44.429)","(799.169, 185.941, 16.958, -35.711)","(805.331, 169.328, -1.584, -45.976)","(808.278, 129.737, -8.507, -45.649)","(804.943, 89.149, -9.379, -17.047)","(788.263, 69.087, -14.252, -34.123)","(753.827, 58.108, -53.987, 7.411)","(711.749, 59.36, -23.548, -3.556)","(674.268, 57.719, -46.576, 11.029)","(634.571, 56.889, -24.481, -13.263)","(595.9, 56.94, -44.649, -1.226)","(554.795, 57.805, -56.405, 8.297)","(511.243, 60.561, -28.51, -9.96)","(466.626, 61.729, -42.271, -13.183)","(426.794, 62.005, -39.066, 1.405)","(388.881, 63.878, -32.549, 13.656)","(350.486, 64.036, -25.212, 0.227)","(311.179, 65.175, -24.333, 10.584)","(275.671, 66.099, -50.027, 6.996)","(241.905, 66.428, -36.451, 11.885)","(209.432, 67.99, -15.849, -1.735)","(169.054, 66.761, -35.645, -14.065)","(124.075, 77.858, -21.354, 5.733)","(97.677, 103.349, -16.747, 38.718)","(80.028, 139.395, -15.146, 26.599)","(72.265, 174.331, 4.571, 22.739)","(67.513, 210.93, -7.644, 42.624)","(66.706, 248.701, 13.423, 32.954)"
44,"(549.49, 525.746, 27.705, -8.974)","(594.543, 527.292, 33.442, 12.311)","(633.247, 532.197, 53.607, 0.627)","(667.826, 540.3, 47.755, 11.948)","(701.667, 544.164, 29.643, 9.599)","(733.145, 552.152, 19.288, 2.429)","(763.169, 552.144, 24.994, 4.491)","(769.635, 572.656, 11.202, 22.848)","(764.019, 610.268, -28.652, 58.464)","(770.703, 647.21, 4.547, 20.215)","(758.754, 660.96, -60.107, -6.895)","(706.293, 645.446, -28.337, -7.407)","(669.003, 638.523, -41.116, 4.716)","(655.198, 636.006, -36.641, -2.026)","(653.708, 636.021, -49.118, 0.422)","(652.944, 636.047, -45.819, 1.534)","(652.944, 636.047, -45.819, 1.534)","(652.944, 636.047, -45.819, 1.534)","(650.094, 636.035, -52.124, 1.863)","(637.124, 636.038, -50.676, -0.63)","(636.258, 636.007, -51.959, -1.866)","(636.258, 636.007, -51.959, -1.866)","(636.258, 636.007, -51.959, -1.866)","(636.258, 636.007, -51.959, -1.866)","(636.258, 636.007, -51.959, -1.866)","(636.258, 636.007, -51.959, -1.866)","(636.258, 636.007, -51.959, -1.866)","(635.34, 636.01, -55.086, 0.165)","(635.34, 636.01, -55.086, 0.165)","(632.904, 636.015, -42.565, 0.809)","(628.544, 636.165, -35.557, -8.234)","(608.297, 636.203, -42.713, -7.814)","(587.405, 636.027, -59.605, -2.766)","(560.849, 636.413, -40.892, 12.727)","(532.027, 636.946, -36.564, 13.512)","(503.896, 636.002, -26.744, -3.969)","(477.812, 637.844, -37.449, -13.189)","(447.275, 637.661, -44.734, -4.12)","(418.763, 636.695, -23.724, -3.218)","(386.755, 638.557, -35.503, 7.971)"
45,"(746.344, 515.46, 36.311, 35.652)","(788.12, 547.523, 18.465, 33.546)","(811.86, 581.388, -5.382, 51.028)","(809.142, 645.355, -22.108, 46.996)","(779.486, 682.893, -29.572, 12.945)","(726.364, 688.612, -62.129, -8.552)","(669.891, 677.125, -57.028, -13.47)","(618.425, 673.156, -61.013, 5.673)","(569.266, 669.414, -45.758, -18.016)","(520.736, 662.446, -55.069, -3.541)","(474.362, 658.342, -41.477, -16.802)","(427.774, 657.806, -42.606, -2.794)","(382.547, 658.225, -55.914, -0.696)","(337.35, 659.946, -34.212, 14.164)","(292.833, 660.552, -34.066, 13.848)","(249.067, 662.182, -41.033, 6.093)","(204.848, 665.311, -38.614, -5.598)","(164.913, 660.109, -32.49, -14.478)","(135.865, 640.158, -27.656, -25.897)","(119.961, 598.84, -16.431, -34.972)","(108.18, 557.954, -19.066, -38.833)","(94.532, 515.033, -22.458, -56.389)","(83.625, 472.592, -20.963, -48.768)","(76.827, 434.915, -19.701, -33.952)","(71.859, 398.728, -0.655, -42.034)","(35.988, 383.77, -67.036, -14.864)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
