,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
14,"(423.505, 348.179, 27.588, -17.81)","(454.585, 339.354, 25.497, -3.842)","(486.338, 335.778, 36.159, 11.443)","(520.728, 337.098, 20.177, 11.637)","(555.514, 331.099, 40.886, -7.387)","(588.991, 326.706, 36.224, 3.056)","(621.883, 320.85, 19.796, -0.378)","(653.238, 315.202, 30.093, -16.043)","(681.299, 308.357, 27.068, -19.412)","(707.017, 298.111, 39.273, -4.637)","(732.82, 289.256, 23.478, -1.608)","(754.38, 280.068, 12.398, -8.604)","(769.492, 271.133, 4.84, -23.715)","(785.198, 264.469, 27.024, -7.667)","(796.759, 255.436, 7.457, -22.902)","(806.112, 245.364, 0.884, -3.595)","(812.827, 235.457, 10.447, -19.864)","(811.642, 221.707, 4.736, -4.752)","(811.429, 201.29, 4.289, -22.821)","(812.812, 179.923, -10.582, -25.597)","(799.868, 149.682, 0.233, -67.118)","(804.217, 118.593, -5.081, -11.772)","(806.035, 87.749, -16.616, -41.547)","(792.25, 70.844, -9.104, -34.591)","(763.797, 61.771, -20.598, -2.548)","(727.238, 60.735, -30.75, 9.965)","(690.892, 56.372, -45.394, -1.456)","(652.86, 55.307, -51.795, 9.098)","(611.302, 54.366, -35.428, -11.581)","(567.447, 55.742, -40.671, -7.678)","(524.124, 59.19, -52.563, -3.412)","(482.73, 60.361, -48.232, 4.483)","(444.223, 62.255, -29.734, -4.582)","(405.149, 61.659, -36.245, -4.909)","(367.435, 63.633, -25.15, -7.724)","(327.593, 64.359, -33.565, -14.79)","(289.251, 66.504, -52.214, 12.231)","(253.458, 66.584, -34.932, -14.761)","(221.931, 68.196, -36.513, 18.419)","(186.878, 63.588, -44.861, -13.73)"
15,"(536.158, 495.576, 38.32, -5.068)","(573.918, 499.974, 43.333, 13.136)","(613.784, 506.722, 26.367, -7.778)","(646.558, 513.226, 45.342, 17.222)","(677.54, 521.348, 44.022, 18.839)","(709.882, 530.545, 27.193, 25.299)","(740.426, 541.374, 41.907, -1.122)","(768.629, 545.582, 20.498, -7.973)","(773.077, 570.2, 4.445, 20.556)","(767.11, 606.263, -40.829, 81.852)","(759.495, 639.977, -3.14, 32.244)","(767.615, 654.896, -4.238, 3.984)","(771.299, 671.397, 11.887, -18.338)","(724.008, 665.945, -55.393, -24.323)","(678.328, 665.826, -22.667, 14.823)","(634.985, 663.471, -53.381, -9.785)","(594.673, 662.361, -40.844, 13.475)","(547.277, 657.435, -46.032, -9.929)","(505.678, 660.053, -56.597, -11.853)","(462.394, 650.984, -51.921, -7.363)","(430.396, 645.579, -13.599, 5.4)","(386.444, 656.288, -58.472, -15.941)","(340.427, 649.696, -56.487, 6.694)","(302.382, 645.786, -26.526, 4.632)","(265.728, 641.669, -28.489, -2.109)","(230.026, 641.122, -39.664, -8.916)","(211.553, 641.963, -7.258, 20.793)","(200.299, 653.932, -44.475, 0.387)","(176.627, 651.478, -33.182, 6.253)","(141.599, 657.601, -25.545, -31.812)","(127.639, 612.329, -22.805, -64.897)","(123.458, 567.446, -11.014, -31.291)","(117.157, 522.907, 3.443, -57.131)","(109.054, 484.409, -11.729, -21.034)","(102.74, 451.631, -3.476, -25.008)","(92.026, 419.575, -15.525, -31.942)","(67.973, 388.237, -29.62, 17.164)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
16,"(513.176, 234.42, 55.301, -12.056)","(565.931, 229.879, 43.661, 0.842)","(609.785, 225.822, 27.523, 7.283)","(650.746, 219.599, 54.111, -15.958)","(684.507, 212.686, 31.919, -25.966)","(712.808, 206.145, 25.829, -11.239)","(740.389, 206.155, 19.543, 16.433)","(764.922, 201.829, -4.477, -27.961)","(770.108, 189.3, 1.4, -31.601)","(779.718, 162.241, -2.967, -20.14)","(777.433, 112.282, -7.671, -22.317)","(757.505, 93.431, -47.359, 16.636)","(711.26, 105.904, -48.783, 20.421)","(681.965, 109.27, -32.012, -11.477)","(655.121, 113.842, -18.903, -2.761)","(651.024, 113.95, -48.54, -2.494)","(622.099, 113.991, -52.895, 5.438)","(608.572, 113.982, -68.683, -0.375)","(590.052, 113.794, -38.728, -3.405)","(583.842, 113.999, -36.357, 10.875)","(583.842, 113.999, -36.357, 10.875)","(583.842, 113.999, -36.357, 10.875)","(583.842, 113.999, -36.357, 10.875)","(583.842, 113.999, -36.357, 10.875)","(582.925, 113.986, -55.042, -0.787)","(582.925, 113.986, -55.042, -0.787)","(582.925, 113.986, -55.042, -0.787)","(582.925, 113.986, -55.042, -0.787)","(582.925, 113.986, -55.042, -0.787)","(582.925, 113.986, -55.042, -0.787)","(574.798, 113.973, -54.193, 1.514)","(563.123, 113.698, -28.461, -4.928)","(530.83, 104.308, -52.1, -17.937)","(489.391, 101.961, -44.746, 0.929)","(450.197, 100.374, -36.326, 9.706)","(412.005, 98.802, -54.36, 11.249)","(371.018, 97.221, -53.051, -1.079)","(332.934, 97.81, -43.97, -6.252)","(298.01, 94.95, -46.23, 9.498)","(262.362, 94.301, -32.767, 6.075)"
17,"(339.108, 331.515, 31.338, -8.681)","(378.536, 321.656, 32.797, -7.057)","(415.529, 314.267, 52.866, -6.163)","(446.428, 307.003, 21.311, 11.381)","(477.446, 301.571, 47.086, 7.246)","(511.645, 295.112, 37.037, 2.66)","(544.913, 290.039, 46.64, 1.121)","(581.129, 284.645, 34.7, -12.06)","(616.219, 279.402, 33.992, 7.882)","(651.97, 273.212, 33.349, 4.948)","(685.567, 265.367, 50.109, -12.413)","(710.292, 260.49, 20.278, 11.978)","(730.984, 255.771, 13.642, -14.505)","(751.08, 247.722, 10.272, -3.782)","(769.157, 236.329, 28.381, 1.265)","(787.348, 209.674, -1.401, -50.408)","(797.141, 171.68, -3.587, -22.874)","(799.144, 133.873, 15.379, -20.568)","(796.497, 94.937, -38.607, -14.439)","(775.054, 87.288, -26.507, -1.483)","(732.808, 89.719, -55.517, 8.763)","(701.178, 90.541, -44.692, -21.234)","(663.572, 89.106, -33.825, 13.714)","(623.981, 86.888, -31.1, 10.422)","(585.509, 83.097, -59.781, -6.251)","(535.928, 87.74, -43.627, -0.141)","(492.688, 94.651, -48.419, 18.155)","(453.802, 96.17, -48.724, 2.967)","(413.286, 98.217, -30.805, -12.279)","(375.551, 97.905, -32.62, -14.913)","(334.718, 98.619, -45.2, 5.662)","(295.356, 96.986, -30.385, -10.81)","(255.175, 96.529, -33.952, -6.803)","(217.799, 93.356, -29.765, -24.96)","(183.053, 98.023, -33.171, 5.356)","(152.471, 87.966, -45.581, -0.626)","(130.425, 129.956, -26.447, 36.685)","(124.831, 171.15, -12.208, 33.793)","(119.52, 209.252, 11.223, 23.223)","(113.699, 246.472, -8.982, 23.458)"
18,"(329.508, 477.41, 22.321, 13.815)","(366.273, 482.826, 47.89, 12.813)","(405.148, 490.793, 45.198, 13.256)","(443.366, 498.836, 32.781, 9.734)","(483.078, 504.946, 29.438, 7.42)","(522.911, 509.025, 52.021, 19.18)","(563.418, 515.056, 52.349, 3.862)","(596.833, 521.315, 52.913, -8.806)","(630.269, 526.61, 30.93, -3.614)","(661.471, 531.608, 55.176, -7.076)","(693.906, 534.931, 38.97, 3.468)","(725.615, 543.243, 16.146, 23.494)","(752.915, 541.879, 7.904, -3.93)","(772.147, 551.375, 16.557, 28.199)","(786.807, 574.111, 23.243, 33.183)","(797.722, 604.617, 14.576, 27.303)","(801.312, 634.366, -9.408, 18.012)","(790.066, 655.743, -3.076, 7.651)","(742.042, 660.909, -76.105, -6.734)","(696.182, 657.96, -37.504, -18.029)","(659.241, 657.217, -44.646, -12.803)","(612.997, 658.489, -34.955, -10.9)","(571.307, 657.495, -60.088, -18.8)","(532.309, 648.749, -37.417, -12.708)","(497.642, 653.107, -63.364, 10.665)","(456.219, 641.356, -26.11, -16.29)","(439.527, 636.003, -47.354, -0.968)","(439.527, 636.003, -47.354, -0.968)","(439.527, 636.003, -47.354, -0.968)","(439.527, 636.003, -47.354, -0.968)","(439.527, 636.003, -47.354, -0.968)","(439.527, 636.003, -47.354, -0.968)","(439.527, 636.003, -47.354, -0.968)","(439.527, 636.003, -47.354, -0.968)","(436.827, 636.001, -54.239, -0.406)","(414.855, 636.192, -60.18, 10.835)","(378.548, 636.645, -43.989, 1.481)","(342.637, 637.635, -26.334, 1.682)","(308.502, 638.669, -32.642, -4.002)","(275.553, 644.179, -48.195, 0.403)"
19,"(386.618, 400.604, 41.84, -10.761)","(421.785, 403.015, 34.826, 10.599)","(457.515, 409.294, 45.968, 17.215)","(492.794, 416.415, 23.825, 15.751)","(526.367, 419.729, 36.618, 5.137)","(560.103, 422.132, 42.35, 12.526)","(591.436, 423.88, 34.427, -0.989)","(622.885, 428.737, 43.015, 19.128)","(649.816, 435.298, 26.228, 1.884)","(673.435, 444.282, 40.401, -6.634)","(697.452, 453.023, 19.214, 18.622)","(717.878, 462.931, 27.905, 20.47)","(736.361, 474.147, 17.82, -0.337)","(754.724, 484.469, 14.986, 18.313)","(765.139, 491.153, -6.548, 5.221)","(779.042, 499.923, 7.121, 11.802)","(794.666, 508.893, 21.405, -10.978)","(803.342, 518.449, 1.523, 14.599)","(803.34, 532.887, 5.089, 6.527)","(810.317, 555.498, 1.959, 16.057)","(807.569, 579.172, -24.024, 6.258)","(803.104, 609.429, 23.316, 39.21)","(811.46, 633.25, 14.691, 13.491)","(812.466, 655.455, 2.483, 13.532)","(798.423, 672.816, -6.922, 4.676)","(775.13, 684.907, -38.398, 6.258)","(739.147, 692.143, -39.82, 23.625)","(703.558, 696.562, -48.922, 7.843)","(666.69, 694.341, -21.669, -1.405)","(627.813, 694.226, -21.849, 9.453)","(589.696, 692.832, -25.093, 10.658)","(548.986, 690.409, -36.795, 4.382)","(512.269, 690.672, -49.891, 3.453)","(470.72, 689.166, -26.845, -13.33)","(433.873, 688.588, -46.146, -15.767)","(397.136, 686.665, -30.86, -7.187)","(359.394, 687.165, -25.07, -14.048)","(319.52, 688.217, -45.383, -3.269)","(285.973, 686.381, -34.853, 13.255)","(253.806, 684.629, -50.793, -12.594)"
20,"(258.867, 177.376, 41.503, -7.695)","(294.526, 175.078, 24.85, 11.329)","(326.102, 171.557, 35.668, 3.542)","(358.665, 171.351, 26.049, -2.129)","(390.431, 169.185, 36.627, 11.792)","(420.944, 169.118, 8.032, 6.208)","(446.859, 168.31, 42.782, -14.155)","(472.273, 167.009, 29.951, 0.124)","(497.761, 169.474, 27.273, 0.665)","(526.606, 172.343, 36.31, 14.164)","(553.158, 174.075, 41.748, 17.81)","(579.747, 179.368, 26.936, 19.207)","(607.411, 179.976, 36.243, 15.484)","(631.053, 180.26, 19.711, -12.218)","(652.79, 182.502, 35.779, 0.286)","(671.719, 184.725, 22.165, -10.859)","(687.836, 183.737, 24.066, -11.636)","(700.643, 184.882, 0.338, 5.71)","(710.705, 186.51, 2.954, 9.45)","(717.322, 187.791, 10.398, 20.532)","(727.151, 192.17, 21.285, -0.945)","(736.222, 198.331, 17.959, -9.718)","(750.811, 202.179, 13.922, 7.552)","(763.682, 205.893, 28.191, -11.262)","(768.663, 201.679, 1.845, -19.147)","(764.391, 179.408, -5.89, -14.668)","(765.593, 155.389, 15.37, -23.788)","(774.436, 133.577, 23.262, -33.756)","(787.501, 113.673, 22.212, -44.054)","(776.043, 96.161, -26.314, 8.376)","(751.823, 95.959, -39.175, 7.601)","(731.655, 95.956, -25.517, -6.138)","(711.76, 89.725, -18.313, 3.026)","(686.332, 81.251, -37.621, 7.728)","(656.441, 73.044, -43.258, -13.245)","(623.009, 69.439, -47.81, -11.22)","(586.774, 68.124, -29.515, -4.621)","(549.82, 65.698, -20.095, 8.632)","(512.607, 64.157, -34.92, -16.157)","(481.156, 64.785, -24.293, -13.196)"
21,"(784.865, 195.021, 31.528, -39.257)","(807.714, 145.686, 16.57, -61.87)","(796.178, 91.187, -34.621, -27.522)","(753.295, 67.616, -45.127, 1.332)","(696.291, 69.101, -67.599, -0.341)","(642.815, 70.898, -54.219, -11.127)","(594.475, 72.982, -40.045, -1.96)","(544.93, 72.705, -38.316, 3.242)","(498.263, 74.357, -36.692, 12.028)","(451.821, 76.244, -30.381, -9.236)","(406.053, 77.627, -51.115, 0.423)","(360.335, 80.145, -34.788, 16.28)","(313.881, 80.446, -29.297, -13.438)","(269.571, 80.422, -45.155, 13.476)","(224.088, 79.932, -52.874, 0.617)","(184.513, 80.03, -32.837, 11.938)","(143.962, 83.178, -33.827, 44.407)","(119.022, 122.259, -12.319, 42.985)","(104.375, 166.589, 5.019, 53.996)","(96.417, 208.683, -10.051, 31.134)","(88.696, 249.075, -21.617, 34.951)","(82.298, 292.852, -13.721, 39.133)","(74.968, 338.709, 9.008, 31.28)","(53.51, 367.681, -48.709, 10.932)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
22,"(469.388, 219.063, 61.687, 10.028)","(512.301, 215.826, 54.186, -3.053)","(556.043, 209.755, 53.805, -12.762)","(596.832, 207.513, 44.865, 13.881)","(630.42, 204.099, 37.752, -22.082)","(662.771, 199.75, 22.521, -17.42)","(702.836, 193.228, 13.911, -21.842)","(724.626, 184.503, 9.787, -6.864)","(744.002, 185.53, 37.391, 14.348)","(768.671, 190.307, 26.099, -26.635)","(782.853, 147.59, 5.562, -53.4)","(774.159, 113.031, 4.046, -36.179)","(770.926, 91.551, 5.344, -3.243)","(753.055, 86.785, -54.335, 16.65)","(705.251, 102.26, -41.062, 1.285)","(669.332, 112.618, -24.139, 22.487)","(647.579, 113.715, -7.971, -9.819)","(636.189, 113.978, -54.687, -0.204)","(635.431, 113.984, -45.488, 0.395)","(631.394, 113.998, -37.818, 1.906)","(630.994, 113.997, -24.026, -0.102)","(625.63, 113.949, -51.789, 1.255)","(622.911, 113.961, -46.644, 4.984)","(620.77, 113.977, -46.312, 1.837)","(620.77, 113.977, -46.312, 1.837)","(620.77, 113.977, -46.312, 1.837)","(620.77, 113.977, -46.312, 1.837)","(620.77, 113.977, -46.312, 1.837)","(620.77, 113.977, -46.312, 1.837)","(618.563, 113.836, -56.555, -7.961)","(609.463, 113.997, -47.567, 0.787)","(609.115, 113.975, -20.895, -1.298)","(595.572, 113.859, -34.676, -2.41)","(582.302, 113.691, -61.41, -8.112)","(561.24, 113.186, -7.501, 8.508)","(526.554, 99.485, -22.653, -14.314)","(488.742, 97.036, -28.529, -2.393)","(453.075, 97.516, -51.216, -2.457)","(417.534, 96.421, -48.12, 11.885)","(381.36, 97.141, -52.474, 7.542)"
23,"(553.377, 370.455, 38.878, -16.014)","(579.051, 358.827, 30.474, -24.897)","(610.048, 345.123, 26.523, -18.695)","(646.644, 331.441, 50.45, -28.552)","(677.093, 318.974, 12.402, -19.931)","(704.786, 306.414, 30.886, -0.407)","(730.716, 294.122, 24.554, -19.857)","(756.99, 281.704, 23.765, -21.85)","(778.775, 272.132, 4.982, -9.949)","(793.422, 261.47, 16.105, -23.048)","(805.889, 251.491, 22.741, 7.252)","(811.981, 242.763, -5.028, -2.13)","(815.195, 236.591, 11.703, 1.54)","(814.79, 224.197, -0.376, -3.809)","(818.599, 211.94, 11.22, -18.292)","(813.834, 205.568, -4.378, -20.507)","(811.211, 195.77, 20.843, -47.063)","(815.817, 167.299, 4.666, -43.852)","(804.517, 124.734, 2.994, -31.02)","(808.508, 87.527, -16.801, -24.916)","(798.837, 65.025, -25.415, 0.132)","(777.621, 57.632, -21.786, -1.388)","(736.411, 56.683, -24.829, -12.004)","(696.104, 58.775, -23.792, 10.06)","(657.855, 58.051, -23.677, 2.233)","(616.314, 58.686, -27.443, -25.301)","(577.089, 57.798, -47.76, -9.027)","(533.878, 59.411, -48.755, 11.486)","(491.77, 61.014, -28.963, -4.909)","(450.752, 62.179, -50.846, -8.235)","(411.687, 62.395, -26.337, -9.437)","(374.817, 64.152, -42.008, -12.333)","(335.783, 64.588, -37.148, 8.739)","(298.437, 64.653, -36.696, 0.17)","(262.449, 65.555, -25.372, 13.732)","(228.559, 68.233, -29.498, 10.356)","(194.72, 68.316, -41.472, -11.983)","(161.862, 68.055, -44.212, -9.071)","(121.837, 87.483, -35.709, 46.616)","(91.499, 121.311, -10.127, 38.745)"
24,"(589.85, 254.162, 26.722, 7.295)","(624.13, 252.433, 37.804, -14.572)","(665.175, 241.982, 41.539, -18.582)","(697.167, 232.01, 23.782, 0.105)","(726.643, 220.811, 17.163, -2.819)","(753.741, 211.183, 14.154, 2.203)","(768.311, 190.244, -14.166, -36.234)","(772.929, 136.649, 7.91, -43.394)","(776.643, 102.633, 15.431, -42.05)","(743.704, 100.376, -55.033, 1.985)","(704.37, 111.748, -23.928, 19.291)","(675.308, 113.871, -23.445, 12.06)","(650.542, 113.763, -48.977, 8.548)","(639.157, 113.987, -64.478, 9.419)","(624.161, 113.922, -37.981, 3.049)","(603.774, 113.864, -47.188, -3.42)","(590.583, 113.994, -50.747, 2.636)","(568.585, 113.774, -46.384, 3.566)","(538.163, 101.895, -27.621, -19.04)","(499.205, 100.602, -41.029, -12.275)","(459.681, 100.279, -53.982, 4.29)","(419.885, 101.468, -37.325, -1.087)","(381.568, 100.281, -49.027, 6.739)","(342.679, 99.131, -52.332, 14.593)","(303.938, 97.859, -24.653, -6.126)","(265.221, 96.042, -45.951, -13.355)","(228.557, 93.888, -27.205, 5.415)","(192.15, 94.465, -37.216, 16.058)","(160.338, 89.449, -46.584, -2.263)","(129.838, 116.474, -14.455, 48.295)","(122.432, 159.41, -9.206, 34.337)","(119.914, 200.586, 14.149, 32.232)","(116.245, 239.991, 10.409, 53.002)","(112.87, 278.401, 3.49, 48.726)","(106.637, 310.932, 3.084, 35.433)","(101.526, 336.246, -17.219, 10.495)","(91.661, 353.226, -0.185, 27.625)","(74.177, 364.268, -18.643, -11.8)","(None, None, None, None)","(None, None, None, None)"
25,"(259.149, 536.781, 24.781, 10.17)","(295.875, 553.486, 31.614, 20.282)","(332.238, 557.844, 41.483, -8.009)","(367.211, 560.599, 50.97, 18.949)","(402.484, 562.202, 37.17, 6.12)","(438.054, 561.692, 35.235, -9.24)","(474.527, 560.441, 44.986, -8.38)","(511.51, 561.461, 36.096, 0.879)","(545.901, 561.295, 25.672, -9.06)","(580.983, 561.145, 50.043, 11.471)","(611.08, 566.708, 26.326, 21.834)","(637.342, 573.274, 17.376, 9.251)","(667.61, 575.672, 36.009, 10.707)","(691.385, 576.717, 12.843, 22.4)","(710.015, 578.344, 5.174, 7.987)","(722.169, 580.675, 17.664, -7.114)","(727.966, 581.266, -11.218, 2.845)","(732.721, 577.272, 14.678, 15.769)","(739.601, 576.395, 3.725, 13.357)","(747.279, 565.415, -4.562, -10.332)","(764.275, 557.006, 25.813, 7.144)","(765.499, 580.676, -0.124, 27.805)","(764.625, 601.506, -1.351, 19.896)","(771.74, 620.531, 19.992, 8.456)","(780.689, 646.354, 3.248, 20.804)","(759.51, 649.253, -17.626, 3.106)","(738.286, 659.736, -38.62, 5.389)","(709.189, 669.899, -49.813, 5.883)","(677.64, 667.88, -42.554, 16.054)","(645.991, 669.868, -44.352, 0.392)","(611.398, 670.975, -39.913, -10.359)","(576.761, 673.66, -48.531, -9.674)","(543.226, 674.217, -20.762, 13.714)","(509.38, 678.485, -21.881, -8.638)","(476.085, 682.273, -32.768, 17.263)","(446.687, 685.481, -15.158, -2.172)","(411.142, 685.031, -40.506, 1.35)","(377.554, 684.485, -19.827, -13.679)","(342.694, 683.291, -50.451, 12.095)","(310.017, 683.299, -40.87, 7.075)"
26,"(421.891, 200.325, 35.048, 3.504)","(458.537, 197.955, 28.649, -21.794)","(502.515, 186.986, 52.141, -4.498)","(540.098, 177.388, 38.125, -22.971)","(566.381, 177.283, 38.916, 24.667)","(601.425, 186.28, 56.201, -0.679)","(637.502, 178.556, 19.272, -0.552)","(669.332, 186.673, 45.74, 15.861)","(710.037, 178.364, 44.132, -1.915)","(731.941, 169.33, 21.729, -0.087)","(741.076, 168.953, -4.289, -2.432)","(748.922, 169.397, -9.296, 3.923)","(748.391, 175.613, 14.281, 1.621)","(761.308, 187.185, 32.239, 27.989)","(778.911, 168.797, 16.454, -20.924)","(777.701, 121.934, -16.005, -35.971)","(774.277, 96.615, 6.112, -18.927)","(734.61, 91.054, -26.279, 14.149)","(696.096, 83.088, -41.67, -11.759)","(651.476, 84.428, -31.639, 2.728)","(608.611, 85.968, -31.067, 13.209)","(563.737, 85.998, -55.069, 0.809)","(522.428, 91.728, -38.959, -8.608)","(482.448, 94.667, -54.634, -2.189)","(442.467, 94.969, -30.036, -7.209)","(403.658, 96.365, -23.395, -9.264)","(365.5, 96.4, -26.71, 10.531)","(327.569, 96.574, -41.407, 3.26)","(290.334, 95.947, -49.372, 6.386)","(254.24, 95.354, -17.242, 3.311)","(221.416, 91.308, -32.223, 2.941)","(189.306, 96.338, -16.237, 10.34)","(160.85, 90.129, -29.585, -24.151)","(128.426, 125.124, -10.023, 50.57)","(123.813, 168.041, 1.498, 33.875)","(117.878, 207.105, -20.858, 32.198)","(113.181, 243.797, 7.091, 37.348)","(106.699, 276.926, -18.486, 27.446)","(104.274, 307.797, 3.538, 27.347)","(100.428, 337.601, -10.189, 22.877)"
27,"(434.185, 166.04, 37.3, -1.89)","(436.357, 166.025, 28.829, 0.46)","(454.893, 166.118, 31.983, 2.203)","(475.487, 166.266, 42.43, 7.768)","(497.218, 166.005, 45.559, -18.885)","(520.204, 166.017, 39.705, -2.224)","(548.615, 166.24, 32.467, 12.566)","(573.548, 166.085, 28.966, -4.278)","(596.466, 166.655, 39.319, 1.912)","(620.771, 166.042, 18.754, -10.995)","(643.058, 166.192, 47.343, -11.193)","(660.433, 166.107, 16.103, 4.901)","(684.585, 166.005, 38.355, -15.695)","(693.486, 166.039, 17.203, 1.756)","(693.486, 166.039, 17.203, 1.756)","(711.719, 166.318, 13.191, -21.362)","(720.222, 166.01, 26.916, -7.468)","(734.319, 166.19, 11.24, 9.481)","(743.686, 170.294, 38.887, 4.307)","(755.535, 178.539, 29.147, -9.9)","(762.692, 174.572, -18.231, 0.739)","(773.72, 185.264, -6.038, -25.735)","(771.521, 152.716, -22.67, -33.875)","(763.888, 134.127, 3.722, -18.761)","(767.895, 118.633, 3.628, -4.104)","(769.489, 102.958, -3.633, -18.47)","(756.116, 94.208, -47.843, 19.862)","(721.886, 101.396, -9.195, -0.001)","(701.999, 92.345, -49.193, -26.309)","(661.768, 86.074, -57.503, 4.697)","(624.731, 81.323, -42.861, -2.753)","(585.47, 77.995, -28.345, 1.301)","(547.522, 73.5, -23.95, -8.284)","(511.297, 70.042, -16.727, -4.797)","(476.761, 69.521, -49.433, 1.93)","(439.878, 69.799, -46.431, 4.481)","(404.019, 70.259, -30.131, 5.998)","(367.027, 70.218, -21.147, -5.062)","(330.573, 70.081, -39.364, 5.366)","(297.39, 70.2, -20.751, 17.749)"
28,"(694.551, 463.104, 25.116, 26.597)","(724.164, 482.405, 28.537, 6.71)","(752.147, 503.005, 13.28, 32.375)","(777.232, 522.075, 16.928, 25.003)","(791.444, 549.386, 13.644, 32.77)","(808.479, 591.591, -2.034, 29.925)","(811.556, 630.487, -9.591, 20.238)","(809.95, 662.499, -1.025, 13.969)","(787.418, 683.265, -35.787, 31.208)","(750.695, 690.385, -27.346, 14.714)","(706.043, 687.279, -55.101, -9.927)","(658.838, 683.241, -40.876, -16.497)","(616.094, 683.47, -40.586, 16.182)","(574.119, 682.498, -60.628, -10.259)","(532.119, 681.792, -25.851, -15.042)","(491.866, 680.745, -39.726, 10.078)","(446.938, 679.735, -41.797, -13.72)","(399.555, 677.756, -51.503, -9.496)","(351.675, 673.71, -41.429, 2.611)","(309.204, 668.481, -43.986, -5.552)","(269.733, 664.864, -44.414, 12.45)","(229.38, 664.625, -24.789, 5.869)","(190.55, 664.423, -28.149, 6.951)","(150.184, 664.643, -38.793, 20.387)","(126.557, 628.487, -1.008, -27.216)","(112.609, 587.948, -21.176, -52.439)","(102.245, 546.074, -25.955, -27.065)","(92.602, 505.282, -0.235, -53.447)","(83.863, 465.848, -6.488, -40.48)","(77.521, 431.779, -2.034, -41.283)","(78.921, 401.85, -17.331, -34.544)","(67.967, 385.797, -15.673, -1.3)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
29,"(278.13, 428.715, 29.759, -10.87)","(309.15, 429.355, 26.226, -11.908)","(347.272, 429.096, 45.74, 6.075)","(385.253, 430.999, 46.32, -12.531)","(422.118, 433.19, 39.908, 10.971)","(457.325, 435.292, 23.745, 6.984)","(493.563, 438.347, 48.573, 13.445)","(526.048, 445.222, 14.04, -7.608)","(556.266, 451.217, 42.153, 7.964)","(587.36, 457.414, 21.249, 18.753)","(614.658, 463.542, 31.266, -0.02)","(641.549, 470.817, 19.397, 19.004)","(668.691, 476.849, 15.828, 0.563)","(692.815, 484.762, 20.526, 18.753)","(712.658, 489.49, 22.5, 12.139)","(731.666, 494.34, 26.59, 4.646)","(743.767, 497.163, 18.136, 5.049)","(759.987, 500.914, 9.338, 17.805)","(775.474, 504.137, 21.933, 12.638)","(787.55, 514.843, 7.243, 2.956)","(795.158, 529.886, -2.305, 21.537)","(804.518, 549.243, -12.192, 27.618)","(799.257, 576.854, 0.664, 45.495)","(796.217, 607.474, 25.22, 18.573)","(802.558, 631.787, 10.527, 21.399)","(805.703, 657.148, -5.135, 19.794)","(789.119, 663.317, -7.913, -4.717)","(763.417, 674.959, -32.72, 17.076)","(729.397, 684.843, -51.489, 21.665)","(694.087, 688.42, -32.707, 18.911)","(663.052, 689.651, -44.009, -0.979)","(630.493, 689.374, -42.397, -6.218)","(600.154, 688.461, -16.607, -7.434)","(568.473, 688.669, -44.434, 1.227)","(536.943, 687.102, -22.51, -15.751)","(505.828, 687.639, -39.048, 12.313)","(470.784, 685.753, -22.819, 1.531)","(436.641, 686.479, -40.938, 0.997)","(402.886, 685.025, -46.497, -6.894)","(371.636, 684.157, -31.218, 14.913)"
