,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
10,"(781.775, 177.243, 8.411, -42.244)","(792.827, 121.636, -10.522, -46.596)","(768.916, 89.311, -50.089, 0.163)","(719.416, 81.184, -65.712, -15.743)","(672.076, 79.066, -30.205, 9.416)","(625.356, 79.573, -47.687, 13.287)","(578.767, 78.464, -44.402, -11.512)","(533.276, 77.349, -45.747, 1.505)","(485.76, 77.577, -52.909, -14.219)","(440.699, 78.787, -52.717, -12.012)","(395.562, 78.201, -49.328, -5.71)","(351.075, 78.944, -52.644, -11.685)","(305.129, 79.186, -57.607, 7.78)","(260.663, 80.656, -38.162, -3.745)","(216.238, 80.684, -40.975, -15.116)","(178.668, 79.232, -26.403, -12.708)","(140.737, 86.434, -11.503, 24.251)","(118.105, 125.478, -22.044, 32.839)","(104.526, 169.021, 2.712, 49.604)","(95.437, 211.832, -11.403, 53.638)","(89.282, 255.623, -10.831, 34.029)","(80.86, 298.693, -19.643, 36.314)","(73.332, 340.216, 8.31, 38.155)","(52.283, 362.365, -34.568, 18.808)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
11,"(304.961, 240.722, 50.447, -0.5)","(344.42, 237.776, 47.251, 3.266)","(380.835, 232.788, 20.292, 1.936)","(417.389, 227.587, 50.403, 1.059)","(456.735, 226.051, 38.451, 6.736)","(494.756, 224.786, 24.818, -17.148)","(531.804, 223.028, 35.081, 8.763)","(567.772, 225.86, 34.848, 17.173)","(605.52, 226.044, 39.445, -3.482)","(635.431, 224.541, 45.996, -11.026)","(665.137, 222.295, 35.102, -4.279)","(692.113, 220.034, 30.168, -13.492)","(716.452, 218.715, 2.668, -21.552)","(737.925, 217.657, 41.872, -1.355)","(755.043, 217.868, 19.044, -3.49)","(771.946, 216.311, 27.797, -0.241)","(781.991, 213.98, 4.625, -5.713)","(784.224, 189.596, 26.879, -38.695)","(787.861, 156.068, -1.795, -17.081)","(795.428, 125.761, 31.001, -23.296)","(799.245, 94.947, -18.074, 12.616)","(778.956, 90.67, -6.948, -2.635)","(743.164, 81.615, -50.36, 22.454)","(700.758, 82.245, -39.014, -11.134)","(659.961, 86.243, -37.386, 17.005)","(633.236, 87.613, -25.783, -6.3)","(590.141, 81.73, -33.914, 6.409)","(546.119, 86.354, -23.887, -2.123)","(510.63, 95.859, -36.764, 19.968)","(473.959, 98.466, -40.829, -2.521)","(438.189, 97.984, -34.422, 9.529)","(403.194, 96.288, -41.815, -11.794)","(366.582, 96.623, -35.817, -15.491)","(330.154, 95.502, -39.193, -16.004)","(293.802, 95.803, -49.829, 3.997)","(258.856, 94.747, -42.094, -9.984)","(224.216, 91.196, -38.674, -17.043)","(189.235, 94.953, -26.72, 18.538)","(162.951, 91.304, -32.715, -27.498)","(131.263, 115.909, -13.477, 52.477)","(124.535, 156.598, 3.445, 49.554)","(121.414, 194.251, 5.841, 51.877)","(116.214, 232.244, -8.341, 40.401)","(113.686, 268.944, 9.16, 51.65)","(109.687, 299.285, 15.248, 42.13)","(108.027, 327.676, 11.495, 19.06)","(104.03, 351.02, -14.062, 6.449)","(96.915, 368.427, -1.393, 15.834)","(78.438, 374.73, -37.669, 8.77)","(31.665, 381.277, -79.96, -24.812)","(None, None, None, None)"
12,"(349.181, 313.447, 42.562, -23.218)","(393.791, 302.633, 40.111, 8.682)","(434.672, 295.851, 28.677, -8.333)","(474.538, 289.621, 41.284, -12.436)","(512.623, 286.203, 43.942, -1.999)","(549.922, 281.822, 19.347, 6.56)","(585.753, 278.691, 27.525, -20.939)","(622.53, 276.493, 47.217, 7.966)","(654.782, 271.919, 18.893, 5.932)","(682.609, 269.537, 12.693, 2.637)","(706.594, 265.507, 16.561, 11.211)","(728.293, 261.969, 26.961, 1.986)","(746.315, 256.82, 13.983, 3.798)","(765.079, 246.745, 0.825, -9.302)","(779.551, 232.239, 28.839, -16.571)","(791.508, 222.612, -8.664, -16.48)","(807.372, 189.959, -2.097, -37.507)","(803.631, 159.554, 16.673, -37.249)","(804.875, 124.664, 25.856, -25.696)","(806.703, 93.22, -16.877, -35.196)","(798.155, 67.5, -27.121, -26.976)","(775.445, 56.392, -24.789, -22.244)","(741.531, 53.161, -33.63, 2.84)","(707.697, 52.734, -20.846, 1.571)","(676.16, 53.748, -27.942, -1.009)","(640.176, 55.464, -27.755, -8.943)","(602.66, 55.057, -22.647, 16.451)","(565.994, 57.939, -40.032, -5.889)","(525.632, 59.007, -34.419, -3.836)","(484.031, 60.816, -31.651, -10.352)","(444.523, 61.208, -50.701, -5.028)","(405.47, 58.782, -38.84, -2.318)","(369.739, 60.656, -28.82, -4.615)","(332.419, 60.342, -40.367, -16.918)","(296.611, 60.998, -39.972, -8.223)","(262.73, 61.98, -43.38, 0.597)","(226.098, 65.016, -40.218, 7.476)","(191.408, 63.641, -47.341, -7.347)","(151.259, 66.625, -50.66, 6.918)","(110.806, 83.62, -24.696, 38.332)","(86.88, 114.717, -33.312, 22.198)","(70.767, 148.935, -21.797, 21.682)","(64.221, 186.84, -2.954, 52.298)","(63.3, 222.786, 11.043, 26.752)","(63.521, 257.57, 10.702, 30.656)","(63.166, 290.839, 0.05, 39.007)","(61.427, 322.966, 5.282, 10.455)","(58.513, 351.334, -3.219, 54.11)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
13,"(479.483, 498.348, 34.03, -4.307)","(515.145, 502.273, 45.795, 19.131)","(548.865, 507.524, 33.89, 17.318)","(582.278, 512.266, 29.656, 20.02)","(621.892, 522.084, 56.673, 4.454)","(653.992, 531.538, 53.661, -0.979)","(685.374, 532.965, 15.817, -2.664)","(716.194, 533.993, 25.762, 2.079)","(745.482, 540.429, 41.547, -5.983)","(773.546, 549.513, 9.005, 2.632)","(790.403, 585.876, 36.803, 47.157)","(788.314, 631.907, -8.921, 37.337)","(764.769, 656.005, -52.405, 7.362)","(724.975, 652.58, -47.498, -21.896)","(701.702, 646.251, -5.202, -8.987)","(682.059, 638.937, -9.404, 3.742)","(672.536, 636.044, -46.906, 1.973)","(668.385, 636.042, -87.667, -1.053)","(638.444, 636.075, -26.577, -6.46)","(631.843, 636.027, -36.366, 1.44)","(631.843, 636.027, -36.366, 1.44)","(631.356, 636.006, -29.212, -1.304)","(631.356, 636.006, -29.212, -1.304)","(630.099, 636.023, -28.698, 1.37)","(622.11, 636.076, -43.169, -1.3)","(622.11, 636.076, -43.169, -1.3)","(622.11, 636.076, -43.169, -1.3)","(622.11, 636.076, -43.169, -1.3)","(622.11, 636.076, -43.169, -1.3)","(622.11, 636.076, -43.169, -1.3)","(622.11, 636.076, -43.169, -1.3)","(622.11, 636.076, -43.169, -1.3)","(616.36, 636.001, -52.825, -1.386)","(611.186, 636.018, -48.306, 0.166)","(608.644, 636.045, -60.132, 1.122)","(591.183, 636.121, -35.416, 6.314)","(569.724, 636.096, -40.334, 4.694)","(542.564, 636.379, -40.635, 1.748)","(517.793, 636.022, -15.826, -10.779)","(493.995, 636.065, -37.288, -10.821)","(465.413, 636.018, -27.425, -2.833)","(439.024, 636.48, -33.97, -2.807)","(403.621, 637.731, -28.2, -5.276)","(367.044, 638.625, -29.405, -2.027)","(332.619, 640.859, -30.76, 9.484)","(298.051, 643.723, -28.94, -15.888)","(266.534, 644.391, -36.017, -0.647)","(239.524, 645.933, -38.379, -7.858)","(215.024, 656.918, -32.72, 19.258)","(186.205, 652.749, -11.77, 0.578)","(161.895, 651.826, -38.429, 1.866)"
14,"(338.928, 449.088, 54.826, 4.314)","(379.063, 457.835, 57.672, -1.837)","(422.518, 464.438, 45.116, 15.676)","(467.888, 474.564, 38.314, -8.304)","(507.682, 485.216, 36.702, 21.15)","(544.373, 490.92, 21.894, -6.912)","(581.524, 499.1, 21.344, 19.203)","(619.872, 503.09, 43.988, 23.416)","(652.918, 508.707, 9.851, -0.515)","(682.154, 516.894, 33.992, 13.078)","(706.795, 522.624, 14.717, 21.926)","(727.859, 530.817, 30.76, 17.707)","(750.552, 533.425, 36.816, -13.227)","(766.353, 534.546, 11.787, -19.281)","(772.867, 541.825, 4.538, 25.278)","(780.706, 568.587, 4.212, 22.195)","(778.7, 599.042, -7.208, 66.674)","(772.541, 644.793, 25.529, 46.474)","(764.641, 666.508, -21.127, -2.268)","(723.421, 665.084, -32.63, -2.529)","(699.021, 656.187, -6.177, -13.731)","(667.438, 663.174, -32.639, 20.156)","(629.237, 663.237, -47.157, -9.1)","(590.319, 668.872, -51.796, 17.806)","(548.953, 663.986, -49.114, -8.28)","(512.354, 665.602, -39.386, -9.527)","(474.167, 665.875, -26.585, -4.527)","(435.617, 659.189, -31.219, -12.023)","(399.504, 666.078, -49.702, -9.408)","(357.375, 661.74, -32.494, -22.47)","(317.203, 653.825, -30.606, -24.762)","(283.149, 646.244, -31.338, -2.616)","(251.691, 642.198, -15.264, 4.755)","(225.639, 644.166, -15.011, 9.226)","(209.908, 653.495, 5.805, 12.58)","(197.629, 651.01, -51.455, -2.095)","(186.536, 651.207, -55.182, 5.004)","(164.501, 651.746, -52.43, 1.433)","(134.158, 639.202, -23.659, -34.372)","(128.868, 592.55, 4.012, -53.252)","(126.886, 552.77, -18.201, -39.695)","(117.459, 516.41, -4.584, -24.28)","(110.664, 481.535, -13.779, -23.379)","(103.968, 450.637, -8.024, -28.024)","(93.832, 425.683, -8.641, -13.565)","(90.44, 401.682, 8.557, -17.781)","(84.564, 386.064, -37.584, 0.514)","(60.5, 377.988, -24.385, 7.769)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
15,"(630.347, 253.793, 39.441, -21.243)","(665.782, 244.104, 57.754, -19.772)","(693.788, 234.229, 46.514, -8.48)","(723.218, 227.127, 47.987, 1.723)","(746.497, 218.567, 6.521, -9.804)","(772.591, 205.416, 8.136, -18.65)","(786.783, 178.495, 30.139, -14.54)","(799.77, 134.658, -7.861, -57.505)","(802.835, 89.785, -8.467, -29.921)","(784.953, 65.362, -39.005, -32.657)","(740.262, 56.775, -36.06, -7.694)","(693.576, 60.991, -31.007, 13.015)","(646.663, 63.323, -41.093, -6.167)","(603.222, 65.874, -42.238, -7.836)","(560.855, 66.811, -36.82, -2.349)","(518.873, 65.789, -27.606, -4.307)","(475.068, 64.226, -40.056, -11.591)","(431.939, 62.902, -46.957, 5.085)","(392.035, 62.477, -50.59, 7.86)","(352.815, 63.921, -47.702, 6.781)","(312.196, 63.78, -33.527, 2.956)","(271.134, 64.641, -49.12, 6.997)","(232.127, 67.272, -35.244, 11.715)","(192.412, 65.418, -30.742, 8.83)","(146.586, 70.961, -57.512, 4.119)","(107.648, 100.114, -39.624, 26.156)","(82.162, 134.813, -6.771, 22.643)","(70.58, 173.479, -9.315, 50.088)","(65.881, 214.326, -1.095, 40.441)","(63.555, 254.4, 3.508, 51.217)","(63.94, 289.991, -7.593, 16.967)","(64.631, 321.627, 12.513, 32.018)","(64.692, 350.24, 13.503, 39.298)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
16,"(748.794, 471.426, 27.277, 17.186)","(771.724, 488.074, 22.516, 8.881)","(790.967, 502.663, 25.89, 10.502)","(803.48, 522.126, 1.28, 13.247)","(811.226, 535.423, 15.551, 9.658)","(809.552, 543.626, 17.104, 36.798)","(827.162, 570.767, 23.079, 36.589)","(830.076, 578.086, -6.345, 6.416)","(841.462, 583.974, 12.607, 5.753)","(841.462, 583.974, 12.607, 5.753)","(841.462, 583.974, 12.607, 5.753)","(841.462, 583.974, 12.607, 5.753)","(841.462, 583.974, 12.607, 5.753)","(841.462, 583.974, 12.607, 5.753)","(841.462, 583.974, 12.607, 5.753)","(841.462, 583.974, 12.607, 5.753)","(841.462, 583.974, 12.607, 5.753)","(841.721, 583.974, 15.492, -0.043)","(842.862, 583.997, 11.961, 5.038)","(844.335, 583.94, 0.964, -1.247)","(844.521, 584.0, -3.727, 2.397)","(844.976, 583.989, 23.461, -0.06)","(844.976, 583.989, 23.461, -0.06)","(844.976, 583.989, 23.461, -0.06)","(844.976, 583.989, 23.461, -0.06)","(844.723, 583.991, -15.208, 0.118)","(842.504, 583.94, -12.6, 2.793)","(841.0, 583.978, -1.538, 0.515)","(839.908, 583.904, -4.864, -4.944)","(839.07, 583.979, 9.259, 10.274)","(836.996, 583.913, 4.258, 5.849)","(825.375, 579.57, -41.263, 3.219)","(798.708, 610.292, -15.669, 48.36)","(795.452, 650.246, -2.689, 52.149)","(765.92, 652.14, -20.964, 4.902)","(736.239, 654.322, -21.622, 0.505)","(709.996, 655.719, -22.56, 14.358)","(684.795, 657.555, -29.075, -11.686)","(656.745, 662.732, -37.229, 3.744)","(627.58, 668.663, -16.748, 7.23)","(596.333, 675.346, -31.609, -4.419)","(557.768, 678.675, -34.067, -3.086)","(518.639, 677.342, -30.4, 15.181)","(481.624, 674.574, -48.92, -14.488)","(443.341, 674.484, -47.479, -6.194)","(406.708, 674.244, -37.484, -14.191)","(370.863, 672.983, -27.462, 10.702)","(337.221, 671.758, -39.821, -9.494)","(306.484, 673.002, -33.426, -0.734)","(276.365, 672.954, -17.489, -1.782)","(247.835, 674.388, -11.27, 4.64)"
17,"(572.108, 176.511, 34.909, 8.521)","(603.309, 172.896, 42.267, -14.49)","(625.493, 170.882, 5.684, 4.199)","(643.969, 167.397, 14.699, -7.874)","(657.534, 166.057, 5.281, 1.216)","(673.531, 166.129, 22.714, 3.87)","(688.993, 166.302, 10.213, 0.424)","(701.891, 166.207, 16.991, 11.01)","(718.299, 166.111, 19.16, -4.729)","(728.612, 166.781, 14.759, -1.789)","(749.445, 173.343, 14.48, 1.733)","(759.281, 186.092, 15.944, 16.097)","(779.539, 170.483, -11.04, -62.354)","(782.008, 132.646, -15.484, -30.164)","(788.163, 102.695, -8.307, -12.103)","(754.883, 74.697, -32.545, -11.54)","(715.744, 80.49, -23.484, -6.659)","(677.929, 73.752, -52.152, -8.144)","(639.98, 73.226, -20.428, 9.512)","(604.955, 73.414, -25.435, -10.976)","(564.806, 79.839, -52.711, 7.347)","(525.234, 87.125, -43.084, 11.776)","(484.789, 89.512, -33.785, -10.749)","(445.417, 90.169, -47.456, 4.009)","(404.135, 91.003, -31.96, -2.565)","(363.474, 91.678, -47.496, 4.297)","(325.796, 90.977, -28.544, -4.807)","(287.355, 91.735, -53.803, 2.837)","(248.114, 89.609, -43.052, -13.778)","(210.491, 86.646, -40.861, -10.979)","(177.429, 86.856, -42.557, 12.639)","(136.626, 89.474, -17.114, 37.059)","(117.746, 132.765, 6.53, 56.243)","(112.272, 174.202, -10.655, 38.324)","(107.334, 212.7, -12.377, 44.315)","(103.5, 246.608, 2.409, 47.969)","(96.822, 281.282, -2.936, 17.587)","(90.302, 308.872, -21.687, 24.128)","(82.635, 332.483, -10.883, 18.079)","(65.513, 360.224, -48.697, -3.064)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
18,"(501.493, 454.638, 52.307, 17.538)","(539.314, 465.964, 24.254, 0.123)","(577.064, 476.276, 22.669, 18.154)","(614.461, 486.518, 40.198, 17.028)","(649.445, 496.759, 32.018, 8.182)","(684.368, 507.115, 30.939, 16.317)","(718.771, 518.825, 21.319, 15.497)","(749.724, 528.645, 11.332, 5.568)","(772.753, 541.97, -1.32, 29.802)","(787.276, 572.776, 2.661, 27.931)","(786.278, 619.573, 2.289, 39.744)","(778.847, 654.806, -52.949, 9.365)","(729.871, 649.715, -58.955, 1.248)","(689.608, 644.268, -35.208, -11.553)","(668.333, 636.139, -12.531, 3.967)","(660.021, 636.025, -36.583, -0.844)","(648.281, 636.239, -66.915, 3.782)","(622.308, 636.186, -49.284, -18.404)","(606.109, 636.033, -52.046, -6.172)","(593.012, 636.0, -61.909, -14.59)","(588.609, 636.003, -36.233, -0.637)","(588.609, 636.003, -36.233, -0.637)","(588.609, 636.003, -36.233, -0.637)","(588.609, 636.003, -36.233, -0.637)","(586.892, 636.057, -49.759, 0.85)","(567.213, 636.082, -40.456, -1.877)","(553.81, 636.008, -30.75, -5.581)","(550.289, 636.04, -44.308, 0.397)","(549.78, 636.015, -30.521, -1.548)","(549.78, 636.015, -30.521, -1.548)","(549.004, 636.024, -46.565, 0.573)","(549.004, 636.024, -46.565, 0.573)","(549.004, 636.024, -46.565, 0.573)","(549.004, 636.024, -46.565, 0.573)","(546.931, 636.014, -35.259, 0.024)","(542.273, 636.055, -55.833, 0.76)","(528.304, 636.01, -33.489, -9.555)","(506.999, 636.066, -30.481, -8.619)","(478.946, 636.177, -28.451, -9.827)","(452.184, 636.096, -36.158, -14.329)","(421.054, 636.815, -25.124, 11.661)","(391.142, 636.468, -18.566, -17.753)","(359.257, 636.707, -45.316, -0.443)","(323.244, 637.27, -39.551, 9.534)","(288.934, 637.675, -18.915, -10.701)","(259.935, 640.797, -20.556, 4.967)","(230.055, 647.554, -36.998, 22.358)","(205.983, 657.27, -24.836, 4.534)","(179.237, 651.026, -26.349, 0.253)","(154.898, 653.12, -42.605, -3.625)","(132.852, 635.928, -21.412, -42.53)"
19,"(718.744, 507.292, 13.467, 8.388)","(750.082, 521.464, 17.601, 24.075)","(779.615, 539.771, 19.902, 6.067)","(794.763, 569.277, 9.026, 39.931)","(800.259, 608.572, 1.173, 56.29)","(806.405, 646.716, -14.192, 37.323)","(795.684, 672.357, -5.848, 20.99)","(764.513, 684.468, -44.653, -2.581)","(717.942, 687.559, -48.871, 12.936)","(675.893, 685.19, -46.421, 1.86)","(634.644, 683.555, -42.775, -1.749)","(594.196, 684.232, -46.156, -10.245)","(552.676, 684.336, -27.406, 10.951)","(510.253, 683.997, -30.761, 3.829)","(466.273, 681.239, -32.245, 14.019)","(420.465, 679.209, -56.988, -1.131)","(378.691, 676.708, -38.007, -14.134)","(336.919, 674.206, -50.739, 8.591)","(298.522, 673.394, -40.873, 4.188)","(256.198, 671.625, -38.33, 6.301)","(214.645, 670.516, -42.644, -10.283)","(177.421, 668.219, -29.745, -11.964)","(138.893, 654.44, -29.944, -22.176)","(118.241, 618.369, -23.991, -53.192)","(105.318, 576.798, -0.371, -52.42)","(91.159, 535.46, -15.348, -53.437)","(80.164, 498.283, -4.036, -49.337)","(69.801, 462.072, 0.307, -16.866)","(62.864, 432.019, 12.243, -33.264)","(66.023, 402.251, 4.283, -28.685)","(29.097, 382.009, -76.948, -24.777)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
20,"(673.492, 259.317, 40.3, -22.64)","(709.226, 249.4, 19.768, -25.543)","(736.214, 240.237, 24.331, -8.671)","(765.103, 224.047, 26.812, -21.725)","(781.919, 206.151, 33.172, -28.906)","(794.898, 181.203, 4.74, -24.012)","(803.842, 147.641, -0.638, -50.482)","(797.281, 102.962, -2.335, -54.284)","(774.734, 83.388, -45.884, -8.473)","(734.076, 69.123, -43.941, -2.317)","(689.961, 76.978, -52.854, 15.543)","(649.925, 87.299, -36.551, 8.312)","(612.885, 95.12, -51.171, 2.984)","(580.333, 105.694, -21.374, 11.425)","(554.166, 106.411, -29.722, -2.326)","(511.412, 100.479, -27.106, 6.627)","(474.82, 100.654, -31.556, 14.126)","(433.78, 99.39, -28.5, 16.27)","(391.836, 99.709, -54.943, -3.509)","(351.623, 99.565, -54.44, -0.046)","(309.801, 98.655, -38.32, -4.407)","(268.219, 97.605, -49.126, 10.922)","(231.573, 95.808, -32.904, -7.97)","(198.511, 94.048, -51.206, -3.475)","(170.756, 92.009, -37.136, 3.998)","(139.006, 92.031, -26.952, 34.189)","(123.113, 135.295, -5.168, 53.094)","(121.049, 180.46, -6.141, 50.709)","(117.587, 222.025, -11.534, 34.184)","(115.785, 258.903, -18.324, 25.443)","(109.521, 296.706, -4.941, 20.486)","(103.445, 329.267, 1.984, 11.777)","(98.375, 352.198, 4.697, 16.255)","(84.626, 369.015, -19.846, 6.942)","(59.758, 367.077, -43.646, -9.403)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
21,"(740.517, 296.327, 25.348, -12.598)","(770.704, 278.834, 40.097, -29.986)","(793.294, 260.095, 22.043, -6.639)","(808.254, 239.816, 6.148, -31.93)","(813.046, 224.904, -8.177, -9.585)","(811.927, 210.249, 2.559, -24.006)","(812.364, 192.528, -2.531, -37.416)","(812.375, 169.668, -9.621, -41.901)","(807.104, 130.705, -2.613, -38.102)","(806.288, 89.603, -8.482, -25.676)","(790.66, 65.6, -19.213, -23.603)","(754.771, 52.719, -65.63, -10.307)","(704.183, 57.04, -38.537, -18.154)","(658.302, 57.762, -40.637, 9.368)","(610.655, 62.488, -35.841, 5.118)","(567.792, 63.563, -51.301, 9.422)","(523.204, 67.749, -29.558, 12.712)","(481.247, 71.084, -30.272, -0.87)","(439.75, 71.338, -47.94, -14.074)","(399.628, 70.466, -42.686, 4.046)","(359.171, 70.517, -27.718, -9.992)","(317.073, 71.69, -37.49, 9.045)","(277.477, 70.282, -40.125, 10.605)","(240.373, 74.128, -32.922, -2.505)","(202.578, 73.344, -28.532, 2.19)","(169.082, 70.824, -23.898, 14.668)","(128.324, 84.632, -19.554, 34.545)","(100.31, 122.821, -33.765, 25.877)","(80.844, 162.594, -27.476, 40.107)","(71.218, 197.477, -4.502, 28.879)","(66.992, 233.161, 11.636, 48.061)","(66.612, 271.768, 10.105, 37.917)","(63.621, 307.97, 11.89, 37.027)","(64.356, 343.545, 0.017, 26.427)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
22,"(439.67, 385.459, 34.93, 41.278)","(482.166, 417.011, 36.156, 19.209)","(520.864, 432.366, 56.726, 13.717)","(558.946, 453.252, 30.895, 9.137)","(597.567, 469.369, 35.503, 9.003)","(634.592, 479.718, 52.117, -1.403)","(670.489, 490.803, 26.198, 6.971)","(703.944, 499.854, 42.627, 19.2)","(731.479, 509.876, 32.815, 13.606)","(752.732, 521.056, 3.055, 3.719)","(779.364, 529.492, 34.421, 8.619)","(789.852, 548.467, 14.382, 15.714)","(807.08, 564.248, 59.252, 45.894)","(808.739, 599.418, -18.591, 51.544)","(805.772, 646.331, 1.908, 40.787)","(794.877, 668.742, -20.557, 11.772)","(764.825, 689.537, -25.483, 25.597)","(729.229, 690.542, -40.193, 5.709)","(693.626, 692.616, -27.084, 12.008)","(656.015, 692.831, -17.562, -0.063)","(621.513, 692.581, -20.89, -7.71)","(582.213, 692.662, -38.351, -19.481)","(538.192, 690.274, -34.136, 3.97)","(495.407, 690.934, -31.069, -3.861)","(454.473, 687.301, -44.176, -6.257)","(413.465, 690.909, -59.044, 9.257)","(375.869, 688.997, -41.203, -8.093)","(335.088, 682.825, -50.094, -16.472)","(294.454, 680.44, -38.305, 4.436)","(257.328, 679.519, -49.783, 12.258)","(223.673, 678.997, -28.151, -6.438)","(185.985, 685.541, -21.705, 5.298)","(151.143, 675.331, -54.973, -10.111)","(107.613, 643.465, -45.481, -45.32)","(85.505, 608.571, -31.238, -42.781)","(70.782, 573.409, -23.154, -48.285)","(58.192, 539.097, 2.657, -47.564)","(49.122, 504.913, -8.961, -22.088)","(46.128, 487.262, 5.163, -32.2)","(46.019, 479.513, -0.025, -53.503)","(46.019, 479.513, -0.025, -53.503)","(46.026, 477.067, 0.952, -26.146)","(46.039, 470.992, -5.912, -76.569)","(46.286, 444.21, -5.748, -20.541)","(48.729, 426.651, 17.543, -5.422)","(57.452, 401.772, -6.566, -44.392)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
23,"(684.615, 403.842, 30.875, 18.509)","(710.763, 428.743, 38.827, 32.523)","(735.835, 447.574, 14.868, 27.406)","(758.585, 465.186, 34.153, 11.218)","(777.73, 485.187, 5.649, 19.078)","(792.616, 496.877, 12.097, 20.234)","(804.928, 513.899, 29.597, 6.655)","(806.847, 526.318, 9.35, 11.125)","(812.776, 541.179, -13.491, 13.227)","(810.876, 540.72, -2.921, 15.755)","(816.971, 568.64, 8.654, 26.618)","(804.968, 609.583, -16.298, 41.253)","(808.309, 644.872, -9.505, 49.289)","(794.169, 668.265, -31.667, 12.074)","(752.389, 683.089, -35.599, 8.271)","(712.468, 681.298, -31.748, 2.9)","(670.429, 684.258, -58.772, -8.997)","(631.021, 683.423, -37.433, -13.706)","(592.044, 682.537, -40.533, 3.119)","(550.955, 681.939, -41.707, 8.218)","(511.542, 680.439, -37.124, -7.788)","(471.937, 678.441, -36.852, 13.719)","(432.43, 677.485, -36.05, 3.304)","(389.659, 677.464, -39.912, 6.957)","(348.512, 673.188, -27.171, 10.937)","(311.023, 670.935, -44.65, -15.2)","(271.077, 671.608, -34.666, 6.069)","(233.413, 674.895, -31.304, 15.952)","(194.054, 680.651, -37.095, -8.305)","(150.802, 670.483, -54.949, 4.446)","(124.645, 640.902, -25.565, -34.995)","(106.743, 604.761, -13.285, -46.538)","(96.123, 565.284, -18.429, -48.698)","(88.624, 526.296, -11.425, -43.09)","(80.455, 490.717, 8.134, -19.752)","(72.466, 458.405, -11.432, -34.62)","(67.393, 432.173, 2.94, -22.971)","(62.513, 409.556, -22.124, -18.571)","(39.954, 389.399, -65.848, -22.486)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
