,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
24,"(695.367, 295.45, 29.307, -11.932)","(723.801, 283.471, 9.222, -23.682)","(750.018, 271.135, 29.108, -40.021)","(773.075, 252.359, 13.215, 4.594)","(789.833, 241.93, 24.778, -17.166)","(799.142, 229.65, -2.168, -0.297)","(805.468, 217.558, 7.177, 6.276)","(810.062, 210.276, 2.42, 6.505)","(810.502, 199.494, 27.051, -50.77)","(828.076, 184.754, 16.359, -12.971)","(838.305, 179.116, 24.581, -14.624)","(846.841, 166.177, 23.564, -23.38)","(846.841, 166.177, 23.564, -23.38)","(846.841, 166.177, 23.564, -23.38)","(846.841, 166.177, 23.564, -23.38)","(846.841, 166.177, 23.564, -23.38)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)","(846.895, 166.025, 3.258, -9.094)"
25,"(501.597, 187.499, 56.142, -22.339)","(540.959, 174.511, 34.128, -25.028)","(570.155, 166.068, 36.474, 1.193)","(588.425, 166.051, 50.099, 1.744)","(601.399, 166.033, 21.473, -5.99)","(620.509, 166.031, 53.063, 1.436)","(639.974, 166.073, 42.471, -8.918)","(652.966, 166.028, 46.237, -3.283)","(669.244, 166.098, 46.51, 0.018)","(689.112, 166.319, 30.745, 11.763)","(709.204, 166.003, 43.806, -0.054)","(729.901, 171.853, 35.479, 3.969)","(750.39, 189.621, 2.554, 27.765)","(766.042, 197.297, 49.599, -13.533)","(777.923, 167.275, -6.769, -20.287)","(775.569, 132.333, -13.868, -9.228)","(764.194, 118.826, -0.354, -16.216)","(767.188, 99.179, -21.81, -38.222)","(761.125, 78.782, -61.25, -2.921)","(719.345, 77.664, -43.801, -3.055)","(680.696, 79.998, -42.588, 10.97)","(644.341, 85.907, -43.606, 4.827)","(608.551, 78.723, -47.589, -1.702)","(565.972, 86.449, -36.976, 3.491)","(530.614, 96.297, -43.749, 18.669)","(494.63, 98.306, -40.307, -1.451)","(458.825, 96.51, -39.422, -13.876)","(423.273, 96.171, -40.244, -14.099)","(387.962, 94.727, -46.204, -12.827)","(350.006, 95.174, -31.956, -2.847)","(309.834, 94.62, -40.569, -14.562)","(273.336, 95.125, -30.541, 7.962)","(236.06, 92.593, -47.825, -16.617)","(200.949, 93.885, -36.705, 21.295)","(172.044, 92.768, -14.801, -13.463)","(140.813, 97.944, -11.686, 58.445)","(127.935, 143.041, -13.302, 50.177)","(122.939, 184.195, -13.156, 46.071)","(118.69, 223.004, -16.832, 50.442)","(114.687, 260.565, -8.465, 39.32)","(111.082, 294.526, -18.077, 42.168)","(104.013, 318.916, 2.093, 14.424)","(99.216, 346.701, 10.43, 43.032)","(81.216, 366.88, -41.214, 34.604)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
26,"(422.314, 212.865, 19.73, 7.3)","(455.417, 205.986, 41.942, 0.212)","(488.836, 204.719, 38.44, -7.747)","(531.524, 203.831, 56.019, 2.313)","(566.341, 202.158, 21.187, -13.264)","(597.128, 203.896, 41.345, 9.748)","(628.654, 203.423, 33.798, -8.698)","(664.974, 199.413, 20.054, -6.454)","(693.663, 203.002, 19.087, 3.53)","(719.367, 199.985, 17.3, -18.752)","(738.476, 197.466, 16.887, 7.831)","(764.526, 202.952, 42.919, -0.393)","(770.335, 190.342, 4.864, -40.252)","(779.187, 165.312, 7.886, -63.58)","(775.684, 132.348, -22.488, -1.397)","(775.213, 107.672, -3.553, -44.579)","(764.23, 92.836, -30.819, -2.525)","(728.725, 95.224, -5.579, 2.103)","(708.764, 99.371, -18.899, 3.644)","(669.436, 88.336, -47.896, -18.819)","(645.406, 94.54, -34.915, 15.421)","(611.318, 82.598, -51.949, 3.359)","(568.227, 88.057, -30.323, 5.018)","(526.711, 94.205, -43.96, 10.673)","(484.925, 96.934, -26.259, -12.243)","(445.632, 96.241, -43.575, 4.163)","(405.113, 95.833, -35.158, 10.732)","(363.463, 96.708, -46.357, 15.348)","(326.977, 95.707, -32.328, -11.635)","(293.041, 96.058, -35.83, 15.151)","(257.816, 95.444, -27.106, 13.519)","(220.062, 90.62, -35.039, -22.502)","(183.632, 94.96, -20.875, -10.287)","(155.903, 87.712, -33.598, -12.259)","(129.451, 121.036, -26.457, 35.069)","(120.746, 158.305, -18.209, 44.969)","(116.644, 194.349, 7.239, 42.685)","(111.244, 230.682, 9.909, 29.446)","(104.87, 267.725, -0.64, 40.16)","(98.632, 300.747, -21.696, 41.543)","(91.106, 330.808, -5.654, 13.841)","(73.111, 354.348, -22.546, 8.339)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
27,"(526.214, 563.127, 48.039, 9.897)","(568.161, 565.153, 58.264, 5.045)","(605.535, 573.216, 47.438, 7.971)","(634.2, 579.606, 31.979, 13.687)","(654.991, 583.96, 50.687, 9.927)","(672.448, 583.986, 57.096, -0.544)","(672.448, 583.986, 57.096, -0.544)","(676.585, 583.982, 55.705, 1.237)","(700.558, 583.957, 37.865, 22.244)","(723.977, 583.905, 25.064, 11.9)","(745.18, 579.301, 22.982, 5.939)","(754.136, 570.072, 22.19, 12.615)","(771.87, 568.727, 28.118, -6.142)","(771.799, 564.811, -4.186, -7.074)","(774.228, 595.69, -16.483, 91.425)","(773.865, 644.508, 29.434, 43.897)","(756.418, 656.57, -55.721, -12.076)","(714.418, 648.005, -38.258, -0.02)","(690.259, 649.252, -32.91, 15.215)","(640.578, 659.436, -41.271, 9.087)","(597.801, 665.594, -37.154, 3.216)","(553.132, 663.248, -24.153, -2.935)","(516.873, 660.633, -28.019, 10.148)","(470.451, 657.033, -49.925, -8.322)","(437.377, 650.474, -27.176, -7.741)","(400.839, 657.232, -55.795, -6.35)","(348.255, 651.236, -28.411, -22.511)","(308.22, 642.867, -32.604, -17.406)","(270.76, 641.426, -45.228, 3.63)","(239.851, 644.699, -39.71, 11.396)","(217.189, 651.671, -5.498, 7.379)","(189.393, 651.555, -20.321, -15.955)","(169.831, 651.167, -21.109, -15.318)","(139.555, 653.859, -27.457, -41.698)","(129.911, 609.939, -1.654, -56.255)","(126.478, 568.715, -17.63, -40.899)","(117.923, 528.01, 3.109, -43.949)","(109.166, 494.222, 12.6, -22.088)","(103.663, 461.135, 3.513, -39.345)","(96.995, 431.867, -10.245, -36.598)","(91.512, 409.132, -11.133, -32.188)","(82.972, 395.842, -21.719, -16.89)","(42.563, 387.071, -86.666, -27.97)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
28,"(431.264, 256.921, 20.328, -12.105)","(456.769, 255.098, 20.194, 2.811)","(493.822, 255.39, 33.527, -13.959)","(525.096, 252.266, 30.64, -2.856)","(560.245, 249.223, 31.118, -14.667)","(595.691, 249.129, 36.233, -16.144)","(630.205, 247.023, 37.325, -0.384)","(665.404, 245.079, 38.403, 5.214)","(695.002, 239.982, 3.613, -17.603)","(719.655, 237.109, 40.307, -23.22)","(742.771, 231.342, 16.491, -11.295)","(766.257, 226.077, 0.983, -9.47)","(782.041, 217.464, 8.278, -19.526)","(797.503, 184.865, 1.357, -43.042)","(799.213, 157.777, 7.542, -26.75)","(805.94, 130.678, 2.695, -16.314)","(808.244, 98.596, -3.161, -43.163)","(798.88, 69.4, -21.451, -34.519)","(777.485, 54.784, -9.576, -6.856)","(739.259, 53.589, -52.305, -11.928)","(702.441, 57.228, -26.045, 10.116)","(660.101, 57.821, -40.851, 6.95)","(619.709, 55.332, -56.02, -0.138)","(579.91, 58.806, -40.626, 9.783)","(536.748, 61.772, -47.702, 13.905)","(497.455, 61.066, -46.203, -0.704)","(456.843, 61.524, -45.131, -2.785)","(416.826, 62.629, -46.479, -18.766)","(380.71, 61.274, -26.77, -14.747)","(345.868, 60.932, -42.08, 3.754)","(310.233, 62.085, -36.561, -6.907)","(273.917, 62.58, -34.509, -9.868)","(237.737, 65.047, -49.361, 6.152)","(207.393, 66.295, -24.591, -10.337)","(167.268, 66.131, -50.807, 18.84)","(120.881, 79.42, -35.877, 19.397)","(92.821, 107.25, -23.168, 31.015)","(74.559, 141.746, -26.873, 20.554)","(66.877, 176.035, 8.002, 41.331)","(65.32, 213.598, 0.291, 35.39)","(62.935, 248.694, 13.926, 30.099)","(62.25, 283.271, -6.574, 43.934)","(60.93, 313.069, 0.067, 20.563)","(61.05, 334.687, -22.254, 10.49)","(51.045, 358.796, -53.528, -0.709)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
29,"(248.915, 220.056, 25.282, -16.278)","(277.793, 206.974, 33.588, -6.514)","(310.086, 198.63, 37.254, -19.337)","(342.847, 193.132, 21.976, -0.342)","(373.946, 187.242, 32.425, 2.645)","(403.714, 183.785, 19.624, -0.605)","(436.82, 182.068, 21.829, 0.632)","(467.371, 182.304, 35.125, -16.529)","(497.208, 179.425, 22.219, -3.611)","(529.559, 180.289, 24.339, -9.67)","(559.938, 182.754, 39.136, -7.975)","(590.513, 182.794, 32.236, 2.282)","(619.662, 184.398, 45.372, -8.768)","(648.084, 185.154, 19.752, 1.787)","(670.885, 183.46, 24.604, 9.394)","(697.035, 183.751, 18.386, -1.513)","(712.414, 184.346, 5.94, 4.783)","(722.512, 186.859, 9.238, 5.582)","(734.62, 184.288, -5.933, 4.726)","(741.846, 187.752, -10.267, 5.965)","(754.098, 195.786, 29.891, 1.543)","(770.367, 198.996, 30.406, 3.534)","(761.463, 168.79, 11.488, -28.599)","(764.311, 142.705, 13.644, -32.337)","(777.049, 119.272, 22.653, -14.724)","(784.319, 98.454, -28.989, 12.158)","(762.165, 92.727, -27.134, -13.163)","(735.404, 93.813, -28.238, 9.556)","(711.988, 79.218, -14.992, -10.97)","(678.385, 67.48, -51.683, -6.066)","(645.512, 65.003, -38.805, -12.943)","(616.574, 65.045, -40.144, 9.24)","(582.288, 63.888, -46.598, -8.118)","(548.56, 64.027, -21.648, 10.762)","(510.572, 67.137, -38.872, 17.24)","(471.02, 67.359, -34.581, -12.839)","(429.533, 69.043, -43.055, 6.206)","(392.219, 70.772, -27.486, 8.861)","(353.708, 72.154, -43.681, 1.949)","(315.281, 72.26, -42.929, -7.686)","(278.622, 73.259, -42.192, 9.889)","(243.91, 74.263, -23.598, -7.065)","(209.152, 76.085, -43.577, -14.56)","(175.683, 76.492, -31.792, 1.711)","(139.808, 80.838, -13.238, 36.357)","(115.893, 110.566, -20.822, 32.653)","(100.816, 145.667, -1.441, 26.806)","(90.107, 184.269, -21.75, 36.056)","(83.406, 221.345, -7.918, 46.729)","(74.979, 254.716, -8.875, 32.59)","(70.683, 282.978, 4.155, 39.249)"
30,"(668.662, 485.62, 49.628, 12.184)","(709.134, 491.313, 36.586, -4.659)","(743.007, 506.824, 21.843, 13.305)","(773.197, 524.349, 38.616, 12.184)","(787.563, 549.551, -0.918, 47.951)","(804.883, 597.851, 9.717, 43.886)","(812.739, 634.719, 0.763, 22.277)","(806.598, 668.029, -16.765, 21.447)","(779.468, 685.166, -46.844, 33.224)","(734.903, 690.001, -40.483, 12.94)","(695.779, 689.506, -35.265, 1.005)","(654.717, 687.202, -33.402, 9.36)","(614.322, 687.408, -54.776, -11.919)","(572.685, 685.52, -40.601, 10.525)","(531.044, 684.729, -49.874, -15.867)","(489.749, 684.617, -24.145, -0.739)","(449.393, 683.05, -35.629, 11.095)","(409.325, 681.371, -57.182, 3.467)","(370.077, 679.373, -54.456, -14.766)","(329.56, 678.167, -32.098, -9.034)","(290.716, 675.285, -34.528, -1.402)","(253.023, 674.611, -35.39, 7.297)","(216.404, 674.104, -38.69, 13.243)","(181.957, 672.525, -31.854, -3.688)","(143.87, 663.95, -23.783, -51.426)","(122.27, 626.893, -19.279, -40.899)","(107.06, 589.473, -29.173, -47.211)","(93.756, 550.896, -28.279, -49.543)","(80.632, 512.248, -19.496, -55.447)","(67.397, 473.682, -17.115, -26.179)","(58.661, 440.772, -13.381, -11.126)","(63.349, 412.849, -4.519, -17.316)","(66.767, 393.406, 20.822, -8.663)","(33.314, 385.408, -64.689, -24.496)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
31,"(717.97, 258.879, 29.193, -25.011)","(752.404, 243.752, 43.042, -22.723)","(776.665, 225.021, 20.589, -32.092)","(798.433, 201.063, 22.483, -19.38)","(815.706, 181.272, 8.063, -33.33)","(811.878, 165.544, -21.994, -43.445)","(804.46, 114.516, 0.946, -39.881)","(793.647, 80.445, -37.779, -44.978)","(754.395, 57.298, -36.281, -19.282)","(702.769, 60.348, -58.291, -1.195)","(656.288, 68.948, -39.104, -3.172)","(612.684, 73.044, -49.835, 2.244)","(573.236, 69.535, -54.862, -16.699)","(534.365, 64.156, -34.459, -11.037)","(495.933, 64.463, -33.067, -4.013)","(460.648, 65.349, -43.216, -12.938)","(421.088, 66.743, -49.141, -5.355)","(382.715, 68.358, -24.081, 2.85)","(342.991, 70.626, -35.571, -2.579)","(303.106, 71.941, -42.012, 18.299)","(264.018, 72.487, -25.834, 2.465)","(224.598, 77.441, -55.741, -4.202)","(188.693, 78.023, -55.449, -13.826)","(144.218, 77.698, -28.501, 32.46)","(117.656, 108.52, -12.802, 46.528)","(102.58, 146.5, -24.118, 35.489)","(94.908, 186.929, 6.347, 48.406)","(89.193, 223.658, -18.326, 27.394)","(86.188, 262.865, -12.246, 49.604)","(82.743, 299.813, -15.761, 38.585)","(77.233, 335.667, 9.75, 19.758)","(55.681, 363.362, -40.293, 3.092)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
32,"(637.418, 166.005, 22.822, -4.72)","(639.322, 166.038, 26.041, -1.687)","(650.301, 166.128, 55.496, 2.897)","(667.592, 166.133, 55.219, -5.817)","(684.939, 166.141, 42.807, 6.424)","(705.241, 166.152, 41.693, 6.881)","(720.476, 166.061, 35.244, -0.651)","(731.597, 166.629, 33.434, 6.748)","(746.963, 167.831, 19.917, -7.824)","(759.367, 182.195, 19.701, 32.299)","(773.532, 178.876, 24.318, -45.096)","(785.486, 135.348, 20.874, -53.778)","(787.685, 102.029, 17.701, -53.832)","(755.037, 74.165, -51.925, -24.485)","(716.067, 69.2, -50.006, 2.391)","(675.859, 63.135, -48.574, 3.011)","(638.265, 61.033, -47.663, 5.504)","(596.026, 61.622, -31.105, 9.071)","(548.52, 68.766, -26.127, -5.238)","(502.578, 71.885, -54.845, 1.705)","(460.577, 74.753, -40.2, -3.676)","(418.567, 72.752, -53.551, -15.852)","(379.583, 72.731, -33.841, 1.748)","(337.03, 72.583, -43.168, 7.787)","(298.279, 73.423, -37.07, 4.764)","(260.008, 72.09, -28.953, 0.807)","(224.119, 73.815, -36.353, 20.443)","(187.698, 72.15, -29.069, 11.276)","(143.506, 74.795, -26.789, 22.564)","(111.923, 107.397, -10.239, 28.22)","(92.545, 148.803, -8.231, 26.823)","(77.789, 186.057, -28.219, 41.157)","(67.121, 222.639, 7.461, 48.068)","(61.909, 256.09, -6.503, 35.561)","(60.486, 286.175, -16.143, 27.408)","(58.499, 316.385, 2.695, 38.151)","(57.832, 343.249, 13.075, 20.38)","(30.816, 365.632, -67.009, 31.076)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
33,"(659.215, 191.598, 27.955, -21.805)","(686.231, 183.631, 31.575, -16.179)","(711.58, 169.911, 10.305, -14.178)","(725.075, 166.134, 29.73, 3.616)","(731.225, 166.249, 31.419, 3.98)","(744.614, 171.965, 11.903, 9.804)","(752.833, 177.389, 18.625, 8.628)","(759.635, 180.733, 13.572, 18.29)","(773.307, 188.597, 14.133, 30.899)","(792.666, 165.214, -3.135, -36.579)","(797.665, 127.066, -19.161, -47.907)","(790.523, 97.602, -16.362, -10.379)","(762.522, 80.58, -57.564, -25.562)","(715.609, 87.581, -30.309, 25.185)","(680.086, 91.894, -36.272, 13.669)","(641.407, 101.769, -23.373, 13.928)","(624.367, 113.117, -5.08, 5.649)","(624.197, 113.599, -10.204, 28.912)","(624.197, 113.599, -10.204, 28.912)","(624.347, 113.869, 9.001, 16.21)","(624.347, 113.869, 9.001, 16.21)","(624.347, 113.869, 9.001, 16.21)","(624.347, 113.869, 9.001, 16.21)","(624.259, 113.998, -5.272, 7.726)","(624.259, 113.998, -5.272, 7.726)","(624.259, 113.998, -5.272, 7.726)","(624.259, 113.998, -5.272, 7.726)","(624.259, 113.998, -5.272, 7.726)","(624.259, 113.998, -5.272, 7.726)","(624.443, 113.967, 13.84, -1.759)","(616.343, 113.898, -12.7, -4.093)","(604.287, 113.994, -35.173, 0.734)","(585.091, 113.981, -23.043, 2.583)","(568.077, 113.74, -27.917, 1.159)","(541.28, 99.931, -53.431, -27.575)","(502.625, 92.441, -24.2, -9.428)","(467.668, 90.176, -28.184, -15.477)","(432.25, 88.634, -20.906, -13.214)","(396.173, 88.076, -23.553, 12.368)","(359.123, 87.803, -33.216, -9.153)","(320.703, 86.849, -34.893, 11.063)","(285.966, 85.595, -25.731, 11.481)","(251.797, 83.865, -46.39, 5.598)","(215.616, 82.034, -47.364, 15.166)","(183.817, 79.796, -25.015, 5.086)","(147.395, 76.302, -46.409, -2.487)","(123.885, 107.008, -35.016, 17.684)","(110.055, 140.605, -7.375, 23.054)","(100.599, 177.091, -23.102, 50.659)","(94.264, 212.678, -8.582, 48.145)","(91.757, 246.426, 1.774, 48.909)"
34,"(494.354, 416.606, 41.043, 19.986)","(527.237, 424.252, 24.401, -3.794)","(563.562, 433.859, 29.458, 4.826)","(599.944, 444.348, 49.313, 10.247)","(638.52, 456.031, 41.193, 12.519)","(674.54, 469.641, 44.681, 7.778)","(703.94, 479.755, 15.728, 15.451)","(735.438, 488.035, 20.858, -4.906)","(761.883, 502.095, 7.306, 1.106)","(782.98, 524.494, 24.548, 34.093)","(798.597, 548.701, 20.225, 32.093)","(813.53, 567.137, 20.441, 31.378)","(809.239, 599.994, 0.56, 63.627)","(809.508, 644.662, 14.601, 22.775)","(799.32, 674.649, -31.081, 35.364)","(766.118, 691.711, -38.082, -1.248)","(720.179, 688.321, -49.76, -4.724)","(677.991, 685.415, -25.715, -9.434)","(638.942, 683.815, -29.386, -14.845)","(600.412, 683.416, -47.224, -15.603)","(558.133, 685.038, -26.434, -4.876)","(517.509, 685.013, -39.877, -4.908)","(475.234, 683.513, -21.396, 13.651)","(434.514, 683.254, -28.753, -6.277)","(392.065, 684.248, -30.775, -0.627)","(348.517, 677.724, -56.639, 6.058)","(312.411, 674.508, -30.209, 15.41)","(274.121, 674.417, -30.978, -14.261)","(238.751, 673.983, -37.031, -6.824)","(204.437, 677.651, -50.537, 10.807)","(167.691, 678.884, -36.229, -22.05)","(123.871, 652.527, -26.863, -36.735)","(94.918, 611.563, -7.474, -28.968)","(75.419, 572.697, -15.507, -47.766)","(62.473, 539.858, -12.746, -29.517)","(54.025, 506.856, -18.418, -32.101)","(46.222, 478.698, 3.906, -30.753)","(46.028, 466.474, 1.065, -59.449)","(46.017, 445.451, -8.2, -24.357)","(49.969, 427.483, -8.89, -2.754)","(60.193, 414.515, -9.003, -21.657)","(46.929, 389.803, -75.967, -12.84)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
35,"(399.723, 348.282, 8.673, 6.161)","(429.901, 357.169, 29.718, 14.467)","(462.088, 367.675, 16.691, 12.611)","(493.816, 374.762, 26.532, 17.975)","(532.594, 380.391, 38.331, -4.538)","(567.83, 388.583, 44.728, -4.529)","(599.721, 400.889, 43.858, 19.069)","(631.373, 412.964, 16.059, 6.023)","(659.957, 424.406, 33.189, -2.673)","(691.231, 437.513, 15.333, 5.874)","(718.936, 448.658, 26.84, 30.131)","(741.104, 462.663, 19.77, 17.082)","(760.606, 472.62, 20.807, 19.986)","(777.898, 483.469, 22.898, 18.037)","(790.925, 490.436, -7.317, 9.669)","(801.102, 501.893, 1.848, 23.165)","(808.86, 510.76, -0.455, 1.489)","(814.375, 520.332, -11.437, 23.219)","(812.824, 533.611, -7.105, -2.026)","(810.508, 541.993, 3.564, 15.066)","(812.799, 565.952, 4.273, 40.568)","(802.259, 582.544, -5.026, 24.653)","(790.324, 612.769, 15.838, 15.151)","(802.668, 633.499, 0.641, 34.423)","(807.945, 661.586, 5.324, 41.211)","(797.017, 678.019, -8.552, 32.055)","(767.831, 691.454, -47.558, 12.668)","(729.671, 692.929, -26.059, -15.183)","(698.087, 690.461, -31.844, -12.135)","(664.832, 693.338, -18.543, -11.726)","(625.955, 693.886, -51.196, -10.301)","(586.426, 692.739, -34.974, -18.797)","(551.084, 691.74, -62.651, -1.449)","(510.894, 689.331, -46.652, -8.549)","(476.223, 689.929, -37.48, -10.218)","(435.091, 689.174, -41.326, 11.871)","(397.663, 687.498, -42.848, 0.245)","(357.218, 686.957, -30.238, -11.358)","(316.922, 687.076, -27.451, -7.921)","(278.339, 683.818, -38.265, -18.732)","(246.735, 681.658, -35.829, -11.116)","(218.327, 681.98, -42.576, 5.335)","(183.232, 685.578, -41.34, 4.922)","(141.173, 668.284, -22.424, -23.195)","(115.172, 635.73, -34.011, -11.487)","(98.677, 602.606, -11.044, -49.303)","(75.966, 565.431, -38.485, -21.331)","(59.129, 535.828, -4.783, -36.409)","(52.972, 523.548, -14.564, -17.426)","(52.136, 506.891, -8.114, -8.695)","(52.385, 486.276, -0.872, -3.698)"
36,"(741.397, 206.917, 27.303, -21.29)","(775.33, 184.93, 13.469, -22.531)","(791.639, 136.608, -19.897, -55.248)","(773.542, 91.49, -49.594, -31.41)","(726.74, 83.811, -52.908, 4.196)","(682.642, 85.3, -56.408, -8.498)","(639.927, 87.543, -32.185, -11.618)","(597.644, 89.41, -56.796, -0.588)","(556.443, 87.453, -50.013, -4.38)","(510.674, 82.939, -33.321, -6.461)","(465.675, 81.487, -32.481, -9.833)","(419.902, 81.845, -51.161, -11.388)","(374.274, 81.675, -32.295, 6.028)","(332.496, 79.755, -44.673, -6.939)","(287.823, 79.918, -58.541, 17.119)","(246.815, 80.384, -34.07, -5.034)","(204.861, 79.798, -42.563, 3.392)","(164.79, 77.956, -39.035, 0.422)","(128.497, 101.432, -29.753, 38.929)","(107.486, 141.663, -13.427, 37.977)","(98.338, 182.111, -15.246, 25.772)","(90.234, 223.043, 6.773, 55.106)","(86.345, 263.067, -15.882, 41.037)","(81.349, 304.317, -13.142, 25.221)","(75.364, 342.032, -1.942, 44.158)","(48.085, 364.856, -48.689, 9.945)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
37,"(770.594, 525.304, 58.643, 29.503)","(800.158, 543.864, 18.184, 26.536)","(812.657, 572.003, 8.128, 46.744)","(810.207, 615.872, -0.686, 43.748)","(806.9, 657.935, -15.061, 27.96)","(786.585, 681.181, -35.557, 19.989)","(742.538, 688.246, -49.459, -16.943)","(696.32, 687.108, -47.01, -6.181)","(651.882, 684.1, -47.066, -13.684)","(610.493, 682.032, -29.274, -0.312)","(568.535, 681.33, -49.006, 12.137)","(525.033, 681.631, -39.162, -4.635)","(484.678, 680.468, -24.442, -7.241)","(444.44, 677.611, -36.747, -4.791)","(404.146, 674.689, -34.136, -18.471)","(364.395, 672.248, -44.597, 4.981)","(325.23, 672.307, -32.259, -2.978)","(286.063, 669.3, -37.504, -7.357)","(245.403, 668.202, -54.679, 11.04)","(207.626, 667.922, -21.874, 2.536)","(168.361, 664.604, -31.766, 13.024)","(136.853, 643.095, -27.261, -34.623)","(120.495, 604.283, -25.507, -34.193)","(105.487, 565.643, -22.48, -37.995)","(94.477, 526.18, 0.462, -46.342)","(85.462, 485.015, -11.828, -49.246)","(77.744, 450.472, -23.682, -23.842)","(75.669, 417.442, -11.417, -41.698)","(70.62, 388.612, -16.876, -39.929)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
