,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
46,"(619.368, 464.786, 47.734, -2.691)","(649.78, 470.396, 41.416, 15.901)","(676.785, 476.796, 14.757, 7.245)","(699.2, 484.375, 12.183, 19.898)","(724.514, 490.071, 35.229, 6.303)","(751.01, 497.582, 39.797, 7.245)","(772.472, 508.045, 35.936, 26.254)","(793.9, 522.548, 26.954, 11.257)","(801.019, 529.243, 11.761, 7.057)","(805.429, 540.278, 3.526, 2.079)","(815.53, 559.106, -3.693, 29.226)","(810.74, 584.268, -11.076, 24.841)","(809.279, 622.982, 11.364, 40.632)","(814.985, 653.026, 9.999, 36.778)","(802.523, 672.631, -23.211, 16.428)","(777.113, 687.882, -37.378, 27.296)","(739.689, 691.854, -30.808, -2.964)","(705.494, 691.865, -39.987, 10.573)","(667.229, 688.28, -30.75, -4.265)","(630.873, 686.877, -25.026, -14.521)","(586.285, 686.278, -53.811, -14.41)","(540.929, 683.641, -39.08, 1.07)","(497.912, 677.786, -34.524, -2.691)","(458.32, 676.226, -56.791, -3.287)","(419.348, 673.807, -52.756, -5.545)","(382.75, 674.333, -30.017, 13.744)","(345.725, 675.125, -30.984, -14.409)","(307.633, 674.443, -50.353, -6.357)"
47,"(448.21, 453.803, 37.95, 13.985)","(492.659, 460.471, 32.762, 0.817)","(539.002, 466.81, 40.908, 9.858)","(581.339, 476.136, 58.15, 2.696)","(621.254, 490.172, 29.342, 11.174)","(656.723, 509.323, 44.1, 31.002)","(688.826, 525.275, 33.398, 21.134)","(717.231, 534.732, 8.333, 17.208)","(733.835, 541.603, 51.951, 4.856)","(767.161, 542.32, 38.327, -0.479)","(784.077, 554.282, 18.974, 29.229)","(787.14, 590.533, -5.306, 62.254)","(775.907, 624.647, -6.582, 17.979)","(781.531, 653.163, 26.016, 28.639)","(738.402, 656.437, -37.168, -5.993)","(706.949, 643.16, -16.675, -0.956)","(696.954, 636.016, -6.893, -1.09)","(696.501, 636.003, -27.226, -0.764)","(693.929, 636.033, -69.693, 1.229)","(692.443, 636.006, -89.165, -1.612)","(679.274, 636.106, -59.533, 2.226)","(659.837, 636.001, -51.743, -4.86)","(640.581, 636.075, -35.918, -6.547)","(636.02, 636.02, -37.989, -2.156)","(632.953, 636.084, -44.334, 2.891)","(621.965, 636.126, -50.6, 0.162)","(606.862, 636.559, -42.82, -3.056)","(582.925, 636.074, -48.547, -6.098)"
48,"(395.552, 224.238, 31.257, -14.988)","(430.365, 219.786, 48.608, 11.055)","(463.744, 211.51, 34.248, -0.566)","(501.408, 205.14, 32.178, -17.909)","(534.981, 200.978, 47.639, -15.584)","(569.988, 200.235, 41.054, -16.843)","(598.754, 202.458, 23.731, -8.75)","(632.008, 202.594, 40.092, 4.077)","(662.664, 196.664, 29.966, 3.605)","(684.946, 196.862, 20.459, 4.464)","(701.93, 193.477, 8.722, -9.648)","(721.386, 194.049, 6.525, -1.053)","(744.688, 193.883, 18.188, -6.819)","(767.563, 194.709, 21.105, 27.15)","(776.367, 183.047, 34.998, -20.769)","(779.769, 140.263, -3.033, -47.071)","(775.546, 119.056, -8.031, -13.649)","(777.887, 93.337, -26.488, -4.928)","(734.699, 87.509, -41.903, -8.032)","(688.297, 86.395, -68.254, -20.178)","(641.501, 84.583, -46.609, 5.674)","(599.181, 86.405, -17.066, -16.843)","(558.764, 91.593, -28.816, 3.576)","(517.017, 98.789, -23.094, -14.013)","(478.347, 99.176, -21.507, -13.018)","(434.123, 98.125, -38.682, 13.489)","(394.496, 96.587, -40.392, 1.89)","(358.629, 95.005, -42.298, 4.835)"
49,"(554.849, 221.454, 46.946, -13.396)","(592.789, 210.714, 44.414, -4.149)","(630.044, 199.843, 37.19, -8.649)","(661.303, 189.798, 31.027, -3.22)","(687.76, 184.982, 32.714, 14.575)","(720.94, 189.833, 39.677, -0.496)","(745.037, 184.974, 4.036, 6.344)","(758.315, 183.963, 30.731, 15.959)","(774.106, 186.006, 27.077, -55.707)","(778.251, 152.902, 10.481, -69.15)","(776.543, 116.421, -12.927, -49.091)","(776.412, 92.813, -60.886, -13.271)","(724.559, 87.226, -68.432, 14.05)","(678.888, 102.646, -34.71, 20.787)","(653.112, 113.997, -17.032, 14.997)","(653.112, 113.997, -17.032, 14.997)","(653.112, 113.997, -17.032, 14.997)","(653.112, 113.997, -17.032, 14.997)","(653.112, 113.997, -17.032, 14.997)","(653.112, 113.997, -17.032, 14.997)","(651.427, 113.994, -52.513, 0.256)","(651.427, 113.994, -52.513, 0.256)","(651.427, 113.994, -52.513, 0.256)","(651.427, 113.994, -52.513, 0.256)","(651.427, 113.994, -52.513, 0.256)","(649.237, 113.989, -34.108, -0.184)","(649.237, 113.989, -34.108, -0.184)","(649.237, 113.989, -34.108, -0.184)"
50,"(236.346, 235.072, 13.509, 5.025)","(264.036, 228.237, 19.155, -0.714)","(293.073, 220.876, 46.167, -2.423)","(323.192, 216.607, 32.208, -1.995)","(351.904, 211.987, 37.554, -1.244)","(381.466, 206.566, 28.088, -1.975)","(408.757, 201.416, 15.233, -7.843)","(437.937, 196.768, 25.472, -15.382)","(464.551, 192.534, 34.032, -11.653)","(489.739, 189.817, 29.74, 1.87)","(512.473, 187.735, 11.383, 2.014)","(536.419, 187.621, 30.482, 5.216)","(556.609, 189.512, 27.964, 7.881)","(577.921, 193.324, 27.263, 12.811)","(598.675, 198.131, 36.914, -4.239)","(618.211, 201.621, 4.028, -13.365)","(635.114, 202.86, 15.169, -12.173)","(652.697, 204.185, 16.68, -2.338)","(665.201, 206.09, 13.852, -1.558)","(677.857, 208.37, 25.427, -5.786)","(689.976, 207.445, 8.207, -1.51)","(703.575, 211.864, 12.583, -10.678)","(715.696, 214.121, 25.413, -3.693)","(729.058, 218.401, 24.136, 4.873)","(739.852, 221.94, 28.723, 4.192)","(754.3, 224.461, 21.142, 11.507)","(768.787, 224.997, 27.43, -8.005)","(782.867, 219.696, -4.983, -24.764)"
51,"(447.727, 287.955, 47.486, 0.625)","(486.799, 278.832, 52.795, -11.101)","(525.12, 267.423, 52.268, -2.441)","(563.918, 255.724, 46.672, -13.568)","(599.897, 250.377, 49.428, -8.936)","(634.73, 244.134, 4.721, 4.74)","(664.235, 232.381, 11.667, -31.996)","(693.948, 212.988, 21.138, -10.713)","(720.156, 205.324, 32.926, -14.074)","(747.798, 204.517, 34.833, -0.786)","(771.155, 197.951, 13.76, -55.272)","(776.485, 163.755, -13.096, -9.731)","(777.714, 125.464, -13.847, -38.928)","(782.15, 94.297, -45.516, 0.014)","(741.252, 85.433, -24.875, -2.312)","(701.132, 92.702, -30.683, 19.888)","(662.187, 84.313, -52.384, -12.619)","(616.526, 81.599, -45.441, 13.311)","(570.724, 83.457, -30.812, -17.021)","(529.39, 89.003, -51.471, 22.739)","(485.804, 95.384, -53.29, 9.039)","(443.753, 96.439, -53.278, -2.595)","(403.756, 95.898, -49.803, 4.809)","(361.835, 97.339, -46.489, 9.625)","(321.555, 98.588, -29.881, -4.773)","(279.589, 97.813, -48.884, 1.917)","(238.171, 96.202, -33.839, 2.913)","(201.028, 94.817, -22.972, -3.466)"
52,"(499.399, 409.737, 37.957, -28.213)","(525.526, 391.933, 11.939, -29.475)","(555.39, 373.855, 24.469, -16.646)","(584.881, 357.782, 32.204, 1.365)","(613.52, 346.575, 24.759, -10.883)","(639.664, 334.982, 16.812, -9.418)","(666.74, 321.087, 40.419, -25.012)","(690.562, 305.104, 18.067, -36.24)","(714.356, 291.3, 12.926, -33.213)","(733.42, 280.136, 3.072, -0.243)","(753.81, 266.166, 18.307, -19.87)","(771.183, 251.861, 15.552, -44.796)","(790.796, 232.276, 5.922, -20.0)","(799.082, 205.917, 3.028, -37.239)","(804.576, 166.874, 4.624, -34.179)","(809.167, 137.96, 22.85, -22.766)","(804.303, 103.092, -14.257, -55.07)","(770.301, 79.369, -71.825, -23.646)","(727.895, 66.618, -39.433, 13.513)","(694.881, 61.851, -48.621, 1.589)","(658.395, 60.996, -41.561, 4.316)","(619.979, 58.133, -25.381, -12.34)","(581.707, 59.158, -25.65, -15.611)","(543.5, 58.869, -26.009, -4.638)","(505.581, 60.382, -38.631, -0.095)","(467.743, 63.052, -26.304, -8.018)","(432.375, 64.701, -17.489, 13.812)","(398.237, 64.787, -44.38, 14.717)"
53,"(501.45, 223.846, 35.683, 2.466)","(545.392, 222.868, 44.813, -32.536)","(579.263, 215.825, 25.601, 12.989)","(617.332, 210.205, 37.825, 8.275)","(651.217, 196.077, 21.507, -2.035)","(673.45, 181.219, 24.46, -0.944)","(693.253, 174.195, 13.799, -2.057)","(720.343, 184.392, 47.764, 4.234)","(745.674, 184.461, 22.291, 7.664)","(764.228, 187.901, 11.023, -10.66)","(774.56, 172.896, -7.322, -42.028)","(783.101, 132.393, -13.677, -24.986)","(783.475, 108.213, 22.948, -30.025)","(756.607, 90.259, -43.245, -7.866)","(708.965, 98.78, -41.531, 17.311)","(682.162, 113.92, -32.836, -0.708)","(682.162, 113.92, -32.836, -0.708)","(682.162, 113.92, -32.836, -0.708)","(682.162, 113.92, -32.836, -0.708)","(682.162, 113.92, -32.836, -0.708)","(682.162, 113.92, -32.836, -0.708)","(681.209, 113.996, -57.155, 4.528)","(681.209, 113.996, -57.155, 4.528)","(675.783, 113.992, -33.262, 1.121)","(675.783, 113.992, -33.262, 1.121)","(675.783, 113.992, -33.262, 1.121)","(675.783, 113.992, -33.262, 1.121)","(675.783, 113.992, -33.262, 1.121)"
54,"(239.713, 332.423, 14.136, -10.52)","(263.433, 317.827, 39.568, 4.901)","(288.82, 307.026, 15.178, 4.451)","(315.84, 297.105, 11.829, -16.838)","(344.101, 288.173, 18.782, -16.635)","(373.524, 280.74, 34.613, 2.153)","(402.848, 272.993, 40.984, -3.428)","(431.204, 263.094, 32.66, -4.226)","(460.649, 258.244, 14.23, 3.104)","(488.346, 252.006, 39.923, -16.658)","(517.044, 247.265, 44.719, 4.474)","(545.469, 244.116, 28.958, -1.674)","(575.822, 239.411, 33.62, 5.783)","(607.409, 235.703, 17.336, -4.205)","(636.977, 233.344, 35.372, -7.662)","(663.65, 230.002, 31.807, -19.097)","(682.07, 225.586, 8.617, 7.41)","(700.333, 223.595, 18.218, 1.065)","(715.568, 224.118, 6.288, 8.933)","(732.171, 223.122, 3.108, -8.663)","(751.086, 224.536, 28.954, -14.776)","(770.872, 227.673, 25.015, 1.774)","(779.456, 215.261, 15.618, -33.845)","(791.108, 187.288, 12.795, -34.97)","(792.684, 155.815, 0.946, -9.548)","(802.927, 133.961, -0.904, -27.345)","(805.567, 110.843, 5.593, -33.271)","(805.447, 84.189, -10.606, -14.105)"
55,"(409.394, 259.419, 35.066, -3.145)","(449.398, 253.199, 47.03, -14.848)","(485.451, 246.069, 36.189, -11.028)","(521.835, 237.876, 33.413, 1.0)","(556.844, 233.34, 41.101, 11.599)","(591.584, 228.915, 22.461, 3.755)","(623.587, 222.605, 33.625, -11.456)","(662.315, 217.669, 42.981, -28.35)","(697.854, 205.73, 51.892, -8.634)","(724.022, 199.668, 23.676, -9.113)","(740.428, 193.902, 21.553, 1.701)","(771.745, 194.847, 16.41, -53.757)","(781.806, 159.151, 15.672, -23.037)","(772.692, 124.366, -2.75, -12.866)","(777.938, 99.535, 20.911, -42.964)","(750.488, 79.98, -35.852, -13.615)","(715.279, 82.992, -48.92, 0.574)","(676.912, 76.604, -48.599, -24.866)","(634.533, 78.54, -58.15, -6.392)","(592.692, 78.906, -33.303, -23.616)","(551.579, 82.699, -36.609, 0.434)","(513.3, 89.544, -35.059, -2.882)","(475.54, 91.427, -43.421, 13.71)","(433.986, 89.182, -23.738, -9.546)","(394.267, 89.367, -46.229, 11.399)","(353.238, 89.841, -36.178, -14.002)","(313.641, 92.198, -29.543, 12.526)","(279.243, 93.59, -54.382, -1.697)"
56,"(551.462, 364.486, 24.625, -32.952)","(585.397, 346.716, 25.268, 0.664)","(613.065, 331.912, 28.85, -10.134)","(642.905, 318.101, 45.038, -14.3)","(672.361, 306.464, 29.01, -2.169)","(700.52, 293.323, 27.071, -1.084)","(730.946, 272.715, 33.503, -14.434)","(758.251, 250.788, 6.062, 4.276)","(775.771, 233.422, 14.954, 2.904)","(789.474, 217.934, -4.57, -48.839)","(798.698, 182.063, 22.31, -30.644)","(804.518, 155.597, 7.419, -20.113)","(813.53, 129.362, -15.855, -40.928)","(804.775, 88.478, -4.651, -34.298)","(764.906, 64.202, -45.353, -16.419)","(726.574, 52.985, -58.99, -0.986)","(689.225, 52.541, -30.951, -2.534)","(647.483, 53.595, -42.503, -0.354)","(605.852, 54.625, -49.673, -2.605)","(564.133, 54.839, -22.206, 7.463)","(519.957, 57.131, -54.797, -3.586)","(478.365, 59.551, -60.0, 0.354)","(439.602, 59.976, -15.464, 11.562)","(397.46, 61.444, -63.074, -11.041)","(355.84, 62.348, -39.837, -13.198)","(313.898, 62.365, -31.461, -11.432)","(274.597, 64.273, -32.795, -2.244)","(239.055, 65.796, -52.198, 12.285)"
57,"(285.6, 190.272, 21.861, 0.521)","(318.333, 180.907, 28.232, -12.579)","(349.432, 176.697, 40.357, -13.215)","(380.879, 172.144, 22.026, -4.512)","(411.914, 167.994, 38.526, 12.228)","(438.988, 166.169, 37.436, 1.395)","(463.436, 166.667, 35.795, 6.388)","(487.801, 166.02, 30.418, -2.783)","(511.611, 167.85, 36.779, 16.194)","(535.274, 168.453, 22.11, -4.2)","(558.265, 168.559, 18.702, -13.828)","(580.349, 171.201, 27.126, 7.178)","(600.678, 173.539, 24.204, 11.95)","(620.146, 174.348, 18.426, -14.78)","(641.43, 177.12, 39.023, 10.602)","(662.527, 179.451, 35.169, 12.595)","(681.802, 182.721, 35.927, -0.724)","(696.422, 188.549, 4.593, 19.039)","(709.059, 194.871, 21.095, 8.007)","(721.135, 197.488, 16.449, 20.763)","(730.966, 200.979, -11.816, 1.349)","(746.888, 208.138, 10.189, -11.99)","(759.198, 207.774, -0.664, -21.658)","(770.485, 206.585, -4.549, -19.168)","(774.478, 195.865, -6.362, -10.702)","(779.777, 175.642, 21.091, -13.684)","(775.717, 147.559, -24.711, -15.362)","(769.813, 131.117, 4.789, -12.769)"
58,"(603.774, 305.934, 55.483, -15.34)","(635.325, 283.873, 17.869, -27.933)","(665.241, 265.881, 49.381, -21.24)","(692.849, 250.833, 20.14, -21.031)","(723.899, 237.71, 31.128, -15.787)","(750.03, 225.722, 12.61, -24.716)","(767.988, 214.254, 23.195, -3.959)","(781.186, 177.426, -5.839, -70.304)","(781.897, 131.117, -7.548, -69.864)","(767.209, 109.395, -20.608, -11.365)","(754.044, 103.055, -4.715, 7.125)","(745.905, 108.821, 15.078, -2.246)","(746.238, 113.29, 14.826, 14.601)","(745.501, 113.953, 3.534, 1.805)","(748.451, 113.254, 5.434, 6.408)","(744.838, 113.876, 15.399, -4.777)","(742.588, 113.999, 13.83, 4.371)","(751.919, 111.004, 24.392, 12.736)","(751.28, 111.815, -15.65, 14.31)","(752.15, 114.14, 19.064, 1.326)","(761.303, 111.356, 22.592, -4.741)","(762.559, 106.145, 10.416, -33.296)","(764.934, 91.696, -11.807, -21.83)","(772.323, 74.979, 1.145, -9.97)","(726.947, 72.935, -30.126, -6.972)","(691.074, 71.034, -27.819, -11.282)","(665.228, 77.002, -31.066, 13.162)","(630.747, 81.038, -27.672, -2.804)"
59,"(729.687, 583.926, 33.731, -4.244)","(752.795, 583.597, 35.899, 15.847)","(766.039, 584.366, 12.534, 4.096)","(787.553, 584.266, 34.986, -2.543)","(799.944, 573.037, 6.77, 40.057)","(805.425, 626.363, -7.405, 49.327)","(802.807, 665.713, -22.999, 26.359)","(778.563, 685.616, -34.223, -0.2)","(739.121, 690.425, -42.912, 3.17)","(693.17, 686.436, -50.082, 10.326)","(648.213, 684.576, -38.13, 5.018)","(601.768, 682.107, -40.024, 1.684)","(558.861, 678.987, -52.865, -8.239)","(515.056, 677.056, -55.266, 6.425)","(471.997, 677.108, -43.017, 8.104)","(425.617, 677.325, -52.149, 3.439)","(376.771, 676.444, -64.163, 8.514)","(328.329, 677.355, -55.232, 10.186)","(280.217, 678.274, -46.732, 11.21)","(228.999, 679.59, -46.835, 9.499)","(179.555, 676.067, -58.865, -6.318)","(128.584, 652.688, -38.861, -38.072)","(98.185, 615.024, -15.813, -32.221)","(81.737, 583.229, -5.677, -43.068)","(70.5, 550.251, 7.329, -21.966)","(62.479, 515.308, -10.301, -29.568)","(56.315, 478.626, -18.724, -17.741)","(50.345, 451.031, 4.639, -8.178)"
60,"(591.698, 222.699, 58.232, -8.241)","(633.737, 218.095, 36.419, 4.921)","(669.123, 209.906, 26.681, 8.308)","(707.269, 202.689, 44.499, -4.154)","(734.101, 197.567, 16.217, -3.426)","(753.708, 199.212, 20.263, -14.92)","(772.066, 174.819, -10.371, -45.255)","(777.076, 133.539, 1.686, -62.343)","(766.77, 97.409, -14.785, -20.339)","(763.495, 84.141, 13.5, -36.102)","(776.745, 66.081, 22.397, 24.023)","(735.159, 53.589, -60.128, -10.624)","(681.199, 58.664, -39.91, 16.773)","(633.192, 63.918, -37.286, 0.591)","(588.833, 67.073, -33.565, 2.275)","(547.377, 67.788, -54.561, -8.226)","(505.443, 74.064, -46.936, 16.506)","(461.499, 80.376, -38.299, -4.151)","(421.846, 85.614, -56.005, -7.744)","(379.423, 87.156, -31.513, -5.935)","(339.39, 87.931, -55.866, 2.927)","(300.364, 85.337, -36.729, -9.437)","(259.744, 86.965, -56.154, 13.612)","(220.552, 83.936, -52.513, -12.015)","(184.845, 85.894, -28.398, 10.97)","(145.239, 80.3, -35.393, 29.109)","(121.801, 118.275, -5.97, 47.402)","(114.637, 163.538, -10.627, 42.41)"
61,"(346.223, 530.763, 39.992, 19.717)","(384.304, 545.035, 38.223, -4.27)","(422.971, 553.138, 30.214, 16.65)","(461.114, 557.778, 46.491, -9.286)","(496.629, 561.075, 30.401, 10.129)","(531.7, 562.702, 45.373, 1.665)","(567.854, 562.326, 37.31, -12.481)","(605.069, 567.543, 31.971, 7.901)","(639.379, 572.725, 43.332, 2.769)","(670.373, 573.584, 25.989, -15.008)","(699.805, 571.598, 30.786, -13.304)","(725.249, 571.212, 34.358, -15.414)","(746.095, 565.412, 11.682, -13.741)","(770.7, 551.505, 44.721, 5.553)","(774.037, 583.28, -9.269, 37.472)","(770.633, 618.112, 0.428, 16.826)","(780.655, 649.627, 17.71, 29.893)","(743.764, 657.891, -26.146, -0.865)","(718.355, 664.367, -15.837, -3.388)","(677.24, 672.176, -40.462, -0.881)","(633.91, 673.381, -49.457, 1.218)","(591.535, 678.771, -50.946, 18.949)","(545.076, 678.631, -63.141, 5.653)","(502.836, 674.09, -40.523, -18.678)","(463.671, 668.678, -35.131, 6.502)","(424.642, 660.569, -54.393, -2.805)","(389.997, 653.005, -25.439, -4.243)","(350.694, 647.108, -39.135, 3.943)"
62,"(675.282, 494.184, 16.007, 12.494)","(703.672, 500.712, 14.42, 15.99)","(728.037, 507.821, 35.753, -5.207)","(750.586, 517.586, 40.676, 2.716)","(776.045, 527.5, 16.708, 19.171)","(792.664, 558.371, 18.479, 48.92)","(796.022, 599.681, 17.858, 52.882)","(802.218, 643.463, 8.233, 50.174)","(786.45, 671.558, -47.749, 35.588)","(747.296, 690.446, -38.301, 22.808)","(704.152, 688.085, -28.317, -0.281)","(659.535, 685.755, -27.86, 5.457)","(609.649, 679.984, -42.661, -19.056)","(560.787, 675.015, -64.409, -19.889)","(517.789, 670.666, -41.179, -12.712)","(467.625, 673.653, -52.843, 9.528)","(421.075, 683.293, -30.375, 21.107)","(389.105, 688.998, -28.157, -5.478)","(361.12, 682.476, -16.375, -22.741)","(324.812, 676.223, -44.527, 9.419)","(283.555, 671.327, -43.357, -1.741)","(244.93, 670.417, -29.091, 8.85)","(206.764, 669.275, -42.486, 10.83)","(170.777, 664.696, -23.521, -4.507)","(136.653, 644.727, -5.65, -48.988)","(119.654, 606.994, -5.027, -32.081)","(108.883, 568.12, 0.326, -49.44)","(97.575, 529.738, -26.02, -47.526)"
63,"(676.822, 525.525, 21.84, 3.654)","(713.716, 533.949, 52.83, -4.774)","(742.752, 539.424, 18.225, 13.271)","(772.258, 541.694, 37.76, 12.976)","(780.833, 569.03, 4.777, 43.96)","(774.82, 618.636, 4.662, 34.373)","(776.115, 657.27, -43.685, 17.221)","(722.808, 663.073, -61.666, -3.906)","(679.09, 663.846, -42.36, -7.772)","(637.645, 662.107, -23.068, -5.901)","(597.911, 659.32, -31.533, 8.305)","(558.225, 652.632, -30.046, 6.614)","(518.369, 647.535, -30.131, -21.419)","(478.617, 643.957, -36.316, -0.228)","(435.773, 639.205, -44.95, -8.866)","(394.551, 636.901, -46.861, -12.979)","(351.003, 636.28, -59.659, 13.998)","(314.548, 636.54, -39.355, 6.384)","(282.496, 636.533, -56.464, 7.371)","(250.085, 636.038, -35.542, -14.479)","(234.536, 640.721, -27.317, 27.042)","(205.624, 656.815, -46.282, -3.867)","(164.672, 661.044, -58.298, 21.803)","(132.401, 640.253, -3.271, -27.573)","(118.514, 598.128, -16.891, -59.371)","(107.19, 555.024, -22.985, -32.688)","(98.3, 515.688, -3.176, -34.452)","(90.793, 478.412, -8.542, -41.767)"
64,"(489.813, 499.671, 57.178, -13.789)","(531.529, 500.505, 42.123, 11.738)","(572.643, 502.592, 25.618, -10.558)","(614.169, 509.174, 37.812, -8.042)","(654.53, 516.855, 29.707, -4.748)","(695.967, 525.009, 34.709, 14.515)","(733.165, 535.955, 24.13, 16.772)","(758.329, 542.406, 12.136, -9.169)","(779.268, 551.622, 22.805, 18.791)","(794.656, 584.297, -14.072, 49.316)","(793.526, 615.393, -6.29, 38.903)","(798.424, 648.565, 4.65, 23.137)","(793.291, 666.979, -18.991, 23.49)","(774.506, 687.401, -39.523, 17.048)","(732.683, 692.203, -51.49, -7.989)","(696.356, 691.621, -44.493, 9.536)","(658.662, 692.113, -54.821, 1.216)","(615.833, 688.744, -43.656, -17.306)","(573.543, 684.925, -47.074, -13.695)","(533.066, 679.905, -26.73, -3.312)","(489.235, 676.109, -55.694, 6.174)","(447.433, 677.583, -29.382, 1.601)","(402.311, 679.298, -35.271, -9.259)","(357.816, 678.236, -33.801, -7.155)","(316.115, 675.912, -39.491, 1.819)","(277.879, 673.664, -25.07, -4.336)","(240.662, 671.086, -34.737, -0.864)","(203.574, 668.479, -34.706, -19.123)"
65,"(621.521, 560.681, 14.994, 7.751)","(649.028, 567.977, 39.614, 1.462)","(673.202, 574.147, 10.687, -11.375)","(697.425, 576.844, 33.846, -11.197)","(720.009, 580.54, 21.29, -8.632)","(736.642, 581.214, 30.703, -1.502)","(753.466, 578.976, 27.552, 12.075)","(769.234, 573.384, 11.124, -25.344)","(779.781, 588.982, 12.474, 47.148)","(772.719, 635.701, -9.276, 41.836)","(773.55, 666.245, -35.537, 18.807)","(750.998, 672.535, -13.915, -17.749)","(714.39, 668.2, -37.281, 2.539)","(678.183, 667.695, -45.229, -5.457)","(635.446, 673.368, -52.857, 15.608)","(587.982, 670.304, -48.224, -16.187)","(543.118, 661.267, -29.926, -1.743)","(500.467, 649.203, -36.051, -17.839)","(459.29, 642.409, -43.348, -16.801)","(417.627, 637.276, -37.704, -12.51)","(378.679, 636.517, -31.412, 9.205)","(338.55, 639.089, -46.211, 2.898)","(300.074, 640.883, -48.302, 16.659)","(264.784, 644.117, -27.824, 3.551)","(228.723, 652.455, -51.805, -2.271)","(190.35, 658.733, -55.337, -9.902)","(147.35, 662.365, -49.267, -1.828)","(127.192, 625.792, -16.552, -29.901)"
66,"(697.477, 466.526, 22.302, 5.125)","(731.829, 473.08, 34.268, 6.62)","(758.389, 482.403, 17.555, 15.507)","(779.873, 495.027, 34.477, 14.573)","(798.749, 509.475, 28.979, 19.114)","(805.167, 521.075, 10.569, 6.82)","(803.784, 536.544, 11.908, 21.927)","(812.961, 564.767, -11.126, 31.602)","(806.141, 589.136, -22.579, 35.398)","(812.756, 630.478, -0.806, 25.965)","(812.849, 661.246, -15.742, 11.943)","(795.661, 677.637, -20.477, 17.517)","(756.753, 691.531, -51.263, -11.722)","(710.224, 689.501, -24.996, 16.756)","(670.779, 690.024, -31.553, -13.653)","(631.674, 688.314, -50.837, 9.606)","(582.726, 685.631, -40.872, -20.466)","(537.518, 682.855, -42.071, 8.74)","(494.341, 680.415, -50.943, -1.584)","(453.802, 680.767, -44.403, 0.054)","(412.014, 680.014, -47.002, -3.573)","(374.278, 677.555, -40.623, -5.297)","(336.577, 676.438, -24.669, -14.384)","(297.985, 675.954, -44.016, 12.787)","(260.946, 673.054, -50.166, 1.582)","(228.218, 669.584, -48.173, 13.865)","(194.747, 666.943, -24.347, -13.062)","(156.358, 665.088, -54.943, -7.157)"
67,"(316.59, 354.411, 17.226, -17.459)","(354.74, 341.668, 53.163, -8.532)","(391.371, 332.216, 51.698, 2.27)","(426.293, 323.681, 27.093, -1.655)","(465.552, 316.907, 42.555, -13.081)","(499.121, 307.626, 35.935, -4.274)","(531.974, 298.17, 48.398, -7.302)","(563.313, 288.823, 36.816, -12.615)","(591.992, 282.013, 29.265, -4.778)","(620.075, 275.831, 23.623, 9.02)","(647.335, 270.628, 18.391, -5.539)","(672.08, 262.279, 33.066, 7.919)","(692.88, 255.42, 16.4, -2.371)","(714.111, 249.857, 16.34, -12.848)","(730.364, 244.545, 7.492, 6.268)","(750.888, 241.398, 5.726, -1.887)","(762.482, 239.914, 5.185, 11.131)","(775.063, 231.008, -1.976, -1.666)","(786.693, 214.206, -11.857, -25.661)","(789.149, 207.386, 4.486, 16.273)","(794.121, 189.127, 3.594, -32.96)","(799.824, 140.598, 1.162, -30.872)","(804.033, 107.619, 1.598, -36.897)","(793.587, 86.845, -19.747, -15.654)","(769.64, 68.356, -22.941, -27.725)","(741.608, 56.941, -16.523, 3.959)","(705.817, 54.993, -24.596, -14.1)","(674.279, 54.261, -42.398, 9.135)"
68,"(309.083, 465.692, 47.11, 23.674)","(342.625, 484.575, 41.228, 9.461)","(374.544, 496.442, 31.097, 17.563)","(409.939, 506.238, 24.844, 20.505)","(442.786, 514.861, 39.885, 9.997)","(478.929, 521.465, 41.04, -0.578)","(512.726, 526.476, 41.817, -0.201)","(548.226, 530.688, 44.943, 1.776)","(583.203, 536.934, 32.283, -9.052)","(616.823, 543.22, 29.993, 4.283)","(648.264, 547.079, 39.343, 20.526)","(681.347, 551.724, 39.194, -8.058)","(706.932, 555.168, 28.433, -7.356)","(728.695, 558.836, 28.144, -6.591)","(749.402, 559.545, 19.389, -23.051)","(770.123, 564.646, -19.418, 50.416)","(766.004, 599.52, 10.223, 23.982)","(772.015, 621.304, 22.637, 34.437)","(782.156, 644.375, 0.189, 12.8)","(766.568, 654.384, -43.834, 8.818)","(733.758, 650.439, -24.716, -16.555)","(713.949, 658.86, -13.416, 9.34)","(679.465, 668.112, -27.906, 14.942)","(645.504, 670.522, -16.089, 12.021)","(610.725, 675.2, -30.988, -3.91)","(572.122, 678.023, -22.738, -9.347)","(533.996, 680.342, -46.702, 12.863)","(494.722, 679.189, -42.642, -6.379)"
