,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
69,"(402.503, 457.761, 32.305, 13.898)","(444.579, 463.279, 49.53, -10.445)","(483.397, 472.725, 38.563, 32.425)","(524.79, 481.141, 32.784, -10.369)","(565.523, 489.865, 37.949, 10.224)","(605.732, 496.433, 43.357, -5.865)","(648.09, 500.643, 47.882, -3.194)","(685.366, 505.073, 40.049, 20.497)","(718.922, 509.678, 29.093, 10.081)","(749.724, 511.572, 10.55, -0.718)","(773.606, 519.184, 16.777, 11.539)","(794.429, 529.659, 32.607, 15.927)","(810.673, 552.439, -11.475, 28.863)","(807.542, 577.972, -25.992, 36.351)","(803.646, 615.241, -7.144, 35.471)","(809.465, 649.841, -7.961, 20.124)","(799.155, 670.619, -5.849, 31.203)","(777.035, 682.58, -48.028, -1.205)","(739.559, 689.721, -52.736, 18.864)","(705.304, 692.161, -38.575, 6.586)","(668.032, 688.984, -50.067, -11.287)","(631.631, 687.279, -48.89, -8.111)","(593.33, 684.134, -29.459, 4.824)","(552.272, 682.768, -44.358, -10.942)","(509.998, 683.501, -44.451, 12.136)","(470.187, 679.829, -33.339, 10.655)","(429.639, 677.597, -31.73, -2.465)","(387.328, 676.472, -28.221, 12.953)"
70,"(348.327, 169.055, 36.973, -12.619)","(372.772, 166.317, 33.845, -3.485)","(398.977, 166.233, 52.884, -9.511)","(433.623, 167.244, 25.708, -13.279)","(458.181, 166.199, 47.84, -5.016)","(485.535, 166.391, 40.8, -0.717)","(513.037, 166.307, 19.096, -11.086)","(530.173, 166.063, 27.4, -2.135)","(551.877, 166.027, 17.043, 0.509)","(572.799, 166.105, 13.153, -8.37)","(591.112, 167.532, 14.517, 16.096)","(609.771, 175.205, 19.169, -2.404)","(640.705, 192.191, 39.745, 7.453)","(669.914, 196.005, 36.097, -6.796)","(704.895, 198.096, 27.855, -6.013)","(730.084, 203.096, 16.553, -7.809)","(750.054, 212.848, 9.966, -2.064)","(768.585, 209.58, 34.215, -2.862)","(778.103, 194.923, -3.062, -27.437)","(782.11, 190.512, 29.221, -29.559)","(780.514, 160.128, 24.527, -66.634)","(784.229, 117.429, -2.931, -24.037)","(777.207, 91.953, -15.782, -26.14)","(739.293, 92.275, -49.812, 4.148)","(713.244, 96.728, -3.625, 12.473)","(682.049, 89.801, -49.866, -6.755)","(631.551, 82.82, -44.508, -18.207)","(593.381, 83.01, -40.433, 11.695)"
71,"(343.878, 481.194, 32.236, 19.49)","(385.231, 492.938, 30.546, 26.158)","(426.734, 501.958, 44.333, 25.418)","(467.552, 508.826, 55.942, -5.774)","(510.596, 513.942, 43.792, -3.776)","(551.926, 519.354, 28.346, 17.282)","(590.606, 522.903, 31.374, -2.296)","(625.219, 525.055, 44.281, -10.819)","(660.945, 527.583, 25.244, -4.825)","(696.533, 531.345, 16.916, -7.782)","(730.196, 538.076, 27.581, 2.253)","(762.953, 540.695, 37.932, 2.373)","(775.149, 557.874, 4.362, 40.318)","(777.481, 594.545, -21.993, 19.827)","(774.297, 626.521, -6.205, 28.372)","(781.996, 654.642, 7.066, 18.845)","(740.008, 650.737, -47.769, -26.821)","(713.513, 642.86, -25.543, -2.032)","(709.542, 636.182, 20.929, -4.476)","(709.594, 636.044, 11.004, 2.245)","(708.602, 636.017, -28.543, -1.556)","(708.602, 636.017, -28.543, -1.556)","(708.602, 636.017, -28.543, -1.556)","(702.652, 636.016, -38.231, -1.693)","(693.654, 636.048, -36.862, -0.156)","(679.599, 636.131, -31.232, 6.736)","(663.153, 636.065, -52.28, 0.926)","(656.024, 636.126, -37.932, 3.735)"
72,"(313.334, 400.924, 48.994, 2.221)","(344.362, 396.828, 26.519, 4.292)","(373.365, 387.757, 34.057, -5.042)","(403.269, 380.345, 20.232, -27.196)","(432.698, 369.613, 19.792, -5.308)","(468.191, 364.402, 37.323, 2.344)","(501.237, 354.998, 41.637, -15.341)","(533.404, 344.965, 17.45, -16.805)","(563.773, 335.683, 30.121, -6.74)","(593.382, 327.068, 21.127, -0.871)","(621.196, 319.598, 31.355, -5.032)","(648.703, 310.445, 36.312, -23.675)","(675.151, 300.903, 25.868, -7.404)","(697.522, 294.231, 28.26, 0.236)","(719.613, 286.451, 4.912, -18.979)","(736.554, 282.277, 1.11, -21.884)","(749.99, 275.954, 5.441, 4.288)","(762.025, 271.868, 4.55, -24.814)","(775.953, 261.439, 26.366, -21.11)","(785.049, 256.494, 19.969, -11.764)","(792.269, 251.973, -2.863, -4.977)","(796.403, 243.669, 4.089, -14.958)","(804.591, 237.776, 14.43, -16.755)","(808.046, 225.706, 5.914, -29.23)","(806.257, 211.153, 9.002, -21.059)","(812.642, 187.141, -19.273, -25.607)","(803.478, 160.026, -16.853, -20.397)","(802.144, 129.259, 3.821, -36.429)"
73,"(500.067, 342.597, 27.371, -1.229)","(532.976, 334.557, 37.229, -26.545)","(569.276, 318.732, 40.527, -17.239)","(606.084, 304.759, 51.026, -0.23)","(639.251, 293.931, 39.47, -10.231)","(672.099, 287.244, 39.093, -18.043)","(699.661, 278.128, 36.697, -7.662)","(725.262, 271.201, 11.466, -12.201)","(747.873, 264.319, 20.787, -6.893)","(766.666, 253.496, -5.458, -0.742)","(781.786, 238.318, 5.682, -6.126)","(792.707, 221.685, -8.552, -20.71)","(802.034, 188.25, 34.147, -36.303)","(806.778, 148.656, -1.477, -8.738)","(804.354, 111.355, -1.974, -27.698)","(783.181, 85.496, -32.663, -42.414)","(753.289, 66.514, -28.291, 10.174)","(718.768, 63.891, -41.13, -8.859)","(685.111, 69.389, -19.633, 5.839)","(651.248, 74.164, -55.043, -16.989)","(607.851, 74.863, -36.703, -0.665)","(564.996, 74.092, -36.779, 22.079)","(521.663, 76.558, -33.803, 3.667)","(477.532, 73.645, -39.54, 2.363)","(438.302, 73.684, -22.765, 6.461)","(395.668, 68.071, -50.979, -6.095)","(354.947, 67.582, -42.797, -18.764)","(319.074, 65.418, -34.036, -7.192)"
74,"(685.377, 244.668, 31.258, -25.723)","(727.893, 232.967, 25.912, 0.826)","(768.899, 217.84, 33.691, -22.793)","(794.032, 188.502, 11.991, -40.743)","(805.157, 152.129, 19.671, -31.182)","(808.449, 120.955, 5.688, -49.24)","(795.429, 82.89, -5.602, -24.875)","(760.166, 58.883, -44.791, -4.192)","(712.663, 59.58, -42.329, -9.226)","(667.85, 65.877, -51.013, 17.202)","(626.535, 67.993, -51.565, 12.931)","(582.368, 68.155, -30.039, -0.946)","(538.361, 68.408, -45.416, 7.91)","(494.959, 70.585, -55.569, -7.083)","(452.65, 73.297, -38.508, 2.554)","(410.75, 76.059, -26.219, -15.617)","(368.57, 76.719, -37.417, -10.59)","(326.561, 76.803, -36.598, 8.443)","(284.241, 79.199, -58.161, 6.1)","(242.93, 78.91, -42.888, -15.96)","(203.522, 78.942, -23.116, 1.553)","(161.9, 76.29, -59.682, -20.766)","(126.468, 98.76, -38.629, 28.585)","(108.609, 136.71, 2.23, 46.473)","(102.108, 178.315, 4.373, 38.468)","(95.526, 218.892, -3.788, 38.632)","(91.186, 258.84, 4.659, 27.268)","(88.104, 298.634, 0.632, 16.648)"
75,"(627.529, 258.381, 45.152, -14.274)","(659.264, 244.911, 38.722, 2.176)","(695.893, 228.705, 35.399, 3.047)","(724.94, 222.512, 59.659, -12.166)","(758.339, 209.959, 40.245, -28.226)","(782.056, 180.084, 24.22, -36.645)","(793.811, 137.518, 8.712, -39.75)","(797.141, 109.176, 23.567, -25.254)","(785.715, 81.977, -21.555, -25.616)","(757.657, 57.419, -53.23, 0.562)","(709.44, 59.256, -36.943, -1.413)","(662.381, 62.831, -47.09, 11.205)","(619.202, 62.045, -52.198, -14.345)","(584.255, 63.394, -23.562, 13.203)","(542.264, 63.428, -52.361, 12.808)","(503.16, 63.671, -32.375, 11.218)","(462.543, 63.199, -48.028, 12.66)","(420.362, 61.027, -28.437, -11.053)","(377.909, 59.889, -40.348, -8.28)","(335.162, 61.269, -53.711, 13.968)","(294.655, 62.982, -30.388, -3.756)","(255.939, 64.553, -32.968, 5.255)","(220.628, 68.705, -18.2, 16.355)","(184.985, 65.492, -49.959, -8.202)","(148.469, 70.052, -31.382, 6.167)","(115.198, 96.968, -29.183, 48.305)","(88.289, 136.894, -23.355, 33.202)","(73.217, 174.604, -26.539, 48.476)"
76,"(416.021, 508.528, 31.231, 0.936)","(458.061, 522.204, 28.934, 22.969)","(500.615, 534.15, 47.307, -0.649)","(541.492, 543.79, 51.623, 20.899)","(580.342, 550.356, 28.82, 8.275)","(618.332, 558.701, 21.383, 3.069)","(650.696, 568.549, 18.361, 21.581)","(681.102, 575.809, 34.411, 11.694)","(701.818, 575.667, 10.268, 6.139)","(727.711, 572.965, 12.228, 6.152)","(751.602, 574.515, 1.644, 0.936)","(770.58, 563.286, 41.685, 0.271)","(776.878, 594.388, -1.449, 21.191)","(777.515, 624.814, -20.533, 27.762)","(773.532, 657.346, -55.457, 15.783)","(734.975, 661.503, -47.219, -3.548)","(698.233, 670.917, -36.366, 24.698)","(659.895, 677.727, -37.42, -1.569)","(620.909, 682.646, -55.507, 3.834)","(577.077, 682.125, -34.036, -13.007)","(535.911, 674.475, -52.076, -21.451)","(497.972, 670.416, -50.326, 4.568)","(457.653, 663.023, -44.996, -10.12)","(417.938, 657.714, -47.412, 4.983)","(381.044, 660.272, -38.922, 3.538)","(340.968, 664.98, -28.19, -1.23)","(296.135, 673.01, -35.475, 19.16)","(253.681, 674.81, -53.002, 12.309)"
77,"(287.961, 439.249, 18.313, 20.573)","(322.982, 445.544, 30.141, 14.951)","(359.655, 447.539, 33.667, -12.083)","(395.801, 449.854, 32.872, 18.122)","(431.79, 452.721, 27.025, -5.889)","(469.739, 457.35, 37.569, 7.097)","(506.327, 460.98, 51.307, -2.375)","(540.528, 464.187, 23.209, 14.785)","(574.337, 469.767, 41.566, -9.341)","(610.722, 477.347, 47.569, 3.677)","(646.73, 484.525, 24.59, 24.337)","(678.121, 490.753, 16.467, 8.232)","(709.462, 500.117, 42.343, -0.309)","(737.126, 505.863, 26.713, 14.756)","(762.024, 514.065, 11.565, 7.051)","(782.928, 525.378, 17.001, 29.747)","(792.399, 545.751, 17.413, 34.718)","(791.852, 573.624, -6.596, 33.963)","(784.722, 608.707, 7.466, 40.345)","(791.444, 637.23, 3.774, 42.472)","(782.238, 656.726, -22.469, 11.041)","(757.683, 668.771, -25.412, 7.335)","(728.749, 676.129, -22.73, 11.308)","(695.613, 682.478, -18.008, 6.662)","(659.361, 683.593, -45.831, 10.763)","(625.659, 684.09, -33.742, -0.616)","(592.194, 685.491, -28.753, -4.803)","(558.336, 683.33, -51.949, 6.375)"
78,"(370.396, 444.287, 56.761, 4.974)","(403.724, 448.991, 38.365, 11.812)","(438.857, 451.167, 22.518, -5.755)","(476.36, 455.003, 35.575, 13.693)","(513.218, 459.847, 37.626, -9.913)","(552.494, 463.689, 52.965, 9.729)","(591.569, 467.147, 37.662, 17.362)","(626.562, 472.424, 49.31, 20.784)","(662.177, 475.224, 43.933, 13.832)","(691.651, 483.314, 45.787, 23.975)","(722.652, 491.995, 39.359, 12.4)","(745.391, 502.807, 22.131, 8.06)","(766.601, 511.129, 27.569, -0.024)","(787.987, 526.453, 38.266, 4.982)","(803.215, 548.087, 17.904, 12.031)","(802.707, 580.063, -18.629, 30.288)","(799.912, 617.919, 11.96, 31.244)","(802.817, 651.96, 2.033, 34.361)","(788.044, 667.184, -22.678, 34.147)","(754.845, 684.149, -22.751, 5.338)","(717.781, 689.517, -44.935, -10.171)","(683.126, 690.16, -31.338, 4.206)","(644.802, 688.145, -40.004, 5.992)","(604.376, 689.07, -37.488, -0.857)","(565.222, 684.144, -29.526, 6.442)","(523.009, 683.368, -50.069, -4.612)","(480.26, 682.237, -31.979, -16.553)","(438.161, 680.935, -48.807, -5.831)"
79,"(551.482, 331.14, 49.166, -37.377)","(588.095, 310.157, 42.62, -6.868)","(625.714, 294.244, 40.91, -10.311)","(658.488, 280.969, 7.72, -34.399)","(690.626, 266.161, 29.709, -12.032)","(718.195, 253.571, 36.512, 9.47)","(741.631, 238.271, 11.865, -5.668)","(764.907, 220.91, 25.847, 6.589)","(780.338, 208.666, 12.148, -9.148)","(795.484, 174.084, 18.498, -66.028)","(793.613, 132.239, -1.728, -64.883)","(795.042, 97.278, -20.499, 21.689)","(755.598, 78.008, -66.685, -7.117)","(706.411, 83.238, -56.844, 27.592)","(661.679, 92.4, -27.145, -9.413)","(616.233, 86.17, -58.75, 0.86)","(572.262, 86.299, -55.228, 6.623)","(521.864, 91.436, -32.491, 12.038)","(481.939, 97.665, -31.086, 16.515)","(441.865, 97.67, -51.987, -6.135)","(399.658, 98.45, -44.657, 10.993)","(358.906, 96.904, -47.446, -7.414)","(317.046, 96.881, -25.219, -4.152)","(276.695, 95.283, -52.969, 13.37)","(239.088, 93.706, -49.592, 3.696)","(202.051, 91.181, -41.863, 13.438)","(167.997, 89.449, -26.189, -17.947)","(129.797, 100.829, -22.993, 25.361)"
80,"(465.608, 318.082, 20.307, 2.611)","(500.538, 312.165, 17.275, -23.382)","(534.633, 300.414, 25.898, 0.747)","(571.81, 289.179, 29.014, -17.455)","(608.471, 279.707, 53.287, -1.575)","(640.674, 272.566, 33.622, -15.805)","(668.321, 262.827, 35.29, 5.151)","(690.969, 250.639, 22.77, -16.754)","(715.328, 241.725, 36.7, -11.864)","(736.099, 236.424, 4.856, 6.175)","(754.752, 226.095, 2.206, -13.308)","(775.782, 217.111, 17.633, -32.75)","(786.386, 195.087, 11.198, -20.643)","(802.863, 172.045, 8.709, -18.7)","(809.174, 136.72, -2.276, -22.273)","(809.681, 103.785, 1.656, -7.358)","(787.775, 82.009, -50.086, -15.869)","(751.142, 60.355, -29.165, -22.349)","(708.897, 51.585, -45.034, 4.788)","(667.128, 51.997, -45.998, -13.023)","(624.402, 52.212, -33.568, 13.182)","(583.265, 52.904, -48.45, -9.712)","(545.847, 56.27, -22.313, -10.567)","(507.366, 59.084, -31.775, -1.197)","(468.91, 59.211, -28.297, -1.821)","(431.533, 60.035, -47.301, 0.321)","(395.601, 58.305, -26.156, -7.394)","(357.638, 59.958, -34.022, -16.07)"
