,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
10,"(484.508, 241.736, 30.351, 7.13)","(520.97, 234.896, 40.008, -7.777)","(556.981, 227.432, 38.822, 11.277)","(591.663, 220.622, 50.193, -8.088)","(626.797, 217.678, 48.492, -4.443)","(658.605, 211.441, 17.999, 12.302)","(689.599, 212.11, 39.698, 16.67)","(717.796, 211.295, 24.022, -9.075)","(741.723, 215.008, 6.304, 4.871)","(765.258, 210.817, 50.629, -8.914)","(782.659, 200.553, -9.085, -37.269)","(799.35, 174.067, 19.323, -2.125)","(799.533, 131.454, -13.038, -58.81)","(799.958, 88.689, -26.476, -26.584)","(769.745, 68.228, -37.023, -34.649)","(727.198, 59.764, -36.139, 9.92)","(684.871, 60.907, -44.6, 15.609)","(642.364, 63.371, -43.394, 3.952)","(602.649, 65.514, -30.039, -9.584)","(562.09, 66.962, -51.099, 15.14)","(518.285, 70.294, -34.964, 3.281)","(479.419, 75.64, -42.886, -0.653)","(438.044, 76.259, -24.149, -8.796)","(397.579, 74.61, -24.139, -4.176)","(355.98, 75.102, -49.661, 2.031)","(317.724, 75.741, -26.276, -5.411)","(277.549, 78.305, -34.965, 17.642)","(240.322, 77.402, -23.601, -2.143)","(203.339, 79.46, -27.044, 2.917)","(167.073, 76.156, -30.478, -22.463)","(130.827, 85.76, -15.913, 36.532)","(104.546, 123.008, -24.697, 50.034)","(86.662, 155.757, -27.728, 38.642)","(75.175, 194.26, -1.043, 33.239)","(69.71, 233.217, -8.906, 53.912)","(67.285, 270.767, 10.832, 49.289)","(65.197, 304.895, -6.969, 28.845)","(66.047, 336.955, 17.777, 28.246)"
11,"(303.222, 365.004, 19.694, -5.878)","(338.74, 360.723, 24.804, 9.67)","(373.025, 356.392, 28.4, 0.903)","(409.227, 348.449, 35.207, -21.84)","(442.385, 340.916, 26.371, -11.536)","(473.331, 330.363, 32.97, 0.834)","(507.647, 322.64, 46.784, 3.634)","(538.427, 309.97, 40.978, -18.348)","(572.394, 299.323, 32.93, 8.098)","(605.806, 292.715, 45.912, -4.606)","(637.132, 286.047, 22.961, -7.873)","(664.678, 279.371, 14.999, -10.541)","(688.046, 271.712, 39.231, -13.43)","(710.042, 262.247, 24.932, -0.697)","(730.503, 251.862, 27.296, -0.21)","(745.314, 242.527, 13.263, -8.144)","(762.744, 234.757, -0.282, 0.561)","(774.806, 224.756, 13.483, -8.457)","(779.057, 212.791, 22.53, 2.629)","(790.437, 190.817, 5.237, -28.588)","(788.999, 159.223, -29.339, -49.366)","(799.602, 127.665, 6.359, -18.184)","(801.783, 96.166, -13.926, -35.719)","(795.957, 72.238, -7.174, -27.159)","(777.135, 57.795, -25.199, 0.832)","(740.823, 57.305, -49.089, -4.023)","(708.795, 57.454, -19.454, 2.683)","(672.317, 59.258, -23.702, 15.214)","(635.872, 58.659, -27.613, 3.986)","(595.892, 59.891, -26.572, -6.603)","(552.418, 62.577, -27.712, -11.186)","(512.216, 63.484, -37.389, -3.069)","(474.582, 64.425, -33.17, -10.201)","(439.351, 63.741, -31.522, -1.621)","(401.644, 63.74, -46.944, -6.023)","(365.043, 64.304, -36.499, -9.311)","(328.288, 64.757, -21.584, 17.891)","(290.474, 66.197, -19.927, -14.627)"
12,"(543.113, 492.017, 31.541, 7.748)","(585.224, 506.543, 50.815, 15.858)","(629.511, 517.36, 41.137, 1.102)","(666.568, 523.471, 39.573, 20.06)","(700.601, 530.53, 47.906, 6.819)","(731.498, 532.94, 35.938, 2.566)","(761.629, 537.531, 46.11, 4.374)","(778.31, 571.02, -2.166, 40.858)","(774.324, 617.624, -21.439, 20.859)","(768.39, 643.306, 1.73, 24.764)","(749.58, 662.899, -55.588, -22.772)","(702.962, 649.697, -33.714, -10.638)","(663.774, 640.094, -35.773, -6.613)","(652.492, 636.008, -52.117, -0.52)","(651.704, 636.019, -47.315, 0.675)","(640.942, 636.003, -67.882, -2.977)","(631.12, 636.011, -45.462, -4.492)","(631.12, 636.011, -45.462, -4.492)","(631.12, 636.011, -45.462, -4.492)","(631.12, 636.011, -45.462, -4.492)","(626.105, 636.015, -17.737, -5.106)","(626.105, 636.015, -17.737, -5.106)","(626.105, 636.015, -17.737, -5.106)","(626.105, 636.015, -17.737, -5.106)","(621.715, 636.006, -29.693, -3.294)","(621.378, 636.001, -20.27, -0.302)","(621.378, 636.001, -20.27, -0.302)","(620.997, 636.024, -22.859, 1.373)","(613.061, 636.001, -46.942, -2.246)","(613.061, 636.001, -46.942, -2.246)","(612.326, 636.001, -44.148, 0.04)","(612.326, 636.001, -44.148, 0.04)","(607.319, 636.007, -58.639, -3.354)","(589.4, 636.136, -30.254, 4.16)","(568.334, 636.357, -53.356, 12.185)","(537.702, 636.012, -49.565, -13.471)","(506.852, 636.809, -14.684, 14.949)","(479.938, 636.194, -30.778, 0.237)"
13,"(309.202, 533.977, 41.634, 6.152)","(348.673, 533.417, 43.547, -8.602)","(386.132, 535.345, 34.619, 4.665)","(424.442, 536.62, 49.432, 9.978)","(460.931, 539.974, 38.465, -3.277)","(496.318, 541.087, 48.766, 2.144)","(530.026, 540.442, 43.027, 1.102)","(560.239, 541.669, 10.405, 10.069)","(586.029, 536.755, 14.447, -2.767)","(609.81, 535.328, 14.81, 6.119)","(637.567, 534.711, 29.78, 7.412)","(662.585, 535.648, 24.322, -9.625)","(687.097, 535.92, 20.344, 7.208)","(710.129, 539.695, 36.528, -6.782)","(727.227, 542.851, 16.572, 13.043)","(743.456, 545.978, 19.984, 11.325)","(761.599, 548.325, 32.191, 26.833)","(773.127, 566.949, 8.755, 33.081)","(775.256, 606.04, 7.135, 26.779)","(770.742, 632.194, -5.921, 20.443)","(775.551, 656.663, 7.264, 21.362)","(742.804, 655.252, -53.53, 8.474)","(718.139, 650.333, -17.557, 23.469)","(687.051, 661.214, -41.711, 8.274)","(653.433, 664.061, -47.776, -0.678)","(619.476, 667.604, -24.161, 14.833)","(574.82, 668.843, -33.599, -7.961)","(538.01, 659.439, -33.99, 2.914)","(498.004, 661.142, -39.035, -0.079)","(462.786, 658.655, -22.403, 3.071)","(412.975, 657.286, -41.589, -22.922)","(376.829, 645.542, -51.435, -1.43)","(343.553, 638.992, -34.781, 0.421)","(312.277, 636.089, -30.77, 4.312)","(294.431, 636.237, -46.785, 6.616)","(264.831, 636.172, -31.337, 5.592)","(237.018, 641.222, -17.214, 13.081)","(218.379, 649.567, -24.787, 7.233)"
14,"(698.569, 185.399, 41.455, -9.216)","(740.942, 184.324, 43.681, 4.748)","(774.711, 184.776, 33.015, 7.79)","(776.815, 138.838, 2.37, -53.235)","(771.953, 89.736, -60.895, -27.12)","(720.657, 87.148, -50.079, -3.977)","(672.153, 84.443, -57.646, -11.068)","(626.13, 82.956, -45.566, 9.138)","(578.757, 82.091, -28.932, -9.889)","(532.29, 78.672, -43.943, -15.938)","(488.392, 79.353, -42.761, -2.781)","(443.379, 79.456, -37.019, 6.761)","(399.59, 79.675, -55.672, -9.728)","(353.948, 79.237, -46.146, -0.55)","(309.167, 78.696, -47.169, -1.968)","(263.662, 81.029, -55.513, -8.725)","(220.111, 79.982, -47.55, 2.369)","(180.382, 80.46, -28.846, -11.041)","(142.345, 86.446, -17.164, 25.255)","(118.486, 124.784, -5.816, 51.369)","(103.861, 164.745, -19.04, 47.583)","(94.666, 207.103, -2.564, 38.13)","(87.923, 249.956, 5.29, 36.537)","(82.595, 293.485, 7.976, 27.135)","(76.313, 333.273, -6.841, 39.299)","(61.241, 359.835, -34.212, 9.374)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
15,"(606.431, 375.663, 26.139, 2.848)","(636.947, 361.996, 41.057, -23.535)","(666.201, 345.645, 41.505, -24.151)","(695.238, 328.534, 23.519, -34.533)","(725.027, 311.044, 24.659, -25.484)","(752.655, 292.58, 21.936, -8.855)","(775.056, 277.155, 15.181, -21.959)","(795.255, 261.403, 12.357, -23.367)","(807.77, 245.654, -1.593, -11.99)","(812.416, 233.75, -1.48, -6.674)","(817.605, 221.628, 2.961, -22.535)","(820.053, 211.511, 15.884, -26.351)","(819.831, 204.859, 2.449, -6.368)","(823.373, 205.823, -7.046, -17.559)","(815.431, 200.586, -11.27, -16.796)","(812.924, 197.713, 10.169, 7.743)","(813.102, 193.36, -1.239, -2.127)","(815.57, 180.15, 10.8, -49.282)","(825.187, 163.584, 0.952, -17.889)","(825.187, 163.584, 0.952, -17.889)","(825.187, 163.584, 0.952, -17.889)","(825.187, 163.584, 0.952, -17.889)","(815.469, 138.101, -6.786, -18.572)","(807.511, 114.09, -14.735, -15.96)","(805.153, 83.824, -11.859, -32.064)","(791.827, 65.251, -32.722, -22.706)","(764.937, 59.87, -45.373, 5.894)","(729.541, 59.541, -37.92, 11.336)","(696.082, 56.559, -19.657, 3.905)","(658.153, 57.723, -44.227, -16.617)","(620.186, 57.921, -39.469, 12.913)","(579.408, 61.547, -29.278, 0.043)","(540.228, 64.514, -32.054, 4.44)","(499.766, 64.987, -42.777, -8.139)","(459.725, 67.766, -53.774, 16.695)","(420.36, 68.72, -54.167, -0.074)","(381.969, 67.29, -55.16, 15.324)","(341.141, 68.029, -39.338, -16.945)"
16,"(527.037, 202.476, 36.397, -10.715)","(568.743, 198.42, 41.664, -15.468)","(608.376, 195.546, 30.584, -7.959)","(645.57, 194.878, 25.184, -13.137)","(679.411, 194.999, 31.559, -15.041)","(711.298, 193.623, 21.758, -18.956)","(729.777, 186.639, 3.065, 1.599)","(746.449, 180.367, 5.497, -1.523)","(759.727, 187.484, 27.325, 1.888)","(776.154, 168.687, 22.958, -43.294)","(770.397, 126.06, -23.66, -30.577)","(767.029, 109.089, 20.182, -24.044)","(771.499, 87.306, 12.195, -17.64)","(727.511, 84.88, -47.807, -3.828)","(682.253, 96.589, -26.298, 17.811)","(642.895, 90.377, -34.174, -10.615)","(604.76, 90.063, -47.612, -10.106)","(563.129, 89.328, -34.236, 20.586)","(522.626, 93.434, -56.233, 0.781)","(485.297, 97.431, -46.377, 18.807)","(445.324, 98.625, -23.991, 6.901)","(405.858, 99.837, -45.434, -2.024)","(365.866, 99.312, -41.108, 3.854)","(326.136, 98.565, -48.506, 1.331)","(287.72, 97.055, -49.32, -15.45)","(251.165, 95.694, -46.701, 7.044)","(217.965, 90.842, -41.6, -3.535)","(181.605, 95.084, -28.521, -8.188)","(147.787, 83.08, -39.963, 2.566)","(127.261, 120.539, 0.583, 42.252)","(124.264, 164.323, 12.708, 31.163)","(120.547, 208.204, 0.513, 45.967)","(116.992, 241.473, -7.956, 35.352)","(114.715, 275.031, -12.77, 32.001)","(109.823, 305.322, -1.115, 18.021)","(104.55, 331.811, -19.506, 12.666)","(98.897, 352.651, 2.467, 25.868)","(90.667, 375.59, -16.753, 32.221)"
17,"(612.947, 455.567, 58.26, 37.821)","(644.305, 473.771, 24.964, 29.888)","(674.897, 488.117, 32.224, 15.929)","(708.427, 498.71, 47.951, 0.502)","(738.717, 505.703, 26.372, 6.592)","(761.257, 513.126, 18.943, 1.504)","(782.42, 527.564, 10.191, 5.164)","(794.962, 548.25, 26.325, 49.281)","(801.971, 593.492, 15.139, 55.25)","(810.939, 639.835, 0.425, 44.882)","(811.519, 665.928, -18.964, 13.942)","(789.757, 689.373, -24.201, 15.894)","(752.543, 695.818, -37.985, 5.433)","(703.959, 692.396, -37.712, -17.33)","(659.434, 690.973, -41.26, -0.426)","(615.954, 689.208, -29.319, 10.555)","(573.0, 687.744, -30.75, -10.64)","(530.184, 688.189, -58.951, 8.296)","(487.702, 690.837, -41.641, 13.528)","(441.22, 688.004, -56.298, 5.484)","(397.334, 685.287, -42.597, -3.885)","(353.972, 682.998, -34.462, -11.492)","(309.722, 680.925, -29.532, 5.595)","(271.759, 679.782, -23.488, -16.815)","(231.957, 680.63, -47.248, -16.14)","(189.702, 681.133, -27.544, 6.905)","(146.202, 672.445, -68.593, -11.959)","(113.372, 640.602, -30.75, -21.51)","(89.221, 603.986, -11.959, -49.191)","(71.332, 568.094, -28.998, -33.567)","(59.68, 531.801, -2.148, -33.246)","(50.854, 494.071, -12.539, -40.922)","(46.038, 467.462, -6.572, -29.11)","(46.036, 449.722, -1.741, -17.736)","(46.803, 434.041, -0.833, -30.308)","(58.168, 411.921, 5.152, -44.782)","(46.647, 391.586, -68.047, 4.237)","(None, None, None, None)"
18,"(481.397, 454.774, 31.259, -19.958)","(516.967, 447.551, 28.417, 8.4)","(554.626, 444.946, 48.118, -6.437)","(592.307, 444.292, 25.471, 9.887)","(628.258, 450.259, 43.661, 14.003)","(661.033, 459.438, 10.237, 8.647)","(693.874, 467.591, 44.126, 23.438)","(731.099, 482.315, 22.223, 13.909)","(764.502, 498.727, 22.077, 22.405)","(782.183, 516.696, 13.58, 36.488)","(801.619, 549.27, 36.091, 28.164)","(811.138, 577.541, 1.956, 16.626)","(811.866, 613.592, 22.596, 19.617)","(815.089, 643.103, 2.142, 36.073)","(808.732, 667.292, 1.787, -3.565)","(784.697, 680.528, -29.228, 23.073)","(751.791, 688.841, -38.961, 10.263)","(712.718, 689.839, -29.893, 9.183)","(667.905, 688.872, -51.313, 12.579)","(630.707, 691.585, -23.819, -3.718)","(592.061, 693.469, -30.495, 8.103)","(553.172, 689.642, -31.941, -6.757)","(508.509, 689.546, -37.79, -14.229)","(463.731, 690.149, -40.778, 9.3)","(421.437, 690.179, -36.437, 3.549)","(377.498, 683.902, -43.944, 9.114)","(335.118, 679.59, -32.3, 0.423)","(297.661, 678.262, -35.788, 12.574)","(262.599, 677.912, -39.852, -9.859)","(230.769, 677.757, -21.66, -16.511)","(200.086, 682.939, -46.238, 2.427)","(165.811, 683.013, -42.762, -16.617)","(117.331, 664.839, -30.145, -24.671)","(87.749, 633.26, -15.428, -34.648)","(68.982, 597.93, -25.545, -48.781)","(54.412, 561.458, -4.17, -21.241)","(46.011, 527.13, -14.853, -51.669)","(46.038, 520.46, -2.459, -59.371)"
19,"(631.679, 215.607, 58.289, 0.418)","(679.033, 211.248, 49.276, 3.362)","(720.909, 197.45, 32.717, -24.109)","(753.412, 188.324, 39.17, 2.298)","(773.69, 179.081, -4.863, -18.914)","(779.708, 163.624, 8.696, -62.98)","(767.684, 118.51, 1.61, -28.235)","(771.942, 96.342, 10.902, -25.776)","(743.461, 95.539, -72.621, -2.446)","(696.699, 105.888, -51.549, 15.156)","(652.132, 111.702, -59.193, 14.626)","(613.885, 113.851, -34.36, -3.825)","(589.92, 113.99, -58.516, 7.635)","(566.936, 113.89, -25.67, 9.048)","(527.062, 99.589, -32.465, -23.739)","(487.149, 94.877, -28.523, -15.851)","(447.167, 91.924, -44.983, -10.492)","(406.137, 91.962, -54.809, -0.569)","(365.091, 90.658, -42.772, -3.116)","(323.416, 89.524, -41.359, 7.643)","(282.37, 86.004, -54.238, -4.985)","(241.086, 83.218, -49.225, -0.188)","(201.229, 82.719, -48.765, 11.574)","(161.549, 77.638, -46.638, 6.836)","(124.227, 100.145, -10.245, 42.569)","(105.643, 140.046, -6.136, 34.946)","(96.072, 178.891, -4.601, 35.932)","(88.84, 220.295, -7.561, 40.482)","(85.075, 260.547, -8.586, 44.97)","(82.502, 297.121, -0.387, 23.246)","(80.599, 332.749, 2.429, 29.52)","(71.145, 362.526, -27.395, 13.651)","(29.531, 366.356, -71.226, 17.717)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
20,"(641.827, 337.711, 47.846, -40.911)","(674.876, 301.605, 28.115, -34.598)","(700.879, 276.364, 13.806, -20.451)","(727.179, 256.246, 26.125, -17.619)","(755.297, 237.327, 25.557, -32.66)","(780.409, 217.288, 28.007, -17.338)","(796.692, 192.548, 2.276, -17.757)","(811.928, 161.381, 12.071, -33.633)","(818.023, 136.324, 10.813, -23.458)","(808.553, 90.97, 5.451, -37.034)","(788.936, 68.919, -40.463, -38.852)","(749.533, 58.625, -38.227, -6.565)","(708.749, 62.021, -30.906, -8.307)","(666.939, 64.874, -60.824, 9.481)","(620.93, 66.683, -45.317, 7.668)","(582.346, 65.511, -36.257, -10.306)","(541.917, 65.957, -35.094, 13.009)","(501.227, 69.097, -32.518, 11.108)","(460.039, 67.739, -41.42, 2.616)","(419.491, 67.197, -35.496, -4.935)","(378.889, 66.373, -55.767, 4.873)","(339.511, 65.895, -33.255, 6.843)","(300.542, 65.552, -31.367, -2.726)","(261.712, 67.397, -37.077, 19.177)","(224.718, 70.788, -43.704, 14.377)","(191.531, 71.295, -30.713, 8.843)","(153.377, 73.102, -52.791, -3.698)","(119.88, 99.503, -38.045, 49.032)","(99.519, 133.743, -24.622, 34.495)","(86.897, 175.846, -11.934, 56.084)","(80.843, 217.769, 7.479, 38.234)","(74.211, 256.854, -1.181, 36.679)","(69.851, 296.682, 2.69, 48.612)","(65.888, 330.401, -11.57, 24.515)","(55.505, 357.637, -56.195, 10.614)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
21,"(703.842, 308.189, 44.13, -31.99)","(735.513, 274.125, 24.655, -40.591)","(766.838, 242.94, 44.866, -25.396)","(797.044, 205.428, 17.243, -27.256)","(812.866, 160.671, 2.751, -38.659)","(803.894, 116.261, -4.439, -60.011)","(778.824, 82.127, -28.71, -26.027)","(732.719, 71.301, -42.205, 1.459)","(689.84, 75.908, -30.202, 3.419)","(648.309, 78.165, -44.776, 12.049)","(605.32, 80.423, -49.727, 8.633)","(564.148, 79.399, -24.314, -3.809)","(524.685, 77.685, -32.065, -14.749)","(485.454, 78.77, -28.052, 16.978)","(441.876, 79.579, -33.167, -10.875)","(400.752, 79.536, -36.659, -3.782)","(357.139, 79.933, -31.303, 10.696)","(314.621, 79.168, -44.876, 2.379)","(269.95, 79.247, -57.731, -10.946)","(226.433, 79.707, -47.239, -8.351)","(188.466, 80.351, -24.041, 1.268)","(144.687, 78.741, -43.118, 33.562)","(118.292, 114.48, -29.031, 33.619)","(102.735, 154.517, -14.728, 44.235)","(94.207, 196.364, -15.921, 38.635)","(86.93, 237.789, -12.451, 33.799)","(80.386, 278.577, -15.737, 50.111)","(76.701, 316.719, 4.733, 29.591)","(72.868, 350.246, -1.314, 40.975)","(47.786, 365.412, -36.88, 1.217)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
22,"(488.3, 271.762, 25.668, 2.915)","(528.787, 264.839, 61.971, -1.993)","(570.908, 256.461, 28.876, -14.465)","(612.422, 249.184, 43.717, 1.58)","(647.903, 243.39, 34.737, -26.12)","(680.373, 235.789, 36.95, -1.74)","(710.855, 227.05, 47.235, 4.863)","(742.085, 221.468, 26.68, -6.492)","(767.106, 219.158, 22.4, -15.904)","(781.209, 207.067, 9.113, -29.485)","(794.185, 167.182, -1.539, -52.979)","(790.692, 131.327, 0.756, -46.052)","(791.717, 101.343, 7.979, -16.518)","(763.32, 94.756, -46.742, -9.522)","(716.347, 91.466, -36.236, 15.537)","(687.094, 103.307, -36.807, 24.095)","(674.357, 113.965, -21.898, 3.234)","(674.357, 113.965, -21.898, 3.234)","(674.357, 113.965, -21.898, 3.234)","(674.357, 113.965, -21.898, 3.234)","(674.357, 113.965, -21.898, 3.234)","(671.831, 113.997, -84.45, 1.956)","(671.831, 113.997, -84.45, 1.956)","(671.831, 113.997, -84.45, 1.956)","(671.831, 113.997, -84.45, 1.956)","(671.831, 113.997, -84.45, 1.956)","(661.294, 113.926, -48.823, -2.282)","(655.049, 113.949, -48.179, -2.907)","(650.824, 113.941, -21.57, 0.817)","(650.281, 113.99, -32.588, 2.937)","(640.54, 113.958, -26.475, 0.299)","(638.543, 113.957, -19.865, -2.218)","(618.376, 113.677, -53.255, -1.861)","(596.545, 113.96, -44.264, -0.02)","(572.566, 113.864, -32.706, 10.455)","(536.539, 99.506, -21.43, -14.948)","(498.331, 95.219, -29.661, 13.806)","(458.565, 94.708, -33.826, -5.541)"
23,"(344.988, 364.507, 30.472, -30.888)","(380.963, 351.464, 38.617, -20.697)","(418.81, 337.733, 40.522, -15.547)","(456.004, 323.546, 39.88, 0.506)","(493.297, 311.352, 34.945, -17.18)","(530.528, 300.294, 19.053, -7.38)","(564.044, 293.061, 23.804, -7.69)","(596.114, 284.917, 16.353, -14.863)","(627.714, 276.73, 12.762, -14.012)","(656.27, 267.113, 21.545, 2.404)","(684.519, 260.557, 30.732, -26.879)","(705.768, 256.084, 18.762, -10.814)","(727.126, 247.733, 15.677, -15.523)","(746.017, 235.852, 8.356, -29.74)","(765.998, 228.274, 0.149, -8.826)","(784.918, 213.746, 3.373, -37.469)","(790.072, 193.004, 7.287, -33.745)","(790.939, 152.065, -18.569, -48.806)","(782.153, 127.244, -19.583, -48.494)","(785.489, 102.448, 15.69, -19.778)","(763.935, 93.068, -36.452, 1.37)","(718.992, 95.496, -10.972, 24.653)","(680.757, 87.592, -73.887, 0.302)","(639.415, 89.023, -11.068, 23.264)","(604.273, 87.394, -41.376, -18.012)","(564.866, 92.06, -47.818, 21.287)","(523.884, 96.348, -38.579, -9.569)","(478.996, 96.991, -38.032, -10.658)","(440.858, 96.532, -21.627, -10.172)","(402.588, 96.887, -34.86, 4.446)","(366.235, 96.115, -32.084, 3.134)","(328.843, 95.562, -63.064, 9.981)","(293.06, 95.937, -27.777, -7.222)","(256.961, 94.271, -39.202, -11.698)","(222.411, 91.948, -42.226, 7.721)","(184.679, 94.202, -27.914, -3.653)","(152.416, 87.617, -46.45, 7.64)","(129.395, 127.139, -17.031, 34.318)"
24,"(512.729, 464.404, 48.427, 0.098)","(547.519, 474.118, 36.974, -6.136)","(586.84, 485.83, 26.385, 15.473)","(620.664, 493.024, 41.491, 19.427)","(654.635, 499.201, 29.644, 6.303)","(687.61, 505.28, 21.773, 14.244)","(720.583, 513.311, 35.917, 5.704)","(754.316, 524.712, 20.437, 6.584)","(780.841, 553.95, 15.505, 54.866)","(793.877, 597.999, 25.215, 53.345)","(802.182, 633.961, 14.491, 27.003)","(796.333, 659.688, -20.989, 6.445)","(770.101, 673.32, -40.64, 25.3)","(727.329, 681.508, -54.818, 8.334)","(692.851, 678.743, -34.967, -14.617)","(650.414, 677.294, -49.709, 5.525)","(609.155, 675.995, -51.727, 8.725)","(558.521, 671.626, -47.686, -19.221)","(512.541, 667.493, -29.078, 18.759)","(468.064, 665.389, -46.771, 5.081)","(432.342, 657.157, -38.924, -11.772)","(396.991, 647.83, -41.35, -1.907)","(359.625, 642.132, -28.812, -12.541)","(322.526, 639.47, -28.93, 0.738)","(281.271, 640.519, -18.809, 6.928)","(248.693, 637.585, -32.112, -15.576)","(222.966, 639.079, -30.329, -8.033)","(211.151, 649.685, -29.053, 4.543)","(183.864, 652.047, -10.119, -22.611)","(173.151, 651.122, 4.11, -0.158)","(172.472, 651.099, -18.651, -2.868)","(161.454, 651.08, -46.193, 4.004)","(137.805, 653.178, -20.915, 25.97)","(131.06, 605.538, -2.614, -65.919)","(126.659, 554.376, -4.974, -36.763)","(115.827, 510.099, -9.093, -46.974)","(110.839, 471.127, 7.267, -27.298)","(105.338, 433.6, 7.993, -46.813)"
25,"(458.399, 495.805, 28.404, -2.873)","(500.28, 498.351, 49.114, 1.077)","(541.127, 503.26, 52.501, 3.718)","(583.132, 506.963, 26.512, 15.564)","(623.248, 511.003, 38.164, -1.036)","(660.324, 513.647, 45.644, 13.676)","(695.056, 518.59, 45.45, -4.823)","(724.802, 525.151, 43.044, -0.723)","(751.447, 532.497, 22.502, 21.079)","(771.461, 546.134, -1.812, 39.049)","(779.691, 586.318, -11.388, 68.954)","(768.053, 631.013, -8.416, 37.896)","(760.987, 644.074, -3.951, 7.983)","(750.925, 652.991, -22.343, -11.281)","(739.119, 640.376, 4.106, -41.525)","(737.786, 636.192, -5.085, 11.229)","(747.359, 637.562, 20.926, -3.696)","(756.886, 643.831, 8.915, 23.278)","(761.415, 651.277, 6.017, -6.011)","(771.007, 672.54, -39.287, 13.683)","(728.899, 668.517, -24.044, -1.789)","(695.343, 668.062, -38.425, 17.319)","(653.483, 667.92, -24.293, 1.122)","(614.956, 668.959, -54.394, -13.737)","(573.441, 664.225, -26.682, 6.397)","(540.269, 657.883, -13.773, 4.471)","(498.31, 661.258, -36.301, -6.166)","(454.171, 662.889, -52.309, -9.681)","(411.145, 654.973, -41.776, 6.841)","(378.537, 643.571, -24.142, -14.375)","(350.969, 636.079, -51.443, -16.134)","(326.345, 636.05, -47.9, -12.604)","(297.67, 636.29, -49.101, 13.04)","(265.039, 638.191, -10.69, 0.154)","(243.868, 640.403, -25.734, -2.966)","(227.309, 645.724, -24.874, 16.627)","(207.729, 657.733, -15.508, -8.461)","(167.284, 669.639, -51.248, -9.677)"
26,"(247.384, 282.92, 45.605, -10.923)","(279.488, 268.494, 42.385, 6.154)","(312.668, 262.969, 48.808, -8.355)","(344.79, 256.909, 45.99, -16.583)","(378.476, 252.678, 19.853, 6.504)","(413.641, 248.615, 43.132, -5.708)","(448.895, 245.396, 26.046, 13.217)","(484.541, 244.491, 41.216, -2.903)","(521.249, 243.694, 36.469, -13.2)","(554.891, 242.142, 48.054, 1.589)","(586.142, 238.829, 37.383, -6.753)","(614.999, 234.891, 31.07, 1.137)","(639.62, 233.709, 21.215, -9.44)","(663.203, 232.979, 34.54, 5.499)","(681.483, 227.715, 9.829, 11.688)","(700.282, 224.322, 27.232, -2.064)","(720.99, 217.741, 11.0, -18.279)","(736.272, 213.619, 19.714, 13.387)","(745.589, 211.747, 23.253, 2.907)","(762.837, 208.168, -4.687, 10.258)","(770.953, 203.41, -26.784, -33.808)","(768.88, 180.758, -6.38, -34.76)","(763.555, 148.334, 5.838, -29.165)","(757.894, 132.871, 10.428, -8.398)","(758.33, 125.705, 0.148, -17.805)","(766.573, 115.154, 18.338, -5.384)","(779.86, 99.464, 0.267, -32.52)","(750.178, 99.927, -40.025, -2.867)","(725.581, 94.178, -16.081, -24.782)","(693.674, 82.657, -33.848, -6.867)","(654.432, 77.465, -28.299, -5.533)","(619.435, 71.633, -49.479, -14.378)","(578.365, 69.941, -50.963, 13.65)","(540.248, 69.705, -27.423, -5.031)","(502.722, 69.692, -35.094, -3.599)","(464.284, 68.042, -30.153, 1.76)","(424.803, 66.369, -28.582, -9.694)","(387.92, 64.556, -50.527, -12.236)"
