,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
61,"(743.044, 438.889, 30.429, 36.104)","(771.172, 462.527, 42.996, 36.05)","(794.618, 486.086, 32.42, 22.19)","(807.97, 510.365, -9.983, 21.284)","(811.725, 527.762, -5.269, 0.64)","(814.067, 548.998, 45.405, 38.38)","(833.758, 575.672, 26.345, 16.556)","(840.522, 583.977, 38.166, 9.308)","(840.522, 583.977, 38.166, 9.308)","(841.015, 583.989, 15.16, 0.252)","(841.015, 583.989, 15.16, 0.252)","(841.015, 583.989, 15.16, 0.252)","(841.015, 583.989, 15.16, 0.252)","(841.015, 583.989, 15.16, 0.252)","(841.015, 583.989, 15.16, 0.252)","(841.015, 583.989, 15.16, 0.252)","(841.015, 583.989, 15.16, 0.252)","(841.333, 583.992, 19.095, 0.175)","(841.333, 583.992, 19.095, 0.175)","(841.333, 583.992, 19.095, 0.175)","(841.333, 583.992, 19.095, 0.175)","(841.333, 583.992, 19.095, 0.175)","(841.448, 583.992, 11.726, 0.036)","(841.448, 583.992, 11.726, 0.036)","(841.24, 583.994, -6.499, 0.029)","(841.24, 583.994, -6.499, 0.029)","(840.97, 583.881, -13.329, 2.817)","(840.537, 583.975, -19.039, 7.349)","(839.185, 583.927, 3.616, 15.172)","(837.848, 583.793, -20.281, -2.561)","(836.523, 583.648, -11.085, -9.303)","(831.364, 582.349, -12.252, -12.63)","(800.963, 607.073, -11.945, 36.675)","(793.995, 647.87, -22.704, 43.039)","(760.974, 653.294, -43.416, -11.114)","(725.419, 653.161, -25.409, -5.811)","(691.983, 653.213, -29.937, 6.513)","(659.965, 657.306, -33.186, -14.009)","(630.642, 658.29, -47.82, 6.495)","(597.353, 660.285, -23.885, 0.154)","(565.378, 661.882, -25.088, -3.791)","(532.065, 663.579, -22.073, 5.439)","(500.091, 661.771, -27.803, -15.326)","(471.068, 662.45, -19.733, -0.625)","(436.74, 661.972, -42.642, -4.133)","(405.127, 663.026, -30.873, 5.491)","(374.028, 663.56, -34.501, -16.775)","(346.11, 663.445, -20.308, 7.165)","(318.925, 662.656, -32.0, -14.692)","(292.704, 662.464, -34.932, -4.382)","(267.357, 662.163, -20.249, -3.449)","(239.913, 663.364, -17.918, -5.518)","(212.991, 665.956, -39.692, 11.524)","(187.352, 665.59, -15.185, 2.967)","(156.349, 665.466, -51.81, -4.456)","(138.013, 636.932, -24.524, -35.578)","(128.197, 605.501, 0.455, -39.214)","(118.717, 576.601, -1.168, -32.699)","(107.467, 546.018, -26.019, -44.899)","(100.358, 516.282, -2.911, -17.724)","(93.423, 489.334, -4.051, -29.882)","(91.046, 464.493, -6.018, -38.98)","(88.829, 438.303, 0.747, -34.074)","(83.196, 412.64, -19.119, -21.589)","(76.416, 385.069, -30.256, -36.003)",
62,"(636.064, 320.905, 21.756, 10.602)","(658.952, 314.964, 27.887, 10.05)","(682.408, 310.298, 27.491, 2.467)","(706.589, 299.428, 16.066, -24.76)","(729.566, 288.984, 24.77, -16.677)","(751.671, 277.168, 26.862, -18.262)","(774.726, 266.64, 35.167, -15.949)","(790.835, 254.207, 5.522, -4.877)","(802.376, 241.784, -1.22, -19.964)","(811.921, 228.663, 16.216, -15.932)","(815.295, 219.172, 6.084, 3.667)","(813.06, 210.238, -4.714, 15.685)","(815.315, 194.834, -0.146, -5.992)","(821.328, 178.52, 5.299, -15.909)","(823.244, 177.561, -12.614, 2.668)","(816.593, 171.006, 0.481, -19.534)","(808.044, 126.771, -4.66, -14.656)","(807.21, 95.538, 1.676, -36.351)","(794.58, 70.786, -19.781, -17.607)","(759.971, 59.33, -8.532, -5.48)","(728.812, 52.032, -37.579, 15.983)","(697.682, 53.287, -31.437, -10.167)","(659.328, 53.618, -54.536, 0.907)","(614.718, 56.274, -49.877, 2.295)","(573.374, 57.499, -62.669, 13.857)","(529.236, 59.114, -19.751, 11.064)","(491.675, 60.474, -24.615, -0.155)","(452.502, 59.469, -60.904, -17.927)","(413.73, 59.61, -54.762, 14.585)","(376.198, 60.083, -40.89, -12.057)","(340.718, 61.298, -30.063, 17.322)","(305.419, 63.648, -44.908, -0.9)","(271.175, 64.023, -32.712, 15.555)","(234.0, 64.652, -23.521, 10.005)","(201.607, 65.019, -28.907, 9.383)","(165.509, 65.692, -37.309, 16.587)","(123.085, 78.074, -22.397, 14.919)","(94.921, 107.848, -39.26, 28.59)","(77.234, 143.079, -10.45, 27.095)","(67.58, 178.269, -6.588, 44.173)","(64.198, 215.501, -10.606, 30.607)","(62.951, 252.027, -0.706, 26.933)","(61.719, 285.731, -5.723, 27.762)","(59.99, 320.038, 15.219, 45.275)","(52.258, 353.566, -21.527, 43.832)","(33.831, 374.694, -1.093, 7.217)","(28.101, 368.203, 0.402, -23.599)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
63,"(444.933, 202.054, 32.053, -5.168)","(485.934, 194.245, 49.887, 0.764)","(528.064, 180.361, 46.274, -15.829)","(565.582, 169.292, 49.482, -11.183)","(590.122, 166.264, 46.218, 4.906)","(605.296, 166.059, 32.766, -4.878)","(606.921, 166.033, 35.178, -2.205)","(609.086, 166.034, 26.965, 0.756)","(612.44, 166.028, 46.88, -0.241)","(624.202, 166.561, 29.484, 11.539)","(650.838, 166.042, 35.265, -2.81)","(664.315, 166.135, 49.317, -7.575)","(687.44, 166.841, 28.983, 3.631)","(708.484, 166.972, 45.085, 9.911)","(733.168, 166.548, 4.991, 10.961)","(746.691, 166.274, 23.844, 12.305)","(759.174, 179.147, 12.286, 10.913)","(773.759, 189.297, 35.948, -11.814)","(779.578, 150.99, -34.587, -26.363)","(771.525, 124.406, -3.136, -10.562)","(765.61, 111.354, -15.659, -9.108)","(775.158, 90.03, 13.911, -25.01)","(734.263, 97.418, -39.293, -1.099)","(707.899, 99.672, -36.911, -21.284)","(659.204, 91.247, -42.978, 16.714)","(617.118, 90.217, -47.892, 8.779)","(574.264, 91.094, -39.097, 11.992)","(543.451, 98.488, -17.826, 0.783)","(510.353, 98.153, -48.636, -3.431)","(473.721, 97.327, -42.038, -5.368)","(438.514, 97.398, -48.687, 8.35)","(400.199, 96.476, -28.078, 16.59)","(363.778, 96.389, -39.296, -9.77)","(328.895, 96.046, -59.585, 6.484)","(293.914, 96.072, -17.48, 6.348)","(259.479, 95.82, -19.362, -2.169)","(227.198, 92.844, -29.403, -20.417)","(189.015, 95.661, -12.279, 14.215)","(163.177, 89.108, -48.586, -9.889)","(135.446, 103.737, -10.348, 55.958)","(126.883, 152.047, -2.446, 34.984)","(121.621, 193.715, 9.729, 51.643)","(117.259, 233.636, 6.822, 26.551)","(113.252, 271.174, -4.042, 21.672)","(106.74, 306.858, 8.03, 43.469)","(102.274, 334.091, 7.433, 17.651)","(97.781, 348.415, -17.866, -0.091)","(84.149, 362.464, -28.346, 21.253)","(53.944, 365.014, -44.937, 14.008)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
64,"(483.863, 264.788, 35.848, 9.915)","(527.79, 257.975, 34.416, -0.849)","(571.908, 250.399, 48.658, 7.011)","(610.598, 240.734, 40.972, -24.502)","(645.987, 234.252, 41.417, -17.258)","(679.277, 228.198, 39.876, -17.332)","(712.401, 221.544, 20.977, -7.766)","(737.889, 216.4, 5.898, -9.121)","(761.768, 210.404, 35.825, 7.032)","(778.027, 194.316, 27.883, -40.812)","(788.322, 153.716, 12.591, -50.785)","(782.079, 112.498, -13.891, -42.739)","(758.107, 88.239, -31.356, -9.454)","(708.562, 96.107, -41.885, 18.537)","(677.038, 109.578, -36.736, 23.989)","(670.261, 113.983, -40.294, 1.907)","(670.261, 113.983, -40.294, 1.907)","(668.873, 113.96, -55.709, -1.862)","(668.873, 113.96, -55.709, -1.862)","(668.873, 113.96, -55.709, -1.862)","(668.873, 113.96, -55.709, -1.862)","(668.873, 113.96, -55.709, -1.862)","(668.873, 113.96, -55.709, -1.862)","(668.873, 113.96, -55.709, -1.862)","(668.873, 113.96, -55.709, -1.862)","(667.78, 113.962, -65.57, 0.073)","(660.03, 113.95, -40.304, -1.563)","(659.376, 113.981, -39.215, 1.897)","(650.98, 113.995, -29.458, 1.192)","(650.98, 113.995, -29.458, 1.192)","(645.072, 113.922, -22.408, -1.608)","(640.271, 113.936, -26.612, -2.019)","(633.477, 113.967, -19.371, -0.911)","(623.972, 113.999, -42.629, 5.773)","(609.928, 113.838, -34.498, -6.057)","(594.524, 113.702, -47.547, -6.033)","(573.916, 113.731, -40.969, -3.568)","(552.601, 106.604, -50.367, -28.336)","(513.699, 97.499, -52.398, 0.082)","(477.022, 96.118, -35.063, 5.085)","(440.856, 94.976, -45.225, -11.024)","(405.246, 95.37, -40.288, -3.742)","(372.741, 93.958, -26.092, -18.201)","(338.141, 90.899, -36.481, -20.991)","(306.626, 87.316, -42.196, 0.44)","(274.748, 84.235, -23.536, -16.648)","(241.786, 82.68, -47.353, -9.18)","(210.945, 79.845, -18.762, -6.474)","(180.202, 77.147, -30.909, -11.396)","(144.51, 80.061, -28.611, 28.831)","(120.966, 113.34, -33.549, 31.022)","(106.777, 151.037, -15.86, 20.828)","(97.986, 185.413, -4.121, 28.478)","(90.882, 218.196, 7.043, 21.429)","(87.289, 248.385, -19.318, 28.642)","(82.931, 280.076, 10.264, 24.24)","(77.469, 311.194, 7.114, 28.893)","(75.976, 334.67, -1.946, 19.599)","(69.408, 352.169, -11.554, 12.92)","(27.973, 357.552, -48.019, -1.081)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
65,"(432.243, 243.971, 48.673, 8.054)","(470.797, 235.303, 46.944, -16.834)","(514.789, 226.098, 46.273, -7.863)","(556.597, 220.926, 33.496, 6.116)","(595.91, 215.061, 37.47, -17.928)","(633.852, 211.385, 38.741, -16.173)","(669.582, 207.463, 26.172, -9.342)","(704.683, 201.661, 27.26, -15.973)","(728.828, 193.988, 20.609, 22.847)","(755.669, 196.174, 44.958, -6.967)","(770.436, 180.919, -7.723, -40.411)","(775.139, 148.174, 1.188, -43.427)","(775.608, 119.8, 17.675, -10.406)","(768.641, 89.792, -40.614, -9.868)","(717.214, 85.274, -40.765, 25.828)","(691.438, 93.197, -19.612, 7.331)","(658.681, 90.432, -54.811, 0.189)","(618.193, 88.661, -32.471, -18.796)","(573.984, 87.956, -50.553, 7.301)","(526.804, 87.683, -67.091, -1.41)","(479.447, 93.568, -37.991, -11.387)","(433.076, 95.751, -40.717, -8.788)","(392.362, 95.315, -50.565, -13.863)","(350.944, 95.791, -49.935, 5.62)","(310.826, 96.066, -48.402, 10.099)","(272.199, 94.927, -41.695, 15.156)","(232.011, 92.319, -46.279, -13.607)","(193.573, 92.13, -37.329, 0.179)","(156.123, 84.872, -50.566, -14.216)","(127.861, 110.768, -7.186, 33.966)","(121.441, 155.262, 1.524, 57.656)","(119.23, 200.683, -17.692, 44.117)","(116.246, 244.497, 7.56, 27.28)","(109.917, 282.528, -13.871, 33.721)","(105.079, 313.334, 7.874, 21.758)","(99.5, 345.289, -13.101, 18.093)","(88.432, 366.23, -31.039, 28.598)","(38.875, 375.848, -87.854, -8.495)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
66,"(418.4, 318.858, 56.902, -25.442)","(459.451, 314.359, 30.309, -14.084)","(501.726, 306.994, 43.522, -22.247)","(541.087, 302.222, 46.328, -15.29)","(576.955, 291.366, 48.614, -28.25)","(610.81, 287.382, 32.132, -11.486)","(644.837, 280.613, 45.566, 3.857)","(674.5, 274.791, 40.237, 10.446)","(702.685, 268.218, 43.028, 5.282)","(725.535, 264.604, 21.464, -8.285)","(747.472, 255.792, 32.61, -13.227)","(770.67, 241.935, 29.296, -16.463)","(785.783, 212.733, 8.413, -32.985)","(798.839, 190.63, -11.104, -29.869)","(797.87, 158.712, -13.104, -51.969)","(802.068, 124.373, 20.829, -40.81)","(803.293, 87.069, -4.95, -38.708)","(792.664, 60.098, -5.234, -18.236)","(762.368, 53.715, -39.921, -10.033)","(720.597, 54.732, -32.522, -13.893)","(682.35, 58.421, -28.889, 16.156)","(644.031, 57.094, -50.461, -9.71)","(605.616, 56.644, -38.832, 16.055)","(562.556, 58.02, -49.52, 11.896)","(520.764, 58.43, -42.739, 17.504)","(477.544, 60.217, -34.48, -0.088)","(432.945, 59.323, -32.85, 4.106)","(393.264, 60.343, -34.086, 5.221)","(354.288, 60.518, -15.231, -1.62)","(318.014, 59.954, -23.167, -12.78)","(283.722, 59.969, -27.492, -5.399)","(247.093, 62.495, -56.971, 12.626)","(215.619, 66.12, -23.192, 1.284)","(173.44, 62.975, -47.943, 9.348)","(129.591, 74.008, -25.031, 32.407)","(101.119, 103.18, -41.719, 37.325)","(78.699, 134.941, -5.648, 42.432)","(67.463, 169.241, -17.237, 37.334)","(63.61, 203.198, -19.197, 42.839)","(62.805, 235.108, -8.108, 19.453)","(62.269, 266.642, 12.778, 33.93)","(63.153, 297.287, -4.955, 20.854)","(62.427, 327.382, -16.039, 27.748)","(52.268, 358.777, -31.456, 12.044)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
67,"(732.919, 326.48, 5.657, -17.224)","(754.816, 307.14, 20.956, -26.473)","(772.178, 286.695, 22.268, -29.757)","(790.083, 267.718, 7.258, -12.594)","(803.575, 250.752, 23.858, -17.175)","(812.559, 230.523, -2.844, -3.813)","(816.025, 216.761, -8.512, -10.511)","(814.187, 211.631, -13.97, -26.48)","(813.633, 196.823, 27.395, -37.782)","(820.887, 179.076, 5.466, -16.872)","(811.429, 166.307, -20.26, -40.53)","(807.941, 123.448, 13.834, -16.743)","(806.213, 85.892, -2.091, -13.855)","(787.599, 61.77, -18.073, -19.347)","(751.539, 54.827, -27.032, 15.288)","(705.543, 60.555, -44.949, -2.772)","(662.987, 58.589, -48.606, -17.545)","(621.201, 58.45, -40.352, -20.229)","(582.267, 57.746, -32.436, 4.845)","(542.049, 56.687, -36.99, 18.075)","(501.421, 58.842, -49.397, 0.716)","(458.347, 62.639, -34.527, 8.857)","(415.937, 63.191, -39.957, -9.106)","(375.634, 64.477, -39.362, 12.776)","(332.872, 63.994, -45.847, -9.234)","(293.01, 65.112, -25.727, 15.537)","(252.418, 65.948, -23.327, 6.057)","(215.665, 73.319, -42.835, 3.569)","(179.586, 69.451, -33.332, -2.596)","(140.107, 77.262, -36.336, 25.302)","(108.999, 107.134, -40.514, 34.62)","(92.263, 147.607, -8.301, 46.906)","(80.118, 183.647, -20.337, 27.092)","(73.258, 221.329, -20.669, 32.643)","(68.514, 258.31, 2.482, 44.302)","(66.205, 292.365, -17.282, 33.709)","(64.861, 324.337, 2.135, 33.346)","(60.508, 355.326, -12.948, 36.061)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
68,"(517.625, 393.958, 19.168, 31.952)","(542.452, 410.259, 34.34, 21.351)","(572.539, 422.617, 31.64, 16.31)","(604.188, 429.775, 17.114, -2.76)","(632.749, 438.779, 34.009, -4.224)","(662.381, 447.131, 24.855, -6.987)","(689.619, 453.376, 29.747, 4.384)","(714.605, 461.212, 20.248, 0.671)","(733.947, 469.238, 8.614, 27.662)","(752.299, 478.183, 14.97, -5.901)","(768.333, 486.866, 6.084, 11.723)","(780.882, 500.37, 18.741, 27.945)","(791.975, 521.914, 5.908, 2.94)","(802.631, 540.564, 0.305, 20.568)","(813.428, 561.594, 18.082, 26.79)","(815.22, 572.976, -20.302, 36.766)","(810.024, 609.797, 23.681, 44.77)","(820.259, 639.662, 2.184, 23.564)","(820.836, 662.365, 2.488, 31.739)","(811.285, 678.685, -15.774, -2.951)","(791.788, 688.559, -26.321, 2.943)","(753.751, 695.699, -46.896, -11.2)","(721.043, 696.747, -18.627, -2.717)","(682.366, 697.814, -30.454, -6.335)","(640.122, 694.188, -41.564, -2.395)","(596.654, 693.463, -30.847, -14.014)","(559.384, 691.619, -28.45, -1.515)","(520.028, 691.695, -30.34, 5.59)","(478.349, 690.855, -38.973, -18.455)","(438.73, 689.031, -33.021, -12.556)","(395.817, 687.151, -60.647, -16.597)","(352.813, 684.764, -52.824, 4.229)","(308.863, 681.156, -56.473, 16.842)","(271.192, 680.976, -42.817, -2.804)","(239.975, 680.987, -48.952, 5.686)","(209.829, 680.681, -49.267, 15.86)","(176.488, 684.231, -42.124, 0.801)","(138.592, 667.306, -39.283, -21.043)","(107.756, 634.956, -41.132, -51.316)","(86.407, 600.605, -32.613, -37.897)","(69.34, 566.716, -20.515, -29.934)","(56.495, 532.241, -17.735, -47.491)","(48.7, 503.645, -3.819, -31.671)","(46.027, 488.878, -13.882, -24.997)","(46.179, 466.297, -3.909, -10.897)","(46.121, 448.994, 7.201, -1.115)","(46.13, 441.147, 4.797, -25.728)","(46.103, 431.718, 2.417, -32.625)","(48.19, 425.347, 15.859, 5.715)","(56.556, 401.231, -15.898, -19.907)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
69,"(763.95, 558.909, 46.468, -0.035)","(781.236, 601.216, -6.674, 70.762)","(787.03, 651.874, 14.653, 32.203)","(742.028, 660.546, -50.201, 2.605)","(697.408, 665.407, -48.334, -3.314)","(651.27, 668.743, -29.791, -6.874)","(605.803, 669.454, -56.996, 14.833)","(560.839, 665.4, -33.147, -15.083)","(517.167, 662.218, -50.757, 7.761)","(472.759, 659.531, -28.476, -1.399)","(428.586, 660.075, -31.783, 6.981)","(383.68, 660.475, -58.913, 5.117)","(340.922, 659.818, -44.209, 11.229)","(296.431, 660.875, -46.445, 15.923)","(254.03, 663.076, -29.249, -9.176)","(209.665, 665.437, -38.26, -8.976)","(170.792, 661.007, -35.225, -13.34)","(138.143, 645.836, -29.652, -33.057)","(124.502, 603.488, 1.39, -58.025)","(111.975, 562.732, -21.547, -43.249)","(101.308, 522.941, -0.445, -30.881)","(87.939, 482.372, -18.701, -54.279)","(78.116, 439.069, 5.538, -22.764)","(73.325, 402.916, -2.654, -28.546)","(56.88, 388.343, -12.802, -2.361)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
70,"(298.732, 318.533, 38.642, -10.383)","(329.013, 310.902, 29.377, -4.302)","(360.639, 305.371, 47.454, -15.109)","(390.757, 296.218, 14.256, -8.169)","(420.352, 284.793, 12.313, -14.373)","(450.297, 279.822, 17.586, -5.207)","(482.215, 274.627, 41.045, 0.207)","(514.036, 268.985, 34.346, 7.923)","(548.232, 264.433, 34.327, -0.362)","(579.125, 261.282, 32.969, -8.995)","(609.182, 255.347, 34.812, -19.058)","(636.821, 252.26, 36.062, -2.631)","(664.722, 249.345, 31.868, -10.733)","(690.405, 243.561, 22.456, -10.124)","(715.119, 237.017, 28.032, -15.996)","(739.304, 230.846, 16.181, -1.881)","(764.653, 224.5, 24.844, 20.031)","(777.555, 202.843, -8.102, -14.897)","(788.02, 179.418, 17.63, -41.014)","(785.155, 149.804, 6.517, -41.574)","(783.931, 131.043, 6.8, -12.323)","(796.462, 101.917, 4.755, -43.408)","(771.774, 83.099, -78.143, -9.942)","(727.201, 81.125, -13.122, -29.366)","(694.939, 77.779, -28.23, 3.894)","(660.386, 80.83, -37.62, -10.497)","(622.404, 84.279, -52.35, 4.708)","(588.322, 85.777, -46.69, 3.345)","(554.431, 93.687, -33.366, -0.816)","(518.219, 96.415, -38.341, -12.905)","(481.666, 97.069, -21.295, -9.219)","(448.494, 97.523, -20.584, -4.668)","(412.621, 96.025, -20.316, -14.548)","(374.433, 97.453, -33.085, 2.501)","(338.962, 95.514, -21.497, -3.966)","(303.246, 96.285, -20.883, 12.348)","(268.339, 94.525, -22.061, -14.287)","(234.308, 92.249, -31.003, -3.444)","(200.186, 93.955, -47.643, 3.727)","(171.471, 93.584, -31.315, 6.512)","(137.997, 101.339, -20.46, 59.92)","(125.197, 146.898, -15.815, 39.67)","(119.37, 186.725, -5.108, 47.555)","(114.424, 224.932, -10.408, 42.449)","(110.038, 260.542, -13.858, 21.453)","(106.058, 291.96, 9.204, 18.712)","(98.88, 320.393, 9.728, 27.205)","(95.626, 340.552, -15.338, 18.189)","(88.914, 363.538, -46.683, 0.548)","(63.046, 371.508, -26.567, -16.293)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
71,"(620.047, 283.648, 37.605, -18.661)","(654.262, 269.196, 17.826, -15.68)","(688.021, 253.235, 37.798, -15.184)","(722.012, 243.267, 28.372, -25.12)","(749.011, 227.167, 35.559, -17.513)","(775.639, 212.752, 8.769, -7.692)","(790.588, 180.818, -3.969, -57.555)","(798.947, 140.078, 0.029, -58.299)","(802.437, 102.73, -8.286, -58.346)","(788.31, 73.827, -25.068, -14.736)","(747.268, 57.117, -65.016, 16.835)","(696.222, 62.22, -43.895, 20.003)","(648.834, 66.207, -55.564, -14.143)","(605.905, 63.751, -48.926, 12.709)","(560.675, 66.47, -47.449, 7.195)","(519.2, 69.485, -54.93, -1.709)","(479.518, 70.606, -31.797, -7.255)","(440.642, 73.222, -24.835, 13.931)","(401.365, 73.204, -38.12, -2.874)","(362.032, 72.542, -30.31, -4.336)","(323.324, 71.853, -44.64, 1.726)","(286.988, 71.239, -25.308, -2.134)","(247.36, 73.71, -26.943, -1.612)","(210.311, 75.247, -54.997, 8.79)","(172.453, 73.651, -36.641, -5.734)","(132.834, 83.982, -31.923, 15.13)","(107.289, 118.2, -33.282, 45.174)","(94.798, 158.036, -9.865, 30.306)","(84.198, 198.835, -13.052, 26.9)","(74.115, 240.342, 1.562, 52.145)","(66.3, 277.717, -18.573, 30.607)","(64.842, 314.001, 13.135, 36.707)","(61.875, 346.491, -13.418, 15.603)","(38.38, 359.331, -72.408, 32.777)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
