,Treatment,Evacuation Time,Collisions,Clicks,Route Choice,Indecisive Time,"Clicks Positions (player.x, player.y, target_x, target_y)","Collision Positions (player.x, player.y, agent.x, agent.y)"
0,C,32.58,6,40,A,11.167,"[(450, 375, 740, 307), (548.3848176442698, 351.9304565523787, 662, 329), (596.9783350879993, 342.12303893998717, 636, 297), (620.6748054699251, 314.7214209363675, 679, 322), (662.2986141185858, 319.9157830747149, 708, 280), (707.534125572793, 280.4068966885317, 748, 260), (737.3267731677195, 265.382496742815, 749, 260), (748.5813036409689, 260.1930598814786, 780, 216), (779.515255731603, 216.6818339066546, 787, 180), (786.948487320807, 180.2524574620702, 776, 97), (781.4791952953591, 138.66388103554618, 777, 123), (777.0233861399046, 123.08178203654708, 721, 116), (756.2156362632314, 120.45152422011299, 708, 97), (756.2156362632314, 120.45152422011299, 731, 82), (756.2156362632314, 120.45152422011299, 749, 85), (751.6523112207144, 98.0312105613717, 714, 99), (714.4846121899133, 98.98753098664604, 597, 82), (677.68728921273, 93.66687109213973, 538, 87), (644.3585603323071, 92.0761870695421, 500, 85), (608.1753376983432, 90.30255306025688, 463, 89), (569.0902442086327, 89.95187085112552, 403, 75), (531.110495483049, 86.53283621360747, 342, 87), (495.8372697768048, 86.61997243329297, 300, 102), (407.44942581497946, 93.56148810211324, 251, 85), (349.3829727376136, 90.38387818399352, 236, 60), (316.2326178318568, 81.50038958872116, 216, 76), (257.2147476356, 78.26171054593138, 202, 100), (227.0546940176272, 90.13585655896142, 178, 96), (178.77841692704143, 95.90694573458224, 136, 131), (175.09313033951506, 98.93015162881264, 113, 71), (155.09631480776994, 89.9353709366301, 123, 127), (138.870382301485, 108.67297907496823, 140, 146), (139.8508495109495, 141.07147999443896, 136, 209), (136.12777668905542, 206.7460346466243, 133, 287), (133.67742528617927, 269.61830339845466, 124, 357), (128.85023091546762, 313.20514819079773, 84, 393), (106.4289312764073, 353.0957852187442, 29, 351), (70.215527764634, 352.11558938562007, 57, 389), (62.81968981534399, 372.75730181794813, 50, 382), (50.44681910024783, 381.6778538213441, 6, 367)]","[(769.572199702471, 230.66758511284806, 763.3437422603209, 217.2949360709836), (786.3269768633695, 175.526482868147, 771.4669535675336, 176.7554571734721), (780.4307696117229, 134.99750480048755, 777.0931435262363, 120.60849623295397), (751.6523112207144, 98.0312105613717, 761.8187466560461, 88.12683215657304), (714.4846121899133, 98.98753098664604, 723.9626063424408, 87.77084968307021), (55.086645618408895, 378.3326468200706, 54.22635401582728, 393.0129080713183)]"
