,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
46,"(323.737, 347.54, 21.241, -6.723)","(355.284, 348.829, 27.571, -6.681)","(383.807, 349.43, 42.234, -3.046)","(412.716, 347.226, 23.098, -11.481)","(440.192, 342.352, 30.834, 4.879)","(471.844, 341.122, 39.574, -21.65)","(503.92, 332.392, 46.881, -23.648)","(533.37, 323.548, 29.857, -10.828)","(563.519, 314.866, 18.539, -10.028)","(591.723, 304.822, 12.763, 3.563)","(620.596, 291.625, 41.688, -4.13)","(650.153, 277.55, 14.829, -5.03)","(681.833, 260.685, 43.174, -13.986)","(706.081, 244.784, 27.355, -14.385)","(729.514, 234.764, 34.521, 3.162)","(748.176, 229.594, 25.184, -5.031)","(761.806, 220.947, 14.223, -14.041)","(775.043, 203.193, 6.679, -29.674)","(776.286, 174.62, 3.896, -36.293)","(771.252, 140.895, 3.914, -21.551)","(769.223, 125.144, 6.903, -21.145)","(777.836, 100.35, 5.464, -31.662)","(743.857, 85.857, -20.074, -1.253)","(719.427, 75.251, -11.741, -7.404)","(687.116, 68.521, -45.613, -1.11)","(653.441, 66.608, -27.699, -14.93)","(619.048, 65.766, -44.822, 9.332)","(585.131, 64.981, -20.349, 3.865)","(556.401, 67.507, -24.941, 4.387)","(518.514, 69.918, -43.026, 7.236)","(481.665, 71.375, -34.449, -14.959)","(442.53, 72.471, -32.158, 13.679)","(405.297, 72.437, -21.096, 6.325)","(366.341, 73.178, -50.254, 13.473)","(330.07, 73.365, -31.845, 7.173)","(292.973, 76.552, -52.863, 7.572)","(257.942, 76.213, -34.108, 16.647)","(217.432, 76.069, -24.471, -53.188)","(184.968, 73.143, -56.137, -14.173)","(142.192, 77.258, -1.386, 76.042)","(112.335, 105.817, -21.149, 11.52)","(87.428, 140.865, 15.82, 57.619)","(76.471, 188.243, -18.091, 45.967)","(71.229, 233.161, 36.834, 77.303)","(65.628, 274.417, -3.492, 46.258)","(62.204, 304.632, 1.788, 0.505)",
47,"(452.388, 280.447, 38.088, -19.421)","(492.367, 265.119, 24.851, -0.835)","(527.53, 258.43, 21.928, 15.733)","(562.074, 251.292, 18.686, -8.646)","(594.986, 244.217, 19.05, -20.042)","(626.756, 240.256, 17.202, -9.569)","(655.195, 233.499, 22.721, 5.346)","(682.282, 225.144, 42.397, -4.463)","(708.786, 211.498, 36.685, -16.236)","(740.189, 207.209, 31.055, -6.756)","(766.221, 203.961, 7.006, -1.918)","(778.72, 170.902, 6.451, -35.803)","(773.06, 138.389, 1.253, -15.706)","(769.197, 115.786, 1.439, -7.552)","(773.574, 91.294, 18.022, -24.588)","(736.426, 90.678, -71.123, 12.245)","(692.213, 110.275, -21.326, 22.384)","(685.481, 113.999, -45.739, 1.455)","(685.481, 113.999, -45.739, 1.455)","(685.481, 113.999, -45.739, 1.455)","(685.481, 113.999, -45.739, 1.455)","(685.481, 113.999, -45.739, 1.455)","(685.481, 113.999, -45.739, 1.455)","(685.481, 113.999, -45.739, 1.455)","(667.229, 113.99, -64.471, 0.549)","(648.967, 113.903, -46.316, 5.521)","(629.52, 113.801, -22.293, -5.688)","(604.452, 113.889, -23.669, 2.438)","(583.026, 113.823, -38.355, -7.377)","(563.059, 111.359, -23.381, -16.787)","(528.946, 97.224, -43.511, -24.37)","(490.441, 92.261, -29.57, 6.12)","(452.506, 90.514, -43.993, 6.491)","(416.042, 88.707, -53.888, -17.929)","(377.945, 85.101, -32.148, -16.423)","(340.354, 82.844, -28.318, -15.226)","(302.0, 82.369, -48.39, -14.144)","(264.906, 82.296, -23.827, -18.721)","(230.496, 80.297, -33.196, 36.317)","(190.648, 82.356, 11.572, -9.855)","(149.453, 75.743, -24.301, -44.475)","(121.617, 113.288, -73.057, 34.317)","(108.503, 151.804, -63.587, 64.199)","(105.017, 198.325, 16.106, 45.452)","(102.018, 235.852, 27.01, 68.026)","(97.529, 280.099, 9.065, 35.368)",
48,"(512.313, 423.372, 56.273, 17.555)","(553.646, 421.158, 44.768, 9.161)","(590.045, 422.474, 21.48, 10.754)","(627.908, 427.58, 49.436, -0.086)","(664.627, 439.324, 29.308, 20.007)","(696.96, 453.701, 25.465, 10.052)","(728.266, 466.707, 18.508, 11.935)","(754.277, 474.628, 23.694, -9.185)","(775.208, 483.099, 14.448, 13.117)","(789.989, 490.249, 24.173, 18.196)","(802.184, 501.727, -3.131, 6.506)","(804.955, 506.526, -8.456, 4.879)","(803.237, 516.415, -3.448, 1.899)","(804.281, 549.069, -14.146, 16.562)","(801.738, 572.41, 0.227, 21.816)","(805.344, 603.891, 7.026, 41.214)","(798.638, 643.536, 13.059, 46.173)","(777.254, 663.318, -27.888, -1.678)","(727.151, 660.715, -47.864, 9.419)","(687.98, 675.175, -39.083, 6.58)","(648.893, 687.426, -57.588, 11.025)","(604.824, 691.043, -36.913, 11.447)","(557.198, 688.426, -58.286, -3.952)","(513.476, 683.115, -55.837, -6.633)","(467.048, 682.479, -45.571, 2.279)","(426.076, 680.283, -36.793, 3.839)","(385.545, 677.518, -35.413, 11.854)","(343.345, 672.383, -59.594, 9.729)","(298.973, 671.713, -46.389, -7.27)","(266.107, 675.342, -20.641, 14.28)","(230.349, 676.966, -37.655, 13.097)","(188.006, 684.332, -38.795, -2.951)","(137.004, 670.855, -41.76, -30.636)","(101.871, 634.603, -33.074, -51.138)","(79.055, 597.175, -25.285, -42.085)","(61.828, 557.677, -4.076, -29.426)","(46.222, 521.362, -5.995, -42.978)","(46.001, 511.326, -8.068, -30.764)","(47.505, 489.467, 28.875, -25.112)","(46.508, 459.495, 14.494, -8.927)","(49.298, 429.181, 9.882, 9.161)","(60.747, 400.298, 22.554, -82.716)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
49,"(650.342, 213.629, 50.455, -19.199)","(686.407, 207.543, 32.867, -7.675)","(715.384, 204.519, 40.601, 5.888)","(740.457, 200.432, 29.148, -0.693)","(770.947, 200.505, -7.095, -18.292)","(780.857, 181.025, 4.214, -27.512)","(781.509, 136.955, 7.311, -48.365)","(784.87, 98.054, 9.159, -41.512)","(744.082, 92.401, -58.169, -3.148)","(699.719, 106.563, -21.104, 6.593)","(666.469, 113.984, -48.183, 7.568)","(662.315, 113.903, -37.014, -0.434)","(656.701, 113.973, -62.246, -0.118)","(647.743, 113.977, -77.384, 5.089)","(627.187, 113.966, -52.769, 1.889)","(623.241, 113.992, -68.849, 2.047)","(623.241, 113.992, -68.849, 2.047)","(616.081, 113.961, -82.776, -1.425)","(611.71, 113.967, -54.306, -1.555)","(606.792, 113.967, -62.046, 1.43)","(605.69, 113.998, -66.132, 1.831)","(588.294, 113.874, -14.138, -6.466)","(583.896, 113.948, -1.401, 1.493)","(583.71, 113.999, -11.131, 3.033)","(576.413, 113.891, -33.538, 0.532)","(569.117, 113.96, -33.542, -1.676)","(551.102, 108.365, -48.151, -19.695)","(508.833, 99.571, -52.242, -12.039)","(467.366, 97.082, -40.164, -0.877)","(427.369, 95.37, -53.327, 8.321)","(386.631, 93.497, -46.585, -3.25)","(346.471, 91.56, -32.174, -0.373)","(306.984, 90.486, -37.942, -8.298)","(266.994, 89.141, -54.792, 8.587)","(228.562, 85.774, -47.004, -11.502)","(193.709, 86.142, -21.952, 7.209)","(158.034, 79.877, -41.07, -5.339)","(124.575, 100.424, -20.089, 31.31)","(105.001, 137.138, -29.496, 34.648)","(95.258, 176.034, 29.817, 6.419)","(89.425, 220.046, 17.809, 95.56)","(83.829, 260.437, -4.718, 31.303)","(81.995, 295.105, 31.041, -4.927)","(72.177, 328.151, 31.118, 43.327)","(53.714, 361.631, -108.31, 39.967)","(None, None, None, None)",
50,"(477.774, 214.696, 28.014, 1.373)","(513.402, 212.452, 23.035, 10.244)","(549.265, 208.027, 33.015, 13.504)","(580.517, 207.425, 55.092, -17.254)","(611.037, 201.624, 20.972, 7.205)","(644.597, 197.081, 42.978, -18.438)","(679.8, 195.231, 20.724, 9.49)","(713.634, 196.542, 54.881, 11.81)","(744.478, 197.343, 33.875, 16.7)","(762.408, 196.151, 9.805, 0.04)","(769.758, 173.588, 7.614, -29.919)","(760.736, 127.404, -14.189, -38.242)","(755.507, 107.724, -5.071, -10.786)","(762.549, 94.014, 12.214, 3.286)","(750.22, 69.553, -60.514, -23.091)","(708.344, 71.92, -26.909, 8.945)","(670.942, 76.646, -52.517, 18.448)","(635.021, 76.624, -26.268, -4.069)","(594.19, 75.573, -33.889, 12.328)","(550.748, 74.596, -41.194, 1.41)","(503.481, 83.347, -38.206, 23.184)","(463.913, 90.73, -53.191, 7.812)","(423.43, 96.648, -57.291, 3.108)","(382.082, 96.959, -26.582, 4.959)","(340.762, 96.667, -40.33, 8.592)","(299.134, 96.561, -42.749, -5.264)","(261.99, 94.615, -47.61, 3.334)","(225.787, 93.634, -37.146, -13.139)","(189.603, 95.909, -17.31, 14.917)","(163.09, 90.711, -15.359, -26.996)","(133.674, 102.044, -11.746, 41.358)","(121.477, 148.008, -8.749, 49.945)","(118.63, 194.141, 6.212, 52.887)","(116.71, 239.69, -8.701, 26.711)","(112.327, 277.237, -7.305, 33.836)","(107.554, 313.124, 10.005, 29.296)","(101.798, 342.011, -7.592, 19.543)","(88.316, 364.148, -12.057, 8.91)","(38.8, 369.746, -79.403, -4.441)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
51,"(609.007, 256.931, 17.215, 7.388)","(641.967, 251.562, 12.689, 0.81)","(674.837, 243.049, 37.742, -0.753)","(706.735, 230.149, 47.26, -22.364)","(736.614, 217.233, 12.598, -27.431)","(767.231, 207.852, 24.319, 4.046)","(780.711, 176.583, 22.751, -49.453)","(781.072, 127.021, 3.592, -39.975)","(776.73, 98.75, 9.579, -41.623)","(739.024, 85.622, -45.666, -0.169)","(701.08, 90.103, -27.911, 16.654)","(661.111, 89.392, -37.787, -19.414)","(612.526, 89.293, -33.361, 0.069)","(574.232, 88.209, -50.005, 4.125)","(518.989, 89.401, -65.273, 0.63)","(473.801, 90.957, -48.361, -13.871)","(426.554, 89.854, -64.026, 10.436)","(379.655, 87.862, -53.21, 1.296)","(331.782, 85.96, -45.215, -11.626)","(287.002, 84.539, -56.832, -1.915)","(241.775, 82.463, -39.454, -2.054)","(197.799, 79.607, -48.424, -12.846)","(154.056, 77.042, -42.78, 9.311)","(120.003, 109.098, -28.032, 53.154)","(103.412, 152.684, -3.471, 42.877)","(93.678, 194.944, -20.517, 37.907)","(89.254, 236.561, 0.655, 46.079)","(86.42, 276.881, 2.037, 31.063)","(82.143, 317.639, -15.57, 26.1)","(75.887, 355.586, -16.042, 40.154)","(27.033, 367.972, -62.422, 12.493)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
52,"(420.84, 318.862, 26.045, -22.041)","(455.072, 305.916, 35.37, -18.828)","(493.895, 301.884, 30.696, 11.932)","(526.69, 297.947, 18.302, -12.065)","(559.287, 294.935, 32.733, -8.903)","(590.763, 293.292, 40.748, -9.903)","(623.489, 291.993, 48.442, 2.309)","(654.745, 287.985, 19.519, -11.351)","(684.7, 281.742, 38.59, -19.173)","(709.678, 271.106, 8.926, -18.341)","(729.096, 263.337, 11.429, 3.368)","(745.304, 260.063, 9.664, 0.319)","(758.915, 256.524, 4.547, -14.662)","(770.099, 249.279, -3.964, 2.215)","(781.805, 228.075, 4.679, -5.601)","(790.637, 207.047, 20.494, -20.345)","(793.077, 173.819, -7.067, -51.772)","(798.11, 139.08, 15.538, -22.943)","(802.815, 111.214, -2.792, -17.986)","(798.879, 92.309, -25.295, 13.169)","(766.316, 70.985, -57.206, -29.943)","(728.853, 59.855, -28.551, 6.782)","(691.029, 60.424, -48.876, 11.419)","(655.998, 63.019, -51.41, 20.323)","(623.302, 62.219, -15.368, -8.338)","(591.256, 58.215, -48.607, -17.386)","(559.982, 57.651, -25.994, 11.784)","(528.242, 60.946, -28.254, -15.139)","(492.174, 61.241, -41.098, -15.277)","(453.007, 61.763, -38.268, -3.992)","(413.5, 60.852, -25.328, 12.377)","(373.111, 62.433, -38.17, -14.685)","(335.583, 63.043, -30.92, 9.871)","(296.61, 64.376, -43.707, -1.207)","(258.381, 64.613, -25.874, -5.343)","(224.139, 70.018, -18.13, 15.362)","(191.288, 69.35, -37.914, -1.309)","(153.374, 71.701, -37.725, 2.006)","(118.643, 95.974, -38.334, 39.517)","(94.337, 134.743, 26.929, 62.29)","(75.791, 172.093, 25.835, 73.386)","(68.739, 218.004, 8.85, 38.936)","(61.994, 261.903, -45.88, 70.554)","(58.299, 296.117, -8.656, 51.904)","(62.889, 324.638, -39.531, 51.905)","(58.565, 356.479, -7.396, 44.055)",
53,"(481.81, 486.383, 23.732, 10.941)","(505.474, 495.79, 22.441, 2.319)","(532.724, 497.145, 32.504, -1.831)","(562.907, 497.204, 27.535, -4.217)","(591.009, 493.115, 27.352, -10.318)","(620.73, 498.44, 30.073, 7.763)","(649.37, 494.32, 27.169, -11.979)","(670.808, 497.827, 19.769, 7.214)","(686.352, 505.519, 15.447, 5.79)","(698.638, 512.193, 26.073, 0.674)","(718.571, 514.822, 39.149, 9.874)","(736.226, 521.019, 30.588, 8.179)","(758.619, 525.551, 27.243, 8.954)","(775.851, 535.432, 8.219, 12.902)","(781.13, 558.106, 7.479, 47.812)","(792.861, 579.876, 20.768, 26.489)","(805.103, 600.053, -1.259, 26.881)","(800.445, 624.462, 2.034, 13.101)","(802.38, 657.842, -8.546, 36.897)","(784.806, 662.794, -36.785, 7.758)","(743.488, 663.193, -48.423, -2.853)","(715.395, 669.417, -32.445, 16.833)","(679.759, 686.039, -33.115, 10.941)","(638.848, 688.359, -28.583, -5.926)","(600.462, 685.871, -43.56, -12.846)","(562.15, 685.066, -30.925, 14.507)","(525.643, 687.05, -36.885, 8.62)","(487.407, 687.716, -38.479, -10.138)","(447.953, 686.825, -39.375, -5.439)","(406.132, 687.092, -25.453, -9.57)","(364.808, 685.987, -41.112, -10.34)","(324.692, 685.955, -30.296, 11.702)","(287.129, 682.63, -26.425, 7.003)","(251.697, 682.971, -32.832, -0.619)","(216.657, 680.706, -20.388, -15.965)","(175.003, 683.185, -32.939, -16.297)","(132.261, 663.15, -37.195, -20.722)","(98.669, 627.648, -21.267, -50.8)","(80.531, 591.48, -11.33, -47.436)","(68.371, 556.937, -1.646, -40.537)","(58.394, 517.652, 39.114, -63.525)","(50.508, 476.199, -6.571, -18.564)","(48.128, 450.893, -51.843, 0.652)","(47.219, 432.377, 11.431, 3.869)","(47.556, 433.285, 11.299, 33.639)","(64.515, 412.267, 7.241, -77.518)",
54,"(592.211, 510.403, 22.481, -3.212)","(617.243, 512.951, 23.474, 5.052)","(644.444, 517.458, 29.48, 4.718)","(674.052, 526.072, 28.424, 8.218)","(705.867, 532.883, 28.254, 1.292)","(733.392, 535.209, 35.893, 13.826)","(759.139, 542.766, 20.55, 5.843)","(772.034, 548.149, 12.605, -5.862)","(775.437, 564.149, -4.461, 14.25)","(782.293, 606.357, -3.918, 46.768)","(776.918, 649.445, -23.525, 29.131)","(762.846, 664.194, -12.621, 0.591)","(751.076, 668.319, -2.048, 17.194)","(758.236, 672.205, -16.268, 20.484)","(752.962, 676.293, 5.004, 1.46)","(752.414, 679.132, -1.007, -5.188)","(759.821, 679.71, -8.644, 5.774)","(747.476, 674.885, 4.789, -11.525)","(761.431, 685.842, 15.265, 5.584)","(765.367, 686.52, -2.925, -0.115)","(766.51, 690.339, 8.94, -3.795)","(776.307, 688.974, 10.872, -5.293)","(776.264, 687.523, -27.541, 14.685)","(749.999, 693.275, -32.158, 0.506)","(722.739, 694.218, -19.243, -2.274)","(692.149, 694.315, -31.759, 3.911)","(660.901, 691.545, -44.28, -11.8)","(629.635, 689.955, -27.34, -7.33)","(596.872, 678.859, -24.217, -22.184)","(556.428, 672.209, -41.293, -9.943)","(519.589, 665.038, -43.09, -7.434)","(479.265, 662.509, -48.707, -12.995)","(444.507, 664.678, -26.972, 17.687)","(406.896, 668.132, -29.099, -3.616)","(370.349, 672.588, -47.432, 2.585)","(334.614, 673.613, -35.566, 3.139)","(299.344, 676.711, -40.53, 3.65)","(267.136, 680.471, -35.131, 0.273)","(236.356, 682.129, -30.188, -8.366)","(212.957, 679.478, -42.401, 12.326)","(174.307, 679.769, -18.986, -31.482)","(137.304, 660.374, 21.23, -58.452)","(115.567, 611.311, -13.308, -55.42)","(102.73, 568.48, -12.166, -2.133)","(96.331, 526.164, -37.2, 9.337)","(91.617, 483.706, 61.237, -75.194)",
55,"(709.282, 451.127, 25.049, 5.493)","(737.009, 468.566, 26.426, 17.702)","(762.26, 487.984, 20.547, 17.639)","(785.978, 506.227, 21.2, 16.291)","(806.713, 522.404, 16.083, 16.19)","(816.088, 536.684, 1.891, 13.205)","(824.664, 548.838, 14.843, -3.526)","(832.159, 544.939, 0.272, 0.175)","(832.238, 543.27, -0.715, 5.565)","(834.808, 545.307, 6.185, 7.326)","(836.455, 546.352, -1.177, 2.644)","(836.424, 540.632, -2.892, -9.02)","(835.309, 537.271, 3.168, -3.226)","(834.631, 533.271, -0.03, -9.092)","(830.889, 529.296, -1.137, 0.37)","(832.308, 532.007, -0.611, 1.847)","(829.643, 527.12, -3.422, -3.729)","(825.422, 526.425, -9.384, -4.686)","(821.658, 522.461, -2.354, -4.891)","(818.33, 521.387, -3.322, -1.947)","(817.823, 521.045, -4.512, 2.037)","(815.26, 522.376, -2.583, 3.76)","(814.932, 526.806, 1.234, 2.833)","(814.12, 532.881, -2.172, 3.797)","(815.618, 538.885, 4.524, 2.65)","(811.385, 543.841, -1.949, -1.089)","(815.371, 573.606, 7.974, 31.814)","(810.242, 605.712, 14.349, 54.655)","(811.678, 635.504, 15.743, 26.704)","(806.815, 661.211, -11.692, 9.728)","(789.428, 672.111, -36.376, 22.449)","(759.401, 681.419, -26.88, -6.768)","(733.693, 684.423, -33.832, -1.716)","(706.628, 688.829, -25.557, -3.34)","(672.766, 688.557, -37.655, -2.999)","(635.483, 686.046, -44.506, -3.079)","(597.1, 682.08, -32.82, -15.589)","(556.03, 677.09, -53.797, -20.16)","(516.576, 672.26, -32.368, -3.207)","(480.826, 667.943, -43.901, 9.418)","(442.274, 662.568, -31.667, -3.179)","(396.576, 659.756, -59.931, -20.369)","(361.154, 656.562, -1.658, -31.282)","(325.719, 655.782, -72.229, 55.414)","(285.808, 656.8, -79.906, -23.309)","(249.879, 655.46, -5.399, -44.423)",
56,"(417.683, 232.149, 23.963, -5.867)","(442.96, 222.898, 30.181, -6.719)","(467.979, 214.582, 21.994, -9.556)","(488.043, 206.82, 18.58, -6.281)","(506.295, 201.143, 17.655, -3.701)","(527.049, 195.352, 18.579, -8.354)","(544.173, 185.826, 16.327, -12.29)","(561.319, 176.356, 14.476, -10.822)","(578.473, 172.542, 19.369, 2.308)","(596.216, 172.389, 21.399, 2.173)","(615.695, 174.209, 17.226, 2.741)","(634.798, 179.076, 21.391, 6.516)","(653.798, 183.634, 20.698, 6.626)","(673.593, 185.501, 23.064, -1.809)","(689.729, 182.253, 10.506, -1.639)","(703.042, 177.138, 14.096, -2.856)","(717.03, 176.158, 15.733, -2.665)","(729.61, 180.297, 11.691, 10.54)","(742.449, 187.87, 11.737, 12.087)","(761.495, 199.478, 19.285, 11.029)","(770.542, 187.652, 0.168, -21.443)","(771.073, 163.04, -3.908, -29.329)","(765.696, 140.022, -4.527, -19.238)","(763.208, 121.129, -7.867, -19.005)","(754.349, 109.305, -6.041, -3.959)","(749.858, 106.139, -0.622, -3.897)","(751.538, 105.021, -8.178, -9.884)","(758.85, 95.31, 12.322, 5.603)","(773.695, 85.896, 15.562, -1.859)","(725.695, 95.609, -46.569, 17.38)","(683.623, 110.738, -28.568, -0.908)","(674.389, 113.997, -33.306, 0.156)","(674.389, 113.997, -33.306, 0.156)","(674.389, 113.997, -33.306, 0.156)","(674.389, 113.997, -33.306, 0.156)","(667.302, 113.944, -52.498, 0.584)","(667.302, 113.944, -52.498, 0.584)","(663.543, 113.922, -34.789, -2.697)","(656.596, 113.817, -49.308, -4.754)","(641.343, 113.963, -32.506, 12.153)","(623.036, 113.824, -62.026, -1.846)","(596.164, 113.635, -81.052, 13.765)","(576.0, 113.419, -23.891, -16.347)","(545.028, 101.649, -15.461, -6.762)","(499.497, 97.46, -11.579, -0.004)","(468.603, 93.211, -69.103, 25.097)",
57,"(567.941, 465.814, 27.626, -11.583)","(597.109, 461.453, 31.576, -6.037)","(628.342, 463.009, 24.423, -8.336)","(654.599, 465.754, 18.474, 7.49)","(678.23, 469.377, 25.795, 2.819)","(705.496, 477.475, 24.774, 11.35)","(727.515, 490.685, 15.337, 12.189)","(734.867, 498.695, 2.165, 1.54)","(748.113, 506.176, 20.378, 6.414)","(774.27, 515.818, 23.127, 15.813)","(783.974, 530.006, 11.722, -4.514)","(798.147, 542.902, 28.019, -10.038)","(811.147, 558.966, 19.948, 21.245)","(818.184, 579.304, -8.943, 14.519)","(816.389, 597.668, -1.306, 42.769)","(823.338, 627.203, 13.987, 26.445)","(823.926, 627.96, 16.216, 25.468)","(823.926, 627.96, 16.216, 25.468)","(823.926, 627.96, 16.216, 25.468)","(823.926, 627.96, 16.216, 25.468)","(823.926, 627.96, 16.216, 25.468)","(823.993, 628.281, 4.056, 19.237)","(822.714, 634.406, -11.141, 24.988)","(820.132, 649.509, 1.296, 11.196)","(821.802, 658.941, 0.538, 12.995)","(815.815, 670.351, -4.436, 6.347)","(809.53, 678.36, -4.618, 2.477)","(799.847, 679.974, -26.692, 24.377)","(764.942, 688.484, -27.383, 9.721)","(727.85, 687.804, -35.79, -5.81)","(688.94, 687.916, -42.233, -7.311)","(649.151, 683.729, -36.683, -19.216)","(617.98, 678.412, -39.346, -2.283)","(582.169, 677.844, -40.671, -13.494)","(541.824, 679.783, -46.685, 12.92)","(502.325, 677.696, -36.184, -10.178)","(460.209, 674.746, -34.265, 7.444)","(418.262, 671.832, -41.88, -7.485)","(378.766, 672.052, -55.055, -4.638)","(340.351, 671.01, -44.826, 8.581)","(303.97, 671.817, -28.138, 8.877)","(268.376, 669.001, -56.282, -40.567)","(235.005, 672.883, 7.388, -33.985)","(204.714, 674.644, -95.953, -2.798)","(162.025, 670.222, -11.387, -10.486)","(120.386, 644.122, 6.349, -16.272)",
58,"(546.538, 248.527, 40.331, -11.937)","(585.936, 238.174, 41.074, -12.107)","(622.663, 232.967, 43.491, -7.479)","(655.806, 230.774, 44.216, -5.318)","(690.788, 231.559, 46.374, -4.291)","(720.766, 231.3, 27.488, 7.335)","(748.579, 231.992, 24.053, -3.289)","(768.285, 222.374, 27.857, -27.956)","(781.702, 209.234, 11.214, -25.809)","(797.013, 177.893, 3.62, -32.535)","(795.252, 136.748, -5.039, -34.344)","(812.42, 104.41, 9.142, -32.828)","(817.852, 79.549, -3.002, -19.153)","(816.545, 68.274, 2.904, -4.799)","(818.914, 66.823, 5.323, 0.618)","(817.684, 67.864, -6.011, 1.102)","(814.649, 64.897, -5.546, -4.436)","(815.28, 65.188, 0.539, -3.148)","(815.287, 66.41, -3.185, 1.229)","(814.808, 65.172, -1.907, 2.71)","(815.091, 68.238, -1.927, 8.653)","(807.792, 72.042, -9.694, 1.822)","(799.436, 67.208, -11.964, -5.197)","(782.895, 61.761, -16.46, -2.263)","(760.16, 59.529, -27.805, -4.173)","(731.095, 61.916, -31.072, 4.286)","(701.694, 67.408, -29.737, 2.275)","(674.017, 70.311, -25.744, -1.557)","(644.364, 69.402, -26.095, 7.441)","(605.053, 69.684, -32.539, 12.904)","(567.513, 69.136, -45.905, -9.456)","(530.517, 70.35, -34.837, -15.238)","(496.439, 69.895, -25.431, -8.111)","(461.211, 74.624, -34.309, 9.3)","(425.394, 77.843, -34.779, -14.551)","(387.214, 79.148, -30.069, 15.883)","(349.743, 80.006, -37.32, -4.847)","(309.646, 81.685, -46.604, 1.204)","(271.836, 80.846, -43.311, -9.968)","(233.98, 80.752, -30.569, 8.431)","(196.177, 80.348, -26.844, 1.537)","(158.014, 75.828, -35.085, 7.445)","(125.482, 103.562, 21.099, 47.986)","(103.427, 148.375, 3.385, 69.09)","(96.788, 185.936, -29.221, 0.971)","(93.388, 233.84, 47.847, 73.564)",
59,"(680.062, 204.12, 34.44, -0.535)","(716.45, 207.074, 30.713, -1.286)","(748.827, 212.74, 34.105, 5.693)","(774.097, 204.443, 5.211, -13.671)","(787.353, 175.295, 16.952, -36.521)","(791.069, 133.976, -13.485, -38.913)","(782.262, 101.552, -4.753, -35.076)","(747.14, 84.9, -41.546, 0.467)","(705.866, 90.339, -41.89, 10.381)","(664.579, 96.071, -40.522, 4.607)","(625.937, 102.155, -36.574, 5.552)","(593.776, 110.722, -29.332, 14.093)","(586.353, 113.986, -25.983, 6.324)","(586.353, 113.986, -25.983, 6.324)","(585.912, 114.0, -26.493, 0.805)","(571.682, 113.997, -18.78, 10.537)","(571.682, 113.997, -18.78, 10.537)","(571.682, 113.997, -18.78, 10.537)","(571.682, 113.997, -18.78, 10.537)","(571.682, 113.997, -18.78, 10.537)","(571.682, 113.997, -18.78, 10.537)","(571.682, 113.997, -18.78, 10.537)","(571.682, 113.997, -18.78, 10.537)","(571.682, 113.997, -18.78, 10.537)","(544.619, 104.533, -45.242, -23.247)","(509.399, 97.368, -29.468, -2.07)","(478.251, 98.847, -31.3, 2.588)","(449.952, 99.191, -23.463, 1.204)","(422.429, 98.27, -33.156, 1.164)","(382.064, 97.764, -34.857, -12.08)","(339.431, 98.027, -31.272, -1.295)","(298.49, 98.007, -26.161, 10.342)","(260.603, 96.045, -34.316, 1.457)","(222.631, 92.272, -30.585, -2.479)","(188.112, 93.106, -30.014, -16.207)","(159.077, 83.327, -34.017, -11.808)","(128.221, 100.163, -8.944, 43.638)","(114.964, 140.636, -13.407, 54.981)","(111.279, 182.705, -8.294, 51.11)","(109.344, 225.096, 0.349, 37.242)","(108.788, 262.082, 3.24, 41.757)","(106.917, 293.238, -10.445, 47.564)","(104.926, 321.966, -35.933, 14.543)","(104.233, 343.386, 9.003, 52.91)","(98.363, 363.726, -34.327, 57.646)","(87.063, 377.264, -12.568, -62.908)",
