,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
41,"(408.148, 384.967, 31.879, 6.596)","(434.282, 371.743, 17.092, -2.239)","(460.689, 357.778, 16.159, -26.939)","(486.495, 345.488, 22.588, -10.992)","(512.499, 337.491, 12.107, -3.424)","(542.089, 328.883, 17.154, 0.547)","(574.511, 318.677, 31.037, -25.225)","(606.738, 309.706, 29.252, -1.991)","(631.874, 298.292, 23.294, -16.02)","(654.607, 288.614, 39.516, -6.169)","(681.734, 282.108, 29.324, -4.647)","(705.687, 277.494, 32.242, -19.594)","(727.957, 272.776, 24.749, -1.033)","(739.753, 266.477, -1.462, -15.028)","(751.549, 260.426, -1.323, -11.485)","(762.417, 256.575, 14.554, -3.882)","(771.134, 249.563, 24.442, 16.55)","(782.871, 247.319, 2.601, -0.404)","(790.207, 238.712, 22.51, -8.141)","(794.17, 223.418, -6.482, -12.638)","(798.104, 208.542, 6.552, -27.797)","(807.21, 177.921, -11.525, -32.938)","(806.903, 154.652, 7.249, -36.423)","(806.122, 126.974, -16.95, -14.185)","(805.572, 103.49, 12.805, -35.468)","(792.39, 85.127, -40.126, -17.789)","(759.642, 61.313, -33.627, -11.07)","(716.814, 54.925, -50.529, 8.477)","(670.225, 57.656, -29.243, 7.187)","(625.771, 58.796, -37.193, 9.178)","(581.661, 61.666, -29.237, 7.212)","(538.758, 66.102, -47.549, -7.756)","(499.322, 68.454, -27.533, 1.291)","(459.031, 68.012, -35.08, 3.395)"
42,"(714.788, 508.329, 34.039, -6.173)","(750.452, 512.456, 21.243, 11.166)","(778.103, 523.13, 36.569, 20.836)","(795.695, 544.551, 26.113, 28.429)","(807.25, 567.087, -17.242, 24.24)","(799.194, 611.189, -12.599, 52.997)","(798.024, 656.028, -28.699, 22.167)","(765.358, 674.105, -55.788, 23.386)","(712.714, 678.262, -54.397, -15.037)","(661.713, 674.603, -45.714, -8.129)","(614.849, 675.961, -47.221, 8.255)","(570.666, 673.634, -37.847, -9.456)","(526.422, 670.651, -42.814, -16.415)","(484.281, 667.497, -29.309, -2.963)","(440.803, 667.396, -30.087, 12.762)","(399.225, 665.551, -50.84, -4.753)","(357.044, 664.605, -35.856, -2.275)","(314.761, 662.7, -54.843, -5.774)","(274.133, 659.042, -36.217, 12.993)","(230.387, 659.019, -45.926, 7.862)","(185.78, 657.619, -52.937, -11.368)","(138.125, 655.338, -32.577, -43.665)","(113.127, 605.945, -14.517, -55.449)","(88.959, 570.752, -34.752, -13.942)","(70.238, 540.427, -10.572, -46.089)","(58.141, 508.479, -23.176, -18.816)","(52.486, 476.006, 2.689, -24.737)","(48.363, 451.849, -0.194, -29.357)","(53.537, 430.775, -1.635, -34.003)","(64.936, 399.624, 2.722, -34.154)","(43.782, 389.938, -16.379, -19.072)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
43,"(242.684, 311.614, 13.113, -6.93)","(267.537, 303.894, 10.532, 5.02)","(293.311, 301.297, 21.535, 0.966)","(320.086, 296.705, 19.606, -17.084)","(347.677, 292.239, 40.536, -16.94)","(376.232, 286.661, 30.183, -21.212)","(404.477, 283.069, 45.234, 1.064)","(432.753, 279.054, 22.466, -11.225)","(460.057, 274.873, 31.475, -15.06)","(488.389, 269.619, 16.433, -23.6)","(518.03, 261.89, 20.31, -0.94)","(549.234, 252.927, 35.827, -22.994)","(582.698, 238.809, 35.206, -8.774)","(616.924, 230.8, 21.264, -13.755)","(657.521, 228.009, 30.059, 8.197)","(690.526, 224.593, 34.097, -14.15)","(711.274, 225.363, 2.902, 5.098)","(727.999, 223.08, 10.329, 3.861)","(753.68, 221.16, 37.095, -14.803)","(776.689, 209.588, 9.321, -43.642)","(794.583, 173.234, 4.672, -18.626)","(803.976, 142.958, 21.213, -31.84)","(800.997, 115.615, -22.311, -41.868)","(790.169, 92.227, -16.299, -34.533)","(775.964, 75.591, -20.572, -34.74)","(744.182, 62.021, -32.56, -9.222)","(706.339, 64.296, -37.8, 14.126)","(671.946, 67.569, -20.951, 2.48)","(631.049, 72.469, -46.346, 0.799)","(590.661, 75.696, -53.568, -10.801)","(542.899, 78.435, -38.641, -6.12)","(504.081, 84.056, -38.879, -3.327)","(463.158, 86.882, -46.708, 11.975)","(422.954, 88.572, -53.554, -2.345)"
44,"(621.972, 359.361, 35.719, -11.347)","(655.343, 340.092, 22.353, -5.316)","(685.898, 315.45, 19.429, -8.152)","(711.044, 292.063, 13.69, -22.0)","(735.575, 265.533, 40.858, -38.823)","(757.981, 240.706, 35.326, -20.876)","(783.034, 218.614, 30.352, -38.614)","(813.233, 178.768, 21.567, -38.739)","(823.796, 154.451, -2.332, -37.074)","(823.903, 141.521, -3.992, -58.888)","(813.637, 104.237, -5.55, -53.175)","(809.972, 77.293, -2.252, -30.076)","(789.227, 54.767, -39.13, -17.654)","(755.778, 51.719, -42.092, 9.522)","(714.587, 54.535, -35.038, 5.467)","(664.632, 56.223, -62.845, 8.794)","(623.884, 58.227, -49.735, -14.302)","(579.872, 56.886, -56.041, -5.072)","(536.955, 60.545, -25.78, 3.78)","(495.878, 63.608, -53.379, -5.094)","(455.57, 68.771, -45.881, 14.035)","(412.149, 76.252, -68.317, 21.687)","(368.951, 83.842, -32.95, 22.79)","(327.503, 91.827, -38.127, -4.294)","(284.803, 95.049, -60.066, 3.187)","(239.109, 94.83, -27.222, -16.594)","(195.843, 93.214, -39.555, 11.207)","(154.303, 85.158, -65.088, -21.562)","(121.946, 114.723, -10.126, 42.626)","(112.677, 157.033, -15.652, 36.671)","(107.354, 202.266, -14.152, 34.16)","(104.199, 246.884, -3.536, 51.072)","(105.692, 290.061, 5.167, 56.438)","(105.531, 318.074, 7.729, 24.017)"
45,"(383.661, 328.945, 25.419, 3.931)","(413.873, 322.011, 15.325, -11.09)","(444.136, 315.791, 39.759, -5.018)","(475.086, 307.619, 23.156, -4.899)","(510.414, 296.947, 42.224, -10.593)","(544.813, 287.022, 21.627, -19.135)","(583.528, 277.393, 50.803, -5.812)","(617.973, 269.505, 48.551, -7.988)","(649.439, 262.286, 45.663, -15.081)","(679.271, 253.905, 21.877, -12.643)","(707.767, 248.125, 47.961, 4.153)","(732.026, 242.521, 16.06, 16.305)","(749.503, 238.851, 7.458, 2.328)","(762.287, 234.081, 6.354, -5.717)","(775.8, 224.102, 13.364, -0.365)","(783.632, 209.207, 1.97, -31.638)","(784.047, 171.478, -5.698, -53.076)","(774.059, 133.441, -20.21, -20.377)","(781.801, 101.288, -1.894, -50.451)","(759.279, 81.436, -54.285, -35.726)","(713.896, 85.182, -53.972, 32.741)","(684.691, 96.524, -28.133, -10.225)","(641.168, 90.649, -39.328, 7.758)","(608.039, 104.773, -15.233, 9.061)","(587.328, 113.979, -28.714, -0.865)","(587.328, 113.979, -28.714, -0.865)","(587.328, 113.979, -28.714, -0.865)","(587.328, 113.979, -28.714, -0.865)","(586.454, 113.998, -52.41, 1.117)","(585.226, 113.993, -44.634, 0.446)","(584.033, 113.998, -33.708, 0.771)","(573.26, 113.937, -30.112, 4.9)","(539.424, 103.706, -59.155, -15.878)","(495.675, 99.256, -44.94, -6.787)"
46,"(558.892, 308.609, 27.865, -15.353)","(589.563, 299.966, 19.175, -19.772)","(626.606, 286.721, 17.23, -5.805)","(661.777, 267.811, 24.806, -33.901)","(695.964, 252.513, 25.466, -25.039)","(720.703, 240.242, 37.886, -12.279)","(750.679, 224.916, 20.168, -29.474)","(777.619, 195.305, 21.818, -52.634)","(792.56, 163.648, -6.417, -27.924)","(792.855, 127.921, 0.036, -27.029)","(790.517, 97.279, -38.366, -6.007)","(763.442, 85.614, -32.295, -6.487)","(712.244, 84.341, -62.124, 22.109)","(659.944, 99.831, -42.882, 4.001)","(611.112, 108.251, -50.772, 16.95)","(572.11, 113.666, -38.729, -6.198)","(539.979, 99.953, -65.773, -23.612)","(497.668, 95.1, -34.494, 2.147)","(457.074, 90.699, -49.047, -18.947)","(413.712, 89.161, -60.91, -7.678)","(368.476, 86.302, -39.405, 2.978)","(323.371, 81.202, -54.223, 2.725)","(282.869, 76.257, -24.307, -17.03)","(244.251, 76.172, -24.749, 8.09)","(204.635, 76.083, -39.626, 13.282)","(161.263, 74.273, -58.735, -15.255)","(125.492, 98.814, -17.019, 25.2)","(103.534, 136.632, -2.252, 26.474)","(94.404, 182.146, -11.635, 43.567)","(90.65, 225.098, -1.404, 48.046)","(89.424, 263.004, 14.547, 28.948)","(89.727, 299.535, -4.312, 49.726)","(84.419, 334.519, -27.578, 20.044)","(70.122, 358.767, 0.659, 31.743)"
47,"(456.608, 492.676, 35.811, -7.829)","(485.043, 496.772, 30.45, 15.436)","(515.257, 497.935, 25.419, 15.06)","(543.582, 502.217, 38.168, 9.315)","(577.713, 508.967, 54.32, 1.126)","(612.009, 515.729, 53.643, -3.155)","(648.392, 521.711, 50.642, 19.252)","(683.259, 526.661, 15.136, 8.613)","(709.676, 527.501, 29.783, 10.516)","(732.828, 529.767, 21.8, -6.97)","(763.234, 538.11, 24.945, -6.395)","(776.503, 546.942, 3.96, 14.049)","(793.576, 574.87, 3.882, 44.191)","(788.68, 616.003, -11.055, 29.901)","(792.397, 654.591, -37.442, 18.864)","(761.84, 669.126, -33.139, 10.23)","(719.085, 666.425, -49.516, -7.503)","(674.666, 654.373, -36.452, -13.829)","(628.059, 639.673, -62.371, -8.342)","(603.298, 636.173, -68.537, 4.571)","(600.636, 636.003, -48.411, -5.363)","(599.043, 636.043, -39.537, 0.969)","(587.586, 636.152, -34.707, 2.418)","(560.136, 636.139, -46.561, -13.503)","(518.842, 638.277, -55.859, 7.759)","(478.303, 640.279, -28.026, 8.031)","(442.234, 640.915, -27.242, 10.704)","(401.514, 639.323, -52.68, -19.435)","(362.809, 638.264, -31.231, 14.131)","(324.27, 637.564, -43.072, 11.882)","(287.457, 640.714, -50.656, 16.169)","(253.248, 645.85, -17.9, 8.321)","(218.856, 658.795, -48.91, 25.294)","(181.295, 659.243, -18.356, 15.37)"
48,"(764.804, 563.815, 62.528, -12.87)","(785.036, 605.984, 19.402, 44.968)","(788.993, 653.556, -31.177, 20.884)","(746.808, 663.459, -45.236, 9.392)","(701.499, 663.474, -53.26, 2.978)","(658.693, 663.142, -41.712, -10.959)","(616.53, 664.893, -50.435, 8.57)","(570.881, 664.54, -46.117, 3.974)","(527.425, 661.794, -38.369, -12.04)","(485.328, 659.476, -32.007, 7.545)","(442.061, 659.755, -56.919, -15.89)","(397.71, 659.691, -28.067, 15.077)","(352.706, 659.194, -28.498, -15.202)","(308.34, 659.23, -52.196, 4.832)","(265.89, 661.814, -41.987, 10.542)","(222.155, 665.522, -56.93, -3.971)","(179.785, 662.614, -30.166, -2.113)","(141.254, 653.021, -6.816, -39.088)","(126.421, 611.277, -3.217, -43.218)","(114.352, 571.232, -2.48, -56.829)","(102.084, 531.992, -13.815, -52.791)","(89.326, 489.336, 5.894, -58.299)","(80.109, 447.089, -16.679, -53.064)","(71.86, 406.635, 8.747, -41.249)","(50.392, 387.933, -27.958, -8.216)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
49,"(636.44, 405.526, 23.876, -35.437)","(653.922, 385.586, 20.816, -32.845)","(682.73, 369.436, 40.781, -20.209)","(711.923, 353.414, 24.349, -0.352)","(733.569, 338.693, 24.271, -19.92)","(753.259, 321.739, 16.343, -26.494)","(771.366, 310.523, 12.733, -18.353)","(782.736, 297.204, 7.505, -7.41)","(792.737, 285.196, 2.852, -24.386)","(802.07, 273.241, 3.122, -13.891)","(810.228, 267.936, 3.06, 9.881)","(815.353, 261.92, 5.439, 7.425)","(817.016, 253.735, -8.142, -23.364)","(820.736, 241.098, 9.889, -10.154)","(815.517, 230.117, 5.443, -1.653)","(803.812, 213.485, 12.681, -26.965)","(806.192, 189.578, -4.863, 6.355)","(803.231, 160.378, -1.682, -22.54)","(797.084, 128.684, -10.25, -37.015)","(790.851, 95.19, -46.594, -6.571)","(757.897, 64.895, -30.712, -20.761)","(717.91, 57.318, -47.741, -4.857)","(682.35, 60.18, -28.327, -9.776)","(639.069, 66.838, -44.96, 20.02)","(595.842, 67.021, -45.996, -2.59)","(553.586, 67.744, -47.174, 3.576)","(515.368, 73.229, -35.054, 11.356)","(472.552, 79.261, -28.658, -3.505)","(432.027, 82.55, -26.392, 8.64)","(390.156, 90.218, -49.892, -9.875)","(349.81, 94.942, -46.256, -0.763)","(311.886, 96.346, -25.728, 5.25)","(276.09, 97.617, -27.731, 2.307)","(243.785, 95.7, -43.067, -11.546)"
50,"(410.873, 225.133, 43.886, -7.294)","(446.025, 217.633, 33.879, -7.785)","(481.298, 208.037, 20.811, -2.603)","(509.271, 199.239, 27.662, -0.16)","(539.243, 204.768, 49.228, 16.813)","(577.066, 207.082, 32.546, 4.26)","(608.932, 201.964, 43.508, 9.6)","(649.937, 202.853, 18.599, -18.153)","(681.962, 195.393, 29.296, -6.148)","(711.743, 199.62, 36.662, 24.608)","(742.053, 192.948, 44.268, -8.261)","(761.722, 192.284, 10.152, 15.338)","(776.093, 161.429, 17.857, -43.134)","(763.615, 131.151, 2.421, -21.705)","(769.312, 116.203, 27.499, -33.961)","(769.904, 88.763, -41.761, -26.319)","(733.772, 78.658, -50.334, 0.403)","(688.83, 90.953, -50.862, 9.081)","(649.226, 86.748, -40.411, -8.003)","(608.959, 86.092, -56.52, -5.333)","(567.314, 82.943, -42.227, -16.937)","(527.244, 82.13, -28.681, -12.747)","(482.761, 82.611, -31.16, 1.101)","(442.65, 81.719, -30.23, -2.242)","(401.163, 82.084, -31.345, -4.521)","(359.824, 81.701, -30.403, -16.839)","(321.516, 78.158, -35.852, -2.193)","(282.814, 75.878, -42.297, -4.876)","(250.554, 74.099, -33.346, -10.93)","(224.597, 75.175, -37.285, 14.024)","(187.818, 64.004, -41.0, 9.7)","(135.042, 72.01, -40.252, 39.248)","(100.159, 96.019, -15.829, 22.479)","(82.561, 125.213, -3.095, 29.732)"
51,"(711.556, 547.487, 61.159, 17.917)","(749.901, 555.194, 42.053, 19.921)","(776.085, 581.383, 2.42, 51.355)","(787.209, 630.512, -6.599, 36.665)","(770.426, 655.507, -20.559, 20.075)","(732.055, 663.215, -30.666, -4.239)","(690.069, 665.392, -31.181, -5.597)","(648.906, 662.912, -36.491, -8.4)","(606.976, 661.52, -48.88, 17.574)","(560.639, 662.737, -58.074, -16.608)","(515.307, 659.718, -27.547, 5.813)","(471.003, 659.343, -49.587, -5.505)","(426.082, 659.757, -39.197, 12.774)","(383.31, 660.278, -43.767, -2.257)","(339.993, 662.918, -40.429, 10.005)","(299.138, 663.782, -44.459, 0.02)","(255.485, 666.65, -46.942, 7.529)","(214.193, 667.803, -49.309, -11.123)","(174.333, 665.199, -50.85, 13.153)","(136.109, 648.652, -31.754, -29.468)","(117.048, 606.27, -9.192, -41.612)","(102.968, 562.863, -29.171, -45.143)","(90.22, 517.859, -0.366, -53.628)","(78.489, 471.87, -19.838, -40.492)","(71.866, 434.562, -1.089, -30.65)","(68.958, 393.973, -25.887, -35.622)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
52,"(670.749, 507.465, 14.879, -2.704)","(703.576, 516.267, 45.442, -0.873)","(738.28, 524.166, 44.084, 3.61)","(766.088, 528.436, 35.143, 7.737)","(785.799, 529.316, 0.751, -9.907)","(799.452, 544.664, 20.499, 18.393)","(804.85, 569.755, -11.154, 31.074)","(805.53, 608.51, 16.582, 33.209)","(810.606, 652.543, 1.363, 42.261)","(788.755, 676.799, -42.868, 7.035)","(745.231, 688.01, -43.233, -6.763)","(698.612, 686.752, -26.053, -8.47)","(662.833, 686.638, -31.08, -6.301)","(622.659, 685.808, -53.587, -9.17)","(582.41, 685.503, -41.264, 4.897)","(543.636, 687.275, -53.101, -4.653)","(505.398, 686.203, -32.783, 13.006)","(464.495, 684.06, -45.784, -4.769)","(424.628, 680.868, -25.685, -6.864)","(380.691, 679.2, -44.666, -1.517)","(341.255, 676.947, -45.173, -15.675)","(303.532, 676.13, -41.12, 6.478)","(268.739, 673.22, -30.314, -18.02)","(230.151, 670.903, -27.952, -3.923)","(193.206, 669.196, -31.301, -15.759)","(151.809, 665.2, -57.2, 14.705)","(127.238, 629.568, -19.2, -30.697)","(111.343, 587.922, -2.685, -42.869)","(98.205, 550.78, -21.104, -41.965)","(83.135, 513.493, -28.305, -24.828)","(70.297, 478.308, -21.106, -29.168)","(59.232, 454.592, -12.305, -31.254)","(53.438, 440.446, 10.407, -9.843)","(54.553, 428.413, 5.612, -18.45)"
53,"(380.061, 191.117, 36.665, -14.807)","(412.914, 175.815, 34.15, -12.116)","(435.479, 166.113, 30.895, -15.246)","(435.479, 166.113, 30.895, -15.246)","(435.479, 166.113, 30.895, -15.246)","(435.793, 166.009, 18.893, -6.238)","(441.007, 166.032, 25.859, 1.417)","(453.47, 166.041, 28.648, -2.173)","(474.687, 167.455, 23.688, 3.524)","(498.233, 168.422, 22.226, -0.024)","(518.727, 172.017, 20.715, 4.429)","(538.935, 172.312, 15.303, 5.35)","(553.246, 174.922, 13.109, -1.757)","(568.195, 174.754, 15.576, -0.566)","(582.289, 173.035, 11.919, 8.141)","(595.893, 177.339, 15.404, -6.142)","(610.923, 178.73, 17.722, -4.591)","(625.729, 180.592, 12.022, 8.322)","(642.096, 179.647, 16.062, -1.725)","(656.657, 180.094, 8.39, 1.735)","(665.088, 185.0, 9.765, 3.546)","(678.402, 193.345, 20.782, 8.943)","(691.746, 204.466, 10.721, 9.058)","(723.066, 208.947, 15.159, 19.666)","(746.385, 208.222, 5.464, -15.126)","(768.598, 204.638, 38.856, -10.948)","(764.498, 180.848, 7.749, -33.595)","(769.864, 135.065, 12.86, -35.893)","(776.995, 107.247, 8.629, -22.359)","(754.932, 97.976, -17.047, 0.914)","(724.23, 95.884, -19.444, -0.533)","(681.494, 88.788, -53.902, -5.942)","(646.951, 92.764, -33.764, -10.539)","(621.471, 94.437, -40.907, 0.626)"
54,"(517.702, 311.146, 20.301, -6.405)","(533.246, 303.027, 19.811, -9.003)","(555.026, 298.405, 21.936, 3.743)","(579.006, 298.791, 28.728, -1.377)","(606.11, 296.663, 32.004, -6.206)","(634.467, 289.659, 28.415, -10.078)","(661.288, 281.712, 28.666, -8.103)","(689.17, 274.101, 30.069, -7.019)","(714.866, 265.628, 26.828, -8.937)","(732.751, 257.087, 11.363, -3.814)","(745.655, 248.078, -1.978, 5.166)","(757.608, 242.693, 13.221, 0.774)","(768.765, 235.907, 0.968, 7.378)","(786.781, 230.752, -2.719, 4.686)","(795.167, 208.379, 7.223, -34.83)","(798.605, 179.786, -0.274, -28.13)","(794.811, 149.95, 15.056, -39.392)","(801.307, 120.89, 6.046, -21.46)","(812.012, 92.628, 11.006, -25.525)","(814.947, 73.181, -4.583, -13.174)","(812.742, 64.821, 2.191, -0.831)","(807.727, 61.745, -12.699, -3.777)","(797.165, 60.603, -13.533, 2.988)","(781.46, 55.302, -14.25, -2.599)","(762.592, 51.146, -28.529, -6.056)","(715.403, 54.873, -51.188, -3.089)","(671.356, 64.567, -33.579, -1.569)","(632.516, 65.569, -38.008, 9.039)","(592.519, 65.74, -43.226, -16.808)","(547.695, 66.035, -50.406, -3.349)","(503.088, 68.238, -46.196, -6.286)","(463.581, 70.458, -56.144, 7.321)","(424.079, 70.473, -39.846, -12.57)","(383.383, 70.542, -52.444, 13.802)"
55,"(441.872, 392.321, 20.566, -8.382)","(464.325, 386.617, 18.856, -6.244)","(486.657, 384.738, 17.895, 0.102)","(502.131, 384.697, 8.949, 0.165)","(515.91, 383.664, 9.945, -3.539)","(532.816, 379.261, 17.884, -9.645)","(549.247, 371.588, 14.507, -5.526)","(566.291, 362.189, 19.621, -4.929)","(583.891, 356.417, 18.351, -3.622)","(602.715, 349.928, 15.953, -7.399)","(621.878, 342.465, 17.902, -9.952)","(641.228, 333.346, 21.079, -8.452)","(662.63, 321.939, 21.148, -10.569)","(679.659, 307.472, 13.073, -13.026)","(692.426, 293.642, 15.046, -12.893)","(707.251, 283.118, 12.749, -4.261)","(719.699, 275.32, 16.116, -4.776)","(729.962, 266.037, 21.611, -7.204)","(741.385, 259.622, 9.691, 6.43)","(751.83, 256.855, 13.584, -8.537)","(760.822, 249.176, 11.0, -6.598)","(772.941, 236.698, 5.982, -19.078)","(782.74, 218.594, 8.225, -6.741)","(786.29, 204.08, 3.229, -10.326)","(794.212, 179.018, 10.138, -33.322)","(795.26, 143.125, -4.798, -23.869)","(796.578, 120.039, -4.203, -11.902)","(790.351, 95.758, -49.369, 2.771)","(751.531, 84.424, -30.414, -16.346)","(713.61, 72.878, -34.779, 1.701)","(675.388, 67.159, -23.843, -11.372)","(640.094, 63.668, -43.638, -10.988)","(601.381, 63.837, -26.609, 3.979)","(560.786, 64.219, -43.376, -14.952)"
56,"(579.918, 183.654, 35.354, -13.287)","(614.423, 172.163, 31.49, -11.789)","(628.689, 166.043, 29.611, -11.066)","(628.689, 166.043, 29.611, -11.066)","(628.689, 166.043, 29.611, -11.066)","(628.689, 166.043, 29.611, -11.066)","(628.689, 166.043, 29.611, -11.066)","(628.689, 166.043, 29.611, -11.066)","(628.689, 166.043, 29.611, -11.066)","(628.689, 166.043, 29.611, -11.066)","(628.999, 166.0, 18.593, -2.541)","(630.137, 166.009, 32.249, 0.118)","(630.137, 166.009, 32.249, 0.118)","(630.137, 166.009, 32.249, 0.118)","(630.137, 166.009, 32.249, 0.118)","(642.576, 166.624, 26.818, 1.802)","(651.228, 166.007, 29.459, -0.229)","(671.313, 166.313, 19.789, -0.762)","(683.379, 166.005, 23.268, -0.637)","(696.263, 166.553, 13.198, 0.08)","(701.744, 166.323, 0.746, -1.211)","(702.002, 166.004, -1.494, -0.855)","(702.002, 166.004, -1.494, -0.855)","(700.937, 166.358, -1.898, 5.321)","(701.166, 171.899, -1.571, -1.311)","(704.103, 177.084, 9.796, 13.436)","(720.396, 194.18, 40.708, 14.431)","(754.45, 199.409, 34.288, 3.132)","(770.088, 185.476, 2.374, -40.444)","(766.441, 142.519, -22.928, -33.578)","(768.282, 113.342, 0.792, -28.742)","(772.947, 86.35, 10.837, -29.681)","(726.274, 82.92, -53.164, 12.454)","(684.548, 78.184, -48.976, 0.497)"
57,"(665.16, 200.283, 23.758, -17.542)","(693.693, 183.217, 33.45, -18.842)","(717.344, 168.465, 20.409, -10.291)","(720.687, 166.122, 26.218, -19.571)","(720.843, 166.001, 9.354, -7.276)","(720.843, 166.001, 9.354, -7.276)","(720.843, 166.001, 9.354, -7.276)","(720.843, 166.001, 9.354, -7.276)","(720.843, 166.001, 9.354, -7.276)","(720.843, 166.001, 9.354, -7.276)","(720.843, 166.001, 9.354, -7.276)","(720.843, 166.001, 9.354, -7.276)","(720.843, 166.001, 9.354, -7.276)","(720.843, 166.001, 9.354, -7.276)","(720.843, 166.001, 9.354, -7.276)","(720.843, 166.001, 9.354, -7.276)","(720.843, 166.001, 9.354, -7.276)","(720.843, 166.001, 9.354, -7.276)","(720.843, 166.001, 9.354, -7.276)","(720.843, 166.001, 9.354, -7.276)","(720.843, 166.001, 9.354, -7.276)","(720.843, 166.001, 9.354, -7.276)","(720.843, 166.001, 9.354, -7.276)","(720.843, 166.001, 9.354, -7.276)","(720.843, 166.001, 9.354, -7.276)","(720.843, 166.001, 9.354, -7.276)","(720.843, 166.001, 9.354, -7.276)","(736.23, 172.234, 14.032, 12.129)","(750.546, 176.536, 3.647, 14.232)","(767.478, 191.139, -1.712, 4.314)","(768.258, 164.106, -6.692, -12.922)","(764.94, 131.356, 24.715, -45.301)","(770.069, 109.021, 19.809, -31.122)","(769.344, 87.235, -56.563, -11.543)"
58,"(605.626, 480.337, 12.309, -2.916)","(626.208, 480.345, 18.713, -3.669)","(647.762, 480.791, 19.248, 4.261)","(670.441, 483.611, 25.088, 5.018)","(694.874, 493.157, 25.78, 9.135)","(715.138, 503.708, 17.012, 10.418)","(727.103, 517.086, 13.932, 6.558)","(742.332, 519.566, 32.345, 4.121)","(764.955, 521.444, 22.813, 15.893)","(779.536, 526.308, 13.063, 13.119)","(790.696, 545.478, 17.489, 26.491)","(798.254, 578.057, -0.45, 23.534)","(792.943, 614.683, -3.053, 40.426)","(794.543, 653.669, 4.021, 39.486)","(771.374, 676.335, -37.627, 15.153)","(732.329, 684.365, -43.491, 0.182)","(691.242, 682.62, -39.829, -4.144)","(654.055, 683.115, -37.537, -0.014)","(621.644, 684.202, -33.466, 1.819)","(590.423, 683.441, -33.849, -2.145)","(557.035, 681.544, -36.605, -2.35)","(519.724, 678.369, -34.89, 2.295)","(484.05, 677.4, -35.0, 2.917)","(452.055, 678.269, -30.356, 0.029)","(422.54, 679.509, -27.109, -0.802)","(391.247, 680.447, -32.661, -0.261)","(358.304, 680.903, -31.298, 0.425)","(326.263, 681.37, -33.951, -2.088)","(284.973, 678.956, -50.227, -19.172)","(244.099, 678.077, -36.715, 4.857)","(210.994, 674.594, -46.89, -2.459)","(173.958, 669.377, -52.563, -16.08)","(137.372, 649.146, -21.848, -25.923)","(116.515, 607.437, -28.602, -48.557)"
59,"(694.85, 333.729, 22.277, -28.328)","(716.313, 309.264, 22.963, -21.124)","(741.126, 293.612, 21.241, -13.219)","(761.839, 274.26, 14.584, -19.513)","(777.762, 262.83, 17.738, -22.825)","(788.825, 247.08, 0.673, -14.082)","(797.599, 230.765, 5.648, -7.629)","(797.296, 218.277, 2.585, -27.273)","(812.307, 189.488, 4.089, -23.414)","(819.694, 163.354, 9.984, -21.371)","(823.999, 157.653, 13.574, -22.26)","(823.999, 157.653, 13.574, -22.26)","(823.999, 157.653, 13.574, -22.26)","(823.999, 157.653, 13.574, -22.26)","(823.999, 157.653, 13.574, -22.26)","(823.999, 157.653, 13.574, -22.26)","(823.999, 157.653, 13.574, -22.26)","(823.997, 149.543, -0.05, -40.501)","(822.984, 140.791, -1.559, -11.721)","(821.729, 131.305, -2.951, -1.547)","(814.693, 110.146, -8.551, -18.544)","(813.69, 88.296, 8.172, -14.499)","(823.87, 78.096, 10.703, -0.406)","(826.744, 73.75, -3.301, -1.882)","(825.117, 71.017, -1.715, -5.1)","(825.013, 68.259, -1.276, 3.524)","(822.221, 69.572, -0.722, -1.028)","(815.018, 70.376, -7.772, -1.705)","(798.496, 69.694, -35.481, -24.657)","(769.603, 61.424, -44.314, 13.074)","(736.825, 60.387, -27.02, 11.862)","(708.731, 59.642, -40.339, -3.16)","(672.998, 61.477, -23.505, -3.525)","(635.01, 61.342, -48.517, -16.36)"
