,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
22,"(763.334, 183.456, 43.582, -17.434)","(785.31, 142.073, 35.67, -44.953)","(781.97, 93.707, -56.432, -55.98)","(727.351, 90.305, -56.367, -45.247)","(671.897, 86.962, -88.521, 32.177)","(622.244, 87.209, -5.456, -10.116)","(575.584, 83.985, -37.122, 9.05)","(527.495, 84.96, -3.116, 15.061)","(477.117, 83.11, -59.502, 40.221)","(423.43, 82.574, -72.08, -51.788)","(370.192, 77.014, -66.066, -48.332)","(323.025, 82.081, -52.148, -43.678)","(271.105, 80.792, -39.638, -19.09)","(219.441, 79.25, -61.683, 5.799)","(182.79, 78.002, 0.999, -29.982)","(143.153, 85.078, -75.871, 81.869)","(118.592, 130.882, 9.244, 53.682)","(103.527, 180.329, -26.029, 84.219)","(90.517, 228.645, 17.99, 29.935)","(84.533, 272.85, 14.173, 92.033)","(79.919, 313.199, -35.227, 7.719)","(75.065, 357.837, 34.185, 85.453)","(33.73, 369.457, -93.787, 17.173)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
23,"(409.113, 565.653, 58.432, -57.618)","(439.786, 568.274, 43.682, 13.944)","(472.532, 564.73, -9.014, -37.463)","(508.015, 564.276, 70.81, 47.198)","(549.143, 565.198, 63.349, -40.1)","(581.797, 568.805, 66.165, 15.036)","(606.45, 562.972, 19.221, -22.369)","(653.792, 558.486, 84.647, 47.795)","(694.208, 567.456, 40.83, 15.246)","(718.249, 572.242, 3.189, 40.006)","(744.181, 575.266, 3.961, 44.382)","(757.779, 567.812, -10.442, -46.525)","(763.682, 564.818, 14.863, -52.306)","(777.85, 587.954, 12.083, -9.65)","(783.397, 626.535, -19.783, 11.255)","(789.008, 651.597, 23.715, -19.391)","(757.094, 661.115, -80.421, -24.642)","(716.099, 665.98, -73.658, -34.937)","(673.117, 656.957, -93.618, -40.546)","(638.62, 645.473, -20.176, -13.903)","(607.61, 656.375, -3.916, 63.402)","(555.835, 660.655, 2.501, -23.989)","(515.902, 655.784, 10.871, 36.594)","(472.488, 640.709, -36.61, -37.062)","(430.149, 636.875, -63.807, -48.075)","(398.803, 637.739, 1.458, -54.374)","(357.463, 637.418, -86.252, 18.338)","(314.192, 638.347, -15.494, -21.243)","(266.069, 636.67, -47.195, 0.95)","(223.378, 651.519, -85.114, 45.864)","(180.143, 652.795, -59.763, -6.289)","(138.208, 646.811, -4.974, -24.599)","(122.538, 601.221, -41.825, -24.621)","(110.294, 557.379, -64.951, -60.057)"
24,"(565.921, 416.628, 78.483, 0.651)","(597.467, 397.377, -18.38, -16.602)","(634.655, 369.45, 16.771, 12.338)","(666.767, 352.578, 76.05, 37.877)","(695.396, 331.734, -5.684, -70.749)","(717.68, 310.816, 63.243, -23.162)","(738.702, 285.579, -16.081, -64.397)","(755.89, 262.004, 61.525, -52.756)","(771.235, 247.928, 52.359, 47.766)","(788.993, 210.956, -38.374, -69.914)","(803.247, 188.216, 71.507, 20.925)","(806.816, 155.375, -30.937, 12.409)","(803.338, 117.26, -31.419, 12.296)","(804.882, 85.233, 2.099, -17.974)","(792.847, 63.739, -64.801, -38.086)","(761.494, 54.352, -31.786, -44.086)","(717.242, 54.752, -58.89, -37.184)","(674.209, 63.343, 13.315, 32.372)","(628.176, 60.845, -92.368, 17.579)","(586.172, 57.383, -55.915, -37.556)","(543.349, 58.057, -8.244, 6.249)","(496.901, 55.767, -93.197, 53.742)","(459.793, 58.182, 13.248, -15.017)","(417.602, 55.865, -52.818, -15.098)","(377.317, 53.919, -96.653, 15.252)","(336.1, 55.932, -62.987, -20.591)","(297.687, 56.599, -15.058, 6.092)","(259.726, 54.333, -55.117, -15.834)","(225.761, 60.416, 2.452, -30.16)","(202.368, 60.946, -38.613, -26.041)","(149.888, 70.715, -25.192, 27.558)","(115.819, 103.212, 27.147, 18.759)","(101.057, 150.294, -13.726, 68.434)","(90.84, 198.008, -14.689, 94.996)"
25,"(505.178, 282.027, 98.71, -54.831)","(557.51, 261.971, 38.994, -22.841)","(592.357, 257.777, 42.689, -1.024)","(617.765, 253.421, 68.176, 0.929)","(652.56, 245.935, -22.611, -29.31)","(682.501, 235.517, 48.126, -28.974)","(716.56, 223.268, 39.173, -49.872)","(749.594, 220.79, 34.756, 42.201)","(768.088, 215.496, 39.679, -27.021)","(777.294, 196.762, 82.073, -33.99)","(785.322, 150.952, 39.536, -53.066)","(769.98, 118.401, -0.602, -78.217)","(760.244, 89.036, -97.726, -45.015)","(695.045, 98.994, -14.153, -24.68)","(646.916, 111.28, -14.267, -17.006)","(621.303, 113.971, -24.093, 29.84)","(586.472, 113.694, -8.08, -17.513)","(559.672, 112.528, -85.511, -48.866)","(503.236, 102.182, -51.403, 28.216)","(450.971, 98.789, -66.068, 40.267)","(405.137, 97.273, -8.556, -36.086)","(352.862, 97.651, -31.611, 39.548)","(314.157, 95.181, -16.508, -6.501)","(278.046, 90.793, -3.197, -49.716)","(237.159, 86.791, -84.289, -59.431)","(197.195, 83.346, -65.171, 30.688)","(159.656, 77.987, -11.803, -48.864)","(120.844, 101.199, -34.55, 71.83)","(100.53, 147.363, 8.987, 83.303)","(80.918, 183.387, 24.646, 55.434)","(67.197, 222.372, 19.535, 66.415)","(61.247, 264.014, -24.716, 57.921)","(60.596, 296.464, -2.386, 25.771)","(61.616, 330.359, 42.184, 59.298)"
26,"(265.215, 493.682, 70.34, 41.74)","(296.455, 492.713, 64.691, 19.008)","(328.377, 492.102, 3.185, 48.585)","(363.446, 490.496, 73.771, -30.528)","(392.271, 487.981, 67.983, -18.073)","(422.386, 487.598, 59.605, -37.945)","(452.57, 483.64, 53.587, -42.665)","(481.231, 491.089, -12.033, -50.939)","(510.747, 488.773, 45.565, -52.357)","(535.637, 487.86, -23.675, 59.088)","(556.21, 495.906, -26.043, 55.075)","(580.518, 503.871, -1.544, -8.294)","(609.897, 504.941, -24.377, -19.246)","(640.572, 517.166, 33.925, -31.432)","(666.012, 523.44, -2.899, 16.514)","(700.523, 529.709, 76.49, 2.005)","(727.864, 540.361, -26.393, 38.103)","(760.286, 549.923, 72.51, 18.594)","(769.781, 583.436, -0.525, 30.208)","(772.967, 614.098, -35.57, -24.305)","(781.902, 642.318, 16.04, 67.398)","(758.004, 654.845, -1.974, -41.718)","(709.327, 654.634, -72.228, -24.241)","(675.099, 650.6, -15.473, 15.527)","(634.383, 645.693, -89.288, 31.197)","(602.205, 640.637, -13.64, 35.323)","(569.867, 636.182, -75.604, -34.343)","(520.816, 639.595, -57.302, 30.437)","(472.372, 637.813, -66.328, -25.124)","(428.468, 637.852, -2.656, -32.147)","(394.831, 646.46, -81.403, 17.157)","(356.273, 652.205, -82.539, 9.431)","(319.044, 652.208, -32.18, 21.197)","(283.605, 657.033, -73.745, -39.531)"
27,"(342.322, 193.565, 31.697, -0.306)","(374.478, 188.482, 37.413, 12.006)","(407.902, 186.556, 48.098, 14.472)","(434.78, 194.655, 41.705, 15.202)","(472.418, 193.394, 26.629, -9.21)","(503.544, 186.518, 17.652, 8.117)","(519.58, 184.572, 18.252, -2.085)","(538.324, 186.86, 27.633, 15.757)","(565.988, 196.129, 37.386, 4.249)","(604.801, 198.659, 41.451, 13.991)","(638.459, 199.965, 16.518, -3.55)","(666.067, 201.192, 30.814, 4.663)","(686.323, 200.354, 0.286, 12.836)","(706.678, 203.945, 25.68, 1.717)","(729.842, 201.513, 1.207, -3.184)","(746.884, 197.667, 12.153, -16.135)","(752.505, 196.356, -1.045, -9.256)","(760.133, 199.115, 6.611, 4.736)","(770.509, 186.487, -2.636, -32.901)","(779.372, 153.052, -18.76, -31.788)","(772.584, 132.695, 14.741, -18.817)","(776.919, 111.703, -1.909, -38.535)","(761.357, 85.679, -28.041, -22.613)","(712.176, 73.958, -3.148, 18.149)","(676.747, 81.304, -67.079, 18.62)","(635.527, 77.794, -75.571, 50.584)","(597.98, 65.995, 11.504, -56.619)","(558.526, 63.392, -26.941, 15.593)","(516.408, 64.303, -34.339, 39.713)","(467.959, 64.74, 6.504, -23.053)","(426.201, 66.196, 6.156, -32.689)","(390.19, 67.244, 2.124, -10.369)","(351.805, 71.778, 9.531, 4.118)","(310.887, 68.389, 3.489, -49.263)"
28,"(523.97, 340.84, 40.563, -25.13)","(554.767, 326.383, 41.873, -14.262)","(590.029, 308.27, 47.59, -22.783)","(628.364, 296.605, 18.34, -29.151)","(655.883, 284.557, 47.658, -11.725)","(683.796, 271.916, 49.195, -18.776)","(708.489, 262.333, 13.414, -16.396)","(730.254, 254.127, 12.224, -37.245)","(750.751, 243.588, 20.326, 0.991)","(769.349, 238.204, 28.454, -15.613)","(781.739, 228.201, 2.29, 10.012)","(787.583, 213.922, 24.234, -15.393)","(805.132, 185.648, -6.122, -37.9)","(807.256, 163.047, -15.571, 2.467)","(806.601, 123.057, -13.056, -14.791)","(808.144, 89.446, -14.637, -15.364)","(795.286, 69.74, -37.657, -9.739)","(760.444, 57.801, -57.312, -2.706)","(721.021, 53.607, -40.234, 8.395)","(680.85, 54.498, -26.851, 5.699)","(638.713, 55.418, -49.031, -9.836)","(603.033, 56.015, -33.12, -4.526)","(565.652, 57.584, -49.706, 7.632)","(527.877, 59.585, -56.68, 6.742)","(488.032, 60.256, -47.902, 2.923)","(450.481, 61.034, -82.725, 40.992)","(409.259, 64.213, -13.931, 21.789)","(373.002, 62.977, -25.699, 16.246)","(340.633, 64.951, -102.643, 42.229)","(305.88, 64.199, -60.77, 31.101)","(268.095, 61.221, -45.068, 30.633)","(235.656, 66.989, -9.527, 33.39)","(198.163, 64.039, -17.358, 27.699)","(164.721, 61.008, -36.752, -6.794)"
29,"(532.071, 222.155, 28.141, -16.751)","(575.681, 211.469, 56.244, -22.537)","(613.096, 202.535, 39.61, 3.484)","(655.852, 195.708, 50.876, -2.357)","(693.189, 186.017, 39.91, 4.207)","(725.868, 186.377, 35.27, 10.354)","(761.808, 183.507, 27.282, -8.121)","(765.96, 164.974, 15.652, -11.324)","(760.288, 156.02, -8.198, -5.202)","(758.16, 153.271, 2.748, -11.38)","(758.324, 159.766, -6.605, 2.365)","(757.985, 165.35, -8.693, 0.378)","(756.815, 170.589, -28.807, -16.903)","(759.853, 172.127, 14.733, -19.664)","(755.941, 170.171, -11.108, 3.739)","(760.647, 176.771, 3.057, -1.78)","(762.996, 175.913, -5.109, -10.066)","(762.91, 177.383, -6.592, -5.854)","(763.479, 174.706, -17.452, -8.819)","(764.102, 179.763, 6.409, 15.946)","(769.066, 184.407, 7.825, -4.648)","(767.833, 157.989, -9.386, -27.54)","(763.484, 129.622, 10.486, -22.561)","(767.85, 117.475, 2.964, -37.439)","(778.855, 100.054, 23.758, -19.561)","(763.692, 98.748, -38.099, 19.216)","(727.075, 113.757, -63.265, 8.084)","(700.432, 113.96, -49.179, 3.837)","(694.235, 113.979, -44.828, 0.221)","(676.19, 112.847, -25.378, 3.708)","(655.283, 113.186, 28.461, -36.232)","(638.876, 113.758, 30.113, -13.739)","(625.687, 113.892, -56.021, -1.291)","(599.275, 113.62, -7.322, -20.132)"
30,"(682.494, 574.724, 23.896, 20.755)","(717.218, 581.669, 45.126, 16.194)","(743.42, 582.756, 7.96, 5.592)","(770.632, 572.016, 13.025, 12.881)","(778.698, 571.116, -11.656, 74.068)","(775.766, 630.937, 21.551, 39.522)","(757.418, 664.303, -33.001, 24.005)","(706.291, 667.112, -57.03, -8.183)","(661.464, 663.958, -51.664, -10.125)","(618.466, 660.805, -55.984, -13.04)","(570.939, 659.098, -37.27, -6.314)","(528.605, 655.601, -56.531, 0.215)","(483.983, 651.378, -49.197, -11.754)","(441.85, 645.962, -47.939, 8.835)","(398.363, 644.889, -58.183, -1.507)","(355.534, 646.217, -38.035, 8.218)","(312.059, 648.369, -35.014, -1.941)","(268.459, 653.643, -50.533, -7.627)","(226.515, 659.674, -49.976, 27.611)","(184.891, 661.338, -35.721, -6.453)","(142.528, 657.647, -21.242, -39.507)","(119.68, 615.458, -0.968, -42.353)","(106.94, 566.909, -3.221, -44.994)","(96.159, 520.345, -11.118, -53.803)","(86.278, 477.135, -7.386, -40.868)","(75.468, 436.897, -24.136, -55.84)","(72.51, 398.49, -8.957, -47.933)","(45.217, 382.021, -43.654, -18.626)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
31,"(280.391, 241.818, 36.604, -7.546)","(312.687, 234.788, 43.256, 10.228)","(348.611, 228.447, 48.956, -0.155)","(386.142, 224.802, 48.214, -4.564)","(420.679, 224.91, 17.951, 8.001)","(455.326, 225.998, 26.692, 10.724)","(484.906, 227.065, 38.839, 14.928)","(511.426, 228.759, 31.681, 19.241)","(535.276, 230.105, 16.34, -10.749)","(564.377, 229.379, 37.133, 16.486)","(594.667, 227.856, 26.104, 16.383)","(620.599, 229.765, 25.757, -19.802)","(649.106, 231.733, 25.426, 14.845)","(675.78, 231.166, 8.793, -10.979)","(699.087, 229.221, 18.897, 11.666)","(722.676, 225.141, 14.351, -3.591)","(746.431, 221.421, 36.958, 5.684)","(770.48, 219.255, 34.214, -15.788)","(790.722, 204.171, 36.043, -31.525)","(807.297, 177.828, -8.034, -37.024)","(802.38, 143.854, -22.069, -33.048)","(800.655, 110.774, -16.025, -28.335)","(784.383, 96.495, -23.536, 15.663)","(755.833, 78.221, -66.682, -49.445)","(706.847, 70.901, -34.316, 4.486)","(675.108, 73.123, -43.032, 0.388)","(634.303, 73.344, -43.789, 4.11)","(595.35, 77.305, -40.968, 4.116)","(554.633, 76.064, -41.889, -13.262)","(511.836, 81.204, -48.878, 22.574)","(469.677, 87.57, -48.306, -13.389)","(425.641, 87.457, -82.279, -8.798)","(387.199, 88.518, -65.282, 50.527)","(349.049, 90.353, -47.467, 2.338)"
32,"(627.186, 270.157, 52.235, -24.506)","(669.807, 249.922, 39.504, -14.54)","(714.106, 231.572, 49.584, -21.839)","(757.181, 213.599, 32.874, -3.211)","(788.254, 184.078, 28.878, -49.488)","(787.226, 126.89, 5.082, -34.483)","(779.554, 88.835, -22.587, -38.325)","(738.766, 68.838, -52.932, -4.821)","(690.296, 69.429, -31.375, 1.638)","(650.221, 69.738, -29.943, 7.745)","(610.007, 70.641, -32.438, 7.696)","(565.66, 68.864, -35.432, 3.202)","(520.114, 69.192, -49.025, 1.167)","(473.862, 68.864, -24.418, -10.181)","(428.191, 65.962, -57.83, -14.106)","(385.367, 64.521, -24.576, 7.383)","(343.097, 62.478, -26.898, -14.286)","(299.312, 64.551, -27.795, 8.843)","(257.361, 64.647, -49.52, 12.044)","(216.486, 69.246, -33.946, 24.733)","(172.828, 65.165, -55.447, -3.766)","(124.407, 78.808, -49.417, 23.115)","(94.229, 104.738, -35.918, 24.065)","(75.742, 140.759, -17.477, 39.024)","(67.389, 181.482, 10.926, 23.648)","(65.029, 218.578, 11.914, 37.617)","(62.82, 255.401, 11.709, 42.043)","(64.221, 290.123, 0.442, 39.612)","(63.312, 321.637, 5.863, 23.344)","(63.604, 350.697, -15.406, 7.514)","(25.194, 361.128, -65.862, 6.904)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
33,"(372.002, 274.611, 21.412, -8.945)","(411.157, 271.056, 29.296, 7.898)","(446.141, 260.65, 19.211, -23.223)","(480.802, 255.743, 24.007, -17.391)","(514.125, 250.532, 35.148, 11.348)","(548.116, 246.606, 21.985, -14.687)","(586.843, 240.438, 37.935, -19.591)","(623.765, 230.555, 53.156, -17.966)","(657.994, 221.999, 33.431, 2.256)","(685.675, 221.482, 53.502, 8.164)","(711.286, 214.996, 52.384, 2.122)","(740.025, 209.568, 30.435, -1.774)","(771.458, 204.68, 30.63, -9.457)","(787.07, 173.708, -1.512, -57.358)","(779.399, 137.837, -20.028, -38.005)","(780.066, 104.357, 8.991, -22.221)","(759.777, 89.346, -28.192, -0.438)","(721.474, 88.555, -38.594, 18.665)","(693.985, 101.034, -7.975, 30.885)","(670.405, 113.764, -31.292, 16.125)","(669.129, 113.999, -35.041, 6.292)","(669.129, 113.999, -35.041, 6.292)","(669.129, 113.999, -35.041, 6.292)","(669.129, 113.999, -35.041, 6.292)","(669.129, 113.999, -35.041, 6.292)","(666.249, 113.983, -24.216, 1.742)","(662.608, 113.885, -32.001, -0.292)","(657.381, 113.924, -40.472, 3.246)","(649.205, 113.889, -30.636, -2.133)","(647.234, 113.975, -54.548, 4.978)","(634.01, 113.95, -53.252, 8.07)","(613.685, 113.903, -39.675, 0.904)","(583.867, 113.658, -23.78, 51.118)","(558.191, 110.966, -49.506, 12.567)"
34,"(687.176, 252.927, 41.597, -19.773)","(723.079, 225.708, 28.329, -24.472)","(758.472, 203.068, 34.295, -26.627)","(775.066, 159.63, -7.638, -64.172)","(776.982, 114.958, -7.665, -37.68)","(749.364, 87.57, -37.136, -20.25)","(699.684, 87.284, -63.003, 15.573)","(655.614, 93.892, -58.807, 1.766)","(610.892, 98.844, -31.916, 10.149)","(571.106, 97.476, -46.983, -7.93)","(525.86, 89.04, -43.061, -17.856)","(478.644, 84.907, -39.828, -1.723)","(431.412, 81.956, -39.619, -15.053)","(385.359, 81.506, -34.2, 3.963)","(338.973, 83.098, -43.325, 7.719)","(293.662, 81.209, -49.202, -1.635)","(246.115, 80.903, -45.63, -12.942)","(202.152, 80.08, -26.179, 7.052)","(159.342, 76.768, -41.587, -10.129)","(124.216, 102.633, -24.943, 51.672)","(106.227, 144.449, -3.785, 31.673)","(97.488, 188.243, -13.477, 40.544)","(88.996, 231.92, 0.35, 43.556)","(84.263, 275.481, 1.756, 36.253)","(81.782, 314.502, 3.4, 45.475)","(75.025, 351.432, -20.562, 36.751)","(50.874, 367.607, -54.534, 25.205)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
35,"(497.883, 529.409, 55.653, -0.647)","(547.354, 535.37, 49.309, 12.557)","(592.045, 532.386, 63.219, 10.686)","(639.202, 532.752, 53.569, -7.463)","(685.095, 540.318, 42.56, 12.459)","(718.012, 541.843, 40.997, 6.767)","(753.12, 547.305, 48.124, 15.129)","(775.504, 569.759, 28.21, 49.556)","(795.188, 608.619, 13.628, 27.202)","(797.215, 647.903, -1.036, 15.42)","(782.458, 662.825, -18.103, 11.117)","(745.743, 673.937, -22.497, 1.678)","(705.109, 668.322, -45.205, -13.627)","(661.99, 660.545, -42.532, -9.933)","(619.283, 654.455, -17.891, -16.282)","(581.76, 642.829, -49.25, -16.551)","(544.355, 636.964, -47.682, -3.919)","(517.514, 636.077, -35.293, 3.965)","(500.535, 636.07, -33.51, -18.635)","(485.273, 636.046, -33.373, -1.04)","(476.151, 636.065, -48.264, 3.771)","(454.765, 636.328, -37.777, 17.186)","(416.118, 639.993, -37.283, -3.185)","(377.506, 642.483, -51.037, 4.931)","(341.122, 646.863, -34.779, -4.956)","(305.656, 650.291, -24.801, 6.926)","(271.497, 655.837, -40.658, 8.999)","(232.858, 662.279, -53.094, -3.931)","(195.539, 664.425, -26.68, 10.601)","(158.08, 663.943, -34.077, 8.613)","(128.622, 637.537, -28.905, -36.402)","(112.142, 597.112, -21.749, -44.618)","(100.285, 555.303, -9.119, -29.541)","(85.297, 513.281, -34.767, -25.516)"
36,"(462.909, 294.76, 26.504, -25.659)","(501.251, 281.814, 46.993, -9.703)","(540.318, 273.696, 25.849, -17.929)","(570.751, 267.692, 32.174, -28.889)","(605.743, 260.604, 19.687, -8.683)","(639.509, 254.539, 18.744, -0.08)","(674.678, 244.687, 20.135, -9.388)","(701.591, 236.867, 32.81, 4.013)","(730.701, 228.993, 41.926, -20.378)","(754.477, 223.457, 36.874, -7.081)","(776.54, 207.535, 28.582, -12.26)","(785.926, 175.994, -26.291, -42.283)","(782.39, 137.13, 7.509, -29.713)","(783.477, 103.559, 20.744, -14.974)","(758.23, 81.978, -56.772, -19.839)","(709.935, 82.451, -40.49, -2.504)","(673.661, 83.44, -36.858, -15.576)","(636.459, 83.429, -46.809, -15.362)","(599.149, 80.656, -41.495, 0.424)","(558.042, 79.889, -37.796, 10.389)","(516.484, 78.481, -30.504, -10.287)","(477.497, 75.931, -52.136, -4.058)","(437.943, 74.886, -29.003, -17.435)","(400.137, 76.222, -51.423, -7.116)","(361.194, 74.534, -18.009, -8.571)","(318.659, 71.959, -31.098, -9.571)","(279.263, 72.259, -37.574, 1.893)","(236.905, 70.889, -39.821, -3.071)","(187.769, 66.395, -39.894, 11.808)","(142.066, 74.06, -26.176, 19.009)","(115.08, 117.575, -10.234, 50.682)","(100.033, 170.647, -4.728, 52.792)","(88.125, 214.572, -3.783, 40.075)","(75.225, 250.318, -23.665, 51.367)"
37,"(744.995, 278.051, 20.585, -22.69)","(776.202, 246.415, 42.954, -43.84)","(798.862, 208.16, 25.274, -35.202)","(813.247, 167.914, -0.502, -48.925)","(810.808, 125.777, -20.755, -47.901)","(791.175, 85.983, -16.056, -13.304)","(750.58, 67.063, -59.46, -22.39)","(697.078, 68.617, -42.177, 2.788)","(649.832, 72.158, -33.318, 4.881)","(606.104, 74.671, -50.309, 11.94)","(564.046, 72.324, -40.344, -10.573)","(518.766, 74.252, -31.989, 18.031)","(475.161, 74.703, -44.565, 9.803)","(431.635, 77.138, -30.224, 15.485)","(384.978, 78.764, -60.495, 0.941)","(342.005, 80.878, -35.153, 6.693)","(293.859, 79.832, -48.587, -1.836)","(249.744, 79.18, -52.339, -12.492)","(204.767, 79.77, -28.927, 2.629)","(163.626, 77.691, -43.281, -4.741)","(125.706, 97.926, -36.528, 35.965)","(102.01, 138.243, -31.366, 57.817)","(89.416, 178.135, -5.97, 42.483)","(80.801, 220.961, -6.72, 33.354)","(73.153, 265.13, -0.674, 56.977)","(69.966, 303.046, 6.147, 53.739)","(67.947, 335.539, 9.268, 36.915)","(50.17, 358.733, -25.601, -8.12)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
38,"(520.423, 373.397, 14.239, -7.789)","(545.983, 362.21, 19.407, -31.39)","(580.643, 349.997, 33.938, 6.186)","(612.78, 341.531, 42.622, -3.116)","(643.619, 331.685, 22.544, -2.207)","(674.676, 317.929, 25.83, -14.76)","(702.822, 307.638, 12.011, 5.58)","(725.207, 299.866, 3.064, 3.229)","(744.127, 291.569, 21.792, -3.264)","(764.993, 274.511, 23.881, -18.431)","(770.85, 262.984, -10.94, -16.161)","(780.619, 251.004, -6.129, -12.933)","(789.119, 229.67, 0.737, -7.821)","(792.285, 202.891, -15.508, -43.816)","(793.395, 162.154, -0.557, -38.862)","(800.234, 122.748, -1.823, -28.918)","(806.613, 90.778, 5.467, -35.257)","(805.931, 70.754, 8.002, -16.8)","(788.896, 57.273, -12.004, -14.902)","(754.262, 52.765, -48.024, -13.631)","(710.683, 52.379, -29.369, 12.166)","(669.806, 57.744, -25.996, -0.9)","(629.251, 59.414, -22.453, 3.242)","(590.441, 61.938, -26.925, -15.392)","(550.25, 62.309, -27.626, 18.718)","(514.034, 63.863, -25.824, 5.33)","(473.294, 61.8, -29.514, -4.579)","(433.62, 60.434, -43.217, 14.399)","(391.34, 61.792, -45.763, 9.908)","(349.512, 63.682, -31.842, 12.419)","(308.133, 62.161, -52.162, -11.448)","(276.451, 61.156, -16.603, -9.639)","(244.226, 63.697, -26.714, 4.379)","(211.159, 66.107, -35.347, 4.021)"
39,"(639.343, 545.504, 46.851, -0.075)","(673.579, 548.833, 38.964, 5.388)","(705.627, 553.993, 35.116, 2.393)","(735.285, 556.173, 36.162, -8.133)","(756.858, 550.45, 23.283, -25.157)","(773.507, 564.266, 34.27, 31.926)","(776.569, 612.59, -11.848, 40.154)","(783.53, 650.385, 6.321, 59.026)","(748.493, 667.401, -61.745, 3.584)","(702.398, 672.156, -36.126, 20.77)","(661.104, 675.364, -41.565, -15.781)","(618.528, 676.873, -44.045, 1.974)","(575.666, 678.091, -56.621, -13.922)","(530.563, 677.79, -29.865, 10.273)","(487.48, 677.51, -33.32, -2.586)","(448.109, 673.369, -33.839, -15.774)","(405.489, 674.237, -27.736, -10.379)","(361.438, 679.048, -60.95, 7.156)","(314.523, 684.602, -51.204, 5.256)","(276.998, 689.021, -39.745, -5.951)","(252.746, 680.125, -29.192, -17.96)","(219.051, 670.249, -37.289, -3.358)","(179.67, 668.757, -41.703, 1.637)","(138.42, 654.982, -16.45, -51.163)","(116.328, 615.845, -17.786, -32.327)","(103.312, 571.521, -25.256, -35.159)","(91.669, 528.861, -22.833, -47.881)","(85.318, 490.648, -16.87, -50.216)","(82.38, 453.812, 11.087, -31.94)","(87.579, 424.874, 9.629, -39.823)","(91.8, 400.388, -7.989, -24.855)","(81.993, 383.91, -27.487, -15.477)","(46.104, 380.256, -40.031, 13.376)","(None, None, None, None)"
40,"(469.778, 206.408, 37.334, -9.792)","(505.205, 199.079, 42.417, -0.526)","(534.901, 204.045, 48.742, 19.293)","(568.22, 206.601, 35.268, 3.129)","(601.648, 198.537, 40.191, -30.559)","(627.181, 191.562, 41.287, 2.424)","(662.252, 188.369, 28.194, -10.855)","(686.002, 177.328, 11.88, -13.876)","(701.09, 166.079, 17.83, -0.504)","(701.236, 166.021, -0.259, -0.515)","(701.236, 166.021, -0.259, -0.515)","(701.34, 166.059, 21.557, 1.503)","(701.091, 166.142, 5.065, -16.353)","(698.528, 166.187, -15.402, 6.479)","(696.943, 168.587, -8.278, 12.041)","(701.588, 173.217, -11.488, -8.067)","(708.228, 180.551, 11.31, 12.671)","(719.041, 194.615, -4.393, 22.142)","(730.755, 202.102, 9.835, 9.587)","(747.876, 208.199, -11.435, -10.414)","(758.81, 208.648, 12.154, -3.348)","(775.638, 192.87, 18.216, -26.025)","(775.229, 163.143, -5.342, -4.724)","(775.982, 144.226, 12.815, 2.78)","(779.097, 133.06, 0.627, -16.291)","(784.455, 119.197, 22.281, -7.581)","(782.058, 99.708, -48.344, 8.579)","(740.016, 110.172, -54.796, 5.135)","(718.646, 113.942, -11.041, -0.779)","(715.073, 113.874, -45.228, -3.211)","(711.129, 113.987, -53.426, 0.231)","(711.129, 113.987, -53.426, 0.231)","(704.217, 113.959, -33.307, 0.142)","(704.217, 113.959, -33.307, 0.142)"
