,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
16,"(559.698, 405.035, 51.323, 69.165)","(592.965, 416.295, 79.73, 48.44)","(628.006, 429.122, 72.655, -12.325)","(655.148, 439.339, 42.714, 17.655)","(681.402, 454.434, -10.985, 49.541)","(712.447, 468.956, 25.515, 57.811)","(741.104, 477.492, 70.767, -3.913)","(763.802, 495.663, 58.395, 23.907)","(788.896, 514.024, 49.905, -8.904)","(802.681, 532.599, 9.963, -0.733)","(822.815, 551.317, 25.589, -5.596)","(822.872, 572.703, -9.592, -1.749)","(812.042, 608.538, 14.762, 6.992)","(807.625, 645.206, -53.917, -1.29)","(784.411, 656.323, -7.375, 21.929)","(741.139, 666.684, -56.259, -5.839)","(685.2, 665.4, -42.297, 32.539)","(653.517, 674.671, -4.146, 32.099)","(615.765, 678.653, -31.059, -29.892)","(576.821, 679.616, -26.179, -42.011)","(535.002, 686.322, -68.644, 25.095)","(481.092, 687.734, -46.904, 21.182)","(431.409, 685.993, -73.578, 24.806)","(385.838, 682.449, -99.054, 35.025)","(343.127, 680.765, -78.695, -27.21)","(302.435, 679.163, -71.285, -23.415)","(256.588, 677.179, 22.783, -1.434)","(217.263, 676.845, -83.831, -16.011)","(176.856, 681.976, -32.219, 26.754)","(130.699, 653.722, -11.224, -43.233)","(100.474, 612.701, -55.826, -0.48)","(87.183, 569.736, -38.512, -35.036)","(72.216, 534.38, 33.686, 9.278)","(63.505, 492.352, -19.986, -14.487)","(54.502, 465.857, -19.995, -67.244)","(46.607, 443.43, 1.326, 12.615)","(50.125, 424.175, -42.744, 6.202)","(68.351, 399.308, 40.925, -22.603)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
17,"(713.404, 419.186, 69.111, 26.9)","(748.646, 448.195, 20.135, 18.193)","(767.953, 478.592, 61.012, 69.732)","(785.953, 496.811, 57.814, -26.245)","(803.359, 522.038, 46.868, 27.735)","(808.303, 535.948, -2.374, 62.848)","(814.295, 548.024, -17.132, 59.244)","(818.843, 575.264, -34.957, 66.943)","(813.172, 615.147, 27.629, 68.562)","(810.308, 648.16, 29.513, 35.284)","(788.579, 678.359, 10.064, 26.361)","(739.575, 691.237, -13.265, -30.465)","(693.927, 683.016, -82.311, 54.804)","(654.39, 687.103, -43.916, 1.156)","(620.744, 686.899, 10.596, -31.262)","(581.216, 685.906, -0.04, 37.581)","(537.409, 682.414, -28.734, -51.743)","(491.485, 683.207, -87.051, -53.447)","(447.736, 683.046, 11.423, -45.352)","(400.172, 682.269, -61.473, 9.16)","(362.163, 684.167, -39.51, -24.856)","(323.585, 680.227, -96.503, 56.235)","(277.851, 676.004, -68.612, -53.1)","(236.463, 676.903, 7.029, 8.453)","(206.861, 676.284, 1.352, 29.232)","(170.824, 671.215, -2.241, -41.663)","(128.512, 647.76, 9.007, -75.324)","(109.959, 604.805, 22.421, -2.801)","(100.2, 561.188, -51.306, -97.435)","(86.28, 512.35, -56.721, -5.655)","(81.98, 473.276, -33.422, -77.901)","(73.369, 434.449, 6.657, -42.092)","(64.876, 396.214, -36.21, -72.958)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
18,"(615.966, 410.268, -10.228, 7.193)","(646.094, 418.263, 30.809, -34.088)","(676.335, 424.783, 42.868, -34.306)","(699.686, 439.945, 0.284, -9.358)","(730.506, 460.738, 76.708, 47.791)","(757.246, 476.639, 60.64, 7.91)","(788.481, 501.916, 63.882, 5.107)","(806.828, 531.229, 3.497, -4.761)","(818.055, 554.117, 70.422, 89.524)","(820.16, 587.323, -64.362, -1.36)","(816.564, 637.246, 18.182, 87.998)","(810.444, 664.732, -2.517, 18.827)","(784.818, 682.763, -8.021, 13.992)","(740.412, 692.165, -82.073, -5.496)","(698.587, 692.876, -60.821, 9.935)","(662.307, 689.065, -37.438, 19.875)","(621.871, 689.408, -41.478, -24.862)","(576.365, 688.439, -79.365, -7.105)","(529.826, 687.599, -96.666, 50.093)","(483.772, 689.874, -5.03, 4.98)","(443.738, 683.346, -30.191, -34.86)","(400.865, 677.459, -43.643, 1.111)","(361.491, 677.19, 5.464, 3.114)","(315.967, 680.093, -31.61, -2.057)","(277.442, 676.184, 2.748, -52.068)","(233.836, 678.346, -53.433, 45.287)","(197.326, 675.995, 4.498, -46.74)","(162.463, 671.054, 3.138, -16.044)","(131.267, 643.753, -33.231, 0.88)","(107.458, 604.886, 18.059, -66.402)","(93.034, 563.496, -1.765, 4.569)","(78.564, 522.97, 3.561, -55.097)","(71.683, 483.936, 11.533, -11.259)","(63.246, 454.934, -32.132, -37.331)","(68.451, 428.204, 10.201, -32.269)","(67.006, 400.215, 23.206, -65.408)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
19,"(728.056, 273.903, 1.602, 27.11)","(759.012, 251.731, 14.962, 8.737)","(785.69, 218.585, -37.324, -35.015)","(794.601, 169.812, 10.99, -13.313)","(785.013, 110.787, -42.111, -74.213)","(759.815, 85.686, -36.913, 26.04)","(709.595, 78.839, -81.264, 15.154)","(667.403, 78.24, -3.9, 11.287)","(620.82, 87.777, -3.18, -7.015)","(573.685, 92.19, -79.337, -49.574)","(524.906, 86.738, 1.519, -11.169)","(473.235, 86.623, -14.18, 46.642)","(435.554, 88.539, -74.1, 35.641)","(394.265, 81.068, -86.675, 23.142)","(348.448, 77.046, -9.616, 7.724)","(297.161, 82.523, -83.144, -21.449)","(261.055, 73.105, -27.0, -36.262)","(220.273, 78.377, -34.991, 43.555)","(178.656, 81.088, -21.041, -33.929)","(138.35, 89.955, 8.004, 31.467)","(113.169, 130.039, 33.721, -0.95)","(100.546, 168.243, -46.025, 78.525)","(98.586, 211.555, 24.063, 66.405)","(92.726, 253.573, 29.264, 85.982)","(84.658, 294.901, -52.16, 1.654)","(69.767, 328.712, -43.167, 40.432)","(61.681, 357.912, -86.272, -16.181)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
20,"(542.503, 224.565, 26.939, 26.487)","(584.007, 218.677, 27.333, -0.724)","(625.926, 209.727, 16.107, 14.176)","(666.659, 205.114, 92.818, -15.845)","(705.463, 199.775, 81.871, 15.617)","(735.169, 199.618, -6.731, -7.858)","(769.077, 198.304, -7.22, -18.506)","(781.416, 160.385, -39.18, -25.159)","(778.576, 124.06, -6.895, -34.764)","(773.145, 100.507, -16.538, -75.226)","(770.383, 90.216, 11.694, 20.439)","(725.3, 79.741, -54.203, -46.281)","(677.474, 92.429, -53.906, 48.689)","(634.681, 108.74, -59.718, 51.641)","(604.181, 113.33, 25.822, -20.297)","(582.83, 113.889, -16.663, 15.628)","(562.491, 111.026, 19.011, -53.011)","(522.885, 104.193, -89.577, 20.814)","(478.263, 102.168, -27.248, 37.104)","(434.686, 100.909, -37.733, -58.123)","(393.996, 95.671, -13.33, -47.345)","(347.486, 95.512, -66.869, -28.458)","(305.39, 94.103, -15.235, -13.714)","(259.218, 94.936, -95.667, -5.516)","(220.344, 90.548, -4.311, 14.564)","(188.156, 96.229, -55.997, -13.874)","(156.421, 84.012, -15.163, -51.166)","(130.46, 113.65, -39.344, 62.27)","(124.406, 171.292, 24.914, 21.564)","(121.392, 218.773, 34.697, 34.54)","(116.448, 258.773, -36.789, 72.141)","(109.476, 301.143, 27.094, 70.033)","(97.694, 337.963, -44.259, 22.442)","(88.499, 361.411, -33.672, 36.442)","(72.036, 367.829, 36.581, -10.078)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
21,"(342.991, 528.677, -14.188, 26.541)","(367.718, 536.459, 8.477, -9.203)","(404.272, 539.456, 67.614, 34.066)","(436.69, 540.391, 40.236, 5.484)","(471.418, 539.056, 15.701, -33.589)","(509.787, 543.306, 76.393, 43.507)","(548.121, 536.443, 68.522, 33.374)","(583.493, 538.962, 93.281, 51.424)","(619.749, 536.193, 30.261, -17.659)","(655.265, 537.725, -15.461, 41.102)","(688.854, 543.635, -13.477, -21.961)","(727.888, 553.19, 2.902, 61.02)","(749.331, 551.936, -1.617, 40.917)","(777.501, 568.073, 9.319, 47.941)","(781.942, 609.708, -41.047, 16.12)","(788.58, 646.285, 32.812, 93.453)","(770.723, 647.852, -38.369, 61.928)","(698.693, 644.772, -97.76, -1.195)","(655.556, 645.792, 5.068, 4.635)","(616.14, 645.158, -36.69, -41.423)","(591.006, 637.123, -14.475, -32.067)","(562.728, 636.951, -18.52, -31.986)","(545.131, 641.021, -22.784, -39.762)","(491.735, 658.4, -84.948, 35.943)","(437.799, 657.668, -35.005, -45.354)","(391.373, 657.167, -54.942, -11.606)","(354.822, 657.305, -14.977, -47.188)","(312.962, 657.46, 10.551, -34.171)","(270.613, 659.55, -59.963, -41.189)","(233.862, 661.406, -65.17, 3.904)","(199.801, 671.666, -53.11, 39.006)","(168.634, 669.145, 12.487, -20.179)","(135.183, 649.162, -41.993, 11.149)","(125.43, 605.931, -17.205, -35.008)","(116.99, 566.003, -13.96, -44.553)","(103.718, 528.864, -34.275, -45.136)","(91.452, 491.703, -18.445, 5.576)","(84.975, 458.957, -32.781, -34.273)","(88.612, 420.722, -47.305, -43.947)","(88.455, 397.205, 4.051, 24.496)","(72.317, 378.748, -76.379, -67.6)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
22,"(634.882, 522.19, 56.782, 43.119)","(667.112, 529.435, 18.787, 6.914)","(699.102, 539.143, 20.697, 58.331)","(725.509, 542.282, 22.436, -30.722)","(753.07, 543.129, -8.608, -30.328)","(772.183, 562.619, 46.7, 36.838)","(785.84, 612.104, 49.069, 22.112)","(786.19, 652.499, -65.603, -21.269)","(735.374, 644.478, -9.797, 36.117)","(696.71, 638.464, -37.11, -65.787)","(658.212, 637.797, -80.907, 39.599)","(616.075, 636.534, 1.888, 26.975)","(578.689, 636.336, 13.734, 15.332)","(550.041, 636.792, 13.755, 17.216)","(515.875, 639.419, 17.875, -55.006)","(484.752, 642.46, -30.227, 43.007)","(449.602, 644.193, -58.206, -27.251)","(408.967, 648.4, -3.878, 31.119)","(375.833, 642.698, 20.921, 21.442)","(333.381, 640.23, -72.922, -49.306)","(296.308, 645.352, -27.867, 30.614)","(259.738, 644.118, 16.707, 37.724)","(225.859, 651.618, 1.116, 59.875)","(199.002, 651.131, -74.168, -15.135)","(167.5, 652.936, -36.449, 46.272)","(142.122, 646.612, -37.763, -21.966)","(135.203, 594.164, -10.902, -37.851)","(132.071, 550.711, -17.013, -54.025)","(117.359, 504.528, 25.704, -26.482)","(112.644, 465.346, 3.007, -55.497)","(100.212, 430.906, -16.556, 9.919)","(95.495, 399.346, -14.344, 17.73)","(83.523, 385.051, -44.51, 26.985)","(58.273, 384.364, -27.253, -2.827)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
23,"(577.092, 338.754, 42.285, -14.186)","(606.968, 325.112, -5.823, 10.829)","(634.216, 322.852, 34.021, 26.181)","(661.647, 309.472, 17.75, 35.192)","(684.878, 298.711, 73.086, 39.752)","(700.49, 291.318, 43.162, -16.963)","(714.032, 273.819, -17.087, -7.738)","(726.042, 259.243, 18.846, -54.975)","(742.894, 246.302, 53.323, -30.272)","(760.837, 233.278, -20.21, 4.085)","(781.625, 220.443, -26.378, 17.645)","(793.503, 196.084, -26.056, 5.233)","(803.145, 156.708, 39.983, -50.803)","(808.531, 134.396, 55.946, 18.882)","(806.785, 94.046, 19.714, -84.332)","(773.598, 78.49, -22.313, 16.234)","(737.757, 64.721, -87.006, -33.068)","(689.508, 72.91, -41.099, 26.752)","(649.004, 71.985, -66.54, 10.963)","(613.277, 81.193, -7.612, 5.87)","(570.262, 77.756, -81.383, 38.82)","(522.092, 79.093, 8.696, 55.833)","(474.252, 82.794, -38.212, 3.991)","(429.202, 90.601, -64.838, 49.045)","(385.759, 99.001, -0.932, 10.178)","(342.288, 101.384, -50.252, 18.565)","(302.099, 98.892, -68.564, -32.588)","(254.81, 98.299, -8.977, -61.612)","(213.704, 95.748, -44.834, 24.505)","(169.22, 92.084, -41.395, 43.571)","(126.101, 116.547, -32.827, 26.129)","(118.684, 166.762, -9.271, 87.984)","(110.584, 205.103, -35.114, 64.327)","(103.452, 241.759, -45.512, 86.334)","(98.552, 273.246, 40.837, 78.051)","(90.287, 308.441, 10.504, -3.591)","(83.205, 338.409, 17.224, -16.868)","(64.772, 363.866, -84.09, 57.709)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
24,"(276.36, 328.774, -4.084, 48.335)","(313.118, 328.037, 78.742, 26.927)","(348.525, 323.677, 14.579, -50.407)","(386.063, 318.431, 29.017, 55.889)","(427.987, 318.689, 2.25, 31.14)","(468.989, 308.036, 93.088, -43.563)","(511.865, 305.055, 60.972, 43.564)","(554.179, 298.538, 32.228, 13.154)","(589.456, 299.439, -14.955, -49.947)","(625.45, 290.799, 53.643, -8.44)","(656.945, 281.894, 58.923, -23.733)","(682.194, 278.324, -21.04, -36.146)","(712.991, 268.551, 36.199, -58.093)","(730.758, 253.024, -18.359, 25.545)","(750.379, 236.599, -32.215, -18.992)","(770.706, 221.36, -41.308, -25.829)","(781.258, 191.834, 65.601, -73.641)","(785.123, 141.982, 3.529, 4.348)","(794.94, 115.998, -37.543, 10.88)","(800.519, 93.499, -11.886, -7.775)","(773.249, 81.467, -48.231, -50.639)","(724.508, 71.411, -13.489, -10.02)","(684.476, 61.147, -18.318, -41.294)","(640.897, 64.984, -13.153, 41.179)","(599.335, 67.027, -28.903, -29.218)","(559.823, 68.421, 12.365, 21.594)","(515.085, 63.077, -90.881, -2.126)","(475.403, 62.356, -54.476, 40.457)","(438.867, 60.679, -44.393, 34.642)","(403.144, 58.737, -27.409, 7.411)","(358.836, 60.533, -18.982, -27.445)","(316.919, 64.903, -44.696, -51.015)","(277.592, 61.771, -41.338, -13.904)","(241.653, 66.612, -67.28, 29.929)","(208.735, 66.401, -22.453, -41.528)","(161.993, 70.11, -92.175, 43.811)","(130.035, 95.533, -49.846, 35.687)","(104.279, 140.444, -20.346, 60.177)","(97.606, 186.902, 48.044, -10.175)","(104.429, 233.001, 55.609, 24.212)","(108.239, 272.078, 19.558, 77.96)","(103.867, 304.04, 30.732, 63.219)","(99.926, 336.571, 17.009, 47.627)","(97.191, 357.267, -45.067, -10.758)"
25,"(714.301, 578.604, 38.46, 38.588)","(745.992, 578.964, 23.266, 12.964)","(773.28, 560.714, -2.575, -56.691)","(774.284, 608.36, 6.319, 32.841)","(777.95, 642.561, -42.774, 18.347)","(744.866, 655.58, -88.2, -47.185)","(691.599, 642.022, -71.981, -27.581)","(643.739, 637.536, 1.826, 35.67)","(603.633, 637.606, -43.168, 20.654)","(554.259, 637.884, -44.839, -41.888)","(513.04, 637.326, -82.606, -0.487)","(472.439, 637.915, -91.992, 27.788)","(429.391, 637.368, -11.911, -53.115)","(399.487, 637.842, -2.681, 28.061)","(361.283, 637.864, -69.572, 38.635)","(321.048, 637.592, -64.091, 25.698)","(285.829, 636.901, -10.007, 49.986)","(247.707, 642.443, -19.447, 55.938)","(212.801, 660.98, -77.3, -7.026)","(175.453, 663.75, -56.658, -19.535)","(138.196, 654.32, -69.151, -48.911)","(122.305, 617.706, -34.076, -58.9)","(105.95, 570.62, -57.515, -83.373)","(84.233, 530.901, 44.591, -56.443)","(75.844, 489.13, -51.339, -10.568)","(61.567, 449.137, 51.169, -47.061)","(65.605, 417.798, 47.14, 12.865)","(50.375, 388.487, -38.947, -32.47)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
26,"(452.279, 205.803, 37.622, 3.138)","(505.959, 188.778, 7.449, -37.239)","(548.622, 183.711, 35.474, -63.948)","(589.657, 180.285, 82.369, 43.026)","(627.447, 169.08, 10.414, 32.794)","(659.173, 167.995, 47.216, 7.878)","(684.744, 169.069, 62.246, -2.649)","(708.899, 166.238, 77.695, -1.956)","(723.739, 166.056, 26.636, -13.321)","(735.364, 166.987, 38.183, 52.423)","(743.272, 170.118, -38.228, -13.303)","(756.952, 180.974, 54.628, 42.548)","(776.543, 166.944, 48.653, -80.151)","(778.367, 130.918, 37.585, -10.352)","(783.014, 105.848, 63.175, -35.232)","(747.195, 88.906, -62.724, 3.447)","(700.3, 98.918, -31.026, 38.886)","(660.536, 95.88, -19.11, 50.207)","(614.989, 108.993, -59.538, 5.676)","(594.215, 113.698, 23.944, 34.076)","(569.567, 113.845, -8.311, -4.131)","(542.705, 105.889, -44.765, 29.668)","(504.339, 96.501, -37.731, -47.619)","(469.044, 95.297, 10.259, -34.809)","(425.51, 91.61, -45.031, 32.791)","(389.185, 90.692, -45.032, -45.312)","(349.994, 90.957, -43.182, -46.535)","(305.719, 94.019, -54.752, 23.318)","(267.025, 92.084, 22.903, -53.104)","(231.824, 92.428, 19.888, 19.977)","(195.049, 91.846, -23.977, -33.519)","(165.954, 91.286, -1.115, 7.604)","(119.894, 108.389, 13.921, 9.785)","(107.991, 149.419, 27.456, 14.813)","(104.325, 194.073, 4.632, 70.669)","(105.461, 233.589, -8.733, -4.846)","(104.839, 275.834, 44.866, 8.78)","(93.304, 311.572, 38.31, 52.276)","(90.722, 341.102, -4.438, 42.267)","(81.299, 366.289, -25.97, 51.135)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
27,"(419.024, 302.634, 24.991, 7.652)","(460.924, 298.368, 37.07, -4.972)","(501.784, 291.226, 28.11, -10.359)","(537.015, 278.328, 26.747, -25.84)","(572.594, 266.797, 47.392, 1.022)","(606.462, 253.608, 42.2, -22.559)","(641.487, 244.915, 30.077, -12.667)","(668.045, 236.343, 18.613, -0.562)","(692.825, 230.24, 20.562, -4.189)","(715.186, 226.344, 33.192, 3.091)","(740.056, 218.852, 30.402, -25.521)","(766.572, 213.153, 28.259, -13.46)","(783.099, 196.11, 22.875, -29.143)","(792.921, 170.312, 28.891, -45.246)","(798.1, 139.107, -1.244, -23.581)","(798.698, 103.021, 16.276, -30.396)","(777.688, 81.274, -16.14, -44.433)","(733.398, 58.083, -39.127, 12.49)","(693.022, 59.928, -45.194, -7.587)","(649.951, 58.888, -35.605, 0.493)","(611.449, 59.496, -46.036, 13.629)","(573.986, 62.142, -54.602, -1.675)","(535.134, 62.369, -54.507, -5.432)","(494.181, 63.351, -33.911, -14.638)","(452.201, 65.955, -33.874, -14.518)","(413.604, 65.717, -26.41, 9.817)","(376.067, 66.969, -30.985, 14.552)","(332.692, 67.775, -67.021, 24.717)","(294.387, 68.183, -65.7, -20.027)","(251.18, 66.634, -90.455, 10.916)","(215.593, 70.126, -72.668, 4.243)","(178.651, 65.55, 20.489, 8.639)","(138.478, 73.711, -61.846, 63.995)","(102.57, 105.563, 28.451, 89.123)","(78.786, 144.447, -58.773, 79.677)","(69.735, 187.849, -10.569, 70.93)","(62.066, 227.507, -6.292, 40.339)","(64.205, 263.286, -34.606, -6.418)","(60.479, 301.205, 49.925, 66.066)","(59.475, 337.243, -45.567, -2.509)","(40.926, 362.581, -79.324, 54.454)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
28,"(708.825, 210.283, 55.116, -4.696)","(751.822, 196.361, 29.801, -5.429)","(774.998, 169.641, 17.389, -39.613)","(781.207, 119.409, 20.771, -51.273)","(761.996, 86.304, -61.203, -7.891)","(713.483, 78.441, -53.653, -9.952)","(666.588, 80.928, -51.689, 7.545)","(620.188, 83.487, -49.495, -7.74)","(576.933, 84.568, -41.424, -2.671)","(531.296, 80.582, -36.99, -13.691)","(483.118, 76.867, -30.094, -0.061)","(436.417, 75.676, -59.719, -13.5)","(390.664, 75.314, -38.928, 0.842)","(346.26, 78.156, -55.149, -7.27)","(299.113, 79.117, -54.384, 0.811)","(251.339, 79.366, -51.637, 13.56)","(209.499, 80.571, -28.794, -0.084)","(168.899, 78.327, -31.708, -4.052)","(130.068, 94.502, -30.097, 21.571)","(107.854, 133.287, -14.066, 46.833)","(96.468, 175.067, 2.811, 36.154)","(90.854, 215.982, -0.48, 34.52)","(85.355, 257.52, 6.933, 39.563)","(79.237, 301.498, -10.144, 42.076)","(75.411, 340.916, -24.333, 34.582)","(54.906, 361.786, -16.978, -4.397)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
29,"(507.569, 515.259, 45.032, 18.358)","(550.313, 523.989, 56.844, -9.267)","(588.86, 535.314, 33.061, 19.786)","(622.443, 549.124, 19.031, 13.323)","(655.617, 561.684, 39.988, 14.261)","(686.931, 576.216, 40.814, -6.421)","(713.503, 581.43, 45.577, 16.494)","(727.613, 583.94, 30.686, 3.017)","(737.085, 583.834, 25.73, -6.036)","(747.284, 583.75, -1.113, -8.259)","(751.196, 579.857, 16.063, 1.335)","(763.573, 581.363, -8.011, 21.479)","(759.865, 582.564, -31.359, -8.501)","(758.808, 574.978, -4.766, -13.333)","(776.558, 564.542, 24.637, -0.735)","(776.06, 612.951, -7.763, 39.403)","(765.503, 629.937, 1.629, -21.551)","(761.66, 635.718, -12.779, 12.415)","(769.194, 648.357, 7.775, 18.978)","(778.002, 656.399, -46.412, -17.137)","(742.128, 663.795, -40.176, 9.91)","(695.576, 648.584, -42.454, -27.359)","(670.238, 636.069, -39.696, -1.171)","(669.585, 636.004, -39.198, -3.938)","(664.84, 636.004, -79.828, -14.461)","(638.771, 636.08, -61.955, -3.802)","(623.889, 636.083, -54.003, -3.589)","(602.239, 636.203, -5.264, -38.416)","(568.272, 639.289, -65.816, -41.376)","(549.555, 657.405, 0.093, 90.984)","(498.405, 672.901, -89.796, 47.887)","(451.128, 665.351, -22.982, 0.147)","(408.637, 657.832, -49.498, 36.413)","(369.46, 658.331, -18.761, 36.535)","(330.383, 656.928, -43.476, 44.342)","(285.723, 661.872, -79.285, -35.818)","(253.883, 666.853, -57.318, -25.647)","(220.487, 668.098, -13.073, 12.119)","(188.083, 669.573, 9.281, -42.825)","(145.13, 661.928, 14.433, -52.395)","(128.667, 626.356, -27.683, -58.393)","(113.003, 587.144, -34.671, -7.188)","(99.594, 546.804, -46.391, -45.199)","(94.017, 506.235, 29.807, -74.291)"
30,"(370.817, 435.727, 48.402, 1.691)","(406.257, 444.807, 47.057, -1.268)","(447.151, 452.592, 36.458, -8.546)","(490.489, 459.766, 41.672, 25.183)","(528.009, 466.964, 32.242, 3.256)","(561.709, 470.62, 36.972, 11.448)","(594.155, 478.492, 48.82, 10.995)","(630.224, 487.66, 34.222, 23.506)","(667.97, 493.046, 44.497, -10.584)","(703.614, 497.06, 28.457, -13.391)","(726.436, 502.19, 18.716, 20.248)","(753.737, 520.608, 30.489, 16.702)","(782.452, 530.889, 25.493, 40.03)","(796.657, 548.388, 16.063, 28.122)","(805.66, 567.764, 7.654, 58.002)","(803.952, 599.429, -9.408, 33.771)","(813.625, 631.905, 0.323, 12.311)","(813.22, 651.799, 6.054, -3.098)","(796.615, 663.931, -18.545, 14.18)","(784.127, 688.068, -39.907, 26.572)","(754.288, 696.388, -51.088, -2.718)","(703.902, 691.449, -48.461, 2.23)","(660.564, 682.27, -30.956, -0.04)","(619.279, 678.265, -27.526, -2.477)","(579.389, 674.259, -29.125, 10.221)","(540.976, 671.86, -45.272, -6.628)","(496.365, 669.699, -30.927, -18.488)","(454.683, 656.183, -52.768, -16.997)","(417.056, 641.57, -44.9, -10.452)","(380.408, 636.127, -24.39, -33.848)","(350.098, 636.01, -101.253, -25.247)","(310.09, 637.146, 8.098, 45.098)","(271.004, 638.507, -72.442, 36.196)","(232.357, 639.52, -83.034, -15.973)","(210.991, 646.136, 41.415, 20.159)","(212.39, 653.266, 24.108, 29.877)","(191.831, 651.271, -61.869, -29.196)","(159.205, 653.438, -47.462, 67.231)","(125.013, 632.922, -54.206, -52.571)","(110.49, 591.875, 5.507, 5.046)","(98.502, 551.835, 6.444, -58.281)","(96.638, 505.093, -21.926, -79.492)","(91.589, 472.234, -20.633, 5.768)","(93.337, 435.09, 7.024, -41.656)"
31,"(569.653, 195.357, 50.072, -4.436)","(603.389, 181.341, 28.399, -2.196)","(634.094, 167.684, 43.418, -26.761)","(649.402, 166.019, 50.026, -3.991)","(666.628, 166.047, 41.093, 0.572)","(690.177, 166.284, 48.799, -1.831)","(714.195, 166.116, 30.808, 5.731)","(739.057, 166.917, 16.894, 18.557)","(759.735, 171.028, 7.866, -8.152)","(771.228, 162.933, 27.862, -13.302)","(789.374, 173.146, -7.303, 10.914)","(792.442, 152.549, 4.388, -39.552)","(788.808, 119.902, 0.68, -34.073)","(786.886, 97.295, -29.282, 14.64)","(752.675, 95.642, -27.428, -9.037)","(702.047, 102.911, -37.532, 19.951)","(683.079, 113.953, -28.203, 27.396)","(683.079, 113.953, -28.203, 27.396)","(683.079, 113.953, -28.203, 27.396)","(683.079, 113.953, -28.203, 27.396)","(676.797, 113.996, -47.457, 1.516)","(676.797, 113.996, -47.457, 1.516)","(676.797, 113.996, -47.457, 1.516)","(676.797, 113.996, -47.457, 1.516)","(673.664, 113.934, -54.084, -0.183)","(651.735, 113.763, -24.704, 0.956)","(631.568, 113.915, -45.632, -2.745)","(629.471, 113.993, -55.095, 1.057)","(625.496, 113.841, -73.278, -4.276)","(601.73, 113.079, -7.808, 4.682)","(573.05, 112.628, -30.775, -15.279)","(561.755, 112.325, -54.015, 36.306)","(532.057, 99.228, -85.413, 37.38)","(489.476, 95.144, -22.705, -41.82)","(445.137, 88.274, -6.185, 5.225)","(402.923, 85.841, -84.209, -44.2)","(366.839, 81.899, -48.247, -24.752)","(332.534, 85.015, -27.509, 50.109)","(291.208, 81.418, -88.033, 47.903)","(251.249, 81.076, -28.995, -34.549)","(213.108, 74.749, -80.679, 47.876)","(176.787, 78.601, -71.518, -56.949)","(136.772, 91.209, 11.005, -12.724)","(115.405, 130.56, -68.96, 57.08)"
