,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
10,"(627.441, 503.809, 50.606, -19.304)","(671.055, 502.87, 56.694, -41.817)","(704.033, 514.659, 54.159, 30.123)","(733.0, 524.703, -1.841, -45.063)","(766.136, 548.458, 2.867, -32.416)","(771.101, 600.06, -22.309, 57.225)","(769.901, 644.055, 53.891, 49.572)","(739.621, 662.689, -84.979, 14.895)","(687.945, 662.95, -72.59, 50.682)","(643.254, 667.239, -69.356, 57.408)","(593.443, 668.973, -96.948, -35.902)","(547.603, 668.386, -13.734, 5.035)","(505.332, 669.536, -19.348, -14.998)","(461.876, 668.979, -12.997, 32.562)","(419.9, 667.551, -40.799, -40.611)","(373.282, 669.482, -60.745, -36.09)","(337.4, 670.332, -64.587, 15.59)","(292.399, 673.126, -6.578, 38.274)","(247.496, 668.943, -5.647, -30.585)","(205.625, 672.318, -11.422, -25.68)","(168.698, 661.568, 6.326, -37.828)","(132.485, 644.113, -57.327, -95.723)","(119.728, 607.299, -30.336, -66.575)","(105.987, 573.65, 15.926, -74.37)","(95.105, 526.225, -4.203, -97.588)","(84.024, 484.822, -12.564, -12.796)","(71.704, 444.366, 36.51, -26.453)","(70.804, 412.908, -4.027, 5.947)","(59.79, 386.453, -36.159, 0.568)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
11,"(744.658, 296.369, 76.935, -46.529)","(777.672, 267.925, 73.788, -17.976)","(801.777, 241.493, -23.981, -77.156)","(812.787, 215.756, 3.142, -33.518)","(820.106, 206.994, 38.863, -22.397)","(814.296, 205.849, 47.827, -16.026)","(824.793, 177.851, -15.408, -72.953)","(829.611, 166.068, -19.15, -2.695)","(828.359, 165.868, -34.259, -6.131)","(827.941, 165.732, -13.078, -20.506)","(821.928, 152.208, -39.307, -62.622)","(816.512, 131.221, -35.043, 2.495)","(807.162, 83.123, 19.127, -12.973)","(791.276, 61.73, -7.429, -5.252)","(755.935, 54.974, -73.849, -10.872)","(706.18, 59.054, -38.915, -40.374)","(665.505, 59.655, -17.833, 28.691)","(616.015, 59.195, -25.937, 52.48)","(575.253, 57.411, 10.369, -12.913)","(531.508, 58.312, -29.495, 22.586)","(490.777, 64.036, -80.426, 28.758)","(449.606, 62.678, -95.581, -41.901)","(409.355, 66.434, -78.421, 19.44)","(371.092, 69.376, 1.968, 54.6)","(329.237, 65.115, -54.562, 37.646)","(286.334, 66.299, -16.63, -43.627)","(241.167, 63.464, 12.007, 34.187)","(213.59, 69.28, -59.764, 75.728)","(172.931, 67.668, 6.736, -18.403)","(135.816, 74.326, -15.627, 58.74)","(105.83, 103.897, -39.0, 55.725)","(82.122, 145.779, -27.548, -7.566)","(71.196, 185.34, 33.601, 58.84)","(60.523, 226.783, 9.128, 43.736)"
12,"(448.995, 288.295, 72.138, -8.746)","(489.806, 275.743, 48.129, -31.081)","(535.1, 274.295, 73.933, 8.905)","(580.087, 269.648, 34.737, 12.078)","(620.123, 264.288, 78.449, 32.594)","(655.455, 261.376, 36.432, -32.192)","(685.882, 256.667, -18.63, -52.369)","(712.304, 248.358, 16.227, -43.584)","(746.194, 233.356, 29.754, -54.54)","(771.932, 213.915, 41.721, 9.666)","(781.526, 193.847, 35.966, -10.475)","(801.163, 162.002, 40.236, -13.385)","(808.469, 137.317, -44.746, 17.814)","(803.638, 94.259, -28.919, -33.474)","(791.904, 78.888, 29.257, 6.786)","(756.782, 62.273, -79.173, -0.185)","(718.946, 54.726, -66.228, -37.37)","(678.589, 56.549, -64.424, 13.07)","(637.979, 61.998, -8.402, 45.706)","(589.042, 68.916, -60.185, 8.363)","(546.408, 68.549, -4.979, 0.396)","(499.611, 63.661, -94.939, 38.328)","(452.914, 67.012, -44.117, 0.42)","(411.351, 61.897, -29.88, 12.783)","(368.654, 65.005, -5.34, 47.466)","(331.757, 64.559, -25.858, 4.402)","(290.892, 62.483, -22.853, -17.612)","(255.774, 63.221, 2.849, -13.794)","(221.049, 68.776, -41.654, 34.986)","(185.694, 69.021, -53.618, 33.234)","(134.461, 81.485, -44.795, 24.239)","(107.633, 126.948, -48.495, 80.529)","(109.953, 172.84, -57.693, 95.692)","(109.71, 213.968, -44.07, 29.631)"
13,"(270.767, 393.722, 14.997, 15.263)","(312.135, 393.517, -5.033, 0.28)","(349.957, 400.994, 6.21, -44.24)","(383.084, 404.809, 45.957, -26.316)","(419.652, 411.682, 66.698, -10.238)","(450.043, 424.655, -18.975, 47.06)","(487.008, 436.357, 19.577, 39.897)","(526.435, 451.529, 66.7, 55.215)","(573.128, 454.844, -14.821, 34.599)","(606.629, 459.422, -5.335, 11.443)","(637.765, 462.37, 61.408, -40.807)","(664.096, 467.897, 38.528, 37.02)","(690.179, 476.819, -27.717, -35.827)","(716.121, 478.409, -14.426, -37.962)","(738.95, 487.912, 43.884, -15.481)","(758.874, 504.706, 54.051, 28.217)","(775.31, 516.973, 66.684, 0.369)","(789.941, 536.66, 45.511, 58.757)","(802.316, 574.117, -23.81, 104.151)","(806.106, 619.842, 44.815, 70.323)","(814.036, 641.027, -35.167, 82.342)","(815.404, 658.639, 15.743, -14.068)","(775.906, 672.792, -35.039, 59.0)","(745.47, 693.288, -23.624, 6.976)","(709.463, 691.589, 10.241, -45.029)","(674.17, 687.115, -96.849, -16.255)","(632.734, 694.334, -36.702, 3.565)","(584.89, 690.226, -40.342, -52.234)","(544.848, 692.241, 5.982, 31.222)","(499.415, 691.657, 3.814, 10.067)","(450.937, 687.31, -5.939, 36.943)","(408.037, 680.788, -24.273, 28.693)","(371.792, 680.695, 3.078, 2.166)","(330.884, 685.21, 0.356, 1.885)"
14,"(496.802, 416.989, 46.539, -31.684)","(542.313, 435.804, 37.536, 25.737)","(588.484, 450.469, 84.744, -17.268)","(631.909, 472.964, 53.149, 9.092)","(674.612, 488.983, 54.053, 37.39)","(708.095, 498.992, -11.144, -12.977)","(737.8, 512.309, 89.666, -23.781)","(767.698, 530.168, 9.148, -41.005)","(786.648, 569.1, 51.583, 20.446)","(778.585, 627.278, 46.525, 55.072)","(779.85, 653.239, -37.151, -32.046)","(737.066, 658.679, -9.965, 7.66)","(694.753, 656.071, -94.435, -50.487)","(659.793, 646.469, -12.989, 49.84)","(622.281, 639.39, 2.786, 19.527)","(585.112, 637.912, 18.175, -18.44)","(551.071, 636.676, -52.632, -53.76)","(508.716, 636.508, -88.546, 24.677)","(495.173, 636.109, 15.174, -50.22)","(482.456, 637.247, -4.787, 17.91)","(452.732, 639.275, -34.884, 38.526)","(422.409, 638.524, -39.246, 32.446)","(390.261, 637.148, 16.271, 19.512)","(356.295, 638.395, -44.084, 6.963)","(318.731, 638.126, -39.436, -39.419)","(281.299, 644.36, -67.018, -29.82)","(245.082, 651.264, 5.306, -17.746)","(210.831, 663.021, -9.294, 22.814)","(174.147, 663.601, -57.083, 10.824)","(140.498, 652.908, 7.047, -52.028)","(127.952, 618.831, -26.386, 10.565)","(116.624, 577.607, 25.774, -75.219)","(111.033, 540.338, -37.078, -51.681)","(104.75, 498.734, 44.807, -47.736)"
15,"(429.813, 188.076, 40.296, 19.342)","(475.262, 181.703, -7.712, 5.754)","(508.566, 177.945, 41.724, -43.126)","(534.356, 170.64, -3.821, -44.321)","(561.715, 168.166, -2.63, -1.581)","(584.144, 166.147, 28.565, -5.732)","(601.095, 166.164, 31.728, 3.715)","(625.777, 166.863, 53.17, 40.331)","(636.379, 168.991, -2.203, -1.522)","(641.778, 170.693, 37.942, 27.622)","(650.551, 172.478, -29.842, -14.323)","(665.868, 191.139, -3.166, -12.817)","(712.716, 212.503, 75.639, 52.876)","(740.836, 209.498, 32.976, 18.782)","(758.388, 208.941, 63.705, -36.851)","(781.904, 205.959, -13.455, 15.634)","(799.221, 178.585, -9.299, -48.364)","(807.182, 136.858, -9.147, 15.42)","(805.56, 96.13, 40.849, -28.23)","(795.362, 77.795, -6.611, 14.637)","(766.473, 65.958, -14.371, 11.071)","(728.335, 64.888, 12.153, -22.496)","(687.531, 62.573, -24.609, 25.303)","(643.678, 62.085, -38.029, 26.562)","(596.367, 67.551, -63.979, -36.379)","(556.612, 74.042, -39.78, -46.827)","(514.479, 74.716, -52.55, 55.761)","(475.615, 73.767, -20.665, 21.875)","(434.988, 77.174, -62.264, 1.484)","(392.45, 68.69, -48.261, 52.177)","(353.518, 77.593, 14.524, 39.351)","(314.291, 78.343, -81.398, -46.853)","(272.217, 78.625, -34.594, -10.768)","(238.646, 77.822, -18.58, -50.73)"
16,"(445.741, 563.416, 30.402, -24.432)","(492.896, 564.245, 8.339, 16.741)","(535.114, 566.837, 88.912, 20.482)","(577.078, 568.46, 35.387, 56.52)","(621.86, 569.115, 74.086, 39.142)","(645.504, 576.445, 4.953, 39.332)","(668.535, 580.099, -27.183, -44.854)","(676.583, 583.571, -48.622, 39.091)","(679.493, 583.737, 18.135, -15.54)","(676.912, 583.078, 37.033, -27.081)","(680.486, 581.575, 8.542, 13.517)","(679.066, 581.609, -27.167, 3.533)","(697.549, 564.744, 59.642, -13.965)","(725.03, 555.503, 1.701, -31.831)","(732.992, 558.685, -35.838, -3.911)","(756.316, 555.903, 59.894, -28.479)","(768.219, 557.067, 17.533, -12.143)","(774.051, 570.968, -19.377, -27.591)","(775.857, 606.404, -37.09, 94.619)","(773.821, 629.299, -37.163, 68.935)","(782.71, 652.893, 0.094, 15.896)","(753.941, 658.848, -71.04, -25.317)","(706.417, 654.13, -71.564, -55.086)","(676.066, 657.738, -42.72, 30.863)","(645.917, 664.805, -14.161, 54.72)","(605.593, 669.528, -46.574, -38.262)","(560.062, 655.497, -43.369, 49.436)","(508.668, 660.183, -104.708, -55.218)","(468.13, 645.65, -55.811, 13.797)","(432.476, 636.084, -19.072, -21.407)","(408.208, 639.811, 37.152, -2.519)","(395.183, 636.159, -7.333, -44.489)","(385.483, 644.214, -10.202, 69.114)","(327.328, 646.357, -69.981, -60.355)"
17,"(741.639, 435.907, -4.088, 31.238)","(768.609, 472.009, 9.525, -3.018)","(790.27, 504.428, 29.39, 39.46)","(797.386, 529.346, -40.217, 58.72)","(809.76, 558.912, -3.57, -14.889)","(810.794, 593.325, 25.27, 32.783)","(806.962, 636.784, 43.458, 2.074)","(810.062, 660.232, 38.889, -14.282)","(797.644, 668.822, 32.624, 63.313)","(767.807, 685.132, -78.041, -29.746)","(728.154, 690.207, -11.201, -25.617)","(692.46, 688.07, -76.138, -20.562)","(657.807, 684.622, 4.373, -9.041)","(622.51, 685.538, -63.436, -13.072)","(581.343, 685.548, -68.404, -53.081)","(545.735, 685.249, -18.561, 14.449)","(507.359, 682.619, -31.592, -12.119)","(465.111, 683.485, -77.709, -42.021)","(432.988, 683.33, -35.07, 42.439)","(396.538, 685.18, -14.285, 25.752)","(354.59, 685.563, -50.554, -50.015)","(312.788, 680.282, -87.839, -25.603)","(272.71, 680.897, -77.259, -17.606)","(236.262, 676.796, -92.924, -16.727)","(186.865, 670.713, -76.34, -44.544)","(147.164, 663.776, -67.093, -31.973)","(131.943, 609.658, -10.996, -5.851)","(118.637, 561.464, 18.253, -40.804)","(112.362, 514.261, -47.901, -74.125)","(100.615, 472.253, 38.087, -45.5)","(89.062, 443.205, 5.912, -46.456)","(86.165, 409.958, -3.088, 22.789)","(63.01, 387.512, -83.666, 20.157)","(None, None, None, None)"
18,"(588.786, 408.97, 44.111, -12.929)","(638.894, 426.409, 84.948, 63.087)","(679.341, 454.273, -9.553, 3.451)","(713.454, 480.054, -0.349, 22.683)","(734.875, 499.588, -25.712, -28.668)","(758.196, 515.866, 38.857, 35.663)","(778.93, 540.862, -8.247, 61.153)","(783.654, 575.869, -48.161, 59.171)","(780.659, 621.603, 8.044, 46.368)","(784.055, 651.658, -14.369, -24.963)","(745.978, 658.566, -19.348, -32.063)","(700.815, 642.478, -85.131, -41.163)","(659.661, 636.567, -89.711, -36.359)","(620.112, 636.055, -33.694, 2.883)","(580.382, 636.501, 6.668, 29.457)","(539.792, 639.263, -92.588, 13.701)","(506.61, 638.684, -30.517, 21.736)","(469.375, 637.008, 8.881, 26.654)","(436.247, 637.354, -18.315, 29.982)","(406.789, 637.206, -50.865, 45.087)","(373.606, 638.098, -30.593, 22.901)","(337.473, 637.548, -104.667, 34.066)","(289.012, 639.178, -25.403, 18.725)","(251.415, 640.736, -22.789, 36.957)","(219.752, 645.043, -48.185, 50.056)","(206.405, 655.396, -2.055, -38.583)","(171.502, 653.812, -71.191, 58.003)","(135.739, 653.269, 33.528, -5.406)","(124.121, 609.272, -62.471, -36.403)","(117.698, 562.325, 20.871, -30.501)","(111.54, 516.984, -51.665, 6.788)","(106.372, 478.634, -6.511, -30.596)","(96.115, 445.791, 30.619, 10.497)","(88.243, 416.959, 19.569, -20.026)"
19,"(383.559, 219.914, 55.968, 51.729)","(420.562, 215.272, 53.497, 52.313)","(455.497, 211.146, 26.344, 28.3)","(492.781, 210.794, 46.062, -46.655)","(526.35, 208.119, -10.337, 39.414)","(567.552, 199.903, 63.867, -52.857)","(600.437, 207.362, 54.566, 64.907)","(631.639, 209.372, -6.874, 5.099)","(665.277, 217.071, 39.524, 58.22)","(699.95, 214.481, 74.382, 20.582)","(728.477, 214.465, 43.03, -62.044)","(746.476, 213.01, 36.261, -24.493)","(780.558, 203.622, 69.616, -60.783)","(790.576, 166.625, -10.138, -52.116)","(796.798, 135.485, 44.945, -22.838)","(794.945, 100.862, 8.538, -72.588)","(758.318, 85.749, -57.737, -40.447)","(720.672, 90.325, -73.097, -49.371)","(676.718, 77.457, -14.632, -8.155)","(636.674, 73.173, -54.826, 52.513)","(588.779, 85.652, -27.222, 68.03)","(552.446, 94.614, -22.078, -10.089)","(512.182, 98.435, -71.885, 44.85)","(473.687, 97.375, -23.471, -9.924)","(432.002, 101.901, -31.365, 9.177)","(386.509, 100.37, -30.053, -7.429)","(347.35, 96.204, -82.06, 6.491)","(310.92, 97.577, -3.23, 29.92)","(276.891, 97.14, 10.107, -8.774)","(244.951, 94.638, -83.159, -4.164)","(209.134, 91.518, -39.382, -31.526)","(174.435, 95.332, 10.618, -51.779)","(141.587, 90.135, -66.543, 69.684)","(127.367, 130.678, 3.115, 104.558)"
20,"(591.852, 545.279, 10.508, 55.371)","(634.02, 541.48, 48.863, 14.162)","(674.56, 540.544, 80.537, 11.904)","(713.379, 539.846, 15.951, -15.041)","(740.005, 544.605, -5.311, -35.605)","(775.209, 555.26, -26.513, 11.434)","(774.912, 605.875, 24.135, 94.201)","(782.931, 642.82, -10.924, 62.396)","(736.427, 657.721, -88.038, 14.932)","(683.427, 651.612, -99.917, 22.149)","(635.437, 648.427, -44.269, 19.665)","(588.557, 649.364, -17.309, 28.95)","(546.019, 644.362, -55.796, 19.995)","(501.872, 646.456, -94.338, 53.82)","(460.093, 646.965, -26.593, -8.68)","(421.647, 649.267, -8.843, -33.24)","(379.775, 650.471, -72.245, -0.448)","(343.687, 651.825, -89.174, -45.55)","(307.647, 654.653, 4.587, -39.575)","(269.912, 657.9, -56.862, -37.297)","(225.001, 667.975, -35.595, -41.178)","(186.191, 668.661, -32.698, -17.878)","(142.507, 659.522, -53.928, -68.899)","(123.004, 620.154, 33.575, -59.467)","(109.137, 578.29, 27.06, -62.674)","(94.784, 534.898, -25.226, -59.682)","(82.726, 492.447, -28.257, -44.464)","(70.717, 460.452, -43.068, -70.166)","(68.654, 429.479, 5.876, -17.156)","(62.547, 390.29, -78.546, 0.563)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
21,"(414.479, 496.489, 75.834, 47.959)","(463.855, 507.993, 85.363, 38.417)","(500.293, 510.8, 16.812, 53.151)","(535.184, 517.079, 9.617, -42.039)","(566.929, 519.917, 38.646, 27.681)","(604.538, 521.141, 1.107, -29.555)","(639.359, 525.855, 75.492, 15.948)","(687.397, 522.76, 85.569, 45.299)","(711.44, 521.807, 0.244, -12.976)","(729.72, 527.42, 62.662, -50.767)","(753.253, 525.606, 73.067, -68.289)","(776.99, 528.999, 11.121, 33.086)","(790.301, 541.73, 51.819, 14.997)","(806.579, 580.935, -2.037, 78.658)","(806.672, 629.261, -41.656, 39.603)","(785.89, 656.004, 0.301, 27.05)","(751.998, 657.217, -69.416, -54.375)","(694.989, 647.438, -52.259, -0.023)","(662.538, 637.703, -70.646, -3.607)","(646.668, 636.945, -5.205, -30.24)","(638.864, 636.683, 14.848, 28.387)","(638.665, 637.705, -17.259, 38.147)","(638.149, 639.524, -3.908, 33.056)","(613.925, 653.429, -111.496, -45.356)","(555.038, 638.205, -10.011, -33.802)","(516.428, 637.185, -51.305, 20.518)","(474.561, 637.902, -21.023, 11.227)","(444.241, 636.204, -79.531, -33.76)","(416.302, 636.816, 10.94, 12.819)","(386.792, 638.433, -42.824, 0.963)","(384.011, 643.741, -25.402, 30.132)","(318.179, 649.132, -61.964, 40.905)","(278.57, 640.59, -20.356, -60.804)","(242.35, 639.769, 9.209, 26.739)"
22,"(298.944, 523.855, 4.729, -34.76)","(333.98, 522.712, 60.145, -17.528)","(371.065, 519.013, 71.665, -14.335)","(414.929, 515.671, -28.233, 34.723)","(455.441, 516.001, -5.208, -52.508)","(485.888, 518.831, 15.69, 48.207)","(524.184, 520.743, 55.006, -39.928)","(559.696, 524.012, 68.067, 55.259)","(591.681, 528.795, 0.002, -9.731)","(623.72, 532.255, 45.83, 11.987)","(650.777, 538.542, 14.282, -52.708)","(676.112, 535.826, 14.198, 0.198)","(705.489, 536.597, -25.689, 46.135)","(731.162, 537.275, 39.0, 44.899)","(761.215, 542.838, 77.51, 14.594)","(778.745, 567.855, 57.8, -27.499)","(782.475, 589.042, 37.132, 105.013)","(773.425, 625.416, 8.598, 35.341)","(757.411, 643.075, -17.524, 60.911)","(753.514, 647.287, 14.574, 47.422)","(750.431, 644.509, 38.22, -14.898)","(739.271, 649.463, -42.717, -57.484)","(747.839, 637.114, 46.097, -16.891)","(750.371, 638.274, 71.237, 12.828)","(761.842, 643.16, -27.398, -4.8)","(772.296, 660.314, -102.765, 14.583)","(735.411, 648.472, 2.133, -40.554)","(702.925, 638.446, -59.603, 5.867)","(691.441, 636.69, 12.082, 29.54)","(676.827, 636.445, 30.31, 0.338)","(668.084, 636.478, -11.032, -5.968)","(659.652, 636.425, 6.148, 1.843)","(650.793, 636.146, -26.099, 0.941)","(631.63, 636.454, 24.988, -17.241)"
23,"(489.223, 554.26, 91.2, -29.876)","(540.485, 560.57, 40.592, 3.702)","(582.375, 562.036, 85.083, 25.419)","(625.468, 572.218, 17.898, -34.246)","(661.595, 575.552, 34.322, 6.503)","(682.712, 576.64, 59.13, -46.858)","(731.821, 569.541, -9.796, -21.454)","(747.62, 572.942, 6.074, 7.402)","(767.019, 572.376, -40.788, 24.911)","(778.587, 573.645, 22.342, -18.242)","(773.947, 580.958, -20.254, 53.192)","(785.607, 585.326, -22.527, 35.538)","(775.617, 589.295, 20.657, -57.294)","(779.959, 597.29, -32.702, 49.244)","(776.001, 587.864, 24.688, -25.755)","(778.988, 590.241, -23.548, -30.705)","(769.262, 592.871, -36.876, 7.095)","(768.12, 582.621, -55.006, -32.783)","(770.12, 568.715, 4.155, -27.046)","(773.623, 580.769, 17.228, 27.153)","(764.013, 618.29, 16.499, 5.277)","(771.796, 632.21, -26.599, 7.055)","(784.545, 653.439, -44.132, 3.522)","(750.283, 663.758, -75.057, 34.886)","(713.51, 661.025, -4.985, 41.641)","(687.649, 654.055, 26.736, 49.038)","(649.917, 666.086, -67.046, 54.793)","(613.728, 671.321, -76.003, -7.125)","(573.026, 656.004, -58.714, -47.075)","(555.352, 644.359, -21.967, 18.108)","(493.16, 654.409, -86.447, 17.517)","(459.956, 645.701, -58.057, 37.832)","(424.867, 659.715, -80.383, 36.2)","(382.306, 663.033, -56.297, 22.469)"
24,"(361.054, 409.867, 33.009, -32.406)","(395.031, 417.385, 66.154, -40.513)","(433.836, 433.205, -3.419, -14.254)","(477.304, 436.565, 43.619, -19.337)","(514.883, 441.226, 89.169, 31.207)","(547.498, 443.425, 38.481, 42.823)","(579.999, 438.508, 4.625, -55.077)","(617.212, 441.895, 21.647, 25.662)","(646.911, 444.969, 43.768, 13.772)","(673.38, 451.547, 65.727, 35.485)","(703.684, 456.941, -4.573, 12.788)","(731.938, 467.617, 3.219, 47.806)","(759.016, 473.891, 10.578, -29.318)","(778.693, 484.083, 49.831, 13.851)","(791.183, 486.703, 10.553, -27.563)","(805.906, 494.598, -22.488, 0.936)","(807.242, 503.685, 39.214, -24.79)","(805.791, 507.428, -37.535, 32.934)","(805.98, 519.183, -25.015, -2.896)","(811.086, 525.039, -59.684, 35.506)","(810.841, 535.643, -30.029, -6.327)","(805.072, 536.515, -37.798, 16.753)","(811.265, 554.456, -1.388, 4.08)","(815.678, 572.664, 3.865, 59.878)","(805.081, 603.795, 52.903, 44.343)","(813.667, 637.082, 36.558, 9.107)","(805.464, 656.266, -63.061, -30.431)","(766.82, 654.532, -56.824, 3.328)","(730.942, 650.585, 9.392, 18.198)","(706.418, 650.23, -25.05, 60.891)","(689.938, 657.404, -12.995, 30.115)","(669.392, 666.094, -2.4, -38.776)","(628.857, 677.487, -32.972, -27.167)","(589.203, 687.442, -2.205, 29.845)"
25,"(501.009, 286.708, 25.917, 40.507)","(546.904, 280.338, 9.479, -1.307)","(584.744, 273.21, 46.696, -45.675)","(625.728, 271.363, -23.495, 38.94)","(663.221, 257.009, 15.356, -25.631)","(696.599, 251.635, 32.026, 19.39)","(726.571, 242.268, 0.406, -56.642)","(755.08, 224.043, -21.831, -39.224)","(781.429, 200.116, -16.642, -3.644)","(790.116, 154.458, -22.06, -99.404)","(782.018, 122.933, -17.459, -33.447)","(785.396, 96.581, -38.22, -37.561)","(752.717, 103.519, -106.099, 40.272)","(696.613, 111.548, 6.827, -34.311)","(669.858, 110.016, -17.814, -19.3)","(649.755, 96.524, -53.111, 22.779)","(597.929, 108.797, -58.118, 54.622)","(569.733, 113.368, 1.503, 3.027)","(550.109, 109.819, -87.573, 27.824)","(507.687, 104.434, -27.558, 31.144)","(470.257, 101.473, 3.756, -34.306)","(431.58, 102.552, -94.062, 24.609)","(387.079, 99.271, -86.135, 50.654)","(345.634, 98.336, -79.793, -8.125)","(306.761, 97.852, -47.172, -54.314)","(264.556, 96.158, -69.595, -51.381)","(228.333, 91.044, -53.948, -28.743)","(197.628, 95.024, -39.708, 20.282)","(172.417, 97.625, -13.455, -10.185)","(130.576, 109.491, -62.775, 103.312)","(118.519, 158.119, -18.15, 81.506)","(114.697, 202.943, -6.052, 3.871)","(120.126, 245.623, -10.159, 52.73)","(110.612, 282.842, 47.785, 7.187)"
26,"(317.226, 201.217, -3.219, -41.504)","(356.926, 205.041, -4.502, 32.726)","(389.679, 207.204, 74.259, 53.167)","(424.769, 208.287, 60.39, -53.628)","(476.058, 210.364, 32.748, 27.369)","(520.073, 193.717, 47.266, -2.82)","(554.658, 193.434, 56.183, 23.204)","(587.703, 177.425, 45.161, -35.611)","(610.832, 188.064, 5.778, -27.742)","(634.518, 202.674, -8.552, 11.764)","(679.561, 213.896, 54.32, -10.577)","(715.409, 218.054, 32.369, -44.21)","(742.874, 220.039, 27.293, 37.64)","(770.142, 216.071, -4.021, -19.782)","(781.405, 202.837, 67.106, 21.176)","(788.1, 166.175, 32.141, -12.615)","(783.272, 130.84, -4.535, -27.502)","(787.559, 98.604, -25.164, -12.378)","(739.797, 102.229, -73.717, -40.888)","(718.692, 106.054, 42.646, -0.254)","(690.429, 90.788, -59.33, 32.053)","(643.751, 78.019, -77.106, -4.144)","(592.963, 86.744, -24.312, 11.416)","(558.881, 89.668, 10.438, 48.407)","(517.668, 96.744, -1.967, -49.459)","(474.438, 92.268, -97.196, 45.439)","(430.013, 92.082, -90.559, -26.756)","(390.374, 92.585, -51.803, 23.025)","(350.538, 92.36, -8.288, 42.955)","(311.357, 92.582, -79.173, 37.621)","(271.343, 91.397, -88.293, 18.23)","(234.83, 83.991, 13.081, -21.092)","(195.617, 84.702, -39.251, 60.858)","(159.469, 78.625, -95.55, 20.298)"
27,"(754.547, 185.346, 41.483, -14.155)","(785.843, 156.318, 11.282, -70.22)","(788.395, 104.515, -2.297, -50.754)","(751.114, 89.47, -59.843, -10.101)","(703.683, 86.473, -43.457, 11.483)","(659.759, 84.568, -40.183, 4.307)","(614.163, 80.812, -28.099, -1.524)","(571.876, 81.091, -33.972, 13.994)","(528.655, 80.596, -35.528, -5.866)","(485.567, 79.062, -28.468, 14.439)","(443.649, 76.013, -39.089, -10.33)","(401.626, 79.324, -41.309, 0.434)","(361.114, 80.14, -40.217, 3.696)","(318.832, 80.368, -28.347, -12.908)","(277.367, 79.663, -50.624, -5.98)","(237.62, 80.575, -34.109, -8.894)","(197.933, 79.17, -47.143, -3.508)","(159.338, 77.902, -30.74, -11.178)","(128.737, 106.081, -17.656, 32.164)","(112.736, 147.614, 1.041, 31.959)","(102.421, 186.55, 5.664, 47.724)","(94.25, 224.81, 2.24, 46.025)","(88.726, 262.913, 9.773, 23.764)","(81.072, 301.933, -21.946, 52.555)","(75.871, 340.099, -15.523, 42.943)","(62.083, 360.933, -39.297, -11.345)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
28,"(371.295, 178.865, 40.742, -9.971)","(400.047, 170.269, 10.221, -7.725)","(412.082, 166.028, 5.24, -6.078)","(419.216, 166.035, 4.275, -13.085)","(420.777, 168.039, -8.454, 15.943)","(451.514, 191.911, 44.283, 19.373)","(495.944, 189.768, 31.799, -9.465)","(532.05, 183.193, 23.119, -19.157)","(559.641, 177.34, 24.012, -18.459)","(587.755, 173.801, 3.037, -7.972)","(608.372, 174.061, 37.299, 3.358)","(625.402, 175.942, 11.273, 1.177)","(648.791, 181.677, 26.84, -12.131)","(675.211, 189.184, 39.775, 25.869)","(705.511, 197.691, 41.874, 17.513)","(736.988, 197.275, 30.294, 10.37)","(752.721, 195.296, 19.752, 9.859)","(772.154, 174.252, 3.866, -41.774)","(779.748, 145.216, 25.571, -18.124)","(786.812, 117.999, 5.908, -16.359)","(787.156, 93.72, -25.382, 0.71)","(756.05, 86.431, -20.115, 6.118)","(728.257, 84.353, -27.773, -2.521)","(705.071, 70.844, -29.29, -20.536)","(678.863, 59.226, -21.04, -19.149)","(640.814, 61.084, -29.492, 14.887)","(597.008, 66.311, -51.507, 17.583)","(561.223, 70.729, -39.391, -9.511)","(526.759, 74.433, -28.419, 7.821)","(493.721, 74.94, -65.41, 1.523)","(451.574, 78.991, -35.609, -6.323)","(410.168, 85.585, -30.552, 22.264)","(377.279, 81.943, 5.14, 51.467)","(342.035, 76.993, -19.737, 8.93)"
