,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
29,"(464.751, 239.587, 60.642, 17.09)","(504.731, 239.45, 47.681, -14.216)","(539.799, 232.25, 50.406, -22.575)","(577.043, 227.093, 47.575, 8.35)","(613.615, 222.362, 35.484, -21.198)","(653.877, 216.226, 49.684, 5.975)","(690.3, 211.915, 42.775, -6.004)","(724.525, 203.58, 48.633, -7.362)","(758.915, 202.08, 33.38, 8.233)","(777.365, 185.75, 20.536, -39.633)","(788.117, 144.314, -13.109, -35.976)","(780.366, 123.482, -3.998, -19.721)","(790.452, 102.643, 9.786, -40.374)","(745.789, 96.985, -65.036, 5.197)","(709.836, 108.512, -16.147, 11.196)","(692.952, 113.589, -26.322, 14.806)","(687.32, 113.916, -54.02, 3.37)","(686.802, 113.967, -31.113, 3.024)","(683.491, 113.957, -66.47, -1.092)","(668.675, 113.871, -18.891, -3.15)","(668.675, 113.871, -18.891, -3.15)","(668.675, 113.871, -18.891, -3.15)","(668.675, 113.871, -18.891, -3.15)","(668.675, 113.871, -18.891, -3.15)","(668.616, 113.985, -17.411, -0.448)","(668.579, 113.994, -0.303, 13.17)","(668.608, 113.942, 1.767, -3.078)","(668.608, 113.942, 1.767, -3.078)","(663.966, 113.315, -19.589, -5.045)","(663.966, 113.315, -19.589, -5.045)","(664.042, 113.954, 4.538, 38.327)","(663.942, 112.627, -11.684, -44.085)","(628.71, 84.969, -49.509, 38.306)","(588.71, 90.124, -21.857, -17.367)"
30,"(393.04, 463.785, 28.881, 4.06)","(421.915, 485.543, 46.204, 20.145)","(454.871, 491.322, 53.01, -4.553)","(494.864, 498.562, 32.673, 22.797)","(531.8, 511.227, 23.524, 18.433)","(568.43, 522.007, 23.804, -0.628)","(608.306, 534.074, 25.955, -12.738)","(641.198, 540.669, 25.1, 15.791)","(671.695, 546.445, 22.264, -14.574)","(699.878, 547.372, 26.99, 3.205)","(730.196, 555.336, 10.992, 5.78)","(750.995, 550.921, 17.549, 10.564)","(769.919, 551.219, 26.532, 10.597)","(764.823, 578.636, 5.157, 52.729)","(764.775, 628.64, 4.059, 17.984)","(766.605, 654.826, -23.572, 14.699)","(766.072, 680.628, -20.216, 33.591)","(733.428, 686.955, -37.589, 9.786)","(697.28, 680.739, -41.627, 0.312)","(666.645, 673.908, -41.436, -12.102)","(633.153, 679.776, -37.667, 22.758)","(589.704, 683.252, -36.548, -19.165)","(549.051, 678.137, -36.692, -12.052)","(512.322, 671.94, -40.594, 4.696)","(471.579, 670.3, -52.086, -11.312)","(432.962, 672.908, -28.591, 7.42)","(391.548, 676.659, -28.436, -1.155)","(347.047, 677.216, -45.879, 4.615)","(303.368, 671.856, -59.682, 7.716)","(262.612, 665.482, -35.226, -3.538)","(223.071, 666.765, -34.179, 1.66)","(182.665, 665.998, -28.332, -3.556)","(138.746, 655.851, 32.217, -53.687)","(119.071, 617.478, 7.521, -17.45)"
31,"(246.385, 557.903, 26.299, 14.913)","(273.986, 558.02, 14.002, -7.82)","(301.238, 558.498, 16.786, -7.86)","(329.711, 558.989, 33.98, 5.898)","(356.95, 557.449, 34.172, -13.506)","(387.737, 558.707, 12.429, -3.78)","(416.082, 560.684, 15.452, 3.311)","(443.81, 560.061, 22.593, 4.749)","(469.677, 558.451, 26.324, 13.89)","(494.299, 556.932, 37.189, 11.997)","(519.909, 555.313, 32.898, -9.784)","(545.973, 555.46, 17.995, -15.21)","(573.127, 554.602, 38.122, 3.182)","(595.924, 556.675, 24.755, -7.822)","(615.48, 551.669, 10.832, -18.758)","(636.941, 545.572, 9.087, -21.688)","(659.022, 542.555, 38.374, 12.17)","(683.56, 542.554, 32.415, -3.115)","(710.141, 544.014, 40.291, 5.75)","(739.139, 544.045, 35.504, 20.844)","(763.346, 546.085, -3.304, -1.687)","(768.397, 550.241, 14.354, 21.964)","(778.891, 574.282, 5.075, 25.343)","(779.944, 604.747, 8.597, 9.077)","(778.641, 622.75, 12.672, 28.687)","(777.739, 635.804, 6.432, 5.953)","(766.878, 655.496, -63.124, -2.306)","(731.442, 661.125, -17.452, 23.986)","(699.855, 677.745, -22.483, 30.523)","(663.292, 688.161, -46.274, 7.125)","(631.431, 690.336, -33.724, -11.658)","(597.383, 688.849, -21.355, -9.226)","(564.225, 688.048, -41.034, -12.551)","(518.942, 684.465, -26.341, 21.729)"
32,"(526.762, 166.093, 47.503, -3.384)","(560.563, 166.306, 46.489, 6.874)","(586.532, 166.068, 29.844, -19.534)","(610.125, 166.205, 52.267, 8.257)","(636.572, 166.064, 58.521, -1.551)","(649.932, 166.003, 22.252, -4.926)","(653.77, 166.028, 7.086, 0.366)","(656.397, 166.003, 19.853, -15.139)","(657.32, 166.29, -0.791, 10.934)","(660.18, 166.189, 39.627, -6.121)","(678.204, 168.446, 7.644, -4.021)","(679.318, 170.651, 14.712, 31.519)","(697.877, 185.6, 35.073, 18.767)","(728.632, 185.89, 28.74, 3.143)","(750.726, 179.401, 10.63, -13.625)","(764.37, 182.595, 4.97, 10.823)","(771.493, 165.093, -15.002, -51.491)","(765.853, 133.028, -12.861, -36.115)","(770.957, 114.82, -1.562, -26.526)","(763.433, 95.697, -37.066, 2.05)","(734.873, 106.754, -21.422, -1.037)","(715.087, 112.233, 0.625, -7.427)","(711.536, 113.917, 4.667, -2.011)","(711.311, 113.982, -3.04, 0.482)","(707.531, 113.963, -38.988, -1.276)","(707.117, 113.999, -24.789, 2.141)","(697.395, 113.946, -21.697, 5.781)","(688.983, 113.866, -26.961, -7.476)","(683.908, 113.997, -9.824, 6.35)","(681.196, 113.996, -6.83, 5.818)","(680.052, 113.965, 16.873, 0.031)","(680.375, 113.872, -0.382, -0.114)","(674.371, 113.892, -18.511, 1.209)","(664.21, 113.502, 4.329, -22.46)"
33,"(345.353, 292.506, 23.908, 1.557)","(370.844, 285.545, 36.4, 0.078)","(398.39, 278.387, 42.503, -17.637)","(429.739, 275.628, 18.187, 2.468)","(463.597, 270.52, 25.522, -22.104)","(502.196, 257.826, 43.328, -27.292)","(535.333, 251.355, 25.373, -11.993)","(563.662, 244.621, 37.748, 2.866)","(589.189, 241.244, 16.312, -2.173)","(609.141, 240.447, 34.161, -1.276)","(630.258, 240.217, 19.594, 10.809)","(649.561, 240.269, 4.64, 12.606)","(667.409, 240.986, 11.407, -4.927)","(683.464, 239.081, 14.855, 8.89)","(704.052, 235.202, 36.19, -9.783)","(719.78, 233.5, -3.058, -0.329)","(736.205, 230.077, 16.093, -14.375)","(753.334, 227.075, 29.773, -12.473)","(771.114, 219.554, 30.939, -6.754)","(782.051, 208.736, 4.604, -27.483)","(786.044, 168.463, -2.395, -45.05)","(788.197, 131.258, 5.767, -19.396)","(793.137, 99.876, 19.083, -15.314)","(761.089, 95.786, -58.4, 1.653)","(726.394, 99.69, -32.023, -7.116)","(692.783, 78.173, -53.098, -36.62)","(659.665, 64.791, -45.657, 10.088)","(618.506, 64.758, -52.45, 17.105)","(582.362, 72.163, -23.046, 5.417)","(549.323, 76.716, -45.35, 9.309)","(516.58, 78.223, -27.363, -10.736)","(481.087, 79.577, -35.744, 7.421)","(445.953, 79.66, -31.076, -10.021)","(412.845, 80.733, -30.314, -14.038)"
34,"(282.139, 432.894, 52.694, -2.126)","(316.591, 440.612, 28.267, 3.257)","(352.362, 449.524, 45.638, 23.175)","(387.407, 458.991, 36.586, 6.369)","(420.889, 470.19, 14.194, -2.753)","(451.843, 482.921, 32.834, 29.648)","(480.322, 493.743, 38.125, -8.643)","(509.37, 501.074, 22.987, 18.948)","(541.514, 505.878, 47.491, 10.795)","(573.027, 509.077, 37.839, -0.177)","(602.266, 514.206, 41.805, 20.621)","(631.825, 520.832, 17.597, 11.658)","(660.929, 525.741, 38.235, 10.335)","(686.755, 530.429, 14.473, 18.069)","(712.947, 532.428, 29.725, -15.318)","(733.684, 532.878, 17.718, 7.943)","(750.244, 533.954, 5.431, -2.995)","(772.081, 541.547, -23.935, 5.584)","(777.818, 556.756, 28.338, 5.126)","(790.698, 592.296, -11.836, 44.215)","(792.17, 622.139, 2.549, 22.388)","(791.313, 653.578, -53.78, 15.909)","(744.938, 661.864, -33.892, 12.628)","(709.141, 658.432, -19.103, 4.344)","(684.66, 656.388, -41.09, -3.774)","(648.956, 665.38, -12.347, -5.945)","(603.764, 668.404, -43.037, 0.25)","(569.043, 654.934, -20.559, -8.602)","(528.927, 657.585, -63.873, 9.298)","(485.426, 646.993, -28.485, -4.31)","(453.162, 637.737, -30.454, 1.274)","(441.309, 636.02, -66.564, -0.537)","(441.309, 636.02, -66.564, -0.537)","(441.309, 636.02, -66.564, -0.537)"
35,"(524.567, 264.781, 50.621, -3.638)","(575.272, 260.949, 22.883, -11.777)","(613.224, 255.486, 27.914, 3.583)","(648.125, 242.095, 53.086, -12.832)","(687.148, 236.064, 33.446, -1.049)","(721.541, 228.329, 44.779, 5.814)","(752.376, 212.076, 36.622, -7.776)","(772.511, 190.291, -9.519, -17.782)","(779.377, 154.754, 6.72, -43.086)","(770.567, 120.55, -1.292, -38.249)","(756.885, 106.667, -7.233, -22.331)","(763.509, 96.475, 14.051, -11.143)","(762.097, 79.554, 39.804, -19.038)","(745.433, 68.877, -26.253, 0.181)","(706.95, 65.657, -38.436, -5.65)","(670.293, 64.765, -20.631, 2.191)","(629.193, 66.008, -60.034, 22.295)","(586.261, 73.822, -46.538, -6.042)","(537.502, 74.695, -60.913, -12.566)","(495.489, 71.518, -43.527, -11.825)","(450.581, 70.412, -45.737, 4.59)","(407.037, 70.085, -51.032, -10.033)","(365.118, 70.797, -29.951, 11.312)","(322.206, 68.858, -43.603, 5.368)","(280.712, 69.32, -54.699, 16.124)","(241.012, 69.861, -39.736, 2.484)","(199.806, 72.322, -41.419, -2.879)","(167.729, 69.934, -39.962, -12.857)","(130.451, 84.612, -39.915, 22.301)","(100.779, 117.955, -40.625, 29.219)","(81.054, 156.44, -2.516, 50.896)","(71.899, 193.197, 4.274, 49.237)","(68.989, 232.969, 4.922, 49.981)","(66.2, 269.476, 0.5, 20.734)"
36,"(703.225, 399.62, 1.333, 36.048)","(722.584, 426.146, 10.374, 12.934)","(746.447, 449.469, 7.908, 21.881)","(766.946, 468.883, 4.367, 4.204)","(784.834, 485.319, 21.656, 14.767)","(800.311, 505.129, -8.854, 29.23)","(805.854, 524.021, 14.564, 2.047)","(806.869, 545.366, -5.74, 39.411)","(816.493, 571.105, 2.34, 22.804)","(809.262, 600.56, -1.943, 52.175)","(805.635, 637.338, 12.905, 13.085)","(776.766, 660.841, -66.415, -0.153)","(731.124, 668.506, -25.378, 10.823)","(694.726, 671.034, -43.198, -9.858)","(653.693, 674.401, -46.34, 0.612)","(615.268, 677.448, -40.135, 10.169)","(573.82, 677.008, -44.141, 8.67)","(535.937, 675.038, -24.718, -11.017)","(492.953, 671.607, -45.154, 8.095)","(446.499, 665.763, -31.216, -14.908)","(410.009, 655.497, -36.371, -15.6)","(384.765, 649.27, -22.81, -18.163)","(349.611, 644.986, -26.021, -7.925)","(314.037, 645.819, -40.222, 9.453)","(275.348, 656.324, -44.997, 0.846)","(242.185, 662.548, -24.26, 2.344)","(207.214, 670.879, -18.989, 5.547)","(172.558, 669.118, -28.237, -9.993)","(135.661, 651.55, -28.969, -30.951)","(120.187, 615.288, -9.952, -19.25)","(111.383, 577.815, -11.835, -31.323)","(101.188, 533.647, 0.839, -49.319)","(90.573, 495.089, -19.399, -24.187)","(80.165, 459.172, -30.855, -25.031)"
37,"(421.544, 344.933, 51.576, -9.775)","(454.989, 341.844, 21.787, -4.746)","(489.107, 340.481, 47.346, -2.677)","(527.426, 335.886, 52.022, -9.575)","(563.771, 328.686, 28.719, -9.31)","(599.805, 322.763, 24.689, -9.46)","(634.697, 317.218, 40.565, -21.842)","(666.787, 310.677, 17.294, -13.018)","(697.495, 299.863, 29.549, -14.77)","(727.419, 286.438, 21.1, -26.28)","(752.15, 271.558, 30.585, -30.384)","(763.636, 256.903, 2.046, -33.058)","(778.406, 239.493, -0.811, -3.489)","(790.247, 218.372, 28.208, -12.08)","(800.836, 183.022, 3.435, -60.674)","(809.304, 141.776, 0.592, -47.808)","(808.005, 111.987, 0.088, -32.305)","(804.701, 77.191, 0.135, -31.893)","(782.375, 63.711, -35.639, -9.156)","(743.762, 59.947, -23.837, -5.599)","(709.633, 58.712, -29.151, -11.383)","(676.944, 59.172, -33.417, -10.761)","(635.959, 62.882, -60.485, 8.585)","(594.218, 69.205, -46.952, -9.92)","(555.456, 71.209, -35.177, 12.562)","(515.421, 72.583, -25.841, 4.209)","(472.608, 74.617, -57.914, -12.831)","(430.281, 74.367, -35.072, 4.747)","(390.352, 76.084, -41.946, 13.047)","(351.533, 78.356, -55.649, -6.604)","(310.913, 77.137, -39.094, -17.339)","(273.274, 75.949, -24.681, -7.283)","(234.234, 78.011, -51.154, -3.231)","(200.488, 78.933, -16.009, -8.468)"
38,"(660.62, 228.632, 12.536, -3.868)","(684.393, 219.11, 36.939, -10.089)","(708.251, 210.874, 36.668, -18.99)","(729.747, 201.798, 37.312, -19.396)","(750.992, 197.808, 28.209, 5.932)","(770.498, 195.214, -4.624, -38.479)","(764.931, 144.892, -4.096, -37.765)","(757.746, 118.989, -13.248, -26.929)","(762.085, 102.91, 3.095, -3.507)","(764.708, 94.32, 4.513, -14.618)","(749.799, 80.986, -52.159, -11.202)","(698.681, 96.363, -15.923, 16.372)","(673.212, 104.276, -31.957, -7.748)","(631.066, 96.847, -57.195, 16.215)","(589.17, 110.315, -24.545, -2.202)","(565.538, 113.815, -6.279, 4.532)","(545.389, 105.958, -34.941, -19.714)","(503.147, 98.622, -22.06, 12.109)","(467.249, 98.49, -29.331, 10.289)","(428.57, 96.499, -25.523, -5.279)","(388.865, 98.994, -39.184, 3.094)","(350.813, 99.521, -38.828, 8.974)","(314.545, 98.676, -45.56, -15.512)","(274.914, 97.752, -26.444, -12.364)","(237.016, 95.897, -32.755, -10.439)","(203.65, 93.565, -53.546, 3.802)","(172.895, 95.715, -39.826, 9.705)","(141.357, 87.207, -40.2, 35.406)","(122.639, 127.249, -8.211, 42.684)","(118.038, 172.057, -11.48, 37.641)","(113.74, 217.4, 10.878, 45.725)","(110.872, 254.94, 7.505, 43.573)","(103.626, 291.079, -14.101, 22.842)","(98.707, 322.975, 2.068, 37.33)"
39,"(287.526, 166.106, 41.654, 3.301)","(307.39, 166.566, 48.792, -12.108)","(336.149, 166.045, 41.629, 2.173)","(364.016, 167.441, 31.579, 13.949)","(386.981, 166.044, 29.919, -6.224)","(399.512, 166.189, 20.451, -5.391)","(413.358, 166.391, -0.971, -7.32)","(423.7, 167.946, 3.349, 18.441)","(434.553, 178.188, 18.311, 30.982)","(477.962, 193.162, 37.696, 4.354)","(520.742, 189.29, 42.245, -9.752)","(559.275, 184.799, 52.456, -20.098)","(595.011, 179.618, 36.777, -16.552)","(623.653, 177.325, 13.822, 4.118)","(649.525, 179.27, 27.067, 4.113)","(673.808, 183.684, 11.587, 0.848)","(697.754, 188.614, 18.417, 10.392)","(730.979, 200.688, 32.494, 10.23)","(750.424, 199.258, 34.117, -8.038)","(764.996, 200.253, -6.691, -4.095)","(770.573, 204.704, 8.059, -28.87)","(774.758, 181.01, -2.929, -24.143)","(781.364, 139.172, 0.323, -27.553)","(787.048, 112.984, 4.263, -40.313)","(776.515, 97.798, -29.875, -8.456)","(754.574, 101.517, -39.837, 5.324)","(727.442, 105.116, -23.649, -7.444)","(717.023, 106.343, -10.052, 15.496)","(712.083, 106.927, -4.953, -9.099)","(711.411, 108.965, 6.325, -4.403)","(708.28, 109.927, -3.053, -1.353)","(706.235, 110.66, -6.95, 11.856)","(702.018, 113.963, -15.112, -1.678)","(695.59, 113.916, -28.574, 0.007)"
40,"(732.432, 541.493, 36.307, 9.29)","(771.562, 559.062, 19.412, 65.855)","(780.689, 609.232, -7.557, 53.336)","(784.762, 652.918, -31.201, 0.38)","(743.075, 659.242, -58.923, 22.954)","(697.192, 664.701, -44.524, 18.086)","(653.671, 667.126, -51.546, 0.137)","(609.737, 667.686, -59.28, -16.916)","(565.746, 665.44, -39.177, -2.011)","(524.272, 663.212, -57.125, 2.056)","(478.693, 660.229, -58.108, 5.907)","(433.944, 658.404, -47.39, 7.935)","(389.976, 658.097, -56.685, -15.133)","(345.599, 658.747, -54.934, -14.074)","(299.175, 659.556, -50.291, -6.565)","(255.605, 660.98, -55.726, -6.585)","(212.549, 665.848, -56.222, -6.364)","(172.744, 662.875, -55.456, 1.917)","(138.656, 647.22, -24.023, -46.473)","(123.752, 603.737, -26.525, -56.81)","(110.895, 561.061, -25.744, -43.944)","(96.694, 518.379, -14.241, -54.649)","(84.104, 475.777, -20.638, -36.38)","(74.763, 435.802, 3.178, -35.854)","(69.715, 396.828, 6.481, -38.773)","(33.249, 383.43, -47.993, -21.453)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
41,"(482.041, 218.042, 48.32, -12.397)","(528.142, 215.479, 28.166, -14.629)","(572.37, 218.27, 30.257, 9.794)","(611.574, 216.076, 37.974, 13.233)","(652.126, 210.415, 51.362, -8.728)","(692.28, 204.111, 23.683, -14.03)","(720.03, 193.374, 22.634, -18.851)","(743.849, 178.422, 16.613, -11.105)","(756.515, 172.951, 16.403, -15.25)","(764.139, 174.21, 10.921, 14.377)","(776.051, 182.932, 17.617, -14.849)","(778.487, 161.879, -0.715, -56.236)","(770.15, 130.272, -22.153, -9.134)","(767.913, 112.198, 24.43, -23.924)","(772.665, 85.957, 17.793, -15.865)","(721.864, 92.436, -38.963, 30.192)","(691.23, 89.426, -21.504, -24.971)","(649.227, 80.955, -47.705, 7.488)","(605.117, 90.868, -35.983, -0.08)","(571.283, 103.173, -32.516, 1.777)","(540.192, 101.763, -35.804, 12.218)","(501.559, 99.172, -24.434, -4.866)","(460.545, 98.872, -46.535, -9.841)","(420.212, 98.596, -30.981, -5.818)","(378.542, 98.326, -30.304, 3.711)","(336.481, 98.006, -44.723, 6.117)","(293.32, 96.372, -48.009, 4.419)","(257.831, 94.602, -57.559, 7.671)","(223.075, 91.945, -29.665, -14.15)","(185.891, 96.601, -20.469, 16.238)","(164.33, 88.922, -19.012, -9.7)","(130.917, 99.821, -33.211, 52.931)","(112.988, 137.504, -12.605, 24.707)","(106.661, 176.137, -22.791, 42.229)"
42,"(665.052, 287.0, 44.855, -20.906)","(696.131, 269.271, 25.508, -12.529)","(715.605, 254.243, 21.738, -23.736)","(736.788, 242.263, 32.556, -14.093)","(763.187, 228.084, 41.667, -1.771)","(783.286, 212.484, -6.125, -11.19)","(786.828, 190.786, 30.408, -5.935)","(794.114, 148.743, -19.135, -40.461)","(798.604, 106.677, 11.394, -35.47)","(787.886, 71.569, -43.041, -43.019)","(752.709, 54.344, -39.985, 0.882)","(708.445, 56.319, -38.055, 19.272)","(661.359, 58.913, -49.69, 17.865)","(612.666, 61.411, -47.698, -9.605)","(569.469, 62.716, -45.804, -7.878)","(529.223, 67.033, -43.694, 8.266)","(486.548, 70.146, -51.289, -10.849)","(443.199, 72.016, -47.068, -3.792)","(401.07, 73.459, -39.206, -11.848)","(360.657, 76.744, -30.816, 11.513)","(322.897, 79.06, -49.631, -4.613)","(284.027, 83.17, -30.451, 15.105)","(244.938, 85.247, -53.156, 5.803)","(205.397, 86.849, -43.484, -8.22)","(165.974, 82.038, -47.437, 0.383)","(129.239, 99.554, -27.767, 37.307)","(118.425, 140.15, 9.602, 47.764)","(116.458, 181.597, 5.585, 50.188)","(119.156, 219.836, -1.207, 29.383)","(116.717, 254.134, 7.183, 31.343)","(111.804, 284.579, 1.479, 29.688)","(104.624, 313.099, 4.147, 22.751)","(97.175, 340.863, -23.057, 38.258)","(77.818, 362.543, -48.0, 36.354)"
43,"(703.631, 273.128, 28.374, -22.638)","(740.595, 255.399, 37.861, -2.307)","(766.582, 237.282, 29.266, -6.321)","(785.702, 221.204, 4.904, -15.081)","(794.095, 199.792, 5.391, -48.272)","(810.152, 160.8, 20.52, -57.42)","(808.213, 120.53, -24.409, -61.247)","(800.236, 83.018, -27.262, -45.047)","(766.457, 58.66, -30.57, -19.539)","(715.202, 56.667, -39.659, 12.523)","(667.486, 59.949, -50.928, 4.354)","(620.522, 63.407, -62.312, -5.2)","(572.337, 64.454, -36.568, -10.83)","(530.7, 64.215, -43.739, 10.509)","(489.443, 63.989, -47.978, -6.84)","(448.272, 64.053, -34.435, 4.234)","(401.779, 62.789, -62.2, -10.55)","(355.687, 62.385, -55.237, 0.986)","(306.356, 64.797, -38.323, -7.882)","(256.39, 70.705, -58.128, 11.488)","(209.28, 76.028, -37.932, 7.926)","(168.545, 75.68, -30.741, 2.431)","(130.313, 94.169, -30.692, 30.745)","(108.251, 131.945, -14.229, 47.492)","(97.965, 174.653, 1.858, 34.292)","(90.424, 217.522, 10.346, 39.466)","(86.4, 259.626, -9.293, 28.704)","(81.598, 297.981, -19.684, 31.107)","(79.055, 331.336, 1.567, 34.826)","(67.037, 360.373, -27.162, -12.676)","(30.526, 369.908, -38.852, 28.945)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
44,"(545.181, 391.663, 41.923, 17.8)","(590.252, 406.381, 40.322, 8.908)","(631.002, 421.667, 28.563, 29.261)","(670.628, 434.885, 34.747, 20.212)","(707.506, 449.681, 26.923, 7.589)","(741.651, 467.34, 18.965, 17.934)","(769.776, 488.297, 37.202, 19.085)","(793.784, 506.407, 21.102, 5.214)","(807.542, 525.401, 2.963, 32.088)","(815.976, 539.783, -2.264, -2.582)","(820.112, 542.382, -17.739, -0.255)","(817.396, 549.046, -6.102, 12.309)","(820.957, 552.316, 12.072, -12.184)","(814.95, 549.647, -31.968, 11.07)","(812.746, 561.809, 20.044, 42.136)","(820.183, 586.784, -8.885, 19.73)","(819.959, 630.643, -14.85, 43.638)","(819.266, 653.015, -2.435, 2.244)","(811.569, 666.344, -17.421, -1.688)","(777.382, 680.206, -23.874, 32.701)","(753.05, 691.795, -25.361, 6.556)","(706.478, 694.788, -50.369, 0.779)","(664.022, 695.522, -31.678, 12.222)","(627.613, 698.955, -26.111, 4.181)","(583.262, 696.738, -57.514, -16.854)","(537.806, 691.719, -27.76, -12.34)","(494.768, 688.217, -57.377, -6.526)","(449.218, 686.749, -48.979, 13.877)","(408.034, 685.058, -42.502, -4.442)","(367.832, 686.503, -26.961, -3.037)","(322.942, 684.189, -48.738, -1.084)","(277.168, 680.354, -47.557, -10.012)","(231.961, 678.847, -37.706, -14.151)","(189.806, 681.165, -36.774, -14.697)"
45,"(401.279, 534.935, 48.022, 7.262)","(440.298, 540.065, 47.394, 14.459)","(478.816, 547.282, 20.338, -9.267)","(515.914, 556.486, 54.397, 0.525)","(555.866, 563.742, 30.358, -10.033)","(587.362, 574.235, 20.727, 1.02)","(614.011, 583.986, 43.169, 6.575)","(618.71, 583.981, 24.74, -0.027)","(620.45, 583.98, 34.345, 1.012)","(627.441, 583.934, 23.856, -3.897)","(640.379, 583.931, 44.447, 9.802)","(653.704, 583.991, 27.73, 13.257)","(664.744, 580.974, 26.736, -22.737)","(676.25, 580.205, 0.335, -2.78)","(681.8, 567.431, 1.449, -17.03)","(704.411, 551.095, 20.202, -10.972)","(722.811, 541.92, -5.787, 5.454)","(735.432, 542.586, 7.693, -7.651)","(751.826, 540.524, 31.952, 7.023)","(775.306, 550.582, 14.259, 38.476)","(784.642, 581.636, 3.868, 19.676)","(786.427, 607.743, -13.864, 35.017)","(779.788, 626.898, 8.399, 37.454)","(786.172, 651.266, -4.93, 9.277)","(757.811, 663.589, -28.204, 16.628)","(719.858, 657.276, -10.979, -16.645)","(699.308, 646.313, -30.911, 6.804)","(664.138, 658.535, -29.741, 14.36)","(627.488, 669.595, -51.944, 4.515)","(582.951, 663.408, -26.478, -27.426)","(542.865, 661.661, -65.157, -7.61)","(500.034, 658.725, -47.32, -9.513)","(468.662, 653.381, -34.2, -14.376)","(435.375, 661.051, -55.544, 18.974)"
46,"(545.765, 549.104, 55.964, 4.296)","(588.61, 556.95, 31.763, 12.036)","(632.19, 566.27, 50.315, 12.219)","(666.367, 565.215, 24.227, -13.93)","(701.305, 551.639, 44.054, 8.032)","(740.148, 554.358, 31.195, 20.514)","(772.68, 561.316, 7.198, 55.799)","(774.749, 612.061, 2.236, 59.805)","(781.948, 650.383, 7.167, 23.854)","(732.999, 648.023, -73.363, -16.123)","(693.337, 638.011, -43.699, -5.718)","(649.184, 639.36, -58.269, 1.874)","(606.749, 639.683, -42.368, -14.294)","(561.271, 637.336, -47.813, -10.025)","(525.856, 636.285, -58.109, 1.657)","(491.581, 636.148, -54.399, -4.681)","(457.639, 636.133, -37.242, 3.258)","(425.2, 636.151, -51.582, 0.951)","(396.342, 636.107, -46.741, 0.431)","(358.79, 636.224, -37.318, 1.049)","(314.235, 637.052, -58.507, -10.318)","(268.929, 637.431, -55.131, 1.791)","(227.113, 645.121, -26.518, 2.564)","(193.831, 653.129, -43.863, 1.617)","(145.978, 652.006, -33.369, 9.191)","(118.911, 610.046, -11.492, -62.129)","(107.026, 562.151, 0.11, -60.7)","(94.492, 518.832, -20.367, -50.808)","(81.568, 479.372, -27.925, -27.746)","(69.698, 442.55, 2.821, -36.895)","(67.189, 407.5, 2.218, -49.744)","(29.687, 384.095, -54.845, -30.71)","(None, None, None, None)","(None, None, None, None)"
47,"(658.756, 561.78, 50.324, 13.206)","(692.517, 556.861, 36.174, -12.392)","(740.036, 558.458, 50.258, 15.884)","(772.379, 562.572, 33.006, -15.595)","(769.308, 606.194, 9.646, 26.69)","(772.519, 647.367, 15.096, 28.07)","(734.735, 670.579, -75.043, -6.728)","(688.703, 672.113, -36.699, 13.918)","(642.991, 672.876, -32.573, -12.018)","(596.471, 670.275, -47.375, 6.036)","(547.925, 668.658, -55.605, -18.401)","(500.823, 665.085, -53.139, 3.03)","(454.58, 662.792, -39.422, 7.25)","(409.038, 662.167, -46.162, -7.565)","(365.187, 660.115, -32.411, 2.007)","(321.781, 659.015, -37.565, -4.047)","(279.477, 659.851, -46.757, -2.006)","(238.532, 662.114, -27.482, 19.257)","(197.386, 663.064, -32.591, 6.913)","(155.946, 662.524, -46.436, 14.8)","(128.709, 631.978, -6.675, -33.655)","(116.267, 589.987, -25.148, -51.675)","(105.518, 549.919, -6.077, -49.797)","(96.323, 508.841, 1.66, -55.677)","(85.098, 469.243, -6.108, -45.436)","(79.709, 432.854, -6.852, -35.497)","(73.474, 393.684, -26.566, -27.514)","(30.598, 378.6, -53.425, -3.635)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
