,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
55,"(609.384, 166.082, 59.486, 2.96)","(637.236, 166.011, 37.274, -9.839)","(654.661, 166.04, 38.881, -7.058)","(660.734, 166.006, 48.989, -3.257)","(665.166, 166.02, 56.513, -3.068)","(680.837, 166.029, 62.08, -1.157)","(695.977, 166.015, 44.839, -4.833)","(698.702, 166.005, 57.586, -0.866)","(701.357, 166.114, 57.417, 6.111)","(715.624, 166.011, 38.002, -3.295)","(727.907, 166.003, 27.8, -18.867)","(735.631, 166.128, 21.793, -2.867)","(744.918, 166.255, -26.365, -1.409)","(746.122, 166.926, 21.754, -6.629)","(754.998, 175.888, -7.554, 16.846)","(764.483, 180.9, 19.61, -18.604)","(776.602, 181.457, 2.774, -28.531)","(783.57, 137.248, 4.624, -31.309)","(786.471, 109.012, 1.895, -36.547)","(756.91, 86.772, -63.686, 9.903)","(720.743, 88.695, -57.729, 11.095)","(684.348, 87.663, -48.012, 1.417)","(640.562, 96.151, -5.075, 20.285)","(621.958, 102.777, -21.464, -3.344)","(573.656, 94.345, -28.416, 14.535)","(532.692, 103.656, -42.158, 17.645)","(494.499, 106.894, -61.833, -10.333)","(452.413, 106.979, -51.057, -7.511)","(410.025, 106.649, -47.509, -5.21)","(369.693, 105.649, -52.414, 17.912)","(334.291, 106.241, -29.568, 6.674)","(299.009, 105.441, -20.03, -14.373)","(260.037, 105.071, -42.209, 10.347)","(223.113, 100.146, -42.056, -20.451)","(205.95, 97.121, -29.342, -2.452)","(183.333, 98.797, -35.42, -1.675)","(163.141, 96.308, -24.114, -25.507)","(128.901, 120.048, -2.36, 42.983)","(128.488, 164.508, 4.228, 37.979)","(127.538, 208.059, -14.862, 56.084)","(125.392, 247.163, -9.515, 54.396)","(119.722, 285.185, -8.729, 41.319)","(116.088, 312.231, -7.641, 20.745)","(107.158, 341.009, -25.274, 36.352)","(95.922, 360.293, -22.923, 10.007)","(83.059, 374.106, -5.654, -2.036)","(43.436, 374.741, -100.764, -17.415)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
56,"(496.991, 242.162, 41.598, 18.622)","(541.826, 244.415, 45.36, 8.756)","(588.876, 242.303, 61.817, 5.406)","(631.792, 235.59, 42.121, 9.608)","(662.99, 228.423, 26.697, 9.527)","(692.737, 226.173, 39.651, -14.785)","(718.385, 220.097, 16.033, -10.485)","(742.78, 215.529, 18.509, 5.772)","(763.965, 209.844, 22.813, -6.772)","(786.183, 168.456, 3.201, -30.113)","(791.226, 132.099, 15.94, -27.953)","(787.688, 94.172, -17.481, -22.785)","(759.582, 71.865, -49.839, -28.651)","(707.527, 73.907, -49.375, 24.471)","(661.752, 89.875, -57.451, 3.941)","(624.179, 95.218, -45.799, -17.785)","(586.382, 85.601, -37.879, -20.032)","(545.758, 88.17, -36.349, 2.993)","(506.879, 92.732, -35.055, 9.779)","(466.753, 96.662, -54.288, 0.124)","(428.266, 99.016, -53.198, 11.854)","(387.253, 97.516, -30.991, 17.147)","(345.491, 98.647, -26.271, 9.543)","(305.597, 98.877, -33.703, 13.456)","(268.317, 97.968, -40.084, 5.746)","(231.157, 95.425, -33.134, -21.924)","(197.611, 95.479, -40.091, -9.178)","(169.351, 93.989, -12.264, -2.287)","(132.867, 112.128, -19.598, 55.54)","(124.455, 156.356, -3.685, 29.405)","(119.479, 196.981, -0.64, 56.364)","(114.515, 237.396, -11.609, 34.199)","(110.461, 274.41, -7.589, 52.905)","(106.404, 306.726, -19.453, 44.308)","(100.603, 343.464, -15.393, 45.962)","(88.377, 366.471, -14.04, 10.139)","(69.171, 376.109, -42.299, -11.969)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
57,"(394.48, 297.788, 51.984, -14.899)","(436.488, 284.969, 45.834, -27.745)","(472.121, 276.284, 20.002, -18.029)","(510.462, 270.262, 42.669, -0.911)","(546.149, 262.296, 43.675, -1.522)","(577.968, 257.148, 12.627, -8.832)","(610.617, 248.293, 27.865, 9.634)","(641.332, 241.301, 36.519, -7.431)","(669.503, 234.521, 27.494, 1.1)","(695.743, 233.828, 35.222, 14.516)","(718.291, 231.128, 25.853, -12.416)","(741.52, 222.022, 14.964, -13.974)","(763.127, 215.764, 32.056, 14.278)","(782.241, 201.995, 27.259, -20.739)","(796.837, 180.826, 2.618, -23.721)","(804.294, 153.763, 5.701, -43.568)","(806.036, 124.975, -19.605, -68.076)","(789.966, 93.151, -29.046, -22.758)","(771.997, 75.023, -14.733, -7.186)","(737.507, 68.032, -19.048, -5.782)","(704.525, 68.359, -23.835, -9.03)","(671.585, 64.967, -42.954, -16.499)","(634.602, 60.325, -38.531, -2.761)","(594.584, 67.627, -50.272, 14.565)","(552.99, 72.846, -33.939, 7.901)","(511.074, 74.657, -44.443, -0.212)","(472.527, 78.103, -53.819, 8.672)","(432.574, 79.358, -42.8, 18.159)","(391.703, 79.81, -26.974, 3.673)","(351.124, 79.609, -56.592, 10.553)","(313.481, 81.053, -43.089, -6.004)","(277.527, 81.438, -24.126, -15.016)","(241.454, 80.826, -50.56, -11.383)","(201.145, 80.816, -40.754, -13.041)","(163.881, 78.65, -44.164, -11.139)","(127.866, 93.35, -40.31, 34.382)","(116.444, 139.228, 2.538, 45.766)","(114.845, 181.244, -9.883, 32.46)","(110.69, 220.268, 12.031, 49.392)","(103.389, 256.294, -9.369, 43.362)","(100.515, 288.646, 9.296, 32.426)","(93.161, 317.644, -12.396, 13.014)","(84.253, 346.897, -7.162, 26.446)","(59.536, 371.328, -57.01, -4.464)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
58,"(318.093, 421.083, 54.962, -15.446)","(357.717, 411.812, 24.556, -8.249)","(391.365, 406.942, 20.001, 1.869)","(427.14, 397.704, 47.074, -8.827)","(459.368, 389.84, 38.602, -13.313)","(490.912, 378.258, 44.303, 6.19)","(523.083, 369.88, 30.255, 0.344)","(552.57, 359.331, 28.088, -22.81)","(584.185, 345.693, 29.822, -22.755)","(613.201, 334.755, 20.363, -5.8)","(640.571, 324.408, 12.068, -12.557)","(666.888, 315.538, 17.235, -8.527)","(692.585, 305.891, 17.927, -4.044)","(717.856, 294.518, 22.336, -9.021)","(738.248, 284.738, 15.647, -2.449)","(757.361, 276.236, 29.315, -24.235)","(772.633, 272.521, 27.751, 1.374)","(785.699, 267.655, 28.423, -17.026)","(793.181, 257.946, -12.42, 5.315)","(797.992, 243.373, 13.98, -2.551)","(798.939, 230.428, 4.927, -17.592)","(800.659, 222.28, 2.16, -9.781)","(810.544, 209.914, 19.789, -24.684)","(818.659, 194.787, -4.024, -14.232)","(817.93, 176.744, 0.759, -15.678)","(808.159, 152.971, -13.255, -41.219)","(806.161, 126.41, 3.729, -3.564)","(808.008, 94.254, -1.77, -37.351)","(798.045, 70.442, -2.99, -40.476)","(775.528, 57.121, -17.161, -0.084)","(741.974, 57.397, -34.26, 0.016)","(707.783, 59.056, -41.4, 14.016)","(671.638, 60.383, -36.597, -8.538)","(632.629, 60.338, -52.401, 8.704)","(596.267, 61.078, -34.731, -10.359)","(559.655, 60.938, -30.943, 6.245)","(525.204, 62.727, -35.819, -4.492)","(491.358, 63.078, -46.082, -2.58)","(452.082, 62.82, -49.162, 0.386)","(412.698, 63.023, -43.166, -10.155)","(375.727, 64.109, -26.648, 9.705)","(341.881, 65.657, -37.436, 13.232)","(307.468, 62.632, -33.164, -14.196)","(275.283, 61.581, -21.767, 8.115)","(248.617, 61.929, -36.112, -5.74)","(220.05, 64.759, -34.454, -4.967)","(196.073, 61.04, -29.578, -3.623)","(160.537, 65.938, -51.218, 11.518)","(116.671, 78.146, -31.289, 6.906)","(89.86, 108.963, -25.81, 27.987)","(72.573, 148.191, -2.345, 42.08)","(67.112, 187.669, -12.611, 29.947)","(65.568, 228.021, 5.931, 40.317)","(63.317, 264.229, -15.964, 32.701)"
59,"(572.496, 172.192, 33.251, -21.695)","(593.679, 166.063, 36.622, 0.898)","(607.106, 166.024, 47.305, -8.401)","(619.417, 166.189, 30.601, 4.807)","(632.322, 166.173, 25.626, 1.72)","(651.093, 166.01, 40.294, -11.121)","(657.898, 166.034, 27.087, -0.805)","(663.741, 166.031, 38.133, -0.869)","(671.737, 166.02, 21.997, -4.75)","(681.321, 166.049, 30.771, -1.138)","(687.491, 166.039, 53.962, -1.934)","(698.954, 166.021, 48.229, -12.156)","(705.654, 166.022, 44.911, -2.446)","(714.437, 166.02, 39.667, -0.003)","(722.992, 166.035, 28.082, -0.185)","(736.942, 167.613, 12.224, -2.695)","(746.192, 172.197, 1.507, 17.483)","(754.139, 186.584, 12.782, 5.384)","(771.842, 184.317, 5.31, 9.542)","(776.869, 152.045, 16.001, -27.486)","(768.163, 122.845, -4.749, 3.238)","(775.028, 98.059, -4.999, -15.214)","(751.226, 85.511, -36.963, -19.441)","(717.035, 81.945, -45.524, 1.748)","(677.487, 78.657, -36.627, 4.025)","(641.754, 86.051, -7.64, 14.188)","(601.836, 81.836, -28.986, 0.248)","(559.633, 85.945, -25.103, 24.624)","(527.891, 92.306, -46.773, 21.05)","(496.263, 97.692, -26.106, 16.751)","(460.203, 99.114, -34.263, -4.001)","(421.134, 99.325, -32.914, -7.955)","(383.003, 99.254, -27.266, -7.897)","(342.306, 99.891, -45.338, -13.023)","(306.95, 98.542, -22.747, 6.18)","(275.091, 98.451, -39.979, -4.76)","(243.509, 97.429, -43.803, -4.667)","(210.274, 92.28, -49.442, 24.162)","(173.945, 96.459, -8.961, -5.347)","(141.946, 95.005, -37.6, 46.156)","(127.974, 142.748, -14.476, 46.781)","(126.486, 176.09, 6.44, 31.38)","(121.773, 213.375, -19.321, 51.013)","(115.813, 248.062, -3.603, 41.999)","(111.517, 282.353, -15.502, 32.437)","(107.622, 310.706, -6.776, 16.301)","(103.963, 335.496, -14.402, 12.865)","(98.133, 354.577, -1.847, -1.322)","(87.177, 372.656, -22.598, -2.702)","(46.596, 377.527, -59.899, -5.658)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
60,"(738.315, 249.022, 31.667, -10.265)","(776.966, 229.826, 41.74, -31.31)","(799.041, 198.125, 28.641, -26.68)","(814.262, 153.531, 8.51, -49.673)","(807.711, 111.022, -3.127, -50.362)","(791.298, 80.08, -23.295, -8.819)","(750.779, 65.653, -57.41, -9.498)","(704.116, 63.898, -31.389, -6.246)","(660.339, 65.084, -32.209, -12.643)","(613.604, 67.791, -48.665, -11.767)","(569.758, 67.738, -30.987, -4.877)","(528.139, 68.307, -29.006, 2.279)","(483.514, 69.577, -32.765, -2.856)","(436.779, 71.807, -52.257, 3.255)","(393.102, 73.905, -32.053, -13.886)","(348.68, 75.504, -49.038, -5.858)","(304.786, 78.391, -38.616, -11.407)","(261.008, 78.748, -51.61, -13.201)","(217.826, 78.783, -52.947, -14.094)","(178.625, 78.318, -42.683, -0.794)","(138.286, 86.429, -29.707, 34.974)","(112.05, 124.865, -20.05, 51.918)","(99.763, 165.094, -15.709, 50.599)","(90.112, 207.723, -19.757, 54.863)","(85.131, 250.65, 2.878, 40.409)","(80.304, 291.142, -5.875, 33.633)","(78.464, 329.815, 7.722, 32.993)","(65.076, 363.877, -46.999, 14.516)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
61,"(425.522, 179.207, 20.36, -8.873)","(458.563, 170.156, 32.262, -13.861)","(485.556, 166.085, 55.759, -0.742)","(509.005, 166.259, 47.11, 8.191)","(540.844, 166.41, 36.373, 7.822)","(562.774, 166.12, 45.525, 3.91)","(578.25, 166.104, 38.887, -5.589)","(586.539, 166.011, 28.371, -2.26)","(592.031, 166.069, 22.305, -1.033)","(599.041, 166.008, 33.393, -2.126)","(611.348, 166.087, 35.556, -3.625)","(631.595, 166.395, 33.056, -0.627)","(642.601, 166.104, 19.913, 2.744)","(648.721, 166.014, 42.594, -0.1)","(648.721, 166.014, 42.594, -0.1)","(656.705, 166.032, 27.335, -4.445)","(677.736, 166.743, 12.571, 2.84)","(694.799, 166.316, 26.147, 8.998)","(711.075, 166.242, 28.303, 5.872)","(727.939, 166.171, 31.563, -4.868)","(737.556, 166.667, 14.874, -2.256)","(742.855, 166.151, 12.453, -5.735)","(745.942, 167.572, 12.981, 20.957)","(755.696, 175.021, 18.958, -7.674)","(758.177, 185.412, 5.973, 19.89)","(774.678, 172.353, 1.355, -39.489)","(778.393, 150.79, -1.513, -17.379)","(793.647, 126.182, 17.832, -50.452)","(806.262, 102.414, 6.838, -13.461)","(801.927, 85.719, -4.592, 6.618)","(781.184, 69.721, -43.194, -14.621)","(746.209, 61.268, -46.815, -13.473)","(712.645, 59.011, -28.993, -5.206)","(679.156, 57.096, -28.516, 7.525)","(640.666, 58.597, -29.528, 14.621)","(603.797, 58.864, -36.457, 6.602)","(565.269, 61.558, -43.285, 13.832)","(528.712, 64.861, -36.696, 1.104)","(489.796, 66.797, -29.049, -6.056)","(452.355, 69.054, -28.166, -0.649)","(415.204, 67.238, -49.402, -11.402)","(379.895, 66.421, -42.938, -9.887)","(346.778, 66.549, -15.032, -5.945)","(316.54, 68.389, -11.739, -6.189)","(287.081, 67.745, -12.175, -10.614)","(256.823, 69.385, -19.303, -4.294)","(227.239, 70.838, -41.029, 9.625)","(195.881, 65.297, -14.397, -10.012)","(166.495, 66.424, -38.495, 15.206)","(121.531, 80.447, -30.104, 21.209)","(97.352, 108.036, -7.38, 38.18)","(80.155, 145.474, -5.971, 45.535)","(72.094, 184.243, 3.744, 49.234)","(69.017, 220.963, -10.868, 41.067)"
62,"(634.831, 213.064, 17.646, 9.348)","(668.793, 206.337, 21.874, -23.396)","(702.289, 195.972, 44.734, -4.133)","(730.024, 181.145, 32.077, -19.689)","(753.165, 179.387, 33.348, 4.32)","(775.564, 165.404, 11.553, -31.454)","(777.482, 166.962, 22.227, 12.081)","(786.143, 175.269, -2.132, -11.223)","(794.654, 148.027, 4.767, -46.242)","(794.688, 108.842, 0.308, -35.074)","(777.142, 88.229, -40.194, -36.371)","(744.228, 68.747, -57.742, -22.455)","(696.736, 75.556, -35.511, 24.148)","(657.017, 88.101, -51.591, 7.317)","(620.044, 99.455, -32.832, 8.443)","(586.148, 95.159, -58.66, -29.007)","(532.575, 94.97, -43.238, 8.571)","(491.625, 97.696, -41.027, 12.437)","(451.991, 97.348, -32.851, -17.028)","(411.901, 97.237, -40.268, -5.775)","(370.425, 96.66, -55.367, -11.686)","(329.168, 94.868, -49.806, 5.388)","(289.454, 93.451, -39.272, -11.993)","(249.745, 92.74, -21.31, 0.105)","(212.477, 87.02, -46.764, -7.188)","(176.002, 87.771, -35.794, 4.679)","(138.643, 89.738, -39.466, 41.316)","(120.77, 125.749, 0.25, 26.561)","(114.252, 169.277, -8.889, 55.861)","(110.635, 210.362, -11.142, 35.165)","(107.063, 251.614, -10.776, 29.067)","(104.845, 290.946, 11.355, 53.685)","(102.569, 327.791, 7.814, 28.837)","(94.315, 358.589, -27.124, 19.301)","(76.016, 373.906, -25.133, 2.472)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
63,"(710.108, 470.514, 35.339, 28.583)","(750.186, 493.199, 35.657, 8.562)","(783.453, 515.973, 26.116, 16.349)","(807.014, 549.668, 31.171, 44.305)","(815.636, 577.328, 4.062, 5.005)","(809.11, 615.341, 3.947, 55.525)","(806.076, 659.11, -12.277, 19.845)","(783.122, 679.948, -38.265, 8.504)","(745.034, 683.953, -40.186, -4.332)","(700.781, 682.658, -36.607, -9.101)","(656.324, 681.862, -35.247, -11.68)","(613.125, 680.392, -39.646, -12.679)","(569.037, 680.935, -37.004, -10.579)","(525.787, 681.965, -45.399, 15.396)","(479.652, 678.839, -58.588, -2.546)","(435.944, 678.102, -28.362, -18.159)","(393.966, 674.766, -38.83, -5.256)","(350.599, 674.119, -35.191, -7.027)","(307.171, 670.217, -41.341, -8.847)","(264.796, 670.196, -48.062, -13.654)","(223.006, 669.571, -35.616, 9.677)","(183.188, 666.813, -43.929, -2.651)","(143.921, 661.914, -36.822, -32.115)","(123.804, 621.821, -15.782, -45.164)","(110.923, 581.639, -22.303, -34.657)","(99.806, 543.576, 4.937, -44.793)","(89.921, 503.1, -8.843, -26.438)","(78.631, 459.812, -22.914, -35.543)","(72.418, 428.458, -10.275, -19.951)","(70.119, 394.496, -2.032, -21.643)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
64,"(348.559, 296.179, 34.713, 7.869)","(393.546, 288.989, 55.207, -6.0)","(430.285, 278.757, 30.87, 3.192)","(464.32, 267.926, 52.97, -9.187)","(499.587, 261.635, 18.796, 4.133)","(534.262, 251.886, 31.187, -27.033)","(569.178, 243.599, 20.446, -9.281)","(603.638, 237.174, 29.647, -23.175)","(634.968, 232.68, 42.983, -17.637)","(663.105, 229.347, 27.526, -7.677)","(691.597, 225.725, 19.07, -11.866)","(718.977, 219.8, 39.426, -8.691)","(741.138, 215.511, 35.085, -38.844)","(764.426, 210.436, 33.565, 9.477)","(778.085, 191.413, 8.787, -19.313)","(782.405, 153.709, -8.817, -40.136)","(777.981, 122.017, -3.797, -23.874)","(778.444, 97.215, -3.686, -14.867)","(735.747, 83.673, -29.509, -16.933)","(695.127, 78.898, -51.061, 8.595)","(656.479, 80.371, -38.308, -2.679)","(620.565, 85.835, -35.072, -27.66)","(574.825, 83.525, -57.436, 1.126)","(535.591, 92.675, -44.395, -1.848)","(496.041, 96.224, -26.725, -12.954)","(454.677, 94.623, -43.186, -5.863)","(412.453, 94.758, -42.411, -17.115)","(369.293, 95.548, -38.773, 10.053)","(324.037, 97.194, -58.821, 16.037)","(284.309, 96.445, -19.836, -12.373)","(248.302, 94.523, -37.505, -8.026)","(208.811, 92.453, -32.794, 3.226)","(173.311, 97.442, -35.02, -22.18)","(138.94, 100.254, -11.582, 43.351)","(125.458, 147.309, 5.778, 46.513)","(120.152, 187.668, 5.584, 33.319)","(116.141, 223.709, -14.158, 22.138)","(112.846, 257.765, 11.269, 22.573)","(108.947, 291.259, -11.542, 29.793)","(103.447, 320.562, 5.74, 18.158)","(95.361, 347.657, -2.87, 31.671)","(81.36, 369.357, -34.146, 15.152)","(44.359, 374.804, -75.692, -10.19)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
65,"(470.259, 188.601, 47.347, -6.762)","(513.561, 177.641, 53.669, -21.645)","(551.574, 171.341, 47.723, -1.187)","(575.76, 166.116, 11.59, 5.516)","(587.071, 166.066, 40.984, 2.158)","(596.642, 166.017, 34.303, -5.058)","(607.784, 166.04, 29.727, -5.223)","(619.232, 166.023, 32.127, -0.355)","(629.72, 166.009, 44.003, -1.22)","(634.839, 166.05, 40.27, -3.559)","(646.387, 166.267, 30.033, 11.496)","(658.892, 166.074, 55.778, 0.475)","(666.985, 166.012, 34.136, -0.108)","(683.475, 166.124, 45.716, 5.242)","(694.683, 166.056, 32.266, 2.974)","(704.56, 166.052, 38.875, -4.087)","(709.584, 166.043, 20.64, 1.355)","(727.866, 166.06, 2.653, 2.41)","(746.007, 176.745, 17.396, 22.34)","(756.225, 188.836, 21.09, 24.219)","(769.309, 193.692, 32.615, -0.98)","(774.045, 182.488, -3.791, -8.776)","(768.869, 151.618, -10.706, -43.349)","(770.952, 122.135, 5.001, -23.769)","(780.904, 95.368, -63.261, -15.712)","(745.302, 85.573, -24.879, 2.072)","(708.628, 85.507, -27.86, -0.002)","(671.083, 77.723, -41.402, -30.109)","(642.88, 68.063, -40.198, -11.296)","(607.321, 63.434, -24.481, 5.729)","(563.904, 67.883, -28.35, -7.629)","(523.53, 76.507, -26.887, -3.377)","(491.015, 77.822, -12.691, -8.137)","(460.801, 74.473, -52.728, 13.909)","(426.926, 77.877, -43.072, 10.711)","(392.066, 75.479, -22.351, -1.362)","(359.325, 67.885, -50.815, 0.879)","(321.057, 62.956, -40.164, -7.642)","(288.573, 62.652, -16.335, 1.274)","(257.809, 63.591, -37.731, 7.937)","(228.449, 70.613, -27.477, -1.02)","(187.223, 73.85, -39.438, 6.955)","(149.873, 69.376, -44.09, 2.579)","(111.678, 91.68, -40.887, 16.443)","(84.411, 120.374, -14.238, 19.386)","(71.772, 151.462, -12.291, 18.074)","(64.486, 190.07, 6.623, 22.203)","(61.603, 227.248, 7.411, 47.944)","(62.313, 262.253, -8.698, 18.157)","(58.262, 294.749, -10.585, 28.88)","(57.103, 324.166, 17.774, 38.111)","(51.566, 355.469, -34.977, 39.703)","(None, None, None, None)","(None, None, None, None)"
66,"(727.964, 390.586, 2.72, -30.791)","(747.191, 362.988, 8.48, -18.399)","(765.174, 333.345, 19.99, -40.11)","(784.315, 304.769, 29.71, -16.923)","(799.748, 281.081, 0.705, -16.794)","(811.429, 262.79, -4.041, -30.874)","(817.818, 242.007, -7.895, -10.915)","(818.248, 227.099, -5.717, -13.493)","(814.645, 214.929, -7.41, -17.47)","(810.736, 201.718, 33.629, -35.505)","(837.377, 170.648, 20.942, -59.458)","(837.995, 166.189, 7.604, -30.147)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)","(838.056, 166.013, 3.618, -10.536)"
67,"(372.552, 197.676, 45.558, 6.93)","(409.6, 190.103, 22.032, -10.23)","(445.127, 179.639, 48.311, 9.175)","(473.548, 172.167, 19.475, 1.505)","(498.067, 166.006, 16.448, -5.214)","(508.806, 166.091, 40.026, 1.302)","(509.597, 166.011, 47.444, -4.827)","(518.817, 166.092, 31.504, 3.395)","(532.487, 166.055, 50.399, 1.32)","(544.753, 166.094, 29.262, -6.798)","(565.315, 166.242, 36.525, -2.609)","(587.676, 168.841, 11.255, 8.618)","(607.905, 175.832, 21.843, 13.204)","(628.143, 179.735, 18.122, -1.246)","(652.31, 192.829, 28.919, 23.393)","(685.781, 201.736, 14.136, -20.385)","(711.629, 199.225, 28.236, 20.628)","(732.375, 205.006, 34.733, 22.407)","(748.391, 206.749, 16.718, 10.018)","(758.95, 209.271, 26.178, 13.185)","(784.058, 196.695, 1.071, -45.549)","(803.538, 172.148, 0.456, -57.353)","(804.743, 138.331, -6.437, -42.651)","(804.399, 113.1, -13.801, -35.834)","(798.663, 90.198, -1.902, -26.007)","(776.835, 70.593, -35.555, -21.816)","(757.987, 57.219, -26.963, -11.208)","(730.749, 53.745, -35.132, 6.769)","(711.653, 59.283, -17.323, 10.218)","(678.947, 64.943, -52.32, 4.976)","(638.624, 63.168, -33.155, -19.374)","(592.311, 55.282, -39.731, 4.811)","(548.683, 55.539, -30.366, -14.819)","(511.898, 57.705, -41.342, -11.136)","(477.844, 60.589, -51.231, 3.437)","(436.966, 59.208, -31.058, 7.796)","(400.952, 59.073, -21.706, 7.933)","(364.297, 58.415, -47.434, 6.815)","(331.265, 59.565, -47.525, 3.723)","(297.469, 59.036, -32.589, 3.281)","(265.637, 58.448, -41.084, -8.134)","(235.846, 63.177, -16.106, 14.505)","(206.707, 72.42, -39.886, 23.725)","(160.521, 69.045, -34.495, 1.412)","(124.921, 89.706, -25.887, 32.758)","(104.086, 125.798, -29.533, 25.846)","(91.828, 161.207, -18.491, 20.297)","(84.602, 193.663, 3.7, 24.353)","(79.174, 224.643, -5.723, 39.714)","(77.148, 259.703, -11.663, 21.137)","(75.41, 291.7, -10.605, 44.234)","(74.393, 318.348, 1.77, 8.041)","(70.552, 352.26, 1.725, 31.913)","(40.714, 367.247, -50.539, 22.287)"
