,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
10,"(662.794, 583.707, 39.23, 23.124)","(670.013, 583.956, 65.591, -2.567)","(682.488, 583.937, 34.639, 0.206)","(713.416, 583.626, 52.021, 4.057)","(744.704, 582.267, 31.568, -8.138)","(768.993, 566.267, 22.89, -19.969)","(780.141, 599.863, -0.507, 42.227)","(781.18, 635.36, 15.293, 37.409)","(759.699, 655.166, -71.539, -10.415)","(709.247, 646.74, -37.005, -7.341)","(665.795, 640.316, -55.236, -12.97)","(631.11, 636.154, -35.826, 6.042)","(608.173, 636.166, -71.698, 4.463)","(570.241, 636.216, -31.476, 4.907)","(550.891, 636.076, -36.549, -4.595)","(525.135, 636.19, -63.509, -7.201)","(512.681, 636.046, -57.996, -2.266)","(512.681, 636.046, -57.996, -2.266)","(494.867, 636.11, -56.874, 0.853)","(477.506, 636.012, -65.846, -1.148)","(464.766, 636.006, -71.606, -11.732)","(427.778, 636.248, -66.178, -0.573)","(383.916, 636.052, -43.537, -3.712)","(351.952, 636.459, -25.36, 9.789)","(317.218, 636.526, -55.487, -3.568)","(279.143, 636.702, -22.259, 8.393)","(249.561, 637.716, -30.841, -0.707)","(222.11, 645.804, -6.848, 16.838)","(196.66, 653.75, -40.462, -22.384)","(163.6, 653.325, -27.252, 2.825)","(133.428, 641.079, -6.775, -34.177)","(126.697, 600.943, 11.907, -53.982)","(122.876, 563.82, -3.391, -26.022)","(114.939, 526.416, -8.047, -24.139)","(108.68, 486.288, -19.008, -28.913)","(101.637, 447.861, -22.645, -19.947)","(97.307, 418.461, 3.662, -10.013)","(86.47, 395.271, -8.726, -19.922)","(72.654, 384.572, -23.347, 15.89)","(39.891, 378.626, -100.467, 3.639)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
11,"(679.852, 401.332, 14.884, -15.29)","(705.286, 381.583, 41.802, -25.401)","(729.831, 358.784, 28.082, -33.794)","(752.437, 335.777, 38.278, -18.912)","(774.736, 314.203, 32.846, -34.334)","(790.842, 291.465, 13.059, -39.202)","(802.353, 269.042, 25.857, -20.94)","(809.549, 247.721, 5.996, -7.32)","(813.459, 237.528, 9.968, -16.572)","(817.072, 230.898, 13.59, -16.891)","(825.641, 222.687, 6.206, -17.737)","(825.018, 212.404, 1.651, 1.888)","(821.719, 205.854, -13.256, -2.648)","(810.356, 195.131, 5.213, -57.792)","(815.846, 177.269, -16.543, -3.095)","(814.024, 155.607, 3.638, -31.51)","(816.353, 121.098, -18.079, -6.473)","(817.167, 90.079, 9.277, -11.674)","(811.329, 71.309, -19.085, -9.118)","(802.433, 61.525, 5.339, -7.739)","(802.566, 61.801, -10.961, -14.848)","(803.812, 62.319, 7.306, 15.463)","(782.786, 57.998, -19.774, -15.799)","(752.08, 49.996, -27.224, -6.405)","(714.566, 51.559, -60.402, 0.429)","(672.083, 53.411, -29.975, 9.695)","(631.605, 54.257, -64.014, -0.427)","(591.683, 56.148, -63.218, 9.24)","(553.994, 56.658, -31.235, -13.596)","(514.106, 57.119, -41.822, -11.397)","(478.19, 58.328, -49.098, -1.293)","(443.873, 60.865, -43.147, 9.45)","(411.95, 61.532, -37.841, 15.806)","(378.142, 60.534, -31.572, 2.025)","(343.327, 62.08, -35.114, -3.194)","(307.099, 61.62, -38.185, -8.842)","(271.275, 63.203, -47.753, 3.514)","(241.768, 65.108, -26.169, -0.529)","(215.238, 70.85, -50.402, 0.395)","(176.255, 79.455, -44.309, -16.934)","(132.251, 88.828, -35.603, 28.747)","(110.135, 129.739, -13.159, 40.048)","(106.924, 170.363, 8.432, 28.746)","(101.933, 208.515, 9.94, 37.035)"
12,"(296.815, 166.007, 30.937, -1.583)","(310.189, 166.001, 48.534, -6.131)","(321.592, 166.015, 32.424, 0.756)","(325.898, 166.006, 58.694, -0.728)","(338.477, 166.193, 46.443, -14.193)","(360.376, 166.177, 47.267, 3.388)","(391.572, 166.78, 46.228, 6.246)","(418.729, 166.159, 14.42, 3.427)","(451.169, 169.725, 43.431, -0.148)","(477.811, 174.543, 13.672, -14.511)","(502.674, 172.933, 22.915, 6.898)","(526.586, 174.896, 39.833, 6.978)","(555.476, 181.123, 20.099, -11.813)","(582.405, 184.222, 39.323, -13.603)","(607.288, 184.827, 16.044, 15.511)","(628.84, 186.48, 10.01, -4.014)","(646.443, 188.973, 28.857, -15.152)","(661.723, 192.383, 17.595, 2.405)","(677.796, 191.863, 22.14, -1.602)","(688.047, 192.563, 20.472, 2.95)","(701.449, 195.931, 9.738, -4.943)","(712.463, 201.573, 18.349, 1.618)","(722.325, 203.918, 11.079, 16.599)","(732.492, 211.889, 13.502, 20.277)","(741.406, 216.504, 11.19, 5.028)","(756.933, 218.78, 32.05, -1.239)","(775.032, 213.122, 1.759, -10.756)","(769.079, 193.503, -18.128, -13.368)","(769.6, 171.261, 5.443, -16.668)","(773.669, 151.823, -0.423, -10.717)","(779.343, 136.226, 9.49, -22.599)","(788.676, 114.576, 19.832, -18.155)","(777.684, 99.338, -39.115, -0.969)","(753.817, 102.277, -22.656, 17.855)","(737.526, 101.594, -25.526, -6.768)","(721.583, 97.663, -9.333, -12.881)","(702.181, 90.144, -12.992, -9.269)","(675.639, 78.437, -20.976, -0.274)","(643.81, 72.585, -21.961, -17.716)","(613.212, 70.471, -22.383, -7.277)","(577.945, 69.374, -34.036, 6.862)","(546.59, 65.713, -27.271, -11.649)","(516.766, 66.84, -33.653, -4.614)","(484.313, 69.673, -36.599, -3.02)"
13,"(549.262, 382.425, 16.141, -15.188)","(565.768, 365.636, 8.483, -7.535)","(590.085, 344.739, 18.974, -32.642)","(610.405, 322.909, 34.029, -11.518)","(635.805, 307.802, 32.376, -21.912)","(658.897, 294.697, 26.5, -3.118)","(685.143, 285.07, 32.214, 5.442)","(707.989, 275.27, 31.129, -16.94)","(727.725, 263.329, 24.861, -14.159)","(747.405, 254.406, 12.951, -17.462)","(766.276, 233.908, 13.694, -41.465)","(782.211, 206.658, 31.602, -31.692)","(795.897, 166.314, 2.568, -56.549)","(806.8, 135.428, -1.62, -30.654)","(807.739, 102.082, -7.847, -40.207)","(793.786, 81.255, -30.504, -7.621)","(752.341, 58.0, -29.27, -16.332)","(706.707, 54.688, -60.755, -15.881)","(663.804, 53.969, -52.306, 13.792)","(619.729, 54.557, -43.307, 4.464)","(572.451, 54.241, -45.493, -1.052)","(529.055, 56.284, -51.166, 18.278)","(487.714, 58.635, -37.872, 2.16)","(451.704, 60.64, -58.044, -8.508)","(412.841, 59.374, -33.01, -11.305)","(373.054, 60.98, -19.842, -9.708)","(332.786, 62.902, -39.663, -0.146)","(292.055, 64.217, -38.271, 3.728)","(254.828, 64.971, -36.972, -2.517)","(220.188, 69.31, -34.706, 17.967)","(185.541, 64.644, -35.554, 13.09)","(140.291, 69.791, -34.11, 27.499)","(109.52, 92.791, -24.684, 39.665)","(83.53, 126.913, -5.357, 32.857)","(71.782, 165.743, -2.902, 35.235)","(68.405, 204.047, 12.464, 31.145)","(69.681, 244.713, 7.34, 58.098)","(70.096, 280.775, -5.852, 43.567)","(71.586, 312.138, 10.861, 40.878)","(66.02, 342.088, 3.268, 13.457)","(31.841, 366.333, -78.128, 25.669)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
14,"(351.983, 500.475, 36.064, 4.229)","(388.301, 501.765, 29.433, 0.536)","(426.506, 503.15, 36.88, 7.804)","(464.27, 503.999, 46.479, -14.251)","(500.783, 502.168, 53.891, 5.254)","(541.567, 504.032, 49.472, 3.588)","(577.283, 504.812, 41.013, -7.912)","(611.907, 504.824, 30.163, 4.026)","(643.212, 508.775, 19.387, 7.284)","(671.461, 512.175, 27.423, -5.154)","(698.671, 517.571, 38.197, 8.81)","(724.639, 521.879, 20.993, 17.578)","(747.2, 527.886, 33.815, 9.712)","(770.998, 534.398, 17.813, 20.116)","(778.998, 559.113, -3.555, 42.269)","(783.011, 595.059, 5.95, 22.335)","(785.351, 628.207, 1.459, 32.466)","(796.233, 646.097, 8.524, 36.865)","(783.15, 667.733, -13.857, 25.118)","(749.998, 679.288, -31.293, -9.627)","(712.965, 684.339, -39.817, 7.729)","(675.067, 686.384, -24.528, -2.734)","(637.835, 686.762, -25.587, -9.74)","(596.782, 684.982, -43.163, -10.803)","(554.54, 682.184, -58.396, 8.719)","(511.663, 681.34, -50.383, -13.611)","(469.592, 679.725, -42.9, -12.351)","(433.015, 678.569, -33.82, -1.298)","(397.362, 680.355, -48.395, 10.7)","(356.538, 681.312, -53.449, -0.647)","(316.511, 676.077, -36.529, -9.291)","(277.319, 675.88, -43.084, 11.96)","(241.552, 672.906, -43.079, -8.691)","(210.146, 679.238, -34.713, 13.92)","(172.08, 678.379, -37.529, -2.967)","(131.963, 651.473, -29.398, -20.894)","(113.363, 614.217, -15.208, -51.882)","(101.411, 578.065, 6.83, -29.788)","(93.685, 542.363, -16.662, -32.12)","(89.104, 506.29, 5.932, -43.153)","(88.495, 476.516, 15.428, -16.442)","(86.165, 457.831, -12.863, -19.406)","(77.991, 441.52, -7.487, -23.651)","(76.975, 427.051, 1.491, -5.581)"
15,"(285.311, 286.601, 16.865, -11.588)","(316.17, 278.801, 26.059, -7.788)","(348.965, 270.528, 31.61, -15.155)","(383.85, 258.446, 51.206, -4.312)","(420.397, 245.364, 28.197, -27.925)","(453.429, 233.761, 49.081, 6.792)","(489.485, 227.49, 33.181, -18.256)","(522.959, 223.657, 39.179, 6.703)","(556.268, 218.847, 33.845, -1.841)","(587.562, 213.821, 25.612, 8.57)","(616.053, 207.361, 49.001, -6.027)","(650.272, 202.155, 26.831, -16.399)","(681.057, 199.407, 43.744, 2.34)","(708.598, 195.321, 27.28, -5.759)","(731.093, 191.935, -0.466, -9.49)","(748.573, 194.707, 36.671, -3.256)","(766.911, 195.427, 1.006, 17.493)","(784.035, 177.63, 31.326, -40.683)","(793.871, 147.785, -7.876, -20.692)","(782.289, 117.798, 3.76, -35.702)","(771.17, 93.796, -71.851, 10.608)","(716.505, 94.405, -42.917, 7.966)","(687.199, 101.331, -17.166, 0.137)","(648.007, 88.438, -58.643, 29.431)","(609.587, 87.978, -61.853, 2.859)","(563.352, 87.685, -42.121, 9.61)","(528.732, 96.736, -18.108, 22.32)","(492.674, 100.664, -31.941, 13.635)","(456.934, 103.171, -41.339, 9.76)","(421.86, 103.107, -32.669, -4.856)","(382.903, 101.524, -54.424, 8.527)","(345.317, 101.573, -43.607, 0.701)","(309.928, 100.844, -34.778, -14.556)","(276.746, 101.204, -37.329, 13.728)","(245.312, 100.632, -25.506, -19.403)","(212.916, 92.709, -46.664, -10.469)","(173.747, 95.199, -1.732, 8.271)","(143.423, 91.841, -11.84, 53.666)","(130.692, 142.757, -14.754, 45.762)","(126.064, 181.542, -18.247, 35.64)","(122.776, 215.497, 6.417, 27.304)","(121.552, 250.318, 9.341, 39.926)","(119.23, 282.729, -14.846, 44.459)","(116.932, 311.571, -17.127, 34.19)"
16,"(308.819, 328.31, 30.991, -21.781)","(338.116, 322.527, 23.282, -0.722)","(368.156, 314.063, 17.451, 6.686)","(398.595, 305.438, 34.107, -9.448)","(430.958, 295.695, 19.723, -18.733)","(464.578, 284.197, 17.661, -5.397)","(498.169, 274.531, 39.044, -12.462)","(530.964, 263.204, 20.422, -0.639)","(560.61, 255.464, 30.783, -15.571)","(588.766, 248.682, 41.498, 10.128)","(619.812, 241.742, 19.668, -22.086)","(650.823, 234.578, 37.37, -23.965)","(679.03, 232.427, 40.743, -4.103)","(705.046, 228.574, 17.726, -19.799)","(725.876, 225.997, 29.069, -12.889)","(741.132, 223.161, 10.618, 19.473)","(764.3, 216.901, 30.693, -30.483)","(779.642, 202.503, -16.659, -25.198)","(793.565, 172.866, 6.689, -33.046)","(792.781, 128.597, -15.931, -21.143)","(794.132, 103.405, 11.181, -42.013)","(766.274, 89.717, -61.209, -8.082)","(718.942, 92.059, -40.853, 1.473)","(697.079, 102.781, 3.245, 8.287)","(693.174, 113.913, 13.676, 10.491)","(693.196, 113.974, 1.337, 3.649)","(693.196, 113.974, 1.337, 3.649)","(693.196, 113.974, 1.337, 3.649)","(688.248, 113.926, -30.275, -0.138)","(679.732, 113.842, -38.303, -0.302)","(672.014, 113.987, -17.151, 11.405)","(670.694, 113.888, -35.56, -3.123)","(657.269, 113.572, -7.731, -11.09)","(649.707, 113.989, -28.441, 2.667)","(649.385, 113.992, -19.314, 0.203)","(647.972, 113.97, -30.754, 1.613)","(634.074, 113.914, -32.556, 9.955)","(614.173, 113.86, -39.93, -2.673)","(596.808, 113.864, -31.904, 8.637)","(579.026, 113.915, -42.798, 1.658)","(560.602, 112.49, -5.53, -10.715)","(524.534, 98.232, -36.977, -2.867)","(483.266, 91.701, -30.665, 12.251)","(443.522, 90.137, -37.28, -11.58)"
17,"(751.96, 531.962, 42.018, 15.073)","(784.892, 544.588, 32.692, 7.692)","(795.879, 579.324, 1.593, 46.279)","(796.444, 628.544, 22.06, 45.282)","(781.825, 663.002, -42.183, 18.561)","(733.826, 675.152, -35.532, 5.593)","(685.098, 675.725, -47.679, 12.692)","(636.856, 674.112, -59.097, -9.051)","(589.744, 669.404, -43.752, 4.784)","(546.624, 665.921, -31.168, 0.138)","(501.4, 662.408, -49.863, -18.225)","(460.306, 661.073, -47.222, 12.055)","(416.917, 658.956, -50.216, 1.415)","(373.614, 658.198, -32.279, 10.916)","(332.266, 657.877, -35.573, 2.899)","(291.597, 659.57, -34.455, 5.683)","(249.943, 662.735, -27.018, 4.657)","(209.915, 664.951, -22.908, -1.498)","(171.549, 663.25, -40.716, 5.265)","(139.799, 647.606, -23.822, -49.379)","(127.019, 609.595, -4.568, -29.475)","(112.692, 569.108, -4.643, -28.438)","(100.306, 528.571, -21.695, -48.424)","(89.453, 490.29, 0.749, -44.06)","(81.218, 450.442, -2.638, -49.988)","(75.074, 417.5, -1.817, -51.161)","(63.985, 388.684, -43.409, 5.599)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
18,"(566.148, 275.232, 43.653, -29.894)","(603.226, 258.261, 30.64, -19.741)","(637.727, 240.767, 22.845, -7.825)","(667.183, 227.001, 29.337, -8.508)","(700.762, 215.415, 31.636, 5.062)","(723.484, 203.277, 28.212, -26.862)","(739.115, 198.593, 6.701, -0.768)","(751.111, 194.08, 7.167, -10.721)","(770.498, 194.733, 3.648, -9.235)","(769.19, 149.17, -18.25, -70.008)","(757.067, 114.447, -26.93, -23.563)","(755.352, 93.737, -32.271, -1.92)","(745.91, 96.578, 3.066, 6.016)","(744.085, 96.172, -14.196, -12.686)","(745.878, 98.203, -2.275, 12.257)","(740.663, 99.168, -7.837, 11.483)","(740.098, 99.299, -21.09, -3.56)","(738.857, 108.665, 5.577, 0.812)","(734.462, 113.964, 0.195, 11.839)","(736.917, 113.871, 8.537, -5.504)","(743.027, 113.903, 17.973, 12.738)","(742.194, 113.89, -5.436, -4.398)","(744.113, 113.411, 23.637, 0.761)","(745.063, 111.622, -13.506, -6.574)","(746.021, 113.979, 15.531, 1.205)","(750.413, 112.184, -11.241, 4.345)","(757.149, 108.349, 28.301, -24.296)","(761.965, 92.779, -22.36, -18.982)","(751.883, 82.802, -30.47, -7.532)","(722.072, 76.739, -22.331, -0.985)","(686.971, 71.318, -38.892, -23.149)","(650.417, 68.765, -51.9, -16.684)","(612.557, 63.311, -29.861, -0.828)","(573.95, 61.316, -45.42, -12.188)","(536.629, 60.245, -33.385, -6.577)","(500.15, 58.797, -32.874, -3.477)","(463.799, 60.472, -47.877, 16.069)","(427.96, 58.492, -27.333, 7.413)","(390.905, 59.818, -33.994, 11.757)","(354.075, 58.151, -19.454, 15.442)","(319.76, 57.798, -34.011, -8.841)","(285.769, 57.83, -32.966, -15.161)","(254.991, 58.948, -29.15, 9.929)","(230.16, 61.032, -16.425, 12.006)"
19,"(331.799, 568.656, 21.128, 8.95)","(364.353, 565.096, 41.337, 1.872)","(397.842, 562.98, 30.41, -4.663)","(432.428, 561.022, 32.113, 7.895)","(469.575, 559.798, 48.059, 11.189)","(505.176, 557.089, 25.353, 3.429)","(540.737, 557.096, 27.274, -14.53)","(575.843, 555.762, 44.392, -0.034)","(601.883, 559.252, 10.27, 16.151)","(627.034, 563.801, 13.586, -7.885)","(654.461, 567.37, 16.492, 17.975)","(682.494, 568.386, 16.914, 3.916)","(707.123, 570.876, 28.065, -9.433)","(726.616, 567.904, 37.78, 2.241)","(746.844, 564.199, 6.96, -3.745)","(771.006, 559.144, -13.678, 42.481)","(768.51, 595.203, -7.479, 22.223)","(762.504, 611.884, 4.146, 18.525)","(768.957, 628.818, 25.347, 23.774)","(777.506, 651.214, 6.611, 14.22)","(745.579, 649.587, -21.868, 3.927)","(717.848, 653.654, -33.172, 10.824)","(676.799, 661.529, -46.254, -11.819)","(641.116, 664.705, -36.702, 3.32)","(601.227, 670.883, -28.284, -6.723)","(561.495, 668.426, -21.404, -7.018)","(526.425, 669.367, -41.832, 22.278)","(483.565, 674.216, -54.005, -15.92)","(444.961, 671.283, -54.204, -5.782)","(408.984, 673.343, -25.331, 9.442)","(368.407, 676.328, -45.063, -0.903)","(327.862, 678.123, -45.072, -1.765)","(288.901, 676.45, -43.464, 4.526)","(251.833, 672.66, -45.071, 3.575)","(220.053, 672.554, -26.387, 13.351)","(185.244, 680.544, -45.869, 14.362)","(142.044, 672.162, -47.361, -21.941)","(106.644, 638.676, -18.627, -37.304)","(82.427, 600.65, -25.175, -42.599)","(66.829, 565.691, -6.591, -42.192)","(53.536, 531.053, -16.778, -23.437)","(46.108, 499.59, -0.192, -23.596)","(46.277, 480.295, -0.949, -32.21)","(46.386, 466.54, 6.502, -24.282)"
20,"(725.891, 267.025, 36.582, -25.031)","(752.255, 248.818, 12.747, -19.938)","(778.209, 230.434, 31.358, -23.981)","(799.177, 195.838, 10.413, -40.855)","(807.292, 153.547, -11.338, -85.679)","(799.696, 96.591, -6.639, -59.008)","(775.618, 64.451, -35.617, -29.733)","(730.187, 56.772, -50.337, -15.432)","(682.626, 61.893, -29.929, -2.131)","(636.553, 66.003, -58.354, -7.845)","(591.519, 67.397, -55.254, 16.814)","(549.377, 68.825, -41.483, -8.134)","(505.812, 69.44, -58.04, 18.391)","(463.831, 70.491, -39.281, -0.328)","(419.126, 72.363, -44.169, 13.668)","(375.733, 73.288, -52.969, -9.35)","(332.169, 74.1, -52.544, 1.467)","(288.993, 74.53, -34.213, 3.326)","(246.731, 76.833, -31.331, -14.226)","(207.027, 78.774, -26.404, -0.08)","(170.155, 76.415, -27.15, -7.33)","(131.662, 91.294, -17.951, 26.371)","(108.172, 129.513, -17.356, 34.88)","(96.589, 170.54, 3.603, 48.298)","(87.335, 214.128, -5.038, 58.303)","(81.929, 257.685, -7.365, 58.438)","(79.278, 297.18, 2.037, 24.164)","(75.22, 335.849, 5.182, 48.595)","(61.808, 360.35, -39.34, -5.565)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
21,"(581.386, 569.092, 58.73, 4.446)","(620.668, 581.66, 21.819, 20.983)","(643.573, 583.986, 58.846, 7.173)","(681.749, 583.781, 38.941, 8.949)","(712.282, 581.474, 40.988, 13.475)","(734.541, 582.552, 26.89, -2.47)","(754.422, 581.229, 4.044, 0.834)","(770.917, 567.156, 14.61, -23.498)","(780.27, 598.977, -0.865, 46.962)","(775.132, 633.744, 8.735, 26.203)","(759.545, 661.031, -54.263, 13.68)","(720.884, 659.757, -32.046, -6.47)","(682.433, 653.345, -45.345, -0.277)","(647.688, 649.515, -41.375, 16.766)","(603.956, 659.884, -49.448, -10.031)","(562.659, 655.358, -26.262, -1.578)","(529.652, 655.096, -14.524, -6.732)","(481.308, 661.158, -52.673, 7.512)","(430.609, 655.456, -47.976, -21.733)","(386.602, 650.118, -34.239, 9.751)","(348.194, 645.86, -34.705, -3.246)","(310.079, 644.766, -29.88, -16.365)","(271.604, 643.421, -30.226, 1.347)","(234.063, 649.46, -47.589, -5.732)","(197.25, 656.531, -31.286, 10.123)","(158.251, 658.925, -27.849, 10.086)","(130.266, 634.895, -22.132, -48.924)","(115.877, 595.467, 0.529, -49.361)","(104.775, 557.825, -21.243, -29.461)","(97.133, 515.35, 3.56, -56.748)","(89.892, 476.031, 3.343, -49.838)","(88.057, 441.698, 9.738, -28.527)","(87.921, 415.827, -12.746, -39.865)","(81.243, 396.399, 2.596, -19.047)","(55.319, 381.122, -69.343, -6.201)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
22,"(372.713, 377.529, 24.044, -1.29)","(404.271, 365.217, 36.947, -23.01)","(435.562, 348.083, 16.853, -22.73)","(470.386, 336.402, 36.396, -25.625)","(500.971, 325.275, 26.563, 5.788)","(535.337, 315.233, 43.625, 4.43)","(568.198, 302.154, 35.527, -20.467)","(597.616, 287.716, 15.611, -1.329)","(624.927, 273.083, 12.383, -23.18)","(654.317, 260.261, 29.253, 4.321)","(683.507, 248.375, 33.824, -15.932)","(712.143, 241.622, 23.045, -10.171)","(731.959, 242.674, -2.221, 17.734)","(751.061, 236.305, -5.436, -21.725)","(774.616, 220.286, 21.465, -39.608)","(791.188, 191.436, 23.092, -29.851)","(795.392, 164.088, -34.135, -43.679)","(794.279, 124.811, 15.469, -36.198)","(786.433, 89.835, -17.977, -39.464)","(761.319, 66.355, -39.411, -8.197)","(722.063, 57.226, -24.962, -11.95)","(690.228, 58.148, -26.238, 7.483)","(653.949, 58.589, -50.739, -11.827)","(616.582, 59.317, -60.057, -13.45)","(574.793, 58.693, -45.363, 1.033)","(527.701, 59.727, -40.41, -14.556)","(490.373, 63.099, -35.359, 6.76)","(455.018, 64.171, -41.167, 10.21)","(418.444, 63.085, -22.572, -9.457)","(381.88, 64.145, -29.818, -2.24)","(344.958, 64.106, -20.76, 1.712)","(308.336, 63.723, -42.649, -15.885)","(276.115, 64.29, -40.663, -7.787)","(241.499, 66.31, -29.37, -1.047)","(211.023, 68.403, -15.258, -12.687)","(171.981, 64.482, -55.947, -3.251)","(129.568, 72.884, -30.629, 6.426)","(100.824, 102.886, -12.573, 26.913)","(84.873, 136.61, -21.579, 29.705)","(79.212, 177.053, -3.822, 53.243)","(76.994, 215.372, -14.918, 50.353)","(76.211, 252.866, 7.842, 17.869)","(75.974, 283.71, -14.245, 31.514)","(76.134, 309.157, -4.411, 24.385)"
23,"(405.722, 424.495, 49.467, -8.084)","(440.409, 421.285, 18.101, -14.361)","(470.741, 412.474, 25.844, -2.527)","(494.612, 401.794, 35.709, -8.896)","(529.587, 388.712, 45.376, -15.229)","(565.217, 377.545, 32.487, 2.962)","(599.116, 367.555, 36.005, -25.24)","(628.861, 354.36, 15.607, -19.364)","(658.424, 344.084, 14.484, 1.281)","(682.919, 331.118, 35.493, -14.897)","(706.109, 319.998, 29.691, -24.264)","(726.093, 308.026, 30.349, 1.171)","(740.685, 299.18, 2.834, 7.241)","(758.565, 288.249, 13.57, -8.067)","(775.488, 276.774, 17.204, -2.126)","(790.136, 268.065, -0.499, -12.35)","(801.342, 259.228, 7.488, -16.74)","(809.21, 253.468, 7.627, 8.681)","(817.916, 243.119, 0.109, 0.667)","(818.602, 235.188, -6.061, 7.229)","(818.256, 229.553, 8.832, -4.472)","(811.675, 220.955, 7.919, -7.842)","(809.083, 205.341, 21.473, -42.09)","(813.052, 181.615, -3.551, -14.67)","(808.71, 152.193, -7.898, -19.583)","(807.367, 123.654, 7.112, -26.056)","(802.54, 91.214, -14.208, 5.847)","(792.869, 70.355, -25.839, -24.794)","(774.109, 58.25, -32.745, -1.519)","(741.505, 53.671, -49.483, -13.807)","(711.395, 54.299, -17.246, 1.85)","(680.418, 56.848, -35.051, 20.028)","(645.577, 61.501, -52.113, 7.4)","(609.187, 62.743, -22.729, -1.698)","(572.468, 65.802, -37.615, -8.176)","(538.125, 68.096, -20.82, 9.666)","(500.018, 69.447, -53.148, -9.647)","(462.764, 69.993, -20.644, 3.762)","(425.958, 67.941, -38.828, 12.439)","(388.824, 67.58, -36.11, 13.134)","(354.328, 67.014, -30.497, 2.653)","(322.037, 66.044, -38.064, -14.022)","(289.98, 65.032, -30.791, 3.324)","(263.042, 63.284, -21.047, -13.079)"
24,"(746.327, 568.227, 58.096, -2.311)","(779.472, 572.577, -7.682, 50.927)","(786.557, 631.838, -14.142, 55.919)","(761.607, 659.279, -62.802, 21.134)","(712.056, 666.131, -42.159, -4.085)","(666.58, 666.16, -37.363, 11.188)","(621.772, 664.835, -33.905, 7.479)","(575.86, 663.389, -49.146, 10.319)","(529.97, 660.295, -33.052, -5.689)","(483.133, 657.562, -45.352, 0.542)","(439.529, 657.063, -61.177, 1.918)","(394.691, 656.809, -47.387, 2.983)","(349.159, 657.448, -53.755, 10.798)","(305.218, 659.989, -29.309, 12.52)","(259.558, 661.774, -57.495, 18.354)","(216.434, 666.073, -29.3, 4.034)","(175.703, 662.997, -53.62, 10.577)","(140.162, 650.809, -32.549, -44.082)","(126.72, 608.35, -14.776, -28.419)","(113.064, 567.351, -26.993, -41.328)","(100.59, 526.819, -1.534, -34.456)","(88.795, 483.765, -5.192, -40.792)","(79.214, 444.044, -21.209, -52.429)","(72.384, 406.851, -5.723, -17.761)","(56.631, 389.215, -17.701, -4.319)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
