,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
10,"(487.138, 451.526, 74.047, 47.179)","(528.839, 457.134, 23.239, 5.489)","(567.571, 461.04, 72.68, -32.232)","(600.504, 465.53, 7.215, 11.806)","(635.337, 480.934, -24.516, -51.745)","(668.293, 488.98, 27.061, -25.841)","(701.78, 494.874, 66.989, 13.065)","(725.886, 496.469, -21.031, -30.068)","(750.57, 508.809, 49.41, -40.282)","(774.408, 516.819, 70.607, 23.962)","(783.583, 538.675, -25.02, -32.549)","(796.841, 546.196, 32.349, -4.544)","(804.588, 571.461, 6.94, 63.128)","(803.637, 611.846, 13.519, 41.171)","(793.981, 653.005, 3.273, -62.124)","(782.831, 674.272, 2.586, 4.709)","(750.901, 691.557, -31.549, 34.147)","(710.628, 695.996, -111.007, 39.022)","(669.286, 691.119, -10.3, -62.476)","(624.308, 689.449, -19.667, -1.57)","(577.274, 693.922, -96.584, 20.589)","(537.023, 687.532, -88.102, 52.545)","(497.813, 687.872, -62.469, 51.201)","(464.021, 692.717, -45.716, 30.486)","(415.443, 689.349, -12.253, -55.918)","(364.316, 682.722, -58.996, -45.728)","(320.919, 684.343, -47.31, -14.817)","(277.527, 683.233, -0.486, 43.712)","(242.178, 683.125, 14.062, 46.839)","(206.849, 679.278, -19.716, -9.632)","(171.538, 680.099, -44.705, 39.643)","(127.269, 658.79, -46.076, 23.191)","(104.233, 620.083, 28.192, -87.81)","(86.189, 587.015, 0.579, 25.838)","(81.884, 555.909, 39.135, 4.787)","(89.539, 515.437, 3.167, -88.982)","(84.835, 477.232, 19.581, -56.611)","(71.925, 446.917, 30.77, -1.407)","(69.111, 413.841, 12.728, 18.849)","(51.894, 392.124, -38.865, 15.239)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
11,"(614.859, 483.892, 23.24, 28.127)","(655.579, 506.419, -5.389, 70.869)","(698.509, 520.207, -9.435, 53.601)","(733.558, 532.644, -23.219, 26.8)","(760.205, 538.89, -22.419, -37.086)","(780.456, 554.795, 14.843, -13.684)","(793.623, 592.636, 6.181, 61.927)","(783.816, 643.655, -20.559, 73.54)","(755.28, 654.542, -20.704, 22.601)","(695.35, 641.207, -41.361, -54.686)","(654.109, 636.021, -50.253, -19.178)","(608.628, 636.271, -111.695, 0.642)","(563.558, 636.976, -25.301, -6.85)","(525.105, 636.325, -89.346, -21.909)","(491.207, 636.231, -97.4, -9.106)","(451.421, 636.228, -61.549, -56.291)","(414.574, 636.967, -68.548, -29.118)","(370.131, 637.19, -56.003, 41.177)","(325.708, 637.616, -0.022, 8.48)","(278.351, 641.093, 0.388, -4.224)","(230.36, 651.157, -57.564, 25.95)","(184.696, 661.878, -47.622, 32.603)","(144.638, 661.368, -32.241, -18.391)","(122.27, 613.941, -70.942, -53.358)","(103.884, 562.683, -24.026, -38.265)","(89.661, 525.129, -22.066, -62.672)","(71.422, 481.427, 9.095, -44.148)","(66.409, 447.405, 26.868, -39.764)","(70.885, 409.911, -52.895, -23.081)","(57.243, 384.023, -3.503, 39.653)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
12,"(540.47, 393.404, -3.321, 66.966)","(569.435, 406.027, -12.798, 48.015)","(606.614, 411.343, 20.437, -15.325)","(643.713, 424.659, 48.688, 8.259)","(671.512, 434.356, 13.181, -18.111)","(703.22, 444.362, 26.896, 17.669)","(723.392, 448.847, 67.674, 50.362)","(734.899, 456.999, -18.869, 66.746)","(760.653, 471.048, 56.557, 61.292)","(773.85, 480.743, -2.923, 29.841)","(789.673, 492.241, 47.108, 24.571)","(791.058, 506.203, -27.628, 40.07)","(794.877, 523.074, -24.419, -2.695)","(800.345, 545.566, 25.218, -7.308)","(813.074, 571.633, -7.45, 3.894)","(805.267, 616.463, 17.031, 51.15)","(804.822, 647.467, 57.344, 36.642)","(788.584, 666.756, -27.833, 4.85)","(753.08, 691.706, -91.213, 11.439)","(709.932, 695.139, -76.501, 28.288)","(662.694, 690.696, -55.271, -25.785)","(613.255, 688.641, 6.764, -44.841)","(568.994, 686.424, -64.242, -43.714)","(527.516, 683.68, -6.413, -46.116)","(485.205, 689.31, -2.733, -3.388)","(444.492, 693.692, -38.985, -50.145)","(390.683, 690.647, -38.122, 12.12)","(344.085, 685.947, 7.875, -41.254)","(290.861, 680.364, -3.587, 17.124)","(255.067, 680.093, -83.899, 55.139)","(219.789, 681.341, -77.016, 14.725)","(185.54, 683.651, -37.573, -6.434)","(149.522, 676.948, -108.217, -22.386)","(107.724, 637.534, -77.321, -69.035)","(92.026, 597.9, -47.698, 8.857)","(83.141, 566.215, 46.702, -39.933)","(84.804, 523.772, -40.046, -28.472)","(77.52, 480.457, 0.116, -2.214)","(66.039, 446.44, -1.982, -35.176)","(57.903, 422.329, -18.818, 12.842)","(56.101, 396.404, -15.431, -11.778)","(None, None, None, None)","(None, None, None, None)",
13,"(733.484, 255.54, 24.025, -19.159)","(771.141, 243.753, 18.418, 16.362)","(799.448, 219.679, 4.757, -35.28)","(825.974, 181.772, 13.81, 8.362)","(832.792, 166.064, 44.4, -0.598)","(832.258, 166.199, 55.029, 3.885)","(830.014, 166.147, 43.192, 9.875)","(831.182, 166.088, 8.756, 1.096)","(833.649, 166.471, -3.726, 11.563)","(835.44, 166.061, 57.66, -11.442)","(837.76, 166.487, -15.928, -7.923)","(835.943, 166.093, 32.397, -7.791)","(837.867, 166.351, 16.342, 3.797)","(837.193, 166.107, 1.485, -4.674)","(835.838, 166.315, 8.843, -10.422)","(835.527, 166.068, -36.424, -31.306)","(834.558, 166.072, -32.579, 1.3)","(838.078, 166.151, -17.249, -20.733)","(840.436, 166.176, -63.29, -6.25)","(839.193, 166.014, -45.05, -34.186)","(835.173, 166.114, 18.425, 3.275)","(838.098, 166.025, -55.491, 0.153)","(840.097, 166.11, 1.664, -6.474)","(832.887, 166.569, -41.671, 21.879)","(834.203, 166.195, 23.179, 9.251)","(835.345, 166.053, 29.809, -10.558)","(832.039, 166.036, -13.471, -5.557)","(830.903, 166.222, 19.013, 6.232)","(830.999, 166.232, -66.561, 7.797)","(826.744, 165.111, 12.536, -0.081)","(816.877, 139.668, 37.128, 29.453)","(800.106, 110.05, 8.135, -6.109)","(786.769, 87.635, 9.875, -36.81)","(756.619, 77.111, -21.444, 17.003)","(726.266, 69.199, -4.033, 50.592)","(693.713, 67.182, -55.944, -48.066)","(652.787, 65.137, -4.708, 4.721)","(608.555, 66.57, -85.591, -33.841)","(575.516, 70.705, -48.086, -20.535)","(544.057, 70.328, -31.025, 3.306)","(511.396, 72.525, 7.103, -32.465)","(477.381, 78.523, -44.594, 2.0)","(441.757, 75.677, -23.174, 56.65)",
14,"(430.808, 204.028, 7.288, 26.476)","(460.371, 197.297, 61.582, 4.725)","(486.748, 191.486, 5.879, 50.292)","(534.27, 193.682, 13.27, -41.635)","(572.661, 187.672, 48.668, -48.565)","(610.36, 194.403, -6.598, 38.715)","(652.037, 200.289, -2.328, 12.044)","(679.051, 199.596, -15.862, -19.381)","(708.243, 204.383, 73.031, 12.689)","(735.484, 200.583, 43.405, 22.477)","(757.0, 199.02, 50.068, 27.57)","(773.763, 170.719, -10.218, -48.053)","(769.599, 129.292, 26.451, 0.3)","(756.469, 120.894, -14.305, -42.193)","(757.117, 108.84, -31.677, -67.089)","(750.095, 103.536, 51.031, -59.583)","(754.686, 98.088, -43.84, 12.57)","(741.535, 84.525, 8.139, -44.377)","(749.169, 89.529, 33.18, -8.231)","(759.715, 75.696, -23.606, 5.115)","(747.199, 83.795, -2.31, -40.001)","(699.263, 79.196, -4.118, 27.791)","(658.602, 83.511, 1.42, 58.734)","(614.362, 77.919, -33.147, 37.166)","(569.681, 73.127, -57.8, 31.311)","(532.191, 87.04, -81.747, 51.751)","(486.271, 93.441, 8.871, 41.512)","(449.132, 97.594, -26.143, 21.21)","(411.858, 102.922, -58.559, -25.155)","(367.579, 100.913, 11.095, -28.794)","(318.52, 104.335, -71.747, -14.432)","(277.308, 102.167, -30.24, 40.206)","(232.439, 99.278, -77.181, -37.102)","(206.584, 96.716, -84.47, 8.97)","(174.362, 98.636, -13.511, 5.118)","(125.704, 116.594, -9.555, 106.154)","(118.915, 166.57, 30.379, -14.381)","(114.25, 209.92, 53.01, 18.303)","(119.043, 245.616, 48.913, 15.975)","(114.669, 287.137, -28.624, 70.99)","(107.191, 320.603, -36.101, 14.303)","(101.916, 350.242, 0.004, 39.569)","(96.156, 362.21, 2.131, -0.471)",
15,"(641.589, 401.898, 38.191, 40.349)","(675.304, 412.059, 54.769, 34.931)","(703.652, 428.038, 37.731, 2.985)","(729.373, 447.381, 27.823, -34.108)","(749.463, 460.097, 69.323, 1.916)","(771.714, 474.896, -29.566, 64.065)","(785.352, 481.942, 51.53, 49.731)","(798.066, 491.686, -51.337, 23.524)","(804.323, 497.01, -43.199, 43.167)","(803.55, 509.984, 9.037, 50.686)","(801.068, 528.688, 11.871, 61.031)","(818.466, 562.886, 41.52, 18.568)","(821.131, 567.128, -17.305, -50.158)","(817.66, 579.837, -57.645, 18.513)","(812.334, 618.446, -48.8, -32.304)","(808.641, 649.393, -5.536, 55.715)","(789.515, 672.924, -91.272, 86.101)","(754.139, 691.288, -36.848, -33.915)","(706.959, 690.577, -17.322, 32.633)","(666.956, 685.881, -61.404, -20.668)","(622.977, 682.435, -94.859, -41.831)","(575.681, 683.56, -12.733, -11.485)","(535.41, 683.986, -81.22, 0.488)","(494.631, 679.596, -23.364, -43.932)","(448.942, 684.971, -96.726, 11.631)","(402.064, 669.363, -9.81, 6.864)","(357.331, 658.082, -78.129, -30.032)","(320.228, 652.046, -96.212, 43.243)","(288.043, 647.248, -13.42, -8.692)","(256.451, 641.047, -47.637, -11.59)","(232.619, 645.955, -19.411, 32.716)","(206.567, 655.91, -60.069, -58.953)","(165.4, 652.67, -45.965, 3.774)","(136.995, 646.01, -36.238, -92.899)","(133.733, 595.146, 39.785, -55.788)","(133.131, 559.239, -43.212, 21.031)","(127.319, 517.761, 42.932, -54.093)","(118.179, 482.087, 2.585, -41.685)","(112.26, 452.038, -63.511, -8.356)","(100.444, 418.882, 14.015, 23.013)","(86.426, 399.997, -44.953, -46.686)","(74.656, 393.315, 9.196, 0.666)","(None, None, None, None)",
16,"(775.193, 239.447, -6.007, 9.499)","(803.899, 205.461, 53.858, -87.869)","(816.285, 159.799, -32.636, -84.224)","(804.993, 111.578, 5.944, -115.423)","(780.58, 80.203, -1.033, -66.573)","(738.019, 69.246, -107.573, -4.693)","(676.635, 76.153, -69.404, -10.781)","(630.926, 75.276, -65.334, -27.477)","(585.397, 72.521, 5.212, -50.49)","(540.65, 75.876, -58.324, 32.375)","(499.724, 76.724, -95.352, -0.099)","(458.831, 77.036, -85.221, 39.433)","(420.107, 81.943, -21.844, 32.991)","(370.04, 78.194, -95.772, -48.62)","(325.323, 82.87, -40.217, -7.326)","(280.542, 81.231, -95.762, -2.062)","(245.949, 82.597, -10.89, -0.998)","(200.395, 80.161, -32.521, 44.255)","(159.34, 77.562, -67.199, -5.578)","(130.297, 102.799, 1.934, 4.053)","(107.608, 151.756, -56.509, 94.262)","(95.359, 192.17, -1.827, 30.744)","(90.149, 239.662, -15.862, 92.01)","(79.642, 282.579, 17.446, 62.19)","(77.828, 317.723, -36.005, -6.171)","(67.637, 357.001, -57.945, 13.408)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
17,"(683.008, 421.13, 62.947, 82.337)","(712.587, 457.045, 14.668, 59.003)","(741.357, 486.68, 50.21, 74.328)","(765.575, 507.633, 14.765, -26.545)","(784.804, 528.991, 48.45, 4.934)","(807.695, 554.38, 46.736, 46.301)","(812.722, 582.957, 34.795, -8.155)","(808.836, 628.261, -40.162, 47.012)","(803.239, 662.046, -16.137, -25.489)","(778.622, 686.546, 10.415, 41.635)","(736.577, 695.005, -58.624, -7.173)","(685.841, 686.24, -4.707, -2.858)","(633.869, 682.3, -96.435, 38.256)","(592.154, 683.158, -46.542, -21.963)","(554.192, 673.597, -53.075, -29.921)","(513.877, 656.926, -90.866, 28.588)","(477.195, 642.641, 11.288, -63.606)","(435.397, 636.98, -94.622, 16.555)","(401.354, 636.47, -75.594, -20.065)","(360.28, 636.132, -92.943, 2.083)","(322.464, 638.822, -11.495, 12.115)","(282.298, 636.687, -86.917, -13.866)","(235.264, 643.124, -83.975, 65.478)","(204.659, 655.492, -65.42, -22.486)","(166.858, 654.215, -6.102, -22.428)","(139.099, 647.967, 13.508, -33.833)","(131.189, 595.053, -18.148, -31.31)","(124.777, 551.14, 19.905, -51.547)","(107.618, 501.869, -59.563, -48.642)","(92.049, 449.873, -9.695, -10.253)","(79.052, 409.311, 30.046, -30.621)","(63.313, 384.223, -59.031, 4.704)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
18,"(628.256, 283.612, 27.022, 16.022)","(676.693, 278.48, 70.93, -2.363)","(710.446, 277.792, -22.622, 10.488)","(746.653, 273.384, 0.985, 23.779)","(768.794, 260.421, 14.701, -1.679)","(782.1, 248.865, -14.759, 33.803)","(801.396, 229.97, 22.156, -9.114)","(811.107, 219.018, 33.616, -11.074)","(810.378, 201.99, -73.065, -7.217)","(811.756, 177.92, -14.745, -32.185)","(812.826, 136.802, -53.569, -16.546)","(806.951, 96.841, -41.557, 3.551)","(786.964, 69.244, -17.11, 1.083)","(748.708, 54.37, -6.967, 9.043)","(701.516, 60.298, -57.548, 0.614)","(665.702, 61.779, 12.8, 47.836)","(622.947, 65.85, -58.073, -47.335)","(582.862, 65.821, -24.641, 60.367)","(541.285, 67.03, -77.898, -7.153)","(497.176, 68.676, -1.853, 56.087)","(456.395, 63.378, -94.127, -20.505)","(416.926, 70.366, -88.15, 30.013)","(382.487, 71.248, 15.671, -22.537)","(343.776, 65.921, -21.678, 2.892)","(307.75, 69.46, -69.954, -46.959)","(266.427, 72.914, -25.785, -5.251)","(230.64, 80.66, -78.3, -49.161)","(193.509, 89.175, -13.703, 53.093)","(151.745, 82.637, -68.444, -59.507)","(121.481, 115.725, 17.475, 94.436)","(116.779, 160.451, -12.384, 39.178)","(113.41, 197.363, -18.573, 12.866)","(110.989, 242.097, 12.713, 78.026)","(101.676, 283.022, -46.838, -5.086)","(89.178, 318.324, 29.027, 33.64)","(79.183, 351.74, -37.79, 60.722)","(40.787, 362.229, -19.328, -18.272)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
19,"(383.064, 431.944, -9.263, -37.822)","(416.246, 442.45, 60.472, 9.644)","(447.027, 454.496, 1.039, 31.655)","(489.486, 464.329, 10.619, 43.564)","(535.294, 473.701, 21.545, 35.718)","(567.825, 476.05, 69.962, -20.904)","(606.514, 484.621, 39.161, -14.183)","(634.724, 488.197, 70.003, -27.798)","(664.291, 497.134, 10.015, 27.939)","(692.843, 499.004, 33.431, -27.205)","(721.397, 498.513, 29.378, -1.241)","(741.489, 495.309, -29.179, -10.83)","(761.06, 500.324, 59.142, -5.21)","(782.096, 507.59, 20.447, 50.782)","(787.159, 515.728, -53.458, 10.369)","(796.352, 544.878, -8.024, 12.013)","(802.818, 575.219, 67.006, 8.822)","(802.322, 610.22, 53.613, 31.601)","(813.605, 644.407, -19.438, -16.985)","(799.22, 665.289, -50.632, 53.228)","(758.23, 682.915, -0.384, 4.58)","(714.935, 690.613, 16.377, -33.415)","(671.358, 693.12, -15.71, -60.518)","(626.237, 690.229, -24.85, -46.584)","(589.616, 692.213, -83.986, 31.117)","(552.009, 690.333, -39.464, -34.175)","(517.71, 689.392, -31.853, 16.253)","(474.376, 690.814, -7.553, -13.796)","(424.219, 694.392, -77.451, 26.988)","(376.987, 688.506, -69.884, 10.655)","(334.719, 683.554, -87.02, -6.051)","(290.333, 685.774, -68.601, 39.538)","(256.992, 684.871, -51.025, 21.511)","(221.178, 681.989, -66.678, 50.188)","(182.04, 682.301, -82.419, -14.709)","(139.34, 670.871, -64.49, -86.851)","(110.885, 634.309, -55.993, -62.786)","(96.889, 597.061, -15.216, -11.879)","(84.941, 560.727, 19.153, -34.445)","(85.495, 515.671, 20.748, -89.784)","(77.607, 476.284, -0.889, -62.235)","(63.48, 450.726, -60.925, 43.793)","(49.946, 437.932, 24.485, -40.188)",
20,"(375.536, 517.738, 3.424, -10.338)","(413.181, 518.984, 31.488, 0.1)","(450.825, 523.203, -23.338, 58.431)","(489.461, 528.98, 65.216, -47.82)","(523.36, 524.102, 2.66, 30.075)","(555.641, 529.569, 51.504, -51.36)","(584.305, 528.94, 65.68, -54.417)","(611.837, 523.563, 51.505, 32.16)","(638.023, 525.654, -11.805, 11.064)","(668.153, 523.652, 29.384, 20.612)","(697.755, 533.324, 70.407, -50.191)","(720.268, 528.262, -3.309, 27.623)","(737.32, 528.735, 69.231, -55.821)","(767.864, 531.078, 49.202, -44.185)","(792.479, 546.884, 60.086, 10.448)","(807.714, 578.121, -12.435, 23.225)","(810.216, 618.081, -47.941, 78.423)","(813.584, 643.963, -2.757, 34.222)","(785.705, 665.238, -46.769, 5.737)","(747.354, 678.695, 5.259, 1.801)","(712.419, 688.806, -62.587, -23.397)","(666.678, 692.052, -25.756, 26.444)","(622.396, 684.015, -65.628, -11.139)","(578.577, 681.972, -90.191, 22.812)","(534.306, 684.18, -93.516, -27.341)","(496.738, 689.867, -77.541, 63.735)","(451.093, 693.498, -31.892, 47.533)","(398.89, 685.097, -102.612, -26.431)","(348.824, 682.49, -13.361, -6.846)","(310.336, 683.527, -35.505, -38.961)","(274.403, 685.002, -41.118, 8.159)","(242.111, 680.05, 10.152, -39.392)","(207.985, 677.408, -29.636, -18.011)","(163.374, 676.46, -86.723, -12.761)","(123.112, 649.018, -7.746, -93.829)","(101.468, 607.176, -45.385, -3.79)","(89.563, 573.368, -42.74, -59.195)","(86.936, 538.715, 4.145, 11.739)","(79.223, 496.598, -42.032, -18.305)","(63.287, 464.678, -11.528, -20.064)","(51.957, 438.391, -15.473, -28.535)","(55.874, 422.416, 27.018, -34.22)","(64.229, 400.752, -22.16, -2.309)",
21,"(692.572, 186.439, -10.245, -43.814)","(725.106, 188.403, 64.769, 51.075)","(762.182, 187.561, 6.94, -18.972)","(776.567, 173.672, 66.114, 6.984)","(782.178, 174.897, 31.124, -18.312)","(779.541, 133.869, -40.911, -2.358)","(782.354, 98.67, -5.889, 8.495)","(730.619, 101.076, -70.062, 39.627)","(692.065, 95.815, 6.09, -22.442)","(641.692, 93.628, -80.143, 0.401)","(596.726, 98.539, -61.262, 16.368)","(545.22, 95.685, -72.243, -40.404)","(487.643, 89.597, -31.134, -56.789)","(443.746, 84.595, -68.547, 24.601)","(399.964, 81.989, -43.392, 55.845)","(355.744, 85.749, -76.734, -15.27)","(315.556, 80.043, -30.977, -20.42)","(280.59, 83.128, -18.595, 32.079)","(236.817, 80.862, -35.492, -33.213)","(196.147, 84.921, -46.276, -37.604)","(154.545, 77.501, -92.457, -23.392)","(124.875, 109.054, 0.229, 25.044)","(109.611, 155.071, -58.594, 57.996)","(101.011, 196.194, 9.426, 76.996)","(89.41, 238.414, -27.762, 77.519)","(80.769, 277.282, -47.458, 33.588)","(80.237, 317.835, -32.344, 46.343)","(73.803, 353.407, -51.277, 90.427)","(40.921, 371.046, -64.983, -14.9)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
22,"(387.304, 246.809, 64.581, -65.641)","(423.305, 238.046, 43.93, -27.821)","(460.967, 234.812, 58.294, 17.889)","(494.561, 230.213, 29.97, 22.224)","(529.232, 223.818, 57.897, 28.642)","(559.711, 209.702, 5.501, 11.281)","(588.454, 206.578, -0.859, 3.345)","(626.763, 207.169, 23.628, 1.074)","(662.793, 206.352, 13.879, 26.141)","(691.369, 204.393, 0.319, -13.698)","(721.123, 203.898, 3.639, 23.993)","(747.047, 202.463, 39.311, 26.791)","(768.223, 198.408, 2.4, 10.962)","(783.879, 181.521, 14.367, -2.17)","(788.041, 144.765, 38.832, -57.118)","(783.803, 110.279, -45.991, -46.816)","(771.425, 97.362, 8.653, -29.578)","(747.576, 102.107, -68.633, -12.293)","(691.578, 112.654, -73.577, 13.104)","(674.202, 113.812, -68.557, 43.451)","(654.688, 113.716, -60.809, 46.164)","(627.059, 113.682, -19.679, -12.327)","(615.472, 113.792, -61.79, -8.974)","(618.599, 113.862, 8.248, 0.917)","(617.087, 113.953, -72.293, 20.336)","(615.708, 112.778, 44.728, 24.473)","(611.219, 112.168, -57.132, -1.992)","(574.892, 94.494, -77.397, 12.256)","(526.571, 90.867, -50.102, 20.962)","(483.833, 84.994, -46.344, -47.067)","(441.647, 80.776, -97.11, -5.58)","(396.618, 85.236, 3.793, 1.266)","(361.878, 87.873, -34.093, -8.711)","(324.69, 83.952, -86.273, 37.732)","(286.394, 91.869, -66.247, -1.731)","(248.97, 97.626, -35.539, 14.008)","(222.797, 94.654, -67.372, -18.127)","(186.195, 94.67, -26.673, -15.305)","(153.676, 85.39, -33.114, -70.197)","(131.237, 123.363, 1.485, 71.326)","(126.489, 174.033, -12.441, 81.918)","(119.022, 211.737, -25.842, 78.107)","(111.934, 248.879, 28.53, 40.876)",
23,"(595.599, 289.556, -28.472, 19.396)","(630.105, 287.502, 62.167, 19.65)","(658.481, 279.608, 36.687, 31.907)","(691.963, 271.083, -24.73, 0.596)","(717.713, 265.549, 64.717, -2.897)","(742.391, 254.34, 30.205, 20.311)","(768.378, 251.388, 22.664, -50.638)","(787.666, 242.936, 47.266, 29.376)","(805.098, 228.076, -31.054, -56.731)","(811.196, 216.321, 4.2, -61.548)","(813.733, 203.805, 45.751, -30.123)","(819.3, 186.777, -25.656, -27.208)","(812.568, 171.549, -38.151, -68.776)","(811.011, 138.995, 46.376, 4.098)","(808.095, 119.739, -47.025, -84.771)","(809.835, 87.816, -1.957, -66.042)","(801.782, 75.836, 45.188, -15.416)","(777.874, 64.286, -21.275, -39.061)","(743.698, 53.655, -86.907, -15.501)","(703.545, 59.826, -6.833, -53.428)","(667.619, 61.556, -70.671, 32.828)","(624.254, 55.212, -97.04, -0.814)","(567.163, 52.5, -96.904, -38.693)","(517.668, 57.133, -60.514, 54.292)","(461.653, 56.495, -31.29, -48.77)","(421.271, 62.569, -30.477, -23.607)","(381.207, 62.066, -9.959, 3.924)","(344.716, 60.795, 2.02, 13.381)","(306.698, 61.476, 15.71, -12.491)","(264.426, 60.804, -6.083, 5.957)","(232.948, 58.172, -68.942, -34.38)","(194.505, 65.457, -6.805, 13.503)","(156.755, 70.379, -55.844, 30.856)","(115.953, 85.062, -47.645, 2.779)","(87.741, 117.201, 1.217, 17.958)","(79.89, 148.03, -12.465, 29.965)","(66.871, 187.455, -23.575, 9.765)","(67.313, 223.628, 38.451, 90.507)","(67.096, 263.284, 3.683, 69.732)","(67.688, 295.88, 49.287, 30.799)","(64.712, 321.503, 35.403, 42.821)","(59.61, 352.551, 4.62, 30.733)","(None, None, None, None)",
24,"(500.642, 253.46, -6.322, 22.988)","(534.027, 248.576, 5.665, -4.374)","(563.431, 255.486, 57.439, -29.331)","(601.083, 258.407, 78.253, 40.879)","(629.256, 257.893, -0.355, 45.969)","(659.149, 253.996, 71.312, -32.995)","(689.919, 242.534, 67.598, -39.152)","(718.321, 239.855, 18.407, -60.288)","(738.511, 236.037, 20.256, 25.134)","(762.641, 225.1, 34.227, -7.377)","(778.885, 215.993, 26.973, -0.278)","(789.177, 192.732, 17.837, -66.77)","(785.633, 154.544, -50.37, -21.39)","(784.623, 118.348, 15.35, -25.271)","(774.936, 95.211, -86.984, 27.368)","(729.27, 84.051, -114.426, 47.934)","(686.976, 87.665, -62.903, -0.625)","(651.486, 88.138, -71.886, 17.288)","(612.966, 85.793, -6.207, -14.829)","(566.92, 88.575, -97.67, 55.333)","(522.374, 91.541, 12.208, -34.702)","(483.21, 100.01, -76.479, 30.82)","(438.2, 94.762, -88.205, -23.951)","(396.299, 101.985, 11.971, 51.436)","(356.57, 101.873, 2.924, -9.016)","(311.088, 101.566, -58.003, 23.009)","(269.416, 99.017, -63.018, 28.932)","(241.382, 96.335, 10.51, -20.522)","(213.265, 95.157, -77.178, -26.086)","(176.966, 96.886, -13.86, 24.948)","(144.676, 91.881, -28.19, 48.237)","(130.004, 149.282, 38.368, 32.112)","(121.657, 189.582, -52.052, 57.543)","(112.879, 238.638, -19.447, 95.116)","(105.409, 282.93, 0.284, -15.301)","(98.301, 323.229, -48.725, 41.824)","(88.239, 350.775, -43.361, 15.058)","(77.806, 367.506, -36.242, -35.738)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
25,"(429.864, 464.899, 1.991, 51.0)","(473.331, 487.266, 89.761, 62.409)","(514.125, 495.638, 83.328, -18.906)","(548.083, 501.701, 57.417, 33.563)","(589.427, 510.129, 5.537, 34.237)","(630.057, 519.821, 70.995, 47.948)","(671.076, 524.46, 71.739, 24.245)","(701.367, 526.354, 67.213, 40.397)","(726.911, 530.53, 49.624, 26.098)","(753.486, 533.403, -15.351, 2.399)","(760.63, 539.564, 8.097, -15.74)","(775.972, 561.705, -12.974, -5.539)","(783.263, 608.99, -32.858, 0.275)","(786.801, 647.205, 7.948, 77.971)","(755.212, 667.314, -75.092, -5.153)","(722.025, 670.963, -40.231, 36.14)","(672.888, 666.075, -89.569, -32.326)","(637.359, 668.418, -92.935, -39.437)","(595.881, 669.741, -46.091, 10.645)","(546.966, 672.229, -2.306, 12.801)","(498.984, 673.919, -97.206, -18.08)","(465.978, 676.764, -90.817, 43.216)","(412.031, 667.109, -46.164, -45.97)","(376.355, 654.63, 0.436, -70.598)","(334.337, 646.015, -37.464, -14.404)","(297.817, 640.179, -31.752, -19.021)","(260.735, 639.99, -52.779, 51.298)","(230.673, 641.914, 3.394, -41.486)","(200.909, 653.07, 7.559, 32.058)","(174.946, 651.319, -87.24, -3.182)","(144.54, 655.945, -55.068, 2.787)","(131.837, 607.992, 8.208, -41.077)","(132.25, 570.487, 24.635, 5.397)","(121.819, 523.54, -26.909, -65.758)","(106.601, 478.391, -44.697, -47.428)","(101.482, 438.257, 34.889, -58.327)","(92.67, 411.742, -29.306, -13.669)","(79.456, 389.12, -23.411, -55.283)","(66.375, 380.087, -61.009, -0.661)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
