,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
10,"(714.288, 385.818, 13.344, 46.59)","(744.314, 409.592, -25.947, 14.477)","(768.037, 435.181, -20.626, 69.811)","(789.131, 464.453, 56.102, 35.073)","(804.911, 488.371, 10.257, 41.631)","(809.913, 517.054, -22.041, 28.027)","(812.862, 536.777, 28.071, 54.313)","(807.851, 542.967, -36.271, 2.841)","(819.002, 572.402, -8.101, 93.078)","(810.252, 604.436, -9.95, 84.456)","(817.187, 641.09, 49.915, 42.819)","(809.201, 670.317, -72.117, -0.68)","(779.42, 683.329, -63.239, -0.884)","(741.398, 691.09, -55.48, 9.882)","(695.423, 686.808, -91.237, 14.748)","(650.012, 685.471, -3.263, 10.522)","(610.588, 687.139, -51.317, -1.276)","(576.474, 686.701, -4.756, 37.505)","(535.532, 685.753, -22.756, -11.527)","(499.618, 687.513, -67.635, -2.249)","(461.485, 687.988, -92.355, 2.711)","(423.822, 688.212, -28.861, -12.958)","(383.252, 691.605, -87.89, -0.607)","(351.96, 681.762, -50.119, -33.624)","(308.813, 682.262, -20.117, -8.621)","(264.684, 681.934, -79.982, -7.601)","(223.921, 678.928, -19.173, -45.446)","(181.644, 683.487, -35.69, -19.824)","(133.507, 667.23, -28.283, -78.806)","(103.89, 635.245, -35.355, -1.21)","(73.193, 599.872, -22.062, -20.742)","(54.212, 558.886, 34.476, -77.951)","(46.213, 520.994, -26.064, -40.032)","(46.175, 494.016, -14.418, 1.846)","(48.333, 471.278, -1.818, 10.814)","(47.593, 441.906, 22.852, -70.531)","(52.728, 416.733, -0.423, -60.55)","(30.003, 388.343, -37.061, 14.649)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
11,"(437.883, 525.567, 65.974, -2.967)","(476.433, 519.872, 13.046, -4.197)","(513.612, 519.372, 26.308, -30.794)","(545.714, 532.143, 5.873, 36.482)","(581.372, 536.74, 63.932, -18.689)","(611.868, 542.407, 9.771, -0.779)","(635.916, 540.041, 51.486, -4.028)","(662.218, 541.743, 16.789, -6.929)","(694.767, 552.942, 6.585, -45.385)","(717.041, 556.071, 66.771, 8.904)","(744.808, 554.04, 53.307, 49.349)","(772.867, 560.761, 85.693, 48.058)","(776.68, 603.271, 29.279, 97.447)","(774.496, 644.19, -50.576, 4.547)","(764.7, 659.925, -18.838, 4.373)","(703.533, 653.502, -74.485, -16.333)","(661.756, 641.784, -3.569, 21.529)","(639.299, 636.314, -39.519, -15.64)","(608.763, 636.47, -69.401, -54.422)","(578.867, 636.118, -76.342, -58.314)","(548.411, 637.003, -75.747, 7.338)","(508.848, 636.278, -64.701, -2.261)","(469.659, 636.071, -43.387, 1.409)","(418.586, 637.519, -87.288, 24.867)","(376.93, 646.555, -93.293, 57.399)","(332.719, 652.61, -94.055, -26.84)","(293.987, 657.481, -97.083, -24.646)","(260.749, 662.392, 7.618, 34.289)","(229.037, 666.796, -87.334, 38.172)","(197.059, 675.044, -5.963, -11.61)","(151.125, 671.458, -107.099, 21.915)","(119.455, 639.104, -80.799, -40.158)","(94.306, 599.176, 20.953, -29.665)","(75.157, 552.268, -20.218, -53.081)","(60.444, 512.227, -48.947, -40.117)","(48.652, 477.074, -15.188, -78.917)","(46.004, 454.964, -40.901, -42.786)","(46.425, 434.935, 1.276, 21.917)","(46.81, 428.409, 36.75, -18.601)","(46.019, 431.742, -24.136, 56.159)","(55.888, 417.913, 39.98, -12.814)","(40.831, 389.751, -84.494, 0.945)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
12,"(749.1, 565.569, -0.326, 26.99)","(774.295, 569.942, 31.003, 64.351)","(781.524, 625.442, -52.731, 0.271)","(777.174, 655.528, -48.246, -26.445)","(732.571, 667.703, -5.212, 12.799)","(682.42, 671.303, -23.648, -29.188)","(634.804, 673.246, -75.745, 4.81)","(588.941, 675.234, -89.641, 0.667)","(538.77, 672.008, -89.84, 38.693)","(485.021, 670.994, -11.85, 52.828)","(442.218, 672.861, -56.94, -27.929)","(392.698, 667.69, -83.832, 7.106)","(342.98, 664.581, -42.246, 46.741)","(299.625, 664.39, -77.824, 23.52)","(251.081, 665.369, -84.876, 1.0)","(206.336, 664.546, -72.867, -30.237)","(159.241, 665.906, -82.24, 45.225)","(134.889, 630.768, 34.266, -21.32)","(122.77, 588.303, 3.108, -25.007)","(114.109, 546.104, -34.047, -87.93)","(97.135, 501.31, -7.283, -3.841)","(81.188, 449.944, -34.722, -23.022)","(70.318, 409.052, -17.762, -24.377)","(43.877, 379.585, -48.254, -72.258)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
13,"(458.686, 216.134, 29.755, 6.379)","(493.444, 208.035, 26.242, -30.948)","(531.167, 209.371, 90.028, 4.753)","(566.095, 209.265, -9.182, 27.087)","(601.363, 210.905, 69.788, 43.467)","(635.512, 207.596, 54.782, 8.812)","(672.801, 209.99, 73.838, 53.657)","(700.948, 210.355, 6.611, -66.655)","(725.661, 207.897, -21.612, 18.021)","(754.702, 192.816, 68.005, 26.345)","(769.887, 183.316, -29.213, 9.887)","(762.203, 152.537, -43.73, -89.519)","(770.73, 124.867, 13.248, -70.567)","(769.068, 95.694, -42.955, 5.533)","(772.383, 76.804, 66.307, 14.221)","(740.759, 68.945, -9.923, -7.118)","(693.742, 62.622, -26.879, 15.999)","(650.769, 64.429, -1.659, 30.746)","(609.201, 63.849, -61.592, -17.125)","(562.077, 73.615, -28.805, 59.137)","(514.529, 76.891, -40.778, 37.116)","(473.57, 87.436, 2.639, -39.952)","(422.91, 93.874, -82.294, 41.788)","(385.615, 94.422, -3.178, -33.076)","(346.392, 96.458, -16.68, 21.833)","(303.008, 94.81, -48.914, 22.585)","(261.264, 93.469, -46.511, -48.372)","(224.917, 90.204, -55.076, -50.95)","(185.782, 95.58, -32.398, -1.912)","(163.446, 90.519, -8.658, 33.738)","(127.63, 118.892, -29.389, 18.866)","(124.983, 168.713, -15.594, 90.882)","(117.335, 209.866, 11.086, 4.97)","(122.388, 250.218, 42.827, 72.161)","(115.353, 284.909, -20.177, 22.893)","(108.72, 320.772, -15.434, 26.319)","(102.3, 349.354, -38.612, -11.232)","(90.056, 362.022, 35.9, -33.162)","(63.042, 370.011, -15.402, -28.033)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
14,"(781.984, 552.96, 3.539, 47.82)","(795.999, 611.463, 27.978, 46.584)","(783.832, 661.717, -76.501, 16.83)","(730.04, 668.487, -35.796, -40.997)","(678.045, 670.543, -68.126, 39.629)","(629.938, 665.764, -2.387, -54.753)","(577.035, 663.481, -81.856, 37.901)","(525.475, 664.152, -101.848, -0.395)","(476.864, 661.928, -91.392, -31.021)","(423.557, 656.459, -63.279, 31.658)","(379.654, 661.067, -98.075, -10.143)","(331.545, 659.239, -74.106, -6.488)","(280.762, 658.763, -88.112, 47.336)","(227.801, 666.872, -16.265, 35.223)","(183.001, 662.829, -17.283, -51.859)","(137.75, 643.126, 1.227, -64.038)","(121.908, 595.766, 13.586, -83.077)","(102.016, 556.218, -63.177, -1.784)","(92.991, 514.091, 34.581, -20.809)","(82.203, 464.366, -5.061, -39.478)","(73.719, 420.177, 44.73, -37.557)","(58.308, 384.409, -66.651, 28.291)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
15,"(494.284, 231.171, 85.312, 32.54)","(528.269, 229.024, 83.451, 35.167)","(568.505, 229.0, 89.45, -49.998)","(607.679, 223.418, 15.144, 14.248)","(650.891, 217.155, 57.047, -46.599)","(688.555, 205.789, -20.849, 12.81)","(721.331, 198.132, -16.524, 9.44)","(743.03, 195.875, 27.379, 5.114)","(766.775, 184.11, -22.032, -44.451)","(773.974, 165.78, -47.678, -92.128)","(765.872, 132.503, 44.074, -44.957)","(772.735, 114.325, 48.261, 27.933)","(758.731, 90.196, -87.072, 14.579)","(710.578, 88.44, -78.048, -3.98)","(669.119, 97.265, -42.156, 57.653)","(631.218, 109.18, -81.799, 15.861)","(599.9, 113.641, -25.727, 44.143)","(575.448, 113.652, -49.95, -13.809)","(559.599, 111.649, -39.645, -8.541)","(514.497, 101.578, -80.7, 32.703)","(473.427, 102.298, -35.996, 56.543)","(425.284, 102.378, -85.138, 1.228)","(377.447, 97.46, -92.931, 17.406)","(332.365, 94.879, -43.748, -15.824)","(287.56, 94.97, -95.247, 28.095)","(249.701, 89.16, -29.504, -55.859)","(212.507, 84.024, -3.918, -31.911)","(175.657, 89.515, -55.916, -19.541)","(137.467, 89.497, -6.854, -2.93)","(114.456, 124.681, -29.18, 30.518)","(106.445, 162.899, -3.867, -6.474)","(101.214, 205.066, -19.615, 77.834)","(88.644, 245.439, 36.997, -10.871)","(87.007, 280.058, 49.559, 84.307)","(82.548, 314.826, -34.274, -3.763)","(64.523, 348.214, -51.118, 10.098)","(31.546, 364.215, -66.227, 37.698)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
16,"(632.654, 485.686, -2.675, -31.586)","(668.755, 496.284, 0.945, -20.568)","(706.292, 508.925, 32.972, -25.113)","(736.93, 523.764, 62.945, 9.114)","(775.872, 544.63, -32.253, 7.108)","(784.84, 592.033, 22.873, 63.396)","(774.307, 627.158, 30.508, 3.384)","(773.639, 657.539, -8.642, 49.768)","(722.226, 650.374, -29.115, 5.463)","(677.491, 643.126, -9.515, 32.335)","(631.728, 637.427, -11.009, -25.173)","(585.896, 639.118, -34.15, 53.762)","(542.644, 636.171, -49.553, -60.262)","(499.121, 637.228, -21.398, 15.552)","(457.977, 639.226, -61.154, 27.097)","(419.451, 637.208, 3.249, -44.141)","(376.1, 636.902, 10.978, 10.117)","(340.956, 640.389, -50.427, 16.333)","(304.406, 642.3, -32.035, -33.957)","(263.125, 643.247, -38.761, -27.017)","(225.136, 648.976, -76.212, 50.624)","(199.004, 659.037, -0.151, -0.313)","(159.616, 658.443, -94.411, -13.267)","(132.632, 633.14, -15.208, 6.873)","(130.193, 585.237, -50.803, -21.335)","(117.953, 544.227, 26.86, -76.042)","(110.635, 508.405, -34.139, -41.898)","(103.851, 461.864, -21.88, -86.974)","(98.287, 421.135, 31.885, -16.851)","(87.222, 402.735, -12.324, 8.343)","(60.146, 388.451, -56.109, -22.924)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
17,"(669.96, 452.143, 47.122, 27.335)","(708.482, 479.812, 71.543, 37.187)","(743.389, 509.75, -14.754, 17.191)","(770.998, 537.249, -1.817, 69.204)","(776.194, 579.301, 60.884, 5.731)","(780.994, 629.474, -57.215, 38.742)","(757.99, 654.575, -41.243, 16.733)","(707.98, 647.019, -47.154, -54.865)","(662.24, 638.431, -22.744, -25.102)","(620.876, 643.25, -17.521, 9.27)","(568.829, 637.856, -35.257, -42.752)","(524.899, 637.9, -90.765, 41.433)","(485.769, 638.933, -65.757, -0.408)","(437.635, 638.045, -64.947, 6.089)","(398.572, 637.822, 0.793, 49.104)","(352.811, 639.049, -32.964, -39.124)","(309.463, 639.172, -56.47, -21.979)","(267.615, 642.31, -21.915, -3.408)","(233.71, 654.916, -45.168, 11.637)","(200.396, 662.449, -3.837, -54.54)","(157.048, 667.124, -2.821, 7.329)","(128.341, 634.868, -60.081, -98.787)","(110.786, 595.94, 20.583, -92.087)","(98.912, 547.434, -27.307, -87.946)","(88.1, 507.317, 32.89, -21.897)","(78.258, 464.974, 30.263, 6.432)","(75.086, 421.975, 14.039, -90.377)","(59.669, 391.339, -51.185, 7.634)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
18,"(561.81, 259.505, 103.243, -53.152)","(613.648, 238.772, 38.865, -56.82)","(655.914, 216.936, -4.795, 21.245)","(692.547, 208.945, 78.079, -14.944)","(717.252, 199.064, 66.608, -30.31)","(749.946, 201.187, -18.458, 22.231)","(774.777, 178.261, -11.076, -68.432)","(775.4, 136.011, 20.73, 4.368)","(779.74, 107.56, -29.114, -82.608)","(751.03, 84.11, -67.276, 17.985)","(696.631, 76.982, -5.698, -24.95)","(645.792, 101.563, -36.624, 1.9)","(609.211, 109.642, 0.316, -43.607)","(573.058, 112.566, -37.12, 35.191)","(552.914, 110.14, -7.993, -48.0)","(498.486, 95.654, -95.565, -19.371)","(461.786, 99.459, -85.954, -38.37)","(420.135, 97.748, 4.802, 54.8)","(383.353, 97.618, -9.622, -48.464)","(340.442, 103.039, -65.152, 40.803)","(301.339, 95.655, -38.745, 36.374)","(256.234, 92.274, -43.887, -19.715)","(217.885, 94.411, 13.479, -33.128)","(180.291, 96.288, -79.674, 17.283)","(146.807, 80.787, -1.803, 25.555)","(126.362, 115.85, 4.333, 12.463)","(117.861, 165.184, -35.586, 39.787)","(113.895, 212.383, -40.278, 7.689)","(114.202, 253.672, -56.505, 68.621)","(116.289, 299.641, -35.111, 28.179)","(104.033, 332.722, 36.358, -19.84)","(90.641, 360.523, -54.891, -3.74)","(61.392, 367.356, -40.66, 22.288)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
19,"(358.164, 209.688, 86.268, 29.308)","(403.361, 199.279, 47.073, -61.312)","(435.976, 192.166, 49.975, -2.185)","(465.098, 194.608, -13.995, 29.146)","(503.751, 206.522, 29.685, 54.089)","(541.853, 207.79, 67.505, 30.949)","(572.783, 204.119, 20.814, -39.032)","(613.943, 201.135, 4.392, 25.019)","(640.383, 198.297, -7.768, 9.323)","(663.81, 196.895, -5.142, -34.852)","(703.94, 201.594, 85.368, 44.029)","(731.174, 199.706, 72.849, -22.485)","(757.188, 201.042, 20.102, 14.483)","(769.367, 179.708, 27.366, -22.882)","(771.516, 135.105, 26.343, -79.875)","(770.566, 109.603, 62.897, -21.663)","(747.316, 91.708, -35.465, -4.718)","(713.649, 90.667, 4.309, 21.706)","(668.235, 94.283, -0.346, -16.696)","(633.266, 77.959, -28.752, -48.943)","(585.095, 78.476, -50.529, 3.789)","(539.564, 80.385, -96.243, 10.485)","(497.208, 86.36, -57.305, 47.246)","(454.416, 91.625, -54.893, -8.113)","(419.595, 92.518, -8.079, 54.979)","(378.372, 96.339, -11.577, -28.265)","(330.23, 95.822, -87.178, -58.008)","(287.693, 92.7, -58.083, -3.806)","(244.378, 87.237, -40.191, 29.382)","(210.735, 82.175, -18.74, 29.747)","(174.105, 81.321, -49.321, -17.797)","(137.042, 85.665, -56.458, -9.058)","(110.544, 119.846, 3.497, 20.139)","(96.881, 159.352, -7.721, 48.064)","(97.605, 203.424, 41.787, -11.236)","(96.71, 243.602, -58.018, 36.263)","(96.223, 280.259, -30.138, -3.931)","(86.429, 318.826, -40.157, 14.397)","(81.175, 347.942, -22.152, -18.471)","(51.18, 372.254, -38.034, 45.369)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
20,"(289.806, 167.767, 49.461, 44.724)","(309.844, 166.635, -4.773, -2.216)","(321.987, 169.246, -15.162, -40.32)","(335.663, 170.798, -29.267, -13.33)","(349.678, 186.489, 85.067, 69.928)","(401.432, 192.621, 20.293, -40.54)","(439.316, 194.999, 6.196, 45.537)","(461.824, 197.358, -20.058, 20.957)","(491.664, 203.697, -1.645, 53.881)","(541.05, 211.916, 56.188, 14.404)","(585.98, 217.42, 60.25, 30.891)","(630.335, 222.401, 4.904, -17.079)","(666.036, 220.697, -15.781, -42.932)","(696.24, 217.522, 54.141, -21.066)","(724.464, 215.369, -16.064, -16.876)","(760.561, 210.019, 50.567, -46.267)","(795.639, 179.408, -20.153, -60.038)","(800.568, 142.129, -24.346, -62.439)","(798.425, 110.989, -1.707, -86.448)","(788.817, 89.219, -41.36, -28.475)","(750.977, 79.185, -47.423, -9.487)","(718.481, 73.242, -18.305, -62.453)","(680.818, 74.37, -55.058, -7.009)","(646.881, 67.687, -62.834, 18.626)","(610.09, 63.316, 5.392, 15.979)","(575.176, 61.537, -67.653, -27.643)","(542.624, 61.071, -48.934, -43.669)","(498.016, 63.997, 11.441, -25.449)","(454.202, 64.907, -100.362, -13.276)","(411.984, 63.33, -23.138, 30.398)","(373.195, 60.227, -67.319, -24.797)","(334.13, 63.514, -32.761, -6.012)","(290.893, 64.952, 16.74, 20.481)","(252.205, 66.806, -91.875, -48.835)","(216.934, 71.347, -7.763, -35.111)","(182.98, 72.058, 10.82, 31.414)","(143.706, 75.09, 2.948, 71.312)","(108.003, 112.051, -16.468, 25.403)","(94.821, 157.176, -15.035, 87.95)","(93.686, 205.323, -27.54, 49.77)","(85.235, 245.234, -4.713, 55.335)","(75.825, 284.928, 51.358, 54.18)","(68.747, 314.98, -28.931, 76.212)","(69.059, 341.873, 21.109, 81.498)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
21,"(317.125, 210.448, -29.879, -33.886)","(354.921, 211.353, -11.753, -3.898)","(392.442, 207.707, -5.34, 46.167)","(430.091, 198.906, 50.142, -31.805)","(459.121, 195.263, 65.375, -24.522)","(496.457, 212.84, 24.455, 28.66)","(538.74, 216.291, 88.79, -35.915)","(572.049, 212.926, 48.928, -50.899)","(612.681, 217.143, 58.71, -9.826)","(637.373, 216.171, 7.612, -33.567)","(670.055, 212.768, 7.357, 50.062)","(701.01, 214.708, 9.852, -24.184)","(731.202, 210.85, 10.998, 17.007)","(761.146, 212.409, 70.864, -15.306)","(773.3, 176.252, -20.684, -78.293)","(779.867, 139.798, 49.928, -68.342)","(776.052, 109.424, -2.312, -22.876)","(766.055, 96.085, -102.208, 31.666)","(717.387, 95.709, -41.251, -19.31)","(676.911, 101.581, -24.183, -20.97)","(662.755, 111.95, -61.063, -33.934)","(655.743, 113.894, 27.888, 45.262)","(645.824, 113.424, -10.006, -10.601)","(629.871, 111.628, -16.689, 7.133)","(611.765, 113.531, -53.286, 5.398)","(586.738, 113.355, -27.725, -6.727)","(569.515, 113.89, 25.173, 30.921)","(563.664, 112.021, 4.092, -28.166)","(528.732, 102.549, -15.245, 23.311)","(482.625, 97.965, 1.382, -29.425)","(442.69, 101.712, -49.971, -42.279)","(400.989, 100.444, -15.802, -59.76)","(363.064, 98.349, -28.862, -14.085)","(323.094, 98.864, 2.19, -3.85)","(285.233, 95.019, -71.234, 22.472)","(248.135, 93.278, -48.22, -26.145)","(210.687, 89.909, -25.863, 6.387)","(176.523, 90.189, -85.347, -23.656)","(137.479, 92.833, 1.19, 24.42)","(119.073, 133.751, -20.473, 88.707)","(108.194, 175.541, -32.721, 78.602)","(113.35, 224.032, -7.586, 44.442)","(104.296, 261.627, -49.786, 66.618)","(104.056, 295.759, -21.144, -24.99)","(99.101, 322.182, -39.37, 69.726)","(97.987, 339.989, -40.944, 36.248)","(94.282, 356.783, -14.933, 43.646)","(81.755, 371.813, 9.8, -38.804)","(42.149, 380.725, -84.714, 2.679)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
22,"(237.157, 288.778, 32.394, -35.89)","(269.591, 284.182, 6.596, -18.642)","(303.336, 277.891, 6.862, -50.925)","(332.509, 273.843, 66.084, -2.212)","(363.67, 266.217, 38.092, -53.388)","(386.922, 260.13, -11.894, 1.569)","(415.556, 253.399, -22.554, 2.604)","(439.392, 253.213, 23.753, 20.979)","(472.209, 253.504, 77.298, -36.743)","(512.871, 254.869, 63.732, 48.043)","(545.016, 242.3, 10.319, -50.93)","(573.874, 239.746, 21.529, -44.019)","(607.166, 243.869, 23.03, 40.929)","(638.411, 239.866, 73.427, -13.605)","(671.325, 235.875, 63.796, 48.004)","(701.233, 235.74, 29.03, -18.765)","(728.617, 231.115, 36.862, -35.971)","(749.618, 230.899, 24.655, -36.56)","(776.824, 216.345, 30.205, -54.185)","(782.601, 185.365, 5.985, -35.997)","(777.73, 143.18, -40.806, -26.649)","(789.16, 111.295, 68.049, -44.822)","(763.166, 98.691, 1.028, 41.607)","(722.83, 90.002, -86.507, -2.319)","(677.614, 94.1, -14.254, 7.919)","(651.068, 107.914, 1.377, 1.901)","(633.555, 113.613, -28.187, 20.792)","(610.555, 113.446, 2.224, 31.337)","(585.4, 113.112, -61.097, -34.659)","(569.614, 113.8, -66.233, 5.645)","(553.947, 111.559, -12.158, 4.958)","(507.967, 97.676, -31.08, 9.615)","(467.328, 95.039, -86.397, -55.506)","(425.365, 96.669, -37.012, -62.987)","(390.465, 96.151, 0.169, -5.256)","(357.058, 89.332, 15.657, -44.814)","(316.185, 89.092, -45.962, 5.32)","(283.662, 84.665, -55.456, -37.428)","(248.013, 80.946, -39.012, -43.575)","(210.268, 77.154, -4.147, 3.985)","(174.078, 78.999, 8.043, 8.246)","(139.526, 87.447, -61.814, 48.404)","(114.474, 122.306, 38.714, -2.543)","(102.181, 157.835, 11.859, 91.965)","(94.893, 198.339, -13.448, 48.868)","(91.293, 235.0, 46.821, 53.526)","(81.659, 270.691, -50.337, 48.581)","(78.481, 308.751, -19.595, -21.692)","(80.937, 341.127, 25.302, 5.773)","(46.373, 358.447, -33.785, -18.45)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
23,"(453.057, 415.42, 72.755, 64.563)","(481.199, 438.276, 61.077, 29.164)","(509.034, 447.026, -0.202, 63.937)","(536.49, 460.287, 9.736, -47.778)","(565.18, 466.58, 13.013, -39.238)","(595.524, 469.734, -23.719, -24.827)","(627.167, 468.76, 21.397, 55.748)","(653.328, 470.302, -18.255, -40.65)","(687.558, 483.332, 69.679, -12.409)","(720.394, 499.61, 28.666, 51.045)","(750.067, 508.443, 79.174, 39.22)","(778.07, 522.813, 15.565, 64.006)","(789.092, 548.38, 60.041, 25.184)","(799.162, 586.123, -43.554, 26.862)","(808.816, 629.674, 17.107, 33.191)","(809.563, 657.337, 30.88, -4.258)","(782.615, 674.37, -28.499, 27.276)","(729.046, 690.23, -13.855, -51.861)","(678.383, 679.744, -57.194, -32.319)","(640.433, 677.878, -91.09, -1.242)","(600.426, 679.783, -37.687, 43.868)","(561.192, 676.413, -68.783, -28.982)","(525.638, 682.799, -6.709, -4.881)","(488.527, 676.683, -81.652, -46.039)","(446.963, 669.041, 1.716, -53.879)","(401.555, 667.31, -88.674, 7.794)","(365.365, 672.303, -0.147, 40.239)","(324.713, 671.95, -0.881, 46.878)","(282.177, 666.555, -83.657, -1.853)","(234.487, 666.807, -30.249, -20.063)","(191.599, 677.128, -82.352, 0.853)","(142.809, 666.137, 7.776, -40.276)","(122.485, 631.481, 20.819, -28.644)","(109.106, 584.458, -62.276, -61.449)","(103.245, 543.459, 19.21, -1.17)","(102.352, 500.45, -49.962, -96.57)","(98.931, 467.518, 14.26, -38.834)","(100.818, 436.583, -34.715, 22.219)","(101.277, 407.936, 27.168, -28.367)","(91.318, 386.741, -64.36, 34.684)","(71.013, 380.671, -46.985, -73.273)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
