,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
10,"(301.419, 422.016, -7.256, 56.723)","(332.636, 422.681, 68.586, -38.738)","(370.215, 432.42, 36.993, 14.668)","(400.037, 433.762, 37.523, -19.415)","(433.647, 434.329, 69.537, -30.157)","(465.035, 435.546, 9.743, -10.726)","(503.175, 432.985, 67.758, 14.175)","(544.267, 432.04, 63.05, 32.609)","(582.766, 440.439, 65.002, 20.78)","(622.014, 450.658, 37.29, -19.94)","(648.472, 458.17, 43.54, 46.59)","(678.55, 469.501, 29.204, 10.595)","(703.421, 482.203, 22.901, -35.236)","(729.206, 494.337, 33.236, 33.58)","(764.332, 509.233, 57.332, 47.607)","(787.913, 513.624, -6.453, 46.039)","(800.054, 531.74, 26.769, -8.324)","(816.569, 551.885, -30.229, 27.938)","(826.068, 571.478, 49.717, -20.44)","(831.96, 581.105, -13.357, 25.424)","(843.393, 582.905, 19.999, -35.007)","(843.745, 583.672, 12.095, -10.668)","(843.719, 583.725, 27.746, 6.145)","(841.701, 583.578, -16.202, 52.414)","(843.369, 583.255, 33.954, -21.528)","(841.087, 583.465, -43.954, -31.309)","(841.867, 583.82, -11.466, 2.204)","(844.085, 582.671, -15.654, -24.158)","(845.02, 583.948, -0.33, 14.264)","(843.202, 583.849, -31.995, 9.766)","(842.761, 583.929, -4.721, -3.113)","(842.18, 583.745, 51.913, -14.198)","(845.362, 583.961, -58.061, 5.03)","(843.762, 583.928, 47.776, 12.978)","(841.198, 583.718, -47.158, -0.252)","(840.075, 582.715, 12.85, 7.33)","(837.622, 582.903, -0.275, -39.874)"
11,"(679.698, 273.66, 24.504, 1.306)","(717.419, 259.785, -11.338, -63.564)","(750.225, 245.643, -6.865, -34.497)","(779.593, 231.218, -38.997, -46.048)","(788.227, 211.521, 41.989, -27.117)","(805.0, 176.255, 59.428, -20.499)","(809.864, 130.492, -51.322, -85.9)","(798.816, 86.631, 6.375, 27.037)","(777.526, 63.451, -44.091, -49.707)","(738.008, 61.312, -78.962, 16.53)","(688.72, 63.706, -44.655, -42.57)","(643.258, 65.444, -19.973, -18.118)","(605.589, 71.501, 12.201, 48.017)","(567.412, 73.245, -48.759, 45.059)","(525.787, 73.938, 3.251, -7.065)","(478.904, 76.591, -55.408, 45.56)","(437.988, 81.276, -72.86, 39.743)","(391.575, 82.488, -79.232, -40.332)","(349.596, 83.588, -92.006, 22.191)","(309.129, 81.464, -89.057, 32.024)","(269.254, 85.909, -67.552, 12.486)","(231.993, 85.723, -0.301, -22.219)","(198.362, 79.954, -27.848, -43.981)","(162.314, 80.33, -73.827, 35.402)","(119.913, 105.612, -74.081, 59.231)","(100.125, 147.353, 40.09, 51.998)","(93.995, 192.442, -39.934, 21.522)","(91.05, 232.537, -0.874, 5.02)","(88.551, 279.16, -47.817, 72.887)","(91.65, 316.095, -5.41, 10.774)","(86.64, 349.563, 48.504, -7.949)","(57.046, 371.325, -88.19, 27.718)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
12,"(485.742, 166.561, -2.562, 0.873)","(526.295, 168.981, 69.644, -32.6)","(558.469, 169.092, -11.856, -43.142)","(587.329, 166.913, 41.927, -4.151)","(610.39, 177.538, 74.746, 38.468)","(649.214, 187.521, 31.547, 31.772)","(687.436, 188.017, 22.71, -43.562)","(722.081, 194.972, 8.995, 3.413)","(749.111, 189.504, -35.182, -59.47)","(768.855, 192.468, 32.192, 36.312)","(756.506, 142.47, 7.186, -36.539)","(756.168, 122.776, 0.385, 3.768)","(754.093, 104.055, 63.156, 18.167)","(749.622, 91.772, 3.466, -31.114)","(749.969, 91.596, 28.794, -37.669)","(761.284, 83.995, 24.773, 19.562)","(755.504, 72.471, -17.096, -32.334)","(715.192, 73.714, 15.787, -26.565)","(675.696, 68.767, -12.645, -5.746)","(629.365, 59.772, -89.506, -18.652)","(589.743, 57.143, -3.949, -36.551)","(546.286, 57.491, -97.756, 18.963)","(498.549, 65.618, 10.053, 21.207)","(450.037, 68.827, 9.795, 26.633)","(402.279, 65.452, -25.771, -26.527)","(365.586, 70.79, -2.958, 47.434)","(325.605, 67.456, -28.897, 45.981)","(284.21, 63.403, -72.448, 37.704)","(239.669, 71.184, -22.944, 38.246)","(198.251, 62.526, -50.086, 19.987)","(177.952, 67.206, -65.593, 49.048)","(143.603, 75.273, -75.186, 20.832)","(116.863, 114.709, -11.967, 58.726)","(98.276, 157.341, -54.794, 66.226)","(93.432, 200.295, 28.886, 11.873)","(90.564, 247.489, -26.037, 29.114)","(90.303, 285.432, -20.332, 64.389)"
13,"(344.409, 168.172, 41.857, -30.2)","(366.267, 166.221, 66.383, 9.07)","(393.662, 166.506, 3.394, -14.863)","(421.978, 167.523, 8.759, -46.069)","(450.42, 166.1, 12.286, -41.629)","(479.09, 168.552, 9.514, -61.138)","(513.09, 166.219, 57.187, -48.465)","(539.164, 169.189, 28.717, -36.881)","(564.79, 169.062, 13.11, 40.457)","(581.135, 179.196, 19.535, 24.961)","(599.734, 184.811, 55.012, 51.649)","(626.741, 198.099, 23.932, 61.136)","(653.422, 201.017, -9.055, 6.404)","(678.154, 208.143, -27.353, -14.37)","(709.135, 216.914, 83.692, 29.159)","(734.092, 215.137, 29.605, -41.563)","(755.275, 214.027, 32.845, 21.476)","(776.91, 215.09, 58.66, -26.046)","(785.068, 185.908, 11.069, -71.635)","(780.587, 149.987, 20.61, -30.646)","(776.504, 120.066, 6.739, 19.495)","(773.56, 95.887, -8.851, 20.936)","(736.131, 87.508, 3.477, 19.443)","(703.76, 81.354, 26.243, 9.188)","(681.432, 65.305, -67.75, -59.263)","(635.474, 54.657, -108.382, 16.91)","(589.684, 60.183, -101.719, -3.03)","(540.937, 66.093, 6.662, 58.397)","(498.099, 70.858, -65.362, 46.491)","(446.856, 71.988, -1.404, -40.967)","(410.599, 72.726, 4.091, -17.323)","(368.086, 72.412, 3.045, 34.948)","(332.308, 68.659, -16.707, 0.347)","(288.453, 74.912, -38.477, 55.968)","(254.708, 74.25, 8.523, 48.349)","(211.62, 74.582, -86.074, 3.83)","(178.003, 73.114, -72.276, 43.937)"
14,"(507.484, 219.433, -6.808, -54.398)","(547.786, 214.878, 58.531, -7.438)","(587.889, 210.907, 46.355, -43.193)","(635.318, 221.872, 64.02, -57.211)","(659.419, 213.406, 3.901, 27.485)","(689.119, 210.984, 49.169, 1.815)","(719.892, 209.336, 55.65, -48.966)","(754.821, 205.201, 23.592, -9.537)","(777.832, 202.533, 58.167, -53.984)","(800.496, 179.79, -17.774, -51.099)","(797.28, 128.467, -46.569, -67.271)","(802.284, 87.92, -37.858, -54.258)","(783.771, 61.604, -89.529, -6.671)","(739.788, 54.649, -67.591, 12.547)","(681.169, 60.802, -71.528, -33.978)","(626.874, 63.016, -97.22, 33.564)","(574.351, 64.406, -24.899, 37.547)","(529.76, 71.497, -31.073, -48.609)","(487.928, 76.964, -102.931, 8.651)","(440.253, 84.417, -90.726, 23.701)","(396.453, 85.835, 9.134, -35.902)","(355.559, 89.308, -6.87, -54.171)","(311.548, 87.148, -54.383, 47.76)","(272.759, 90.803, -67.378, 4.005)","(233.04, 92.119, -12.992, -59.032)","(200.241, 91.079, -44.725, -20.866)","(165.333, 84.776, -10.314, -1.875)","(127.477, 94.345, -79.175, 15.463)","(111.904, 139.706, 26.161, 40.121)","(106.887, 184.526, -12.707, 67.271)","(104.017, 229.459, -55.71, 80.992)","(101.607, 269.557, -42.566, 18.91)","(104.137, 303.975, 50.093, 71.416)","(94.968, 337.241, 16.457, -28.333)","(90.086, 353.311, -42.982, 25.828)","(74.723, 367.876, -5.803, -8.532)","(None, None, None, None)"
15,"(291.592, 559.726, 30.713, -28.655)","(316.256, 559.805, -20.596, 25.38)","(345.86, 563.163, 88.057, 1.176)","(385.428, 558.094, 68.752, 44.938)","(422.045, 562.166, 12.358, 35.831)","(448.947, 560.584, 59.694, -29.768)","(482.937, 562.418, 51.97, 20.412)","(519.601, 560.447, 37.891, -41.417)","(549.545, 559.756, 10.662, 43.365)","(578.153, 560.595, 1.988, -3.215)","(600.801, 560.086, 23.001, 8.825)","(614.878, 559.57, 6.619, 28.17)","(633.335, 551.1, 52.623, -15.192)","(660.636, 532.352, 59.15, -31.608)","(686.794, 528.288, -21.083, -14.676)","(715.597, 531.811, 12.755, 11.108)","(732.312, 530.769, -11.502, -51.602)","(751.818, 525.781, 29.358, 48.784)","(767.772, 532.975, 71.083, 43.366)","(779.85, 549.858, -12.432, 62.532)","(788.581, 561.041, 14.44, -27.176)","(786.743, 600.741, -27.623, 78.515)","(791.429, 627.405, -13.413, -33.157)","(795.855, 653.532, 31.573, 23.351)","(755.157, 652.909, -16.452, 26.4)","(726.746, 664.337, -48.962, -2.396)","(685.398, 656.155, 10.105, -8.62)","(658.864, 653.679, 17.062, 42.775)","(623.281, 667.724, -2.894, -27.976)","(588.741, 667.918, -16.55, 33.984)","(552.495, 657.408, -10.924, -50.494)","(521.661, 653.39, -43.702, 21.485)","(485.083, 654.972, -80.484, -7.738)","(452.94, 656.353, 11.014, 28.655)","(421.154, 654.259, -76.987, 1.171)","(388.63, 652.242, 1.05, -41.038)","(354.015, 649.6, -70.78, 26.762)"
16,"(707.935, 217.428, 32.347, -22.993)","(741.305, 203.442, 49.567, 16.525)","(765.827, 193.2, -17.709, 19.581)","(775.623, 171.546, -39.567, -66.556)","(767.081, 127.296, 49.366, -51.588)","(773.257, 96.725, -49.56, 55.615)","(716.836, 100.645, -97.752, -15.921)","(667.364, 113.605, -34.442, 5.339)","(632.442, 112.515, -85.701, -18.195)","(588.67, 113.902, -19.189, 26.608)","(555.482, 108.002, -85.259, 20.297)","(508.702, 97.055, -17.423, 7.134)","(462.015, 94.942, -0.004, 14.251)","(416.788, 96.705, -19.011, -48.597)","(368.938, 96.762, -18.375, -1.649)","(313.64, 93.878, -67.935, 47.624)","(252.574, 83.034, -61.263, -59.699)","(203.906, 83.136, -98.82, -56.337)","(152.546, 78.148, -88.952, 31.4)","(123.881, 116.112, -36.286, 71.294)","(109.151, 162.843, 9.488, 27.518)","(99.149, 204.757, -50.409, 9.964)","(93.693, 251.265, -39.657, -9.209)","(90.022, 290.469, 28.596, -2.846)","(82.028, 322.972, 8.137, 21.394)","(69.109, 361.428, -34.026, 45.92)","(33.4, 363.155, -91.183, -14.978)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
17,"(686.89, 527.137, -20.044, 48.454)","(719.479, 546.265, 46.467, 14.493)","(756.216, 560.393, 62.974, 29.09)","(768.399, 563.561, -15.603, -17.503)","(776.478, 572.051, -19.348, -9.666)","(781.687, 568.137, 8.592, 44.204)","(788.589, 629.014, 39.299, 75.309)","(779.561, 660.16, 13.595, -0.725)","(726.825, 659.373, -4.523, 0.825)","(681.733, 647.487, -37.911, -26.441)","(639.353, 646.936, -40.975, 33.876)","(596.447, 642.85, -77.532, 37.535)","(563.337, 656.001, -36.96, 67.091)","(503.021, 652.573, -67.544, -55.767)","(452.061, 641.346, -20.097, 33.806)","(420.03, 636.035, -6.742, -38.182)","(385.495, 637.101, -39.344, -28.656)","(340.626, 638.224, -50.327, 13.533)","(299.649, 636.246, -84.721, -12.563)","(252.071, 638.223, -14.079, -26.633)","(211.588, 650.934, -40.629, 13.393)","(179.737, 651.103, -30.927, 2.664)","(134.259, 642.354, 16.931, -54.596)","(115.697, 584.821, 26.479, -72.388)","(104.82, 539.154, -6.769, -88.669)","(91.28, 493.392, -40.004, -56.599)","(80.386, 449.802, -52.93, -51.688)","(71.676, 406.379, 18.792, -54.691)","(55.25, 392.073, -40.355, -40.795)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
18,"(551.059, 267.168, 70.576, -34.3)","(584.046, 275.119, 0.683, 23.808)","(616.66, 264.488, 88.561, 31.715)","(646.81, 263.827, 13.886, 14.692)","(678.111, 256.604, -17.218, 12.773)","(695.515, 249.719, 28.839, -51.767)","(717.65, 239.448, 9.97, 21.559)","(737.677, 236.568, 41.35, 4.711)","(765.416, 230.42, 48.401, -41.378)","(779.499, 208.042, -37.282, -52.368)","(775.286, 180.816, 64.782, 16.269)","(779.15, 141.761, -19.621, -34.145)","(782.37, 103.726, -14.564, -24.795)","(761.512, 83.556, -38.609, -0.55)","(714.557, 64.669, -62.426, -42.788)","(672.02, 75.086, -3.089, 18.622)","(623.77, 66.552, -1.547, -39.776)","(571.12, 64.432, -69.935, -48.134)","(524.561, 68.429, -64.427, 56.219)","(481.576, 75.67, -70.165, -16.812)","(436.026, 77.28, -81.515, 15.099)","(395.976, 77.403, -32.325, -37.337)","(355.955, 70.058, -30.982, 11.821)","(310.35, 71.185, -33.371, -12.477)","(268.738, 72.515, -8.385, 23.75)","(231.189, 74.89, -4.389, 45.406)","(191.83, 68.634, 22.553, 25.941)","(155.808, 70.883, -53.585, 26.826)","(124.645, 102.796, -27.457, 63.009)","(105.894, 144.1, -42.924, 87.133)","(88.073, 185.869, 0.128, 90.322)","(74.294, 229.265, -42.088, 21.14)","(62.314, 271.434, -36.707, 63.822)","(64.28, 312.898, 42.974, 10.003)","(60.19, 348.233, 36.969, 20.67)","(None, None, None, None)","(None, None, None, None)"
19,"(461.655, 226.348, 12.216, -14.889)","(491.698, 225.52, -21.036, -48.084)","(528.715, 223.851, 42.623, -18.12)","(564.349, 218.617, 11.394, -7.807)","(599.339, 222.698, 22.216, 13.32)","(626.247, 225.294, -17.583, -32.67)","(664.586, 218.8, 32.818, 30.73)","(692.34, 217.498, 32.646, 41.547)","(723.73, 214.21, 1.576, -49.725)","(747.454, 220.844, 30.441, 53.594)","(769.243, 223.632, 28.543, -63.092)","(786.026, 214.901, 6.481, 15.142)","(786.969, 164.915, -7.928, -44.897)","(790.17, 123.153, 16.638, -23.77)","(797.803, 90.878, -24.705, -17.452)","(772.878, 62.413, -72.689, -60.18)","(722.388, 57.295, -33.126, -40.065)","(682.921, 57.876, -28.381, -10.812)","(634.357, 62.902, -93.301, 41.92)","(591.412, 67.362, 10.841, -31.588)","(544.136, 68.651, -82.094, -39.287)","(500.108, 80.604, -77.56, 35.752)","(463.027, 85.644, -31.55, 42.963)","(415.898, 92.777, -94.471, -17.479)","(370.98, 94.567, 3.024, 9.483)","(326.318, 96.191, -19.079, 54.635)","(289.662, 95.278, 11.214, -18.218)","(247.281, 93.381, -47.092, 53.999)","(212.024, 86.963, -79.988, -30.652)","(172.88, 86.62, -8.173, 27.308)","(131.569, 93.618, -0.047, 78.14)","(124.574, 151.056, 15.287, 60.525)","(123.126, 205.842, -8.625, 40.451)","(122.288, 253.141, 19.618, 111.428)","(118.82, 300.088, -59.066, -15.108)","(109.307, 326.167, -55.08, 15.748)","(96.97, 347.753, -49.275, -17.382)"
20,"(379.45, 470.054, 45.268, 38.291)","(424.179, 479.73, 36.996, 43.15)","(457.504, 490.701, 61.499, -42.955)","(494.977, 498.538, 73.625, -33.094)","(529.474, 507.212, 11.314, 42.766)","(566.471, 512.046, 77.089, 0.717)","(597.594, 512.563, 88.786, -12.43)","(633.41, 521.427, 87.414, -6.912)","(662.439, 529.664, 83.156, -3.266)","(700.262, 534.528, 17.531, -37.403)","(733.682, 545.605, -13.328, -30.771)","(761.137, 551.996, 82.419, -8.055)","(769.544, 582.403, -0.872, 17.966)","(764.562, 619.343, -21.765, -18.149)","(766.74, 638.541, 5.058, -30.405)","(773.081, 662.684, -60.857, 52.218)","(728.609, 667.424, 10.809, -4.193)","(683.44, 660.893, -82.633, 26.33)","(651.831, 655.292, 5.141, -8.915)","(613.971, 670.535, -92.68, -53.653)","(577.189, 675.346, 9.214, 39.649)","(534.975, 673.305, -41.838, 7.794)","(490.637, 677.645, -61.342, 14.862)","(445.632, 676.798, -22.044, 49.837)","(405.086, 683.149, -10.885, 37.475)","(358.734, 680.481, -57.128, 48.071)","(316.679, 682.904, -79.751, -53.932)","(271.448, 681.273, -12.172, 6.78)","(235.017, 679.154, -55.137, -51.396)","(195.829, 677.656, -68.919, 52.186)","(149.698, 672.71, -39.89, 45.616)","(115.231, 632.337, 34.432, -88.488)","(90.941, 594.421, -43.928, -55.016)","(82.133, 556.422, 53.938, -12.439)","(84.078, 511.793, 40.646, -38.358)","(70.998, 470.846, 8.081, -61.15)","(61.395, 446.141, -44.344, -8.264)"
21,"(660.066, 327.309, 57.451, 40.385)","(682.951, 315.51, -4.344, 4.002)","(705.925, 300.648, 17.175, 22.14)","(732.9, 282.78, -23.3, -56.552)","(760.806, 261.423, 40.826, -46.245)","(785.783, 239.891, 40.007, 15.84)","(803.641, 220.025, 31.203, -54.985)","(815.666, 185.566, 16.057, 20.756)","(823.755, 155.941, -12.721, -55.188)","(810.344, 122.698, -80.49, -89.475)","(793.096, 81.858, -23.168, -71.615)","(758.969, 59.764, -4.191, -15.416)","(701.23, 65.613, 8.286, 21.87)","(657.027, 66.89, -75.966, 3.87)","(612.381, 63.525, -69.794, -6.098)","(574.407, 66.641, -15.767, 21.231)","(533.543, 70.319, 9.405, 4.658)","(490.422, 73.129, -75.376, -5.136)","(441.68, 73.858, -32.05, 13.686)","(399.304, 70.726, -82.295, -27.887)","(354.678, 66.344, -64.884, 37.678)","(314.555, 67.341, -65.428, -39.119)","(275.088, 64.398, -76.489, 32.947)","(242.951, 64.291, -39.763, -10.575)","(212.746, 72.996, -46.998, -31.503)","(170.478, 71.048, -85.185, 2.051)","(129.063, 84.819, -73.219, 68.58)","(97.216, 125.762, 28.167, -2.699)","(80.091, 169.018, 21.631, 82.355)","(72.53, 212.389, -44.518, -9.444)","(66.955, 257.295, 6.781, 37.357)","(64.772, 297.543, -35.994, 8.099)","(66.354, 332.516, 27.527, 17.492)","(31.481, 364.865, -57.997, -20.764)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
22,"(294.068, 245.146, 41.769, 0.752)","(332.103, 242.074, 48.642, 30.134)","(375.575, 235.174, 27.666, -12.499)","(412.107, 237.074, -20.077, -0.766)","(447.829, 230.308, 41.131, -28.096)","(477.963, 228.92, 33.544, -51.637)","(509.976, 220.692, 57.858, 39.761)","(535.884, 226.633, 66.69, -29.229)","(563.505, 228.361, 61.392, 9.551)","(588.66, 235.04, -6.62, 52.2)","(614.031, 242.525, 69.913, 36.782)","(640.22, 238.577, 51.092, 47.876)","(672.46, 237.369, 60.06, -20.494)","(700.002, 243.038, -2.78, -20.522)","(736.847, 244.261, 14.225, 29.46)","(766.99, 229.929, 5.915, -63.686)","(782.0, 210.943, -5.952, 11.612)","(780.686, 168.547, -34.74, -15.027)","(775.862, 126.204, 43.373, -33.008)","(782.246, 101.02, 68.343, -71.114)","(749.637, 93.971, -86.956, -33.52)","(718.317, 99.457, -78.344, 14.381)","(698.399, 102.831, 9.984, -5.666)","(681.033, 103.181, -50.573, -28.598)","(671.206, 99.74, 37.077, 21.003)","(652.397, 81.012, -3.508, 25.799)","(607.976, 84.134, -58.166, 4.304)","(567.85, 94.562, -42.024, 35.258)","(529.115, 92.461, -21.237, -36.657)","(486.753, 86.296, -79.375, -18.304)","(449.707, 92.521, -74.544, 7.951)","(416.911, 86.157, -26.628, -29.472)","(373.697, 82.721, 13.448, 41.809)","(338.768, 79.757, -51.287, -28.39)","(302.408, 87.72, -93.141, -38.004)","(265.03, 81.901, -15.101, 40.41)","(223.156, 81.79, -41.084, -14.018)"
23,"(780.406, 178.383, 48.572, -41.992)","(787.523, 125.837, 50.604, -109.541)","(765.431, 95.131, -87.327, -8.262)","(720.62, 87.802, -64.284, -37.641)","(665.046, 84.865, -69.393, -17.401)","(617.219, 80.069, -2.037, -5.583)","(576.896, 83.212, -43.517, 42.372)","(529.699, 75.599, -84.593, -50.117)","(487.566, 76.672, -87.52, -6.854)","(449.539, 75.05, 10.496, 4.676)","(413.583, 74.986, -5.105, -49.859)","(368.464, 84.487, -25.35, 16.006)","(322.907, 78.595, -16.715, 8.805)","(279.491, 81.597, -99.826, -20.849)","(240.529, 78.32, -79.209, 53.926)","(193.76, 81.268, -75.448, 55.791)","(153.011, 80.134, -7.949, -59.356)","(123.835, 120.286, -18.473, 35.133)","(109.27, 171.086, -59.042, 75.46)","(96.648, 212.319, -33.019, 3.658)","(84.835, 262.158, -52.462, 79.79)","(79.054, 306.501, -33.27, 89.688)","(71.895, 348.44, -60.443, 20.494)","(50.458, 359.307, -55.738, -41.829)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
24,"(754.203, 306.893, 32.155, -46.259)","(776.206, 277.737, 41.968, -15.207)","(793.5, 248.411, -31.363, 1.337)","(809.355, 227.093, 52.264, 18.627)","(813.066, 213.57, -33.358, 25.006)","(812.136, 205.552, 25.684, -31.292)","(820.262, 164.402, 39.989, -49.524)","(817.627, 133.407, -53.907, 0.92)","(806.301, 93.646, -49.225, -3.965)","(789.851, 74.433, -2.679, 21.608)","(744.731, 67.213, -27.303, 10.949)","(699.643, 65.01, -78.291, -11.92)","(661.043, 68.677, -32.736, -33.648)","(612.9, 70.303, -33.047, 44.915)","(563.966, 68.8, -60.624, 23.002)","(522.079, 64.995, -53.575, 49.993)","(484.055, 63.604, -34.587, 35.232)","(438.709, 63.849, 0.172, -53.003)","(389.589, 62.414, -32.292, 40.822)","(345.288, 61.823, -22.481, -4.751)","(297.156, 62.139, -82.493, -7.17)","(255.176, 67.526, -26.877, 38.662)","(226.463, 69.162, -3.284, 55.486)","(192.289, 67.578, -48.412, -30.654)","(142.861, 75.677, -75.331, 77.572)","(110.511, 106.477, -58.553, 41.579)","(91.925, 152.795, 39.377, 72.034)","(72.796, 189.368, -37.468, 74.899)","(71.131, 233.88, 15.145, 34.327)","(69.321, 270.545, -38.69, 19.176)","(63.586, 310.677, -1.546, 33.241)","(65.985, 346.273, 51.208, -11.567)","(32.587, 367.551, -82.793, 19.084)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
25,"(545.781, 411.262, 13.95, 27.11)","(581.94, 429.181, 30.359, 40.976)","(611.772, 443.381, 63.857, 47.856)","(644.975, 455.353, 62.829, -10.944)","(679.254, 472.577, 43.119, -20.507)","(707.787, 486.236, 55.82, 62.785)","(737.449, 496.558, 29.12, 45.43)","(757.96, 508.381, 39.804, -24.854)","(775.619, 521.762, -32.704, 47.026)","(790.657, 537.519, -40.285, -29.322)","(792.879, 562.712, 63.855, 33.218)","(810.33, 597.161, 51.305, -2.64)","(815.386, 634.022, 12.571, 56.15)","(817.541, 654.371, -67.608, 42.343)","(799.497, 668.816, -80.001, 16.7)","(759.796, 691.964, -82.772, 20.112)","(715.858, 694.77, -76.732, 14.467)","(679.382, 694.895, 16.393, -55.205)","(638.816, 690.896, -1.908, -40.812)","(592.741, 697.143, -74.547, 31.081)","(545.743, 689.878, -65.956, -44.96)","(504.314, 690.541, -36.371, 54.779)","(452.793, 684.8, -78.207, -24.685)","(408.601, 688.351, 9.581, -18.228)","(356.138, 689.453, -84.264, 42.894)","(310.396, 691.082, -33.708, 31.498)","(259.411, 685.8, -39.824, 19.19)","(221.238, 682.875, 13.988, -23.873)","(183.774, 683.453, -20.196, -31.418)","(140.318, 671.188, -69.677, 0.336)","(92.751, 640.926, -39.321, 13.895)","(81.296, 602.093, -72.81, -11.186)","(72.21, 560.335, 46.591, -81.601)","(67.762, 508.362, 6.828, -51.771)","(63.912, 463.27, 17.58, -35.611)","(53.44, 437.625, -16.326, -56.019)","(57.246, 420.182, 46.07, -44.916)"
26,"(361.858, 289.033, 66.191, 6.754)","(400.348, 274.246, 11.566, -22.891)","(440.341, 264.178, 79.281, -26.589)","(490.311, 258.438, 96.852, -58.252)","(525.003, 247.3, 12.69, -39.891)","(567.783, 230.162, 6.105, 7.739)","(600.781, 219.676, 47.524, 13.634)","(634.538, 215.493, 5.575, 34.381)","(660.928, 209.325, 37.779, 50.39)","(689.481, 206.371, 6.155, -27.529)","(725.167, 200.541, 83.94, -30.748)","(750.568, 191.086, 12.641, -47.748)","(770.897, 184.422, -51.123, -91.105)","(764.635, 144.394, -28.132, -53.415)","(765.896, 123.403, 29.147, -79.9)","(785.08, 100.291, -27.078, -27.516)","(735.251, 101.932, -66.136, -38.697)","(699.901, 110.334, -29.27, 38.09)","(683.93, 113.676, -32.572, 13.934)","(680.294, 113.773, -38.76, 4.362)","(675.716, 112.799, -30.207, -9.303)","(678.77, 113.807, -18.121, 46.35)","(673.401, 113.928, 10.296, 36.804)","(658.864, 113.558, -28.78, 10.225)","(658.645, 113.809, -25.285, 12.948)","(659.789, 113.99, 31.403, 61.187)","(658.447, 110.554, 19.522, 32.28)","(614.377, 84.425, -98.969, 36.168)","(577.099, 78.831, -80.57, -14.087)","(536.923, 76.592, -55.992, 50.478)","(501.209, 77.438, -79.336, -46.065)","(466.235, 80.914, -86.748, 35.642)","(426.664, 80.124, -87.016, -47.337)","(394.946, 79.357, 2.987, 23.709)","(351.244, 81.2, -6.98, -27.241)","(314.362, 76.066, -69.917, -45.888)","(276.725, 75.17, -12.55, -46.305)"
27,"(723.434, 255.151, 30.577, -11.535)","(753.908, 235.573, 10.997, -30.145)","(779.323, 208.808, 10.275, -26.726)","(801.654, 177.141, 4.802, -36.396)","(809.783, 145.573, 12.303, -18.779)","(808.285, 117.495, 0.802, -46.558)","(796.341, 80.336, -22.053, -13.732)","(767.725, 62.172, -55.195, -13.642)","(720.3, 63.061, -29.519, 2.62)","(677.758, 64.656, -58.273, 9.867)","(637.078, 67.821, -33.2, 16.851)","(594.695, 69.564, -55.906, 4.361)","(552.242, 66.624, -29.558, 6.425)","(510.428, 62.926, -24.212, -11.159)","(470.804, 62.11, -44.108, 0.003)","(431.099, 62.627, -46.893, 3.691)","(391.238, 62.695, -36.618, -13.154)","(351.278, 61.999, -45.483, -9.922)","(308.332, 62.906, -32.478, 5.38)","(264.805, 63.384, -40.697, 18.274)","(222.04, 67.375, -37.706, -8.801)","(177.77, 66.279, -46.008, 7.396)","(135.571, 77.726, -31.838, 21.222)","(104.271, 112.432, -38.123, 47.747)","(80.384, 146.822, 6.871, 70.119)","(69.196, 184.218, 42.716, 90.092)","(62.754, 224.319, 1.674, 89.975)","(61.177, 263.3, -35.695, 81.833)","(62.126, 308.147, 33.259, 50.54)","(62.743, 348.603, 18.751, 26.805)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
